3e18ccb7c23b700b3e912e9c4c1024331dccc5cdfa95d570c687fc0851e927be,19946f149bd9e5e37cdb8551035b263b3471d585cf5b18311c03029336637235,a39c27a97e0de4efb0af3d8c38d21dcf7e37ee11b77f72bf37fee3129a3eab2b,978ddc96ee9faca257f3c243d073044a49c225b7a9fda18a7be0e498a5e76e2e,c07f2ad798da38ac173db1638995cd3ce1d2ca17ba7b1c06f02ce47e05cd6f3e,293c5b89243c7e43c25042386ec4d06af5948e84d839eab5073775fd8b7521e6,b232d2e8e5ddc1c93be115816d9e40270f40634cef5ed5a12ba0ccda6357ecb3,be85d9286ee49df218040f43e287ace439012b2012d4f30eddf8860600f8bbf2,bbb748e6c160d32e86158658d124fb88fd82589adea4deccfd810f07adb09d39,da6f37d57d948dc307f9f393c0e94352c8083b0befd8baff8fabd8cc42b7a617,368eb47cc73b172ff74875660db90c1a34d75121d28ebdca144362162506b1ad,5c9bb2d1ebbff691befc5a9802ca53fed11b201b7d2cfb749a869083bd23c250,12f1a2c3a2d5ee69c8d50f292241b69ca3cb5ca4d373c6407e8e6920aeb969d1,41c54206804288ded855cf08bfaec385873ac6d009381ccf2ea188453095710e,3d993ab7f3c4fa826a898b2af0d290217f05be78a1b5c1befac653f9c4fac47b,fe247da4efbccdf473664d6e91782336d166135b8111e9217d558ead9c7478d7,cf83602691b6897fee971d646218a0b1d7e1a2a75693a728c6f4cf158b23b3f6,356ef422e66bff6a8ed9a68e846eca98a90224d24678fdf60af700388d917398
"2500000000000","1002","0","1","480","4004101","2020/04/01","100584","15","巨影復活","2020/04/01 7:59:59","1","1250000000001","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002001","bgm_M220"
"1250000000000","1002","0","2","300","4004102","2020/04/01 8:00:00","100584","16","巨影復活","2020/04/01 12:59:59","1","750000000001","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002002","bgm_M220"
"750000000000","1002","0","3","300","4004103","2020/04/01 13:00:00","100584","17","巨影復活","2020/04/01 17:59:59","1","250000000001","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002003","bgm_M220"
"250000000000","1002","0","1","120","4004104","2020/04/01 18:00:00","100584","18","巨影復活","2020/04/01 19:59:59","1","125000000001","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002001","bgm_M220"
"125000000000","1002","0","2","240","0","2020/04/01 20:00:00","100584","19","巨影復活","2020/04/01 23:59:59","1","0","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002002","bgm_M220"
"0","1002","0","1","480","4004109","2020/04/01","100584","22","巨影復活","2020/04/01 7:59:59","1","0","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002004","bgm_M220"
"0","1002","0","2","300","0","2020/04/01 8:00:00","100584","23","巨影復活","2020/04/01 12:59:59","1","0","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002005","bgm_M220"
"0","1002","0","3","300","0","2020/04/01 13:00:00","100584","24","巨影復活","2020/04/01 17:59:59","1","0","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002006","bgm_M220"
"0","1002","0","1","180","0","2020/04/01 18:00:00","100584","25","巨影復活","2020/04/01 20:59:59","1","0","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002004","bgm_M220"
"0","1002","0","2","60","0","2020/04/01 21:00:00","100584","26","巨影復活","2020/04/01 21:59:59","1","0","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002005","bgm_M220"
"0","1002","0","3","60","0","2020/04/01 22:00:00","100584","27","巨影復活","2020/04/01 22:59:59","1","0","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002006","bgm_M220"
"0","1002","0","1","60","0","2020/04/01 23:00:00","100584","28","巨影復活","2020/04/01 23:59:59","1","0","bgm_M220","バトル オブ ランドソル 巨影復活　～04/01 23：59","0","1002004","bgm_M220"
