4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"101302","21003","1013","2000"
"101303","21003","1013","3000"
"101304","20009","1013","4300"
"101305","20009","1013","5300"
"101306","20009","1013","6300"
"101307","21015","1013","7000"
"101308","21017","1013","8000"
"101309","21015","1013","9000"
"101310","21017","1013","10000"
"101401","21003","1014","1100"
"101402","20009","1014","2400"
"101403","21015","1014","3200"
"101404","21003","1014","4150"
"101405","21017","1014","5200"
"101406","21017","1014","6200"
"101407","20009","1014","7400"
"101408","20009","1014","8450"
"101409","21015","1014","9150"
"101410","21003","1014","10150"
"101501","20009","1015","1500"
"101502","21017","1015","2200"
"101503","21003","1015","3150"
"101504","21015","1015","4200"
"101505","21003","1015","5100"
"101506","20009","1015","6450"
"101507","21015","1015","7150"
"101508","21017","1015","8200"
"101509","21003","1015","9200"
"101510","20009","1015","10400"
"101601","20001","1016","1500"
"101602","20001","1016","2500"
"101603","20001","1016","3500"
"101604","21012","1016","4500"
"101605","20015","1016","5150"
"101606","21012","1016","6500"
"101607","21003","1016","7000"
"101608","21004","1016","8000"
"101609","21003","1016","9000"
"101610","21002","1016","10000"
"101701","21012","1017","1350"
"101702","21012","1017","2350"
"101703","20001","1017","3350"
"101704","20001","1017","4400"
"101705","20001","1017","5300"
"101706","21003","1017","5850"
"101707","21004","1017","6900"
"101708","20015","1017","7950"
"101709","21002","1017","8900"
"101710","21003","1017","9850"
"101801","20001","1018","1400"
"101802","21003","1018","1900"
"101803","21004","1018","2800"
"101804","20001","1018","4300"
"101805","21003","1018","4900"
"101806","21012","1018","6400"
"101807","21002","1018","6800"
"101808","20015","1018","8000"
"101809","20001","1018","9300"
"101810","21012","1018","10300"
"101901","21010","1019","1000"
"101902","21002","1019","2000"
"101903","21010","1019","3000"
"101904","21004","1019","4000"
"101905","21015","1019","5000"
"101906","21017","1019","6000"
"101907","21008","1019","7000"
"101908","21007","1019","8000"
"101909","21014","1019","9000"
"101910","21015","1019","10000"
"102001","21010","1020","1200"
"102002","21007","1020","2150"
"102003","21002","1020","3100"
"102004","21017","1020","4200"
"102005","21010","1020","5100"
"102006","21004","1020","6150"
"102007","21008","1020","7100"
"102008","21015","1020","8100"
"102009","21015","1020","9100"
"102010","21014","1020","10150"
"102101","21004","1021","1150"
"102102","21017","1021","2100"
"102103","21008","1021","3200"
"102104","21010","1021","4150"
"102105","21010","1021","5200"
"102106","21014","1021","6200"
"102107","21015","1021","7200"
"102108","21015","1021","8150"
"102109","21007","1021","9150"
"102110","21002","1021","10200"
"102201","21015","1022","1000"
"102202","20001","1022","2500"
"102203","20003","1022","3550"
"102204","21004","1022","4000"
"102205","20001","1022","5500"
"102206","20001","1022","6500"
"102207","21006","1022","7000"
"102208","20003","1022","8550"
"102209","20003","1022","9550"
"102210","21014","1022","10000"
"102211","21007","1022","11000"
"102212","21004","1022","12000"
"102301","21004","1023","900"
"102302","21015","1023","1900"
"102303","21014","1023","2800"
"102304","21007","1023","3800"
"102305","21004","1023","4800"
"102306","20003","1023","6400"
"102307","20003","1023","7400"
"102308","20001","1023","8400"
"102309","21006","1023","8800"
"102310","20001","1023","10300"
"102311","20003","1023","11400"
"102312","20001","1023","12350"
"102401","20003","1024","1400"
"102402","20003","1024","2350"
"102403","21004","1024","2900"
"102404","20001","1024","4350"
"102405","20003","1024","5450"
"102406","21006","1024","5800"
"102407","20001","1024","7300"
"102408","21004","1024","7850"
"102409","21007","1024","8850"
"102410","21014","1024","9900"
"102411","20001","1024","11300"
"102412","21015","1024","11800"
"102501","21003","1025","1000"
"102502","21015","1025","2000"
"102503","21017","1025","3000"
"102504","21008","1025","4000"
"102505","21008","1025","5000"
"102506","21008","1025","6000"
"102507","21012","1025","7500"
"102508","21012","1025","8500"
"102509","21007","1025","9000"
"102510","21002","1025","10000"
"102511","21010","1025","11000"
"102512","21002","1025","12000"
"102601","21012","1026","1700"
"102602","21007","1026","2100"
"102603","21012","1026","3700"
"102604","21008","1026","4100"
"102605","21017","1026","5150"
"102606","21003","1026","6200"
"102607","21008","1026","7200"
"102608","21015","1026","8150"
"102609","21008","1026","9150"
"102610","21002","1026","10200"
"102611","21002","1026","11100"
"102612","21010","1026","12150"
"102701","21007","1027","1100"
"102702","21003","1027","2150"
"102703","21008","1027","3100"
"102704","21002","1027","4150"
"102705","21012","1027","5600"
"102706","21008","1027","6100"
"102707","21012","1027","7650"
"102708","21017","1027","8100"
"102709","21002","1027","9200"
"102710","21010","1027","10100"
"102711","21008","1027","11150"
"102712","21015","1027","12200"
"102801","21017","1028","1000"
"102802","20015","1028","2150"
"102803","21017","1028","3000"
"102804","21007","1028","4000"
"102805","20003","1028","5550"
"102806","21007","1028","6000"
"102807","21016","1028","7000"
"102808","20009","1028","8300"
"102809","21016","1028","9000"
"102810","21006","1028","10000"
"102811","21008","1028","11000"
"102812","21006","1028","12000"
"102901","20003","1029","1350"
"102902","20009","1029","2150"
"102903","21007","1029","2850"
"102904","21007","1029","3800"
"102905","20015","1029","4950"
"102906","21008","1029","5850"
"102907","21006","1029","6850"
"102908","21006","1029","7850"
"102909","21017","1029","8900"
"102910","21016","1029","9800"
"102911","21016","1029","10900"
"102912","21017","1029","11850"
"103001","21008","1030","850"
"103002","21017","1030","1900"
"103003","21016","1030","2800"
"103004","21007","1030","3850"
"103005","21006","1030","4900"
"103006","20003","1030","6450"
"103007","20009","1030","7100"
"103008","21006","1030","7800"
"103009","20015","1030","9000"
"103010","21016","1030","9900"
"103011","21017","1030","10800"
"103012","21007","1030","11800"
"200101","11012","2001","1400"
"200102","11012","2001","2300"
"200103","10004","2001","3175"
"200104","11010","2001","3600"
"200105","11019","2001","4500"
"200106","11012","2001","5900"
"200107","11002","2001","6300"
"200108","11006","2001","7200"
"200109","11007","2001","8100"
"200110","11012","2001","9500"
"200201","11012","2002","1500"
"200202","11010","2002","1950"
"200203","10004","2002","3325"
"200204","11006","2002","3750"
"200205","11012","2002","5200"
"200206","11012","2002","6050"
"200207","11002","2002","6400"
"200208","11012","2002","7850"
"200209","11019","2002","8300"
"200210","11007","2002","9150"
"200301","11012","2003","1600"
"200302","11012","2003","2400"
"200303","11002","2003","2900"
"200304","11012","2003","4200"
"200305","11007","2003","4650"
"200306","10004","2003","5975"
"200307","11010","2003","6450"
"200308","11006","2003","7300"
"200309","11019","2003","8250"
"200310","11012","2003","9700"
"200401","11015","2004","900"
"200402","11017","2004","1800"
"200403","11017","2004","2700"
"200404","10010","2004","3675"
"200405","10015","2004","4650"
"200406","10015","2004","5550"
"200407","11015","2004","6300"
"200408","11012","2004","7700"
"200409","10015","2004","8250"
"200410","10015","2004","9150"
"200501","11015","2005","750"
"200502","11017","2005","1650"
"200503","11015","2005","2500"
"200504","10010","2005","3525"
"200505","10015","2005","4500"
"200506","11012","2005","5700"
"200507","10015","2005","6350"
"200508","10015","2005","7150"
"200509","11017","2005","7900"
"200510","10015","2005","9000"
"200601","10015","2006","850"
"200602","10015","2006","1850"
"200603","10010","2006","2675"
"200604","11017","2006","3500"
"200605","10015","2006","4450"
"200606","11012","2006","5800"
"200607","11015","2006","6150"
"200608","11017","2006","7100"
"200609","11015","2006","8000"
"200610","10015","2006","8950"
"200701","10005","2007","725"
"200702","10001","2007","2300"
"200703","10001","2007","3200"
"200704","10002","2007","3800"
"200705","10003","2007","5050"
"200706","10004","2007","5875"
"200707","10006","2007","6300"
"200708","10003","2007","7750"
"200709","10006","2007","8100"
"200710","10003","2007","9550"
"200801","10003","2008","1600"
"200802","10006","2008","1900"
"200803","10005","2008","2625"
"200804","10003","2008","4300"
"200805","10003","2008","5200"
"200806","10004","2008","6025"
"200807","10006","2008","6500"
"200808","10002","2008","7550"
"200809","10001","2008","8750"
"200810","10001","2008","9600"
"200901","10004","2009","1575"
"200902","10003","2009","2500"
"200903","10002","2009","3050"
"200904","10006","2009","3800"
"200905","10006","2009","4600"
"200906","10003","2009","6050"
"200907","10003","2009","6950"
"200908","10001","2009","7900"
"200909","10001","2009","8700"
"200910","10005","2009","9025"
"201001","11010","2010","900"
"201002","11010","2010","1800"
"201003","11010","2010","2700"
"201004","11017","2010","3600"
"201005","11015","2010","4500"
"201006","11019","2010","5400"
"201007","11019","2010","6300"
"201008","11004","2010","7200"
"201009","11004","2010","8100"
"201010","11011","2010","9000"
"201101","11010","2011","750"
"201102","11017","2011","1600"
"201103","11010","2011","2600"
"201104","11019","2011","3450"
"201105","11004","2011","4300"
"201106","11015","2011","5300"
"201107","11004","2011","6200"
"201108","11010","2011","7050"
"201109","11019","2011","7950"
"201110","11011","2011","8800"
"201201","11019","2012","700"
"201202","11010","2012","1700"
"201203","11004","2012","2550"
"201204","11019","2012","3500"
"201205","11004","2012","4400"
"201206","11015","2012","5200"
"201207","11017","2012","6150"
"201208","11010","2012","7100"
"201209","11011","2012","8000"
"201210","11010","2012","8850"
"201301","11019","2013","900"
"201302","10013","2013","1800"
"201303","11019","2013","2700"
"201304","11007","2013","3600"
"201305","10013","2013","4500"
"201306","11007","2013","5400"
"201307","11015","2013","6300"
"201308","10013","2013","7200"
"201309","11017","2013","8100"
"201310","10013","2013","9000"
"201401","10013","2014","1100"
"201402","11007","2014","1900"
"201403","11015","2014","2800"
"201404","11017","2014","3700"
"201405","11007","2014","4700"
"201406","11019","2014","5600"
"201407","10013","2014","6400"
"201408","10013","2014","7300"
"201409","10013","2014","8200"
"201410","11019","2014","9200"
"201501","10013","2015","1000"
"201502","11019","2015","1950"
"201503","10013","2015","2900"
"201504","11007","2015","3750"
"201505","11019","2015","4650"
"201506","11017","2015","5500"
"201507","11015","2015","6450"
"201508","11007","2015","7350"
"201509","10013","2015","8250"
"201510","10013","2015","9100"
"201601","10005","2016","725"
"201602","10006","2016","1800"
"201603","10002","2016","2900"
"201604","10007","2016","3600"
"201605","10007","2016","4500"
"201606","10007","2016","5400"
"201607","10004","2016","6775"
"201608","10004","2016","7675"
"201609","11014","2016","8100"
"201610","11014","2016","9000"
"201701","10007","2017","800"
"201702","10004","2017","2175"
"201703","11014","2017","2550"
"201704","10002","2017","3700"
"201705","11014","2017","4400"
"201706","10007","2017","5300"
"201707","10005","2017","6025"
"201708","10007","2017","7050"
"201709","10006","2017","7900"
"201710","10004","2017","9375"
"201801","10007","2018","750"
"201802","10007","2018","1650"
"201803","10004","2018","3075"
"201804","10005","2018","3275"
"201805","10007","2018","4300"
"201806","10002","2018","5450"
"201807","10004","2018","6625"
"201808","10006","2018","7000"
"201809","11014","2018","8000"
"201810","11014","2018","8800"
"201901","11003","2019","900"
"201902","11017","2019","1800"
"201903","11003","2019","2700"
"201904","11015","2019","3600"
"201905","11011","2019","4500"
"201906","11015","2019","5400"
"201907","11003","2019","6300"
"201908","11003","2019","7200"
"201909","11019","2019","8100"
"201910","11019","2019","9000"
"202001","11003","2020","1050"
"202002","11015","2020","2000"
"202003","11011","2020","2850"
"202004","11015","2020","3800"
"202005","11019","2020","4700"
"202006","11003","2020","5500"
"202007","11003","2020","6500"
"202008","11019","2020","7350"
"202009","11017","2020","8250"
"202010","11003","2020","9200"
"202101","11003","2021","1000"
"202102","11019","2021","1950"
"202103","11011","2021","2900"
"202104","11019","2021","3750"
"202105","11015","2021","4600"
"202106","11003","2021","5550"
"202107","11003","2021","6450"
"202108","11017","2021","7400"
"202109","11003","2021","8300"
"202110","11015","2021","9150"
"202201","11003","2022","900"
"202202","11015","2022","1800"
"202203","11017","2022","2700"
"202204","10010","2022","3675"
"202205","10015","2022","4650"
"202206","10010","2022","5475"
"202207","11015","2022","6300"
"202208","11015","2022","7200"
"202209","11015","2022","8100"
"202210","10015","2022","9150"
"202211","10010","2022","9975"
"202212","10015","2022","10950"
"202301","10010","2023","825"
"202302","10015","2023","1800"
"202303","11015","2023","2550"
"202304","11015","2023","3450"
"202305","10015","2023","4450"
"202306","11003","2023","5250"
"202307","10010","2023","6275"
"202308","11017","2023","7000"
"202309","10010","2023","8075"
"202310","10015","2023","9050"
"202311","11015","2023","9700"
"202312","11015","2023","10650"
"202401","10010","2024","775"
"202402","11015","2024","1600"
"202403","10015","2024","2650"
"202404","10015","2024","3550"
"202405","11017","2024","4400"
"202406","11015","2024","5300"
"202407","11015","2024","6150"
"202408","10015","2024","7250"
"202409","11003","2024","7950"
"202410","11015","2024","8850"
"202411","10010","2024","9825"
"202412","10010","2024","10675"
"202501","11001","2025","900"
"202502","11010","2025","1800"
"202503","11010","2025","2700"
"202504","11019","2025","3600"
"202505","11007","2025","4500"
"202506","11019","2025","5400"
"202507","11001","2025","6300"
"202508","11010","2025","7200"
"202509","11004","2025","8100"
"202510","11006","2025","9000"
"202511","11016","2025","9900"
"202512","11017","2025","10800"
"202601","11019","2026","1100"
"202602","11007","2026","2000"
"202603","11019","2026","2850"
"202604","11004","2026","3750"
"202605","11006","2026","4650"
"202606","11010","2026","5600"
"202607","11001","2026","6400"
"202608","11010","2026","7400"
"202609","11010","2026","8200"
"202610","11016","2026","9100"
"202611","11017","2026","10100"
"202612","11001","2026","10900"
"202701","11010","2027","1000"
"202702","11010","2027","1950"
"202703","11016","2027","2900"
"202704","11001","2027","3700"
"202705","11017","2027","4700"
"202706","11001","2027","5550"
"202707","11004","2027","6500"
"202708","11010","2027","7300"
"202709","11006","2027","8300"
"202710","11007","2027","9200"
"202711","11019","2027","10050"
"202712","11019","2027","10950"
"202801","10003","2028","1450"
"202802","10003","2028","2350"
"202803","10001","2028","3200"
"202804","11012","2028","4100"
"202805","11019","2028","4500"
"202806","11004","2028","5400"
"202807","11012","2028","6800"
"202808","11012","2028","7700"
"202809","11012","2028","8600"
"202810","11011","2028","9000"
"202811","11007","2028","9900"
"202812","11019","2028","10800"
"202901","10003","2029","1300"
"202902","11012","2029","2150"
"202903","11012","2029","3100"
"202904","11007","2029","3500"
"202905","10003","2029","4900"
"202906","11004","2029","5250"
"202907","11019","2029","6150"
"202908","11011","2029","7000"
"202909","10001","2029","8400"
"202910","11019","2029","8800"
"202911","11012","2029","10200"
"202912","11012","2029","11150"
"203001","10003","2030","1250"
"203002","11019","2030","1700"
"203003","11012","2030","3000"
"203004","11012","2030","3950"
"203005","11019","2030","4300"
"203006","11012","2030","5800"
"203007","11012","2030","6700"
"203008","11007","2030","7050"
"203009","10001","2030","8500"
"203010","10003","2030","9400"
"203011","11011","2030","9750"
"203012","11004","2030","10600"
"203101","10010","2031","975"
"203102","11003","2031","1800"
"203103","10010","2031","2775"
"203104","11006","2031","3600"
"203105","11016","2031","4500"
"203106","11017","2031","5400"
"203107","10010","2031","6375"
"203108","11011","2031","7200"
"203109","10010","2031","8175"
"203110","11007","2031","9000"
"203111","11007","2031","9900"
"203112","11019","2031","10800"
"203201","11016","2032","1050"
"203202","10010","2032","2025"
"203203","11011","2032","2900"
"203204","11019","2032","3800"
"203205","11007","2032","4600"
"203206","10010","2032","5625"
"203207","11007","2032","6400"
"203208","10010","2032","7475"
"203209","11003","2032","8300"
"203210","11006","2032","9200"
"203211","11017","2032","10000"
"203212","10010","2032","10975"
"203301","11007","2033","1000"
"203302","11019","2033","2000"
"203303","11017","2033","2850"
"203304","10010","2033","3825"
"203305","10010","2033","4725"
"203306","10010","2033","5675"
"203307","11011","2033","6500"
"203308","10010","2033","7375"
"203309","11003","2033","8250"
"203310","11007","2033","9100"
"203311","11016","2033","10050"
"203312","11006","2033","10950"
"203401","11007","2034","900"
"203402","11019","2034","1800"
"203403","11019","2034","2700"
"203404","11017","2034","3600"
"203405","11017","2034","4500"
"203406","11011","2034","5400"
"203407","11002","2034","6300"
"203408","11001","2034","7200"
"203409","11002","2034","8100"
"203410","11010","2034","9000"
"203411","11003","2034","9900"
"203412","11010","2034","10800"
"203501","11010","2035","700"
"203502","11007","2035","1600"
"203503","11019","2035","2600"
"203504","11017","2035","3450"
"203505","11017","2035","4300"
"203506","11003","2035","5300"
"203507","11002","2035","6150"
"203508","11002","2035","7000"
"203509","11019","2035","7900"
"203510","11001","2035","8900"
"203511","11010","2035","9750"
"203512","11011","2035","10700"
"203601","11010","2036","800"
"203602","11019","2036","1700"
"203603","11007","2036","2500"
"203604","11002","2036","3500"
"203605","11002","2036","4400"
"203606","11017","2036","5200"
"203607","11001","2036","6200"
"203608","11017","2036","7050"
"203609","11019","2036","8000"
"203610","11003","2036","8850"
"203611","11010","2036","9800"
"203612","11011","2036","10600"
"203701","10001","2037","1400"
"203702","10001","2037","2300"
"203703","10001","2037","3200"
"203704","11007","2037","3600"
"203705","10002","2037","4700"
"203706","11004","2037","5400"
"203707","10010","2037","6375"
"203708","10007","2037","7200"
"203709","10009","2037","8400"
"203710","10004","2037","9475"
"203711","10003","2037","10450"
"203712","10003","2037","11350"
"203801","10010","2038","1125"
"203802","10007","2038","1900"
"203803","10001","2038","3300"
"203804","10003","2038","4300"
"203805","10003","2038","5200"
"203806","10002","2038","5700"
"203807","10001","2038","6900"
"203808","10004","2038","7775"
"203809","10001","2038","8700"
"203810","11004","2038","9150"
"203811","10009","2038","10350"
"203812","11007","2038","10950"
"203901","11004","2039","1100"
"203902","10007","2039","1950"
"203903","10009","2039","3150"
"203904","10003","2039","4350"
"203905","10001","2039","5100"
"203906","10001","2039","6100"
"203907","10010","2039","6575"
"203908","10003","2039","7900"
"203909","10001","2039","8750"
"203910","10002","2039","9300"
"203911","10004","2039","10575"
"203912","11007","2039","11000"
"204001","11003","2040","900"
"204002","11002","2040","1800"
"204003","10009","2040","3000"
"204004","11016","2040","3600"
"204005","11016","2040","4500"
"204006","10006","2040","5400"
"204007","10006","2040","6300"
"204008","10005","2040","7025"
"204009","10009","2040","8400"
"204010","10009","2040","9300"
"204011","10003","2040","10450"
"204012","10003","2040","11350"
"204013","11004","2040","11700"
"204101","11002","2041","750"
"204102","10009","2041","1950"
"204103","10006","2041","2550"
"204104","11016","2041","3400"
"204105","10009","2041","4600"
"204106","11004","2041","5200"
"204107","10006","2041","6100"
"204108","10009","2041","7350"
"204109","10003","2041","8550"
"204110","11016","2041","8800"
"204111","10005","2041","9525"
"204112","10003","2041","11150"
"204113","11003","2041","11600"
"204201","11002","2042","800"
"204202","11004","2042","1700"
"204203","10006","2042","2600"
"204204","10009","2042","3750"
"204205","10003","2042","4950"
"204206","10005","2042","5075"
"204207","10009","2042","6450"
"204208","11016","2042","7100"
"204209","11003","2042","7950"
"204210","10009","2042","9200"
"204211","10006","2042","9750"
"204212","10003","2042","11200"
"204213","11016","2042","11500"
"204301","11007","2043","900"
"204302","10003","2043","2350"
"204303","10001","2043","3200"
"204304","11016","2043","3600"
"204305","10009","2043","4800"
"204306","11016","2043","5400"
"204307","11003","2043","6300"
"204308","10010","2043","7275"
"204309","11015","2043","8100"
"204310","10002","2043","9200"
"204311","10005","2043","9725"
"204312","11006","2043","10800"
"204313","10004","2043","12175"
"204401","11016","2044","1050"
"204402","10005","2044","1725"
"204403","10004","2044","3325"
"204404","10009","2044","4100"
"204405","11015","2044","4600"
"204406","10001","2044","6050"
"204407","11003","2044","6450"
"204408","11006","2044","7300"
"204409","10002","2044","8400"
"204410","11016","2044","9150"
"204411","10003","2044","10650"
"204412","10010","2044","11075"
"204413","11007","2044","11850"
"204501","11016","2045","1000"
"204502","10003","2045","2500"
"204503","10004","2045","3375"
"204504","11015","2045","3700"
"204505","10005","2045","4475"
"204506","11016","2045","5500"
"204507","11003","2045","6500"
"204508","10002","2045","7550"
"204509","11006","2045","8250"
"204510","10010","2045","9275"
"204511","10009","2045","10300"
"204512","11007","2045","10900"
"204513","10001","2045","12300"
"204601","10015","2046","1050"
"204602","10015","2046","1950"
"204603","11004","2046","2700"
"204604","10001","2046","4100"
"204605","10003","2046","5050"
"204606","10006","2046","5400"
"204607","10004","2046","6775"
"204608","11012","2046","7700"
"204609","10004","2046","8575"
"204610","11012","2046","9500"
"204611","11011","2046","9900"
"204612","11012","2046","11300"
"204613","10002","2046","11900"
"204701","11004","2047","800"
"204702","11012","2047","2150"
"204703","10004","2047","3025"
"204704","10004","2047","3975"
"204705","10001","2047","4800"
"204706","10006","2047","5300"
"204707","10015","2047","6250"
"204708","11012","2047","7550"
"204709","10015","2047","8100"
"204710","11011","2047","8900"
"204711","10003","2047","10300"
"204712","10002","2047","10850"
"204713","11012","2047","12100"
"204801","10015","2048","900"
"204802","11012","2048","2100"
"204803","10003","2048","3050"
"204804","11004","2048","3400"
"204805","11012","2048","4900"
"204806","10004","2048","5725"
"204807","10015","2048","6350"
"204808","10006","2048","7100"
"204809","10002","2048","8100"
"204810","10001","2048","9300"
"204811","11011","2048","9800"
"204812","10004","2048","11075"
"204813","11012","2048","12050"
"204901","11007","2049","900"
"204902","11014","2049","1800"
"204903","11015","2049","2700"
"204904","10009","2049","3900"
"204905","10009","2049","4800"
"204906","10009","2049","5700"
"204907","10001","2049","6800"
"204908","10003","2049","7750"
"204909","10001","2049","8600"
"204910","11019","2049","9000"
"204911","11007","2049","9900"
"204912","11019","2049","10800"
"204913","11007","2049","11700"
"205001","11007","2050","1050"
"205002","10003","2050","2450"
"205003","10001","2050","3400"
"205004","10009","2050","4050"
"205005","11014","2050","4650"
"205006","11019","2050","5550"
"205007","11019","2050","6500"
"205008","10009","2050","7700"
"205009","11015","2050","8200"
"205010","11007","2050","9200"
"205011","10001","2050","10600"
"205012","10009","2050","11200"
"205013","11007","2050","11850"
"205101","10009","2051","1300"
"205102","11019","2051","1950"
"205103","11007","2051","2800"
"205104","11019","2051","3700"
"205105","10001","2051","5200"
"205106","10003","2051","6050"
"205107","11015","2051","6400"
"205108","11007","2051","7350"
"205109","10009","2051","8550"
"205110","11007","2051","9100"
"205111","11014","2051","10000"
"205112","10001","2051","11450"
"205113","10009","2051","12100"
"205201","10003","2052","1450"
"205202","10003","2052","2350"
"205203","10004","2052","3175"
"205204","11012","2052","4100"
"205205","10001","2052","5000"
"205206","11012","2052","5900"
"205207","10006","2052","6300"
"205208","10006","2052","7200"
"205209","10006","2052","8100"
"205210","11014","2052","9000"
"205211","10002","2052","10100"
"205212","11014","2052","10800"
"205213","10013","2052","11700"
"205301","10003","2053","1300"
"205302","11014","2053","1700"
"205303","10006","2053","2550"
"205304","10006","2053","3400"
"205305","10004","2053","4875"
"205306","11014","2053","5250"
"205307","11012","2053","6650"
"205308","11012","2053","7600"
"205309","10006","2053","7900"
"205310","10001","2053","9350"
"205311","10002","2053","9950"
"205312","10003","2053","11250"
"205313","10013","2053","11500"
"205401","10003","2054","1350"
"205402","11012","2054","2150"
"205403","10004","2054","2975"
"205404","10006","2054","3450"
"205405","11014","2054","4300"
"205406","10006","2054","5200"
"205407","10003","2054","6750"
"205408","11012","2054","7550"
"205409","10013","2054","7950"
"205410","10006","2054","8900"
"205411","10001","2054","10300"
"205412","11014","2054","10600"
"205413","10002","2054","11750"
"205501","10004","2055","1375"
"205502","10002","2055","2000"
"205503","10004","2055","3175"
"205504","10006","2055","3600"
"205505","10005","2055","4325"
"205506","10007","2055","5400"
"205507","11014","2055","6300"
"205508","11004","2055","7200"
"205509","11015","2055","8100"
"205510","11002","2055","9000"
"205511","11010","2055","9900"
"205512","11002","2055","10800"
"205513","11003","2055","11700"
"205601","11002","2056","1050"
"205602","10007","2056","2000"
"205603","11004","2056","2850"
"205604","10006","2056","3700"
"205605","11003","2056","4650"
"205606","10004","2056","5975"
"205607","10005","2056","6275"
"205608","11010","2056","7400"
"205609","11002","2056","8250"
"205610","10004","2056","9575"
"205611","11014","2056","10000"
"205612","10002","2056","11200"
"205613","11015","2056","11850"
"205701","11004","2057","1000"
"205702","10004","2057","2375"
"205703","11014","2057","2900"
"205704","10005","2057","3625"
"205705","11010","2057","4700"
"205706","10004","2057","6025"
"205707","11003","2057","6500"
"205708","11002","2057","7350"
"205709","11002","2057","8300"
"205710","11015","2057","9150"
"205711","10007","2057","10050"
"205712","10002","2057","11100"
"205713","10006","2057","11900"
"205801","11003","2058","900"
"205802","10009","2058","2100"
"205803","11003","2058","2700"
"205804","11007","2058","3600"
"205805","11011","2058","4500"
"205806","11007","2058","5400"
"205807","11017","2058","6300"
"205808","11015","2058","7200"
