b65d8c7fbc99001941fbc0af2e7c32848f59556e9d80cb9844a61d9dad1bea77,f95e718e5cd60a9ef1dd45f80bf3227e83ee12ae1963bf95dbefbd4cdfb40390,508737d9ad7d96f7cc190170a5772e5142e629beb4a61cbbce307712f282298b,f192de01104ab9e8330b66e321e3d9bc79dd412e4bf11a9db3432519f7e6e0ee,448c993c30df99c921b427cb45a59b6c7379f31fd1f4fdc5d57b48f0e3698f6a,a7015add1c231e058d6c99dd06f8dc97caa1551807cf68bfa1f967c3d217fb63,303cb07b90f6c8fca9f0e4e04d62773d9bb4cbaa4bde5e7ae94fe090b9ad0332,84427f02bcbbca314557bebcd5c0d153579cacb8c4a8a410c97d4530333d51e8
"11052","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","52.ピニオン\n　　　　　浜堤・西岸","52.ピニオン浜堤・西岸","2015/12/17 15:00:00","102"
"11053","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","53.ピニオン\n　　　　　浜堤・東岸","53.ピニオン浜堤・東岸","2015/12/17 15:00:00","102"
"11054","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","54.トータティス砂岸\n　　　　　西部","54.トータティス砂岸・西部","2015/12/17 15:00:00","102"
"11055","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","55.トータティス砂岸\n　　　　　東部","55.トータティス砂岸・東部","2015/12/17 15:00:00","102"
"11056","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","56.オニュクス砂島\n　　　　　北部","56.オニュクス砂島・北部","2015/12/17 15:00:00","102"
"11057","bgm_M571","bgm_M571","2030/12/17 14:59:59","57.オニュクス砂島\n　　　　　南部","57.オニュクス砂島・南部","2015/12/17 15:00:00","102"
"11058","bgm_M599A","bgm_M599A","2030/12/17 14:59:59","58.クルース\n　　　　　密林・東部","58.クルース密林・東部","2015/12/17 15:00:00","102"
"11059","bgm_M599A","bgm_M599A","2030/12/17 14:59:59","59.クルース\n　　　　　密林・西部","59.クルース密林・西部","2015/12/17 15:00:00","102"
"11060","bgm_M599A","bgm_M599A","2030/12/17 14:59:59","60.カウダ\n　　　　　砂浜・北部","60.カウダ砂浜・北部","2015/12/17 15:00:00","102"
"11061","bgm_M599A","bgm_M599A","2030/12/17 14:59:59","61.カウダ\n　　　　　砂浜・南部","61.カウダ砂浜・南部","2015/12/17 15:00:00","102"
"11062","bgm_M599A","bgm_M599A","2030/12/17 14:59:59","62.プロピーナ岬","62.プロピーナ岬","2015/12/17 15:00:00","102"
"11063","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","63.アパレーユ\n　　　　　街道・西側","63.アパレーユ街道・西側","2015/12/17 15:00:00","103"
"11064","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","64.アパレーユ\n　　　　　街道・東側","64.アパレーユ街道・東側","2015/12/17 15:00:00","103"
"11065","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","65.キャッスル・オブ・パルフェ　城下町","2015/12/17 15:00:00","103"
"11066","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","66.ラモリール平原","66.ラモリール平原","2015/12/17 15:00:00","103"
"11067","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","67.渦炎密林","67.渦炎密林","2015/12/17 15:00:00","104"
"11068","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","68.思索樹海","68.思索樹海","2015/12/17 15:00:00","104"
"11069","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","69.鬼ノ膝元","69.鬼ノ膝元","2015/12/17 15:00:00","104"
"11070","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","70.炎縄河","70.炎縄河","2015/12/17 15:00:00","104"
"11071","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","71.崩豹峠","71.崩豹峠","2015/12/17 15:00:00","104"
"11072","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","72.怒錐ヶ岳","72.怒錐ヶ岳","2015/12/17 15:00:00","104"
"11073","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","73.久遠氷河・南端","73.久遠氷河・南端","2015/12/17 15:00:00","105"
"11074","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","74.幽魂湿原","74.幽魂湿原","2015/12/17 15:00:00","105"
"11075","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","75.巨鯨城・近隣","75.巨鯨城・近隣","2015/12/17 15:00:00","105"
"11076","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","76.忘却された町","76.忘却された町","2015/12/17 15:00:00","105"
"11077","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","77.黒曜に臨む丘","77.黒曜に臨む丘","2015/12/17 15:00:00","105"
"11078","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","78.屍蝋の眠り城","78.屍蝋の眠り城","2015/12/17 15:00:00","105"
"12001","bgm_M61","bgm_M61","2030/12/17 14:59:59","1.ジュノー平野","1.ジュノー平野","2015/12/17 15:00:00","101"
"12002","bgm_M61","bgm_M61_02","2030/12/17 14:59:59","2.パラス高原","2.パラス高原","2015/12/17 15:00:00","101"
"12003","bgm_M61","bgm_M61_03","2030/12/17 14:59:59","3.ヘーベ丘陵","3.ヘーベ丘陵","2015/12/17 15:00:00","101"
"12004","bgm_M61","bgm_M61_04","2030/12/17 14:59:59","4.ベスタ渓谷","4.ベスタ渓谷","2015/12/17 15:00:00","101"
"12005","bgm_M62","bgm_M62_01","2030/12/17 14:59:59","5.ケレス森林","5.ケレス森林","2015/12/17 15:00:00","101"
"12006","bgm_M62","bgm_M62_02","2030/12/17 14:59:59","6.フローラ湖畔","6.フローラ湖畔","2015/12/17 15:00:00","101"
"12007","bgm_M62","bgm_M62_03","2030/12/17 14:59:59","7.メティス大瀑布","7.メティス大瀑布","2015/12/17 15:00:00","101"
"12008","bgm_M42","bgm_M42_02","2030/12/17 14:59:59","8.イリス樹海","8.イリス樹海","2015/12/17 15:00:00","101"
"12009","bgm_M58","bgm_M58","2030/12/17 14:59:59","9.フリガ雪原","9.フリガ雪原","2015/12/17 15:00:00","101"
"12010","bgm_M101","bgm_M101","2030/12/17 14:59:59","10.ロレッタ海岸","10.ロレッタ海岸","2015/12/17 15:00:00","101"
"12011","bgm_M93","bgm_M93","2030/12/17 14:59:59","11.ゲヌア砂漠","11.ゲヌア砂漠","2015/12/17 15:00:00","101"
"12012","bgm_M94","bgm_M94","2030/12/17 14:59:59","12.ボノニア砂丘","12.ボノニア砂丘","2015/12/17 15:00:00","101"
"12013","bgm_M118","bgm_M118","2030/12/17 14:59:59","13.ドロテア湿地","13.ドロテア湿地","2015/12/17 15:00:00","101"
"12014","bgm_M95","bgm_M95","2030/12/17 14:59:59","14.ウジェニア熱地","14.ウジェニア熱地","2015/12/17 15:00:00","101"
"12015","bgm_M96","bgm_M96","2030/12/17 14:59:59","15.タリア火山","15.タリア火山","2015/12/17 15:00:00","101"
"12016","bgm_M140","bgm_M140","2030/12/17 14:59:59","16.テミス銀嶺","16.テミス銀嶺","2015/12/17 15:00:00","101"
"12017","bgm_M141","bgm_M141","2030/12/17 14:59:59","17.フィデス氷原","17.フィデス氷原","2015/12/17 15:00:00","101"
"12018","bgm_M179","bgm_M179","2030/12/17 14:59:59","18.ファエトン\n　　　　　原野・北部","18.ファエトン原野・北部","2015/12/17 15:00:00","102"
"12019","bgm_M179","bgm_M179","2030/12/17 14:59:59","19.ファエトン\n　　　　　原野・南部","19.ファエトン原野・南部","2015/12/17 15:00:00","102"
"12020","bgm_M180","bgm_M180","2030/12/17 14:59:59","20.カスタリア\n　　　　　樹林・西部","20.カスタリア樹林・西部","2015/12/17 15:00:00","102"
"12021","bgm_M180","bgm_M180","2030/12/17 14:59:59","21.カスタリア\n　　　　　樹林・東部","21.カスタリア樹林・東部","2015/12/17 15:00:00","102"
"12022","bgm_M232","bgm_M232","2030/12/17 14:59:59","22.マティルド\n　　　　　岩峯・南部","22.マティルド岩峯・南部","2015/12/17 15:00:00","102"
"12023","bgm_M232","bgm_M232","2030/12/17 14:59:59","23.マティルド\n　　　　　岩峯・北部","23.マティルド岩峯・北部","2015/12/17 15:00:00","102"
"12024","bgm_M233","bgm_M233","2030/12/17 14:59:59","24.レディウス\n　　　　　群峰・西麓","24.レディウス群峰・西麓","2015/12/17 15:00:00","102"
"12025","bgm_M233","bgm_M233","2030/12/17 14:59:59","25.レディウス\n　　　　　群峰・東麓","25.レディウス群峰・東麓","2015/12/17 15:00:00","102"
"12026","bgm_M260","bgm_M260","2030/12/17 14:59:59","26.ペテロ大森林・西部","26.ペテロ大森林・西部","2015/12/17 15:00:00","102"
"12027","bgm_M260","bgm_M260","2030/12/17 14:59:59","27.ペテロ大森林・東部","27.ペテロ大森林・東部","2015/12/17 15:00:00","102"
"12028","bgm_M278","bgm_M278_E28","2030/12/17 14:59:59","28.ディズタル\n　　　　　河食岸・北部","28.ディズタル河食岸・北部","2015/12/17 15:00:00","102"
"12029","bgm_M278","bgm_M278_E29","2030/12/17 14:59:59","29.ディズタル\n　　　　　河食岸・南部","29.ディズタル河食岸・南部","2015/12/17 15:00:00","102"
"12030","bgm_M293","bgm_M293","2030/12/17 14:59:59","30.フテラ断崖・北部","30.フテラ断崖・北部","2015/12/17 15:00:00","102"
"12031","bgm_M293","bgm_M293","2030/12/17 14:59:59","31.フテラ断崖・南部","31.フテラ断崖・南部","2015/12/17 15:00:00","102"
"12032","bgm_M339","bgm_M339","2030/12/17 14:59:59","32.ファスキア\n　　　　　　森林・南部","32.ファスキア森林・南部","2015/12/17 15:00:00","102"
"12033","bgm_M339","bgm_M339","2030/12/17 14:59:59","33.ファスキア\n　　　　　　森林・東部","33.ファスキア森林・東部","2015/12/17 15:00:00","102"
"12034","bgm_M374","bgm_M374","2030/12/17 14:59:59","34.デクスティア\n　　　　　岩崖・西壁","34.デクスティア岩崖・西壁","2015/12/17 15:00:00","102"
"12035","bgm_M374","bgm_M374","2030/12/17 14:59:59","35.デクスティア\n　　　　　岩崖・東壁","35.デクスティア岩崖・東壁","2015/12/17 15:00:00","102"
"12036","bgm_M392","bgm_M392","2030/12/17 14:59:59","36.ヴェーナ\n　　　　　湖畔道・南部","36.ヴェーナ湖畔道・南部","2015/12/17 15:00:00","102"
"12037","bgm_M392","bgm_M392","2030/12/17 14:59:59","37.ヴェーナ\n　　　　　湖畔道・北部","37.ヴェーナ湖畔道・北部","2015/12/17 15:00:00","102"
"12038","bgm_M411","bgm_M411","2030/12/17 14:59:59","38.ラトゥス\n　　　　　断崖・南部","38.ラトゥス断崖・南部","2015/12/17 15:00:00","102"
"12039","bgm_M411","bgm_M411","2030/12/17 14:59:59","39.ラトゥス\n　　　　　断崖・北部","39.ラトゥス断崖・北部","2015/12/17 15:00:00","102"
"12040","bgm_M411","bgm_M411_E40","2030/12/17 14:59:59","40.スカプ\n　　　　　山系・西麓","40.スカプ山系・西麓","2015/12/17 15:00:00","102"
"12041","bgm_M411","bgm_M411_E40","2030/12/17 14:59:59","41.スカプ\n　　　　　山系・東麓","41.スカプ山系・東麓","2015/12/17 15:00:00","102"
"12042","bgm_M411","bgm_M411_E40","2030/12/17 14:59:59","42.ペクトス\n　　　　　氷峰・西壁","42.ペクトス氷峰・西壁","2015/12/17 15:00:00","102"
"12043","bgm_M411","bgm_M411_E40","2030/12/17 14:59:59","43.ペクトス\n　　　　　氷峰・東壁","43.ペクトス氷峰・東壁","2015/12/17 15:00:00","102"
"12044","bgm_M411","bgm_M411_E40","2030/12/17 14:59:59","44.スクァーマ\n　　　　　氷脈・西壁","44.スクァーマ氷脈・西壁","2015/12/17 15:00:00","102"
"12045","bgm_M411","bgm_M411_E40","2030/12/17 14:59:59","45.スクァーマ\n　　　　　氷脈・東壁","45.スクァーマ氷脈・東壁","2015/12/17 15:00:00","102"
"12046","bgm_M483","bgm_M483_E46","2030/12/17 14:59:59","46.ラテリ\n　　　　　連山・崖上","46.ラテリ連山・崖上","2015/12/17 15:00:00","102"
"12047","bgm_M483","bgm_M483_E46","2030/12/17 14:59:59","47.ラテリ\n　　　　　連山・崖下","47.ラテリ連山・崖下","2015/12/17 15:00:00","102"
"12048","bgm_M483","bgm_M483_E46","2030/12/17 14:59:59","48.エスタ\n　　　　　荒野・南部","48.エスタ荒野・南部","2015/12/17 15:00:00","102"
"12049","bgm_M483","bgm_M483_E46","2030/12/17 14:59:59","49.エスタ\n　　　　　荒野・北部","49.エスタ荒野・北部","2015/12/17 15:00:00","102"
"12050","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","50.ネロ\n　　　　　岩礁・西部","50.ネロ岩礁・西部","2015/12/17 15:00:00","102"
"12051","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","51.ネロ\n　　　　　岩礁・東部","51.ネロ岩礁・東部","2015/12/17 15:00:00","102"
"12052","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","52.ピニオン\n　　　　　浜堤・西岸","52.ピニオン浜堤・西岸","2015/12/17 15:00:00","102"
"12053","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","53.ピニオン\n　　　　　浜堤・東岸","53.ピニオン浜堤・東岸","2015/12/17 15:00:00","102"
"12054","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","54.トータティス砂岸\n　　　　　西部","54.トータティス砂岸・西部","2015/12/17 15:00:00","102"
"12055","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","55.トータティス砂岸\n　　　　　東部","55.トータティス砂岸・東部","2015/12/17 15:00:00","102"
"12056","bgm_M483","bgm_M483_E50","2030/12/17 14:59:59","56.オニュクス砂島\n　　　　　北部","56.オニュクス砂島・北部","2015/12/17 15:00:00","102"
"12057","bgm_M571","bgm_M571","2030/12/17 14:59:59","57.オニュクス砂島\n　　　　　南部","57.オニュクス砂島・南部","2015/12/17 15:00:00","102"
"12058","bgm_M599A","bgm_M599A","2030/12/17 14:59:59","58.クルース\n　　　　　密林・東部","58.クルース密林・東部","2015/12/17 15:00:00","102"
"12063","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","63.アパレーユ\n　　　　　街道・西側","63.アパレーユ街道・西側","2015/12/17 15:00:00","103"
"12064","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","64.アパレーユ\n　　　　　街道・東側","64.アパレーユ街道・東側","2015/12/17 15:00:00","103"
"12065","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","65.キャッスル・オブ・パルフェ　城下町","2015/12/17 15:00:00","103"
"12066","bgm_MC001","bgm_MC001","2030/12/17 14:59:59","66.ラモリール平原","66.ラモリール平原","2015/12/17 15:00:00","103"
"12067","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","67.渦炎密林","67.渦炎密林","2015/12/17 15:00:00","104"
"12068","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","68.思索樹海","68.思索樹海","2015/12/17 15:00:00","104"
"12069","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","69.鬼ノ膝元","69.鬼ノ膝元","2015/12/17 15:00:00","104"
"12070","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","70.炎縄河","70.炎縄河","2015/12/17 15:00:00","104"
"12071","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","71.崩豹峠","71.崩豹峠","2015/12/17 15:00:00","104"
"12072","bgm_MC079","bgm_MC079","2030/12/17 14:59:59","72.怒錐ヶ岳","72.怒錐ヶ岳","2015/12/17 15:00:00","104"
"12073","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","73.久遠氷河・南端","73.久遠氷河・南端","2015/12/17 15:00:00","105"
"12074","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","74.幽魂湿原","74.幽魂湿原","2015/12/17 15:00:00","105"
"12075","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","75.巨鯨城・近隣","75.巨鯨城・近隣","2015/12/17 15:00:00","105"
"12076","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","76.忘却された町","76.忘却された町","2015/12/17 15:00:00","105"
"12077","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","77.黒曜に臨む丘","77.黒曜に臨む丘","2015/12/17 15:00:00","105"
"12078","bgm_MC201","bgm_MC201","2030/12/17 14:59:59","78.屍蝋の眠り城","78.屍蝋の眠り城","2015/12/17 15:00:00","105"
"13018","bgm_M179","bgm_M179","2030/12/17 14:59:00","18.ファエトン\n　　　　　原野・北部","18.ファエトン原野・北部","2015/12/17 15:00:00","102"
"13019","bgm_M179","bgm_M179","2030/12/17 14:59:59","19.ファエトン\n　　　　　原野・南部","19.ファエトン原野・南部","2015/12/17 15:00:00","102"
"13020","bgm_M180","bgm_M180","2030/12/17 14:59:59","20.カスタリア\n　　　　　樹林・西部","20.カスタリア樹林・西部","2015/12/17 15:00:00","102"
"13021","bgm_M180","bgm_M180","2030/12/17 14:59:59","21.カスタリア\n　　　　　樹林・東部","21.カスタリア樹林・東部","2015/12/17 15:00:00","102"
"13022","bgm_M232","bgm_M232","2030/12/17 14:59:59","22.マティルド\n　　　　　岩峯・南部","22.マティルド岩峯・南部","2015/12/17 15:00:00","102"
"13023","bgm_M232","bgm_M232","2030/12/17 14:59:59","23.マティルド\n　　　　　岩峯・北部","23.マティルド岩峯・北部","2015/12/17 15:00:00","102"
"13024","bgm_M233","bgm_M233","2030/12/17 14:59:59","24.レディウス\n　　　　　群峰・西麓","24.レディウス群峰・西麓","2015/12/17 15:00:00","102"
"13025","bgm_M233","bgm_M233","2030/12/17 14:59:59","25.レディウス\n　　　　　群峰・東麓","25.レディウス群峰・東麓","2015/12/17 15:00:00","102"
"13026","bgm_M260","bgm_M260","2030/12/17 14:59:59","26.ペテロ大森林・西部","26.ペテロ大森林・西部","2015/12/17 15:00:00","102"
"13027","bgm_M260","bgm_M260","2030/12/17 14:59:59","27.ペテロ大森林・東部","27.ペテロ大森林・東部","2015/12/17 15:00:00","102"
"13028","bgm_M278","bgm_M278_E28","2030/12/17 14:59:59","28.ディズタル\n　　　　　河食岸・北部","28.ディズタル河食岸・北部","2015/12/17 15:00:00","102"
"13029","bgm_M278","bgm_M278_E29","2030/12/17 14:59:59","29.ディズタル\n　　　　　河食岸・南部","29.ディズタル河食岸・南部","2015/12/17 15:00:00","102"
"13030","bgm_M293","bgm_M293","2030/12/17 14:59:59","30.フテラ断崖・北部","30.フテラ断崖・北部","2015/12/17 15:00:00","102"
"13031","bgm_M293","bgm_M293","2030/12/17 14:59:59","31.フテラ断崖・南部","31.フテラ断崖・南部","2015/12/17 15:00:00","102"
"13032","bgm_M339","bgm_M339","2030/12/17 14:59:59","32.ファスキア\n　　　　　　森林・南部","32.ファスキア森林・南部","2015/12/17 15:00:00","102"
"13033","bgm_M339","bgm_M339","2030/12/17 14:59:59","33.ファスキア\n　　　　　　森林・東部","33.ファスキア森林・東部","2015/12/17 15:00:00","102"
"13034","bgm_M374","bgm_M374","2030/12/17 14:59:59","34.デクスティア\n　　　　　岩崖・西壁","34.デクスティア岩崖・西壁","2015/12/17 15:00:00","102"
