f92cae71ac231bb98e17b547d074bc42675a9d090d439d8e40a82f50781895dc,a382bd53b4393cb44353d9ac95baff4408b7db5a22e048dfb734061885b09032,f6da76faf41a97c97cf5208a57122108ede45ac8b3a4782911dee10735ed4237,152b6d7407c3a03b7ad1f444e180cb43c7c9fc202377808350c7c0745742d893,1ddc9885c1ad9f545a9383c2d2cd3ada9077bd36d4699d4bc0f09a24c81472de,1752ca013273bb63356ade978d5f5315cd0b8ccb0582a5862ae022745fefc281,f16ce828dd1c37de70b9d7f0069baa46942c2f9287281ddd1e88c3499b6ab01a,54116bf625ac8d356caf0dac6fbeb5b07b0d99385f7bf5fa970301cb0316c44b
"100515","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100515","14280000000000","物理攻撃ダウン90秒","1"
"100516","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100516","13160000000000","物理攻撃ダウン90秒","1"
"100517","1005","36000","バトル開始から90秒間、敵の物理防御力がダウン","100517","12320000000000","物理防御ダウン90秒","1"
"100518","1005","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100518","11480000000000","魔法防御ダウン90秒","1"
"100519","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100519","10360000000000","物理攻撃ダウン90秒","1"
"100520","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100520","9520000000000","物理攻撃ダウン90秒","1"
"100521","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100521","8680000000000","物理攻撃ダウン90秒","1"
"100522","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100522","7560000000000","物理攻撃ダウン90秒","1"
"100523","1005","36000","バトル開始から90秒間、敵の物理防御力がダウン","100523","6720000000000","物理防御ダウン90秒","1"
"100524","1005","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100524","5880000000000","魔法防御ダウン90秒","1"
"100525","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100525","5040000000000","物理攻撃ダウン90秒","1"
"100526","1005","36000","バトル開始時、味方のＴＰが150アップ","100526","3920000000000","ＴＰ150アップ","1"
"100527","1005","36000","バトル開始から10秒間、味方が無敵状態になる","100527","3080000000000","無敵10秒","1"
"100528","1005","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100528","2240000000000","物理攻撃ダウン90秒","1"
"100529","1005","36000","バトル開始から90秒間、敵の物理防御力がダウン","100529","1120000000000","物理防御ダウン90秒","1"
"100530","1005","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100530","280000000000","魔法防御ダウン90秒","1"
"100601","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","100601","43650000000000","魔法攻撃アップ90秒","1"
"100602","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100602","41850000000000","物理攻撃アップ90秒","1"
"100603","1006","36000","バトル開始から90秒間、敵の物理防御力がダウン","100603","40500000000000","物理防御ダウン90秒","1"
"100604","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100604","39150000000000","魔法防御ダウン90秒","1"
"100605","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","100605","37800000000000","魔法攻撃アップ90秒","1"
"100606","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100606","36000000000000","物理攻撃アップ90秒","1"
"100607","1006","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","100607","34650000000000","毎秒ＨＰ回復90秒","1"
"100608","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100608","33300000000000","物理攻撃アップ90秒","1"
"100609","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100609","31500000000000","物理攻撃アップ90秒","1"
"100610","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100610","30150000000000","魔法防御ダウン90秒","1"
"100611","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","100611","28800000000000","魔法攻撃アップ90秒","1"
"100612","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100612","27000000000000","物理攻撃アップ90秒","1"
"100613","1006","36000","バトル開始から90秒間、敵の物理防御力がダウン","100613","25650000000000","物理防御ダウン90秒","1"
"100614","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100614","24300000000000","魔法防御ダウン90秒","1"
"100615","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","100615","22950000000000","魔法攻撃アップ90秒","1"
"100616","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100616","21150000000000","物理攻撃アップ90秒","1"
"100617","1006","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","100617","19800000000000","毎秒ＨＰ回復90秒","1"
"100618","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100618","18450000000000","物理攻撃アップ90秒","1"
"100619","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100619","16650000000000","物理攻撃アップ90秒","1"
"100620","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100620","15300000000000","魔法防御ダウン90秒","1"
"100621","1006","36000","バトル開始から90秒間、敵の物理防御力がダウン","100621","13950000000000","物理防御ダウン90秒","1"
"100622","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","100622","12150000000000","魔法攻撃アップ90秒","1"
"100623","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100623","10800000000000","物理攻撃アップ90秒","1"
"100624","1006","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","100624","9450000000000","毎秒ＨＰ回復90秒","1"
"100625","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100625","8100000000000","魔法防御ダウン90秒","1"
"100626","1006","36000","バトル開始時、味方のＴＰが150アップ","100626","6300000000000","ＴＰ150アップ","1"
"100627","1006","36000","バトル開始から10秒間、味方が無敵状態になる","100627","4950000000000","無敵10秒","1"
"100628","1006","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","100628","3600000000000","魔法攻撃アップ90秒","1"
"100629","1006","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100629","1800000000000","物理攻撃アップ90秒","1"
"100630","1006","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100630","450000000000","魔法防御ダウン90秒","1"
"100701","1007","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","100701","27160000000000","毎秒ＴＰアップ90秒","1"
"100702","1007","36000","バトル開始時、味方のＴＰが50アップ","100702","26040000000000","ＴＰ50アップ","1"
"100703","1007","36000","バトル開始から10秒間、敵が火傷状態になる","100703","25200000000000","火傷ダメージ10秒","1"
"100704","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","100704","24360000000000","物理防御ダウン90秒","1"
"100705","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","100705","23520000000000","物理防御ダウン90秒","1"
"100706","1007","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100706","22400000000000","物理攻撃アップ90秒","1"
"100707","1007","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","100707","21560000000000","魔法攻撃アップ90秒","1"
"100708","1007","36000","バトル開始から10秒間、敵が火傷状態になる","100708","20720000000000","火傷ダメージ10秒","1"
"100709","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","100709","19600000000000","物理防御ダウン90秒","1"
"100710","1007","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100710","18760000000000","物理攻撃アップ90秒","1"
"100711","1007","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","100711","17920000000000","毎秒ＴＰアップ90秒","1"
"100712","1007","36000","バトル開始から10秒間、敵が火傷状態になる","100712","16800000000000","火傷ダメージ10秒","1"
"100713","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","100713","15960000000000","物理防御ダウン90秒","1"
"100714","1007","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100714","15120000000000","魔法防御ダウン90秒","1"
"100715","1007","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","100715","14280000000000","魔法攻撃アップ90秒","1"
"100716","1007","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100716","13160000000000","物理攻撃アップ90秒","1"
"100717","1007","36000","バトル開始時、味方のＴＰが100アップ","100717","12320000000000","ＴＰ100アップ","1"
"100718","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","100718","11480000000000","物理防御ダウン90秒","1"
"100719","1007","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100719","10360000000000","魔法防御ダウン90秒","1"
"100720","1007","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","100720","9520000000000","物理攻撃アップ90秒","1"
"100721","1007","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","100721","8680000000000","毎秒ＴＰアップ90秒","1"
"100722","1007","36000","バトル開始時、味方のＴＰが150アップ","100722","7560000000000","ＴＰ150アップ","1"
"100723","1007","36000","バトル開始から10秒間、敵が火傷状態になる","100723","6720000000000","火傷ダメージ10秒","1"
"100724","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","100724","5880000000000","物理防御ダウン90秒","1"
"100725","1007","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100725","5040000000000","魔法防御ダウン90秒","1"
"100726","1007","36000","バトル開始時、味方のＴＰが150アップ","100726","3920000000000","ＴＰ150アップ","1"
"100727","1007","36000","バトル開始から10秒間、味方が無敵状態になる","100727","3080000000000","無敵10秒","1"
"100728","1007","36000","バトル開始から10秒間、敵が火傷状態になる","100728","2240000000000","火傷ダメージ10秒","1"
"100729","1007","36000","バトル開始から90秒間、敵の物理防御力がダウン","100729","1120000000000","物理防御ダウン90秒","1"
"100730","1007","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100730","280000000000","魔法防御ダウン90秒","1"
"100801","1008","36000","バトル開始から10秒間、敵が毒状態になる","100801","43650000000000","毒ダメージ10秒","1"
"100802","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100802","41850000000000","物理攻撃ダウン90秒","1"
"100803","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100803","40500000000000","物理攻撃ダウン90秒","1"
"100804","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","100804","39150000000000","物理防御ダウン90秒","1"
"100805","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","100805","37800000000000","物理防御ダウン90秒","1"
"100806","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100806","36000000000000","物理攻撃ダウン90秒","1"
"100807","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100807","34650000000000","物理攻撃ダウン90秒","1"
"100808","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","100808","33300000000000","物理防御ダウン90秒","1"
"100809","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","100809","31500000000000","物理防御ダウン90秒","1"
"100810","1008","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","100810","30150000000000","魔法攻撃ダウン90秒","1"
"100811","1008","36000","バトル開始から10秒間、敵が毒状態になる","100811","28800000000000","毒ダメージ10秒","1"
"100812","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100812","27000000000000","物理攻撃ダウン90秒","1"
"100813","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100813","25650000000000","物理攻撃ダウン90秒","1"
"100814","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","100814","24300000000000","物理防御ダウン90秒","1"
"100815","1008","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100815","22950000000000","魔法防御ダウン90秒","1"
"100816","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100816","21150000000000","物理攻撃ダウン90秒","1"
"100817","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100817","19800000000000","物理攻撃ダウン90秒","1"
"100818","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","100818","18450000000000","物理防御ダウン90秒","1"
"100819","1008","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100819","16650000000000","魔法防御ダウン90秒","1"
"100820","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100820","15300000000000","物理攻撃ダウン90秒","1"
"100821","1008","36000","バトル開始から10秒間、敵が毒状態になる","100821","13950000000000","毒ダメージ10秒","1"
"100822","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100822","12150000000000","物理攻撃ダウン90秒","1"
"100823","1008","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","100823","10800000000000","物理攻撃ダウン90秒","1"
"100824","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","100824","9450000000000","物理防御ダウン90秒","1"
"100825","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","100825","8100000000000","物理防御ダウン90秒","1"
"100826","1008","36000","バトル開始時、味方のＴＰが150アップ","100826","6300000000000","ＴＰ150アップ","1"
"100827","1008","36000","バトル開始から10秒間、味方が無敵状態になる","100827","4950000000000","無敵10秒","1"
"100828","1008","36000","バトル開始から90秒間、敵の物理防御力がダウン","100828","3600000000000","物理防御ダウン90秒","1"
"100829","1008","36000","バトル開始から90秒間、敵の魔法防御力がダウン","100829","1800000000000","魔法防御ダウン90秒","1"
"100830","1008","36000","バトル開始から10秒間、敵が毒状態になる","100830","450000000000","毒ダメージ10秒","1"
