fa85ecb8dc5fb141122b14c2e0c9ede1bfb94edff7101c844ab0e230b085e083,33223bae3335c14905323a89ee6afec422ceeb6c22ab348c3ba27309cd4a355f,80805745f0c377fae96c1a702d3c632e3252b9f46a2403f632a4c0d757641b4d,9f987d38f286047b974f0e9cf7f1695a2ab26d25e9810569deabe1f14cabcf1e,ac4e2da62aec463f7657ac185f045f6a5464531221641404bfa1b12dbe1c9692
"2","72010013","22002","1","20010026"
"8","72010014","91002","30","20010027"
"2","72010014","22002","1","20010028"
"8","72010015","91002","200","20010029"
"2","72010015","22002","1","20010030"
"8","72010016","91002","60","20010031"
"2","72010016","22002","2","20010032"
"8","72010017","91002","60","20010033"
"2","72010017","22002","2","20010034"
"8","72010018","91002","60","20010035"
"2","72010018","22002","2","20010036"
"8","72010019","91002","60","20010037"
"2","72010019","22002","2","20010038"
"8","72010020","91002","300","20010039"
"2","72010020","22002","2","20010040"
"1","72010021","108901","1","20010041"
"2","72010022","31089","10","20010042"
"2","72010022","31002","10","20010043"
"2","72010023","31089","10","20010044"
"2","72010023","31002","10","20010045"
"8","72011001","91002","30","20011001"
"2","72011001","22002","1","20011002"
"8","72011002","91002","30","20011003"
"2","72011002","22002","1","20011004"
"8","72011003","91002","30","20011005"
"2","72011003","22002","1","20011006"
"8","72011004","91002","30","20011007"
"2","72011004","22002","1","20011008"
"8","72011005","91002","30","20011009"
"2","72011005","22002","1","20011010"
"8","72011006","91002","30","20011011"
"2","72011006","22002","1","20011012"
"8","72011007","91002","30","20011013"
"2","72011007","22002","1","20011014"
"8","72011008","91002","30","20011015"
"2","72011008","22002","1","20011016"
"8","72011009","91002","30","20011017"
"2","72011009","22002","1","20011018"
"8","72011010","91002","30","20011019"
"2","72011010","22002","1","20011020"
"8","72011011","91002","30","20011021"
"2","72011011","22002","1","20011022"
"8","72011012","91002","30","20011023"
"2","72011012","22002","1","20011024"
"8","72011013","91002","30","20011025"
"2","72011013","22002","1","20011026"
"8","72011014","91002","30","20011027"
"2","72011014","22002","1","20011028"
"8","72011015","91002","200","20011029"
"2","72011015","22002","1","20011030"
"8","72011016","91002","60","20011031"
"2","72011016","22002","2","20011032"
"8","72011017","91002","60","20011033"
"2","72011017","22002","2","20011034"
"8","72011018","91002","60","20011035"
"2","72011018","22002","2","20011036"
"8","72011019","91002","60","20011037"
"2","72011019","22002","2","20011038"
"8","72011020","91002","300","20011039"
"2","72011020","22002","2","20011040"
"1","72011021","109001","1","20011041"
"2","72011022","31090","10","20011042"
"2","72011022","31011","10","20011043"
"2","72011023","31090","10","20011044"
"2","72011023","31011","10","20011045"
"8","72012001","91002","30","20012001"
"2","72012001","22002","1","20012002"
"8","72012002","91002","30","20012003"
"2","72012002","22002","1","20012004"
"8","72012003","91002","30","20012005"
"2","72012003","22002","1","20012006"
"8","72012004","91002","30","20012007"
"2","72012004","22002","1","20012008"
"8","72012005","91002","30","20012009"
"2","72012005","22002","1","20012010"
"8","72012006","91002","30","20012011"
"2","72012006","22002","1","20012012"
"8","72012007","91002","30","20012013"
"2","72012007","22002","1","20012014"
"8","72012008","91002","30","20012015"
"2","72012008","22002","1","20012016"
"8","72012009","91002","30","20012017"
"2","72012009","22002","1","20012018"
"8","72012010","91002","30","20012019"
"2","72012010","22002","1","20012020"
"8","72012011","91002","30","20012021"
"2","72012011","22002","1","20012022"
"8","72012012","91002","30","20012023"
"2","72012012","22002","1","20012024"
"8","72012013","91002","30","20012025"
"2","72012013","22002","1","20012026"
"8","72012014","91002","30","20012027"
"2","72012014","22002","1","20012028"
"8","72012015","91002","200","20012029"
"2","72012015","22002","1","20012030"
"8","72012016","91002","60","20012031"
"2","72012016","22002","2","20012032"
"8","72012017","91002","60","20012033"
"2","72012017","22002","2","20012034"
"8","72012018","91002","60","20012035"
"2","72012018","22002","2","20012036"
"8","72012019","91002","60","20012037"
"2","72012019","22002","2","20012038"
"8","72012020","91002","300","20012039"
"2","72012020","22002","2","20012040"
"2","72012021","31043","5","20012041"
"2","72012021","31008","5","20012042"
"2","72012022","31043","5","20012043"
"2","72012022","31008","5","20012044"
"2","72012023","31043","10","20012045"
"2","72012023","31008","10","20012046"
"8","72013001","91002","30","20013001"
"2","72013001","22002","1","20013002"
"8","72013002","91002","30","20013003"
"2","72013002","22002","1","20013004"
"8","72013003","91002","30","20013005"
"2","72013003","22002","1","20013006"
"8","72013004","91002","30","20013007"
"2","72013004","22002","1","20013008"
"8","72013005","91002","30","20013009"
"2","72013005","22002","1","20013010"
"8","72013006","91002","30","20013011"
"2","72013006","22002","1","20013012"
"8","72013007","91002","30","20013013"
"2","72013007","22002","1","20013014"
"8","72013008","91002","30","20013015"
"2","72013008","22002","1","20013016"
"8","72013009","91002","30","20013017"
"2","72013009","22002","1","20013018"
"8","72013010","91002","30","20013019"
"2","72013010","22002","1","20013020"
"8","72013011","91002","30","20013021"
"2","72013011","22002","1","20013022"
"8","72013012","91002","30","20013023"
"2","72013012","22002","1","20013024"
"8","72013013","91002","30","20013025"
"2","72013013","22002","1","20013026"
"8","72013014","91002","30","20013027"
"2","72013014","22002","1","20013028"
"8","72013015","91002","200","20013029"
"2","72013015","22002","1","20013030"
"8","72013016","91002","60","20013031"
"2","72013016","22002","2","20013032"
"8","72013017","91002","60","20013033"
"2","72013017","22002","2","20013034"
"8","72013018","91002","60","20013035"
"2","72013018","22002","2","20013036"
"8","72013019","91002","60","20013037"
"2","72013019","22002","2","20013038"
"8","72013020","91002","300","20013039"
"2","72013020","22002","2","20013040"
"1","72013021","109301","1","20013041"
"2","72013022","31093","10","20013042"
"2","72013022","31018","10","20013043"
"2","72013023","31093","10","20013044"
"2","72013023","31018","10","20013045"
"8","72014001","91002","30","20014001"
"2","72014001","22002","1","20014002"
"8","72014002","91002","30","20014003"
"2","72014002","22002","1","20014004"
"8","72014003","91002","30","20014005"
"2","72014003","22002","1","20014006"
"8","72014004","91002","30","20014007"
"2","72014004","22002","1","20014008"
"8","72014005","91002","30","20014009"
"2","72014005","22002","1","20014010"
"8","72014006","91002","30","20014011"
"2","72014006","22002","1","20014012"
"8","72014007","91002","30","20014013"
"2","72014007","22002","1","20014014"
"8","72014008","91002","30","20014015"
"2","72014008","22002","1","20014016"
"8","72014009","91002","30","20014017"
"2","72014009","22002","1","20014018"
"8","72014010","91002","30","20014019"
"2","72014010","22002","1","20014020"
"8","72014011","91002","30","20014021"
"2","72014011","22002","1","20014022"
"8","72014012","91002","30","20014023"
"2","72014012","22002","1","20014024"
"8","72014013","91002","30","20014025"
"2","72014013","22002","1","20014026"
"8","72014014","91002","30","20014027"
"2","72014014","22002","1","20014028"
"8","72014015","91002","200","20014029"
"2","72014015","22002","1","20014030"
"8","72014016","91002","60","20014031"
"2","72014016","22002","2","20014032"
"8","72014017","91002","60","20014033"
"2","72014017","22002","2","20014034"
"8","72014018","91002","60","20014035"
"2","72014018","22002","2","20014036"
"8","72014019","91002","60","20014037"
"2","72014019","22002","2","20014038"
"8","72014020","91002","300","20014039"
"2","72014020","22002","2","20014040"
"2","72014021","31053","5","20014041"
"2","72014021","31045","5","20014042"
"2","72014022","31053","5","20014043"
"2","72014022","31045","5","20014044"
"2","72014023","31053","10","20014045"
"2","72014023","31045","10","20014046"
"8","72015001","91002","30","20015001"
"2","72015001","22002","1","20015002"
"8","72015002","91002","30","20015003"
"2","72015002","22002","1","20015004"
"8","72015003","91002","30","20015005"
"2","72015003","22002","1","20015006"
"8","72015004","91002","30","20015007"
"2","72015004","22002","1","20015008"
"8","72015005","91002","30","20015009"
"2","72015005","22002","1","20015010"
"8","72015006","91002","30","20015011"
"2","72015006","22002","1","20015012"
"8","72015007","91002","30","20015013"
"2","72015007","22002","1","20015014"
"8","72015008","91002","30","20015015"
"2","72015008","22002","1","20015016"
"8","72015009","91002","30","20015017"
"2","72015009","22002","1","20015018"
"8","72015010","91002","30","20015019"
"2","72015010","22002","1","20015020"
"8","72015011","91002","30","20015021"
"2","72015011","22002","1","20015022"
"8","72015012","91002","30","20015023"
"2","72015012","22002","1","20015024"
"8","72015013","91002","30","20015025"
"2","72015013","22002","1","20015026"
"8","72015014","91002","30","20015027"
"2","72015014","22002","1","20015028"
"8","72015015","91002","200","20015029"
"2","72015015","22002","1","20015030"
"8","72015016","91002","60","20015031"
"2","72015016","22002","2","20015032"
"8","72015017","91002","60","20015033"
"2","72015017","22002","2","20015034"
"8","72015018","91002","60","20015035"
"2","72015018","22002","2","20015036"
"8","72015019","91002","60","20015037"
"2","72015019","22002","2","20015038"
"8","72015020","91002","300","20015039"
"2","72015020","22002","2","20015040"
"1","72015021","110101","1","20015041"
"2","72015022","31101","10","20015042"
"2","72015022","31050","10","20015043"
"2","72015023","31101","10","20015044"
"2","72015023","31050","10","20015045"
"8","72016001","91002","30","20016001"
"2","72016001","22002","1","20016002"
"8","72016002","91002","30","20016003"
"2","72016002","22002","1","20016004"
"8","72016003","91002","30","20016005"
"2","72016003","22002","1","20016006"
"8","72016004","91002","30","20016007"
"2","72016004","22002","1","20016008"
"8","72016005","91002","30","20016009"
"2","72016005","22002","1","20016010"
"8","72016006","91002","30","20016011"
"2","72016006","22002","1","20016012"
"8","72016007","91002","30","20016013"
"2","72016007","22002","1","20016014"
"8","72016008","91002","30","20016015"
"2","72016008","22002","1","20016016"
"8","72016009","91002","30","20016017"
"2","72016009","22002","1","20016018"
"8","72016010","91002","30","20016019"
"2","72016010","22002","1","20016020"
"8","72016011","91002","30","20016021"
"2","72016011","22002","1","20016022"
"8","72016012","91002","30","20016023"
"2","72016012","22002","1","20016024"
"8","72016013","91002","30","20016025"
"2","72016013","22002","1","20016026"
"8","72016014","91002","30","20016027"
"2","72016014","22002","1","20016028"
"8","72016015","91002","200","20016029"
"2","72016015","22002","1","20016030"
"8","72016016","91002","60","20016031"
"2","72016016","22002","2","20016032"
"8","72016017","91002","60","20016033"
"2","72016017","22002","2","20016034"
"8","72016018","91002","60","20016035"
"2","72016018","22002","2","20016036"
"8","72016019","91002","60","20016037"
"2","72016019","22002","2","20016038"
"8","72016020","91002","300","20016039"
"2","72016020","22002","2","20016040"
"1","72016021","110501","1","20016041"
"2","72016022","31105","10","20016042"
"2","72016022","31014","10","20016043"
"2","72016023","31105","10","20016044"
"2","72016023","31014","10","20016045"
"7","72016024","1704","1","20016046"
"7","72016025","1705","1","20016047"
"7","72016026","1706","1","20016048"
"7","72016027","1707","1","20016049"
"8","72017001","91002","30","20017001"
"2","72017001","22002","1","20017002"
"8","72017002","91002","30","20017003"
"2","72017002","22002","1","20017004"
"8","72017003","91002","30","20017005"
"2","72017003","22002","1","20017006"
"8","72017004","91002","30","20017007"
"2","72017004","22002","1","20017008"
"8","72017005","91002","30","20017009"
"2","72017005","22002","1","20017010"
"8","72017006","91002","30","20017011"
"2","72017006","22002","1","20017012"
"8","72017007","91002","30","20017013"
"2","72017007","22002","1","20017014"
"8","72017008","91002","30","20017015"
"2","72017008","22002","1","20017016"
"8","72017009","91002","30","20017017"
"2","72017009","22002","1","20017018"
"8","72017010","91002","30","20017019"
"2","72017010","22002","1","20017020"
"8","72017011","91002","30","20017021"
"2","72017011","22002","1","20017022"
"8","72017012","91002","30","20017023"
"2","72017012","22002","1","20017024"
"8","72017013","91002","30","20017025"
"2","72017013","22002","1","20017026"
"8","72017014","91002","30","20017027"
"2","72017014","22002","1","20017028"
"8","72017015","91002","200","20017029"
"2","72017015","22002","1","20017030"
"8","72017016","91002","60","20017031"
"2","72017016","22002","2","20017032"
"8","72017017","91002","60","20017033"
"2","72017017","22002","2","20017034"
"8","72017018","91002","60","20017035"
"2","72017018","22002","2","20017036"
"8","72017019","91002","60","20017037"
"2","72017019","22002","2","20017038"
"8","72017020","91002","300","20017039"
"2","72017020","22002","2","20017040"
"2","72017021","31056","5","20017041"
"2","72017021","31040","5","20017042"
"2","72017022","31056","5","20017043"
"2","72017022","31040","5","20017044"
"2","72017023","31056","10","20017045"
"2","72017023","31040","10","20017046"
"8","72018001","91002","30","20018001"
"2","72018001","22002","1","20018002"
"8","72018002","91002","30","20018003"
"2","72018002","22002","1","20018004"
"8","72018003","91002","30","20018005"
"2","72018003","22002","1","20018006"
"8","72018004","91002","30","20018007"
"2","72018004","22002","1","20018008"
"8","72018005","91002","30","20018009"
"2","72018005","22002","1","20018010"
"8","72018006","91002","30","20018011"
"2","72018006","22002","1","20018012"
"8","72018007","91002","30","20018013"
"2","72018007","22002","1","20018014"
"8","72018008","91002","30","20018015"
"2","72018008","22002","1","20018016"
"8","72018009","91002","30","20018017"
"2","72018009","22002","1","20018018"
"8","72018010","91002","30","20018019"
"2","72018010","22002","1","20018020"
"8","72018011","91002","30","20018021"
