6c3d6e8461669c7e494345b282cad5c9f5ffbc7972b5f5798299c2a1e9fc8ffe,2aeadf8748ca798ad11b947b51e9bae1f1894480d45541785e5cb53bea0d0561,c7bee54f4bb660da447393ec9957b8e3b6631972404a2d8f63a3a1deed2d70c5,fac7f69120acc9f6b191833dc4dc2aa79c192ab60e25d59b43f5ff87c4811975,5982662ec0ee4a08aaa7a034c5c320262b954cc39ea6b81ade980932bf1df1fe,a89427dc6fe8247c88c5a2abf05bb7a9dfa539c75602b9725e1ae61232e07a13,fde1944fb8d56c3ea6a773814f02980feb6f2ec4b6a4f49068c06c0e7292d254,ab73162f00b8c818e53266287f9b2709ecec967588864cc2a58a0117bb118362,6905ef555a3d4a9dd50f2401ae008e32fb02658cf505fc6bfe1e708921508248,95d46df1d273ddb9520c20cc6e5f9bbbc384766d281add3a6932e4a7c5a96069,9827dae540d62e285471e963625b3ebeeab33a98348f22bbf08832830bcefdf3
"","","93","","","13.6","","","0","3005","3"
"0","","3","1","top_sono_stretch","3","0","0.2","top_sono_sit_out","3006","3"
"","","93","","","3.5","","","0","3007","3"
"","","3","","","3","1","0.2","top_sono_drink","3008","3"
"","","93","","","10.5","","","","3009","3"
"","","3","","","3","0","0.2","top_sono_sit_in","3010","3"
"","","93","","","2.6","","","0","3011","3"
"","","101","","","3004","","","","3012","3"
"1","top_iroha_read","5","-130","400","2","101","1.43","2","4001","4"
"1","top_luis_thinking","5","-103","-216","1","100","1.4","1","4002","4"
"1","butterfly","5","130","980","11","102","1.4","11","4003","4"
"","","31","1","-130","11","400","0","11","4004","4"
"","","91","","","0","","","0","4005","4"
"","","3","","","1","1","0.2","top_luis_thinking","4006","4"
"","","3","","","2","1","0.2","top_iroha_read","4007","4"
"","","93","","","9","","","0","4008","4"
"","","4","","","11","","","1","4009","4"
"","","2","0","7","11","130","","-980","4010","4"
"","","93","","","2.5","","","0","4011","4"
"","","3","","","2","0","0.2","top_iroha_read_notice","4012","4"
"","","93","","","0.6","","","0","4013","4"
"0","","3","1","top_iroha_run","2","0","0","top_iroha_notice_to_run","4014","4"
"","","93","","","0.4","","","0","4015","4"
"","","32","","","11","","","1","4016","4"
"","","37","","","11","","","smokeR","4017","4"
"","","33","0","4.2","11","-130","","-980","4018","4"
"","","2","0","4.2","2","-130","","-980","4019","4"
"","","93","","","1.9","","","0","4020","4"
"0","","3","1","top_luis_surprise_idle","1","0","0.2","top_luis_surprise_in","4021","4"
"","","93","","","2.3","","","0","4022","4"
"","","32","","","11","","","0","4023","4"
"","","93","","","1","","","0","4024","4"
"","","4","","","11","","","0","4025","4"
"","","2","0","7","11","130","","980","4026","4"
"","","93","","","1.5","","","0","4027","4"
"","","32","","","11","","","1","4028","4"
"","","37","","","11","","","smokeL","4029","4"
"","","33","0","5.964","11","-130","","980","4030","4"
"","","3","","","2","1","0","top_iroha_run_joy","4031","4"
"","","4","","","2","","","0","4032","4"
"","","2","0","5.964","2","-130","","980","4033","4"
"","","93","","","2.2","","","0","4034","4"
"","","3","","","1","1","0","top_luis_surprise_look","4035","4"
"","","93","","","3.764","","","0","4036","4"
"","","3","","","1","1","0.2","top_luis_thinking","4037","4"
"","","32","","","11","","","0","4038","4"
"","","93","","","2","","","0","4039","4"
"","","3","","","2","1","0","top_iroha_walk","4040","4"
"","","4","","","2","","","1","4041","4"
"","","2","0","3","2","-130","","400","4042","4"
"","","33","0","3","11","-130","","400","4043","4"
"","","93","","","3","","","0","4044","4"
"0","","3","1","idle_normal","2","0","0.2","top_iroha_walk_out","4045","4"
"","","93","","","0.4","","","0","4046","4"
"0.2","","3","","","2","0","0.2","top_iroha_sit_in","4047","4"
"","","93","","","4","","","0","4048","4"
"","","101","","","4007","","","","4049","4"
"1","top_sono_readPaper","5","-130","350","3","100","1.4","3","5001","5"
"1","top_iroha_read_loop","5","-130","452","2","110","1.4","2","5002","5"
"","","91","","","0","","","0","5003","5"
"","","3","","","2","1","0.2","top_iroha_read_loop","5004","5"
"","","3","","","3","1","0.2","top_sono_readPaper","5005","5"
"","","93","","","13.6","","","0","5006","5"
"0","","3","1","top_sono_stretch","3","0","0.2","top_sono_sit_out","5007","5"
"","","2","0","0.3","3","-130","","287","5008","5"
"","","93","","","3.5","","","0","5009","5"
"","","3","","","3","1","0.2","top_sono_drink","5010","5"
"","","93","","","2.6","","","0","5011","5"
"","","3","","","2","0","0.4","top_iroha_read_look","5012","5"
"","","93","","","7.9","","","0","5013","5"
"","","3","","","3","0","0.2","top_sono_sit_in","5014","5"
"","","93","","","0.1","","","0","5015","5"
"","","3","","","2","1","0.2","top_iroha_read_loop","5016","5"
"","","2","0","0.3","3","-130","","350","5017","5"
"","","93","","","2.5","","","0","5018","5"
"","","101","","","5005","","","","5019","5"
"1","idle_normal","5","-103","-216","1","100","1.4","1","6001","6"
"1","top_sono_readPaper_loop","5","-130","350","3","101","1.38","3","6002","6"
"","","31","1","-18","10","475","1","10","6003","6"
"","","31","1","-140","13","56","0","13","6004","6"
"","","31","1","-140","14","56","0","14","6005","6"
"","","91","","","0","","","0","6006","6"
"","","3","","","3","1","0.2","top_sono_readPaper_loop","6007","6"
"0","","3","1","top_luis_arm_crossed_idle","1","0","0.2","top_luis_arm_crossed_in","6008","6"
"","","93","","","4","","","0","6009","6"
"0","","3","1","top_luis_approach_idle","1","0","0.2","top_luis_approach_in","6010","6"
"","","93","","","3.5","","","0","6011","6"
"","","3","","","1","1","0.2","top_luis_thinking","6012","6"
"","","93","","","3.5","","","0","6013","6"
"","","3","","","1","1","0.2","top_luis_walk_think","6014","6"
"","","2","0","2","1","-103","","-495","6015","6"
"","","93","","","2","","","0","6016","6"
"","","4","","","1","","","0","6017","6"
"","","2","0","2","1","-103","","-216","6018","6"
"","","93","","","2","","","0","6019","6"
"","","3","","","1","1","0","top_luis_notice","6020","6"
"","","93","","","1","","","0","6021","6"
"","","3","","","1","1","0.2","top_luis_walk_jog","6022","6"
"","","2","0","0.5","1","-130","","-100","6023","6"
"","","93","","","0.5","","","0","6024","6"
"","","4","","","1","","","1","6025","6"
"0","","3","1","top_luis_sit_idle","1","0","0.2","top_luis_sit_in","6026","6"
"","","93","","","0.1","","","0","6027","6"
"","","2","0","0.4","1","-140","","-57","6028","6"
"","","93","","","0.4","","","0","6029","6"
"","","2","0","0","1","-140","","-16","6030","6"
"","","4","","","1","","","0","6031","6"
"","","93","","","0.6","","","0","6032","6"
"","","3","","","1","0","0.2","top_luis_experiment_failer_in","6033","6"
"","","93","","","2.3","","","0","6034","6"
"","","3","","","1","0","0.1","top_luis_experiment_failer_mix","6035","6"
"","","93","","","2.7","","","0","6036","6"
"0","","3","1","top_sono_notice_loop_surprise","3","0","0.2","top_sono_notice_in_surprise","6037","6"
"","","32","","","13","","","1","6038","6"
"","","3","","","1","0","0.1","top_luis_experiment_failer_burst","6039","6"
"","","93","","","2.7","","","0","6040","6"
"","","3","","","3","1","0.2","top_sono_readPaper_loop","6041","6"
"","","3","","","1","0","0.1","top_luis_experiment_failer_out","6042","6"
"","","93","","","1.1","","","0","6043","6"
"0","","3","1","idle_normal","1","0","0.2","top_luis_sit_out","6044","6"
"","","4","","","1","","","1","6045","6"
"","","2","0","0","1","-140","","-57","6046","6"
"","","2","0","0.3","1","-130","","-100","6047","6"
"","","93","","","1","","","0","6048","6"
"","","3","","","1","0","0.2","walk_normal","6049","6"
"","","2","0","1","1","-103","","-216","6050","6"
"","","93","","","1","","","0","6051","6"
"","","3","","","1","0","0.1","idle_normal","6052","6"
"","","93","","","0.8","","","0","6053","6"
"","","32","","","13","","","0","6054","6"
"0","","3","1","top_luis_arm_crossed_idle","1","0","0.2","top_luis_arm_crossed_in","6055","6"
"","","93","","","4","","","0","6056","6"
"0","","3","1","top_luis_approach_idle","1","0","0.2","top_luis_approach_in","6057","6"
"","","93","","","3.5","","","0","6058","6"
"","","3","","","1","1","0.2","top_luis_thinking","6059","6"
"","","93","","","3.5","","","0","6060","6"
"","","3","","","1","1","0.2","top_luis_walk_think","6061","6"
"","","2","0","2","1","-103","","-495","6062","6"
"","","93","","","2","","","0","6063","6"
"","","4","","","1","","","0","6064","6"
"","","2","0","2","1","-103","","-216","6065","6"
"","","93","","","2","","","0","6066","6"
"","","3","","","1","1","0","top_luis_notice","6067","6"
"","","93","","","1","","","0","6068","6"
"","","3","","","1","1","0.2","top_luis_walk_jog","6069","6"
"","","2","0","0.5","1","-130","","-100","6070","6"
"","","93","","","0.5","","","0","6071","6"
"","","4","","","1","","","1","6072","6"
"0","","3","1","top_luis_sit_idle","1","0","0.2","top_luis_sit_in","6073","6"
"","","93","","","0.1","","","0","6074","6"
"","","2","0","0.4","1","-140","","-57","6075","6"
"","","93","","","0.4","","","0","6076","6"
"","","2","0","0","1","-140","","-16","6077","6"
"","","4","","","1","","","0","6078","6"
"","","93","","","0.6","","","0","6079","6"
"","","3","","","1","0","0.2","top_luis_experiment_success_in","6080","6"
"","","93","","","2.3","","","0","6081","6"
"","","3","","","1","0","0.1","top_luis_experiment_success_mix","6082","6"
"","","93","","","2.7","","","0","6083","6"
"0","","3","1","top_sono_notice_loop_dere","3","0","0.2","top_sono_notice_in_dere","6084","6"
"","","32","","","14","","","1","6085","6"
"","","3","","","1","0","0.1","top_luis_experiment_success_burst","6086","6"
"","","93","","","2.7","","","0","6087","6"
"","","3","","","3","1","0.2","top_sono_readPaper_loop","6088","6"
"","","3","","","1","0","0.1","top_luis_experiment_success_out","6089","6"
"","","93","","","1.1","","","0","6090","6"
"0","","3","1","idle_normal","1","0","0.2","top_luis_sit_out","6091","6"
"","","4","","","1","","","1","6092","6"
"","","2","0","0","1","-140","","-57","6093","6"
"","","2","0","0.3","1","-130","","-100","6094","6"
"","","93","","","1","","","0","6095","6"
"","","3","","","1","0","0.2","walk_normal","6096","6"
"","","2","0","1","1","-103","","-216","6097","6"
"","","93","","","1","","","0","6098","6"
"","","3","","","1","0","0.1","idle_normal","6099","6"
"","","93","","","0.8","","","0","6100","6"
"","","32","","","14","","","0","6101","6"
"","","101","","0","6008","0","","","6102","6"
"1","idle_normal","5","-103","-216","1","100","1.4","1","7001","7"
"1","top_iroha_read_loop","5","-130","452","2","110","1.43","2","7002","7"
"1","top_sono_readPaper_loop","5","-130","350","3","101","1.38","3","7003","7"
"1","butterfly","5","130","980","11","111","1.4","11","7004","7"
"","","31","1","-130","11","452","0","11","7005","7"
"","","31","1","-140","14","56","0","14","7006","7"
"","","91","","","0","","","0","7007","7"
"","","3","","","2","1","0.2","top_iroha_read_loop","7008","7"
"","","3","","","3","1","0.2","top_sono_readPaper_loop","7009","7"
"0","","3","1","top_luis_arm_crossed_idle","1","0","0.2","top_luis_arm_crossed_in","7010","7"
"","","93","","","4","","","0","7011","7"
"0","","3","1","top_luis_approach_idle","1","0","0.2","top_luis_approach_in","7012","7"
"","","93","","","3.5","","","0","7013","7"
"","","3","","","1","1","0.2","top_luis_thinking","7014","7"
"","","93","","","3.5","","","0","7015","7"
"","","3","","","1","1","0.2","top_luis_walk_think","7016","7"
"","","2","0","2","1","-103","","-495","7017","7"
"","","93","","","2","","","0","7018","7"
"","","4","","","1","","","0","7019","7"
"","","2","0","2","1","-103","","-216","7020","7"
"","","93","","","2","","","0","7021","7"
"","","3","","","1","1","0","top_luis_notice","7022","7"
"","","93","","","1","","","0","7023","7"
"","","3","","","1","1","0.2","top_luis_walk_jog","7024","7"
"","","2","0","0.5","1","-130","","-100","7025","7"
"","","93","","","0.5","","","0","7026","7"
"","","4","","","1","","","1","7027","7"
"0","","3","1","top_luis_sit_idle","1","0","0.2","top_luis_sit_in","7028","7"
"","","93","","","0.1","","","0","7029","7"
"","","2","0","0.4","1","-140","","-57","7030","7"
"","","93","","","0.4","","","0","7031","7"
"","","2","0","0","1","-140","","-16","7032","7"
"","","4","","","1","","","0","7033","7"
"","","93","","","0.6","","","0","7034","7"
"","","3","","","1","0","0.2","top_luis_experiment_success_in","7035","7"
"","","93","","","2.3","","","0","7036","7"
"","","3","","","1","0","0.1","top_luis_experiment_success_mix","7037","7"
"","","93","","","2.7","","","0","7038","7"
"0","","3","1","top_sono_notice_loop_dere","3","0","0.2","top_sono_notice_in_dere","7039","7"
"","","3","","","2","1","0.2","top_iroha_read_look_light","7040","7"
"","","32","","","14","","","1","7041","7"
"","","3","","","1","0","0.1","top_luis_experiment_success_burst","7042","7"
"","","93","","","2.7","","","0","7043","7"
"","","3","","","3","1","0.2","top_sono_readPaper_loop","7044","7"
"","","3","","","2","1","0.2","top_iroha_read","7045","7"
"","","3","","","1","0","0.1","top_luis_experiment_success_out","7046","7"
"","","93","","","1.1","","","0","7047","7"
"0","","3","1","idle_normal","1","0","0.2","top_luis_sit_out","7048","7"
"","","4","","","1","","","1","7049","7"
"","","2","0","0","1","-140","","-57","7050","7"
"","","2","0","0.3","1","-130","","-100","7051","7"
"","","93","","","1","","","0","7052","7"
"","","3","","","1","0","0.2","walk_normal","7053","7"
"","","2","0","1","1","-103","","-216","7054","7"
"","","93","","","1","","","0","7055","7"
"","","3","","","1","0","0.1","idle_normal","7056","7"
"","","93","","","0.8","","","0","7057","7"
"","","32","","","14","","","0","7058","7"
"","","3","","","1","1","0.2","top_luis_thinking","7059","7"
"","","93","","","5.1","","","0","7060","7"
"","","4","","","11","","","1","7061","7"
"","","2","0","7","11","130","","-980","7062","7"
"","","93","","","2.5","","","0","7063","7"
"","","3","","","2","0","0.2","top_iroha_read_notice","7064","7"
"","","93","","","0.6","","","0","7065","7"
"0","","3","1","top_iroha_run","2","0","0","top_iroha_notice_to_run","7066","7"
"","","93","","","0.4","","","0","7067","7"
"","","32","","","11","","","1","7068","7"
"","","37","","","11","","","smokeR","7069","7"
"","","33","0","4.2","11","-130","","-980","7070","7"
"","","2","0","4.2","2","-130","","-980","7071","7"
"","","93","","","0.2","","","0","7072","7"
"0","","3","1","top_sono_notice_loop_surprise","3","0","0.2","top_sono_notice_in_surprise","7073","7"
"","","93","","","1.7","","","0","7074","7"
"0","","3","1","top_luis_surprise_idle","1","0","0.2","top_luis_surprise_in","7075","7"
"","","93","","","2.5","","","0","7076","7"
"","","32","","","11","","","0","7077","7"
"","","93","","","1","","","0","7078","7"
"","","4","","","11","","","0","7079","7"
"","","2","0","7","11","130","","980","7080","7"
"","","93","","","1.5","","","0","7081","7"
"","","32","","","11","","","1","7082","7"
"","","37","","","11","","","smokeL","7083","7"
"","","33","0","5.964","11","-130","","980","7084","7"
"","","3","","","2","1","0","top_iroha_run_joy","7085","7"
"","","4","","","2","","","0","7086","7"
"","","2","0","5.964","2","-130","","980","7087","7"
"","","93","","","2.2","","","0","7088","7"
"","","3","","","1","1","0","top_luis_surprise_look","7089","7"
"","","93","","","1.8","","","0","7090","7"
"","","3","","","3","1","0","top_sono_notice_loop_look","7091","7"
"","","93","","","1.964","","","0","7092","7"
"","","32","","","11","","","0","7093","7"
"","","93","","","0.5","","","0","7094","7"
"","","3","","","1","1","0.2","top_luis_thinking","7095","7"
"","","93","","","1.5","","","0","7096","7"
"","","3","","","2","1","0","top_iroha_walk","7097","7"
"","","4","","","2","","","1","7098","7"
"","","2","0","0","2","-130","","1032","7099","7"
"","","33","0","0","11","-130","","1032","7100","7"
"","","2","0","3","2","-130","","452","7101","7"
"","","33","0","3","11","-130","","452","7102","7"
"","","93","","","3","","","0","7103","7"
"0","","3","1","idle_normal","2","0","0.2","top_iroha_walk_out","7104","7"
"","","93","","","0.4","","","0","7105","7"
"0.2","","3","1","top_iroha_read_loop","2","0","0.2","top_iroha_sit_in","7106","7"
"","","3","","","3","1","0.2","top_sono_readPaper","7107","7"
"","","93","","","4","","","0","7108","7"
"","","93","","","9.6","","","0","7109","7"
"0","","3","1","top_sono_stretch","3","0","0.2","top_sono_sit_out","7110","7"
"","","2","0","0.3","3","-130","","287","7111","7"
"","","93","","","3.5","","","0","7112","7"
"","","3","","","3","1","0.2","top_sono_drink","7113","7"
"","","93","","","2.6","","","0","7114","7"
"","","3","","","2","0","0.4","top_iroha_read_look","7115","7"
"","","93","","","3.5","","","0","7116","7"
"","","3","","","1","1","0.2","top_luis_thinking_look","7117","7"
"","","93","","","2.9","","","0","7118","7"
"","","3","","","1","1","0.2","top_luis_thinking","7119","7"
"","","93","","","1.5","","","0","7120","7"
"","","3","","","3","0","0.2","top_sono_sit_in","7121","7"
"","","93","","","0.1","","","0","7122","7"
"","","3","","","2","1","0.2","top_iroha_read_loop","7123","7"
"","","2","0","0.3","3","-130","","350","7124","7"
"","","93","","","2.5","","","0","7125","7"
"","","3","","","3","1","0.2","top_sono_readPaper_loop","7126","7"
"","","93","","","1","","","0","7127","7"
"","","101","","","7012","","","","7128","7"
"0","fantasize_all","5","-140","-16","1","101","1.4","1","8001","8"
"1","empty","5","-130","980","3","100","1.38","3","8002","8"
"0","fantasize_all","5","-140","-16","15","102","1","15","8003","8"
"","","31","1","-140","11","27","0","11","8004","8"
"","","31","1","0","15","0","0","15","8005","8"
"","","91","","","0","","","0","8006","8"
"0","","3","1","fantasize_3","1","0","0.2","fantasize_all","8007","8"
"0","","3","1","fantasize_3","15","0","0.2","fantasize_all","8008","8"
"","","93","","","2","","","0","8009","8"
"","","23","","","se_alces","0","","se_alces_fantasy1","8010","8"
"","","93","","","10","","","0","8011","8"
"","","3","","","3","1","0.2","walk","8012","8"
"","","2","0","3","3","-130","","350","8013","8"
"","","93","","","3","","","0","8014","8"
"","","3","","","3","0","0.2","sono_notice_in_anger2","8015","8"
"","","93","","","1.5","","","0","8016","8"
"0","","3","1","idle_normal","3","0","0.2","kohon","8017","8"
"","","93","","","0.6","","","0","8018","8"
"","","23","","","se_alces","0","","se_alces_fantasy2","8019","8"
"","","3","","","15","0","0","fantasize_out","8020","8"
"","","32","","","15","","","1","8021","8"
"","","3","","","1","0","0.2","fantasize_3_surprise","8022","8"
"","","93","","","1.5","","","0","8023","8"
"","","3","","","1","0","0.2","fantasize_sit_out","8024","8"
"","","2","0","0.3","1","-140","","27","8025","8"
"","","93","","","0.8","","","0","8026","8"
"0","","3","1","fantasize_armcrossed_idle","1","0","0.2","fantasize_armcrossed_in","8027","8"
"","","93","","","0.5","","","0","8028","8"
"","","3","","","3","1","0.2","idle_surprise","8029","8"
"","","93","","","1.5","","","0","8030","8"
"","","23","","","se_alces","0","","se_alces_run","8031","8"
"","","3","","","1","1","0","fantasize_run","8032","8"
"","","2","0","1.5","1","-140","","1080","8033","8"
"","","32","","","11","","","1","8034","8"
"","","33","0","1.5","11","-140","","1080","8035","8"
"","","93","","","0.5","","","0","8036","8"
"0","","3","1","lookback_idle","3","0","0.2","lookback_in","8037","8"
"","","93","","","1.8","","","0","8038","8"
"","","23","","","se_alces","0","","se_alces_sweat","8039","8"
"1","walk_jog_Ex3_shy","5","-140","560","1","101","1.4","1","9001","9"
"1","empty","5","-114","147","1","100","1.4","2","9002","9"
"","","31","1","-114","16","147","0","16","9003","9"
"","","31","1","-114","17","147","0","17","9004","9"
"","","91","","","0","","","0","9005","9"
"","","3","","","1","1","0.2","walk_jog_Ex3_shy","9006","9"
"","","2","0","1.2","1","-140","","270","9007","9"
"","","93","","","1.2","","","0","9008","9"
"","","3","","","1","1","0.2","idle_normal_Ex0003_shy","9009","9"
"","","93","","","0.3","","","0","9010","9"
"","","3","","","1","0","0.2","lookAround","9011","9"
"","","93","","","2.7","","","0","9012","9"
"","","3","","","1","1","0.2","walk_jog_anger_shy","9013","9"
"","","2","0","0.7","1","-114","","147","9014","9"
"","","93","","","0.7","","","0","9015","9"
"0","","3","1","crouch_search_read_idle","1","0","0","crouch_search_read_F","9016","9"
"","","3","","","2","0","0","crouch_search_read_B","9017","9"
"","","93","","","0.9","","","0","9018","9"
"","","23","","","se_alces","0","","se_alces_book_take","9019","9"
"","","93","","","5.2","","","0","9020","9"
"","","23","","","se_alces","0","","se_alces_book_open","9021","9"
"","","93","","","0.5","","","0","9022","9"
"","","23","","","se_alces","0","","se_alces_steam","9023","9"
"","","32","","","17","","","1","9024","9"
"","","93","","","6.2","","","0","9025","9"
"","","32","","","16","","","1","9026","9"
"0","iroha_sleep","5","-130","400","2","100","1.4","2","10001","10"
"0","iroha_sleep","5","-130","400","12","101","1.4","12","10002","10"
"0","empty","5","-130","400","10","101","1.4","10","10003","10"
