07bdce2c20f14ba2af6feed2e17a44f83cb7020911ef6c2795e40a1313cade98,a6dc404e811c29b2fa4fdffedd684bebec4bcebea5daffb79d92cff4fd7cb558,c6af074bed0864d5b8febf965040848ae1a4dac4e9018c5de42ce42c5db51945,25b2ae9739cf3d2f930123c562bfdf53629033e6f4e8c236f5d2a916c936a0b1,57a6bc2a17fbb7c38a5d6264c66a4fe544bad386601fa7e7e8804f321048a698,a5c74c6c063fd02a9969faa7b1aae80083e43b39087da72e345f43b9f94d0a15,1d9965fc646c3b35cf1bbb7bb0404fcff17e4ad7a3c9ce5cb51e50a9765637c9,181e4f04b6de730feeb13552387b6added79c7c89224ad43c6030d788912abd1,535c6dbdc706f9811aff563bf550a208ca054bcfde6d978fcdeb8c5f205ebb92
"0","2","-74","49","0","73","0.65","3","320020306"
"0","1","-49","13","502002308","74","0.7","1","320020307"
"0","3","-4","62","502002309","75","0.85","2","320020307"
"0","2","59","50","0","76","0.65","3","320020307"
"0","1","0","-10","0","77","1.05","1","320020308"
"0","1","-15","-10","0","78","1.05","1","320020309"
"0","1","-85","-45","0","79","0.43","1","320020310"
"0","2","85","-45","0","80","0.43","2","320020310"
"0","1","43.5","11","502002402","81","0.7","1","320020406"
"0","3","13","67","502002403","82","0.65","2","320020406"
"0","2","-74","49","0","83","0.65","3","320020406"
"0","1","-49","13","502002408","84","0.7","1","320020407"
"0","3","-4","62","502002409","85","0.85","2","320020407"
"0","2","59","50","0","86","0.65","3","320020407"
"0","1","0","-10","0","87","1.05","1","320020408"
"0","1","-15","-10","0","88","1.05","1","320020409"
"0","1","-85","-45","0","89","0.43","1","320020410"
"0","2","85","-45","0","90","0.43","2","320020410"
"0","1","43.5","11","502002502","91","0.7","1","320020506"
"0","3","13","67","502002503","92","0.65","2","320020506"
"0","2","-74","49","0","93","0.65","3","320020506"
"0","1","-49","13","502002508","94","0.7","1","320020507"
"0","3","-4","62","502002509","95","0.85","2","320020507"
"0","2","59","50","0","96","0.65","3","320020507"
"0","1","0","-10","0","97","1.05","1","320020508"
"0","1","-15","-10","0","98","1.05","1","320020509"
"0","1","-85","-45","0","99","0.43","1","320020510"
"0","2","85","-45","0","100","0.43","2","320020510"
"0","1","43.5","11","502003102","101","0.7","1","320030106"
"0","2","13","67","502003103","102","0.65","2","320030106"
"0","3","-74","49","0","103","0.65","3","320030106"
"0","1","-49","13","502003108","104","0.7","1","320030107"
"0","3","-4","62","502003109","105","0.85","2","320030107"
"0","2","59","50","0","106","0.65","3","320030107"
"0","1","0","-10","0","107","1.05","1","320030108"
"0","1","-15","-10","0","108","1.05","1","320030109"
"0","1","-85","-45","0","109","0.43","1","320030110"
"0","2","85","-45","0","110","0.43","2","320030110"
"0","1","43.5","11","502003202","111","0.7","1","320030206"
"0","2","13","67","502003203","112","0.65","2","320030206"
"0","3","-74","49","0","113","0.65","3","320030206"
"0","1","-49","13","502003208","114","0.7","1","320030207"
"0","3","-4","62","502003209","115","0.85","2","320030207"
"0","2","59","50","0","116","0.65","3","320030207"
"0","1","0","-10","0","117","1.05","1","320030208"
"0","1","-15","-10","0","118","1.05","1","320030209"
"0","1","-85","-45","0","119","0.43","1","320030210"
"0","2","85","-45","0","120","0.43","2","320030210"
"0","1","43.5","11","502003302","121","0.7","1","320030306"
"0","2","13","67","502003303","122","0.65","2","320030306"
"0","3","-74","49","0","123","0.65","3","320030306"
"0","1","-49","13","502003308","124","0.7","1","320030307"
"0","3","-4","62","502003309","125","0.85","2","320030307"
"0","2","59","50","0","126","0.65","3","320030307"
"0","1","0","-10","0","127","1.05","1","320030308"
"0","1","-15","-10","0","128","1.05","1","320030309"
"0","1","-85","-45","0","129","0.43","1","320030310"
"0","2","85","-45","0","130","0.43","2","320030310"
"0","1","43.5","11","502003402","131","0.7","1","320030406"
"0","2","13","67","502003403","132","0.65","2","320030406"
"0","3","-74","49","0","133","0.65","3","320030406"
"0","1","-49","13","502003408","134","0.7","1","320030407"
"0","3","-4","62","502003409","135","0.85","2","320030407"
"0","2","59","50","0","136","0.65","3","320030407"
"0","1","0","-10","0","137","1.05","1","320030408"
"0","1","-15","-10","0","138","1.05","1","320030409"
"0","1","-85","-45","0","139","0.43","1","320030410"
"0","2","85","-45","0","140","0.43","2","320030410"
"0","1","43.5","11","502003502","141","0.7","1","320030506"
"0","2","13","67","502003503","142","0.65","2","320030506"
"0","3","-74","49","0","143","0.65","3","320030506"
"0","1","-49","13","502003508","144","0.7","1","320030507"
"0","3","-4","62","502003509","145","0.85","2","320030507"
"0","2","59","50","0","146","0.65","3","320030507"
"0","1","0","-10","0","147","1.05","1","320030508"
"0","1","-15","-10","0","148","1.05","1","320030509"
"0","1","-85","-45","0","149","0.43","1","320030510"
"0","2","85","-45","0","150","0.43","2","320030510"
"0","1","-74","49","502004103","151","0.7","1","320040106"
"0","3","13","67","502004104","152","0.85","2","320040106"
"0","2","43.5","11","0","153","0.65","3","320040106"
"0","1","59","50","502004107","154","0.7","1","320040107"
"0","3","-4","62","502004109","155","0.85","2","320040107"
"0","2","-49","13","0","156","0.65","3","320040107"
"0","1","0","-10","0","157","0.8","1","320040108"
"0","1","30","20","0","158","0.9","1","320040109"
"0","1","20","-25","0","159","1","1","320040110"
"0","1","-74","49","502004203","160","0.7","1","320040206"
"0","3","13","67","502004204","161","0.85","2","320040206"
"0","2","43.5","11","0","162","0.65","3","320040206"
"0","1","59","50","502004207","163","0.7","1","320040207"
"0","3","-4","62","502004209","164","0.85","2","320040207"
"0","2","-49","13","0","165","0.65","3","320040207"
"0","1","0","-10","0","166","0.8","1","320040208"
"0","1","30","20","0","167","0.9","1","320040209"
"0","1","20","-25","0","168","1","1","320040210"
"0","1","-74","49","502004303","169","0.7","1","320040306"
"0","3","13","67","502004304","170","0.85","2","320040306"
"0","2","43.5","11","0","171","0.65","3","320040306"
"0","1","59","50","502004307","172","0.7","1","320040307"
"0","3","-4","62","502004309","173","0.85","2","320040307"
"0","2","-49","13","0","174","0.65","3","320040307"
"0","1","0","-10","0","175","0.8","1","320040308"
"0","1","30","20","0","176","0.9","1","320040309"
"0","1","20","-25","0","177","1","1","320040310"
"0","1","-74","49","502004403","178","0.7","1","320040406"
"0","3","13","67","502004404","179","0.85","2","320040406"
"0","2","43.5","11","0","180","0.65","3","320040406"
"0","1","59","50","502004407","181","0.7","1","320040407"
"0","3","-4","62","502004409","182","0.85","2","320040407"
"0","2","-49","13","0","183","0.65","3","320040407"
"0","1","0","-10","0","184","0.8","1","320040408"
"0","1","30","20","0","185","0.9","1","320040409"
"0","1","20","-25","0","186","1","1","320040410"
"0","1","-74","49","502004503","187","0.7","1","320040506"
"0","3","13","67","502004504","188","0.85","2","320040506"
"0","2","43.5","11","0","189","0.65","3","320040506"
"0","1","59","50","502004507","190","0.7","1","320040507"
"0","3","-4","62","502004509","191","0.85","2","320040507"
"0","2","-49","13","0","192","0.65","3","320040507"
"0","1","0","-10","0","193","0.8","1","320040508"
"0","1","30","20","0","194","0.9","1","320040509"
"0","1","20","-25","0","195","1","1","320040510"
"0","2","-74","40","502005101","196","0.7","1","320050106"
"0","3","13","67","502005103","197","1","2","320050106"
"0","1","43.5","11","0","198","0.65","3","320050106"
"0","2","59","50","502005106","199","0.7","1","320050107"
"0","3","30","62","502005108","200","0.9","2","320050107"
"0","1","-49","13","0","201","0.65","3","320050107"
"0","1","5","10","0","202","0.75","1","320050108"
"0","1","-10","10","0","203","0.75","1","320050109"
"0","1","20","-25","0","204","1","1","320050110"
"0","2","-74","40","502005201","205","0.7","1","320050206"
"0","3","13","67","502005203","206","1","2","320050206"
"0","1","43.5","11","0","207","0.65","3","320050206"
"0","2","59","50","502005206","208","0.7","1","320050207"
"0","3","30","62","502005208","209","0.9","2","320050207"
"0","1","-49","13","0","210","0.65","3","320050207"
"0","1","5","10","0","211","0.75","1","320050208"
"0","1","-10","10","0","212","0.75","1","320050209"
"0","1","20","-25","0","213","1","1","320050210"
"0","2","-74","40","502005301","214","0.7","1","320050306"
"0","3","13","67","502005303","215","1","2","320050306"
"0","1","43.5","11","0","216","0.65","3","320050306"
"0","2","59","50","502005306","217","0.7","1","320050307"
"0","3","30","62","502005308","218","0.9","2","320050307"
"0","1","-49","13","0","219","0.65","3","320050307"
"0","1","5","10","0","220","0.75","1","320050308"
"0","1","-10","10","0","221","0.75","1","320050309"
"0","1","20","-25","0","222","1","1","320050310"
"0","2","-74","40","502005401","223","0.7","1","320050406"
"0","3","13","67","502005403","224","1","2","320050406"
"0","1","43.5","11","0","225","0.65","3","320050406"
"0","2","59","50","502005406","226","0.7","1","320050407"
"0","3","30","62","502005408","227","0.9","2","320050407"
"0","1","-49","13","0","228","0.65","3","320050407"
"0","1","5","10","0","229","0.75","1","320050408"
"0","1","-10","10","0","230","0.75","1","320050409"
"0","1","20","-25","0","231","1","1","320050410"
"0","2","-74","40","502005501","232","0.7","1","320050506"
"0","3","13","67","502005503","233","1","2","320050506"
"0","1","43.5","11","0","234","0.65","3","320050506"
"0","2","59","50","502005506","235","0.7","1","320050507"
"0","3","30","62","502005508","236","0.9","2","320050507"
"0","1","-49","13","0","237","0.65","3","320050507"
"0","1","5","10","0","238","0.75","1","320050508"
"0","1","-10","10","0","239","0.75","1","320050509"
"0","1","20","-25","0","240","1","1","320050510"
"0","2","-74","40","502006101","241","0.7","1","320060106"
"0","3","13","67","502006103","242","0.7","2","320060106"
"0","1","43.5","11","0","243","0.65","3","320060106"
"0","2","59","50","502006106","244","0.7","1","320060107"
"0","3","30","62","502006108","245","0.9","2","320060107"
"0","1","-49","13","0","246","0.65","3","320060107"
"0","1","5","10","0","247","1","1","320060108"
"0","1","-10","10","0","248","1.2","1","320060109"
"0","1","20","-25","0","249","1","1","320060110"
"0","2","-74","40","502006201","250","0.7","1","320060206"
"0","3","13","67","502006203","251","0.7","2","320060206"
"0","1","43.5","11","0","252","0.65","3","320060206"
"0","2","59","50","502006206","253","0.7","1","320060207"
"0","3","30","62","502006208","254","0.9","2","320060207"
"0","1","-49","13","0","255","0.65","3","320060207"
"0","1","5","10","0","256","1","1","320060208"
"0","1","-10","10","0","257","1.2","1","320060209"
"0","1","20","-25","0","258","1","1","320060210"
"0","2","-74","40","502006301","259","0.7","1","320060306"
"0","3","13","67","502006303","260","0.7","2","320060306"
"0","1","43.5","11","0","261","0.65","3","320060306"
"0","2","59","50","502006306","262","0.7","1","320060307"
"0","3","30","62","502006308","263","0.9","2","320060307"
"0","1","-49","13","0","264","0.65","3","320060307"
"0","1","5","10","0","265","1","1","320060308"
"0","1","-10","10","0","266","1.2","1","320060309"
"0","1","20","-25","0","267","1","1","320060310"
"0","2","-74","40","502006401","268","0.7","1","320060406"
"0","3","13","67","502006403","269","0.7","2","320060406"
"0","1","43.5","11","0","270","0.65","3","320060406"
"0","2","59","50","502006406","271","0.7","1","320060407"
"0","3","30","62","502006408","272","0.9","2","320060407"
"0","1","-49","13","0","273","0.65","3","320060407"
"0","1","5","10","0","274","1","1","320060408"
"0","1","-10","10","0","275","1.2","1","320060409"
"0","1","20","-25","0","276","1","1","320060410"
"0","2","-74","40","502006501","277","0.7","1","320060506"
"0","3","13","67","502006503","278","0.7","2","320060506"
"0","1","43.5","11","0","279","0.65","3","320060506"
"0","2","59","50","502006506","280","0.7","1","320060507"
"0","3","30","62","502006508","281","0.9","2","320060507"
"0","1","-49","13","0","282","0.65","3","320060507"
"0","1","5","10","0","283","1","1","320060508"
"0","1","-10","10","0","284","1.2","1","320060509"
"0","1","20","-25","0","285","1","1","320060510"
"0","2","-74","40","502007101","286","0.7","1","320070106"
"0","3","43","67","502007103","287","0.7","2","320070106"
"0","1","43.5","11","0","288","0.65","3","320070106"
"0","2","59","50","502007106","289","0.7","1","320070107"
"0","3","30","62","502007108","290","0.9","2","320070107"
"0","1","-49","13","0","291","0.65","3","320070107"
"0","1","5","20","0","292","0.9","1","320070108"
"0","1","0","20","0","293","0.9","1","320070109"
"0","1","-20","-20","0","294","1","1","320070110"
"0","2","-74","40","502007201","295","0.7","1","320070206"
"0","3","43","67","502007203","296","0.7","2","320070206"
"0","1","43.5","11","0","297","0.65","3","320070206"
"0","2","59","50","502007206","298","0.7","1","320070207"
"0","3","30","62","502007208","299","0.9","2","320070207"
"0","1","-49","13","0","300","0.65","3","320070207"
"0","1","5","20","0","301","0.9","1","320070208"
"0","1","0","20","0","302","0.9","1","320070209"
"0","1","-20","-20","0","303","1","1","320070210"
"0","2","-74","40","502007301","304","0.7","1","320070306"
"0","3","43","67","502007303","305","0.7","2","320070306"
"0","1","43.5","11","0","306","0.65","3","320070306"
"0","2","59","50","502007306","307","0.7","1","320070307"
"0","3","30","62","502007308","308","0.9","2","320070307"
"0","1","-49","13","0","309","0.65","3","320070307"
"0","1","5","20","0","310","0.9","1","320070308"
"0","1","0","20","0","311","0.9","1","320070309"
"0","1","-20","-20","0","312","1","1","320070310"
"0","2","-74","40","502007401","313","0.7","1","320070406"
"0","3","43","67","502007403","314","0.7","2","320070406"
"0","1","43.5","11","0","315","0.65","3","320070406"
"0","2","59","50","502007406","316","0.7","1","320070407"
"0","3","30","62","502007408","317","0.9","2","320070407"
"0","1","-49","13","0","318","0.65","3","320070407"
"0","1","5","20","0","319","0.9","1","320070408"
"0","1","0","20","0","320","0.9","1","320070409"
"0","1","-20","-20","0","321","1","1","320070410"
"0","2","-74","40","502007501","322","0.7","1","320070506"
"0","3","43","67","502007503","323","0.7","2","320070506"
"0","1","43.5","11","0","324","0.65","3","320070506"
"0","2","59","50","502007506","325","0.7","1","320070507"
"0","3","30","62","502007508","326","0.9","2","320070507"
"0","1","-49","13","0","327","0.65","3","320070507"
"0","1","5","20","0","328","0.9","1","320070508"
"0","1","0","20","0","329","0.9","1","320070509"
"0","1","-20","-20","0","330","1","1","320070510"
"0","2","-74","40","502008101","331","0.7","1","320080106"
"0","3","43","67","502008103","332","0.9","2","320080106"
"0","1","43.5","11","0","333","0.65","3","320080106"
"0","2","59","50","502008106","334","0.7","1","320080107"
"0","3","30","62","502008108","335","0.9","2","320080107"
"0","1","-49","13","0","336","0.65","3","320080107"
"0","1","5","20","0","337","0.8","1","320080108"
"0","1","0","20","0","338","1.1","1","320080109"
"0","1","-20","-20","0","339","1","1","320080110"
"0","2","-74","40","502008201","340","0.7","1","320080206"
"0","3","43","67","502008203","341","0.9","2","320080206"
"0","1","43.5","11","0","342","0.65","3","320080206"
"0","2","59","50","502008206","343","0.7","1","320080207"
"0","3","30","62","502008208","344","0.9","2","320080207"
"0","1","-49","13","0","345","0.65","3","320080207"
"0","1","5","20","0","346","0.8","1","320080208"
"0","1","0","20","0","347","1.1","1","320080209"
"0","1","-20","-20","0","348","1","1","320080210"
"0","2","-74","40","502008301","349","0.7","1","320080306"
"0","3","43","67","502008303","350","0.9","2","320080306"
"0","1","43.5","11","0","351","0.65","3","320080306"
"0","2","59","50","502008306","352","0.7","1","320080307"
"0","3","30","62","502008308","353","0.9","2","320080307"
"0","1","-49","13","0","354","0.65","3","320080307"
"0","1","5","20","0","355","0.8","1","320080308"
"0","1","0","20","0","356","1.1","1","320080309"
"0","1","-20","-20","0","357","1","1","320080310"
"0","2","-74","40","502008401","358","0.7","1","320080406"
"0","3","43","67","502008403","359","0.9","2","320080406"
"0","1","43.5","11","0","360","0.65","3","320080406"
"0","2","59","50","502008406","361","0.7","1","320080407"
"0","3","30","62","502008408","362","0.9","2","320080407"
"0","1","-49","13","0","363","0.65","3","320080407"
"0","1","5","20","0","364","0.8","1","320080408"
"0","1","0","20","0","365","1.1","1","320080409"
"0","1","-20","-20","0","366","1","1","320080410"
"0","2","-74","40","502008501","367","0.7","1","320080506"
"0","3","43","67","502008503","368","0.9","2","320080506"
"0","1","43.5","11","0","369","0.65","3","320080506"
"0","2","59","50","502008506","370","0.7","1","320080507"
"0","3","30","62","502008508","371","0.9","2","320080507"
"0","1","-49","13","0","372","0.65","3","320080507"
"0","1","5","20","0","373","0.8","1","320080508"
"0","1","0","20","0","374","1.1","1","320080509"
"0","1","-20","-20","0","375","1","1","320080510"
"0","2","-74","40","502009101","376","0.7","1","320090106"
"0","3","13","67","502009103","377","1","2","320090106"
"0","1","43.5","11","0","378","0.65","3","320090106"
"0","2","-68","50","502009106","379","0.7","1","320090107"
"0","3","30","62","502009108","380","0.9","2","320090107"
"0","1","29","13","0","381","0.65","3","320090107"
"0","1","5","10","0","382","0.75","1","320090108"
"0","1","0","10","0","383","1","1","320090109"
"0","1","-20","-20","0","384","1","1","320090110"
"0","2","-74","40","502009201","385","0.7","1","320090206"
"0","3","13","67","502009203","386","1","2","320090206"
"0","1","43.5","11","0","387","0.65","3","320090206"
"0","2","-68","50","502009206","388","0.7","1","320090207"
"0","3","30","62","502009208","389","0.9","2","320090207"
"0","1","29","13","0","390","0.65","3","320090207"
"0","1","5","10","0","391","0.75","1","320090208"
"0","1","0","10","0","392","1","1","320090209"
"0","1","-20","-20","0","393","1","1","320090210"
"0","2","-74","40","502009301","394","0.7","1","320090306"
"0","3","13","67","502009303","395","1","2","320090306"
"0","1","43.5","11","0","396","0.65","3","320090306"
"0","2","-68","50","502009306","397","0.7","1","320090307"
"0","3","30","62","502009308","398","0.9","2","320090307"
"0","1","29","13","0","399","0.65","3","320090307"
"0","1","5","10","0","400","0.75","1","320090308"
"0","1","0","10","0","401","1","1","320090309"
"0","1","-20","-20","0","402","1","1","320090310"
"0","2","-74","40","502009401","403","0.7","1","320090406"
"0","3","13","67","502009403","404","1","2","320090406"
"0","1","43.5","11","0","405","0.65","3","320090406"
"0","2","-68","50","502009406","406","0.7","1","320090407"
"0","3","30","62","502009408","407","0.9","2","320090407"
"0","1","29","13","0","408","0.65","3","320090407"
"0","1","5","10","0","409","0.75","1","320090408"
"0","1","0","10","0","410","1","1","320090409"
"0","1","-20","-20","0","411","1","1","320090410"
"0","2","-74","40","502009501","412","0.7","1","320090506"
"0","3","13","67","502009503","413","1","2","320090506"
"0","1","43.5","11","0","414","0.65","3","320090506"
"0","2","-68","50","502009506","415","0.7","1","320090507"
"0","3","30","62","502009508","416","0.9","2","320090507"
"0","1","29","13","0","417","0.65","3","320090507"
"0","1","5","10","0","418","0.75","1","320090508"
"0","1","0","10","0","419","1","1","320090509"
"0","1","-20","-20","0","420","1","1","320090510"
"0","2","-74","40","502010101","421","0.7","1","320100106"
"0","3","13","67","502010103","422","1","2","320100106"
"0","1","43.5","11","0","423","0.65","3","320100106"
"0","2","-68","50","502010106","424","0.7","1","320100107"
"0","3","30","62","502010108","425","0.9","2","320100107"
"0","1","29","13","0","426","0.65","3","320100107"
"0","1","40","60","0","427","0.9","1","320100108"
"0","1","0","10","0","428","1","1","320100109"
"0","1","-20","-35","0","429","1","1","320100110"
"0","2","-74","40","502010201","430","0.7","1","320100206"
"0","3","13","67","502010203","431","1","2","320100206"
"0","1","43.5","11","0","432","0.65","3","320100206"
"0","2","-68","50","502010206","433","0.7","1","320100207"
"0","3","30","62","502010208","434","0.9","2","320100207"
"0","1","29","13","0","435","0.65","3","320100207"
"0","1","40","60","0","436","0.9","1","320100208"
"0","1","0","10","0","437","1","1","320100209"
"0","1","-20","-35","0","438","1","1","320100210"
"0","2","-74","40","502010301","439","0.7","1","320100306"
"0","3","13","67","502010303","440","1","2","320100306"
"0","1","43.5","11","0","441","0.65","3","320100306"
"0","2","-68","50","502010306","442","0.7","1","320100307"
"0","3","30","62","502010308","443","0.9","2","320100307"
"0","1","29","13","0","444","0.65","3","320100307"
"0","1","40","60","0","445","0.9","1","320100308"
"0","1","0","10","0","446","1","1","320100309"
"0","1","-20","-35","0","447","1","1","320100310"
"0","2","-74","40","502010401","448","0.7","1","320100406"
"0","3","13","67","502010403","449","1","2","320100406"
"0","1","43.5","11","0","450","0.65","3","320100406"
"0","2","-68","50","502010406","451","0.7","1","320100407"
"0","3","30","62","502010408","452","0.9","2","320100407"
"0","1","29","13","0","453","0.65","3","320100407"
"0","1","40","60","0","454","0.9","1","320100408"
"0","1","0","10","0","455","1","1","320100409"
"0","1","-20","-35","0","456","1","1","320100410"
"0","2","-74","40","502010501","457","0.7","1","320100506"
"0","3","13","67","502010503","458","1","2","320100506"
"0","1","43.5","11","0","459","0.65","3","320100506"
"0","2","-68","50","502010506","460","0.7","1","320100507"
"0","3","30","62","502010508","461","0.9","2","320100507"
"0","1","29","13","0","462","0.65","3","320100507"
"0","1","40","60","0","463","0.9","1","320100508"
"0","1","0","10","0","464","1","1","320100509"
"0","1","-20","-35","0","465","1","1","320100510"
"0","2","-74","40","502011101","466","0.7","1","320110106"
"0","3","13","67","502011103","467","1","2","320110106"
"0","1","43.5","11","0","468","0.65","3","320110106"
"0","2","-98","50","502011106","469","0.7","1","320110107"
"0","3","0","72","502011108","470","1.1","2","320110107"
"0","1","49","13","0","471","0.65","3","320110107"
"0","1","-40","30","0","472","0.75","1","320110108"
"0","1","20","50","0","473","1.2","1","320110109"
"0","1","-20","-35","0","474","1.1","1","320110110"
"0","2","-74","40","502011201","475","0.7","1","320110206"
"0","3","13","67","502011203","476","1","2","320110206"
"0","1","43.5","11","0","477","0.65","3","320110206"
"0","2","-98","50","502011206","478","0.7","1","320110207"
"0","3","0","72","502011208","479","1.1","2","320110207"
"0","1","49","13","0","480","0.65","3","320110207"
"0","1","-40","30","0","481","0.75","1","320110208"
"0","1","20","50","0","482","1.2","1","320110209"
"0","1","-20","-35","0","483","1.1","1","320110210"
"0","2","-74","40","502011301","484","0.7","1","320110306"
"0","3","13","67","502011303","485","1","2","320110306"
"0","1","43.5","11","0","486","0.65","3","320110306"
"0","2","-98","50","502011306","487","0.7","1","320110307"
"0","3","0","72","502011308","488","1.1","2","320110307"
"0","1","49","13","0","489","0.65","3","320110307"
"0","1","-40","30","0","490","0.75","1","320110308"
"0","1","20","50","0","491","1.2","1","320110309"
"0","1","-20","-35","0","492","1.1","1","320110310"
"0","2","-74","40","502011401","493","0.7","1","320110406"
"0","3","13","67","502011403","494","1","2","320110406"
"0","1","43.5","11","0","495","0.65","3","320110406"
"0","2","-98","50","502011406","496","0.7","1","320110407"
"0","3","0","72","502011408","497","1.1","2","320110407"
"0","1","49","13","0","498","0.65","3","320110407"
"0","1","-40","30","0","499","0.75","1","320110408"
"0","1","20","50","0","500","1.2","1","320110409"
"0","1","-20","-35","0","501","1.1","1","320110410"
"0","2","-74","40","502011501","502","0.7","1","320110506"
"0","3","13","67","502011503","503","1","2","320110506"
"0","1","43.5","11","0","504","0.65","3","320110506"
"0","2","-98","50","502011506","505","0.7","1","320110507"
"0","3","0","72","502011508","506","1.1","2","320110507"
"0","1","49","13","0","507","0.65","3","320110507"
"0","1","-40","30","0","508","0.75","1","320110508"
"0","1","20","50","0","509","1.2","1","320110509"
"0","1","-20","-35","0","510","1.1","1","320110510"
"0","2","-74","40","502012101","511","0.7","1","320120106"
"0","3","10","67","502012103","512","1","2","320120106"
"0","1","43.5","11","0","513","0.65","3","320120106"
"0","2","-98","50","502012106","514","0.7","1","320120107"
"0","3","0","72","502012108","515","1","2","320120107"
"0","1","49","13","0","516","0.65","3","320120107"
"0","1","10","30","0","517","1.2","1","320120108"
"0","1","40","40","0","518","0.9","1","320120109"
"0","1","-20","-35","0","519","1.1","1","320120110"
"0","2","-74","40","502012201","520","0.7","1","320120206"
