e044aca4b2c397e695d6e914a89633178ebeb0f754ab3476abd62df235562ab8,b0e69b11534fadf76ba5b3debb22729aff77de07836eb0c33f790026a57ef3ef,ab7e913459f3fe2c0c694c1de82ebb79d95710cc16175bd6d98ee70800705f6f,5cf181bc4eb147f926a49a70541acbbc244a45549058391c9a44c6939a0105ad,77005c2bc413a27d2b01cfd190a5ea613e4d1a2766a5cfc65e55baadef78c65f,dc417f437d37754c9ddf3b68d373d28ade23427b73856ec3e189d9d07a312ac6,4470b3b57e00d0dd7074e20fba48f5f1e6d3106a5cd63b0120a76093fd4f426e,1ec0e2c22e9ea384d72147fd5482eef3f8af68e44ee1e46f01d4e5ba74baaade,63c5ee41de0bf241213acfc3f2b6fac8257dadbf95e87d729cc1705ffd61ab53,c2530c195e1183a713a88eec1d72c4995ffb3faa0dc4b4ed8147cc782faa699e,055c70082c8f1887789e7fde7160baf4ada51ef3203bc2745737db44585620f8,c1a4d4139977eac1707151c543807b52c11569e61069d99835a0f15e6c4a063a,2b8a30ae96a91af0699000ebc411ab22733ea52ca1ae3b4e6c3997b18d59d9de,eecb3039f5bfaf66fc79b609a6767d5825e6f1b792e23d714780f99f2f5b1b90,0913717bf594da9bd35418a5c576a8b81203ca43ff7bb8d4fb2ed2858130f095,fe032950b1c4f560f4a03faf72efe311f0eaf081d5eebe8505454f63d24c9428,05450ad7f8fd859139e776ef1eafd2a21bb334ff6908a5d3c7fbea23bb9e5e09,3021d06ff59c328d98b5be74fdf28f9faa1a7a2079b7cbac37bf7d3777109619,4a3ead5ea0763a94d428d2e3f112940cac166d257ca49efa1d1966a98c45f126
"1","0","5023321","5","5023322","75","1","1","0","0","1.25","1.5","135","0","10023","-50","0","610023004",""
"1","0","0","5","5023323","25","1","2","0","0","1.25","1.5","135","0","10023","-50","0","610023005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","135","0","10023","-50","0","610023006",""
"2","0","5025321","5","5025322","0","1","1","3","600","1.25","5.5","140","0","10025","-50","610025401","610025004",""
"1","0","0","5","5025323","50","1","2","0","0","1.25","1.5","140","0","10025","-50","0","610025005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","140","0","10025","-50","0","610025006",""
"1","0","5027321","5","5027322","60","1","1","3","600","1.25","5.5","145","0","10027","-50","0","610027004",""
"2","0","0","5","5027323","0","1","2","0","600","1.25","1.5","145","0","10027","-50","610027501","610027005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","145","0","10027","-50","0","610027006",""
"2","0","5029321","5","5029322","0","1","1","3","600","1.5","5.5","145","0","10029","0","610029401","610029004",""
"1","0","0","5","5029323","60","1","2","0","0","1.5","1.5","145","0","10029","0","0","610029005",""
"1","0","0","5","0","0","1","3","0","0","1.5","1.5","145","0","10029","0","0","610029006",""
"2","0","5031321","5","5031322","0","1","1","3","600","1.25","5.5","150","0","10031","-50","610031401","610031004",""
"1","0","0","5","5031323","50","1","2","0","0","1.25","1.5","150","0","10031","-50","0","610031005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","150","0","10031","-50","0","610031006",""
"1","0","5033321","5","5033322","50","1","1","3","600","1.25","5.5","150","0","10033","-50","0","610033004",""
"2","0","0","5","5033323","0","1","2","0","600","1.25","1.5","150","0","10033","-50","610033402","610033005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","150","0","10033","-50","0","610033006",""
"1","0","5011321","5","5011322","70","1","1","0","0","1.4","1.5","90","0","10034","0","0","610034004",""
"1","0","0","5","5011323","40","1","2","0","0","1.4","1.5","90","0","10034","0","0","610034005",""
"1","0","0","5","0","0","1","3","0","0","1.4","1.5","90","0","10034","0","0","610034006",""
"2","0","5035321","5","5035322","0","1","1","3","600","2.5","5.5","155","0","10035","5","610035401","610035004",""
"2","0","0","5","5035323","0","1","2","0","600","2.5","1.5","155","0","10035","5","610035402","610035005",""
"1","0","0","5","0","0","1","3","0","0","2.5","1.5","155","0","10035","5","0","610035006",""
"1","0","5036321","5","5036322","75","1","1","3","600","0.4","5.5","155","0","10036","-50","0","610036004",""
"1","0","0","5","5036323","20","1","2","0","600","0.4","1.5","155","0","10036","-50","0","610036005",""
"1","0","0","5","0","0","1","3","0","0","0.4","1.5","155","0","10036","-50","0","610036006",""
"2","0","0","5","5012321","0","1","1","3","600","1.5","1.5","90","0","10037","-50","610037401","610037004",""
"1","0","0","5","5012322","53","1","2","0","0","1.5","1.5","90","0","10037","-50","0","610037005",""
"1","0","0","5","0","0","1","3","0","0","1.5","1.5","90","0","10037","-50","0","610037006",""
"2","0","5038321","5","5038322","0","1","1","3","600","1.8","5.5","155","0","10038","-20","610038401","610038004",""
"1","0","0","5","5038323","55","1","2","0","0","2","1.5","155","0","10038","-20","0","610038005","310700_detail_idle"
"1","0","0","5","0","0","1","3","0","0","1.8","1.5","155","0","10038","-20","0","610038006",""
"2","0","0","5","5013321","0","1","1","3","600","0.9","1.5","90","0","10039","50","610039401","610039004",""
"1","0","0","5","5013322","50","1","2","0","0","1","1.5","90","0","10039","84","0","610039005",""
"1","0","0","5","0","0","1","3","0","0","1","1.5","90","0","10039","84","0","610039006",""
"2","0","5040321","5","5040322","0","1","1","3","600","1.5","5.5","160","0","10040","-20","610040401","610040004",""
"1","0","0","5","5040323","60","1","2","0","0","1.7","1.5","160","0","10040","-35","0","610040005",""
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","160","0","10040","-35","0","610040006",""
"2","0","0","5","5015321","0","1","1","3","600","0.9","1.5","90","0","10041","1","610041401","610041004",""
"1","0","0","5","5015322","42","1","2","0","0","1.3","1.5","90","0","10041","-50","0","610041005",""
"1","0","0","5","0","0","1","3","0","0","1.3","1.5","90","0","10041","-50","0","610041006",""
"5","6500000","5042321","5","5042322","60","1","1","0","0","1.7","5.5","160","0","10042","-20","0","610042004",""
"2","0","0","5","5042323","0","1","2","3","600","1.61","1.5","160","0","10042","-20","610042402","610042005","311100_detail_idle"
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","160","0","10042","-20","0","610042006",""
"4","200","5019321","5","5019322","0","1","1","0","0","1.25","1.5","90","0","10043","-50","610043401","610043004",""
"1","0","0","5","5019323","67","1","2","0","0","1.25","1.5","90","0","10043","-50","0","610043005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","90","0","10043","-50","0","610043006",""
"1","0","5044321","5","5044322","70","1","1","3","600","1.8","1.5","166","0","10044","-54","0","610044004",""
"1","0","0","5","5044323","30","1","2","0","0","1.8","1.5","166","0","10044","-54","0","610044005",""
"1","0","0","5","0","0","1","3","0","0","1.8","1.5","166","0","10044","-54","0","610044006",""
"1","0","5021321","5","5021322","65","1","1","0","0","1","1.5","90","0","10045","0","0","610045004",""
"3","30","0","5","5021323","0","1","2","0","0","1","1.5","90","0","10045","0","0","610045005",""
"1","0","0","5","0","0","1","3","0","0","1","1.5","90","0","10045","0","0","610045006",""
"1","0","5046321","5","5046322","30","1","1","0","0","1.7","5.5","169","0","10046","-35","0","610046004",""
"2","0","0","5","5046323","0","1","2","3","600","1.7","1.5","169","0","10046","-15","610046402","610046005",""
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","169","0","10046","-35","0","610046006",""
"1","0","5023321","5","5023322","75","1","1","0","0","1.25","1.5","90","0","10047","-50","0","610047004",""
"1","0","0","5","5023323","40","1","2","0","0","1.25","1.5","90","0","10047","-50","0","610047005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","90","0","10047","-50","0","610047006",""
"1","0","5048321","5","5048322","35","1","1","0","0","1.25","5.5","172","0","10048","-35","0","610048004",""
"2","0","0","5","5048323","0","1","2","3","600","1.25","1.5","172","0","10048","-35","610048402","610048005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","172","0","10048","-35","0","610048006",""
"2","0","5025321","5","5025322","0","1","1","3","600","1.25","5.5","90","0","10049","-50","610049401","610049004",""
"1","0","0","5","5025323","63","1","2","0","0","1.25","1.5","90","0","10049","-50","0","610049005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","90","0","10049","-50","0","610049006",""
"3","35","5050321","5","5050322","0","1","1","0","0","1.25","5.5","175","0","10050","-35","610050401","610050004",""
"1","0","0","5","5050323","75","1","2","0","0","1.25","1.5","175","0","10050","-35","0","610050005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","175","0","10050","-35","0","610050006",""
"1","0","5027321","5","5027322","80","1","1","3","600","1.25","5.5","130","0","10051","-50","0","610051004",""
"2","0","0","5","5027323","0","1","2","0","600","1.25","1.5","130","0","10051","-50","610051501","610051005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","130","0","10051","-50","0","610051006",""
"1","0","5052321","5","5052322","79","1","1","0","0","1.7","5.5","178","0","10052","-75","0","610052004",""
"1","0","0","5","5052323","36","1","2","0","0","1.7","1.5","178","0","10052","-75","0","610052005",""
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","178","0","10052","-75","0","610052006",""
"2","0","0","5","5017321","0","1","1","3","600","0.9","1.5","133","0","10053","50","610053401","610053004",""
"1","0","0","5","5017322","69","1","2","0","0","1","1.5","133","0","10053","84","0","610053005",""
"1","0","0","5","0","0","1","3","0","0","1","1.5","133","0","10053","84","0","610053006",""
"1","0","5054321","5","5054322","28","1","1","0","0","1.7","5.5","181","0","10054","-75","0","610054004",""
"2","0","0","5","5054323","0","1","2","0","600","1.3","1.5","181","0","10054","-40","610054402","610054005",""
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","181","0","10054","-75","0","610054006",""
"2","0","5029321","5","5029322","0","1","1","3","600","1.5","5.5","136","0","10055","0","610055401","610055004",""
"1","0","0","5","5029323","73","1","2","0","0","1.5","1.5","136","0","10055","0","0","610055005",""
"1","0","0","5","0","0","1","3","0","0","1.5","1.5","136","0","10055","0","0","610055006",""
"1","0","5056321","5","5056322","80","1","1","3","600","2","5.5","175","0","10056","-20","0","610056004",""
"1","0","0","5","5056323","55","1","2","0","0","2","1.5","175","0","10056","-20","0","610056005",""
"1","0","0","5","0","0","1","3","0","0","2","1.5","175","0","10056","-20","0","610056006",""
"2","0","5031321","5","5031322","0","1","1","3","600","1.25","5.5","139","0","10057","-50","610057401","610057004",""
"1","0","0","5","5031323","60","1","2","0","0","1.25","1.5","139","0","10057","-50","0","610057005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","139","0","10057","-50","0","610057006",""
"3","35","5058321","5","5058322","0","1","1","3","600","1.75","5.5","178","0","10058","5","610058401","610058004",""
"1","0","0","5","5058323","68","1","2","0","600","1.75","1.5","178","0","10058","5","0","610058005",""
"1","0","0","5","0","0","1","3","0","0","1.75","1.5","178","0","10058","5","0","610058006",""
"1","0","5059321","5","5059322","75","1","1","3","600","1.55","5.5","178","0","10059","-20","0","610059004",""
"2","0","0","5","5059323","0","1","2","0","600","1.15","1.5","178","0","10059","0","610059402","610059005",""
"1","0","0","5","0","0","1","3","0","0","1.55","1.5","178","0","10059","-20","0","610059006",""
"1","0","5033321","5","5033322","56","1","1","3","600","1.25","5.5","142","0","10060","-50","0","610060004",""
"2","0","0","5","5033323","0","1","2","0","600","1.25","1.5","142","0","10060","-50","610060402","610060005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","142","0","10060","-50","0","610060006",""
"2","0","5061321","5","5061322","0","1","1","3","600","0.83","5.5","181","0","10061","-47","610061401","610061004",""
"1","0","0","5","5061323","80","1","2","0","600","0.83","1.5","181","0","10061","-47","0","610061005",""
"1","0","0","5","0","0","1","3","0","0","0.83","1.5","181","0","10061","-47","0","610061006",""
"2","0","5035321","5","5035322","0","1","1","3","600","2.5","5.5","145","0","10062","5","610062401","610062004",""
"2","0","0","5","5035323","0","1","2","0","600","2.5","1.5","145","0","10062","5","610062402","610062005",""
"1","0","0","5","0","0","1","3","0","0","2.5","1.5","145","0","10062","5","0","610062006",""
"1","0","5036321","5","5036322","73","1","1","3","600","0.4","5.5","145","0","10063","-50","0","610063004",""
"1","0","0","5","5036323","37","1","2","0","600","0.4","1.5","145","0","10063","-50","0","610063005",""
"1","0","0","5","0","0","1","3","0","0","0.4","1.5","145","0","10063","-50","0","610063006",""
"1","0","5064321","5","5064322","67","1","1","3","600","1.25","5.5","184","0","10064","-50","0","610064004",""
"1","0","0","5","5064323","40","1","2","0","600","1.25","1.5","184","0","10064","-50","0","610064005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","184","0","10064","-50","0","610064006",""
"2","0","5038321","5","5038322","0","1","1","3","600","1.5","5.5","148","0","10065","-20","610065401","610065004",""
"1","0","0","5","5038323","67","1","2","0","0","2","1.5","148","0","10065","-20","0","610065005","310700_detail_idle"
"1","0","0","5","0","0","1","3","0","0","1.8","1.5","148","0","10065","-20","0","610065006",""
"5","9000000","5066321","5","5066322","94","1","1","3","600","1","5.5","186","0","10066","-50","610066401","610066004",""
"2","0","0","5","5066323","0","1","2","0","600","1","1.5","186","0","10066","-50","610066402","610066005",""
"1","0","0","5","0","0","1","3","0","0","1","1.5","186","0","10066","-50","0","610066006",""
"2","0","5040321","5","5040322","0","1","1","3","600","1.5","5.5","151","0","10067","-20","610067401","610067004",""
"1","0","0","5","5040323","68","1","2","0","0","1.7","1.5","151","0","10067","-35","0","610067005",""
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","151","0","10067","-35","0","610067006",""
"1","0","5068321","5","5068322","56","1","1","3","600","1.7","5.5","189","0","10068","-47","0","610068004",""
"2","0","0","5","5068323","0","1","2","0","600","1.5","1.5","189","0","10068","-47","610068402","610068005",""
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","189","0","10068","-47","0","610068006",""
"5","2400000","5042321","5","5042322","72","1","1","0","0","1.7","5.5","154","0","10069","-20","0","610069004",""
"2","0","0","5","5042323","0","1","2","3","600","1.7","1.5","154","0","10069","-20","610069402","610069005","311100_detail_idle"
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","154","0","10069","-20","0","610069006",""
"2","0","5070321","5","5070322","0","1","1","3","600","2","5.5","192","1","10070","-50","610070401","610070004",""
"2","0","0","5","5070323","0","1","2","0","600","2","1.5","192","1","10070","-50","610070402","610070005",""
"1","0","0","0","0","0","1","3","0","0","2","1.5","192","0","10070","-50","0","610070006",""
"1","0","5044321","5","5044322","72","1","1","3","600","1.8","1.5","157","0","10071","-54","0","610071004",""
"1","0","0","5","5044323","44","1","2","0","0","1.8","1.5","157","0","10071","-54","0","610071005",""
"1","0","0","5","0","0","1","3","0","0","1.8","1.5","157","0","10071","-54","0","610071006",""
"3","30","5072321","5","5072322","0","1","1","3","600","1.3","5.5","195","0","10072","-120","610072401","610072004",""
"2","0","0","5","5072323","0","1","2","0","600","1","1.5","195","0","10072","-80","610072402","610072005",""
"1","0","0","5","0","0","1","3","0","0","1.3","1.5","195","0","10072","-120","0","610072006",""
"1","0","5046321","5","5046322","60","1","1","0","0","1.7","5.5","160","0","10073","-35","0","610073004",""
"2","0","0","5","5046323","0","1","2","3","600","1.7","1.5","160","0","10073","-15","610073402","610073005",""
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","160","0","10073","-35","0","610073006",""
"2","0","5074321","5","5074322","0","1","1","3","600","1.18","5.5","198","0","10074","-30","610074401","610074004",""
"3","40","0","5","5074323","0","1","2","0","600","1.55","1.5","198","0","10074","-30","610074402","610074005",""
"1","0","0","5","0","0","1","3","0","0","1.55","1.5","198","0","10074","-45","0","610074006",""
"1","0","5048321","5","5048322","71","1","1","0","0","1.25","5.5","163","0","10075","-35","0","610075004",""
"2","0","0","5","5048323","0","1","2","3","600","1.25","1.5","163","0","10075","-35","610075402","610075005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","163","0","10075","-35","0","610075006",""
"2","0","5076321","5","5076322","0","1","1","3","600","2.2","5.5","200","0","10076","-40","610076401","610076004",""
"1","0","0","5","5076323","97","1","2","0","0","2.4","1.5","200","0","10076","-40","610076402","610076005",""
"1","0","0","5","0","0","1","3","0","0","2.4","1.5","200","0","10076","-55","0","610076006",""
"3","35","5050321","5","5050322","0","1","1","0","0","1.25","5.5","166","0","10077","-35","610077401","610077004",""
"1","0","0","5","5050323","49","1","2","0","0","1.25","1.5","166","0","10077","-35","0","610077005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","166","0","10077","-35","0","610077006",""
"1","0","5078321","5","5078322","79","1","1","0","0","1.55","1.5","203","0","10078","-45","0","610078004",""
"4","490","0","5","5078323","0","1","2","0","0","1.55","1.5","203","0","10078","-45","0","610078005",""
"1","0","0","5","0","0","1","3","0","0","1.55","1.5","203","0","10078","-45","0","610078006",""
"1","0","5052321","5","5052322","77","1","1","0","0","1.7","5.5","169","0","10079","-75","0","610079004",""
"1","0","0","5","5052323","47","1","2","0","0","1.7","1.5","169","0","10079","-75","0","610079005",""
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","169","0","10079","-75","0","610079006",""
"2","0","5080321","5","5080322","0","1","1","3","600","1.4","5.5","206","0","10080","-70","610080401","610080004",""
"1","0","0","5","5080323","67","1","2","0","0","1.5","1.5","206","0","10080","-70","610080402","610080005",""
"1","0","0","5","0","0","1","3","0","0","1.5","1.5","206","0","10080","-70","0","610080006",""
"1","0","5054321","5","5054322","48","1","1","0","0","1.7","5.5","172","0","10081","-75","0","610081004",""
"2","0","0","5","5054323","0","1","2","0","600","1.3","1.5","172","0","10081","-40","610081402","610081005",""
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","172","0","10081","-75","0","610081006",""
"3","20","5082321","5","5082322","0","1","1","3","600","2","5.5","209","0","10082","-20","610082401","610082004",""
"1","0","0","5","5082323","49","1","2","0","0","2","1.5","209","0","10082","-20","0","610082005",""
"1","0","0","5","0","0","1","3","0","0","2","1.5","209","0","10082","-20","0","610082006",""
"1","0","5056321","5","5056322","77","1","1","3","600","2","5.5","172","0","10083","-20","0","610083004",""
"1","0","0","5","5056323","45","1","2","0","0","2","1.5","172","0","10083","-20","0","610083005",""
"1","0","0","5","0","0","1","3","0","0","2","1.5","172","0","10083","-20","0","610083006",""
"2","0","5084321","5","5084322","0","1","1","3","600","1.35","5.5","212","0","10084","5","610084401","610084004",""
"3","10","0","5","5084323","0","1","2","0","600","1.35","1.5","212","0","10084","5","0","610084005",""
"1","0","0","5","0","0","1","3","0","0","1.35","1.5","212","0","10084","5","0","610084006",""
"2","0","5085321","5","5085322","0","1","1","3","600","0.95","5.5","212","0","10085","-20","610085401","610085004",""
"1","0","0","5","5085323","75","1","2","0","600","1.2","1.5","212","0","10085","-20","0","610085005",""
"1","0","0","5","0","0","1","3","0","0","1.2","1.5","212","0","10085","-20","0","610085006",""
"3","20","5058321","5","5058322","0","1","1","3","600","1.75","5.5","172","0","10086","5","610086401","610086004",""
"1","0","0","5","5058323","70","1","2","0","600","1.75","1.5","172","0","10086","5","0","610086005",""
"1","0","0","5","0","0","1","3","0","0","1.75","1.5","172","0","10086","5","0","610086006",""
"1","0","5059321","5","5059322","71","1","1","3","600","1.55","5.5","172","0","10087","-20","0","610087004",""
"2","0","0","5","5059323","0","1","2","0","600","1.15","1.5","172","0","10087","0","610087402","610087005",""
"1","0","0","5","0","0","1","3","0","0","1.55","1.5","172","0","10087","-20","0","610087006",""
"3","15","5088321","5","5088322","0","1","1","3","600","1.4","5.5","215","0","10088","-70","610088401","610088004",""
"1","0","0","5","5088323","75","1","2","0","0","1.5","1.5","215","0","10088","-70","610088402","610088005",""
"1","0","0","5","0","0","1","3","0","0","1.5","1.5","215","0","10088","-70","0","610088006",""
"2","0","5061321","5","5061322","0","1","1","3","600","0.83","5.5","172","0","10089","-47","610089401","610089004",""
"1","0","0","5","5061323","60","1","2","0","600","0.83","1.5","172","0","10089","-47","0","610089005",""
"1","0","0","5","0","0","1","3","0","0","0.83","1.5","172","0","10089","-47","0","610089006",""
"1","0","5090321","5","5090322","78","1","1","3","600","1.18","5.5","218","0","10090","-45","0","610090004",""
"4","550","0","5","5090323","0","1","2","0","0","1.18","1.5","218","0","10090","-45","0","610090005",""
"1","0","0","5","0","0","1","3","0","0","1.18","1.5","218","0","10090","-45","0","610090006",""
"1","0","5064321","5","5064322","76","1","1","3","600","1.25","5.5","172","0","10091","-50","0","610091004",""
"1","0","0","5","5064323","50","1","2","0","600","1.25","1.5","172","0","10091","-50","0","610091005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","172","0","10091","-50","0","610091006",""
"1","0","5092321","5","5092322","60","1","1","3","600","1.4","5.5","220","0","10092","-50","0","610092004",""
"2","0","0","5","5092323","0","1","2","0","600","1.15","1.5","220","0","10092","-20","610092402","610092005",""
"1","0","0","5","0","0","1","3","0","0","1.4","1.5","220","0","10092","-50","0","610092006",""
"5","2500000","5066321","5","5066322","75","1","1","3","600","1","5.5","172","0","10093","-50","610093401","610093004",""
"2","0","0","5","5066323","0","1","2","0","600","1","1.5","172","0","10093","-50","610093402","610093005",""
"1","0","0","5","0","0","1","3","0","0","1","1.5","172","0","10093","-50","0","610093006",""
"3","10","5094321","5","5094322","0","1","1","3","600","2.2","5.5","223","0","10094","-50","610094401","610094004",""
"1","0","0","5","5094323","84","1","2","0","0","2.2","1.5","223","0","10094","-50","0","610094005",""
"1","0","0","5","0","0","1","3","0","0","2.2","1.5","223","0","10094","-50","0","610094006",""
"1","0","5068321","5","5068322","66","1","1","3","600","1.7","5.5","172","0","10095","-47","0","610095004",""
"2","0","0","5","5068323","0","1","2","0","600","1.5","1.5","172","0","10095","-47","610095402","610095005",""
"1","0","0","5","0","0","1","3","0","0","1.7","1.5","172","0","10095","-47","0","610095006",""
"1","0","5096321","5","5096322","76","1","1","3","600","1.3","5.5","226","0","10096","-120","0","610096004",""
"2","0","0","5","5096323","0","1","2","0","600","1","1.5","226","0","10096","-80","610096402","610096005",""
"1","0","0","5","0","0","1","3","0","0","1.3","1.5","226","0","10096","-120","0","610096006",""
"2","0","5070321","5","5070322","0","1","1","3","600","2","5.5","172","1","10097","-50","610097401","610097004",""
"2","0","0","5","5070323","0","1","2","0","600","2","1.5","172","1","10097","-50","610097402","610097005",""
"1","0","0","0","0","0","1","3","0","0","2","1.5","172","0","10097","-50","0","610097006",""
"2","0","5098321","5","5098322","0","1","1","3","600","1.3","5.5","229","0","10098","-120","610098401","610098004",""
"2","0","0","5","5098323","0","1","2","0","600","1.1","1.5","229","0","10098","-80","610098402","610098005",""
"1","0","0","5","0","0","1","3","0","0","1.3","1.5","229","0","10098","-85","0","610098006",""
"3","25","5072321","5","5072322","0","1","1","3","600","1.3","5.5","172","0","10099","-100","610099401","610099004",""
"2","0","0","5","5072323","0","1","2","0","600","1","1.5","172","0","10099","-80","610099402","610099005",""
"1","0","0","5","0","0","1","3","0","0","1.3","1.5","172","0","10099","-120","0","610099006",""
"2","0","5100321","5","5100322","0","1","1","3","600","1.1","5.5","232","0","10100","-50","610100401","610100004",""
"1","0","0","5","5100323","70","1","2","0","600","1.5","1.5","232","0","10100","-70","0","610100005",""
"1","0","0","5","0","0","1","3","0","0","1.5","1.5","232","0","10100","-70","610100110","610100006",""
"2","0","5074321","5","5074322","0","1","1","3","600","1.18","5.5","175","0","10101","-30","610101401","610101004",""
"3","25","0","5","5074323","0","1","2","0","600","1.55","1.5","175","0","10101","-30","610101402","610101005",""
"1","0","0","5","0","0","1","3","0","0","1.55","1.5","175","0","10101","-45","0","610101006",""
"1","0","5102321","5","5102322","32","1","1","3","600","1.25","5.5","235","0","10102","-85","0","610102004",""
"2","0","0","5","5102323","0","1","2","0","600","1.1","1.5","235","0","10102","-80","610102402","610102005",""
"1","0","0","5","0","0","1","3","0","0","1.25","1.5","235","0","10102","-85","0","610102006",""
"2","0","5076321","5","5076322","0","1","1","3","600","2.2","5.5","178","0","10103","-40","610103401","610103004",""
"1","0","0","5","5076323","97","1","2","0","0","2.4","1.5","178","0","10103","-40","610103402","610103005",""
