39fa8e59b7f527efdf2795c0b65518ff5578a4cafdf14e637368aab305301d5c,c41a770c89c23900383e3c17c0c7224567c57c08bb63987e1fb446e117c108b1,8fd8bb922f93037375df14af6c82bcb7f300a2caee96c0ed7c8379836e5a9056,24209f8a39680cdbfaffdf96b978b454d9d0bc66c7c8ea1cee80d41d7bb249d1,eed12c2729c82012523cb9abb4fee2c72c3d838f3a449176490b77f4e44ed049,1787a78cf04db658b0748f69c1792428a6d38b371c909c266f5b5883e98e6faa,2fa1fdc3b51e5371c3753e23b673bc51ba50465ee23960c81c954144180bbf17
"10401","2","7","ツムギのブロマイド。厳選セレクトされた愛らしい表情を眺めれ\nば、ツムギへの熱い思いがいっそう高まること間違いなし。","1.0875","0.675","ツムギのブロマイド"
"10402","2","7","ツムギのサマー衣装のブロマイド。熱い夏を感じさせる、まぶしく\nて魅力的な姿を収めた素晴らしい姿を眺めて、彼女と共に最高の夏\nを。","1.0875","0.675","ツムギのサマーブロマイド"
"10403","2","7","ツムギのハロウィン衣装のブロマイドセット。ハロウィンの時しか\n見られない貴重なショットの数々。甘いお菓子と悪戯、どっちも\n魅力的。ハッピーハロウィン！","1.0875","0.675","ツムギのハロウィンブロマイド"
"10404","2","7","ノゾミのブロマイド。厳選セレクトされた愛らしい表情を眺めれ\nば、ノゾミへの熱い思いがいっそう高まること間違いなし。","1.0875","0.675","ノゾミのブロマイド"
"10405","2","7","ノゾミのサマー衣装のブロマイド。熱い夏を感じさせる、まぶしく\nて魅力的な姿を収めた素晴らしい姿を眺めて、彼女と共に最高の夏\nを。","1.0875","0.675","ノゾミのサマーブロマイド"
"10406","2","7","ノゾミのクリスマス衣装のブロマイド。クリスマスシーズンしか\n見られない貴重な姿は、カルミナファンへの最高のプレゼント。","1.0875","0.675","ノゾミのクリスマスブロマイド"
"10407","2","7","チカのブロマイド。厳選セレクトされた愛らしい表情を眺めれ\nば、チカへの熱い思いがいっそう高まること間違いなし。","1.0875","0.675","チカのブロマイド"
"10408","2","7","チカのサマー衣装のブロマイド。熱い夏を感じさせる、まぶしく\nて魅力的な姿を収めた素晴らしい姿を眺めて、彼女と共に最高の夏\nを。","1.0875","0.675","チカのサマーブロマイド"
"10409","2","7","チカのクリスマス衣装のブロマイド。クリスマスシーズンしか\n見られない貴重な姿は、カルミナファンへの最高のプレゼント。","1.0875","0.675","チカのクリスマスブロマイド"
"10501","3","8","ツムギのネーム入りリストバンド。入退場券の代わりとして肌身\n離さず身につけよう！","0.665625","1.0125","ツムギのリストバンド"
"10502","3","8","ノゾミのネーム入りリストバンド。入退場券の代わりとして肌身\n離さず身につけよう！","0.665625","1.0125","ノゾミのリストバンド"
"10503","3","8","チカのネーム入りリストバンド。入退場券の代わりとして肌身\n離さず身につけよう！","0.665625","1.0125","チカのリストバンド"
"10601","3","10","ツムギの華麗な姿を収めた大型ポスター。部屋に貼っておけば、\nいつでもあなただけに向けた彼女の笑顔をひとり占め。今日も明日\nも頑張ろう！","0.365234375","0.470703125","ツムギのポスター"
"10602","3","10","ノゾミの華麗な姿を収めた大型ポスター。部屋に貼っておけば、\nいつでもあなただけに向けた彼女の笑顔をひとり占め。今日も明日\nも頑張ろう！","0.365234375","0.470703125","ノゾミのポスター"
"10603","3","11","チカの華麗な姿を収めた大型ポスター。部屋に貼っておけば、\nいつでもあなただけに向けた彼女の笑顔をひとり占め。今日も明日\nも頑張ろう！","0.365234375","0.470703125","チカのポスター"
"10604","3","11","メンバー３人が写った大迫力の大型ポスター。部屋に貼っておけば\nおはようからおやすみまで、いつでも彼女たちの笑顔に会える。\n今日も明日も頑張ろう！","0.365234375","0.470703125","カルミナのポスター"
"10701","3","8","イベント会場でのみ入手できるサマーライブ限定デザインの会員\nカード。会場でしか手に入らないためプレミア度高め。真のファン\nならぜひともゲットしたい。","0.953125","0.53125","会場限定会員カード"
"10801","2","12","ツムギのパーソナルカラーで彩られたサマーライブデザインの\nマフラータオル。ライブの汗で濡れた肌を拭くことはもちろん、\n応援グッズとして使うことも可能。","0.443359375","0.4609375","ツムギのマフラータオル"
"10802","2","12","ノゾミのパーソナルカラーで彩られたサマーライブデザインの\nマフラータオル。ライブの汗で濡れた肌を拭くことはもちろん、\n応援グッズとして使うことも可能。","0.443359375","0.4609375","ノゾミのマフラータオル"
"10803","2","13","チカのパーソナルカラーで彩られたサマーライブデザインの\nマフラータオル。ライブの汗で濡れた肌を拭くことはもちろん、\n応援グッズとして使うことも可能。","0.443359375","0.4609375","チカのマフラータオル"
"10804","2","13","カルミナのサマーライブデザインのマフラータオル。汎用性の高い\n定番アイテム。ライブの汗で濡れた肌を拭くことはもちろん、応援\nグッズとして使うことも可能。","0.443359375","0.4609375","カルミナのマフラータオル"
"10901","1","9","ツムギの公式応援うちわ。推しへの全力アピールに最適な一品。\nライブ会場での熱狂のお供に！","0.33046875","0.459375","ツムギの応援うちわ"
"10902","1","9","ノゾミの公式応援うちわ。推しへの全力アピールに最適な一品。\nライブ会場での熱狂のお供に！","0.33046875","0.459375","ノゾミの応援うちわ"
"10903","1","9","チカの公式応援うちわ。推しへの全力アピールに最適な一品。\nライブ会場での熱狂のお供に！","0.33046875","0.459375","チカの応援うちわ"
"10904","1","9","カルミナの公式応援うちわ。シンプルなデザインのため、普段使い\nにも最適な一品。いつでもどこでも彼女たちを応援できるぞ。","0.33046875","0.459375","カルミナの応援うちわ"
"11001","1","5","飾ってよし、貼ってよしのかわいいステッカー。目立つところに\nぺたっと貼れば、目に入るたび笑顔になれること間違いなし！","0.671875","0.8671875","ツムギのステッカー"
"11002","1","5","飾ってよし、貼ってよしのかわいいステッカー。目立つところに\nぺたっと貼れば、目に入るたび笑顔になれること間違いなし！","0.671875","0.8671875","ノゾミのステッカー"
"11003","1","5","飾ってよし、貼ってよしのかわいいステッカー。目立つところに\nぺたっと貼れば、目に入るたび笑顔になれること間違いなし！","0.671875","0.8671875","チカのステッカー"
"11101","1","5","定番グッズの１つ。全種類をコンプリートするのも、同じ種類をた\nくさん集めるのもあなた次第！自分だけのコレクションを作ろう。","0.975","0.975","ツムギの缶バッジ"
"11102","1","5","定番グッズの１つ。全種類をコンプリートするのも、同じ種類をた\nくさん集めるのもあなた次第！自分だけのコレクションを作ろう。","0.975","0.975","ノゾミの缶バッジ"
"11103","1","5","定番グッズの１つ。全種類をコンプリートするのも、同じ種類をた\nくさん集めるのもあなた次第！自分だけのコレクションを作ろう。","0.975","0.975","チカの缶バッジ"
"11201","2","9","ライブで一緒に盛り上がるための必携アイテム。いろんな色に切り\n替えができ、場面や曲で使い分けることが可能。カラフルにライブ\nを盛り上げよう。","0.39453125","0.49609375","カルミナライブのペンライト"
"11301","2","8","ツムギがデザインされたマグカップ。毎日の休憩やティータイムが\nもっと楽しくなるアイテム。彼女との素敵な時間をあなたに。","0.65625","0.671875","ツムギのマグカップ"
"11302","2","8","ノゾミがデザインされたマグカップ。毎日の休憩やティータイムが\nもっと楽しくなるアイテム。彼女との素敵な時間をあなたに。","0.65625","0.671875","ノゾミのマグカップ"
"11303","2","8","チカがデザインされたマグカップ。毎日の休憩やティータイムが\nもっと楽しくなるアイテム。彼女との素敵な時間をあなたに。","0.65625","0.671875","チカのマグカップ"
"11401","1","4","思い出を振り返るアイテムと言えばこれ。サマー衣装のツムギが\n眩しいペナントは、いつでもライブの興奮とアイドルの輝きを思い\n出させてくれる。","0.984375","0.6328125","ツムギのペナント"
"11402","1","4","思い出を振り返るアイテムと言えばこれ。サマー衣装のノゾミが\n眩しいペナントは、いつでもライブの興奮とアイドルの輝きを思い\n出させてくれる。","0.984375","0.640625","ノゾミのペナント"
"11403","1","4","思い出を振り返るアイテムと言えばこれ。サマー衣装のチカが\n眩しいペナントは、いつでもライブの興奮とアイドルの輝きを思い\n出させてくれる。","0.984375","0.6328125","チカのペナント"
"11501","1","3","ポップでキュートに描かれたツムギのピンバッジ。つやつやキラキ\nラのコインのような質感が、コレクター心を刺激するアイテム。","1.21875","1.21875","ツムギのピンバッジ"
"11502","1","3","サマー衣装のツムギがかわいく描かれたピンバッジ。限定バージョ\nンのデザインはサマーライブ参加の証。夏を満喫中のツムギの表情\nが魅力的な一品。","1.21875","1.21875","ツムギのサマーピンバッジ"
"11503","1","3","ポップでキュートに描かれたノゾミのピンバッジ。つやつやキラキ\nラのコインのような質感が、コレクター心を刺激するアイテム。","1.21875","1.21875","ノゾミのピンバッジ"
"11504","1","3","サマー衣装のノゾミがかわいく描かれたピンバッジ。限定バージョ\nンのデザインはサマーライブ参加の証。夏を満喫中のノゾミの表情\nが魅力的な一品。","1.21875","1.21875","ノゾミのサマーピンバッジ"
"11505","1","3","ポップでキュートに描かれたチカのピンバッジ。つやつやキラキ\nラのコインのような質感が、コレクター心を刺激するアイテム。","1.21875","1.21875","チカのピンバッジ"
"11506","1","3","サマー衣装のチカがかわいく描かれたピンバッジ。限定バージョ\nンのデザインはサマーライブ参加の証。夏を満喫中のチカの表情\nが魅力的な一品。","1.21875","1.21875","チカのサマーピンバッジ"
"11601","1","6","ツムギ・オンステージ！ツムギがキャップのステージでかわいく\nポーズを決めている。どこでも好きな場所に気軽に飾ることが可\n能。","0.625","0.75","ツムギのボトルキャップ"
"11602","1","6","サマー衣装のツムギが、キャップでオンステージ！涼しげな衣装を\nまとい、熱いステージを繰り広げた彼女の勇姿を思い出すことがで\nきる。","0.625","0.75","ツムギのサマーボトルキャップ"
"11603","1","6","ノゾミ・オンステージ！ノゾミがキャップのステージでかわいく\nポーズを決めている。どこでも好きな場所に気軽に飾ることが可\n能。","0.625","0.75","ノゾミのボトルキャップ"
"11604","1","6","サマー衣装のノゾミが、キャップでオンステージ！涼しげな衣装を\nまとい、熱いステージを繰り広げた彼女の勇姿を思い出すことがで\nきる。","0.625","0.75","ノゾミのサマーボトルキャップ"
"11605","1","6","チカ・オンステージ！チカがキャップのステージでかわいく\nポーズを決めている。どこでも好きな場所に気軽に飾ることが可\n能。","0.625","0.75","チカのボトルキャップ"
"11606","1","6","サマー衣装のチカが、キャップでオンステージ！涼しげな衣装を\nまとい、熱いステージを繰り広げた彼女の勇姿を思い出すことがで\nきる。","0.625","0.75","チカのサマーボトルキャップ"
"11701","1","4","ツムギのキーホルダーサイズのタペストリー。どこにでも飾れる\nうえに、身につけてお出掛けもできてしまう万能な一品。","0.890625","0.8828125","ツムギのミニタペストリー"
"11702","1","4","ノゾミのキーホルダーサイズのタペストリー。どこにでも飾れる\nうえに、身につけてお出掛けもできてしまう万能な一品。","0.890625","0.8828125","ノゾミのミニタペストリー"
"11703","1","4","チカのキーホルダーサイズのタペストリー。どこにでも飾れる\nうえに、身につけてお出掛けもできてしまう万能な一品。","0.890625","0.8828125","チカのミニタペストリー"
