9aae2c7bb3a498d5ac0d88fe12970e44202f00b1f837c6f51667b44c0b2da138,a30c3a5f30e426208bf9b6f186a5f34f2e318138586d2a7cea8debc648d68a3d,2095bac3378b7498e8df396a28149c0f8aa4fa24f7ba31bca75781753c5d59f2,7cf1e098aeb5696d43877310a5a7d6ae2a6a31c43b141b30dc11708f135de8ea,15ba85e7c540d63a90511ded0adab24d5c36d7a6133cc91db848433e70678a2a,54b1c1de745f0e4df482e153c4a1fe2240666d1dc164f18c9934df23bbf4e41f,ca36debef336db99d979cf31ac92dd083c79fe279275312deb384828b7b522a0,87a5daf4124d86d298d73f2c0050ab2d3c9fb7594818f393ccdff18ce669202c,455400f12309b41f15232dcf44a096510f088bc20f25184e9f5c9c43874aa89d,a0372378f9276c22f27fe52e51b8f6e3fb6642bf2f8be1fa5a57435396477d2e,a214f6f3c588c3834efd58f29a1cf52df724b21042e28263b12d1bb7676590ab,20aab9de80df99bd65803fc5ee13563e624083dd543cbfc79446a021d4190dec,27a096c21cae228860e6fc357fcc695acb25ebff35e3cb80b0945e455afb6b59,67bf0244f428e96054d581a728eb1020188bfe42b1af1381b4c928abcf978c9f,858ab378c469f91953c99beb62ec5521c85d156ac590c9330d21bf5ea72f45db,107344fdc05d23efac2d0a1603326fcc126efa22c7888cdbe10ee7f9c7dc336d,ec5cf929d67a4fddd19ef065be8844136fe2565e4829455f00743d359d35770d,962a55b2207e588f8f10ddccfe75b741df95d7b68363bdafc0a047ad1917a740,a396f5b3af8dc7a5f80fd2668cfcf4571b80fcee1afb0253d07163c39249c561,36ac200b7c908c5166d355979719e71451276364028c118a715f2b5b5f4a5653,515b73374473681b9537ae732c554011874621945ecb3806161d8321852a8ff6,60b9e7927a2a4ddc3a3298d23085396c0f2e0b79942a472367970e14f4577ab9,11f96b8c13bcbf748da8249a7c6c82e917479f71932c0f00b65be69b146b2c11,c19b5f7dd80ec5fb9b3641709db5a88e8b3a3bd2916e8e9f39e717ae65e9c8fe,50997161eb252bba9b674454068aafc1de5a59fc574fa487fc2cdfd583c6c975
"伝説との邂逅","0","31010","0","0","2030/04/24 14:59:59","0","ヴァンパイアハンターwithイリヤ 第5話","20","5003","2018/05/31 12:00:00","0","0","0","5003004","0","0","8","0","1","91002","0","2","1","5003005"
"ディア・ヴァンパイア","0","31017","0","0","2030/04/24 14:59:59","0","ヴァンパイアハンターwithイリヤ 第6話","20","5003","2018/05/31 12:00:00","0","1","55003006","5003005","0","0","8","0","1","91002","0","2","1","5003006"
"みんなでうどんパーティを","0","31010","0","0","2030/04/24 14:59:59","0","ヴァンパイアハンターwithイリヤ エンディング","20","5003","2018/05/31 12:00:00","0","0","0","5003006","0","0","8","0","1","91002","0","2","1","5003007"
"『魅惑の南国ツアー』へ！","0","31028","0","0","2030/12/31 14:59:59","0","デンジャラスバカンス！渚のグルメプリンセス オープニング","20","5004","2018/06/30 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5004000"
"真夏の失踪事件","0","31076","0","0","2030/12/31 14:59:59","0","デンジャラスバカンス！渚のグルメプリンセス 第1話","20","5004","2018/06/30 12:00:00","0","0","0","5004000","0","0","8","0","1","91002","0","2","1","5004001"
"その時、メイドは見た！","0","31028","0","0","2030/12/31 14:59:59","0","デンジャラスバカンス！渚のグルメプリンセス 第2話","20","5004","2018/06/30 12:00:00","0","0","0","5004001","0","0","8","0","1","91002","0","2","1","5004002"
"渚の作戦会議","0","31076","0","0","2030/12/31 14:59:59","0","デンジャラスバカンス！渚のグルメプリンセス 第3話","20","5004","2018/06/30 12:00:00","0","0","0","5004002","0","0","8","0","1","91002","0","2","1","5004003"
"救出のダイビング","0","31028","0","0","2030/12/31 14:59:59","0","デンジャラスバカンス！渚のグルメプリンセス 第4話","20","5004","2018/06/30 12:00:00","0","0","0","5004003","0","0","8","0","1","91002","0","2","1","5004004"
"謎めいた海底遺跡","0","31076","0","0","2030/12/31 14:59:59","0","デンジャラスバカンス！渚のグルメプリンセス 第5話","20","5004","2018/06/30 12:00:00","0","1","55004005","5004004","0","0","8","0","1","91002","0","2","1","5004005"
"オペレーション美食殿","0","31028","0","0","2030/12/31 14:59:59","0","デンジャラスバカンス！渚のグルメプリンセス 第6話","20","5004","2018/06/30 12:00:00","0","0","0","5004005","0","0","8","0","1","91002","0","2","1","5004006"
"開催、幸腹バーベキュー！","0","31076","0","0","2030/12/31 14:59:59","0","デンジャラスバカンス！渚のグルメプリンセス エンディング","20","5004","2018/06/30 12:00:00","0","0","0","5004006","0","0","8","0","1","91002","0","2","1","5004007"
"願い事が叶う島","0","31032","0","0","2030/12/31 14:59:59","0","タマキとミフユの無人島０ルピ生活 オープニング","20","5005","2018/07/31 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5005000"
"脱出不能の無人島","0","31080","0","0","2030/12/31 14:59:59","0","タマキとミフユの無人島０ルピ生活 第1話","20","5005","2018/07/31 12:00:00","0","0","0","5005000","0","0","8","0","1","91002","0","2","1","5005001"
"魅惑のドリームスペース","0","31032","0","0","2030/12/31 14:59:59","0","タマキとミフユの無人島０ルピ生活 第2話","20","5005","2018/07/31 12:00:00","0","0","0","5005001","0","0","8","0","1","91002","0","2","1","5005002"
"欲深き楽園生活","0","31080","0","0","2030/12/31 14:59:59","0","タマキとミフユの無人島０ルピ生活 第3話","20","5005","2018/07/31 12:00:00","0","0","0","5005002","0","0","8","0","1","91002","0","2","1","5005003"
"楽園の真実","0","31032","0","0","2030/12/31 14:59:59","0","タマキとミフユの無人島０ルピ生活 第4話","20","5005","2018/07/31 12:00:00","0","0","0","5005003","0","0","8","0","1","91002","0","2","1","5005004"
"楽園の終幕","0","31080","0","0","2030/12/31 14:59:59","0","タマキとミフユの無人島０ルピ生活 第5話","20","5005","2018/07/31 12:00:00","0","0","0","5005004","0","0","8","0","1","91002","0","2","1","5005005"
"対決！　島クジラ","0","31032","0","0","2030/12/31 14:59:59","0","タマキとミフユの無人島０ルピ生活 第6話","20","5005","2018/07/31 12:00:00","0","1","55005006","5005005","0","0","8","0","1","91002","0","2","1","5005006"
"カムバック夢の島！？","0","31080","0","0","2030/12/31 14:59:59","0","タマキとミフユの無人島０ルピ生活 エンディング","20","5005","2018/07/31 12:00:00","0","0","0","5005006","0","0","8","0","1","91002","0","2","1","5005007"
"団長の孤独","0","31034","0","0","2030/12/31 14:59:59","0","黒鉄の亡霊（ナイトメア） オープニング","20","5006","2018/08/31 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5006000"
"消えない遺恨","0","31047","0","0","2030/12/31 14:59:59","0","黒鉄の亡霊（ナイトメア） 第1話","20","5006","2018/08/31 12:00:00","0","0","0","5006000","0","0","8","0","1","91002","0","2","1","5006001"
"疑心暗鬼","0","31034","0","0","2030/12/31 14:59:59","0","黒鉄の亡霊（ナイトメア） 第2話","20","5006","2018/08/31 12:00:00","0","0","0","5006001","0","0","8","0","1","91002","0","2","1","5006002"
"彷徨える甲冑","0","31047","0","0","2030/12/31 14:59:59","0","黒鉄の亡霊（ナイトメア） 第3話","20","5006","2018/08/31 12:00:00","0","0","0","5006002","0","0","8","0","1","91002","0","2","1","5006003"
"放たれた悪夢","0","31034","0","0","2030/12/31 14:59:59","0","黒鉄の亡霊（ナイトメア） 第4話","20","5006","2018/08/31 12:00:00","0","0","0","5006003","0","0","8","0","1","91002","0","2","1","5006004"
"獣人街の暴動","0","31047","0","0","2030/12/31 14:59:59","0","黒鉄の亡霊（ナイトメア） 第5話","20","5006","2018/08/31 12:00:00","0","0","0","5006004","0","0","8","0","1","91002","0","2","1","5006005"
"正義の在り方","0","31034","0","0","2030/12/31 14:59:59","0","黒鉄の亡霊（ナイトメア） 第6話","20","5006","2018/08/31 12:00:00","0","0","0","5006005","0","0","8","0","1","91002","0","2","1","5006006"
"そんな未来の話","0","31047","0","0","2030/12/31 14:59:59","0","黒鉄の亡霊（ナイトメア） エンディング","20","5006","2018/08/31 12:00:00","0","0","0","5006006","0","0","8","0","1","91002","0","2","1","5006007"
"長い夜のはじまり","0","31022","0","0","2030/12/31 14:59:59","0","トリックオアプリン！約束のハロウィンパーティー オープニング","20","5007","2018/09/30 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5007000"
"オイラはジャック！","0","31082","0","0","2030/12/31 14:59:59","0","トリックオアプリン！約束のハロウィンパーティー 第1話","20","5007","2018/09/30 12:00:00","0","0","0","5007000","0","0","8","0","1","91002","0","2","1","5007001"
"新たなる憑代","0","31022","0","0","2030/12/31 14:59:59","0","トリックオアプリン！約束のハロウィンパーティー 第2話","20","5007","2018/09/30 12:00:00","0","0","0","5007001","0","0","8","0","1","91002","0","2","1","5007002"
"秘密の日記","0","31082","0","0","2030/12/31 14:59:59","0","トリックオアプリン！約束のハロウィンパーティー 第3話","20","5007","2018/09/30 12:00:00","0","0","0","5007002","0","0","8","0","1","91002","0","2","1","5007003"
"入魂！　シノブ奪還作戦","0","31022","0","0","2030/12/31 14:59:59","0","トリックオアプリン！約束のハロウィンパーティー 第4話","20","5007","2018/09/30 12:00:00","0","0","0","5007003","0","0","8","0","1","91002","0","2","1","5007004"
"究極の選択","0","31082","0","0","2030/12/31 14:59:59","0","トリックオアプリン！約束のハロウィンパーティー 第5話","20","5007","2018/09/30 12:00:00","0","0","0","5007004","0","0","8","0","1","91002","0","2","1","5007005"
"本当のハロウィンナイト","0","31022","0","0","2030/12/31 14:59:59","0","トリックオアプリン！約束のハロウィンパーティー 第6話","20","5007","2018/09/30 12:00:00","0","0","0","5007005","0","0","8","0","1","91002","0","2","1","5007006"
"大好きに囲まれて","0","31082","0","0","2030/12/31 14:59:59","0","トリックオアプリン！約束のハロウィンパーティー エンディング","20","5007","2018/09/30 12:00:00","0","0","0","5007006","0","0","8","0","1","91002","0","2","1","5007007"
"嵐を呼ぶ旅路","0","31051","0","0","2030/12/31 14:59:59","0","トワイライトブレイカーズ オープニング","20","5008","2018/10/31 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5008000"
"絶望が統べる村","0","31009","0","0","2030/12/31 14:59:59","0","トワイライトブレイカーズ 第1話","20","5008","2018/10/31 12:00:00","0","0","0","5008000","0","0","8","0","1","91002","0","2","1","5008001"
"疑念渦巻く洞窟","0","31051","0","0","2030/12/31 14:59:59","0","トワイライトブレイカーズ 第2話","20","5008","2018/10/31 12:00:00","0","0","0","5008001","0","0","8","0","1","91002","0","2","1","5008002"
"うまい話には裏がある","0","31009","0","0","2030/12/31 14:59:59","0","トワイライトブレイカーズ 第3話","20","5008","2018/10/31 12:00:00","0","0","0","5008002","0","0","8","0","1","91002","0","2","1","5008003"
"悪党たちの陰謀","0","31051","0","0","2030/12/31 14:59:59","0","トワイライトブレイカーズ 第4話","20","5008","2018/10/31 12:00:00","0","0","0","5008003","0","0","8","0","1","91002","0","2","1","5008004"
"反撃の狼煙","0","31009","0","0","2030/12/31 14:59:59","0","トワイライトブレイカーズ 第5話","20","5008","2018/10/31 12:00:00","0","0","0","5008004","0","0","8","0","1","91002","0","2","1","5008005"
"巨大兵器と復讐の刃","0","31051","0","0","2030/12/31 14:59:59","0","トワイライトブレイカーズ 第6話","20","5008","2018/10/31 12:00:00","0","0","0","5008005","0","0","8","0","1","91002","0","2","1","5008006"
"続く旅路はどこまでも","0","31009","0","0","2030/12/31 14:59:59","0","トワイライトブレイカーズ エンディング","20","5008","2018/10/31 12:00:00","0","0","0","5008006","0","0","8","0","1","91002","0","2","1","5008007"
"冬空の嘆歌","0","31029","0","0","2030/12/31 14:59:59","0","忘却のキャロル オープニング","20","5009","2018/11/30 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5009000"
"眠れるディーヴァ","0","31085","0","0","2030/12/31 14:59:59","0","忘却のキャロル 第1話","20","5009","2018/11/30 12:00:00","0","0","0","5009000","0","0","8","0","1","91002","0","2","1","5009001"
"ケモノの饗宴","0","31029","0","0","2030/12/31 14:59:59","0","忘却のキャロル 第2話","20","5009","2018/11/30 12:00:00","0","0","0","5009001","0","0","8","0","1","91002","0","2","1","5009002"
"歌に綴られた想い","0","31085","0","0","2030/12/31 14:59:59","0","忘却のキャロル 第3話","20","5009","2018/11/30 12:00:00","0","0","0","5009002","0","0","8","0","1","91002","0","2","1","5009003"
"想いの歌は家族と共に","0","31029","0","0","2030/12/31 14:59:59","0","忘却のキャロル 第4話","20","5009","2018/11/30 12:00:00","0","0","0","5009003","0","0","8","0","1","91002","0","2","1","5009004"
"記憶の大精霊フォギー","0","31085","0","0","2030/12/31 14:59:59","0","忘却のキャロル 第5話","20","5009","2018/11/30 12:00:00","0","0","0","5009004","0","0","8","0","1","91002","0","2","1","5009005"
"追憶のプレシャスメモリー","0","31029","0","0","2030/12/31 14:59:59","0","忘却のキャロル 第6話","20","5009","2018/11/30 12:00:00","0","0","0","5009005","0","0","8","0","1","91002","0","2","1","5009006"
"聖夜のカルミナ・キャロル","0","31085","0","0","2030/12/31 14:59:59","0","忘却のキャロル エンディング","20","5009","2018/11/30 12:00:00","0","0","0","5009006","0","0","8","0","1","91002","0","2","1","5009007"
"年の瀬の約束","0","31002","0","0","2030/12/31 14:59:59","0","新春トゥインクルクライシス！ オープニング","20","5010","2018/12/31 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5010000"
"今年最後の思い出づくり","0","31089","0","0","2030/12/31 14:59:59","0","新春トゥインクルクライシス！ 第1話","20","5010","2018/12/31 12:00:00","0","0","0","5010000","0","0","8","0","1","91002","0","2","1","5010001"
"願いの呼び声","0","31002","0","0","2030/12/31 14:59:59","0","新春トゥインクルクライシス！ 第2話","20","5010","2018/12/31 12:00:00","0","0","0","5010001","0","0","8","0","1","91002","0","2","1","5010002"
"願ってもない願い？","0","31089","0","0","2030/12/31 14:59:59","0","新春トゥインクルクライシス！ 第3話","20","5010","2018/12/31 12:00:00","0","0","0","5010002","0","0","8","0","1","91002","0","2","1","5010003"
"粉骨砕身の浄化","0","31002","0","0","2030/12/31 14:59:59","0","新春トゥインクルクライシス！ 第4話","20","5010","2018/12/31 12:00:00","0","0","0","5010003","0","0","8","0","1","91002","0","2","1","5010004"
"積み重ねたい思い出","0","31089","0","0","2030/12/31 14:59:59","0","新春トゥインクルクライシス！ 第5話","20","5010","2018/12/31 12:00:00","0","0","0","5010004","0","0","8","0","1","91002","0","2","1","5010005"
"めぐりめぐる絆","0","31002","0","0","2030/12/31 14:59:59","0","新春トゥインクルクライシス！ 第6話","20","5010","2018/12/31 12:00:00","0","0","0","5010005","0","0","8","0","1","91002","0","2","1","5010006"
"新しい願いの始まり","0","31089","0","0","2030/12/31 14:59:59","0","新春トゥインクルクライシス！ エンディング","20","5010","2018/12/31 12:00:00","0","0","0","5010006","0","0","8","0","1","91002","0","2","1","5010007"
"新年演出","0","0","0","0","2030/12/31 14:59:59","0","新年演出","0","5010","2018/12/31 12:00:00","0","0","0","0","0","0","0","8","0","0","0","0","1","5010501"
"それは甘い香りと共に","0","31011","0","0","2030/12/31 14:59:59","0","バトルオブバレンタイン！ \n想いぶつかるスウィートバトル オープニング","20","5011","2019/01/31 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5011000"
"勃発、スウィートバトル！","0","31090","0","0","2030/12/31 14:59:59","0","バトルオブバレンタイン！ \n想いぶつかるスウィートバトル 第1話","20","5011","2019/01/31 12:00:00","0","0","0","5011000","0","0","8","0","1","91002","0","2","1","5011001"
"キッチンスタジアムの戦い","0","31011","0","0","2030/12/31 14:59:59","0","バトルオブバレンタイン！ \n想いぶつかるスウィートバトル 第2話","20","5011","2019/01/31 12:00:00","0","1","0","5011001","0","0","8","0","1","91002","0","2","1","5011002"
"運命香るチョコレート","0","31090","0","0","2030/12/31 14:59:59","0","バトルオブバレンタイン！ \n想いぶつかるスウィートバトル 第3話","20","5011","2019/01/31 12:00:00","0","0","0","5011002","0","0","8","0","1","91002","0","2","1","5011003"
"お姉ちゃん、胃袋を掴む","0","31011","0","0","2030/12/31 14:59:59","0","バトルオブバレンタイン！ \n想いぶつかるスウィートバトル 第4話","20","5011","2019/01/31 12:00:00","0","0","0","5011003","0","0","8","0","1","91002","0","2","1","5011004"
"芽生えた想いの花","0","31090","0","0","2030/12/31 14:59:59","0","バトルオブバレンタイン！ \n想いぶつかるスウィートバトル 第5話","20","5011","2019/01/31 12:00:00","0","1","55011005","5011004","0","0","8","0","1","91002","0","2","1","5011005"
"チョコを溶かす愛の一撃","0","31011","0","0","2030/12/31 14:59:59","0","バトルオブバレンタイン！ \n想いぶつかるスウィートバトル 第6話","20","5011","2019/01/31 12:00:00","0","1","55011006","5011005","0","0","8","0","1","91002","0","2","1","5011006"
"愛は戦いの先に","0","31090","0","0","2030/12/31 14:59:59","0","バトルオブバレンタイン！ \n想いぶつかるスウィートバトル エンディング","20","5011","2019/01/31 12:00:00","0","0","0","5011006","0","0","8","0","1","91002","0","2","1","5011007"
"レース、災難、見つめる瞳","0","31008","0","0","2030/12/31 14:59:59","0","王都の名探偵 \n嘆きの追跡者（ストーカー） オープニング","20","5012","2019/02/28 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5012000"
"身辺調査は捜査のキホン","0","31043","0","0","2030/12/31 14:59:59","0","王都の名探偵 \n嘆きの追跡者（ストーカー） 第1話","20","5012","2019/02/28 12:00:00","0","0","0","5012000","0","0","8","0","1","91002","0","2","1","5012001"
"多事多難の目撃者","0","31008","0","0","2030/12/31 14:59:59","0","王都の名探偵 \n嘆きの追跡者（ストーカー） 第2話","20","5012","2019/02/28 12:00:00","0","0","0","5012001","0","0","8","0","1","91002","0","2","1","5012002"
"愚か者のにおい","0","31043","0","0","2030/12/31 14:59:59","0","王都の名探偵 \n嘆きの追跡者（ストーカー） 第3話","20","5012","2019/02/28 12:00:00","0","0","0","5012002","0","0","8","0","1","91002","0","2","1","5012003"
"勇気の一歩","0","31008","0","0","2030/12/31 14:59:59","0","王都の名探偵 \n嘆きの追跡者（ストーカー） 第4話","20","5012","2019/02/28 12:00:00","0","0","0","5012003","0","0","8","0","1","91002","0","2","1","5012004"
"事件解決への秘策","0","31043","0","0","2030/12/31 14:59:59","0","王都の名探偵 \n嘆きの追跡者（ストーカー） 第5話","20","5012","2019/02/28 12:00:00","0","0","0","5012004","0","0","8","0","1","91002","0","2","1","5012005"
"嘆く者と救う者","0","31008","0","0","2030/12/31 14:59:59","0","王都の名探偵 \n嘆きの追跡者（ストーカー） 第6話","20","5012","2019/02/28 12:00:00","0","0","0","5012005","0","0","8","0","1","91002","0","2","1","5012006"
"事件の果てに見つけたモノ","0","31043","0","0","2030/12/31 14:59:59","0","王都の名探偵 \n嘆きの追跡者（ストーカー） エンディング","20","5012","2019/02/28 12:00:00","0","0","0","5012006","0","0","8","0","1","91002","0","2","1","5012007"
"ミスタルシアから異世界へ","0","31018","0","0","2030/12/31 14:59:59","0","アストルムに咲く双輪の華 オープニング","20","5013","2019/03/31 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5013000"
"登れ、ガストロス山！","0","31093","0","0","2030/12/31 14:59:59","0","アストルムに咲く双輪の華 第1話","20","5013","2019/03/31 12:00:00","0","0","0","5013000","0","0","8","0","1","91002","0","2","1","5013001"
"竜姫と導きの巫女","0","31018","0","0","2030/12/31 14:59:59","0","アストルムに咲く双輪の華 第2話","20","5013","2019/03/31 12:00:00","0","0","0","5013001","0","0","8","0","1","91002","0","2","1","5013002"
"ランドソル観光案内","0","31093","0","0","2030/12/31 14:59:59","0","アストルムに咲く双輪の華 第3話","20","5013","2019/03/31 12:00:00","0","0","0","5013002","0","0","8","0","1","91002","0","2","1","5013003"
"光の裂け目と世界の危機","0","31018","0","0","2030/12/31 14:59:59","0","アストルムに咲く双輪の華 第4話","20","5013","2019/03/31 12:00:00","0","0","0","5013003","0","0","8","0","1","91002","0","2","1","5013004"
"王女たちの語らい","0","31093","0","0","2030/12/31 14:59:59","0","アストルムに咲く双輪の華 第5話","20","5013","2019/03/31 12:00:00","0","0","0","5013004","0","0","8","0","1","91002","0","2","1","5013005"
"最高のコンビネーション","0","31018","0","0","2030/12/31 14:59:59","0","アストルムに咲く双輪の華 第6話","20","5013","2019/03/31 12:00:00","0","0","0","5013005","0","0","8","0","1","91002","0","2","1","5013006"
"舞い降るサクラと真の美食","0","31093","0","0","2030/12/31 14:59:59","0","アストルムに咲く双輪の華 エンディング","20","5013","2019/03/31 12:00:00","0","0","0","5013006","0","0","8","0","1","91002","0","2","1","5013007"
"いざ！　オーエドへの誘い","0","31045","0","0","2030/12/31 14:59:59","0","ショーグン道中記　白翼のサムライ オープニング","20","5015","2019/04/30 12:00:00","0","0","0","0","0","0","8","0","1","91002","0","2","1","5015000"
"艶姿白翼娘","0","31053","0","0","2030/12/31 14:59:59","0","ショーグン道中記　白翼のサムライ 第1話","20","5015","2019/04/30 12:00:00","0","1","0","5015000","0","0","8","0","1","91002","0","2","1","5015001"
