de3216e6600962eb8322b99b794d45d0567f4445659dba6081f5c9d7dc1d129e,cf70ff89a411658c76db36cc9efd683331e2bc0b30c800728b91680f9fc60aca,8cd3c74b5270accf9e6192972a8bae656f4b93342a73837106da9b6f5eeba7d3,b715e2fca8620ed9239481454797db343dfb3411f62db714a92a77cb325cfb8e,4d2da34a628243a53b11dfa3b6e2ed39e129cfe2c27d2724b572057a5a9245c0,66f4674ac1e7e1e32c0dbc6f005195cb3453e12dffd31b70d97c5d7af8fd8417,5216fa3b7cc2a2c520672f0c714afeb6aa4ad3273728629254fa4bac44977a79,5b1176a3d407d08db528f90a81bc87b06e997c777acb073a4a1b2f9a1aaef796,c7994acc2386fbdfd60f0312d5939e522d90a10b337f49945f095d9dcced40a6,6f48867a5c1313d63f4cf173d0a4181a81eeaf958472544fd9ca51cc2859a26a,d343e316b8c0acebe239fa3f98a957c8e6427eb21d39998c308ca0a113833442,589e5f548ed912c24e10d13165dbd576cb5bc786a830ae9abc4c94074483b8df,10a4ddd5d17318c3e550f358ade9c0478df57e21d8b1f333d24a4b66036d7b93
"","2018-12-19 15:00:00","テンタパス","","","36","1000","","36","-1","20","てんたぱす",""
"","2018-12-19 15:00:00","えがおのマイホーム","","A2001197334/","37","1500","","37","-1","20","えがおのまいほーむ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-02/1361483195?app=itunes"
"","2018-12-19 15:00:00","サジタリウス","","","38","1000","","38","-1","20","さじたりうす",""
"","2018-12-19 15:00:00","忘却のキャロル","","","39","1000","","39","-1","20","ぼうきゃくのきゃろる",""
"","2018-12-19 15:00:00","フォギー","","","40","1000","","40","-1","20","ふぉぎー",""
"","2018-12-19 15:00:00","Ding Dong Holy Night♪","","A2001411119/","41","1500","","41","-1","20","でぃんどんほーりーないと","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-07/1450772144?app=itunes"
"","2019-01-18 15:00:00","険しき乾荒原","","","42","1000","","42","-1","20","けわしきかんこうげん",""
"","2019-01-18 15:00:00","オルレオン","","","43","1000","","43","-1","20","おるれおん",""
"","2019-01-18 15:00:00","タマキとミフユの無人島0ルピ生活","","","44","1000","","44","-1","20","たまきとみふゆのむじんとうぜろるぴせいかつ",""
"","2019-01-18 15:00:00","島クジラ","","","45","1000","","45","-1","20","しまくじら",""
"","2019-01-18 15:00:00","キンキラ☆ハピネス！","","A2001372582/","46","1500","","46","-1","18","きんきらはぴねす","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-06/1444266694?app=itunes"
"","2019-01-18 15:00:00","新たな船出","","","47","1000","","47","-1","20","あらたなふなで",""
"","2019-01-18 15:00:00","アルゲティ","","","48","1000","","48","-1","20","あるげてぃ",""
"","2019-01-18 15:00:00","新春トゥインクルクライシス！","","","49","1000","","49","-1","20","しんしゅんとぅいんくるくらいしす",""
"","2019-01-18 15:00:00","邪餅神ガミィ","","","50","1000","","50","-1","20","じゃへいしんがみぃ",""
"","2019-01-18 15:00:00","TwinkleStars","","A2001612987/","51","1500","","51","-1","20","とぅいんくるすたーず","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-10/1483895284?app=itunes"
"","2019-02-15 15:00:00","酷熱の砂漠","","","52","1000","","52","-1","20","こくねつのさばく",""
"","2019-02-15 15:00:00","メデューサ","","","53","1000","","53","-1","20","めでゅーさ",""
"","2019-02-15 15:00:00","黒鉄の亡霊（ナイトメア）","","","54","1000","","54","-1","20","くろがねのないとめあ",""
"","2019-02-15 15:00:00","リビングメイル","","","55","1000","","55","-1","20","りびんぐめいる",""
"","2019-02-15 15:00:00","Aloofness Code","","A2001372582/","56","1500","","56","-1","20","あるーふねすこーど","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-06/1444266694?app=itunes"
"","2019-02-15 15:00:00","Absolute Secret","","A2001452543/","57","1500","","57","2008015","20","あぶそりゅーとしーくれっと","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-lost-princess-%E3%82%88%E3%81%86%E3%81%93%E3%81%9D%E7%BE%8E%E9%A3%9F%E6%AE%BF%E3%81%B8/1458052782?app=itunes"
"","2019-02-15 15:00:00","アクアリオス","","","58","1000","","58","-1","20","あくありおす",""
"","2019-02-15 15:00:00","バトルオブバレンタイン！想いぶつかるスウィートバトル","","","59","1000","","59","-1","20","ばとるおぶばれんたいんおもいぶつかるすうぃーとばとる",""
"","2019-02-15 15:00:00","アグリーラブリー","","","60","1000","","60","-1","20","あぐりーらぶりー",""
"","2019-02-15 15:00:00","SUPER CHOCOLATE","","A2001502066/","61","1500","","61","-1","20","すーぱーちょこれーと","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-08/1465192235?app=itunes"
"","2019-03-19 15:00:00","砂海の中のオアシス","","","62","1000","","62","-1","20","さかいのなかのおあしす",""
"","2019-03-19 15:00:00","不思議な森","","","63","1000","","63","-1","20","ふしぎなもり",""
"","2019-03-19 15:00:00","トルペドン","","","64","1000","","64","-1","20","とるぺどん",""
"","2019-03-19 15:00:00","王都の名探偵　嘆きの追跡者（ストーカー）","","","65","1000","","65","-1","20","おうとのめいたんていなげきのすとーかー",""
"","2019-03-19 15:00:00","嘆きの女神","","","66","1000","","66","-1","20","なげきのめがみ",""
"","2019-03-19 15:00:00","未解決な想い","","A2001552686/","67","1500","","67","-1","20","みかいけつなおもい","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-09/1474199447?app=itunes"
"","2019-04-19 15:00:00","ロボリマ来襲！王都滅亡までのカウントダウン","","","68","1000","","68","-1","20","ろぼりまらいしゅうおうとめつぼうまでのかうんとだうん",""
"","2019-04-19 15:00:00","ロボリマ","","","69","1000","","69","-1","20","ろぼりま",""
"","2019-04-19 15:00:00","ロボリマ~終焉~","","","70","1000","","70","-1","20","ろぼりましゅうえん",""
"","2019-04-19 15:00:00","アストルムに咲く双輪の華","","","71","1000","","71","-1","20","あすとるむにさくそうりんのはな",""
"","2019-04-19 15:00:00","コア・ギガース","","","72","1000","","72","-1","20","こあぎがーす",""
"","2019-04-19 15:00:00","Crossing Destiny","","","73","1500","","73","-1","20","くろっしんぐでぃすてぃにー",""
"","2019-05-17 15:00:00","岩峰に潜むもの","","","74","1000","","74","-1","20","がんほうにひそむもの",""
"","2019-05-17 15:00:00","ショーグン道中記　白翼のサムライ","","","75","1000","","75","-1","20","しょーぐんどうちゅうきはくよくのさむらい",""
"","2019-05-17 15:00:00","アクダイカン","","","76","1000","","76","-1","20","あくだいかん",""
"","2019-05-17 15:00:00","白翼のグローリエ","","A2001612987/","77","1500","","77","-1","20","はくよくのぐろーりえ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-10/1483895284?app=itunes"
"","2019-06-18 15:00:00","火山の麓","","","78","1000","","78","-1","20","かざんのふもと",""
"","2019-06-18 15:00:00","厳烈なる荒地","","","79","1000","","79","-1","20","げんれつなるあれち",""
"","2019-06-18 15:00:00","怠惰の狂人","","","80","1000","","80","-1","20","たいだのきょうじん",""
"","2019-07-18 15:00:00","鼓の音響く森","","","81","1000","","81","-1","20","つづみのおとひびくもり",""
"","2019-07-18 15:00:00","スズナレインボーステージ！","","","82","1000","","82","-1","20","すずなれいんぼーすてーじ",""
"","2019-07-18 15:00:00","雨神様","","","83","1000","","83","-1","20","あまがみさま",""
"","2019-07-18 15:00:00","背伸びFirst Kiss","","A2001629618/","84","1500","","84","-1","20","せのびふぁーすときす","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-11/1488880119?app=itunes"
"","2019-08-15 15:00:00","お兄ちゃん争奪！　シズルのお手伝い","","","85","1000","","85","-1","20","おにいちゃんそうだつしずるのおてつだい",""
"","2019-08-15 15:00:00","お兄ちゃん争奪！　エリコのお手伝い","","","86","1000","","86","-1","20","おにいちゃんそうだつえりこのおてつだい",""
"","2019-08-15 15:00:00","真夏のマホマホ王国 波打ち際のソウルサマー！","","","87","1000","","87","-1","20","まなつのまほまほおうこくなみうちぎわのそうるさまー",""
"","2019-08-15 15:00:00","マジムン","","","88","1000","","88","-1","20","まじむん",""
"","2019-08-15 15:00:00","We Are Golden","","A2001629618/","89","1500","","89","-1","20","うぃーあーごーるでん","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-11/1488880119?app=itunes"
"","2019-09-16 15:00:00","クウカ大回転","","","90","1000","","90","-1","20","くうかだいかいてん",""
"","2019-09-16 15:00:00","森の臆病者と聖なる学舎の異端児","","","91","1000","","91","-1","20","もりのぼっちとせいなるがくしゃのりせえんぬ",""
"","2019-09-16 15:00:00","オオドクマンドラゴラ","","","92","1000","","92","-1","20","おおどくまんどらごら",""
"","2019-09-16 15:00:00","なかよしセンセーション","","A2001640446/","93","1500","","93","-1","20","なかよしせんせーしょん","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-12/1491288056?app=itunes"
"","2019-10-16 15:00:00","不穏の根を踏み越えて","","","94","1000","","94","-1","20","ふおんのねをふみこえて",""
"","2019-10-16 15:00:00","カオリのマブイ式空手道場","","","95","1000","","95","-1","20","かおりのまぶいしきからてどうじょう",""
"","2019-10-16 15:00:00","リトル・ブレイブ・ハロウィンナイト！","","","96","1000","","96","-1","20","りとるぶれいぶはろうぃんないと",""
"","2019-10-16 15:00:00","ファントムバロン","","","97","1000","","97","-1","20","ふぁんとむばろん",""
"","2019-10-16 15:00:00","トリックホリック","","A2001640446/","98","1500","","98","-1","20","とりっくほりっく","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-12/1491288056?app=itunes"
"","2019-11-15 15:00:00","泥濘む森の先へ","","","94","1000","","99","-1","20","ぬかるむもりのさきへ",""
"","2019-11-15 15:00:00","大激戦！しりとりドラゴンズ","","","95","1000","","100","-1","20","だいげきせんしりとりどらごんず",""
"","2019-11-15 15:00:00","ドラゴンエクスプローラーズ","","","96","1000","","101","-1","20","どらごんえくすぷろーらーず",""
"","2019-11-15 15:00:00","ドラゴンもどき","","","97","1000","","102","-1","20","どらごんもどき",""
"","2019-11-15 15:00:00","in flames","","A2001716909/","98","1500","","103","-1","20","いんふれいむず","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-14/1509394849?app=itunes"
"","2019-12-20 15:00:00","新たなる力への試練","","","104","1000","","104","-1","20","あらたなるちからへのちょうせん",""
"","2019-12-20 15:00:00","プレゼントパニック！　ランドソルのサンタたち","","","105","1000","","105","-1","20","ぷれぜんとぱにっくらんどそるのさんたたち",""
"","2019-12-20 15:00:00","トナカイ・ヴェンデッタ","","","106","1000","","106","-1","20","となかいヴぇんでった",""
"","2019-12-20 15:00:00","Call Me Darling！","","A2001716909/","107","1500","","107","-1","20","こーるみーだーりん","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-14/1509394849?app=itunes"
"","2020-01-16 15:00:00","王都終末決戦","","","108","1000","","108","2015007","20","おうとしゅうまつけっせん",""
"","2020-01-16 15:00:00","皇帝に仕えし僕との戦い","","","109","1000","","109","2015007","20","こうていにつかえししもべとのたたかい",""
"","2020-01-16 15:00:00","神たる者との決戦","","","110","1000","","110","2015007","20","かみたるものとのけっせん",""
"","2020-01-16 15:00:00","激走！　ランドソルギルドレース","","","111","1000","","111","-1","20","げきそうらんどそるぎるどれーす",""
"","2020-01-16 15:00:00","山神様","","","112","1000","","112","-1","20","やまがみさま",""
"","2020-01-16 15:00:00","SAI＊KOUスタートダッシュ","","A2001734667/","113","1500","","113","-1","20","さいこうすたーとだっしゅ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-15/1515061876?app=itunes"
"","2020-01-16 15:00:00","大海を望んで","","","114","1000","","114","-1","20","たいかいをのぞんで",""
"","2020-02-15 15:00:00","魔法少女　二人はミスティ＆ピュアリー","","","115","1000","","115","-1","20","まほうしょうじょふたりはみすてぃあんどぴゅありー",""
"","2020-02-15 15:00:00","アンチビースト","","","116","1000","","116","-1","20","あんちびーすと",""
"","2020-02-15 15:00:00","木もれびモンタージュ","","A2001734667/","117","1500","","117","-1","20","こもれびもんたーじゅ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-15/1515061876?app=itunes"
"","2020-03-13 15:00:00","アイドルを目指して！","","","118","1000","","118","-1","20","あいどるをめざして",""
"","2020-03-13 15:00:00","思い出の足跡","","","119","1000","","119","-1","20","おもいでのあしあと",""
"","2020-03-13 15:00:00","プリンセスナイト","","","120","1000","","120","-1","20","ぷりんせすないと",""
"","2020-04-15 15:00:00","授けの財団と聖なる学舎の異端児","","","121","1000","","121","-1","20","さずけのえんじぇるとせいなるがくしゃのりせえんぬ",""
"","2020-04-15 15:00:00","なかよしＸ","","","122","1000","","122","-1","20","なかよしえっくす",""
"","2020-04-15 15:00:00","青春スピナー","","A2001772609/","123","1500","","123","-1","20","せいしゅんすぴなー","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-16/1518961426?app=itunes"
"","2020-04-15 15:00:00","密林の影に待つは","","","124","1000","","124","-1","20","みつりんのかげにまつは",""
"","2020-04-15 15:00:00","Mirage Game","","A2001693583/","125","1500","","125","2101001","20","みらーじゅげーむ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-13-ep/1503292819?app=itunes"
"","2020-04-15 15:00:00","Yes！ Precious Harmony！","","A2001693583/","126","1500","","126","2101014","20","いえすぷれしゃすはーもにー","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-13-ep/1503292819?app=itunes"
"","2020-05-15 15:00:00","チュウチュウパニック！　チーズお守り大作戦！","","","127","1000","","127","-1","20","ちゅうちゅうぱにっくちーずおまもりだいさくせん",""
"","2020-05-15 15:00:00","まきばの四農士　貧乏牧場奮闘記！","","","128","1000","","128","-1","20","まきばのよんのうしびんぼうぼくじょうふんとうき",""
"","2020-05-15 15:00:00","忍びの頭領ハンゾウ","","","129","1000","","129","-1","20","しのびのとうりょうはんぞう",""
"","2020-05-15 15:00:00","Heartful Place","","A2001772609/","130","1500","","130","-1","20","はーとふるぷれいす","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-16/1518961426?app=itunes"
"","2020-06-17 15:00:00","不思議の国のリノ　小さなアリスと希望の絵本","","","131","1000","","131","-1","20","ふしぎのくにのにのちいさなありすときぼうのえほん",""
"","2020-06-17 15:00:00","黒の王ジャバウォック","","","132","1000","","132","-1","20","くろのおうじゃばうぉっく",""
"","2020-06-17 15:00:00","フェアリーテイルは夢の中","","A2001823541/","133","1500","","133","-1","20","ふぇありーているはゆめのなか","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-17-ep/1528301186?app=itunes"
"","2020-06-17 15:00:00","幽幽たる森","","","134","1000","","134","-1","20","ゆうゆうたるもり",""
"","2020-07-15 15:00:00","七夕剣客旅情譚　天に流れる夏の恋","","","135","1000","","135","-1","20","たなばたけんきゃくりょじょうたんてんにながれるなつのこい",""
"","2020-07-15 15:00:00","覚醒・浮気星","","","136","1000","","136","-1","20","かくせいうわきぼし",""
"","2020-07-15 15:00:00","黄昏太平旅路唄","","A2001823541/","137","1500","","137","-1","20","たそがれたいへいたびじうた","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-17-ep/1528301186?app=itunes"
"","2020-08-15 15:00:00","ミサトサマーエール！　夢追う真夏のナイン","","","138","1000","","138","-1","20","みさとさまーえーるゆめおうまなつのないん",""
"","2020-08-15 15:00:00","渚の暴君・鮫吉","","","139","1000","","139","-1","20","なぎさのぼうくんさめきち",""
"","2020-08-15 15:00:00","猛訓打撃道！　ミサトのホームランドリル","","","140","1000","","140","-1","20","もうくんだげきどうみさとのほーむらんどりる",""
"","2020-08-15 15:00:00","目指せホームラン！","","","141","1000","","141","-1","20","めざせほーむらん",""
"","2020-08-15 15:00:00","ひと夏の思い出","","","142","1000","","142","-1","20","ひとなつのおもいで",""
"","2020-08-15 15:00:00","あの夏のメモリー","","A2001871533/","143","1500","","143","-1","20","あのなつのめもりー","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-18-ep/1536515990?app=itunes"
"","2020-08-15 15:00:00","清らかなる川音","","","144","1000","","144","-1","20","きよらかなるかわおと",""
"","2020-09-19 15:00:00","ハッピー・チェンジ・エンジェルズ","","","145","1000","","145","-1","20","はっぴーちぇんじえんじぇるず",""
"","2020-09-19 15:00:00","暴走のイノセントボウ","","","146","1000","","146","-1","20","ぼうそうのいのせんとぼう",""
"","2020-09-19 15:00:00","ねぇねぇPlease！","","A2001871533/","147","1500","","147","-1","20","ねぇねぇぷりーず","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-18-ep/1536515990?app=itunes"
"","2020-10-15 15:00:00","響け！絶叫！ハロウィンゴーストフェスティバル","","","148","1000","","148","-1","20","ひびけぜっきょうはろうぃんごーすとふぇすてぃばる",""
"","2020-10-15 15:00:00","叫怖のゴーストファーザー","","","149","1000","","149","-1","20","きょうふのごーすとふぁーざー",""
"","2020-10-15 15:00:00","Paradox","","A2001927869/","150","1500","","150","-1","20","ぱらどっくす","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-19/1545283347?app=itunes"
"","2020-11-21 15:00:00","魔法提督ラブリー★モニカ　レッツゴー！マジカルカルテット！","","","151","1000","","151","-1","20","まほうていとくらぶりーもにかれっつごーまじかるかるてっと",""
"","2020-11-21 15:00:00","アンチビースト de M","","","152","1000","","152","-1","20","あんちびーすとどえむ",""
"","2020-11-21 15:00:00","輝け！ラブリー★ドリーミー","","A2001927869/","153","1500","","153","-1","20","かがやけらぶりーどりーみー","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-19/1545283347?app=itunes"
