98c823ab9215176caa31506a52daf54e391cc4a43235c25ddfd525cbdd8564d0,e1ba478ea207948e7de245a95cac6760883dff0045ff90230b5fdf66fc237dd4,5043b397a04b15ecc09b4a13d4694afb060c8b4bed60f9af89cf31967b8f4933,39782cec173d846a18184e47b401e1274f239e66c9c9838084482fc9b298de21,c986bba1b1340198f6892b9f6ca7e0c5564b21ca60967ab1ffc622ee0e5c7984,56ae094018281e592903a8c7182e65b9b93b51324b79436530c41af2868d37d0
"2","1","10011004","124071","4","60000122"
"2","1","10011004","124101","4","60000123"
"2","1","10011004","124131","4","60000124"
"2","1","10011004","124161","4","60000125"
"2","1","10011004","124192","4","60000126"
"2","1","10011004","124251","4","60000127"
"3","1","10011004","124311","4","60000128"
"3","1","10011004","124342","4","60000129"
"3","1","10011004","124401","4","60000130"
"3","1","10011004","124431","4","60000131"
"3","1","10011004","124491","4","60000132"
"3","1","10011004","124521","4","60000133"
"100","1","10012098","31012","2","60000134"
"100","1","10012099","31038","2","60000135"
"100","1","62001045","60001","2","62001045"
"100","3","62001046","60002","2","62001046"
