9ac4a6fa00f2daf27a4b9286dc6d1e7216f3c6c888c784307300430c052d81d0,6c7d0818b27021e4cbe337f82d231125cafbd25f37dd8d5c738c77bc476be46b,13c14123fc861dd2f0b82f5653954680baaf6e824752974300497a4060a75c21,85104768f265a47f99e1fe9b4466fac191781b988b046196e13e9ddf83867cc5,a74e6d0d165ad24a5b55845aeda2c4be28ef8e0f8c65afcfe200fbcd98550c48,727cc34871b641e72ac3f943875e6510ff5c257ffb3ba0d1d69f53ae7a3f51b5,0153979a8d768b97fd8f31b90a81ddbe6067d9501e30993ef202016bc59ce56c,ebbbe80082c895e7a0087d1476cd64ff7a8fa1bc848c4f38f00e8313c7fef3fb,4a2de093aadb55e126c00b18895abaff3973297f515e40d3e414d6fb1b673a7e,f73de5dd20bdcb5e073e84c7947269140da01fdd99d183f1993a0cf9ad052b95
"2300012","700","6035","3","2","33","6036","6034","7","9360"
"2300013","700","6038","3","2","33","6039","6037","3","9360"
"2300014","700","6041","3","2","33","6042","6040","5","9360"
"2300015","700","6044","3","2","33","6045","6043","7","9360"
"2300016","700","6047","3","2","33","6048","6046","3","9360"
"2300017","700","6050","3","2","33","6051","6049","5","9360"
"2300018","700","6053","3","2","33","6054","6052","7","9360"
"2300019","575","6056","3","2","34","6057","6055","3","10590"
"2300020","575","6059","3","2","34","6060","6058","5","10590"
"2300021","575","6062","3","2","34","6063","6061","7","10590"
"2300022","575","6065","3","2","34","6066","6064","3","10590"
"2300023","575","6068","3","2","34","6069","6067","5","10590"
"2300024","575","6071","3","2","34","6072","6070","7","10590"
"2300025","575","6074","3","2","34","6075","6073","3","10590"
"2300026","575","6077","3","2","34","6078","6076","5","10590"
"2300027","575","6080","3","2","34","6081","6079","7","10590"
"2300028","575","6083","3","2","34","6084","6082","3","10590"
"2300029","575","6086","3","2","34","6087","6085","5","10590"
"2300030","575","6089","3","2","34","6090","6088","7","10590"
"3100001","340","7002","1","3","39","7003","7001","1","14280"
"3100002","340","7005","1","3","39","7006","7004","1","14280"
"3100003","340","7008","1","3","39","7009","7007","1","14280"
"3100004","340","7011","1","3","39","7012","7010","1","14280"
"3100005","340","7014","1","3","39","7015","7013","1","14280"
"3100006","340","7017","1","3","39","7018","7016","1","14280"
"3100007","375","7020","1","3","36","7021","7019","1","13050"
"3100008","375","7023","1","3","36","7024","7022","1","13050"
"3100009","375","7026","1","3","36","7027","7025","1","13050"
"3100010","375","7029","1","3","36","7030","7028","1","13050"
"3200001","340","8002","2","3","41","8003","8001","1","14280"
"3200002","340","8005","2","3","41","8006","8004","1","14280"
"3200003","340","8008","2","3","41","8009","8007","1","14280"
"3200004","340","8011","2","3","41","8012","8010","1","14280"
"3200005","340","8014","2","3","41","8015","8013","1","14280"
"3200006","340","8017","2","3","41","8018","8016","1","14280"
"3200007","340","8020","2","3","41","8021","8019","1","14280"
"3200008","340","8023","2","3","41","8024","8022","1","14280"
"3200009","340","8026","2","3","41","8027","8025","1","14280"
"3200010","340","8029","2","3","41","8030","8028","1","14280"
"3200011","340","8032","2","3","41","8033","8031","1","14280"
"3200012","340","8035","2","3","41","8036","8034","1","14280"
"3200013","375","8038","2","3","38","8039","8037","1","13050"
"3200014","375","8041","2","3","38","8042","8040","1","13050"
"3200015","375","8044","2","3","38","8045","8043","1","13050"
"3200016","375","8047","2","3","38","8048","8046","1","13050"
"3200017","375","8050","2","3","38","8051","8049","1","13050"
"3200018","375","8053","2","3","38","8054","8052","1","13050"
"3200019","375","8056","2","3","38","8057","8055","1","13050"
"3200020","375","8059","2","3","38","8060","8058","1","13050"
"3300001","340","9002","3","3","40","9003","9001","1","14280"
"3300002","340","9005","3","3","40","9006","9004","1","14280"
"3300003","340","9008","3","3","40","9009","9007","1","14280"
"3300004","340","9011","3","3","40","9012","9010","1","14280"
"3300005","340","9014","3","3","40","9015","9013","1","14280"
"3300006","340","9017","3","3","40","9018","9016","1","14280"
"3300007","340","9020","3","3","40","9021","9019","1","14280"
"3300008","340","9023","3","3","40","9024","9022","1","14280"
"3300009","340","9026","3","3","40","9027","9025","1","14280"
"3300010","340","9029","3","3","40","9030","9028","1","14280"
"3300011","340","9032","3","3","40","9033","9031","1","14280"
"3300012","340","9035","3","3","40","9036","9034","1","14280"
"3300013","340","9038","3","3","40","9039","9037","1","14280"
"3300014","340","9041","3","3","40","9042","9040","1","14280"
"3300015","340","9044","3","3","40","9045","9043","1","14280"
"3300016","340","9047","3","3","40","9048","9046","1","14280"
"3300017","340","9050","3","3","40","9051","9049","1","14280"
"3300018","340","9053","3","3","40","9054","9052","1","14280"
"3300019","375","9056","3","3","39","9057","9055","1","13050"
"3300020","375","9059","3","3","39","9060","9058","1","13050"
"3300021","375","9062","3","3","39","9063","9061","1","13050"
"3300022","375","9065","3","3","39","9066","9064","1","13050"
"3300023","375","9068","3","3","39","9069","9067","1","13050"
"3300024","375","9071","3","3","39","9072","9070","1","13050"
"3300025","375","9074","3","3","39","9075","9073","1","13050"
"3300026","375","9077","3","3","39","9078","9076","1","13050"
"3300027","375","9080","3","3","39","9081","9079","1","13050"
"3300028","375","9083","3","3","39","9084","9082","1","13050"
"3300029","375","9086","3","3","39","9087","9085","1","13050"
"3300030","375","9089","3","3","39","9090","9088","1","13050"
