9c42e107bd8423b4688eac20f51ad52a1aaa22db3088038a5003e48ffaa89b08,ed2987cdff4a3237df180c073ebde6bcae23e4e12d6deff92be3466fcca23357,f8ac7e71b383910a6014a0f9b157aba10a1261ddfb27f84b4594bff7fa608368,e7abfaff6a745b1f032ab864220e475ca5f43787278dee47d4696d071d244966,bfb97115f14a96f8e94db2c120b269cedf01bdcdebd6aa6f9099372fbdd3fb73,c00b195855d6f0ea53022e5752b8ced6afe6d824826a0249d828b115a69ea15b,2df0bc774cb3b2a324404a2f07e1143042847b34330a2e478fd069f84e06921f,7d403fb113e1f48a0c89d99adb0d4032d3ae230e4fe158efe48443080e501bcf,4befc1c07901fd9aa7c4fb5cea36164aa20f052f9464a5af6e4baf31ad921333,2df339feed1dc2249474133d18a3b63989f46d3b5b6f87e5862073fb75b0b50f,4e2dc0605563429b713943d890a127dff23557acf9bb3fb4b74a2e23cdad0e7d,322d0aa0024e8a2594bbd68afea342fdb468255d18b89653e0dbaae10d128ad0,cb0d4d211b8cd8ff8688c1e2b25501fc3f90b27d0e273c96913c536af29c80b9,b242718144457ee5d7f50702dbdaf5c99cf94b501f93eb89b728325cd394bda7,fa4c73bb3d70242469b587b634c07496a13c8251f814b6cf6317d51358d735e7,c1eb4245b411e7f2545c041fb9cfde1b03c1af86f9bf081ba971d73a510fa5bc,ba354c2d4d7fad217151c2047aaf8bdd50975ea0b07bcda3bdcd5173cf1a0383,427887bc85a0114187ee74357d79ae064d7b9d5a7d85e9a8e799b167028a6f04
"6800","0","36","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","6800"
"6900","0","37","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","6900"
"7000","0","38","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","7000"
"7100","0","39","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","7100"
"7200","0","40","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","7200"
"7300","0","41","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","7300"
"7400","0","42","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","7400"
"7500","0","43","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","7500"
"7600","0","44","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","7600"
"7700","0","45","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","7700"
"7800","0","46","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","7800"
"7900","0","47","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","7900"
"8000","0","48","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","8000"
"8100","0","49","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","8100"
"8200","0","50","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","8200"
"8300","0","51","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","8300"
"8400","0","52","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","8400"
"8500","0","53","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","8500"
"8600","0","54","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","8600"
"8700","0","55","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","8700"
"8800","0","56","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","8800"
"8900","0","57","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","8900"
"9000","0","58","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","9000"
"9100","0","59","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","9100"
"9200","0","60","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","9200"
"9300","0","61","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","9300"
"9400","0","62","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","9400"
"9500","0","63","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","9500"
"9600","0","64","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","9600"
"9700","0","65","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","9700"
"9800","0","66","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","9800"
"9900","0","67","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","9900"
"10000","0","68","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","10000"
"10100","0","69","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","10100"
"10200","0","70","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","10200"
"10300","0","71","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","10300"
"10400","0","72","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","10400"
"10500","0","73","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","10500"
"10600","0","74","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","10600"
"10700","0","75","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","10700"
"10800","0","76","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","10800"
"10900","0","77","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","10900"
"11000","0","78","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","11000"
"11100","0","79","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","11100"
"11200","0","80","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","11200"
"11300","0","81","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","11300"
"11400","0","82","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","11400"
"11500","0","83","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","11500"
"11600","0","84","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","11600"
"11700","0","85","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","11700"
"11800","0","86","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","11800"
"11900","0","87","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","11900"
"12000","0","88","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","12000"
"12100","0","89","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","12100"
"12200","0","90","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","12200"
"12300","0","91","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","12300"
"12400","0","92","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","12400"
"12500","0","93","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","12500"
"12600","0","94","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","12600"
"12700","0","95","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","12700"
"12800","0","96","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","12800"
"12900","0","97","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","12900"
"13000","0","98","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","13000"
"13100","0","99","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","13100"
"13200","0","100","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","13200"
"13300","0","101","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","13300"
"13400","0","102","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","13400"
"13500","0","103","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","13500"
"13600","0","104","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","13600"
"13700","0","105","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","13700"
"13800","0","106","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","13800"
"13900","0","107","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","13900"
"14000","0","108","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","14000"
"14100","0","109","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","14100"
"14200","0","110","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","14200"
"14300","0","111","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","14300"
"14400","0","112","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","14400"
"14500","0","113","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","14500"
"14600","0","114","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","14600"
"14700","0","115","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","14700"
"14800","0","116","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","14800"
"14900","0","117","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","14900"
"15000","0","118","0","0","0","0","0","0","0","0","91002","8","0","0","0","15","15000"
