97f2eab3aec61842ac28fd03eda11a40c5cecfff22d241468f1ea18364d19cda,9792d9de75310ea408e231b08e80c8ca165495ce805778bde1e692d5271350d2,23be72fb4eeee15d98cd762dfe94bd6988017597b519b04c278345e596baac08,82dc6710e384b6beb153577bea0b348071e519af4116df8210f15319849065fa,b4ceedd9ba6b6dabcad4f179f5276a0a085d606b5514981cb1d2997152f0ae36,0f25d89d2a7848e6b6d29c7d92ce0633d8471aefb74aa47b5674a7d1ca43f930
"1003","99001122","1","15","11001122","229"
"0","99001122","30","8","91002","230"
"1001","99001123","1","15","11001123","231"
"0","99001123","30","8","91002","232"
"1001","99001124","1","15","11001124","233"
"0","99001124","30","8","91002","234"
"1002","99001125","1","15","11001125","235"
"0","99001125","30","8","91002","236"
"1003","99001126","1","15","11001126","237"
"0","99001126","30","8","91002","238"
"1001","99001127","1","15","11001127","239"
"0","99001127","30","8","91002","240"
"1001","99001128","1","15","11001128","241"
"0","99001128","30","8","91002","242"
"1002","99001129","1","15","11001129","243"
"0","99001129","30","8","91002","244"
"1003","99001130","1","15","11001130","245"
"0","99001130","30","8","91002","246"
"1003","99001131","1","15","11001131","247"
"1001","99001132","1","15","11001132","248"
"0","99001132","30","8","91002","249"
"1001","99001133","1","15","11001133","250"
"0","99001133","30","8","91002","251"
"1002","99001134","1","15","11001134","252"
"0","99001134","30","8","91002","253"
"1003","99001135","1","15","11001135","254"
"0","99001135","30","8","91002","255"
"1001","99001136","1","15","11001136","256"
"0","99001136","30","8","91002","257"
"1001","99001137","1","15","11001137","258"
"0","99001137","30","8","91002","259"
"1002","99001138","1","15","11001138","260"
"0","99001138","30","8","91002","261"
"1003","99001139","1","15","11001139","262"
"0","99001139","30","8","91002","263"
"1003","99001140","1","15","11001140","264"
"1001","99001142","1","15","11001142","265"
"0","99001142","30","8","91002","266"
"1001","99001143","1","15","11001143","267"
"0","99001143","30","8","91002","268"
"1002","99001144","1","15","11001144","269"
"0","99001144","30","8","91002","270"
"1003","99001145","1","15","11001145","271"
"0","99001145","30","8","91002","272"
"1001","99001146","0","15","11001146","273"
"1002","99001147","0","15","11001147","274"
"1001","99001148","1","15","11001148","275"
"0","99001148","30","8","91002","276"
"1001","99001149","1","15","11001149","277"
"0","99001149","30","8","91002","278"
"1002","99001150","1","15","11001150","279"
"0","99001150","30","8","91002","280"
"1003","99001151","1","15","11001151","281"
"0","99001151","30","8","91002","282"
"1001","99001152","1","15","11001152","283"
"0","99001152","30","8","91002","284"
"1001","99001153","1","15","11001153","285"
"0","99001153","30","8","91002","286"
"1002","99001154","1","15","11001154","287"
"0","99001154","30","8","91002","288"
"1003","99001155","1","15","11001155","289"
"0","99001155","30","8","91002","290"
"1001","99001156","1","15","11001156","291"
"0","99001156","30","8","91002","292"
"1001","99001157","1","15","11001157","293"
"0","99001157","30","8","91002","294"
"1002","99001158","1","15","11001158","295"
"0","99001158","30","8","91002","296"
"1003","99001159","1","15","11001159","297"
"0","99001159","30","8","91002","298"
"1001","99001160","1","15","11001160","299"
"0","99001160","30","8","91002","300"
"1001","99001161","1","15","11001161","301"
"0","99001161","30","8","91002","302"
"1002","99001162","1","15","11001162","303"
"0","99001162","30","8","91002","304"
"1003","99001163","1","15","11001163","305"
"0","99001163","30","8","91002","306"
"1002","99001164","1","15","11001164","307"
"1003","99001165","1","15","11001165","308"
"1001","99001166","1","15","11001166","309"
"0","99001166","30","8","91002","310"
"1001","99001167","1","15","11001167","311"
"0","99001167","30","8","91002","312"
"1002","99001168","1","15","11001168","313"
"0","99001168","30","8","91002","314"
"1003","99001169","1","15","11001169","315"
"0","99001169","30","8","91002","316"
"1001","99001170","1","15","11001170","317"
"0","99001170","30","8","91002","318"
"1001","99001171","1","15","11001171","319"
"0","99001171","30","8","91002","320"
"1002","99001172","1","15","11001172","321"
"0","99001172","30","8","91002","322"
"1003","99001173","1","15","11001173","323"
"0","99001173","30","8","91002","324"
"1001","99001174","1","15","11001174","325"
"0","99001174","30","8","91002","326"
"1001","99001175","1","15","11001175","327"
"0","99001175","30","8","91002","328"
"1002","99001176","1","15","11001176","329"
"0","99001176","30","8","91002","330"
"1003","99001177","1","15","11001177","331"
"0","99001177","30","8","91002","332"
"1001","99001178","1","15","11001178","333"
"0","99001178","30","8","91002","334"
"1001","99001179","1","15","11001179","335"
"0","99001179","30","8","91002","336"
"1002","99001180","1","15","11001180","337"
"0","99001180","30","8","91002","338"
"1003","99001181","1","15","11001181","339"
"0","99001181","30","8","91002","340"
"1001","99001182","1","15","11001182","341"
"0","99001182","30","8","91002","342"
"1001","99001183","1","15","11001183","343"
"0","99001183","30","8","91002","344"
"1002","99001184","1","15","11001184","345"
"0","99001184","30","8","91002","346"
"1003","99001185","1","15","11001185","347"
"0","99001185","30","8","91002","348"
"1001","99001186","1","15","11001186","349"
"0","99001186","30","8","91002","350"
"1001","99001187","1","15","11001187","351"
"0","99001187","30","8","91002","352"
"1002","99001188","1","15","11001188","353"
"0","99001188","30","8","91002","354"
"1003","99001189","1","15","11001189","355"
"0","99001189","30","8","91002","356"
"1001","99001190","1","15","11001190","357"
"0","99001190","30","8","91002","358"
"1001","99001191","1","15","11001191","359"
"0","99001191","30","8","91002","360"
"1002","99001192","1","15","11001192","361"
"0","99001192","30","8","91002","362"
"1003","99001193","1","15","11001193","363"
"0","99001193","30","8","91002","364"
"1001","99001194","1","15","11001194","365"
"0","99001194","30","8","91002","366"
"1001","99001195","1","15","11001195","367"
"0","99001195","30","8","91002","368"
"1002","99001196","1","15","11001196","369"
"0","99001196","30","8","91002","370"
"1003","99001197","1","15","11001197","371"
"0","99001197","30","8","91002","372"
"1002","99001198","1","15","11001198","373"
"1003","99001199","1","15","11001199","374"
"1001","99001200","1","15","11001200","375"
"0","99001200","30","8","91002","376"
"1001","99001201","1","15","11001201","377"
"0","99001201","30","8","91002","378"
"1002","99001202","1","15","11001202","379"
"0","99001202","30","8","91002","380"
"1003","99001203","1","15","11001203","381"
"0","99001203","30","8","91002","382"
"1003","99001204","1","15","11001204","383"
"1001","99001205","1","15","11001205","384"
"0","99001205","30","8","91002","385"
"1001","99001206","1","15","11001206","386"
"0","99001206","30","8","91002","387"
"1002","99001207","1","15","11001207","388"
"0","99001207","30","8","91002","389"
"1003","99001208","1","15","11001208","390"
"0","99001208","30","8","91002","391"
"1001","99001209","1","15","11001209","392"
"0","99001209","30","8","91002","393"
"1001","99001210","1","15","11001210","394"
"0","99001210","30","8","91002","395"
"1002","99001211","1","15","11001211","396"
"0","99001211","30","8","91002","397"
"1003","99001212","1","15","11001212","398"
"0","99001212","30","8","91002","399"
"1001","99001213","1","15","11001213","400"
"0","99001213","30","8","91002","401"
"1001","99001214","1","15","11001214","402"
"0","99001214","30","8","91002","403"
"1002","99001215","1","15","11001215","404"
"0","99001215","30","8","91002","405"
"1003","99001216","1","15","11001216","406"
"0","99001216","30","8","91002","407"
"1001","99001217","1","15","11001217","408"
"0","99001217","30","8","91002","409"
"1001","99001218","1","15","11001218","410"
"0","99001218","30","8","91002","411"
"1002","99001219","1","15","11001219","412"
"0","99001219","30","8","91002","413"
"1003","99001220","1","15","11001220","414"
"0","99001220","30","8","91002","415"
"1001","99001221","1","15","11001221","416"
"0","99001221","30","8","91002","417"
"1001","99001222","1","15","11001222","418"
"0","99001222","30","8","91002","419"
"1002","99001223","1","15","11001223","420"
"0","99001223","30","8","91002","421"
"1003","99001224","1","15","11001224","422"
"0","99001224","30","8","91002","423"
"1001","99001225","1","15","11001225","424"
"0","99001225","30","8","91002","425"
"1001","99001226","1","15","11001226","426"
"0","99001226","30","8","91002","427"
"1002","99001227","1","15","11001227","428"
"0","99001227","30","8","91002","429"
"1003","99001228","1","15","11001228","430"
"0","99001228","30","8","91002","431"
"1001","99001229","1","15","11001229","432"
"0","99001229","30","8","91002","433"
"1001","99001230","1","15","11001230","434"
"0","99001230","30","8","91002","435"
"1002","99001231","1","15","11001231","436"
"0","99001231","30","8","91002","437"
"1003","99001232","1","15","11001232","438"
"0","99001232","30","8","91002","439"
"1001","99001233","1","15","11001233","440"
"0","99001233","30","8","91002","441"
"1001","99001234","1","15","11001234","442"
"0","99001234","30","8","91002","443"
"1002","99001235","1","15","11001235","444"
"0","99001235","30","8","91002","445"
"1003","99001236","1","15","11001236","446"
"0","99001236","30","8","91002","447"
"1001","99001237","1","15","11001237","448"
"0","99001237","30","8","91002","449"
"1001","99001238","1","15","11001238","450"
"0","99001238","30","8","91002","451"
"1002","99001239","1","15","11001239","452"
"0","99001239","30","8","91002","453"
"1003","99001240","1","15","11001240","454"
"0","99001240","30","8","91002","455"
"1001","99001241","1","15","11001241","456"
"0","99001241","30","8","91002","457"
"1001","99001242","1","15","11001242","458"
"0","99001242","30","8","91002","459"
"1002","99001243","1","15","11001243","460"
"0","99001243","30","8","91002","461"
"1003","99001244","1","15","11001244","462"
"0","99001244","30","8","91002","463"
"1001","99001245","1","15","11001245","464"
"0","99001245","30","8","91002","465"
"1001","99001246","1","15","11001246","466"
"0","99001246","30","8","91002","467"
"1002","99001247","1","15","11001247","468"
"0","99001247","30","8","91002","469"
"1003","99001248","1","15","11001248","470"
"0","99001248","30","8","91002","471"
"1003","99001249","1","15","11001249","472"
"1001","99001250","1","15","11001250","473"
"0","99001250","30","8","91002","474"
"1001","99001251","1","15","11001251","475"
"0","99001251","30","8","91002","476"
"1002","99001252","1","15","11001252","477"
"0","99001252","30","8","91002","478"
"1003","99001253","1","15","11001253","479"
"0","99001253","30","8","91002","480"
"1001","99001254","1","15","11001254","481"
"0","99001254","30","8","91002","482"
"1001","99001255","1","15","11001255","483"
"0","99001255","30","8","91002","484"
"1002","99001256","1","15","11001256","485"
"0","99001256","30","8","91002","486"
"1003","99001257","1","15","11001257","487"
"0","99001257","30","8","91002","488"
"1001","99001258","1","15","11001258","489"
"0","99001258","30","8","91002","490"
"1001","99001259","1","15","11001259","491"
"0","99001259","30","8","91002","492"
"1002","99001260","1","15","11001260","493"
"0","99001260","30","8","91002","494"
"1003","99001261","1","15","11001261","495"
"0","99001261","30","8","91002","496"
"1001","99001262","1","15","11001262","497"
"1001","99001263","1","15","11001263","498"
"1001","99001264","1","15","11001264","499"
"1002","99001265","1","15","11001265","500"
"1003","99001266","1","15","11001266","501"
"1001","99001267","1","15","11001267","502"
"0","99001267","30","8","91002","503"
"1001","99001268","1","15","11001268","504"
"0","99001268","30","8","91002","505"
"1002","99001269","1","15","11001269","506"
"0","99001269","30","8","91002","507"
"1003","99001270","1","15","11001270","508"
"0","99001270","30","8","91002","509"
"1003","99001271","1","15","11001271","510"
"1001","99001272","1","15","11001272","511"
"0","99001272","30","8","91002","512"
"1001","99001273","1","15","11001273","513"
"0","99001273","30","8","91002","514"
"1002","99001274","1","15","11001274","515"
"0","99001274","30","8","91002","516"
"1003","99001275","1","15","11001275","517"
"0","99001275","30","8","91002","518"
"1003","99001276","1","15","11001276","519"
"1001","99001277","1","15","11001277","520"
"0","99001277","30","8","91002","521"
"1001","99001278","1","15","11001278","522"
"0","99001278","30","8","91002","523"
"1002","99001279","1","15","11001279","524"
"0","99001279","30","8","91002","525"
"1003","99001280","1","15","11001280","526"
"0","99001280","30","8","91002","527"
"1001","99001281","1","15","11001281","528"
"0","99001281","30","8","91002","529"
"1001","99001282","1","15","11001282","530"
"0","99001282","30","8","91002","531"
"1002","99001283","1","15","11001283","532"
"0","99001283","30","8","91002","533"
"1003","99001284","1","15","11001284","534"
"0","99001284","30","8","91002","535"
"1003","99001285","1","15","11001285","536"
"1001","99001286","1","15","11001286","537"
"0","99001286","30","8","91002","538"
"1001","99001287","1","15","11001287","539"
"0","99001287","30","8","91002","540"
"1002","99001288","1","15","11001288","541"
"0","99001288","30","8","91002","542"
"1003","99001289","1","15","11001289","543"
"0","99001289","30","8","91002","544"
"1001","99001290","1","15","11001290","545"
"0","99001290","30","8","91002","546"
"1001","99001291","1","15","11001291","547"
"0","99001291","30","8","91002","548"
"1002","99001292","1","15","11001292","549"
"0","99001292","30","8","91002","550"
"1003","99001293","1","15","11001293","551"
"0","99001293","30","8","91002","552"
"1001","99001294","1","15","11001294","553"
"0","99001294","30","8","91002","554"
"1001","99001295","1","15","11001295","555"
"0","99001295","30","8","91002","556"
"1002","99001296","1","15","11001296","557"
"0","99001296","30","8","91002","558"
"1003","99001297","1","15","11001297","559"
"0","99001297","30","8","91002","560"
"1001","99001298","1","15","11001298","561"
"0","99001298","30","8","91002","562"
"1001","99001299","1","15","11001299","563"
"0","99001299","30","8","91002","564"
"1002","99001300","1","15","11001300","565"
"0","99001300","30","8","91002","566"
"1003","99001301","1","15","11001301","567"
"0","99001301","30","8","91002","568"
"1003","99001302","1","15","11001302","569"
"1003","99001303","1","15","11001303","570"
"1003","99001304","1","15","11001304","571"
"1001","99001305","1","15","11001305","572"
"0","99001305","30","8","91002","573"
"1001","99001306","1","15","11001306","574"
"0","99001306","30","8","91002","575"
"1002","99001307","1","15","11001307","576"
"0","99001307","30","8","91002","577"
"1003","99001308","1","15","11001308","578"
"0","99001308","30","8","91002","579"
"1001","99001309","1","15","11001309","580"
"0","99001309","30","8","91002","581"
"1001","99001310","1","15","11001310","582"
"0","99001310","30","8","91002","583"
"1002","99001311","1","15","11001311","584"
"0","99001311","30","8","91002","585"
"1003","99001312","1","15","11001312","586"
"0","99001312","30","8","91002","587"
"1003","99001313","1","15","11001313","588"
"1001","99001314","1","15","11001314","589"
"0","99001314","30","8","91002","590"
"1001","99001315","1","15","11001315","591"
"0","99001315","30","8","91002","592"
"1002","99001316","1","15","11001316","593"
"0","99001316","30","8","91002","594"
"1003","99001317","1","15","11001317","595"
"0","99001317","30","8","91002","596"
"1003","99001318","1","15","11001318","597"
"1001","99001319","1","15","11001319","598"
"0","99001319","30","8","91002","599"
"1001","99001320","1","15","11001320","600"
"0","99001320","30","8","91002","601"
"1002","99001321","1","15","11001321","602"
"0","99001321","30","8","91002","603"
"1003","99001322","1","15","11001322","604"
"0","99001322","30","8","91002","605"
"1003","99001323","1","15","11001323","606"
"1001","99001324","1","15","11001324","607"
"0","99001324","30","8","91002","608"
"1001","99001325","1","15","11001325","609"
"0","99001325","30","8","91002","610"
"1002","99001326","1","15","11001326","611"
"0","99001326","30","8","91002","612"
"1003","99001327","1","15","11001327","613"
"0","99001327","30","8","91002","614"
"1003","99001328","1","15","11001328","615"
"1001","99001329","1","15","11001329","616"
"0","99001329","30","8","91002","617"
"1001","99001330","1","15","11001330","618"
"0","99001330","30","8","91002","619"
"1002","99001331","1","15","11001331","620"
"0","99001331","30","8","91002","621"
"1003","99001332","1","15","11001332","622"
"0","99001332","30","8","91002","623"
"1001","99001333","1","15","11001333","624"
"0","99001333","30","8","91002","625"
"1001","99001334","1","15","11001334","626"
"0","99001334","30","8","91002","627"
"1002","99001335","1","15","11001335","628"
"0","99001335","30","8","91002","629"
"1003","99001336","1","15","11001336","630"
"0","99001336","30","8","91002","631"
"1002","99001337","1","15","11001337","632"
"1002","99001338","1","15","11001338","633"
"1003","99001339","1","15","11001339","634"
"1001","99001340","1","15","11001340","635"
"0","99001340","30","8","91002","636"
"1001","99001341","1","15","11001341","637"
"0","99001341","30","8","91002","638"
"1002","99001342","1","15","11001342","639"
"0","99001342","30","8","91002","640"
"1003","99001343","1","15","11001343","641"
"0","99001343","30","8","91002","642"
"1003","99900001","1","15","19901001","643"
"1003","99900002","1","15","19901002","644"
"1003","99900003","1","15","19901003","645"
"1001","99001344","1","15","11001344","646"
"0","99001344","30","8","91002","647"
"1001","99001345","1","15","11001345","648"
"0","99001345","30","8","91002","649"
"1002","99001346","1","15","11001346","650"
"0","99001346","30","8","91002","651"
"1003","99001347","1","15","11001347","652"
"0","99001347","30","8","91002","653"
"1003","99900004","1","15","19901004","654"
"1003","99900005","1","15","19901005","655"
"1003","99900006","1","15","19901006","656"
