79f121bd427219bb75a6eb2d99220aedde7ab6169e463f0fad1508e004870c59,e2ed62c0431f2ccf770e879917384a5661b9d2d46dfa3cc9638454d355544707,fd4bb8976b22e6b279bbbf1ec8cdb073f961263839fdad263b2a159b8d6e000b,5028ce31eff3664b1ac2ca63e1476ebaaab03e55ef00f43a18e94dc29b1f5240,e83c3ed6359a2afc4e5806be43e616c7adf2d2aef778f6a604103a469b8a15ea,75f1f7e66c347a06a00a6653ffdc2976bc1782de456911042bc4bc7ed56a1832,379a17e48da2708880d7e3e44f64f25f2511deabed21d14bf05eefb66f4fe64e,8b73ab30468169f72c09df355747a1533e9aac5e777dbb56096d5194553d0fb4,284e2737db358fe9fd2c39b9924a627fa81f367e0980c963bf67af129ecc6d3d,7a52b401fdd325cca3b1e57d43af97189002d1cdecbdc272c44e14428101ad7f
"豆腐","1","0","0","金棒","カナブン","0","0","2110034","なみだ"
"サイダー","1","0","0","水","コーラ","0","0","2110035","レモネード"
"四度","1","0","0","三度","二度","0","0","2110036","一度"
"メガネ","1","0","0","たんこぶ","手ぬぐい","0","0","2110037","髪の毛"
"天国","1","0","0","闇","極楽","0","0","2110038","光"
"あんみつ","1","0","0","ぼた餅","ようかん","0","0","2110039","団子"
"あぶ","1","0","0","はち","か","0","0","2110040","はえ"
"猫","1","0","0","馬","羊","0","0","2110041","猿"
"土","1","0","0","水","火","0","0","2110042","風"
"水","1","0","0","冷","氷","0","0","2110043","寒"
"脇","1","0","0","朝","散","0","0","2110044","韓"
"生卵","1","0","0","生姜","生米","0","0","2110045","生麦"
"占星","1","0","0","宣誓","先制","0","0","2110046","先生"
"気性","1","0","0","起床","希少","0","0","2110047","気象"
"未","1","0","0","不","無","0","0","2110049","非"
"未","1","0","0","非","無","0","0","2110050","不"
"未","1","0","0","無","非","0","0","2110051","不"
"無","1","0","0","未","非","0","0","2110052","不"
"有名無実","1","0","0","三日坊主","一日千秋","0","0","2110053","馬耳東風"
"きつね","1","0","0","たぬき","いぬ","0","0","2110054","ねこ"
"あしのうら","1","0","0","たび","てぶくろ","0","0","2110056","くつひも"
"万 ","1","0","0","百","千","0","0","2110058","十"
"七","1","0","0","十","八","0","0","2110060","九"
"ハイテンション","1","0","0","ハッピーエンド","アジテーション","0","0","2111001","ジャッジメント"
"夢はスーパースター☆☆★","1","0","0","どるるるる～ん★","やばいですね★","0","0","2111002","ちぇる～ん☆"
"二つの角を頭部に持つ","1","0","0","尖った長い耳","最も人口が多い","0","0","2111003","獣の耳と尻尾がある"
"キャォン","1","0","0","カォン","パォン","0","0","2111004","クォン"
"教育","1","0","0","成長","高価","0","0","2111005","輝く"
"金","1","0","0","銀","鉄","0","0","2120002","銅"
"モツ","1","0","0","レバー","ハツ","0","0","2120004","ラバー"
"ストレス","1","0","0","トラウマ","バシャウマ","0","0","2120005","タケウマ"
"雷雨","1","0","0","時雨","分雨","0","0","2120006","秒雨"
"金","1","0","0","鉄","銅","0","0","2120009","銀"
"大白柱","1","0","0","大黒柱","大青柱","0","0","2120011","大赤柱"
"電灯","1","0","0","電報","電源","0","0","2120012","電車"
"みそ","1","0","0","みりん","お酢","0","0","2120013","しょうゆ"
"こいめ","1","0","0","でがらし","しぶみ","0","0","2120014","ですぎ"
"じょうず","1","0","0","かみて","じょうしゅ","0","0","2120016","うわて"
"よるせき","1","0","0","よせ","よせき","0","0","2120017","よりせき"
"レールウェイ","1","0","0","フリーウェイ","フライアウェイ","0","0","2120018","ロングウェイ"
"念仏","1","0","0","かすがい","腕押し","0","0","2120021","釘"
"尻","1","0","0","爪","鼻","0","0","2120022","眉"
"かすがい","1","0","0","論語","念仏","0","0","2120023","小判"
"巾着","1","0","0","ひょうたん","花瓶","0","0","2120025","とっくり"
"虎","1","0","0","雀","牛","0","0","2120026","馬"
"一兆一億","1","0","0","一朝一夕","一長一短","0","0","2120027","一鳥一石"
"8つ","1","0","0","4つ","6つ","0","0","2120028","2つ"
"harro","1","0","0","hello","herro","0","0","2120029","hallo"
"日進月歩","1","0","0","優柔不断","一進一退","0","0","2120031","不言実行"
"月曜日","1","0","0","金曜日","日曜日","0","0","2120033","木曜日"
"火曜日","1","0","0","水曜日","木曜日","0","0","2120034","金曜日"
"ダイビングメッセージ","1","0","0","ダイイングメッセージ","ダンシングメッセージ","0","0","2120035","ダビングメッセージ"
"獅子","1","0","0","馬","犬","0","0","2120036","牛"
"キッチン","1","0","0","トイレ","クローゼット","0","0","2120037","川"
"こころみる","1","0","0","かんがみる","かいまみる","0","0","2120038","かんがえる"
"二百万","1","0","0","八百万","五百万","0","0","2120039","三百万"
"猪","1","0","0","蛇","猿","0","0","2120042","熊"
"すべて正しい","1","0","0","一死","状態","0","0","2120045","瀕死"
"すべて正しい","1","0","0","不信","追跡","0","0","2120046","人物"
"すべて正しい","1","0","0","硬化","両替","0","0","2120047","紙幣"
"さんしゃさんよう","1","0","0","きゅうしいっしょう","しぶんごれつ","0","0","2120048","はちめんろっぴ"
"いちもうだじん","1","0","0","せんざいいちぐう","しめんそか","0","0","2120049","ひゃっぱちひゃくちゅう"
"測る","1","0","0","図る","計る","0","0","2120050","謀る"
"付く","1","0","0","就く","突く","0","0","2120051","着く"
"白","1","0","0","青","黒","0","0","2120053","赤"
"二分","1","0","0","五分","七分","0","0","2120054","三分"
"師弟","1","0","0","敵同士","カップル","0","0","2120055","家族"
"アスパラ","1","0","0","タケノコ","シイタケ","0","0","2120056","マツタケ"
"命","1","0","0","金","仕事","0","0","2120057","女"
"糸","1","0","0","真綿","髪の毛","0","0","2120058","麻"
"うなじ","1","0","0","眉","あご","0","0","2120059","耳"
"猫","1","0","0","亀","犬","0","0","2120060","鶴"
"兎","1","0","0","狐","猫","0","0","2120061","狸"
"バイトばっかり団","1","0","0","バイバイぼっち団","ぼくらの防衛団","0","0","2121001","ばたんきゅー冒険団"
"ジ・オーダー・オブ・ハデス・イモータル","1","0","0","ジ・オーダー・オブ・ゲヘナ・イモータルズ","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","0","0","2121002","ザ・バタリオン・オブ・ハデス・イモータル"
"獰猛女君","1","0","0","絶対妻君","聖夜女君","0","0","2121003","誓約女君"
"しっぷうのダークプリンセス","1","0","0","しっぷうのヘカーテ","しっぷうのめいひ","0","0","2121004","しっぷうのめいひめ"
"100000000","1","0","0","1000000","1000","0","0","2121005","10000000"
"中指","1","0","0","薬指","小指","0","0","2130004","親指"
"人差し指","1","0","0","中指","親指","0","0","2130005","薬指"
"親指","1","0","0","人差し指","薬指","0","0","2130006","中指"
"米","1","0","0","酒","野菜","0","0","2130007","肉"
"料理人","1","0","0","世間知らず","頑固者","0","0","2130008","貧乏人"
"尾","1","0","0","床","原","0","0","2130009","病"
"北","1","0","0","南","西","0","0","2130011","東"
"納戸","1","0","0","台所","居間","0","0","2130014","トイレ"
"八","1","0","0","九","六","0","0","2130015","七"
"ピアノ","1","0","0","三味線","ギター","0","0","2130016","琴"
"馬耳東風","1","0","0","天衣無法","千変万化","0","0","2130018","再三再四"
"穀物","1","0","0","格下","貴重","0","0","2130019","貢献"
"木刀","1","0","0","掛軸","金券","0","0","2130020","貝殻"
"汚名返上","1","0","0","羊頭苦肉","無芸大食","0","0","2130021","器用貧乏"
"冬","1","0","0","秋","夏","0","0","2130022","春"
"タン","1","0","0","ハン","チュウ","0","0","2130023","ホン"
"コン","1","0","0","タン","サン","0","0","2130024","イツ"
"テン","1","0","0","シン","キン","0","0","2130025","イン"
"乃伊木","1","0","0","木乃伊","木伊乃","0","0","2130026","伊乃木"
"ねっとう","1","0","0","ぬるまゆ","ちょうおんとう","0","0","2130027","さらゆ"
"鉄琴","1","0","0","自鳴琴","口風琴","0","0","2130028","手風琴"
"寸描","1","0","0","素描","線描","0","0","2130029","点描"
"平凡","1","0","0","用心しすぎ","不注意","0","0","2130030","大胆"
"双六","1","0","0","囲碁","麻雀","0","0","2130031","将棋"
"女性","1","0","0","釣り","食事","0","0","2130033","賭け事"
"鰹","1","0","0","鰯","鯵","0","0","2130034","鮪"
"災難続き","1","0","0","良いときの邪魔者","突然のチャンス","0","0","2130035","悪いときの助け船"
"百合","1","0","0","蓮","薔薇","0","0","2130036","菊"
"松","1","0","0","菊","梅","0","0","2130037","桜"
"いっぺん","1","0","0","いちる","いっき","0","0","2130039","いちまつ"
"指圧","1","0","0","サイコロ博打","生け花","0","0","2130041","タコ漁"
"ヤモリ","1","0","0","クモ","カエル","0","0","2130044","カマキリ"
"スズムシ","1","0","0","カラス","ネコ","0","0","2130045","カエル"
"武士","1","0","0","江戸っ子","居候","0","0","2130046","盗人"
"サギ","1","0","0","キジ","カモ","0","0","2130047","カラス"
"芽","1","0","0","苔","草","0","0","2130048","カビ"
"すいさつ","1","0","0","すいこう","ずいし","0","0","2130049","ついかく"
"獅子","1","0","0","翼","車","0","0","2130050","刀"
"辛子をつける","1","0","0","味噌をつける","酢をつける","0","0","2130052","塩をつける"
"筆あわ","1","0","0","筆まめ","筆いね","0","0","2130053","筆むぎ"
"ことごとく","1","0","0","ようやく","あまねく","0","0","2130054","しばらく"
"詩を書く","1","0","0","詩人","詩","0","0","2130055","詩集"
"ざくろ","1","0","0","いちじく","あけび","0","0","2130058","びわ"
"つくし","1","0","0","うど","ぜんまい","0","0","2130059","わらび"
"さるすべり","1","0","0","かきつばた","おみなえし","0","0","2130061","しょうぶ"
"エターナルアビス＝エアスラッシャー","1","0","0","エターナルアビス＝ディヴァイダー","ディープエターナル＝ディヴァイダー","0","0","2131001","ディープエターナル＝エアスラッシャー"
"ギアスグリモワール・ナンバーオブサタン","1","0","0","ギアスアポクリフォ・タイラントコード","アビステクノロジー・ヘルコード","0","0","2131002","アポカリプスコード・スリーシックス"
"百人一首","1","0","0","百面相","百点満点","0","0","2131003","百貨店"
"愛言葉","1","0","0","推し事","お仕事","0","0","2131004","胸の内"
"マラソン","1","0","0","キャンプ","ファイト","0","0","2131005","クルーズ"
"ゲンゴロウ","1","0","0","オタマジャクシ","ヤゴ","0","0","2210001","アオダイショウ"
"耳","1","0","0","角","しっぽ","0","0","2210003","翼"
"ロンゴ","1","0","0","イナゴ","サンゴ","0","0","2210004","ダンゴ"
"オウム","1","0","0","カラス","コウノトリ","0","0","2210005","ペリカン"
"ターメリック","1","0","0","ジンジャー","オニオン","0","0","2210006","ガーリック"
"ランブータン","1","0","0","アボカド","ドリアン","0","0","2210007","マンゴー"
"パーシー","1","0","0","パクチー","パール","0","0","2210008","パンジー"
"キュウリ","1","0","0","ニンジン","ハクサイ","0","0","2210009","ピーマン"
"は虫類","1","0","0","魚類","鳥類","0","0","2210011","哺乳類"
"自己防衛","1","0","0","免疫","慣れ","0","0","2210012","罷免"
"目","1","0","0","耳","口","0","0","2210013","鼻"
"ネコ科","1","0","0","イタチ科","イヌ科","0","0","2210015","リス科"
"おばあさん","1","0","0","お母さん","おじいさん","0","0","2210016","お父さん"
"目","1","0","0","鼻","耳","0","0","2210018","口"
"コイ","1","0","0","サケ","アユ","0","0","2210019","サバ"
"ゴリラ","1","0","0","ラクダ","ヒツジ","0","0","2210020","パンダ"
"トラ","1","0","0","チーター","ライオン","0","0","2210021","ダチョウ"
"フクロウ","1","0","0","オウム","キツツキ","0","0","2210022","カッコウ"
"八重歯","1","0","0","親知らず","物知らず","0","0","2210024","情知らず"
"ライチョウ","1","0","0","クジャク","コウノトリ","0","0","2210025","フラミンゴ"
"モクズガニ","1","0","0","タラバガニ","タカアシガニ","0","0","2210026","ズワイガニ"
"イチゴ糖","1","0","0","ブドウ糖","レモン糖","0","0","2210027","ミカン糖"
"マイタケ","1","0","0","ソデタケ","シイタケ","0","0","2210029","マツタケ"
"ナツメグ","1","0","0","トリュフ","キャビア","0","0","2210030","フォアグラ"
"変体動物","1","0","0","軟体動物","解体動物","0","0","2210032","剛体動物"
"キャベツ","1","0","0","ピーマン","レタス","0","0","2210034","モヤシ"
"くろまめ","1","0","0","そらまめ","なたまめ","0","0","2210035","えんどうまめ"
"上腕五頭筋","1","0","0","上腕二頭筋","ヒラメ筋","0","0","2210037","上腕一頭筋"
"緑","1","0","0","赤","黄","0","0","2210040","青"
"10匹","1","0","0","1匹","5匹","0","0","2210041","20匹"
"尻尾","1","0","0","耳","前脚","0","0","2210042","鼻"
"池","1","0","0","海","湖","0","0","2210045","川"
"木をつついて穴をあける","1","0","0","くちばしが膨らむ","首が360度回る","0","0","2210046","地上を高速で走る"
"小石","1","0","0","貝","ペンション","0","0","2210047","サンゴ"
"キク","1","0","0","サクラ","サザンカ","0","0","2210048","アサガオ"
"あくび","1","0","0","いびき","くしゃみ","0","0","2210049","しゃっくり"
"頭こう骨","1","0","0","頭がい骨","頭あい骨","0","0","2210050","頭とう骨"
"56℃前後","1","0","0","36℃前後","46℃前後","0","0","2210051","26℃前後"
"ハンミョウ","1","0","0","カメレオン","カマドウマ","0","0","2210052","キリギリス"
"シチミトウガラシウオ","1","0","0","サンショウウオ","タバスコウオ","0","0","2210054","コショウウオ"
"ヒグマ","1","0","0","クマゲラ","ツキノワグマ","0","0","2210056","ホッキョクグマ"
"あまい","1","0","0","あつい","すっぱい","0","0","2210057","にがい"
"ハチ","1","0","0","ホタル","トンボ","0","0","2210058","セミ"
"アメリカンドッグ","1","0","0","ブルドッグ","ホットドッグ","0","0","2210059","ソルティドッグ"
"ハゼノキ","1","0","0","イチョウ","ツツジ","0","0","2210060","モミジ"
"ミミ","1","0","0","ユニ","キョウカ","0","0","2211001","ミソギ"
"～だぴょん♪","1","0","0","～ッス","～であーる","0","0","2211002","～ガオッ"
"シェフィ","1","0","0","キャル","コッコロ","0","0","2211003","ぺコリーヌ"
"イオ殿","1","0","0","ちゃんイオ","イオせんせー","0","0","2211004","イオっち"
"プレシア","1","0","0","ミソラ","クリア","0","0","2211005","リリ"
"ゆのみ","1","0","0","くまのみ","このみ","0","0","2220001","やしのみ"
"アサガオ","1","0","0","サザンカ","アジサイ","0","0","2220002","タンポポ"
"12本","1","0","0","8本","6本","0","0","2220005","10本"
"ウリ科","1","0","0","ナス科","ミカン科","0","0","2220006","バラ科"
"ババガメ","1","0","0","オサガメ","トノガメ","0","0","2220007","ジジガメ"
"マンゴー","1","0","0","キーウィ","パイナップル","0","0","2220008","パパイヤ"
"カカト","1","0","0","アシ","カミ","0","0","2220009","ミミ"
"解毒の機能がある","1","0","0","役に立っていない","血液を作る","0","0","2220010","食べ物を消化する"
"オランウータン","1","0","0","ニホンザル","チンパンジー","0","0","2220012","ゴリラ"
"クワガタムシ","1","0","0","スズムシ","クツワムシ","0","0","2220015","マツムシ"
"ペルセウスオオカブト","1","0","0","ヘラクレスオオカブト","アマゾネスオオカブト","0","0","2220016","アキレスオオカブト"
"分かれていない","1","0","0","4つ","3つ","0","0","2220017","2つ"
"アメリカクロクマ","1","0","0","ホッキョクグマ","ヒグマ","0","0","2220018","ツキノワグマ"
"セミ","1","0","0","カマキリ","テントウムシ","0","0","2220019","クワガタ"
"頬冠","1","0","0","頬袋","貯頬","0","0","2220020","肌頬"
"ボタンキンバイ","1","0","0","コチョウラン","カノコユリ","0","0","2220021","ベニバナクサギ"
"棍棒","1","0","0","細胞","心房","0","0","2220022","脂肪"
"アリ","1","0","0","コオロギ","バッタ","0","0","2220023","キリギリス"
"シャチ","1","0","0","フグ","サメ","0","0","2220024","アンコウ"
"て","1","0","0","く","め","0","0","2220025","い"
"タコ","1","0","0","クラゲ","イカ","0","0","2220026","ウニ"
"タコ","1","0","0","ウニ","イカ","0","0","2220027","クラゲ"
"ラクダ","1","0","0","牛","羊","0","0","2220028","犬"
"さかき","1","0","0","さなぎ","うさぎ","0","0","2220030","なぎさ"
"カバ","1","0","0","ワニ","カメレオン","0","0","2220031","ヘビ"
"オランウータン","1","0","0","マントヒヒ","チンパンジー","0","0","2220033","ゴリラ"
"カマキリ","1","0","0","クワガタ","カナブン","0","0","2220034","カブトムシ"
"7日後","1","0","0","7年後","7週間後","0","0","2220038","7ヵ月後"
"コスモス","1","0","0","ウメ","アジサイ","0","0","2220040","ヒマワリ"
"腰","1","0","0","足","頭","0","0","2220042","手"
"実名","1","0","0","学名","和名","0","0","2220043","本名"
"イモ・アジエンス","1","0","0","ホモ・サピエンス","モモ・サピエンス","0","0","2220044","ホモ・アジエンス"
"スズムシ","1","0","0","トンボ","カブトムシ","0","0","2220046","セミ"
"芥子植物","1","0","0","種子植物","束子植物","0","0","2220047","硝子植物"
"毛深血管","1","0","0","毛細血管","毛頭血管","0","0","2220048","毛様血管"
"魚類","1","0","0","貝類","両生類","0","0","2220049","鳥類"
"フジツボ","1","0","0","クラゲ","カニ","0","0","2220050","エビ"
"オオアリクイ","1","0","0","アルマジロ","ヤマアラシ","0","0","2220051","ハリネズミ"
"炭水化物","1","0","0","水","脂質","0","0","2220052","たんぱく質"
"カワセミ","1","0","0","ライチョウ","スズメ","0","0","2220054","カッコウ"
"脂肪","1","0","0","皮膚","骨","0","0","2220056","毛"
"消化器","1","0","0","呼吸器","泌尿器","0","0","2220057","循環器"
"エビ","1","0","0","ウニ","イカ","0","0","2220058","タコ"
"奉仕","1","0","0","胞子","法子","0","0","2220059","法師"
"ナメコ","1","0","0","シメジ","マツタケ","0","0","2220060","マイタケ"
"イノリ","1","0","0","ミミ","リリ","0","0","2221001","キョウカ"
"トラライオン","1","0","0","トラタイガー","トライロッカー","0","0","2221002","タラトイガー"
"ぷんぽこりん","1","0","0","ぺんぽこりん","ぺんぺこりん","0","0","2221003","ぽんこりん"
"クルミ","1","0","0","ミヤコ","ミサキ","0","0","2221004","トモ"
"タテマツリワニ","1","0","0","ドロゲーター","ワニドロロ","0","0","2221005","ワニゴン"
"アルキン","1","0","0","アルベド","アルガン","0","0","2230001","アルヘナ"
"シャーリング","1","0","0","シバリング","トラベリング","0","0","2230003","アイドリング"
"心臓","1","0","0","膵臓","腎臓","0","0","2230005","肝臓"
"ピーチ","1","0","0","ピーヘン","ピーナッツ","0","0","2230007","ピーラー"
"ギャザリング","1","0","0","クラッタリング","マウンティング","0","0","2230008","グルーミング"
"イタチザメ科","1","0","0","ネズミザメ科","イヌザメ科","0","0","2230010","ネコザメ科"
"サンフラワーマリー","1","0","0","ローズマリー","ポピーマリー","0","0","2230012","デイジーマリー"
"ラチェット","1","0","0","フランジ","スリット","0","0","2230013","レバー"
"シダレザクラ","1","0","0","アジサイ","フジ","0","0","2230014","スミレ"
"茎","1","0","0","実","根","0","0","2230015","葉"
"パッションフルーツ","1","0","0","ドラゴンフルーツ","ミラクルフルーツ","0","0","2230016","ジャックフルーツ"
"チンゲンサイ","1","0","0","ブロッコリー","ホウレンソウ","0","0","2230017","キャベツ"
"けいご","1","0","0","ぜいご","こんご","0","0","2230018","でいご"
"個体によって違う","1","0","0","同じ","人間のほうが多い","0","0","2230019","キリンのほうが多い"
"ジャコウウマ科","1","0","0","ジャコウネコ科","ジャコウクマ科","0","0","2230021","ジャコウイヌ科"
"イネ科","1","0","0","シソ科","セリ科","0","0","2230022","キク科"
"赤","1","0","0","白","縞模様","0","0","2230023","黒"
"チンチラ","1","0","0","カピバラ","ヌートリア","0","0","2230024","ビーバー"
"マグロ","1","0","0","ナマズ","ドジョウ","0","0","2230026","ウナギ"
"タンポポトンボ","1","0","0","ムギワラトンボ","ヒマワリトンボ","0","0","2230027","バナナトンボ"
"クワガタ","1","0","0","カイコ","カブトムシ","0","0","2230028","トンボ"
"鮪","1","0","0","鰻","鰆","0","0","2230029","山女魚"
"5つ","1","0","0","3つ","1つ","0","0","2230030","2つ"
"ミミックオクトパス","1","0","0","シーラカンス","ホホジロザメ","0","0","2230031","マンタ"
"王帽筋","1","0","0","僧帽筋","侍帽筋","0","0","2230032","兵帽筋"
"口","1","0","0","うろこ","尾ひれ","0","0","2230033","目"
"XZ","1","0","0","XY","YY","0","0","2230034","XX"
"23本","1","0","0","0本","7本","0","0","2230036","15本"
"タカハシ","1","0","0","イトウ","スズキ","0","0","2230037","サトウ"
"ネコ科","1","0","0","イタチ科","イヌ科","0","0","2230038","リス科"
"ジャコウネコ科","1","0","0","イヌ科","ブタ科","0","0","2230040","ネコ科"
"アリジゴク","1","0","0","ボウフラ","ヤゴ","0","0","2230043","イモムシ"
"クワガタ","1","0","0","カマキリ","カブトムシ","0","0","2230044","クモ"
"生き返り","1","0","0","こむら返り","ふり返り","0","0","2230045","おうむ返し"
"ユリ科","1","0","0","イネ科","スミレ科","0","0","2230046","ツツジ科"
"常緑樹","1","0","0","落葉樹","広葉樹","0","0","2230048","針葉樹"
"キロロフィル","1","0","0","クロロフィル","カロロフィル","0","0","2230049","ケロロフィル"
"ハト","1","0","0","フクロウ","ニワトリ","0","0","2230050","カッコウ"
"星夜草","1","0","0","月見草","星見草","0","0","2230051","月夜草"
"スズメ貝","1","0","0","オウム貝","ウグイス貝","0","0","2230052","カラス貝"
"ハイハイ","1","0","0","アイアイ","カイカイ","0","0","2230053","マイマイ"
"マグロ筋","1","0","0","ヒラメ筋","カツオ筋","0","0","2230055","アナゴ筋"
"夢","1","0","0","脂肪","石油","0","0","2230058","水"
"キツネ","1","0","0","ネコ","タヌキ","0","0","2230059","イヌ"
"アッパー","1","0","0","ケッパー","ラッパー","0","0","2230061","ペッパー"
"白銀マスク","1","0","0","聖女仮面","ノエルの淑女","0","0","2231001","マスク・ド・ジュン"
"イリヤ","1","0","0","アオイ","コッコロ","0","0","2231002","アヤネ"
"マラカス","1","0","0","タンバリン","カスタネット","0","0","2231003","太鼓"
"アオイ","1","0","0","ユニ","クロエ","0","0","2231004","チエル"
"キャル","1","0","0","スズナ","ニノン","0","0","2231005","エリコ"
"0.5","1","0","0","1","2","0","0","2310002","0"
"水星","1","0","0","月","火星","0","0","2310003","太陽"
"金星","1","0","0","土星","火星","0","0","2310005","水星"
"真珠","1","0","0","ルビー","トルコ石","0","0","2310006","エメラルド"
"乾燥帯低気圧","1","0","0","熱帯低気圧","寒帯低気圧","0","0","2310009","温帯低気圧"
"キログラム","1","0","0","デシベル","ミリバール","0","0","2310010","ヘクトパスカル"
"リットル","1","0","0","カロリー","キログラム","0","0","2310011","メートル"
"9","1","0","0","6","24","0","0","2310012","12"
"48時間","1","0","0","24時間","36時間","0","0","2310014","12時間"
"1kgの綿","1","0","0","すべて同じ","1kgの砂","0","0","2310015","1kgの鉄"
"1600分","1","0","0","1440分","1520分","0","0","2310016","1360分"
"W","1","0","0","M","E","0","0","2310017","N"
"赤夜","1","0","0","白夜","黄夜","0","0","2310018","黒夜"
"ピンク","1","0","0","黒","白","0","0","2310019","赤"
"90度","1","0","0","45度","60度","0","0","2310020","30度"
"ホワイトホール","1","0","0","ブラックホール","ブルーホール","0","0","2310021","レッドホール"
"540度","1","0","0","720度","360度","0","0","2310023","180度"
"23","1","0","0","21","22","0","0","2310024","20"
"紀の川","1","0","0","天の川","泥の川","0","0","2310025","湯の川"
"炭素","1","0","0","質素","水素","0","0","2310026","窒素"
"100メートル","1","0","0","0.01メートル","10メートル","0","0","2310027","0.1メートル"
"ワッツ","1","0","0","ヘルツ","スパッツ","0","0","2310028","ワルツ"
"イコール","1","0","0","スコール","ショール","0","0","2310030","クロール"
"地面からの爆発","1","0","0","隕石との衝突","人工衛星との衝突","0","0","2310031","ロケットとの衝突"
"465.24日","1","0","0","365.24日","165.24日","0","0","2310032","265.24日"
"約59.5日","1","0","0","約29.5日","約49.5日","0","0","2310034","約39.5日"
"高層","1","0","0","断層","割層","0","0","2310035","切層"
"液化","1","0","0","沸騰","酸化","0","0","2310036","爆発"
"冷点","1","0","0","氷点","寒点","0","0","2310037","固点"
"8キロ","1","0","0","2キロ","6キロ","0","0","2310038","4キロ"
"-500","1","0","0","0","5050","0","0","2310039","50"
"全体日食","1","0","0","皆既日食","金環日食","0","0","2310041","部分日食"
"対立","1","0","0","抵抗","反発","0","0","2310042","反抗"
"ネイル","1","0","0","コイル","マイル","0","0","2310043","ホイル"
"キロリットル","1","0","0","ミリメートル","デシリットル","0","0","2310044","ミリリットル"
"155","1","0","0","200","150","0","0","2310045","160"
"2＋3","1","0","0","3×2","3－2","0","0","2310047","3＋2"
"新月","1","0","0","満月","三日月","0","0","2310049","半月"
"鉄","1","0","0","銭","銅","0","0","2310051","銀"
"中縁体","1","0","0","半導体","未絶体","0","0","2310052","不導体"
"S波","1","0","0","P波","R波","0","0","2310053","Q波"
"1万円札で100万円","1","0","0","水1リットル","米1合","0","0","2310054","1円玉100枚"
"満潮","1","0","0","干潮","黒潮","0","0","2310056","赤潮"
"2","1","0","0","円周率","高さ","0","0","2310059","底辺"
"雹","1","0","0","霜","霰","0","0","2310060","雷"
"1000","1","0","0","1200","1100","0","0","2311001","1480"
"540","1","0","0","630","700","0","0","2311002","460"
"7980","1","0","0","6400","5400","0","0","2311003","1600"
"セントールス","1","0","0","ランドソル","トーゴク","0","0","2311004","オーマ"
"950ルピ","1","0","0","1100ルピ","1150ルピ","0","0","2311005","1000ルピ"
"360度","1","0","0","90度","180度","0","0","2320001","0度"
"9本","1","0","0","5本","7本","0","0","2320004","2本"
"オイラレス","1","0","0","アンタレス","キミレス","0","0","2320005","ボクレス"
"ファール","1","0","0","ルミノール","ゼミナール","0","0","2320006","ノネナール"
"60000℃","1","0","0","6000℃","600℃","0","0","2320008","60℃"
