7d5ca8a1ff8219366586c3425a8e6ee8ae9d085fbd2a351f44fdc3a148385349,5658b958e46de82ae20d11c7c6b5b71c703567f4c71d3fec233932fd377a1c5f,c988c866164772973cd6fb262226e03c1d0b2b7a00f48cd30c5941522cfd11cc,7dce408cbfdc00506d4e14ece9c462a69c083d51da76a30c4442bf04f5d5a5f0,233e4b47a8c6a4dfde5909c1ee04109179bc81c3d526a270a5bad713b294eb32,0e4b58733d4962782b249b449957ba9ea44e200a2e8e628c1e9f7ea0b8bf8cf4,f54575ae38935999695715bedf281c640e74e55779f94109b66fee96549e6163,1f6bc08671be2246ae3a65be71e300cef6efc03543e4f06124f4cd64ad0b72a2,0c2cb4a997a324ae33b667515d64c27654c8c47092bd1776a37b1e19564afccb,5e6e8f35f25f4b255372a04aa619639bf5095e4f0b409088dd71cbae1f2a9161,d810aa0a106b9bb364fd94179601da58d4b7515a2cb77c2f6d6b442fa7e3dcdc
"0.2","1000001","3002","0","wait","3","","","","","130020005"
"","2","3002","","1","35","","","","","130020006"
"","5.4","3002","","0","93","","","","","130020007"
"0","0.95","3002","0.95","0.95","123","","","0.4","0.95","130020008"
"0.2","1000001","3002","0","glad","3","","","","","130020009"
"","300100","3002","","1","32","","","","","130020010"
"","996","3002","","1","32","","","","","130020011"
"","0.1","3002","","0","93","","","","","130020012"
"","2","3002","","0","32","","","","","130020013"
"","3","3002","","0","32","","","","","130020014"
"","1.5","3002","","0","93","","","","","130020015"
"0.2","1000001","3002","0","joy","3","","","","","130020016"
"","1.7","3002","","0","93","","","","","130020017"
"0","1000001","3002","1","run_gatein","3","","","","","130020018"
"","1000001","3002","-195","450","2","","","0","1","130020019"
"","0.5","3002","","1","93","","","","","130020020"
"0.4","1000001","3002","1","1","6","","0","0","1","130020021"
"","0.4","3002","","0","93","","","","","130020022"
"","1","3002","","","113","","","","","130020023"
"0","6","3011","345.4","6","31","","","1","0","130110001"
"0","8","3011","345.4","8","31","","","1","0","130110002"
"0","301100","3011","345.4","301100","31","","","1","0","130110003"
"","0","3011","","","91","","","","","130110004"
"0","1.05","3011","1.05","1.05","123","","","7.4","1.05","130110005"
"0.2","1000001","3011","0","wait","3","","","","","130110006"
"","2","3011","","1","35","","","","","130110007"
"","4.9","3011","","0","93","","","","","130110008"
"0","0.95","3011","0.95","0.95","123","","","0.3","0.95","130110009"
"","se_travel","3011","0","se_travel_treasure_ghost_success","23","","","","","130110010"
"","8","3011","","1","32","","","","","130110011"
"","8","3011","","0","35","","","","","130110012"
"","6","3011","","1","32","","","","","130110013"
"","0.1","3011","","0","93","","","","","130110014"
"","2","3011","","0","32","","","","","130110015"
"","3","3011","","0","32","","","","","130110016"
"","1000001","3011","0","dotEyes","3","","","","","130110017"
"","0.87","3011","","0","93","","","","","130110018"
"0.2","1000001","3011","0","glad","3","","","","","130110019"
"","301100","3011","","1","32","","","","","130110020"
"","8","3011","","1","35","","","","","130110021"
"","0.6","3011","","0","93","","","","","130110022"
"","996","3011","","1","32","","","","","130110023"
"","0.5","3011","","0","93","","","","","130110024"
"","1000001","3011","0","joy","3","","","","","130110025"
"","1.67","3011","","0","93","","","","","130110026"
"0","1000001","3011","1","run_gatein","3","","","","","130110027"
"","1000001","3011","-195","450","2","","","0","1","130110028"
"","0.5","3011","","1","93","","","","","130110029"
"0.4","1000001","3011","1","1","6","","0","0","1","130110030"
"","0.4","3011","","0","93","","","","","130110031"
"","1","3011","","","113","","","","","130110032"
"0.2","1000001","3012","1","idle","3","","","","","130120001"
"0","301200","3012","0","13","31","","","1","0","130120002"
"0","101","3012","0","14","31","","","1","0","130120003"
"0","301204","3012","260","16","31","","","1","-150","130120004"
"0","301205","3012","0","17","31","","","1","0","130120005"
"0","6","3012","345.4","18","31","","","1","0","130120006"
"0","301201","3012","345.4","20","31","","","1","0","130120007"
"0","301202","3012","345.4","21","31","","","1","0","130120008"
"1","1","3012","55","3","5","round_monster_walk","0","-234","9340","130120009"
"","0","3012","","","91","","","","","130120010"
"0","3","3012","1","1","6","","0","0","1","130120011"
"0","3","3012","-234","345","2","","0","0","0","130120012"
"0","1.05","3012","1.05","1.05","123","","0","7.4","1.05","130120013"
"0.2","1000001","3012","0","wait","3","","","","","130120014"
"","2","3012","","1","35","","","","","130120015"
"0","301203","3012","0","15","31","","","1","0","130120016"
"0.89","2","3012","57","1000002","1","<weapon>_run","0","-250","9340","130120017"
"","4.3","3012","","0","93","","","","","130120018"
"0","0.95","3012","0.95","0.95","123","","","0.4","0.95","130120019"
"","21","3012","","1","32","","","","","130120020"
"","21","3012","","0","35","","","","","130120021"
"","se_travel","3012","","se_travel_treasure_success_monster_helper_1","23","","","","","130120022"
"","18","3012","","1","32","","","","","130120023"
"","0.1","3012","","0","93","","","","","130120024"
"","2","3012","","0","32","","","","","130120025"
"0.3","3","3012","1","1","6","","0","1","1","130120026"
"","13","3012","","1","32","","","","","130120027"
"","3","3012","0","round_monster_appear","3","","","","","130120028"
"","1000001","3012","0","back","3","","","","","130120029"
"","0.67","3012","","0","93","","","","","130120030"
"0.2","3","3012","0","round_monster_walk","3","","","","","130120031"
"","3","3012","-234","220","2","","","0","1.4","130120032"
"","20","3012","","1","32","","","","","130120033"
"","0.1","3012","","0","93","","","","","130120034"
"","18","3012","","0","32","","","","","130120035"
"","0.5","3012","","0","93","","","","","130120036"
"","1000002","3012","","1","4","","","","","130120037"
"","1000002","3012","-240","1445","2","","","0","0","130120038"
"","0.5","3012","","0","93","","","","","130120039"
"0.3","3","3012","0","round_monster_attack","3","","","","","130120040"
"","0.5","3012","","0","93","","","","","130120041"
"","17","3012","","1","32","","","","","130120042"
"0.1","1000001","3012","0","back_loop","3","","","","","130120043"
"","0.5","3012","","0","93","","","","","130120044"
"","1000002","3012","-240","950","2","","","0","0","130120045"
"","1000002","3012","-240","650","2","","","0","0.16","130120046"
"0.2","1000002","3012","0","<weapon>_run","3","","","","","130120047"
"","0.16","3012","","0","93","","","","","130120048"
"0.2","1000002","3012","0","<weapon>_attack_skipQuest","3","","","","","130120049"
"","0.1","3012","","0","93","","","","","130120050"
"","3","3012","-234","280","2","","","0","0","130120051"
"","3","3012","","1","4","","","","","130120052"
"0.2","3","3012","0","round_monster_die","3","","","","","130120053"
"","16","3012","","1","32","","","","","130120054"
"","0.5","3012","","0","93","","","","","130120055"
"","1000001","3012","-240","20","2","","","0","0","130120056"
"0","1000001","3012","0","back_origin","3","","","","","130120057"
"0.2","1000001","3012","0","surprise","3","","","","","130120058"
"0.2","1000002","3012","1","<weapon>_idle","3","","","","","130120059"
"","0.66","3012","","0","93","","","","","130120060"
"","15","3012","","1","32","","","","","130120061"
"","996","3012","","1","32","","","","","130120062"
"0.6","3","3012","1","1","6","","","0","1","130120063"
"0.2","1000001","3012","0","joy_short","3","","","","","130120064"
"","18","3012","","1","32","","","","","130120065"
"","0.02","3012","","0","93","","","","","130120066"
"","20","3012","","0","32","","","","","130120067"
"","21","3012","","0","32","","","","","130120068"
"","1.5","3012","","0","93","","","","","130120069"
"0.2","1000001","3012","0","smile","3","","","","","130120070"
"0","1000002","3012","1","<weapon>_run","3","","","","","130120071"
"","1000002","3012","","0","4","","","","","130120072"
"","1000002","3012","-250","1500","2","","","0","2","130120073"
"","1","3012","","0","93","","","","","130120074"
"0.2","1000002","3012","1","1","6","","","0","1","130120075"
"0.2","1000001","3012","1","run_gatein","3","","","","","130120076"
"","1000001","3012","-200","360","2","","","0","1","130120077"
"","0.5","3012","","0","93","","","","","130120078"
"0.4","1000001","3012","1","1","6","","","0","1","130120079"
"","0.4","3012","","0","93","","","","","130120080"
"","1","3012","","0","113","","","","","130120081"
"0","301300","3013","345.4","301300","31","","","1","0","130130001"
"","0","3013","","","91","","","","","130130002"
"0.2","1000001","3013","0","wait_gradeUp","3","","","","","130130003"
"","301300","3013","","1","32","","","","","130130004"
"","0.1","3013","","0","93","","","","","130130005"
"","2","3013","","0","32","","","","","130130006"
"","0.8","3013","","0","93","","","","","130130007"
"0","1.05","3013","1.05","1.05","123","","","0","1.05","130130008"
"","5","3013","0.5","5","122","","","","","130130009"
"","1.1","3013","","0","93","","","","","130130010"
"0","1.05","3013","1.05","1.05","123","","","0","1.05","130130011"
"","10","3013","0.5","10","122","","","","","130130012"
"","0.8","3013","","0","93","","","","","130130013"
"0.2","1000001","3013","0","glad","3","","","","","130130014"
"","0.1","3013","","0","93","","","","","130130015"
"2","0.907","3013","0.907","0.907","123","","","2","0.907","130130016"
"","0.3","3013","","0","93","","","","","130130017"
"","996","3013","","1","32","","","","","130130018"
"","0.5","3013","","0","93","","","","","130130019"
"0.2","1000001","3013","0","joy","3","","","","","130130020"
"","1.7","3013","","0","93","","","","","130130021"
"0","1000001","3013","1","run_gatein","3","","","","","130130022"
"","1000001","3013","-195","450","2","","","0","1","130130023"
"","0.5","3013","","1","93","","","","","130130024"
"0.4","1000001","3013","1","1","6","","0","0","1","130130025"
"","0.4","3013","","0","93","","","","","130130026"
"","1","3013","","","113","","","","","130130027"
"0","301400","3014","345.4","301400","31","","","1","0","130140001"
"","0","3014","","","91","","","","","130140002"
"0","1.05","3014","1.05","1.05","123","","","7.4","1.05","130140003"
"0.2","1000001","3014","0","wait","3","","","","","130140004"
"","301400","3014","","1","32","","","","","130140005"
"","0.1","3014","","0","93","","","","","130140006"
"","2","3014","","0","32","","","","","130140007"
"","3.4","3014","","0","93","","","","","130140008"
"5","0.95","3014","0.95","0.95","123","","","3.2","0.95","130140009"
"","1.6","3014","","0","93","","","","","130140010"
"0.2","1000001","3014","0","relief","3","","","","","130140011"
"","996","3014","","1","32","","","","","130140012"
"","1.7","3014","","0","93","","","","","130140013"
"0","1000001","3014","1","run_gatein","3","","","","","130140014"
"","1000001","3014","-195","450","2","","","0","1","130140015"
"","0.5","3014","","1","93","","","","","130140016"
"0.4","1000001","3014","1","1","6","","0","0","1","130140017"
"","0.4","3014","","0","93","","","","","130140018"
"","1","3014","","","113","","","","","130140019"
"0","301501","3015","345.4","301501","31","","","1","0","130150001"
"1","301500","3015","345.4","301500","31","","","1","0","130150002"
"","0","3015","","","91","","","","","130150003"
"0","1.05","3015","1.05","1.05","123","","","7.4","1.05","130150004"
"0.2","1000001","3015","0","wait_wakuwaku","3","","","","","130150005"
"","2","3015","","1","35","","","","","130150006"
"","5.4","3015","","0","93","","","","","130150007"
"0","0.95","3015","0.95","0.95","123","","","0.4","0.95","130150008"
"0.2","1000001","3015","0","glad","3","","","","","130150009"
"","301501","3015","","1","32","","","","","130150010"
"","996","3015","","1","32","","","","","130150011"
"","0.1","3015","","0","93","","","","","130150012"
"","2","3015","","0","32","","","","","130150013"
"","3","3015","","0","32","","","","","130150014"
"","1.5","3015","","0","93","","","","","130150015"
"0.2","1000001","3015","0","joy","3","","","","","130150016"
"","1.7","3015","","0","93","","","","","130150017"
"0","1000001","3015","1","run_gatein","3","","","","","130150018"
"","1000001","3015","-195","450","2","","","0","1","130150019"
"","0.5","3015","","1","93","","","","","130150020"
"0.4","1000001","3015","1","1","6","","0","0","1","130150021"
"","0.4","3015","","0","93","","","","","130150022"
"","1","3015","","","113","","","","","130150023"
"0","6","3016","345.4","6","31","","","1","0","130160001"
"0","8","3016","345.4","8","31","","","1","0","130160002"
"0","301600","3016","345.4","301600","31","","","1","-80","130160003"
"0","301601","3016","345.4","301601","31","","","1","0","130160004"
"1","990002","3016","345.4","990002","31","","","1","0","130160005"
"","0","3016","","","91","","","","","130160006"
"0","1.05","3016","1.05","1.05","123","","","7.4","1.05","130160007"
"0.2","1000001","3016","0","wait","3","","","","","130160008"
"","2","3016","","1","35","","","","","130160009"
"","5.4","3016","","0","93","","","","","130160010"
"0","0.95","3016","0.95","0.95","123","","","0.4","0.95","130160011"
"","8","3016","","1","32","","","","","130160012"
"","8","3016","","0","35","","","","","130160013"
"","301600","3016","","1","32","","","","","130160014"
"","6","3016","","1","32","","","","","130160015"
"","0.1","3016","","0","93","","","","","130160016"
"","2","3016","","0","32","","","","","130160017"
"","3","3016","","0","32","","","","","130160018"
"0.1","1000001","3016","0","glad","3","","","","","130160019"
"","se_travel","3016","0","se_travel_treasure_success_butterfly","23","","","","","130160020"
"","0.5","3016","","0","93","","","","","130160021"
"","8","3016","","1","35","","","","","130160022"
"","1.1","3016","","0","93","","","","","130160023"
"","301601","3016","","1","32","","","","","130160024"
"","996","3016","","1","32","","","","","130160025"
"0.2","1000001","3016","0","joy","3","","","","","130160026"
"","1.67","3016","","0","93","","","","","130160027"
"0","1000001","3016","1","run_gatein","3","","","","","130160028"
"","se_travel","3016","0","se_travel_treasure_cha_run","23","","","","","130160029"
"","1000001","3016","-195","450","2","","","0","1","130160030"
"","0.5","3016","","1","93","","","","","130160031"
"0.4","1000001","3016","1","1","6","","0","0","1","130160032"
"","0.4","3016","","0","93","","","","","130160033"
"","1","3016","","","113","","","","","130160034"
"0","310000","3017","345.4","310000","31","","","1","0","130170001"
"0","310001","3017","0","310001","31","","","1","0","130170002"
"0","301700","3017","345.4","301700","31","","","1","0","130170003"
"0","301701","3017","740","301701","31","","","1","-115","130170004"
"0","301702","3017","345.4","301702","31","","","1","0","130170005"
"0","301703","3017","345.4","301703","31","","","1","0","130170006"
"0.44","5","3017","100","15","5","empty","0","-235","610","130170007"
"0.44","5","3017","55","16","5","empty","0","-235","610","130170008"
"","0","3017","","","91","","","","","130170009"
"0","1.05","3017","1.05","1.05","123","","","7.4","1.05","130170010"
"0.2","1000001","3017","0","wait","3","","","","","130170011"
"","2","3017","","1","35","","","","","130170012"
"","5.4","3017","","0","93","","","","","130170013"
"0","0.95","3017","0.95","0.95","123","","","0.3","0.95","130170014"
"","310000","3017","","1","32","","","","","130170015"
"","310001","3017","","1","32","","","","","130170016"
"","0.2","3017","","0","93","","","","","130170017"
"","50","3017","0.6","50","122","","","","","130170018"
"0.2","1000001","3017","0","shock","3","","","","","130170019"
"","1.6","3017","","0","93","","","","","130170020"
"","301700","3017","","1","32","","","","","130170021"
"","1.2","3017","","0","93","","","","","130170022"
"","se_travel","3017","0","se_travel_treasure_croce_ui","23","","","","","130170023"
"","15","3017","0","punch","3","","","","","130170024"
"","16","3017","0","punch_B","3","","","","","130170025"
"","0.2","3017","","0","93","","","","","130170026"
"11","1.05","3017","1.05","1.05","123","","","0.1","1.05","130170027"
"","0.1","3017","","0","93","","","","","130170028"
"0","0.95","3017","0.95","0.95","123","","","0.3","0.95","130170029"
"","1","3017","","0","93","","","","","130170030"
"","se_travel","3017","0","se_travel_treasure_croce_door","23","","","","","130170031"
"","0.4","3017","","0","93","","","","","130170032"
"","301701","3017","","1","32","","","","","130170033"
"","0.9","3017","","0","93","","","","","130170034"
"0","1.05","3017","1.05","1.05","123","","","0","1.05","130170035"
"","75","3017","0.6","75","122","","","","","130170036"
"","301702","3017","","1","32","","","","","130170037"
"","0.4","3017","","0","93","","","","","130170038"
"","2","3017","","0","32","","","","","130170039"
"","310000","3017","","0","32","","","","","130170040"
"","0.4","3017","","0","93","","","","","130170041"
"11","0.95","3017","0.95","0.95","123","","","2","0.95","130170042"
"","0.2","3017","","0","93","","","","","130170043"
"0.2","1000001","3017","0","glad","3","","","","","130170044"
"","301703","3017","","1","32","","","","","130170045"
"","0.1","3017","","0","93","","","","","130170046"
"","996","3017","","1","32","","","","","130170047"
"","0.9","3017","","0","93","","","","","130170048"
"0.2","1000001","3017","0","joy","3","","","","","130170049"
"","1.7","3017","","0","93","","","","","130170050"
"0","1000001","3017","1","run_gatein","3","","","","","130170051"
"","se_travel","3017","","se_travel_treasure_cha_run","23","","","","","130170052"
"","1000001","3017","-195","450","2","","","0","1","130170053"
"","0.5","3017","","1","93","","","","","130170054"
"0.4","1000001","3017","1","1","6","","0","0","1","130170055"
"","0.4","3017","","0","93","","","","","130170056"
"","1","3017","","","113","","","","","130170057"
"0","310000","3100","345.4","310000","31","","","1","0","131000001"
"0","310001","3100","0","310001","31","","","1","0","131000002"
"","0","3100","","","91","","","","","131000003"
"0","1.05","3100","1.05","1.05","123","","","7.4","1.05","131000004"
"0.2","1000001","3100","0","wait","3","","","","","131000005"
"","2","3100","","1","35","","","","","131000006"
"","5.4","3100","","0","93","","","","","131000007"
"0","0.95","3100","0.95","0.95","123","","","0.3","0.95","131000008"
"","310000","3100","","1","32","","","","","131000009"
"","310001","3100","","1","32","","","","","131000010"
"","0.2","3100","","0","93","","","","","131000011"
"","50","3100","0.6","50","122","","","","","131000012"
"0.2","1000001","3100","0","shock","3","","","","","131000013"
"","1.6","3100","","0","93","","","","","131000014"
"","2","3100","","","113","","","","","131000015"
"0","6","3111","345.4","6","31","","","1","0","131110001"
"0","7","3111","345.4","7","31","","","1","0","131110002"
"0","8","3111","345.4","8","31","","","1","0","131110003"
"1.3","3","3111","55","13","5","appear","0","0","8000","131110004"
"","0","3111","","","91","","","","","131110005"
"0","13","3111","1","1","6","","0","0","1","131110006"
"","13","3111","-250","95","2","","","0","0","131110007"
"0","1.05","3111","1.05","1.05","123","","","7.4","1.05","131110008"
"0.2","1000001","3111","0","wait","3","","","","","131110009"
"","2","3111","","1","35","","","","","131110010"
"","4.9","3111","","0","93","","","","","131110011"
"0","0.95","3111","0.95","0.95","123","","","0.3","0.95","131110012"
"","se_travel","3111","0","se_travel_treasure_ghost_fail","23","","","","","131110013"
"","8","3111","","1","32","","","","","131110014"
"","8","3111","","0","35","","","","","131110015"
"","6","3111","","1","32","","","","","131110016"
"","0.1","3111","","0","93","","","","","131110017"
"","2","3111","","0","32","","","","","131110018"
"","3","3111","","0","32","","","","","131110019"
"","1000001","3111","0","dotEyes","3","","","","","131110020"
"","0.3","3111","","0","93","","","","","131110021"
"","13","3111","0","appear","3","","","","","131110022"
"0","13","3111","1","1","6","","0","1","1","131110023"
"","0.67","3111","","0","93","","","","","131110024"
"","1000001","3111","0","shock_jump","3","","","","","131110025"
"","1000001","3111","-250","70","2","","","0","1","131110026"
"","1.1","3111","","0","93","","","","","131110027"
"","1000001","3111","1","escape","3","","","","","131110028"
"","1000001","3111","-250","-350","2","","","0","1.2","131110029"
"","13","3111","0","march","3","","","","","131110030"
"","0.2","3111","","0","93","","","","","131110031"
"","7","3111","","1","32","","","","","131110032"
"","0.1","3111","","0","93","","","","","131110033"
"","6","3111","","0","32","","","","","131110034"
"","1.6","3111","","0","93","","","","","131110035"
"","2","3111","","","113","","","","","131110036"
"0.2","1000001","3112","1","idle","3","","","","","131120001"
"0","301200","3112","0","13","31","","","1","0","131120002"
"0","101","3112","0","14","31","","","1","0","131120003"
"0","301205","3112","0","15","31","","","1","0","131120004"
"0","301206","3112","130","16","31","","","1","-170","131120005"
"0","6","3112","345.4","18","31","","","1","0","131120006"
"0","301201","3112","345.4","20","31","","","1","0","131120007"
"0","301202","3112","345.4","21","31","","","1","0","131120008"
"1","1","3112","55","3","5","round_monster_walk","0","-234","9340","131120009"
"","0","3112","","","91","","","","","131120010"
"0","3","3112","1","1","6","","0","0","1","131120011"
"0","3","3112","-234","345","2","","0","0","0","131120012"
"0","1.05","3112","1.05","1.05","123","","0","7.4","1.05","131120013"
"0.2","1000001","3112","0","wait","3","","","","","131120014"
"","2","3112","","1","35","","","","","131120015"
"","4.3","3112","","0","93","","","","","131120016"
"0","0.95","3112","0.95","0.95","123","","","0.4","0.95","131120017"
"","21","3112","","1","32","","","","","131120018"
"","21","3112","","0","35","","","","","131120019"
"","se_travel","3112","","se_travel_treasure_monster_failure","23","","","","","131120020"
"","18","3112","","1","32","","","","","131120021"
"","0.1","3112","","0","93","","","","","131120022"
"","2","3112","","0","32","","","","","131120023"
"0.3","3","3112","1","1","6","","0","1","1","131120024"
"","13","3112","","1","32","","","","","131120025"
"","3","3112","0","round_monster_appear","3","","","","","131120026"
"","1000001","3112","0","back","3","","","","","131120027"
"","0.67","3112","","0","93","","","","","131120028"
"0.2","3","3112","0","round_monster_walk","3","","","","","131120029"
"0","3","3112","-234","220","2","","0","0","1.4","131120030"
"","20","3112","","1","32","","","","","131120031"
"","0.1","3112","","0","93","","","","","131120032"
"","18","3112","","0","32","","","","","131120033"
"","1","3112","","0","93","","","","","131120034"
"0.3","3","3112","0","round_monster_attack","3","","","","","131120035"
"","0.5","3112","","0","93","","","","","131120036"
"","15","3112","","1","32","","","","","131120037"
"0.2","1000001","3112","1","back_loop","3","","","","","131120038"
"","1","3112","","0","93","","","","","131120039"
"","16","3112","","1","32","","","","","131120040"
"","0","3112","0.5","50","122","","","","","131120041"
"","1000001","3112","-250","40","2","","","0","0","131120042"
"0","1000001","3112","0","shock_jump","3","","","","","131120043"
