61d9e1f728153379ee893ff686c560425c0c172dda32976ab647311818370141,f5e64605477e054cbadd8a3434caadbe4ff8d22d9527aa09ce044648a2874028,ba6716137f17fc9f13b5e85f301499985356afe2b55e5e2bb36e25c05b03833a,47fdaf7d863365f196eba05d0428d6a7d3b6e44099bafd0957db710ebf79d334,aec6657ab846d55954dd2dd1c0a4c4b7d1b698c3ae04e3ca5824b9a76f350752,52056585c0dba7fdae5294257f1b203fbdb3d13cc8b528956aae06e12e7307ea,5ca146edfb8ada256540f790d95cfe754bb8d64d54bbb16ead236aeb3de62c66,28a08bc9da9b4a38c9de72ee2916a1f9cef3fd132750764b54b9b5a53bc2996e,06c50b1e597cf907a65ff0789a35fe79a84259ff149316ca714853a416b7c87b,20cd73d38624f4611672256f651a8c0874d2296bc30a657c0ddce21d9873832b
"1","3039","3037","500","1","11820","1300013","38","3038","3"
"1","3042","3040","500","1","11820","1300014","38","3041","3"
"1","3045","3043","500","1","11820","1300015","38","3044","3"
"1","3048","3046","500","1","11820","1300016","38","3047","3"
"1","3051","3049","500","2","11820","1300017","38","3050","3"
"1","3054","3052","500","4","11820","1300018","38","3053","3"
"1","3057","3055","500","4","11820","1300019","38","3056","3"
"1","3060","3058","500","6","11820","1300020","38","3059","3"
"1","3063","3061","375","1","13050","1300021","40","3062","3"
"1","3066","3064","375","1","13050","1300022","40","3065","3"
"1","3069","3067","375","1","13050","1300023","40","3068","3"
"1","3072","3070","375","1","13050","1300024","40","3071","3"
"1","3075","3073","375","1","13050","1300025","40","3074","3"
"1","3078","3076","375","1","13050","1300026","40","3077","3"
"1","3081","3079","375","2","13050","1300027","40","3080","3"
"1","3084","3082","375","4","13050","1300028","40","3083","3"
"1","3087","3085","375","6","13050","1300029","40","3086","3"
"1","3090","3088","375","6","13050","1300030","40","3089","3"
"2","4003","4001","700","3","9360","2100001","29","4002","1"
"2","4006","4004","700","5","9360","2100002","29","4005","1"
"2","4009","4007","700","7","9360","2100003","29","4008","1"
"2","4012","4010","700","3","9360","2100004","29","4011","1"
"2","4015","4013","700","5","9360","2100005","29","4014","1"
"2","4018","4016","700","7","9360","2100006","29","4017","1"
"2","4021","4019","575","3","10590","2100007","30","4020","1"
"2","4024","4022","575","5","10590","2100008","30","4023","1"
"2","4027","4025","575","7","10590","2100009","30","4026","1"
"2","4030","4028","575","3","10590","2100010","30","4029","1"
"2","5003","5001","700","3","9360","2200001","33","5002","2"
"2","5006","5004","700","5","9360","2200002","33","5005","2"
"2","5009","5007","700","7","9360","2200003","33","5008","2"
"2","5012","5010","700","3","9360","2200004","33","5011","2"
"2","5015","5013","700","5","9360","2200005","33","5014","2"
"2","5018","5016","700","7","9360","2200006","33","5017","2"
"2","5021","5019","700","3","9360","2200007","33","5020","2"
"2","5024","5022","700","5","9360","2200008","33","5023","2"
"2","5027","5025","700","7","9360","2200009","33","5026","2"
"2","5030","5028","700","3","9360","2200010","33","5029","2"
"2","5033","5031","700","5","9360","2200011","33","5032","2"
"2","5036","5034","700","7","9360","2200012","33","5035","2"
"2","5039","5037","575","3","10590","2200013","34","5038","2"
"2","5042","5040","575","5","10590","2200014","34","5041","2"
"2","5045","5043","575","7","10590","2200015","34","5044","2"
"2","5048","5046","575","3","10590","2200016","34","5047","2"
"2","5051","5049","575","5","10590","2200017","34","5050","2"
"2","5054","5052","575","7","10590","2200018","34","5053","2"
"2","5057","5055","575","5","10590","2200019","34","5056","2"
"2","5060","5058","575","7","10590","2200020","34","5059","2"
"2","6003","6001","700","3","9360","2300001","33","6002","3"
"2","6006","6004","700","5","9360","2300002","33","6005","3"
"2","6009","6007","700","7","9360","2300003","33","6008","3"
"2","6012","6010","700","3","9360","2300004","33","6011","3"
"2","6015","6013","700","5","9360","2300005","33","6014","3"
"2","6018","6016","700","7","9360","2300006","33","6017","3"
"2","6021","6019","700","3","9360","2300007","33","6020","3"
"2","6024","6022","700","5","9360","2300008","33","6023","3"
"2","6027","6025","700","7","9360","2300009","33","6026","3"
"2","6030","6028","700","3","9360","2300010","33","6029","3"
"2","6033","6031","700","5","9360","2300011","33","6032","3"
"2","6036","6034","700","7","9360","2300012","33","6035","3"
"2","6039","6037","700","3","9360","2300013","33","6038","3"
"2","6042","6040","700","5","9360","2300014","33","6041","3"
"2","6045","6043","700","7","9360","2300015","33","6044","3"
"2","6048","6046","700","3","9360","2300016","33","6047","3"
"2","6051","6049","700","5","9360","2300017","33","6050","3"
"2","6054","6052","700","7","9360","2300018","33","6053","3"
"2","6057","6055","575","3","10590","2300019","34","6056","3"
"2","6060","6058","575","5","10590","2300020","34","6059","3"
"2","6063","6061","575","7","10590","2300021","34","6062","3"
"2","6066","6064","575","3","10590","2300022","34","6065","3"
"2","6069","6067","575","5","10590","2300023","34","6068","3"
"2","6072","6070","575","7","10590","2300024","34","6071","3"
"2","6075","6073","575","3","10590","2300025","34","6074","3"
"2","6078","6076","575","5","10590","2300026","34","6077","3"
"2","6081","6079","575","7","10590","2300027","34","6080","3"
"2","6084","6082","575","3","10590","2300028","34","6083","3"
"2","6087","6085","575","5","10590","2300029","34","6086","3"
"2","6090","6088","575","7","10590","2300030","34","6089","3"
"3","7003","7001","340","1","14280","3100001","39","7002","1"
"3","7006","7004","340","1","14280","3100002","39","7005","1"
"3","7009","7007","340","1","14280","3100003","39","7008","1"
"3","7012","7010","340","1","14280","3100004","39","7011","1"
"3","7015","7013","340","1","14280","3100005","39","7014","1"
"3","7018","7016","340","1","14280","3100006","39","7017","1"
"3","7021","7019","375","1","13050","3100007","36","7020","1"
"3","7024","7022","375","1","13050","3100008","36","7023","1"
"3","7027","7025","375","1","13050","3100009","36","7026","1"
"3","7030","7028","375","1","13050","3100010","36","7029","1"
"3","8003","8001","340","1","14280","3200001","41","8002","2"
"3","8006","8004","340","1","14280","3200002","41","8005","2"
"3","8009","8007","340","1","14280","3200003","41","8008","2"
"3","8012","8010","340","1","14280","3200004","41","8011","2"
"3","8015","8013","340","1","14280","3200005","41","8014","2"
"3","8018","8016","340","1","14280","3200006","41","8017","2"
"3","8021","8019","340","1","14280","3200007","41","8020","2"
"3","8024","8022","340","1","14280","3200008","41","8023","2"
"3","8027","8025","340","1","14280","3200009","41","8026","2"
"3","8030","8028","340","1","14280","3200010","41","8029","2"
"3","8033","8031","340","1","14280","3200011","41","8032","2"
"3","8036","8034","340","1","14280","3200012","41","8035","2"
"3","8039","8037","375","1","13050","3200013","38","8038","2"
"3","8042","8040","375","1","13050","3200014","38","8041","2"
"3","8045","8043","375","1","13050","3200015","38","8044","2"
"3","8048","8046","375","1","13050","3200016","38","8047","2"
"3","8051","8049","375","1","13050","3200017","38","8050","2"
"3","8054","8052","375","1","13050","3200018","38","8053","2"
"3","8057","8055","375","1","13050","3200019","38","8056","2"
"3","8060","8058","375","1","13050","3200020","38","8059","2"
"3","9003","9001","340","1","14280","3300001","40","9002","3"
"3","9006","9004","340","1","14280","3300002","40","9005","3"
"3","9009","9007","340","1","14280","3300003","40","9008","3"
"3","9012","9010","340","1","14280","3300004","40","9011","3"
"3","9015","9013","340","1","14280","3300005","40","9014","3"
"3","9018","9016","340","1","14280","3300006","40","9017","3"
"3","9021","9019","340","1","14280","3300007","40","9020","3"
"3","9024","9022","340","1","14280","3300008","40","9023","3"
"3","9027","9025","340","1","14280","3300009","40","9026","3"
"3","9030","9028","340","1","14280","3300010","40","9029","3"
"3","9033","9031","340","1","14280","3300011","40","9032","3"
"3","9036","9034","340","1","14280","3300012","40","9035","3"
"3","9039","9037","340","1","14280","3300013","40","9038","3"
"3","9042","9040","340","1","14280","3300014","40","9041","3"
"3","9045","9043","340","1","14280","3300015","40","9044","3"
"3","9048","9046","340","1","14280","3300016","40","9047","3"
"3","9051","9049","340","1","14280","3300017","40","9050","3"
"3","9054","9052","340","1","14280","3300018","40","9053","3"
"3","9057","9055","375","1","13050","3300019","39","9056","3"
"3","9060","9058","375","1","13050","3300020","39","9059","3"
"3","9063","9061","375","1","13050","3300021","39","9062","3"
"3","9066","9064","375","1","13050","3300022","39","9065","3"
"3","9069","9067","375","1","13050","3300023","39","9068","3"
"3","9072","9070","375","1","13050","3300024","39","9071","3"
"3","9075","9073","375","1","13050","3300025","39","9074","3"
"3","9078","9076","375","1","13050","3300026","39","9077","3"
"3","9081","9079","375","1","13050","3300027","39","9080","3"
"3","9084","9082","375","1","13050","3300028","39","9083","3"
"3","9087","9085","375","1","13050","3300029","39","9086","3"
"3","9090","9088","375","1","13050","3300030","39","9089","3"
