6ad0ef9426119bb68d7665df4e7c68bf400bf250de5fb1f34c293206ee0a3a21,d86c9010d365194eca84662b9d27caede6ec2cd1bf31e506fe43b1cbe0c0953c,f50e2a65b1e89ba9d7b624683677bf03ab90f0da07b59cc233a009ae02cd4e63,fb39572b08cba510f763a56880685061081791a08d454783e0d2aeb8431bd4d3,cb267cc4df627e9695eae7ec00f82f641975acea73dafb819953d9e143fdd3ff,1c761942285b424a314aa90d18c26161c0b5bc359ab7a2c5b67229c8b45ee2d8,3608cee0aa97318c12f82a869471bfdd3eac3c7401916587e0bddf023380c33f,923a020290d224629703e9c09f14d01b372af330aae608d616ba6b84f3e52c21,fe691102879fe9cb18fc971c0d3a6a702d63b1a940aca492a6906df566648c9d,bc57d9990eb128497c8a783b1f4410e0aec49dea4ce81205ea473fec0e1a6bb5
"14280","3200009","41","3","8026","2","340","8025","1","8027"
"14280","3200010","41","3","8029","2","340","8028","1","8030"
"14280","3200011","41","3","8032","2","340","8031","1","8033"
"14280","3200012","41","3","8035","2","340","8034","1","8036"
"13050","3200013","38","3","8038","2","375","8037","1","8039"
"13050","3200014","38","3","8041","2","375","8040","1","8042"
"13050","3200015","38","3","8044","2","375","8043","1","8045"
"13050","3200016","38","3","8047","2","375","8046","1","8048"
"13050","3200017","38","3","8050","2","375","8049","1","8051"
"13050","3200018","38","3","8053","2","375","8052","1","8054"
"13050","3200019","38","3","8056","2","375","8055","1","8057"
"13050","3200020","38","3","8059","2","375","8058","1","8060"
"14280","3300001","40","3","9002","3","340","9001","1","9003"
"14280","3300002","40","3","9005","3","340","9004","1","9006"
"14280","3300003","40","3","9008","3","340","9007","1","9009"
"14280","3300004","40","3","9011","3","340","9010","1","9012"
"14280","3300005","40","3","9014","3","340","9013","1","9015"
"14280","3300006","40","3","9017","3","340","9016","1","9018"
"14280","3300007","40","3","9020","3","340","9019","1","9021"
"14280","3300008","40","3","9023","3","340","9022","1","9024"
"14280","3300009","40","3","9026","3","340","9025","1","9027"
"14280","3300010","40","3","9029","3","340","9028","1","9030"
"14280","3300011","40","3","9032","3","340","9031","1","9033"
"14280","3300012","40","3","9035","3","340","9034","1","9036"
"14280","3300013","40","3","9038","3","340","9037","1","9039"
"14280","3300014","40","3","9041","3","340","9040","1","9042"
"14280","3300015","40","3","9044","3","340","9043","1","9045"
"14280","3300016","40","3","9047","3","340","9046","1","9048"
"14280","3300017","40","3","9050","3","340","9049","1","9051"
"14280","3300018","40","3","9053","3","340","9052","1","9054"
"13050","3300019","39","3","9056","3","375","9055","1","9057"
"13050","3300020","39","3","9059","3","375","9058","1","9060"
"13050","3300021","39","3","9062","3","375","9061","1","9063"
"13050","3300022","39","3","9065","3","375","9064","1","9066"
"13050","3300023","39","3","9068","3","375","9067","1","9069"
"13050","3300024","39","3","9071","3","375","9070","1","9072"
"13050","3300025","39","3","9074","3","375","9073","1","9075"
"13050","3300026","39","3","9077","3","375","9076","1","9078"
"13050","3300027","39","3","9080","3","375","9079","1","9081"
"13050","3300028","39","3","9083","3","375","9082","1","9084"
"13050","3300029","39","3","9086","3","375","9085","1","9087"
"13050","3300030","39","3","9089","3","375","9088","1","9090"
