24ca5b34a60337339891645dbefdea89a439b402c93709280beb144bfea5658c,15e33f9139e83f8522ad6bc2c873b67863529c1cef2175faaff25c05ba242a32,02eef307d1035d2b75e082cec59723ca60fe341db21495e25adf02074289c1fd,b951d9013d63b64884808250cff6766d3dadc3ed772b7d2787b59484f37de1b8,a77e357b8fa7899e85d670f7c15c6610e20f945a52af194f70ec1033a6975f49,303046b9e0fc3fa0e951e827a23a61b5dbf22537e5caffc9b223270c3c9fa453,f6e767e35e0158a74a6ed72b466d5891abcfaf32e98c67db7e0cba79842d03e4,287fff0b7c9aa467a467bc99f6f7871627ca6bb864e1d94e280e1bbc8818d77f,03918c3cf1eb13ba3172d66c52d9082250fb96542ad15582f56290dd156a1c7d,7f75f2702125b954718d85a7acb6ee1e346f7671657747ab1b981ab73f178654,14841b918b0c7a67c3994e8185b7bee36b6f4b76315a3f59976de2537ff6a13f,0f48516da505a78c35195f940e1c6ba8d54922612c1a6364e26088031b7d2aa8,d8529aa07e5d3104f6a95852b3d87eca0c0d98915f692f45f83eab4826114b64,c7d6441953e65ff343f88328c16dbc0113ba20cf9d2199fb55f5a1700888e140,1cb47b44b82abde44e9c8e28de25957be2ab50a45fa70ff1c644fab59b9f1413,c143eef5724d7c9ed319b69c1e94094115d114e1a297ba39faff4482437787d0,b7bfb62a9be3ece9e01dd70638e1c87ad50cf89da7591e6b3fedf286f3bd80e4,148030c4448dd70ff82823fc02da18125522712b663905217ef283b7e96eaaca,7fa9e9de0b98b39f9a23bb0fa583e6fb11e97d1e36c26f649e264e89f2dc6e64,8b002b54a18d952acf6aac2ee3d5bd7f708d41e11583561e1e722463e5dfdc63,0d23affe3c5948d79517ffec4ebb47606079d5c36fb3bd2c726b61969598ab8f,2e36ab626bd147aa54237887af1cace4b4791a9c271266871bd36e9cf9582c01
"1","1.8","-50","210","-30","0","1.35","bgm_M55","1003","1","10030105","1.1","150","101042","5","0","0","5","101042","1","-55","450"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1004","1","10040101","0.6","250","101161","1","10","-30","1","101161","1","-120","-480"
"1","1.2","0","200","-30","0","1","bgm_M64","1004","1","10040102","0.75","0","101161","2","10","0","2","101161","1","-120","-260"
"1","1.4","-30","200","-30","-15","1","bgm_M64","1004","1","10040103","0.9","100","101161","3","0","-10","3","101161","1","55","-20"
"1","1.3","-30","200","-30","0","1","bgm_M64","1004","1","10040104","0.9","0","101161","4","0","0","4","101161","1","-30","180"
"1","1.2","-50","250","-30","-40","0.9","bgm_M55","1004","1","10040105","0.9","200","101162","5","0","-30","5","101162","1","-60","470"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1005","1","10050101","0.6","250","101171","1","10","-30","1","101161","1","-120","-480"
"1","1.2","0","200","-30","0","1","bgm_M64","1005","1","10050102","0.75","0","101171","2","10","0","2","101161","1","-120","-260"
"1","1.4","-30","200","-30","-15","1","bgm_M64","1005","1","10050103","0.9","100","101171","3","0","-10","3","101161","1","45","-20"
"1","1","0","200","-30","0","1","bgm_M64","1005","1","10050104","0.7","0","101171","4","0","0","4","101161","1","-70","190"
"1","1.3","-30","240","-30","-40","1","bgm_M55","1005","1","10050105","1","200","101172","5","0","0","5","101162","1","-25","445"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1006","1","10060101","0.6","250","101191","1","10","-30","1","101161","1","-120","-480"
"1","1.2","0","200","-30","0","1","bgm_M64","1006","1","10060102","0.75","0","101191","2","10","0","2","101161","1","-100","-260"
"1","1.1","0","200","-30","-15","1","bgm_M64","1006","1","10060103","0.8","100","101191","3","0","-10","3","101161","1","65","-10"
"1","1.2","0","200","-30","0","1","bgm_M64","1006","1","10060104","0.8","0","101191","4","0","0","4","101161","1","-110","190"
"1","1.15","-50","280","-30","0","1","bgm_M55","1006","1","10060105","0.9","270","101192","5","-10","-45","5","101162","1","-70","485"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1007","1","10070101","0.6","250","101201","1","10","-30","1","101161","1","-120","-480"
"1","1.2","0","240","-30","0","1","bgm_M64","1007","1","10070102","0.9","120","101201","2","10","0","2","101161","1","-120","-260"
"1","1.1","0","200","-30","-15","1","bgm_M64","1007","1","10070103","0.8","100","101201","3","0","-10","3","101161","1","65","-10"
"1","1.2","0","200","-30","0","1","bgm_M64","1007","1","10070104","0.9","100","101201","4","0","0","4","101161","1","-110","190"
"1","1.45","-50","250","-30","-20","1","bgm_M55","1007","1","10070105","1","270","101202","5","10","-45","5","101162","1","-30","475"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1008","1","10080101","0.6","250","101291","1","10","-30","1","101161","1","-120","-480"
"1","1.2","0","240","-30","0","1","bgm_M64","1008","1","10080102","0.9","120","101291","2","10","0","2","101161","1","-120","-260"
"1","1.1","0","200","-30","-15","1","bgm_M64","1008","1","10080103","0.8","100","101291","3","0","-10","3","101161","1","65","-40"
"1","1.3","0","200","-30","0","1.3","bgm_M64","1008","1","10080104","0.9","100","101291","4","0","0","4","101161","1","-110","150"
"1","1.45","15","230","-30","-20","1.3","bgm_M55","1008","1","10080105","1.1","45","101292","5","30","30","5","101162","1","-15","490"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1009","1","10090101","0.6","250","101301","1","10","-30","1","101161","1","-120","-480"
"1","1.2","0","200","-30","0","1","bgm_M64","1009","1","10090102","0.75","120","101301","2","10","0","2","101161","1","-120","-260"
"1","2.3","0","200","-30","-15","2.2","bgm_M64","1009","1","10090103","1.55","100","101301","3","0","-10","3","101161","1","100","-50"
"1","1.3","15","200","-30","0","1.3","bgm_M64","1009","1","10090104","1","100","101301","4","0","0","4","101161","1","-100","180"
"1","1.2","-15","270","-30","-20","1.1","bgm_M55","1009","1","10090105","1","200","101302","5","10","-30","5","101162","1","-55","470"
"1","1","-25","210","-30","0","0.9","bgm_M64","1010","1","10100101","0.575","170","101441","1","10","-30","1","101161","1","-130","-450"
"1","1.2","0","200","-30","0","1","bgm_M64","1010","1","10100102","0.75","120","101441","2","10","0","2","101161","1","-120","-250"
"1","1.1","0","200","-30","-15","1","bgm_M64","1010","1","10100103","0.8","100","101441","3","0","-10","3","101161","1","50","-10"
"1","1.3","-30","200","-30","0","1","bgm_M64","1010","1","10100104","0.9","0","101441","4","0","0","4","101161","1","-100","180"
"1","1.2","-35","270","-30","-20","1.1","bgm_M55","1010","1","10100105","0.95","200","101442","5","10","-30","5","101162","1","-70","470"
"1","1","-25","210","-30","0","0.9","bgm_M64","1011","1","10110101","0.575","170","101451","1","10","-30","1","101451","1","-130","-450"
"1","1.2","0","200","-30","0","1","bgm_M64","1011","1","10110102","0.75","120","101451","2","10","0","2","101451","1","-120","-250"
"1","1.4","-30","200","-30","-15","1","bgm_M64","1011","1","10110103","0.9","100","101451","3","0","-10","3","101451","1","50","-20"
"1","0.9","20","220","-30","0","0.8","bgm_M64","1011","1","10110104","0.65","100","101451","4","0","0","4","101451","1","-100","200"
"1","1.55","-35","290","-30","0","1.4","bgm_M55","1011","1","10110105","1.25","200","101452","5","0","-50","5","101452","1","-70","510"
"1","1","-25","210","-30","0","0.9","bgm_M64","1012","1","10120101","0.575","170","101561","1","10","-30","1","101451","1","-130","-450"
"1","1.2","0","240","-30","0","1","bgm_M64","1012","1","10120102","0.9","120","101561","2","0","0","2","101451","1","-120","-240"
"1","0.9","0","200","-30","-5","0.8","bgm_M64","1012","1","10120103","0.6","100","101561","3","5","-10","3","101451","1","60","-30"
"1","1.5","-30","200","-30","0","1.2","bgm_M64","1012","1","10120104","0.9","100","101561","4","0","0","4","101451","1","-100","180"
"1","1.55","-60","290","-30","0","1.35","bgm_M55","1012","1","10120105","1.25","400","101562","5","0","-50","5","101452","1","-70","460"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1013","1","10130101","0.6","250","101001","1","10","-30","1","101001","1","-120","-480"
"1","1.2","0","200","-30","0","1","bgm_M64","1013","1","10130102","0.75","0","101001","2","10","0","2","101001","1","-120","-260"
"1","1.1","0","200","-30","-13","1","bgm_M64","1013","1","10130103","0.7","100","101001","3","0","-10","3","101001","1","0","-40"
"1","1.2","0","200","-30","0","1","bgm_M64","1013","1","10130104","0.7","0","101001","4","0","0","4","101001","1","-50","240"
"1","1.3","0","250","-30","0","1","bgm_M55","1013","1","10130105","1.2","200","101011","5","0","0","5","101011","1","-40","480"
"1","1","-25","210","-30","0","0.9","bgm_M64","1014","1","10140101","0.575","170","101041","1","10","-30","1","101041","1","-130","-450"
"1","1.2","0","200","-30","0","1","bgm_M64","1014","1","10140102","0.75","120","101041","2","10","0","2","101041","1","-120","-250"
"1","2.3","0","200","-30","-15","2.2","bgm_M64","1014","1","10140103","1.55","100","101041","3","0","-10","3","101041","1","100","-50"
"1","1","0","200","-30","0","1","bgm_M64","1014","1","10140104","0.7","0","101041","4","0","0","4","101041","1","-70","190"
"1","1.8","0","250","-30","0","1.6","bgm_M55","1014","1","10140105","1.4","200","101042","5","0","0","5","101042","1","0","440"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1015","1","10150101","0.6","250","101041","1","10","-30","1","101161","1","-125","-470"
"1","1.2","0","200","-30","0","1","bgm_M64","1015","1","10150102","0.75","120","101041","2","10","0","2","101161","1","-95","-210"
"1","1.4","-30","200","-30","-15","1","bgm_M64","1015","1","10150103","0.9","100","101041","3","0","-10","3","101161","1","-120","50"
"1","1","43","200","-30","0","1","bgm_M64","1015","1","10150104","0.7","150","101041","4","0","0","4","101162","1","35","195"
"1","1.8","-50","210","-30","0","1.35","bgm_M55","1015","1","10150105","1.1","150","101042","5","0","0","5","101161","1","-55","450"
"1","0.8","0","210","-30","0","0.85","bgm_M64","1016","1","10160101","0.6","250","101161","1","10","0","1","101451","1","-120","-480"
"1","1.2","0","200","-30","0","1.1","bgm_M64","1016","1","10160102","0.75","0","101161","2","10","0","2","101451","1","-100","-260"
"1","1.1","0","200","-30","-15","1","bgm_M64","1016","1","10160103","0.8","100","101161","3","0","-10","3","101451","1","65","-10"
"1","1","0","200","-30","0","0.85","bgm_M64","1016","1","10160104","0.8","0","101161","4","0","0","4","101451","1","-110","190"
"1","1.15","-50","280","-30","0","1","bgm_M55","1016","1","10160105","0.9","270","101162","5","-10","-45","5","101452","1","-70","485"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1017","1","10170101","0.6","250","101171","1","10","-30","1","101171","1","-120","-480"
"1","1","0","240","-30","0","0.7","bgm_M64","1017","1","10170102","0.6","0","101171","2","10","0","2","101171","1","-120","-260"
"1","1.4","-30","200","-30","-15","1","bgm_M64","1017","1","10170103","0.9","0","101171","3","0","-10","3","101171","1","65","-10"
"1","1.3","-30","200","-30","0","1","bgm_M64","1017","1","10170104","0.9","100","101171","4","0","0","4","101171","1","-110","190"
"1","1.45","-50","250","-30","-20","1","bgm_M55","1017","1","10170105","1","270","101172","5","10","0","5","101172","1","-30","475"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1018","1","10180101","0.6","100","101191","1","10","-30","1","101171","1","-120","-480"
"1","1.2","0","200","-30","0","1","bgm_M64","1018","1","10180102","0.75","100","101191","2","10","0","2","101171","1","-100","-260"
"1","0.9","0","200","-30","-5","0.8","bgm_M64","1018","1","10180103","0.6","100","101191","3","5","-10","3","101171","1","65","-10"
"1","1.2","0","200","-30","-30","1","bgm_M64","1018","1","10180104","0.9","100","101191","4","0","0","4","101171","1","-110","190"
"1","1.3","-50","280","-30","0","1","bgm_M55","1018","1","10180105","1.1","100","101192","5","-10","-45","5","101172","1","-70","485"
"1","0.8","0","210","-30","0","0.85","bgm_M64","1019","1","10190101","0.6","100","101201","1","10","0","1","101161","1","-120","-480"
"1","1.2","0","240","-30","0","1.1","bgm_M64","1019","1","10190102","0.75","100","101201","2","10","0","2","101161","1","-120","-260"
"1","1.1","0","200","-30","-15","1","bgm_M64","1019","1","10190103","0.8","100","101201","3","0","-10","3","101161","1","65","-10"
"1","1","43","200","-30","0","1","bgm_M64","1019","1","10190104","0.7","100","101201","4","0","0","4","101161","1","-110","190"
"1","1.45","-50","250","-30","-20","1","bgm_M55","1019","1","10190105","1","100","101202","5","10","-45","5","101162","1","-30","475"
"1","0.8","0","210","-30","0","0.85","bgm_M64","1020","1","10200101","0.6","100","101291","1","10","0","1","101161","1","-120","-480"
"1","1.2","0","240","-30","0","1.1","bgm_M64","1020","1","10200102","0.75","100","101291","2","10","0","2","101161","1","-120","-260"
"1","1.1","0","200","-30","-15","1","bgm_M64","1020","1","10200103","0.8","100","101291","3","0","-10","3","101161","1","65","-40"
"1","1.5","-30","200","-30","0","1","bgm_M64","1020","1","10200104","0.8","100","101291","4","0","0","4","101161","1","-110","150"
"1","1.45","15","230","-30","-20","1","bgm_M55","1020","1","10200105","1.1","100","101292","5","30","30","5","101162","1","-15","490"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1021","1","10210101","0.58","100","101301","1","10","-30","1","101161","1","-120","-480"
"1","1.2","0","200","-30","0","1","bgm_M64","1021","1","10210102","0.9","100","101301","2","10","0","2","101161","1","-120","-260"
"1","1.4","-30","200","-30","0","1","bgm_M64","1021","1","10210103","0.93","100","101301","3","-10","-10","3","101161","1","100","-50"
"1","1.3","15","200","-30","0","1.3","bgm_M64","1021","1","10210104","0.9","100","101301","4","0","0","4","101161","1","-100","180"
"1","1.2","-15","270","-30","-20","1.1","bgm_M55","1021","1","10210105","1","100","101302","5","10","-30","5","101162","1","-55","470"
"1","0.8","0","210","-30","0","0.85","bgm_M64","1022","1","10220101","0.575","100","101441","1","10","0","1","101161","1","-130","-450"
"1","1.2","0","200","-30","0","1.1","bgm_M64","1022","1","10220102","0.75","100","101441","2","10","0","2","101161","1","-120","-250"
"1","1.2","0","200","-30","-15","1.1","bgm_M64","1022","1","10220103","0.8","100","101441","3","0","-10","3","101161","1","50","-10"
"1","1.3","15","200","-30","0","1.3","bgm_M64","1022","1","10220104","0.9","100","101441","4","0","0","4","101161","1","-100","180"
"1","1.2","-35","230","-30","-20","1.1","bgm_M55","1022","1","10220105","0.95","100","101442","5","10","-30","5","101162","1","-70","470"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1023","1","10230101","0.58","100","101451","1","10","-30","1","101451","1","-130","-450"
"1","1.2","0","200","-30","0","1","bgm_M64","1023","1","10230102","0.9","100","101451","2","10","0","2","101451","1","-120","-250"
"1","1.4","-30","200","-30","-15","1","bgm_M64","1023","1","10230103","0.9","100","101451","3","0","-10","3","101451","1","50","-20"
"1","1","0","200","-30","0","0.85","bgm_M64","1023","1","10230104","0.8","100","101451","4","0","0","4","101451","1","-100","200"
"1","1.55","-35","290","-30","0","1.4","bgm_M55","1023","1","10230105","1.25","100","101452","5","0","-50","5","101452","1","-70","510"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1024","1","10240101","0.58","100","101561","1","10","-30","1","101451","1","-130","-450"
"1","1.2","0","240","-30","0","1.1","bgm_M64","1024","1","10240102","0.75","100","101561","2","0","0","2","101451","1","-120","-240"
"1","1.1","0","200","-30","-5","1","bgm_M64","1024","1","10240103","0.65","100","101561","3","5","-10","3","101451","1","60","-30"
"1","1.2","0","200","-30","0","1","bgm_M64","1024","1","10240104","0.7","100","101561","4","0","0","4","101451","1","-100","180"
"1","1.55","-60","290","-30","0","1.35","bgm_M55","1024","1","10240105","1.25","400","101562","5","0","-50","5","101452","1","-70","460"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1025","1","10250101","0.58","100","101001","1","10","-30","1","101451","1","-120","-480"
"1","1.2","0","200","-30","0","1.1","bgm_M64","1025","1","10250102","0.75","100","101001","2","10","0","2","101451","1","-120","-260"
"1","0.9","0","200","-30","-13","0.8","bgm_M64","1025","1","10250103","0.6","100","101001","3","0","-10","3","101451","1","0","-40"
"1","1.5","-30","200","-30","0","1","bgm_M64","1025","1","10250104","0.8","100","101001","4","0","0","4","101451","1","-50","240"
"1","1.3","0","250","-30","0","1","bgm_M55","1025","1","10250105","1.2","100","101011","5","0","0","5","101452","1","-40","480"
"1","1","-25","210","-30","0","0.9","bgm_M64","1026","1","10260101","0.575","170","101021","1","10","-30","1","101021","1","-130","-450"
"1","1.2","0","200","-30","0","1","bgm_M64","1026","1","10260102","0.75","120","101021","2","10","0","2","101021","1","-120","-250"
"1","2.3","0","200","-30","-15","2.2","bgm_M64","1026","1","10260103","1.55","100","101021","3","0","-10","3","101021","1","100","-50"
"1","1","43","200","-30","0","1","bgm_M64","1026","1","10260104","0.7","150","101021","4","0","0","4","101021","1","-70","190"
"1","1.8","0","220","-30","0","1.6","bgm_M55","1026","1","10260105","1.4","200","101031","5","0","0","5","101031","1","0","440"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1027","1","10270101","0.6","250","101041","1","10","-30","1","101161","1","-125","-470"
"1","1.2","0","200","-30","0","1","bgm_M64","1027","1","10270102","0.75","120","101041","2","10","0","2","101161","1","-95","-210"
"1","1.2","-10","200","-30","-15","1","bgm_M64","1027","1","10270103","0.75","100","101041","3","10","-10","3","101161","1","-120","50"
"1","1.1","20","200","-30","0","1","bgm_M64","1027","1","10270104","0.7","100","101041","4","0","0","4","101162","1","35","195"
"1","1.8","-50","210","-30","0","1.35","bgm_M55","1027","1.3","10270105","1.1","150","101042","5","0","0","5","101161","1","-55","450"
"1","0.8","0","210","-30","0","0.85","bgm_M64","1028","1","10280101","0.6","250","101161","1","10","0","1","101161","1","-120","-480"
"1","1.2","0","200","-30","0","1.1","bgm_M64","1028","1","10280102","0.75","0","101161","2","10","0","2","101161","1","-100","-260"
"1","1.1","0","200","-30","-5","1","bgm_M64","1028","1","10280103","0.65","100","101161","3","5","-10","3","101161","1","65","-10"
"1","1.35","0","200","-30","0","1.3","bgm_M64","1028","1","10280104","0.9","100","101161","4","0","0","4","101161","1","-110","190"
"1","1.15","-50","280","-30","-40","1","bgm_M55","1028","1.3","10280105","0.9","270","101162","5","-10","-45","5","101162","1","-70","485"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1029","1","10290101","0.6","250","101171","1","10","-30","1","101171","1","-120","-480"
"1","1","0","240","-30","0","0.7","bgm_M64","1029","1","10290102","0.6","0","101171","2","10","0","2","101171","1","-120","-260"
"1","1.4","-30","200","-30","-15","1","bgm_M64","1029","1","10290103","0.9","0","101171","3","0","-10","3","101171","1","65","-10"
"1","1.3","-30","200","-30","0","1","bgm_M64","1029","1","10290104","0.9","100","101171","4","0","0","4","101171","1","-110","190"
"1","1.45","-50","250","-30","-20","1","bgm_M55","1029","1","10290105","1","270","101172","5","10","0","5","101172","1","-30","475"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1030","1","10300101","0.6","100","101191","1","10","-30","1","101171","1","-120","-480"
"1","1.2","0","200","-30","0","1","bgm_M64","1030","1","10300102","0.8","100","101191","2","10","0","2","101171","1","-100","-260"
"1","0.9","0","200","-30","-5","0.8","bgm_M64","1030","1","10300103","0.6","100","101191","3","5","-10","3","101171","1","65","-10"
"1","1.2","0","200","-30","0","1","bgm_M64","1030","1","10300104","0.9","100","101191","4","0","0","4","101171","1","-110","190"
"1","1.3","-50","280","-30","0","1","bgm_M55","1030","1","10300105","1.1","200","101192","5","-10","-45","5","101172","1.2","-70","485"
"1","0.8","0","210","-30","0","0.85","bgm_M64","1031","1","10310101","0.6","100","101201","1","10","0","1","101161","1","-120","-480"
"1","1.2","0","240","-30","0","1.1","bgm_M64","1031","1","10310102","0.75","100","101201","2","10","0","2","101161","1","-120","-260"
"1","1.1","0","200","-30","-15","1","bgm_M64","1031","1","10310103","0.8","100","101201","3","0","-10","3","101161","1","65","-10"
"1","1","43","200","-30","0","1","bgm_M64","1031","1","10310104","0.7","100","101201","4","0","0","4","101161","1","-110","190"
"1","1.45","-50","250","-30","-20","1","bgm_M55","1031","1","10310105","1","100","101202","5","10","-45","5","101162","1","-30","475"
"1","0.8","0","210","-30","0","0.85","bgm_M64","1032","1","10320101","0.6","100","101291","1","10","0","1","101291","1","-120","-480"
"1","1.2","0","240","-30","0","1.1","bgm_M64","1032","1","10320102","0.75","100","101291","2","10","0","2","101291","1","-120","-260"
"1","1.3","0","200","-30","-15","1","bgm_M64","1032","1","10320103","0.9","100","101291","3","0","-10","3","101291","1","65","-40"
"1","1.3","-30","200","-30","0","1","bgm_M64","1032","1","10320104","0.8","100","101291","4","0","0","4","101291","1","-110","150"
"1","1.45","15","230","-30","-20","1","bgm_M55","1032","1","10320105","1.1","100","101292","5","30","30","5","101292","1","-15","490"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1033","1","10330101","0.58","100","101301","1","10","-30","1","101301","1","-120","-480"
"1","1.2","0","200","-30","0","1","bgm_M64","1033","1","10330102","0.9","100","101301","2","10","0","2","101301","1","-120","-260"
"1","1.4","-30","200","-30","0","1","bgm_M64","1033","1","10330103","0.93","200","101301","3","-10","-10","3","101301","1","100","-50"
"1","1.3","15","200","-30","0","1","bgm_M64","1033","1","10330104","0.9","100","101301","4","0","0","4","101301","1","-100","100"
"1","1.2","-15","270","-30","-20","1.1","bgm_M55","1033","1","10330105","1","100","101302","5","10","-30","5","101302","1","-55","470"
"1","0.8","0","210","-30","0","0.85","bgm_M64","1034","1","10340101","0.575","100","101441","1","10","0","1","101161","1","-130","-450"
"1","1","0","200","-30","0","0.7","bgm_M64","1034","1","10340102","0.75","200","101441","2","10","0","2","101161","1","-120","-250"
"1","1.2","0","200","-30","-15","1.1","bgm_M64","1034","1","10340103","0.8","100","101441","3","0","-10","3","101161","1","50","-10"
"1","1","43","200","-30","0","1","bgm_M64","1034","1","10340104","0.9","150","101441","4","0","0","4","101161","1","-100","180"
"1","1.2","-35","230","-30","-20","1.1","bgm_M55","1034","1","10340105","0.95","100","101442","5","10","-30","5","101162","1","-70","470"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1035","1","10350101","0.58","100","101451","1","10","-30","1","101451","1","-130","-450"
"1","1.2","0","200","-30","0","1","bgm_M64","1035","1","10350102","0.9","100","101451","2","10","0","2","101451","1","-120","-250"
"1","1.4","-30","200","-30","-15","1","bgm_M64","1035","1","10350103","0.9","100","101451","3","0","-10","3","101451","1","50","-20"
"1","1","0","200","-30","0","0.85","bgm_M64","1035","1","10350104","0.8","100","101451","4","0","0","4","101451","1","-100","200"
"1","1.55","-35","290","-30","0","1.4","bgm_M55","1035","1","10350105","1.25","100","101452","5","0","-50","5","101452","1.2","-70","510"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1036","1","10360101","0.58","100","101561","1","10","-30","1","101451","1","-130","-450"
"1","1.2","0","240","-30","0","1.1","bgm_M64","1036","1","10360102","0.75","100","101561","2","0","0","2","101451","1","-120","-240"
"1","1.1","0","200","-30","-5","1","bgm_M64","1036","1","10360103","0.65","100","101561","3","5","-10","3","101451","1","60","-30"
"1","1.2","0","200","-30","0","1","bgm_M64","1036","1","10360104","1.1","100","101561","4","0","0","4","101451","1","-100","180"
"1","1.55","-60","290","-30","0","1.35","bgm_M55","1036","1","10360105","1.25","400","101562","5","0","-50","5","101452","1.4","-70","460"
"1","0.8","0","210","-30","0","0.7","bgm_M64","1037","1","10370101","0.58","100","101001","1","10","-30","1","101451","1","-120","-480"
"1","1.2","0","200","-30","0","1.1","bgm_M64","1037","1","10370102","0.75","100","101001","2","10","0","2","101451","1","-120","-260"
"1","0.9","-50","200","-30","-13","0.55","bgm_M64","1037","1","10370103","0.6","150","101001","3","0","-60","3","101451","1.4","0","-40"
"1","1.3","-30","200","-30","0","1","bgm_M64","1037","1","10370104","0.8","100","101001","4","0","0","4","101451","1","-50","240"
"1","1.3","0","250","-30","0","1","bgm_M55","1037","1","10370105","1.2","100","101011","5","0","0","5","101452","1.2","-40","480"
"1","1","-25","210","-30","0","0.9","bgm_M64","1038","1","10380101","0.575","170","101021","1","10","-30","1","101021","1","-110","-450"
"1","1.2","0","200","-30","0","1","bgm_M64","1038","1","10380102","0.75","120","101021","2","10","0","2","101021","1","-120","-250"
"1","1.2","0","200","-30","-15","1.1","bgm_M64","1038","1","10380103","0.8","100","101021","3","0","-10","3","101021","1","100","-50"
"1","1.3","-30","200","-30","0","1","bgm_M64","1038","1","10380104","0.9","200","101021","4","0","0","4","101021","1","-70","190"
