45cd5cc041c50993fdb62159cec449f625c242fa6f8d16250ccd6e78339e8aef,49bdb777ae84ae944368ceef68c8e18102d355bdf9d0ccf27d778e4c85657683,fc89005d919c683836f531c1924ecaff2b71951939eeb897cd06616ce270542b,6a38262be3fded1aa30f79b487d1a15a90456beb9df62df75d88412ffad9ef63,2b255c585f4c037ceb8525f46b2842621a9bc7a29cac211f47c12fd8a2ad01ed,0cb1a46df665f25ee51575f7603317a32ed243cc50b7404751889a7c72c02185,a19791d43f015e4cc15b98acbde2f79b5e2b645f18144734b144f1fe5edcc5bd,6d639b325def9c216fdfb34d07ee419efb2213b68555ca4c59c2e862adee41c0
"100612","100612","1","物理攻撃アップ90秒","1006","27000000000000","36000","バトル開始から90秒間、味方の物理攻撃力がアップ"
"100613","100613","1","物理防御ダウン90秒","1006","25650000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100614","100614","1","魔法防御ダウン90秒","1006","24300000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100615","100615","1","魔法攻撃アップ90秒","1006","22950000000000","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ"
"100616","100616","1","物理攻撃アップ90秒","1006","21150000000000","36000","バトル開始から90秒間、味方の物理攻撃力がアップ"
"100617","100617","1","毎秒ＨＰ回復90秒","1006","19800000000000","36000","バトル開始から90秒間、味方のＨＰが毎秒回復"
"100618","100618","1","物理攻撃アップ90秒","1006","18450000000000","36000","バトル開始から90秒間、味方の物理攻撃力がアップ"
"100619","100619","1","物理攻撃アップ90秒","1006","16650000000000","36000","バトル開始から90秒間、味方の物理攻撃力がアップ"
"100620","100620","1","魔法防御ダウン90秒","1006","15300000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100621","100621","1","物理防御ダウン90秒","1006","13950000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100622","100622","1","魔法攻撃アップ90秒","1006","12150000000000","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ"
"100623","100623","1","物理攻撃アップ90秒","1006","10800000000000","36000","バトル開始から90秒間、味方の物理攻撃力がアップ"
"100624","100624","1","毎秒ＨＰ回復90秒","1006","9450000000000","36000","バトル開始から90秒間、味方のＨＰが毎秒回復"
"100625","100625","1","魔法防御ダウン90秒","1006","8100000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100626","100626","1","ＴＰ150アップ","1006","6300000000000","36000","バトル開始時、味方のＴＰが150アップ"
"100627","100627","1","無敵10秒","1006","4950000000000","36000","バトル開始から10秒間、味方が無敵状態になる"
"100628","100628","1","魔法攻撃アップ90秒","1006","3600000000000","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ"
"100629","100629","1","物理攻撃アップ90秒","1006","1800000000000","36000","バトル開始から90秒間、味方の物理攻撃力がアップ"
"100630","100630","1","魔法防御ダウン90秒","1006","450000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100701","100701","1","毎秒ＴＰアップ90秒","1007","27160000000000","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ"
"100702","100702","1","ＴＰ50アップ","1007","26040000000000","36000","バトル開始時、味方のＴＰが50アップ"
"100703","100703","1","火傷ダメージ10秒","1007","25200000000000","36000","バトル開始から10秒間、敵が火傷状態になる"
"100704","100704","1","物理防御ダウン90秒","1007","24360000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100705","100705","1","物理防御ダウン90秒","1007","23520000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100706","100706","1","物理攻撃アップ90秒","1007","22400000000000","36000","バトル開始から90秒間、味方の物理攻撃力がアップ"
"100707","100707","1","魔法攻撃アップ90秒","1007","21560000000000","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ"
"100708","100708","1","火傷ダメージ10秒","1007","20720000000000","36000","バトル開始から10秒間、敵が火傷状態になる"
"100709","100709","1","物理防御ダウン90秒","1007","19600000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100710","100710","1","物理攻撃アップ90秒","1007","18760000000000","36000","バトル開始から90秒間、味方の物理攻撃力がアップ"
"100711","100711","1","毎秒ＴＰアップ90秒","1007","17920000000000","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ"
"100712","100712","1","火傷ダメージ10秒","1007","16800000000000","36000","バトル開始から10秒間、敵が火傷状態になる"
"100713","100713","1","物理防御ダウン90秒","1007","15960000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100714","100714","1","魔法防御ダウン90秒","1007","15120000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100715","100715","1","魔法攻撃アップ90秒","1007","14280000000000","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ"
"100716","100716","1","物理攻撃アップ90秒","1007","13160000000000","36000","バトル開始から90秒間、味方の物理攻撃力がアップ"
"100717","100717","1","ＴＰ100アップ","1007","12320000000000","36000","バトル開始時、味方のＴＰが100アップ"
"100718","100718","1","物理防御ダウン90秒","1007","11480000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100719","100719","1","魔法防御ダウン90秒","1007","10360000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100720","100720","1","物理攻撃アップ90秒","1007","9520000000000","36000","バトル開始から90秒間、味方の物理攻撃力がアップ"
"100721","100721","1","毎秒ＴＰアップ90秒","1007","8680000000000","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ"
"100722","100722","1","ＴＰ150アップ","1007","7560000000000","36000","バトル開始時、味方のＴＰが150アップ"
"100723","100723","1","火傷ダメージ10秒","1007","6720000000000","36000","バトル開始から10秒間、敵が火傷状態になる"
"100724","100724","1","物理防御ダウン90秒","1007","5880000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100725","100725","1","魔法防御ダウン90秒","1007","5040000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100726","100726","1","ＴＰ150アップ","1007","3920000000000","36000","バトル開始時、味方のＴＰが150アップ"
"100727","100727","1","無敵10秒","1007","3080000000000","36000","バトル開始から10秒間、味方が無敵状態になる"
"100728","100728","1","火傷ダメージ10秒","1007","2240000000000","36000","バトル開始から10秒間、敵が火傷状態になる"
"100729","100729","1","物理防御ダウン90秒","1007","1120000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100730","100730","1","魔法防御ダウン90秒","1007","280000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100801","100801","1","毒ダメージ10秒","1008","43650000000000","36000","バトル開始から10秒間、敵が毒状態になる"
"100802","100802","1","物理攻撃ダウン90秒","1008","41850000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100803","100803","1","物理攻撃ダウン90秒","1008","40500000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100804","100804","1","物理防御ダウン90秒","1008","39150000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100805","100805","1","物理防御ダウン90秒","1008","37800000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100806","100806","1","物理攻撃ダウン90秒","1008","36000000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100807","100807","1","物理攻撃ダウン90秒","1008","34650000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100808","100808","1","物理防御ダウン90秒","1008","33300000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100809","100809","1","物理防御ダウン90秒","1008","31500000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100810","100810","1","魔法攻撃ダウン90秒","1008","30150000000000","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン"
"100811","100811","1","毒ダメージ10秒","1008","28800000000000","36000","バトル開始から10秒間、敵が毒状態になる"
"100812","100812","1","物理攻撃ダウン90秒","1008","27000000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100813","100813","1","物理攻撃ダウン90秒","1008","25650000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100814","100814","1","物理防御ダウン90秒","1008","24300000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100815","100815","1","魔法防御ダウン90秒","1008","22950000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100816","100816","1","物理攻撃ダウン90秒","1008","21150000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100817","100817","1","物理攻撃ダウン90秒","1008","19800000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100818","100818","1","物理防御ダウン90秒","1008","18450000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100819","100819","1","魔法防御ダウン90秒","1008","16650000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100820","100820","1","物理攻撃ダウン90秒","1008","15300000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100821","100821","1","毒ダメージ10秒","1008","13950000000000","36000","バトル開始から10秒間、敵が毒状態になる"
"100822","100822","1","物理攻撃ダウン90秒","1008","12150000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100823","100823","1","物理攻撃ダウン90秒","1008","10800000000000","36000","バトル開始から90秒間、敵の物理攻撃力がダウン"
"100824","100824","1","物理防御ダウン90秒","1008","9450000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100825","100825","1","物理防御ダウン90秒","1008","8100000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100826","100826","1","ＴＰ150アップ","1008","6300000000000","36000","バトル開始時、味方のＴＰが150アップ"
"100827","100827","1","無敵10秒","1008","4950000000000","36000","バトル開始から10秒間、味方が無敵状態になる"
"100828","100828","1","物理防御ダウン90秒","1008","3600000000000","36000","バトル開始から90秒間、敵の物理防御力がダウン"
"100829","100829","1","魔法防御ダウン90秒","1008","1800000000000","36000","バトル開始から90秒間、敵の魔法防御力がダウン"
"100830","100830","1","毒ダメージ10秒","1008","450000000000","36000","バトル開始から10秒間、敵が毒状態になる"
