5baab8496a14171adc2a4d86afe82ed2c1972499464fda2eeab5d22cce970b60,2a3c5b796391d31da848c0039bd8d25c35ab1b99793d60ac89db5f24075b6eab,5c1b05485e0815fd148b27970de119505dfba16e5c23c512298c93f086fafe1d,030b1f65eed6dea8648ff04dfc18cb0227a20859d1a4d7b5bce931f96bfc283a,a62ba4b997f27dd0143d60730a1bffe597327549f8fd91db91aa7bfa99c39dc1,b556e421d75ae0964fd606197b7365e54c456972edd6901b30f7865eb8aae021,a5c5b6315d05bf025f110bd828ab660487014fdd6d29eb288f7f236fb89e18c4,2f64a4d80a2fe9e4e69bc43b80130734ce6a4dbff3eff16e8e28a286a1909529,be22df550a1a38a7fd164c33668120022a09de671c6e4f89669cf39ad2f8c2e9,519d00883834063354f68f387e17de2a91b30b6320ad6392156e01b27892ca98,f045942f9591b754a5614b0341b4192d3882146cf7f690dab7371c5618656be7
"","","","","","","1","5146061","1060","4","61071"
"0.2","0","cool_talk_sing_shy","","0","1","cool_in_sing_shy","5146061","106011","3","61072"
"0.2","0","cool_talk_sing_shy","","0","1","cool_in_sing_shy","5146061","1060","3","61073"
"","","0","","0","","vo_apg_0106","5146061","vo_apg","21","61074"
"0","0","1","0","10","1","ほら、さっさと乗るわよー\nはーやだやだ…ふふふ","5146061","106011","11","61075"
"","","","","","","","5146061","0","91","61076"
"","","","","","","0","5146061","0","22","61077"
"0.2","","","","1","","walk_kyapi_shy","5146061","106011","3","61078"
"0.2","","","","1","","walk_kyapi_shy","5146061","1060","3","61079"
"0.2","","","","1","","walk_furimuki","5146061","105811","3","61080"
"0.2","","","","1","","walk_furimuki","5146061","1058","3","61081"
"0.2","","","","1","","kokkoro_walk_surprise","5146061","105911","3","61082"
"0.2","","","","1","","kokkoro_walk_surprise","5146061","1059","3","61083"
"","","2","","-278","0","149","5146061","106011","2","61084"
"","","2","","-278","0","149","5146061","1060","2","61085"
"","","2","","-278","0","-54","5146061","105811","2","61086"
"","","2","","-278","0","-54","5146061","1058","2","61087"
"","","2","","-288","0","-214","5146061","105911","2","61088"
"","","2","","-288","0","-214","5146061","1059","2","61089"
"","","","","","","0","5146061","1","93","61090"
"","","","","","","iris_in","5146061","2","37","61091"
"","","","","","","0","5146061","2","93","61092"
"","","","","1","","se_10055900_coaster_02","5146061","se_10055900","23","61093"
"","","","","","","1","5146061","10","32","61094"
"","","","","0.5","","30","5146061","30","122","61095"
"","","0","","0","","vo_apg_0107","5146061","vo_apg","21","61096"
"0","","","","0","","0107_in","5146061","202","3","61097"
"","","","","","","1","5146061","0.7","93","61098"
"0","","","","0","","0107_mid","5146061","202","3","61099"
"","","","","","","","5146061","","92","61100"
"0","","","","0","","0107_out","5146061","202","3","61101"
"","","","","","","0","5146061","0.2","93","61102"
"","","0","","-211","0","0","5146061","202","2","61103"
"","","","","0.5","","30","5146061","30","122","61104"
"","","0","","0","","vo_apg_0108","5146061","vo_apg","21","61105"
"0","","","","0","","0108_in","5146061","203","3","61106"
"","","","","","","1","5146061","0.8","93","61107"
"0","","","","0","","0108_mid","5146061","203","3","61108"
"","","","","","","","5146061","","92","61109"
"0","","","","0","","0108_out","5146061","203","3","61110"
"","","","","","","0","5146061","0.2","93","61111"
"","","0","","16","0","315","5146061","201","2","61112"
"","","","","0.5","","30","5146061","30","122","61113"
"","","0","","0","","vo_apg_0109","5146061","vo_apg","21","61114"
"0","","","","0","","0109_in","5146061","201","3","61115"
"","","","","","","1","5146061","1.1","93","61116"
"0","","","","0","","0109_mid","5146061","201","3","61117"
"","","","","","","","5146061","","92","61118"
"0","","","","0","","0109_out","5146061","201","3","61119"
"","","","","","","0","5146061","0.2","93","61120"
"","","","","0.5","","30","5146061","30","122","61121"
"","","0","","0","","vo_apg_0110","5146061","vo_apg","21","61122"
"0","","","","0","","0107_in","5146061","202","3","61123"
"0","","","","0","","0108_in","5146061","203","3","61124"
"0","","","","0","","0109_in","5146061","201","3","61125"
"","","","","","","1","5146061","1.1","93","61126"
"0","","","","0","","0107_mid","5146061","202","3","61127"
"0","","","","0","","0108_mid","5146061","203","3","61128"
"0","","","","0","","0109_mid","5146061","201","3","61129"
"","","","","","","","5146061","","92","61130"
"0","","","","0","","0107_out","5146061","202","3","61131"
"0","","","","0","","0108_out","5146061","203","3","61132"
"0","","","","0","","0109_out","5146061","201","3","61133"
"","","","","","","0","5146061","0.2","93","61134"
"","","0","","0","0","216","5146061","201","2","61135"
"","","0","","0","","vo_apg_0111","5146061","vo_apg","21","61136"
"0","","","","0","","0111_in","5146061","201","3","61137"
"","","","","","","1","5146061","1.8","93","61138"
"0","","","","0","","0111_mid","5146061","201","3","61139"
"","","","","","","","5146061","","92","61140"
"0","","","","0","","0111_out","5146061","201","3","61141"
"","","","","","","0","5146061","0.2","93","61142"
"","","","","","","0","5146061","0","22","61143"
"","","","","","","","5146061","0.5","93","61144"
"","","","","","","1","5146061","11","32","61145"
"","","","","0","","se_10055900_camera","5146061","se_10055900","23","61146"
"","","","","","","0","5146061","0.2","93","61147"
"","","","","","","0","5146061","10","32","61148"
"","","","","","","0","5146061","1.8","93","61149"
"","","","","","","0.5","5146061","se_10055900_coaster_02","24","61150"
"","","","","","","iris_out","5146061","2","37","61151"
"","","0","","-278","0","129","5146061","106011","2","61152"
"","","0","","-278","0","129","5146061","1060","2","61153"
"","","0","","-278","0","-34","5146061","105811","2","61154"
"","","0","","-278","0","-34","5146061","1058","2","61155"
"","","0","","-288","0","-194","5146061","105911","2","61156"
"","","0","","-288","0","-194","5146061","1059","2","61157"
"0.2","","","","1","","walk_normal_dere2","5146061","106011","3","61158"
"0.2","","","","1","","walk_normal_dere2","5146061","1060","3","61159"
"0.2","","","","1","","walk_normal_joy","5146061","105811","3","61160"
"0.2","","","","1","","walk_normal_joy","5146061","1058","3","61161"
"0.2","","","","1","","kokkoro_walk_normal_dere","5146061","105911","3","61162"
"0.2","","","","1","","kokkoro_walk_normal_dere","5146061","1059","3","61163"
"","","2","","-278","0","290","5146061","106011","2","61164"
"","","2","","-278","0","290","5146061","1060","2","61165"
"","","2","","-278","0","-225","5146061","105811","2","61166"
"","","2","","-278","0","-225","5146061","1058","2","61167"
"","","2","","-288","0","-385","5146061","105911","2","61168"
"","","2","","-288","0","-385","5146061","1059","2","61169"
"","","","","","","0","5146061","106011","4","61170"
"","","","","","","0","5146061","1060","4","61171"
"","","","","","","1","5146061","105811","4","61172"
"","","","","","","1","5146061","1058","4","61173"
"","","","","","","1","5146061","105911","4","61174"
"","","","","","","1","5146061","1059","4","61175"
"","","","","","","0","5146061","2","93","61176"
"","","","","","","1","5146061","106011","4","61177"
"","","","","","","1","5146061","1060","4","61178"
"","","","","","","0","5146061","105811","4","61179"
"","","","","","","0","5146061","1058","4","61180"
"","","","","","","0","5146061","105911","4","61181"
"","","","","","","0","5146061","1059","4","61182"
"0.2","","","","1","","joy_idle_doya_shy","5146061","106011","3","61183"
"0.2","","","","1","","joy_idle_doya_shy","5146061","1060","3","61184"
"0.2","","","","1","","idle_normal","5146061","105811","3","61185"
"0.2","","","","1","","idle_normal","5146061","1058","3","61186"
"0.2","","","","1","","kokkoro_idle_normal_joy","5146061","105911","3","61187"
"0.2","","","","1","","kokkoro_idle_normal_joy","5146061","1059","3","61188"
"","","","","","","0","5146061","0.3","93","61189"
"0.2","0.2","guts2_talk_joy","","0","1","jump_short","5146061","105811","3","61190"
"0.2","0.2","guts2_talk_joy","","0","1","jump_short","5146061","1058","3","61191"
"","","0","","0","","vo_apg_0112","5146061","vo_apg","21","61192"
"0","0","1","0","10","1","はぁ～♪\n楽しかったですねー☆","5146061","105811","11","61193"
"","","","","","","","5146061","0","91","61194"
"0.2","","","","1","","idle_normal","5146061","105811","3","61195"
"0.2","","","","1","","idle_normal","5146061","1058","3","61196"
"0.2","","","","1","","kokkoro_talk_normal","5146061","105911","3","61197"
"0.2","","","","1","","kokkoro_talk_normal","5146061","1059","3","61198"
"","","0","","0","","vo_apg_0113","5146061","vo_apg","21","61199"
"0","0","1","0","10","1","みなさま。\nお写真が\n仕上がったみたいです","5146061","105911","11","61200"
"","","","","","","","5146061","0","91","61201"
"0.2","","","","1","","kokkoro_idle_normal_joy","5146061","105911","3","61202"
"0.2","","","","1","","kokkoro_idle_normal_joy","5146061","1059","3","61203"
"0.2","0","armcrossed_talk_dere_shy","","0","1","armcrossed_in_dere_shy","5146061","106011","3","61204"
"0.2","0","armcrossed_talk_dere_shy","","0","1","armcrossed_in_dere_shy","5146061","1060","3","61205"
"","","0","","0","","vo_apg_0114","5146061","vo_apg","21","61206"
"0","0","1","0","10","1","は～最悪。\n…ま、どんなもんか\n一応見てやるけど♪","5146061","106011","11","61207"
"","","","","","","","5146061","0","91","61208"
"","","","","","","0","5146061","0","22","61209"
"0.2","","","","0","","armcrossed_idle_anger_lookup","5146061","106011","3","61210"
"0.2","","","","0","","armcrossed_idle_anger_lookup","5146061","1060","3","61211"
"0.2","","","","1","","idle_normal_lookup","5146061","105811","3","61212"
"0.2","","","","1","","idle_normal_lookup","5146061","1058","3","61213"
"0.2","","","","1","","kokkoro_wish_idle_joy_lookup","5146061","105911","3","61214"
"0.2","","","","1","","kokkoro_wish_idle_joy_lookup","5146061","1059","3","61215"
"0","","","","0","","coaster_1_in","5146061","21","3","61216"
"","","","","0","","se_10055900_photo","5146061","se_10055900","23","61217"
"","","","","","","0","5146061","2.3","93","61218"
"0.2","","","","1","","idle_normal_surprise","5146061","105811","3","61219"
"0.2","","","","1","","idle_normal_surprise","5146061","1058","3","61220"
"0.2","","","","1","","kokkoro_idle_normal_surprise","5146061","105911","3","61221"
"0.2","","","","1","","kokkoro_idle_normal_surprise","5146061","1059","3","61222"
"0.2","0","pointing_loop_noface","","0","1","pointing_in_noface","5146061","106011","3","61223"
"0.2","0","pointing_loop_kyaru","","0","1","pointing_in_kyaru","5146061","1060","3","61224"
"","","0","","0","","vo_apg_0115","5146061","vo_apg","21","61225"
"0","0","1","0","10","1","ってなによこれーっ！！！\nあたし写ってないじゃない！！？","5146061","106011","11","61226"
"","","","","","","1","5146061","0.5","93","61227"
"","","","","0.5","","30","5146061","30","122","61228"
"","","","","","","","5146061","61226","91","61229"
"0.2","","","","1","","surprise_talk","5146061","105811","3","61230"
"0.2","","","","1","","surprise_talk","5146061","1058","3","61231"
"","","0","","0","","vo_apg_0116","5146061","vo_apg","21","61232"
"0","0","1","0","10","1","……へ？\nキャルちゃんほんとは\n写りたかったんですか？","5146061","105811","11","61233"
"","","","","","","","5146061","0","91","61234"
"0.2","","","","1","","idle_normal_talk1R","5146061","105811","3","61235"
"0.2","","","","1","","idle_normal_talk1R","5146061","1058","3","61236"
"0.2","","","","1","","kokkoro_sad_talk","5146061","105911","3","61237"
"0.2","","","","1","","kokkoro_sad_talk","5146061","1059","3","61238"
"","","0","","0","","vo_apg_0117","5146061","vo_apg","21","61239"
"0","0","1","0","10","1","写りたくないのではと思って\nキャルさまを隠しましたが。\n余計なお世話だったみたいです","5146061","105911","11","61240"
"","","","","","","","5146061","0","91","61241"
"0.2","","","","1","","kokkoro_idle_normal","5146061","105911","3","61242"
"0.2","","","","1","","kokkoro_idle_normal","5146061","1059","3","61243"
"0.2","0","shock_loop_shy_red","","0","1","shock_in_shy_red","5146061","106011","3","61244"
"0.2","0","shock_loop_shy_red","","0","1","shock_in_shy_red","5146061","1060","3","61245"
"","","0","","0","","vo_apg_0118","5146061","vo_apg","21","61246"
"0","0","1","0","10","1","い…いやそういう訳じゃ\nないけどっ！！？","5146061","106011","11","61247"
"","","","","","","","5146061","0","91","61248"
"0","","","","0","","coaster_1_out","5146061","21","3","61249"
"0.2","0.2","","","1","","kokkoro_idle_normal_joy","5146061","105911","3","61250"
"0.2","0.2","","","1","","kokkoro_idle_normal_joy","5146061","1059","3","61251"
"0.2","0.2","","","1","","joy_talk","5146061","105811","3","61252"
"0.2","0.2","","","1","","joy_talk","5146061","1058","3","61253"
"","","0","","0","","vo_apg_0119","5146061","vo_apg","21","61254"
"0","0","1","0","10","1","なんだ♪\nじゃあもう一回乗りましょー♪","5146061","105811","11","61255"
"","","","","","","","5146061","0","91","61256"
"0.2","","","","1","","joy_idle","5146061","105811","3","61257"
"0.2","","","","1","","joy_idle","5146061","1058","3","61258"
"0.2","","","","1","","kokkoro_wish_talk_normal2","5146061","105911","3","61259"
"0.2","","","","1","","kokkoro_wish_talk_normal2","5146061","1059","3","61260"
"","","0","","0","","vo_apg_0120","5146061","vo_apg","21","61261"
"0","0","1","0","10","1","はい、そういたしましょう♪","5146061","105911","11","61262"
"","","","","","","","5146061","0","91","61263"
"","","","","","","0","5146061","0","22","61264"
"0.2","","","","1","","kokkoro_wish_idle_joy","5146061","105911","3","61265"
"0.2","","","","1","","kokkoro_wish_idle_joy","5146061","1059","3","61266"
"0.2","","","","1","","anger_talk_anger2_red","5146061","106011","3","61267"
"0.2","","","","1","","anger_talk_anger2_red","5146061","1060","3","61268"
"0","0","0","0","2","0","2","5146061","106011","12","61269"
"0","0","0","0","2","0","10","5146061","105811","12","61270"
"0","0","0","0","2","0","10","5146061","105911","12","61271"
"","","","","","","0","5146061","2","93","61272"
"","","","","","","","5146061","61274","101","61273"
"","","","","","","0.2","5146061","0","22","61274"
"1.8","0","-290","idle_normal","103","-278","100911","5146062","1","1","62001"
"1.8","0","-290","idle_normal","104","-278","1009","5146062","3","5","62002"
"1.8","1","290","idle_normal","100","-278","131011","5146062","1","1","62003"
"","","","","","","203","5146062","100911","13","62004"
"","","","","","","200","5146062","131011","13","62005"
"0.85","0","0","idle","15","-174","7","5146062","7","5","62006"
"1","0","-132","empty","210","71","20","5146062","20","5","62007"
"1","0","0","empty","210","-42","22","5146062","22","5","62008"
"1","0","0","empty","60","153","21","5146062","21","5","62009"
"1","","0","","0","1","1","5146062","1","31","62010"
"0","","-57.7","","0","1","2","5146062","2","31","62011"
"0","","0","","0","1","10","5146062","10","31","62012"
"0","","0","","0","1","11","5146062","11","31","62013"
"0","","-278","","-290","1","14","5146062","14","31","62014"
"1","","0","","0","1","20","5146062","20","31","62015"
"","","","","","","100911","5146062","20","36","62016"
"","","","","","","20","5146062","20","36","62017"
"","","","","","","22","5146062","20","36","62018"
"","","","","","","0","5146062","0","91","62019"
"","","","","0","","0","5146062","0","102","62020"
"","","","","","","0","5146062","1","93","62021"
"0.2","0","cool_talk_dere","","0","1","cool_in_dere","5146062","100911","3","62022"
"0.2","0","cool_talk_dere","","0","1","cool_in_dere","5146062","1009","3","62023"
"","","0","","0","","vo_apg_0201","5146062","vo_apg","21","62024"
"0","0","1","0","10","1","いざ征かん、極滅禁断秘儀へ！\nさあ、案内を頼むぞ！","5146062","100911","11","62025"
"","","","","","","","5146062","0","91","62026"
"0.2","","","","1","","cool_idle","5146062","100911","3","62027"
"0.2","","","","1","","cool_idle","5146062","1009","3","62028"
"0.2","","","","1","","wish_talk_joy","5146062","131011","3","62029"
"","","0","","0","","vo_apg_0202","5146062","vo_apg","21","62030"
"0","0","1","0","10","1","アンナはんが興味持って\nくれるなんてうれしいわ～\nしっかり案内させてもらいます","5146062","131011","11","62031"
"","","","","","","","5146062","0","91","62032"
"0.2","","","","1","","wish_idle","5146062","131011","3","62033"
"0.2","0.2","sad_talk","","0","1","anna_armcrossed","5146062","100911","3","62034"
"0.2","0.2","sad_talk","","0","1","anna_armcrossed","5146062","1009","3","62035"
"","","0","","0","","vo_apg_0203","5146062","vo_apg","21","62036"
"0","0","1","0","10","1","うむ！　シグルドたちも\n挑んだというその試練、この冥姫も…\nって、え？　\nこれ、もしかして絶叫系…？","5146062","100911","11","62037"
"","","","","","","","5146062","0","91","62038"
"0.2","","","","1","","sad_idle","5146062","100911","3","62039"
"0.2","","","","1","","sad_idle","5146062","1009","3","62040"
"0.2","0.2","surprise_talk","","0","1","maho_talk_normal","5146062","131011","3","62041"
"","","0","","0","","vo_apg_0204","5146062","vo_apg","21","62042"
"0","0","1","0","10","1","このパークの大人気\nアトラクションなんよ～\nあら？　どないしはりました？\n顔色が良くないような…","5146062","131011","11","62043"
"","","","","","","","5146062","0","91","62044"
"0.2","","","","1","","surprise_idle","5146062","131011","3","62045"
"0.2","","","","1","","anger_talk_shy","5146062","100911","3","62046"
"0.2","","","","1","","anger_talk_shy","5146062","1009","3","62047"
"","","0","","0","","vo_apg_0205","5146062","vo_apg","21","62048"
"0","0","1","0","10","1","べべべ、別に　お、怯えてなぞ…\nまったくもって、一向に構わぬが？","5146062","100911","11","62049"
"","","","","","","","5146062","0","91","62050"
"0.2","","","","1","","anger_idle_shy","5146062","100911","3","62051"
"0.2","","","","1","","anger_idle_shy","5146062","1009","3","62052"
"0.2","","","","1","","worry_talk","5146062","131011","3","62053"
"","","0","","0","","vo_apg_0206","5146062","vo_apg","21","62054"
"0","0","1","0","10","1","せやけど、無理はせん方が\nええんとちゃいます？","5146062","131011","11","62055"
"","","","","","","","5146062","0","91","62056"
"0.2","","","","1","","wish_idle_shy","5146062","131011","3","62057"
"0.2","","","","1","","anger_talk_pain","5146062","100911","3","62058"
"0.2","","","","1","","anger_talk_pain","5146062","1009","3","62059"
"","","0","","0","","vo_apg_0207","5146062","vo_apg","21","62060"
"0","0","1","0","10","1","ええい！　か、構わんと言っている！\nここまで案内させて引くわけには…\nいくぞ！　突撃だーーーー！","5146062","100911","11","62061"
"","","","","","","","5146062","0","91","62062"
"","","","","","","0","5146062","0","22","62063"
"0.2","","","","1","","run_dash_anger2","5146062","100911","3","62064"
"0.2","","","","1","","run_dash_anger2","5146062","1009","3","62065"
"0.2","","","","1","","walk_surprise","5146062","131011","3","62066"
"","","2","","-278","0","-129","5146062","100911","2","62067"
"","","2","","-278","0","-129","5146062","1009","2","62068"
"","","2","","-278","0","129","5146062","131011","2","62069"
"","","","","","","1","5146062","14","32","62070"
"","","","","","","left","5146062","14","37","62071"
"","","2","","-278","0","-129","5146062","14","33","62072"
"","","","","","","0","5146062","1","93","62073"
"","","","","","","1","5146062","2","32","62074"
"","","","","","","0","5146062","1.5","93","62075"
"","","","","","","0","5146062","14","32","62076"
"","","0","","-331","0","0","5146062","100911","2","62077"
"","","","","","","scale15","5146062","20","37","62078"
"","","","","1","","se_10055900_coaster_01","5146062","se_10055900","23","62079"
"","","0","","0","","vo_apg_0208","5146062","vo_apg","21","62080"
"0","","","","0","","0208_in","5146062","22","3","62081"
"","","","","","","1","5146062","3.3","93","62082"
"0","","","","0","","0208_mid","5146062","22","3","62083"
"","","","","","","","5146062","","92","62084"
"0","","","","0","","0208_out","5146062","22","3","62085"
"","","","","","","0","5146062","0.2","93","62086"
"","","","","","","0","5146062","0.3","93","62087"
"","","","","","","scale1","5146062","20","37","62088"
"","","","","","","1","5146062","10","32","62089"
"","","","","","","0.5","5146062","se_10055900_coaster_01","24","62090"
"","","","","1","","se_10055900_coaster_02","5146062","se_10055900","23","62091"
"","","0","","0","0","0","5146062","20","2","62092"
"","","","","0.5","","30","5146062","30","122","62093"
"","","0","","0","","vo_apg_0209","5146062","vo_apg","21","62094"
"0","","","","0","","0209_in","5146062","20","3","62095"
"","","","","","","1","5146062","2.6","93","62096"
"0","","","","0","","0209_mid","5146062","20","3","62097"
"","","","","","","","5146062","","92","62098"
"0","","","","0","","0209_out","5146062","20","3","62099"
"","","","","","","0","5146062","0.2","93","62100"
"","","","","1","","30","5146062","30","122","62101"
"","","0","","0","","vo_apg_0210","5146062","vo_apg","21","62102"
"0","","","","0","","0210_in","5146062","20","3","62103"
"","","","","","","1","5146062","2.7","93","62104"
"0","","","","0","","0210_mid","5146062","20","3","62105"
"","","","","","","","5146062","","92","62106"
"0","","","","0","","0210_out","5146062","20","3","62107"
"","","","","","","0","5146062","0.2","93","62108"
"","","","","","","0","5146062","0","22","62109"
"0","","","","1","","empty","5146062","20","3","62110"
"","","","","","","","5146062","1","93","62111"
"","","","","","","1","5146062","11","32","62112"
"","","","","0","","se_10055900_camera","5146062","se_10055900","23","62113"
"","","","","","","0","5146062","0.2","93","62114"
"","","","","","","0","5146062","10","32","62115"
"","","","","","","0","5146062","1.8","93","62116"
"","","","","","","0.5","5146062","se_10055900_coaster_02","24","62117"
"","","","","","","iris_out","5146062","2","37","62118"
"","","0","","-278","0","-129","5146062","100911","2","62119"
"","","0","","-278","0","-129","5146062","1009","2","62120"
"","","0","","-278","0","129","5146062","131011","2","62121"
"0.2","","","","1","","anna_walk","5146062","100911","3","62122"
"0.2","","","","1","","anna_walk","5146062","1009","3","62123"
"0.2","","","","1","","walk_normal_joy","5146062","131011","3","62124"
"","","2","","-278","0","-290","5146062","100911","2","62125"
"","","2","","-278","0","-290","5146062","1009","2","62126"
"","","2","","-278","0","290","5146062","131011","2","62127"
"","","","","","","1","5146062","100911","4","62128"
"","","","","","","1","5146062","1009","4","62129"
"","","","","","","0","5146062","131011","4","62130"
"","","","","","","0","5146062","2","93","62131"
"","","","","","","0","5146062","100911","4","62132"
"","","","","","","0","5146062","1009","4","62133"
"","","","","","","1","5146062","131011","4","62134"
"0.2","","","","1","","anna_idle","5146062","100911","3","62135"
"0.2","","","","1","0","anna_idle","5146062","1009","3","62136"
"0.2","","","","1","","idle_normal","5146062","131011","3","62137"
"","","","","","","0","5146062","0.5","93","62138"
"0.2","","","","1","","talk_normal_surprise","5146062","131011","3","62139"
"","","0","","0","","vo_apg_0211","5146062","vo_apg","21","62140"
"0","0","1","0","10","1","どないでした？\nえらい声出してはったけど","5146062","131011","11","62141"
"","","","","","","","5146062","0","91","62142"
"0.2","","","","1","","idle_normal_surprise","5146062","131011","3","62143"
"0.2","0","anna_kukuku_loop","","0","1","anna_kukuku_in","5146062","100911","3","62144"
"0.2","0","anna_kukuku_loop","","0","1","anna_kukuku_in","5146062","1009","3","62145"
"","","0","","0","","vo_apg_0212","5146062","vo_apg","21","62146"
"20","0","1","0","10","1","ふ、ふふふ…シグルドよ…\n私にも、刻が…見える！","5146062","100911","11","62147"
"","","","","","","","5146062","0","91","62148"
"0","","","","0","","coaster_2_in","5146062","21","3","62149"
"","","","","0","","se_10055900_photo","5146062","se_10055900","23","62150"
"","","","","","","0","5146062","0.1","93","62151"
"0.2","0","anna_ahaha_loop","","0","1","anna_ahaha_in","5146062","100911","3","62152"
"0.2","0","anna_ahaha_loop","","0","1","anna_ahaha_in","5146062","1009","3","62153"
"","","0","","0","","vo_apg_0213","5146062","vo_apg","21","62154"
"-30","0","1","0","10","1","今、冥姫は\n疾風を追い越した！","5146062","100911","11","62155"
"","","","","","","","5146062","0","91","62156"
"0.2","","","","1","","wish_talk_joy","5146062","131011","3","62157"
"","","0","","0","","vo_apg_0214","5146062","vo_apg","21","62158"
