76d004f725cedb7335bd78f11b0109210cffce5cd3ce9209a3f673679d47c863,4f998962e25fdf131b13f26b645892cf0599e14cd74956aff203f91108e2efba,af97e4b2f610238111124b27a247acddb211b466be0d932b210e76a9d931dbfb,5a6c2ed240ab8fcd2212587f61cc2c50f50aef535fd0075401e38638c4fc271a,fc95e5c27511f0dcb6361ce18b08312a3ceff8d48c24f4ecdcfad444c0061f6d,9b7097fac2571b641f1a2ac75649330783685aff1482ca61ea715fef4fa96dc9
"131","99001069","15","1","1002","11001069"
"132","99001069","8","30","0","91002"
"133","99001070","15","1","1003","11001070"
"134","99001070","8","30","0","91002"
"135","99001071","15","0","1001","11001071"
"136","99001072","15","0","1002","11001072"
"137","99001073","15","0","1003","11001073"
"138","99001074","15","1","1001","11001074"
"139","99001074","8","30","0","91002"
"140","99001075","15","1","1001","11001075"
"141","99001075","8","30","0","91002"
"142","99001076","15","1","1002","11001076"
"143","99001076","8","30","0","91002"
"144","99001077","15","1","1003","11001077"
"145","99001077","8","30","0","91002"
"146","99001078","15","1","1001","11001078"
"147","99001078","8","30","0","91002"
"148","99001079","15","1","1001","11001079"
"149","99001079","8","30","0","91002"
"150","99001080","15","1","1002","11001080"
"151","99001080","8","30","0","91002"
"152","99001081","15","1","1003","11001081"
"153","99001081","8","30","0","91002"
"154","99001082","15","1","1001","11001082"
"155","99001082","8","30","0","91002"
"156","99001083","15","1","1001","11001083"
"157","99001083","8","30","0","91002"
"158","99001084","15","1","1002","11001084"
"159","99001084","8","30","0","91002"
"160","99001085","15","1","1003","11001085"
"161","99001085","8","30","0","91002"
"162","99001086","15","0","1001","11001086"
"163","99001087","15","0","1002","11001087"
"164","99001088","15","0","1002","11001088"
"165","99001089","15","0","1002","11001089"
"166","99001090","15","0","1003","11001090"
"167","99001091","15","1","1001","11001091"
"168","99001091","8","30","0","91002"
"169","99001092","15","1","1001","11001092"
"170","99001092","8","30","0","91002"
"171","99001093","15","1","1002","11001093"
"172","99001093","8","30","0","91002"
"173","99001094","15","1","1003","11001094"
"174","99001094","8","30","0","91002"
"175","99001095","15","1","1001","11001095"
"176","99001095","8","30","0","91002"
"177","99001096","15","1","1001","11001096"
"178","99001096","8","30","0","91002"
"179","99001097","15","1","1002","11001097"
"180","99001097","8","30","0","91002"
"181","99001098","15","1","1003","11001098"
"182","99001098","8","30","0","91002"
"183","99001099","15","1","1001","11001099"
"184","99001099","8","30","0","91002"
"185","99001100","15","1","1001","11001100"
"186","99001100","8","30","0","91002"
"187","99001101","15","1","1002","11001101"
"188","99001101","8","30","0","91002"
"189","99001102","15","1","1003","11001102"
"190","99001102","8","30","0","91002"
"191","99001103","15","1","1001","11001103"
"192","99001103","8","30","0","91002"
"193","99001104","15","1","1001","11001104"
"194","99001104","8","30","0","91002"
"195","99001105","15","1","1002","11001105"
"196","99001105","8","30","0","91002"
"197","99001106","15","1","1003","11001106"
"198","99001106","8","30","0","91002"
"199","99001107","15","1","1001","11001107"
"200","99001107","8","30","0","91002"
"201","99001108","15","1","1001","11001108"
"202","99001108","8","30","0","91002"
"203","99001109","15","1","1002","11001109"
"204","99001109","8","30","0","91002"
"205","99001110","15","1","1003","11001110"
"206","99001110","8","30","0","91002"
"207","99001111","15","1","1001","11001111"
"208","99001111","8","30","0","91002"
"209","99001112","15","1","1001","11001112"
"210","99001112","8","30","0","91002"
"211","99001113","15","1","1002","11001113"
"212","99001113","8","30","0","91002"
"213","99001114","15","1","1003","11001114"
"214","99001114","8","30","0","91002"
"215","99001115","15","1","1001","11001115"
"216","99001115","8","30","0","91002"
"217","99001116","15","1","1001","11001116"
"218","99001116","8","30","0","91002"
"219","99001117","15","1","1002","11001117"
"220","99001117","8","30","0","91002"
"221","99001118","15","1","1003","11001118"
"222","99001118","8","30","0","91002"
"223","99001119","15","1","1001","11001119"
"224","99001119","8","30","0","91002"
"225","99001120","15","1","1001","11001120"
"226","99001120","8","30","0","91002"
"227","99001121","15","1","1002","11001121"
"228","99001121","8","30","0","91002"
"229","99001122","15","1","1003","11001122"
"230","99001122","8","30","0","91002"
"231","99001123","15","1","1001","11001123"
"232","99001123","8","30","0","91002"
"233","99001124","15","1","1001","11001124"
"234","99001124","8","30","0","91002"
"235","99001125","15","1","1002","11001125"
"236","99001125","8","30","0","91002"
"237","99001126","15","1","1003","11001126"
"238","99001126","8","30","0","91002"
"239","99001127","15","1","1001","11001127"
"240","99001127","8","30","0","91002"
"241","99001128","15","1","1001","11001128"
"242","99001128","8","30","0","91002"
"243","99001129","15","1","1002","11001129"
"244","99001129","8","30","0","91002"
"245","99001130","15","1","1003","11001130"
"246","99001130","8","30","0","91002"
"247","99001131","15","1","1003","11001131"
"248","99001132","15","1","1001","11001132"
"249","99001132","8","30","0","91002"
"250","99001133","15","1","1001","11001133"
"251","99001133","8","30","0","91002"
"252","99001134","15","1","1002","11001134"
"253","99001134","8","30","0","91002"
"254","99001135","15","1","1003","11001135"
"255","99001135","8","30","0","91002"
"256","99001136","15","1","1001","11001136"
"257","99001136","8","30","0","91002"
"258","99001137","15","1","1001","11001137"
"259","99001137","8","30","0","91002"
"260","99001138","15","1","1002","11001138"
"261","99001138","8","30","0","91002"
"262","99001139","15","1","1003","11001139"
"263","99001139","8","30","0","91002"
"264","99001140","15","1","1003","11001140"
"265","99001142","15","1","1001","11001142"
"266","99001142","8","30","0","91002"
"267","99001143","15","1","1001","11001143"
"268","99001143","8","30","0","91002"
"269","99001144","15","1","1002","11001144"
"270","99001144","8","30","0","91002"
"271","99001145","15","1","1003","11001145"
"272","99001145","8","30","0","91002"
"273","99001146","15","0","1001","11001146"
"274","99001147","15","0","1002","11001147"
"275","99001148","15","1","1001","11001148"
"276","99001148","8","30","0","91002"
"277","99001149","15","1","1001","11001149"
"278","99001149","8","30","0","91002"
"279","99001150","15","1","1002","11001150"
"280","99001150","8","30","0","91002"
"281","99001151","15","1","1003","11001151"
"282","99001151","8","30","0","91002"
"283","99001152","15","1","1001","11001152"
"284","99001152","8","30","0","91002"
"285","99001153","15","1","1001","11001153"
"286","99001153","8","30","0","91002"
"287","99001154","15","1","1002","11001154"
"288","99001154","8","30","0","91002"
"289","99001155","15","1","1003","11001155"
"290","99001155","8","30","0","91002"
"291","99001156","15","1","1001","11001156"
"292","99001156","8","30","0","91002"
"293","99001157","15","1","1001","11001157"
"294","99001157","8","30","0","91002"
"295","99001158","15","1","1002","11001158"
"296","99001158","8","30","0","91002"
"297","99001159","15","1","1003","11001159"
"298","99001159","8","30","0","91002"
"299","99001160","15","1","1001","11001160"
"300","99001160","8","30","0","91002"
"301","99001161","15","1","1001","11001161"
"302","99001161","8","30","0","91002"
"303","99001162","15","1","1002","11001162"
"304","99001162","8","30","0","91002"
"305","99001163","15","1","1003","11001163"
"306","99001163","8","30","0","91002"
"307","99001164","15","1","1002","11001164"
"308","99001165","15","1","1003","11001165"
"309","99001166","15","1","1001","11001166"
"310","99001166","8","30","0","91002"
"311","99001167","15","1","1001","11001167"
"312","99001167","8","30","0","91002"
"313","99001168","15","1","1002","11001168"
"314","99001168","8","30","0","91002"
"315","99001169","15","1","1003","11001169"
"316","99001169","8","30","0","91002"
"317","99001170","15","1","1001","11001170"
"318","99001170","8","30","0","91002"
"319","99001171","15","1","1001","11001171"
"320","99001171","8","30","0","91002"
"321","99001172","15","1","1002","11001172"
"322","99001172","8","30","0","91002"
"323","99001173","15","1","1003","11001173"
"324","99001173","8","30","0","91002"
"325","99001174","15","1","1001","11001174"
"326","99001174","8","30","0","91002"
"327","99001175","15","1","1001","11001175"
"328","99001175","8","30","0","91002"
"329","99001176","15","1","1002","11001176"
"330","99001176","8","30","0","91002"
"331","99001177","15","1","1003","11001177"
"332","99001177","8","30","0","91002"
"333","99001178","15","1","1001","11001178"
"334","99001178","8","30","0","91002"
"335","99001179","15","1","1001","11001179"
"336","99001179","8","30","0","91002"
"337","99001180","15","1","1002","11001180"
"338","99001180","8","30","0","91002"
"339","99001181","15","1","1003","11001181"
"340","99001181","8","30","0","91002"
"341","99001182","15","1","1001","11001182"
"342","99001182","8","30","0","91002"
"343","99001183","15","1","1001","11001183"
"344","99001183","8","30","0","91002"
"345","99001184","15","1","1002","11001184"
"346","99001184","8","30","0","91002"
"347","99001185","15","1","1003","11001185"
"348","99001185","8","30","0","91002"
"349","99001186","15","1","1001","11001186"
"350","99001186","8","30","0","91002"
"351","99001187","15","1","1001","11001187"
"352","99001187","8","30","0","91002"
"353","99001188","15","1","1002","11001188"
"354","99001188","8","30","0","91002"
"355","99001189","15","1","1003","11001189"
"356","99001189","8","30","0","91002"
"357","99001190","15","1","1001","11001190"
"358","99001190","8","30","0","91002"
"359","99001191","15","1","1001","11001191"
"360","99001191","8","30","0","91002"
"361","99001192","15","1","1002","11001192"
"362","99001192","8","30","0","91002"
"363","99001193","15","1","1003","11001193"
"364","99001193","8","30","0","91002"
"365","99001194","15","1","1001","11001194"
"366","99001194","8","30","0","91002"
"367","99001195","15","1","1001","11001195"
"368","99001195","8","30","0","91002"
"369","99001196","15","1","1002","11001196"
"370","99001196","8","30","0","91002"
"371","99001197","15","1","1003","11001197"
"372","99001197","8","30","0","91002"
"373","99001198","15","1","1002","11001198"
"374","99001199","15","1","1003","11001199"
"375","99001200","15","1","1001","11001200"
"376","99001200","8","30","0","91002"
"377","99001201","15","1","1001","11001201"
"378","99001201","8","30","0","91002"
"379","99001202","15","1","1002","11001202"
"380","99001202","8","30","0","91002"
"381","99001203","15","1","1003","11001203"
"382","99001203","8","30","0","91002"
"383","99001204","15","1","1003","11001204"
"384","99001205","15","1","1001","11001205"
"385","99001205","8","30","0","91002"
"386","99001206","15","1","1001","11001206"
"387","99001206","8","30","0","91002"
"388","99001207","15","1","1002","11001207"
"389","99001207","8","30","0","91002"
"390","99001208","15","1","1003","11001208"
"391","99001208","8","30","0","91002"
"392","99001209","15","1","1001","11001209"
"393","99001209","8","30","0","91002"
"394","99001210","15","1","1001","11001210"
"395","99001210","8","30","0","91002"
"396","99001211","15","1","1002","11001211"
"397","99001211","8","30","0","91002"
"398","99001212","15","1","1003","11001212"
"399","99001212","8","30","0","91002"
"400","99001213","15","1","1001","11001213"
"401","99001213","8","30","0","91002"
"402","99001214","15","1","1001","11001214"
"403","99001214","8","30","0","91002"
"404","99001215","15","1","1002","11001215"
"405","99001215","8","30","0","91002"
"406","99001216","15","1","1003","11001216"
"407","99001216","8","30","0","91002"
"408","99001217","15","1","1001","11001217"
"409","99001217","8","30","0","91002"
"410","99001218","15","1","1001","11001218"
"411","99001218","8","30","0","91002"
"412","99001219","15","1","1002","11001219"
"413","99001219","8","30","0","91002"
"414","99001220","15","1","1003","11001220"
"415","99001220","8","30","0","91002"
"416","99001221","15","1","1001","11001221"
"417","99001221","8","30","0","91002"
"418","99001222","15","1","1001","11001222"
"419","99001222","8","30","0","91002"
"420","99001223","15","1","1002","11001223"
"421","99001223","8","30","0","91002"
"422","99001224","15","1","1003","11001224"
"423","99001224","8","30","0","91002"
"424","99001225","15","1","1001","11001225"
"425","99001225","8","30","0","91002"
"426","99001226","15","1","1001","11001226"
"427","99001226","8","30","0","91002"
"428","99001227","15","1","1002","11001227"
"429","99001227","8","30","0","91002"
"430","99001228","15","1","1003","11001228"
"431","99001228","8","30","0","91002"
"432","99001229","15","1","1001","11001229"
"433","99001229","8","30","0","91002"
"434","99001230","15","1","1001","11001230"
"435","99001230","8","30","0","91002"
"436","99001231","15","1","1002","11001231"
"437","99001231","8","30","0","91002"
"438","99001232","15","1","1003","11001232"
"439","99001232","8","30","0","91002"
"440","99001233","15","1","1001","11001233"
"441","99001233","8","30","0","91002"
"442","99001234","15","1","1001","11001234"
"443","99001234","8","30","0","91002"
"444","99001235","15","1","1002","11001235"
"445","99001235","8","30","0","91002"
"446","99001236","15","1","1003","11001236"
"447","99001236","8","30","0","91002"
"448","99001237","15","1","1001","11001237"
"449","99001237","8","30","0","91002"
"450","99001238","15","1","1001","11001238"
"451","99001238","8","30","0","91002"
"452","99001239","15","1","1002","11001239"
"453","99001239","8","30","0","91002"
"454","99001240","15","1","1003","11001240"
"455","99001240","8","30","0","91002"
"456","99001241","15","1","1001","11001241"
"457","99001241","8","30","0","91002"
"458","99001242","15","1","1001","11001242"
"459","99001242","8","30","0","91002"
"460","99001243","15","1","1002","11001243"
"461","99001243","8","30","0","91002"
"462","99001244","15","1","1003","11001244"
"463","99001244","8","30","0","91002"
"464","99001245","15","1","1001","11001245"
"465","99001245","8","30","0","91002"
"466","99001246","15","1","1001","11001246"
"467","99001246","8","30","0","91002"
"468","99001247","15","1","1002","11001247"
"469","99001247","8","30","0","91002"
"470","99001248","15","1","1003","11001248"
"471","99001248","8","30","0","91002"
"472","99001249","15","1","1003","11001249"
"473","99001250","15","1","1001","11001250"
"474","99001250","8","30","0","91002"
"475","99001251","15","1","1001","11001251"
"476","99001251","8","30","0","91002"
"477","99001252","15","1","1002","11001252"
"478","99001252","8","30","0","91002"
"479","99001253","15","1","1003","11001253"
"480","99001253","8","30","0","91002"
"481","99001254","15","1","1001","11001254"
"482","99001254","8","30","0","91002"
"483","99001255","15","1","1001","11001255"
"484","99001255","8","30","0","91002"
"485","99001256","15","1","1002","11001256"
"486","99001256","8","30","0","91002"
"487","99001257","15","1","1003","11001257"
"488","99001257","8","30","0","91002"
"489","99001258","15","1","1001","11001258"
"490","99001258","8","30","0","91002"
"491","99001259","15","1","1001","11001259"
"492","99001259","8","30","0","91002"
"493","99001260","15","1","1002","11001260"
"494","99001260","8","30","0","91002"
"495","99001261","15","1","1003","11001261"
"496","99001261","8","30","0","91002"
"497","99001262","15","1","1001","11001262"
"498","99001263","15","1","1001","11001263"
"499","99001264","15","1","1001","11001264"
"500","99001265","15","1","1002","11001265"
"501","99001266","15","1","1003","11001266"
"502","99001267","15","1","1001","11001267"
"503","99001267","8","30","0","91002"
"504","99001268","15","1","1001","11001268"
"505","99001268","8","30","0","91002"
"506","99001269","15","1","1002","11001269"
"507","99001269","8","30","0","91002"
"508","99001270","15","1","1003","11001270"
"509","99001270","8","30","0","91002"
"510","99001271","15","1","1003","11001271"
"511","99001272","15","1","1001","11001272"
"512","99001272","8","30","0","91002"
"513","99001273","15","1","1001","11001273"
"514","99001273","8","30","0","91002"
"515","99001274","15","1","1002","11001274"
"516","99001274","8","30","0","91002"
"517","99001275","15","1","1003","11001275"
"518","99001275","8","30","0","91002"
"519","99001276","15","1","1003","11001276"
"520","99001277","15","1","1001","11001277"
"521","99001277","8","30","0","91002"
"522","99001278","15","1","1001","11001278"
"523","99001278","8","30","0","91002"
"524","99001279","15","1","1002","11001279"
"525","99001279","8","30","0","91002"
"526","99001280","15","1","1003","11001280"
"527","99001280","8","30","0","91002"
"528","99001281","15","1","1001","11001281"
"529","99001281","8","30","0","91002"
"530","99001282","15","1","1001","11001282"
"531","99001282","8","30","0","91002"
"532","99001283","15","1","1002","11001283"
"533","99001283","8","30","0","91002"
"534","99001284","15","1","1003","11001284"
"535","99001284","8","30","0","91002"
"536","99001285","15","1","1003","11001285"
"537","99001286","15","1","1001","11001286"
"538","99001286","8","30","0","91002"
"539","99001287","15","1","1001","11001287"
"540","99001287","8","30","0","91002"
"541","99001288","15","1","1002","11001288"
"542","99001288","8","30","0","91002"
"543","99001289","15","1","1003","11001289"
"544","99001289","8","30","0","91002"
"545","99001290","15","1","1001","11001290"
"546","99001290","8","30","0","91002"
"547","99001291","15","1","1001","11001291"
"548","99001291","8","30","0","91002"
"549","99001292","15","1","1002","11001292"
"550","99001292","8","30","0","91002"
"551","99001293","15","1","1003","11001293"
"552","99001293","8","30","0","91002"
"553","99001294","15","1","1001","11001294"
"554","99001294","8","30","0","91002"
"555","99001295","15","1","1001","11001295"
"556","99001295","8","30","0","91002"
"557","99001296","15","1","1002","11001296"
"558","99001296","8","30","0","91002"
"559","99001297","15","1","1003","11001297"
"560","99001297","8","30","0","91002"
"561","99001298","15","1","1001","11001298"
"562","99001298","8","30","0","91002"
"563","99001299","15","1","1001","11001299"
"564","99001299","8","30","0","91002"
"565","99001300","15","1","1002","11001300"
"566","99001300","8","30","0","91002"
"567","99001301","15","1","1003","11001301"
"568","99001301","8","30","0","91002"
"569","99001302","15","1","1003","11001302"
"570","99001303","15","1","1003","11001303"
"571","99001304","15","1","1003","11001304"
"572","99001305","15","1","1001","11001305"
"573","99001305","8","30","0","91002"
"574","99001306","15","1","1001","11001306"
"575","99001306","8","30","0","91002"
"576","99001307","15","1","1002","11001307"
"577","99001307","8","30","0","91002"
"578","99001308","15","1","1003","11001308"
"579","99001308","8","30","0","91002"
"580","99001309","15","1","1001","11001309"
"581","99001309","8","30","0","91002"
"582","99001310","15","1","1001","11001310"
"583","99001310","8","30","0","91002"
"584","99001311","15","1","1002","11001311"
"585","99001311","8","30","0","91002"
"586","99001312","15","1","1003","11001312"
"587","99001312","8","30","0","91002"
"588","99001313","15","1","1003","11001313"
"589","99001314","15","1","1001","11001314"
"590","99001314","8","30","0","91002"
"591","99001315","15","1","1001","11001315"
"592","99001315","8","30","0","91002"
"593","99001316","15","1","1002","11001316"
"594","99001316","8","30","0","91002"
"595","99001317","15","1","1003","11001317"
"596","99001317","8","30","0","91002"
"597","99001318","15","1","1003","11001318"
"598","99001319","15","1","1001","11001319"
"599","99001319","8","30","0","91002"
"600","99001320","15","1","1001","11001320"
"601","99001320","8","30","0","91002"
"602","99001321","15","1","1002","11001321"
"603","99001321","8","30","0","91002"
"604","99001322","15","1","1003","11001322"
"605","99001322","8","30","0","91002"
"606","99001323","15","1","1003","11001323"
"607","99001324","15","1","1001","11001324"
"608","99001324","8","30","0","91002"
"609","99001325","15","1","1001","11001325"
"610","99001325","8","30","0","91002"
"611","99001326","15","1","1002","11001326"
"612","99001326","8","30","0","91002"
"613","99001327","15","1","1003","11001327"
"614","99001327","8","30","0","91002"
"615","99001328","15","1","1003","11001328"
"616","99001329","15","1","1001","11001329"
"617","99001329","8","30","0","91002"
"618","99001330","15","1","1001","11001330"
"619","99001330","8","30","0","91002"
"620","99001331","15","1","1002","11001331"
"621","99001331","8","30","0","91002"
"622","99001332","15","1","1003","11001332"
"623","99001332","8","30","0","91002"
"624","99001333","15","1","1001","11001333"
"625","99001333","8","30","0","91002"
"626","99001334","15","1","1001","11001334"
"627","99001334","8","30","0","91002"
"628","99001335","15","1","1002","11001335"
"629","99001335","8","30","0","91002"
"630","99001336","15","1","1003","11001336"
"631","99001336","8","30","0","91002"
"632","99001337","15","1","1002","11001337"
"633","99001338","15","1","1002","11001338"
"634","99001339","15","1","1003","11001339"
"635","99001340","15","1","1001","11001340"
"636","99001340","8","30","0","91002"
"637","99001341","15","1","1001","11001341"
"638","99001341","8","30","0","91002"
"639","99001342","15","1","1002","11001342"
"640","99001342","8","30","0","91002"
"641","99001343","15","1","1003","11001343"
"642","99001343","8","30","0","91002"
"643","99900001","15","1","1003","19901001"
"644","99900002","15","1","1003","19901002"
"645","99900003","15","1","1003","19901003"
"646","99001344","15","1","1001","11001344"
"647","99001344","8","30","0","91002"
"648","99001345","15","1","1001","11001345"
"649","99001345","8","30","0","91002"
"650","99001346","15","1","1002","11001346"
"651","99001346","8","30","0","91002"
"652","99001347","15","1","1003","11001347"
"653","99001347","8","30","0","91002"
