788a62bcc060f1ccf5d72ae980123773beb75f4806267978e099b21ee0f3e7ac,044ed965cf9534eb0f8f32e4749f58476ee423d843d4a70c3f1f36c2561d86be,dc8dbdafa00e452273f3874613c5f6a3731722eb7e9fec2eea593484335aed46,449b3a44a88deb218957f10ac379cce7c77761f5357c018d0b3688afa0c10713,6a5656ecf0dd4e9b731a0a038df5401034c043c787f17c1b6255735739bfcef7,dfd963624085fc01b492bee2ab785071c2aa9b09d6be6da88e51852c50d8d49e,ff24e38b958b76b8dbac48bd0efd24afc3b0fdf993cf4347a6412ac8ad133052,30e1bdcbba1ab8e75e087188af4d2ed5446c48b96e2ce80484c8a7dc6a3c1287,b17c22b28b2ed2c1c745ccda4f88c38107a8c7057427f443428e64f0c7cd7065,656e02aa5aed16d74267c8581feb29e30e72fb651a2505d2a8c2f1bf3e7cb84a,48a490ed1d9be3f19edb0ab42c1211676c8034727702b3250baa651b8911983a,34de734d96fe1a03e11dcb465a12f626245d24679981015609add68df0353d96,9a33c623b44f0a2bb6921c3aaa80a8197c2ff57ca5c233a094112faa70ce529f
"10060","0","0","0","0","60592","31049","0","0","0","31123","0","60591"
"10061","0","0","0","0","60602","31010","0","0","0","31158","0","60601"
"10062","0","0","0","0","60612","31042","0","0","0","31126","0","60611"
"10063","0","0","0","0","60612","31042","0","0","0","31126","0","60611"
"10064","0","0","0","0","60632","31031","0","0","0","31032","0","60631"
"10065","0","0","0","0","60642","31046","0","0","0","31107","0","60641"
"10066","0","0","0","0","60652","31015","0","0","0","31065","0","60651"
"10067","0","0","0","0","60662","31033","0","0","0","31028","0","60661"
"10068","0","0","0","0","60672","31040","0","0","0","31168","0","60671"
"10069","0","0","0","0","60682","31065","0","0","0","31130","0","60681"
"10070","0","0","0","0","60692","31050","0","0","0","31018","0","60691"
"10071","0","0","0","0","60702","31027","0","0","0","31132","0","60701"
"10072","0","0","0","0","60712","31109","0","0","0","31174","0","60711"
"10073","0","0","0","0","60722","31023","0","0","0","31135","0","60721"
"10074","0","0","0","0","60732","31051","0","0","0","31096","0","60731"
"10075","0","0","0","0","60742","31013","0","0","0","31016","0","60741"
"10076","0","0","0","0","60752","31047","0","0","0","31178","0","60751"
"10077","0","0","0","0","60762","31054","0","0","0","31141","0","60761"
"10078","0","0","0","0","60772","31055","0","0","0","31053","0","60771"
"10079","0","0","0","0","60782","31037","0","0","0","31014","0","60781"
"10080","0","0","0","0","60792","31006","0","0","0","31192","0","60791"
"10081","0","0","0","0","60802","31048","0","0","0","31146","0","60801"
"10082","0","0","0","0","60812","31044","0","0","0","31208","0","60811"
"10083","0","0","0","0","60822","31060","0","0","0","31147","0","60821"
"10084","0","0","0","0","60832","31060","0","0","0","31059","0","60831"
"10085","0","0","0","0","60842","31058","0","0","0","31212","0","60841"
"10086","0","0","0","0","60852","31003","0","0","0","31156","0","60851"
"10087","0","0","0","0","60852","31003","0","0","0","31156","0","60851"
"10088","0","0","0","0","60872","31026","0","0","0","31128","0","60871"
"10089","0","0","0","0","60882","31010","0","0","0","31158","0","60881"
"10090","0","0","0","0","60892","31046","0","0","0","31065","0","60891"
"10091","0","0","0","0","60902","31031","0","0","0","31032","0","60901"
"10092","0","0","0","0","60912","31031","0","0","0","31014","0","60911"
"10093","0","0","0","0","60922","31015","0","0","0","31065","0","60921"
"10094","0","0","0","0","60932","31034","0","0","0","31221","0","60931"
"10095","0","0","0","0","60942","31040","0","0","0","31168","0","60941"
"10096","0","0","0","0","60952","31002","0","0","0","31224","0","60951"
"10097","0","0","0","0","60962","31050","0","0","0","31018","0","60961"
"10098","0","0","0","0","60972","31036","0","0","0","31228","0","60971"
"10099","0","0","0","0","60982","31109","0","0","0","31174","0","60981"
"10100","0","0","0","0","60992","31023","0","0","0","31010","0","60991"
"10101","0","0","0","0","61002","31051","0","0","0","31096","0","61001"
"10102","0","0","0","0","61012","31013","0","0","0","31235","0","61011"
"10103","0","0","0","0","61022","31047","0","0","0","31178","0","61021"
"10104","0","0","0","0","61032","31005","0","0","0","31037","0","61031"
"10105","0","0","0","0","61042","31055","0","0","0","31053","0","61041"
"10106","0","0","0","0","61052","31047","0","0","0","31241","0","61051"
"10107","0","0","0","0","61062","31006","0","0","0","31192","0","61061"
"10108","0","0","0","0","61072","31066","0","0","0","31247","0","61071"
"10109","0","0","0","0","61082","31044","0","0","0","31208","0","61081"
"10110","0","0","0","0","61092","31029","0","0","0","31249","0","61091"
"10111","0","0","0","0","61102","31042","0","0","0","31249","0","61101"
"10112","0","0","0","0","61112","31060","0","0","0","31059","0","61111"
"10113","0","0","0","0","61122","31058","0","0","0","31212","0","61121"
"10114","0","0","0","0","61132","31046","0","0","0","31053","0","61131"
"10115","0","0","0","0","61142","31026","0","0","0","31128","0","61141"
"10116","0","0","0","0","61152","31038","0","0","0","31012","0","61151"
"10117","0","0","0","0","61162","31046","0","0","0","31065","0","61161"
"10118","0","0","0","0","61172","31057","0","0","0","31257","0","61171"
"10119","0","0","0","0","61182","31031","0","0","0","31014","0","61181"
"10120","0","0","0","0","61192","31008","0","0","0","31044","0","61191"
"10121","0","0","0","0","61202","31034","0","0","0","31221","0","61201"
"10122","0","0","0","0","61212","31048","0","0","0","31267","0","61211"
"10123","0","0","0","0","61222","31002","0","0","0","31224","0","61221"
"10124","0","0","0","0","61232","31031","0","0","0","31270","0","61231"
"10125","0","0","0","0","61242","31036","0","0","0","31228","0","61241"
"10126","0","0","0","0","61252","31060","0","0","0","31011","0","61251"
"10127","0","0","0","0","61262","31023","0","0","0","31010","0","61261"
"10128","0","0","0","0","61272","31042","0","0","0","31056","0","61271"
"10129","0","0","0","0","61282","31013","0","0","0","31235","0","61281"
"10130","0","0","0","0","61292","31054","0","0","0","31018","0","61291"
"10131","0","0","0","0","61302","31005","0","0","0","31037","0","61301"
"10132","0","0","0","0","61312","31058","0","0","0","31028","0","61311"
"10133","0","0","0","0","61322","31047","0","0","0","31241","0","61321"
"10134","0","0","0","0","61332","31014","0","0","0","31283","0","61331"
"10135","0","0","0","0","61342","31066","0","0","0","31247","0","61341"
"10136","0","0","0","0","61352","31002","0","0","0","31288","0","61351"
"10137","0","0","0","0","61362","31001","0","0","0","31288","0","61361"
"10138","0","0","0","0","61372","31029","0","0","0","31249","0","61371"
"10139","0","0","0","0","61382","31042","0","0","0","31249","0","61381"
"10140","0","0","0","0","61392","31034","0","0","0","31110","0","61391"
"10141","0","0","0","0","61402","31046","0","0","0","31053","0","61401"
"10142","0","0","0","0","61412","31027","0","0","0","31043","0","61411"
"10143","0","0","0","0","61422","31038","0","0","0","31012","0","61421"
"10144","0","0","0","0","61432","31025","0","0","0","31036","0","61431"
"10145","0","0","0","0","61442","31057","0","0","0","31257","0","61441"
"10146","0","0","0","0","61452","31021","0","0","0","31010","0","61451"
"10147","0","0","0","0","61462","31008","0","0","0","31044","0","61461"
"10148","0","0","0","0","61472","31042","0","0","0","31029","0","61471"
"10149","0","0","0","0","61482","31048","0","0","0","31267","0","61481"
"10150","0","0","0","0","61492","31058","0","0","0","31047","0","61491"
"10151","0","0","0","0","61502","31031","0","0","0","31270","0","61501"
"10152","0","0","0","0","61512","31059","0","0","0","31319","0","61511"
"10153","0","0","0","0","61522","31025","0","0","0","31098","0","61521"
"10154","0","0","0","0","61532","31007","0","0","0","31012","0","61531"
