a2c34b5d7e9c26dbef0a5a0cb6debfd82a8a85174f6451eab92935c76174c828,4cb2bb0932dda8fa36e83cae2b77d7eba81e0962cee512839a409472168bc24e,14780d6f93da42e75cab4253795c0d1ba012d9b5af6fb349d381f07871ba7dd6,3d3021b3e02f528119fa8a1314785c2d479c2bc9331df374c0274971c219f3cc,de244bf2fa1be8b14f2eb7fbf723838270d5fe021a29787ade68f4c335ff8bab,d047a9f87a544af2ea7a7dec2d0d0f46ed3bb43a54744dfa3dbd47e588138f7b,00544e8bf2bf0ef55f913192fa64da65aff64098497d55037b59c68ffe51bb9e,f6b29edb4ce4c2ef6691ee6efe4966f26e98e7415e30a0236f6457998a0526b8,e680c41986a064e8660e288a350c03460c40128475db51355314b3f875d633a2,2df4ed50e876711657f57d9e5906abede17e3e72186bc4578bde20bc3dd7e8d8,2f7aba1cfc18f21e6dc7a20ac7965cf8dd0c35d9c2500e8dbc4cae712d564e5c,5b658f9e5bd0ad7212d560e663d199b970d587250dc0c057a0916aa873e36823
"21005","2030/08/01 14:59:59","999","0","6","0","2021/05/31 12:00:00","0","タマキ（作業服）専用のグロウスフィア。キャラのステータスをLv180/RANK19まで強化できる。","1","タマキ（作業服）専用スフィア / Lv180","21"
"21006","2030/08/01 14:59:59","999","0","7","0","2021/07/31 12:00:00","0","ツムギ（サマー）専用のグロウスフィア。キャラのステータスをLv180/RANK19まで強化できる。","1","ツムギ（サマー）専用スフィア / Lv180","21"
"21007","2030/08/01 14:59:59","999","0","8","0","2021/09/30 12:00:00","0","ニノン（ハロウィン）専用のグロウスフィア。キャラのステータスをLv180/RANK19まで強化できる。","1","ニノン（ハロウィン）専用スフィア / Lv180","21"
"21008","2030/08/01 14:59:59","999","0","9","0","2021/11/30 12:00:00","0","マヒル（クリスマス）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","1","マヒル（クリスマス）専用スフィア / Lv215","21"
"21009","2030/08/01 14:59:59","999","0","10","0","2021/12/31 12:00:00","0","ルカ（ニューイヤー）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","1","ルカ（ニューイヤー）専用スフィア / Lv215","21"
"21010","2030/08/01 14:59:59","999","0","12","0","2022/02/07 12:00:00","0","ラビリスタ（オーバーロード）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","1","ラビリスタ（オーバーロード）専用スフィア / Lv215","21"
"21011","2030/08/01 14:59:59","999","0","13","0","2022/05/31 12:00:00","0","アオイ（キャンプ）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","1","アオイ（キャンプ）専用スフィア / Lv215","21"
"21012","2030/08/01 14:59:59","999","0","14","0","2022/06/30 12:00:00","0","ヒヨリ（サマー）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","1","ヒヨリ（サマー）専用スフィア / Lv215","21"
"21013","2030/08/01 14:59:59","999","0","15","0","2022/07/31 12:00:00","0","ミソギ（サマー）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","1","ミソギ（サマー）専用スフィア / Lv215","21"
"21014","2030/08/01 14:59:59","999","0","16","0","2022/09/30 12:00:00","0","リン（ハロウィン）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","1","リン（ハロウィン）専用スフィア / Lv215","21"
"21015","2030/08/01 14:59:59","999","0","17","0","2022/11/30 12:00:00","0","ヨリ（クリスマス）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","1","ヨリ（クリスマス）専用スフィア / Lv250","21"
"21016","2030/08/01 14:59:59","999","0","20","0","2022/12/31 12:00:00","0","ミツキ（ニューイヤー）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","1","ミツキ（ニューイヤー）専用スフィア / Lv250","21"
"21017","2030/08/01 14:59:59","999","0","21","0","2023/01/31 12:00:00","0","カヤ（リベレイター）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","1","カヤ（リベレイター）専用スフィア / Lv250","21"
"21018","2030/08/01 14:59:59","999","0","22","0","2023/04/30 12:00:00","0","カリン（アルケミスト）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","1","カリン（アルケミスト）専用スフィア / Lv250","21"
"21019","2030/08/01 14:59:59","999","0","24","0","2023/06/30 12:00:00","0","アキノ（サマー）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","1","アキノ（サマー）専用スフィア / Lv250","21"
"21020","2030/08/01 14:59:59","999","0","25","0","2023/07/31 12:00:00","0","クウカ（サマー）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","1","クウカ（サマー）専用スフィア / Lv250","21"
"21021","2030/08/01 14:59:59","999","0","27","0","2023/12/31 12:00:00","0","イノリ（ニューイヤー）専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","1","イノリ（ニューイヤー）専用スフィア / Lv280","21"
"21022","2030/08/01 14:59:59","999","0","28","0","2024/01/31 12:00:00","0","レイ（アストラル）専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","1","レイ（アストラル）専用スフィア / Lv280","21"
"21900","2030/08/01 14:59:59","999","0","4","0","2021/02/21 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv180/RANK19まで強化できる。","1","グロウスフィア / Lv180","21"
"21901","2030/08/01 14:59:59","999","0","11","0","2022/01/31 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","1","グロウスフィア / Lv215","21"
"21902","2030/08/01 14:59:59","999","0","18","0","2022/11/30 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","1","グロウスフィア / Lv250","21"
"21903","2030/08/01 14:59:59","999","0","19","0","2022/12/15 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv100/RANK12まで強化できる。","1","グロウスフィア / Lv100","21"
"21904","2030/08/01 14:59:59","999","0","23","0","2023/04/30 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv260/RANK28まで強化できる。","1","グロウスフィア / Lv260","21"
"21905","2030/08/01 14:59:59","999","0","26","0","2023/10/30 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","1","グロウスフィア / Lv280","21"
"21951","2030/08/01 14:59:59","999","0","10001","0","2022/06/15 15:00:00","0","すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv240まで強化できる。","1","専用装備１グロウスフィア / Lv240","23"
"21952","2030/08/01 14:59:59","999","0","10002","0","2023/05/15 15:00:00","0","すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv270まで強化できる。","1","専用装備１グロウスフィア / Lv270","23"
"21953","2030/08/01 14:59:59","999","0","10003","0","2024/02/15","0","すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv290まで強化できる。","1","専用装備１グロウスフィア / Lv290","23"
"22001","2030/08/01 14:59:59","999999","0","10","120","2015/12/17 15:00:00","0","キャラの装備強化に使用すると、装備強化Ptが10加算される。","1","精錬石","3"
"22002","2030/08/01 14:59:59","999999","0","60","720","2015/12/17 15:00:00","0","キャラの装備強化に使用すると、装備強化Ptが60加算される。","2","上精錬石","3"
"22003","2030/08/01 14:59:59","999999","0","200","2400","2015/12/17 15:00:00","0","キャラの装備強化に使用すると、装備強化Ptが200加算される。","3","精錬結晶","3"
"23001","2030/08/01 14:59:59","999999","0","0","0","2015/12/17 15:00:00","0","クリアランク★3を獲得したクエストの、プレイ時間をスキップするチケット。","1","スキップチケット","5"
"23002","2030/08/01 14:59:59","999999","0","0","0","2015/12/17 15:00:00","0","アドベンチャーのクエストにかかる時間を短縮することができるチケット。","1","ファストチケット","5"
"23003","2030/08/01 14:59:59","999999","0","0","0","2015/12/17 15:00:00","0","マスタリーガチャを1回引くことができるチケット。","1","マスタリーチケット","5"
"24001","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","プラチナガチャやピックアップガチャを1回引くことができるガチャチケット。","1","プラチナガチャチケット","8"
"24003","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","共闘時に使用すると、クリア時の報酬が豪華になるチケット。","1","共闘チケット","10"
"24004","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","ガチャを10回引くことができるガチャチケット。","1","10回ガチャチケット","8"
"24005","2030/08/01 14:59:59","999","0","0","0","2020/08/04 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 1）","17"
"24006","2030/08/01 14:59:59","999","0","0","0","2020/09/03 19:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 2）","17"
"24007","2030/08/01 14:59:59","999","0","0","0","2020/10/01 17:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 3）","17"
"24008","2030/08/01 14:59:59","999","0","0","0","2020/11/05 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 4）","17"
"24009","2030/08/01 14:59:59","999","0","0","0","2021/02/21 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 プリコネフェス記念ガチャチケット","17"
"24010","2030/08/01 14:59:59","999","0","0","0","2022/02/14 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 プリコネフェス2022記念ガチャチケット","17"
"24011","2030/08/01 14:59:59","999","0","0","0","2022/03/21","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 1","17"
"24012","2030/08/01 14:59:59","999","0","0","0","2022/04/18","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 2","17"
"24013","2030/08/01 14:59:59","999","0","0","0","2022/05/16","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 3","17"
"24014","2030/08/01 14:59:59","999","0","0","0","2022/01/15 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 プリコネフェス2023記念ガチャチケット","17"
"24015","2030/08/01 14:59:59","999","0","0","0","2023/02/14 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 5周年記念ガチャチケット","17"
"24016","2030/08/01 14:59:59","999","0","0","0","2023/02/14 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 Sダッシュガチャチケット","17"
"24017","2030/08/01 14:59:59","999","0","0","0","2024/02/09 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 プリコネフェス2024記念ガチャチケット","17"
"24018","2030/08/01 14:59:59","999","0","0","0","2025/02/09 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","★3確定 プリコネフェス2025記念ガチャチケット","17"
"24019","2030/08/01 14:59:59","999","0","0","0","2025/04/30 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","GWガチャチケット(火)2025","17"
"24020","2030/08/01 14:59:59","999","0","0","0","2025/04/30 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","GWピックアップガチャチケット(火)2025","17"
"24021","2030/08/01 14:59:59","999","0","0","0","2025/04/30 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","GWガチャチケット(闇)2025","17"
"24022","2030/08/01 14:59:59","999","0","0","0","2025/04/30 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","1","GWピックアップガチャチケット(闇)2025","17"
"25001","2030/08/01 14:59:59","99999","0","0","0","2015/12/17 15:00:00","0","キャラの大いなる力を呼び醒ますアイテム。","1","プリンセスオーブ","20"
"25011","2030/08/01 14:59:59","999999999","0","0","0","2015/12/17 15:00:00","30","世界を構成している属性の力であるアストラルのうち火の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","1","アストラルスフィア（火）","29"
"25012","2030/08/01 14:59:59","999999999","0","0","0","2015/12/17 15:00:00","50","世界を構成している属性の力であるアストラルのうち水の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","1","アストラルスフィア（水）","29"
"25013","2030/08/01 14:59:59","999999999","0","0","0","2015/12/17 15:00:00","20","世界を構成している属性の力であるアストラルのうち風の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","1","アストラルスフィア（風）","29"
"25014","2030/08/01 14:59:59","999999999","0","0","0","2015/12/17 15:00:00","40","世界を構成している属性の力であるアストラルのうち光の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","1","アストラルスフィア（光）","29"
"25015","2030/08/01 14:59:59","999999999","0","0","0","2015/12/17 15:00:00","60","世界を構成している属性の力であるアストラルのうち闇の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","1","アストラルスフィア（闇）","29"
"25021","2030/08/01 14:59:59","999999999","0","0","0","2015/12/17 15:00:00","10","世界を構成している属性の力であるアストラルの結晶。内に秘めた属性が未分化の不安定な状態ゆえに励起されると莫大な属性の力を放つ。","1","アストラルシャード","29"
"25101","2030/08/01 14:59:59","9999","0","0","0","2015/12/17 15:00:00","0","アストラルの顕在化により発生した宝珠。未確認物質でできており使用するとなぜかプリンセスナイトの　権能を強化拡張することができる。","1","マスターピース","29"
"25102","2030/08/01 14:59:59","99999","0","0","0","2015/12/17 15:00:00","0","アストラルの顕在化により発生したマスターピースの欠片。互いに引きあう性質を持ち複数を集めることで合体し、マスターピースとなる。","1","マスターピース（欠片）","29"
"26101","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","ルナの塔に挑戦した者のみが獲得できる、アストルム内のショップでは流通していない珍しいコイン。","1","ルナコイン","9"
"26201","2030/08/01 14:59:59","999999999","0","0","0","2015/12/17 15:00:00","0","EX装備の強化に使用すると、強化Ptが1加算される。","1","EX装備強化Pt","25"
"26202","2030/08/01 14:59:59","999999999","0","0","0","2015/12/17 15:00:00","0","EX装備の錬成に使用することができる。","1","EX装備錬成Pt","25"
"26203","2030/08/01 14:59:59","999999999","0","0","0","2015/12/17 15:00:00","0","アルケス錬金堂の最高の秘術である究極錬成において使用される宝玉。装備の効果自体を物質化したもので特殊な武具に付与することが可能。","1","錬成スフィア","33"
"27001","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット","17"
"27002","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット","17"
"27003","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット","17"
"27004","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット","17"
"27005","2030/08/01 14:59:59","999","0","0","0","2022/02/15 15:00:00","0","特定のキャラを交換できるチケット。","1","4th Anniv. スペシャル交換チケット","17"
"27006","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット","17"
"27007","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット","17"
"27008","2030/08/01 14:59:59","999","0","0","0","2023/02/15 15:00:00","0","特定のキャラを交換できるチケット。","1","5th Anniv. スペシャル交換チケット","17"
"27009","2030/08/01 14:59:59","999","0","0","0","2023/04/30 12:00:00","0","特定のキャラを交換できるチケット。","1","コラボ記念 スペシャル交換チケット","17"
"27010","2030/08/01 14:59:59","999","0","0","0","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット","17"
"27011","2030/08/01 14:59:59","999","0","0","0","2023/08/15 12:00:00","0","特定のキャラを交換できるチケット。","1","Sダッシュ スペシャル交換チケット","17"
"27012","2030/08/01 14:59:59","999","0","0","0","2023/12/31 12:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット（限定＋）","17"
"27013","2030/08/01 14:59:59","999","0","0","0","2024/02/15 00:00:00","0","特定のキャラを交換できるチケット。","1","6th Anniv. スペシャル交換チケット","17"
"27014","2030/08/01 14:59:59","999","0","0","0","2024/04/30 12:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット（限定＋）","17"
"27015","2030/08/01 14:59:59","999","0","0","0","2024/08/15 15:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット（限定＋）","17"
"27016","2030/08/01 14:59:59","999","0","0","0","2024/12/20 5:30:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット（限定＋）","17"
"27017","2030/08/01 14:59:59","999","0","0","0","2024/12/31 12:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット（限定＋）","17"
"27018","2030/08/01 14:59:59","999","0","0","0","2025/02/15 15:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット（フェス限定＋）","17"
"27019","2030/08/01 14:59:59","999","0","0","0","2025/02/15 15:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット（限定＋）","17"
"27020","2030/08/01 14:59:59","999","0","0","0","2025/04/30 12:00:00","0","特定のキャラを交換できるチケット。","1","スペシャル交換チケット（限定＋）","17"
"28001","2030/08/01 14:59:59","999","0","0","0","2020/08/04 12:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","ペコリーヌのメモリーピース交換チケット","17"
"28002","2030/08/01 14:59:59","999","0","0","0","2020/08/04 12:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","コッコロのメモリーピース交換チケット","17"
"28003","2030/08/01 14:59:59","999","0","0","0","2020/08/04 12:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","キャルのメモリーピース交換チケット","17"
"28004","2030/08/01 14:59:59","999","0","0","0","2020/09/03 19:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","ハツネのメモリーピース交換チケット","17"
"28005","2030/08/01 14:59:59","999","0","0","0","2020/09/03 19:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","シオリのメモリーピース交換チケット","17"
"28006","2030/08/01 14:59:59","999","0","0","0","2020/09/03 19:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","クリスティーナのメモリーピース交換チケット","17"
"28007","2030/08/01 14:59:59","999","0","0","0","2020/10/01 17:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","ミミのメモリーピース交換チケット","17"
"28008","2030/08/01 14:59:59","999","0","0","0","2020/10/01 17:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","ミソギのメモリーピース交換チケット","17"
"28009","2030/08/01 14:59:59","999","0","0","0","2020/10/01 17:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","キョウカのメモリーピース交換チケット","17"
"28010","2030/08/01 14:59:59","999","0","0","0","2020/11/05 12:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","シズルのメモリーピース交換チケット","17"
"28011","2030/08/01 14:59:59","999","0","0","0","2020/11/05 12:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","リノのメモリーピース交換チケット","17"
"28012","2030/08/01 14:59:59","999","0","0","0","2020/11/05 12:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","ネネカのメモリーピース交換チケット","17"
"28013","2030/08/01 14:59:59","999","0","0","0","2022/03/21","0","特定のキャラのメモリーピースを交換できるチケット。","1","ユニのメモリーピース交換チケット","17"
"28014","2030/08/01 14:59:59","999","0","0","0","2022/03/21","0","特定のキャラのメモリーピースを交換できるチケット。","1","チエルのメモリーピース交換チケット","17"
"28015","2030/08/01 14:59:59","999","0","0","0","2022/03/21","0","特定のキャラのメモリーピースを交換できるチケット。","1","クロエのメモリーピース交換チケット","17"
"28016","2030/08/01 14:59:59","999","0","0","0","2022/04/18","0","特定のキャラのメモリーピースを交換できるチケット。","1","チカのメモリーピース交換チケット","17"
"28017","2030/08/01 14:59:59","999","0","0","0","2022/04/18","0","特定のキャラのメモリーピースを交換できるチケット。","1","カスミのメモリーピース交換チケット","17"
"28018","2030/08/01 14:59:59","999","0","0","0","2022/04/18","0","特定のキャラのメモリーピースを交換できるチケット。","1","モニカのメモリーピース交換チケット","17"
"28019","2030/08/01 14:59:59","999","0","0","0","2022/05/16","0","特定のキャラのメモリーピースを交換できるチケット。","1","ラビリスタのメモリーピース交換チケット","17"
"28020","2030/08/01 14:59:59","999","0","0","0","2022/05/16","0","特定のキャラのメモリーピースを交換できるチケット。","1","ジュンのメモリーピース交換チケット","17"
"28021","2030/08/01 14:59:59","999","0","0","0","2022/05/16","0","特定のキャラのメモリーピースを交換できるチケット。","1","エリコのメモリーピース交換チケット","17"
"28022","2030/08/01 14:59:59","999","0","0","0","2022/01/15 15:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","プリンセスフェス限定メモリーピース交換チケット2023","17"
"28023","2030/08/01 14:59:59","999","0","0","0","2022/01/15 15:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","限定メモリーピース交換チケット2023","17"
"28024","2030/08/01 14:59:59","999","0","0","0","2022/01/15 15:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","メモリーピース交換チケット2023","17"
"28025","2030/08/01 14:59:59","999","0","0","0","2024/04/30 12:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","GWメモリーピース交換チケット2024","17"
"28026","2030/08/01 14:59:59","999","0","0","0","2024/04/30 12:00:00","0","特定のキャラのピュアメモリーピースを交換できるチケット。","1","GWピュアメモリーピース交換チケット2024","17"
"28027","2030/08/01 14:59:59","999","0","0","0","2024/08/15 15:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","6.5周年メモリーピース交換チケット","17"
"28028","2030/08/01 14:59:59","999","0","0","0","2024/08/15 15:00:00","0","特定のキャラのピュアメモリーピースを交換できるチケット。","1","6.5周年ピュアメモリーピース交換チケット","17"
"28029","2030/08/01 14:59:59","999","0","0","0","2024/12/31 12:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","2024 年末年始メモリーピース交換チケット","17"
"28030","2030/08/01 14:59:59","999","0","0","0","2024/12/31 12:00:00","0","特定のキャラのピュアメモリーピースを交換できるチケット。","1","2024 年末年始ピュアメモリーピース交換チケット","17"
"28031","2030/08/01 14:59:59","999","0","0","0","2025/02/15 15:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","7周年 メモリーピース交換チケット","17"
"28032","2030/08/01 14:59:59","999","0","0","0","2025/02/15 15:00:00","0","特定のキャラのピュアメモリーピースを交換できるチケット。","1","7周年 ピュアメモリーピース交換チケット","17"
"28033","2030/08/01 14:59:59","999","0","0","0","2025/04/30 12:00:00","0","特定のキャラのメモリーピースを交換できるチケット。","1","GWメモリーピース交換チケット2025","17"
"28034","2030/08/01 14:59:59","999","0","0","0","2025/04/30 12:00:00","0","特定のキャラのピュアメモリーピースを交換できるチケット。","1","GWピュアメモリーピース交換チケット2025","17"
"28501","2030/08/01 14:59:59","999","0","0","0","2024/10/15 15:00:00","0","特定のEX★5武器と交換できるチケット。","1","EX★5武器交換チケット","17"
"31000","2030/08/01 14:59:59","1","0","0","0","2015/12/17 15:00:00","0","記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2","メモリーピース","6"
"31001","2030/08/01 14:59:59","9999","0","31001","0","2015/12/17 15:00:00","5174112","ヒヨリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","1","ヒヨリのメモリーピース","11"
"31002","2030/08/01 14:59:59","9999","0","31002","0","2015/12/17 15:00:00","7201112","ユイの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","1","ユイのメモリーピース","11"
"31003","2030/08/01 14:59:59","9999","0","31003","0","2015/12/17 15:00:00","8301112","レイの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","1","レイのメモリーピース","11"
"31004","2030/08/01 14:59:59","9999","0","31004","0","2015/12/17 15:00:00","6124112","ミソギの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","1","ミソギのメモリーピース","11"
