d905c42ba8ef9eb1b312380baf26cdc9983ac8188e4328b8e8edbfd943c7c753,83794b334156136e05d8798ead358eeab994b277404eb35c4772e8ffb0d047ed,227b5378f974afdeb61386c4431148b229bfdcdc940ea1a1b6443779092a996f,1c6881ea3f46c4aca99d3c8e5192a8bb25dcea149a1822629ca0b23552864ab1,cf0812a70cafa762995135c2a4300a0f80f79e6a4b49dd5112a941a32ce7c962,c6ca7669f2b6205ad55515d756a1586dd7a9e032f4f9021394157cc1263bb4ed,3793bdccf65b69e3f4484a87484ec2bd81a6a68c11c4022d83c4b561d158aa19,3db59a6ca981cdecb9b540ab11c6fc054ef61655654c0c777f62257c053f5b93,2d4aa5890f423b6b728c46f608dbf3f85c0c6f3f04a9a341689803eb296a8642,f261bfc01ed5c82e79c1d5c7ecd5469ace058a8160353af9e35576a8e54c7d67,11bcc376fa6d0daa9971a5f61af13a006dc12ab81c06e32e0561d6f4218905a8
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0401","4","4021"
"0","1","6","0.5","119931","0","0","11","あ！　オマエ！\n大きいプリンくれたヤツなの！\nまたミヤコにプリンを持ってきたの？","4","4022"
"","","","","0","","","91","","4","4023"
"","","","","0","","","22","0","4","4024"
"","","1","","119931","0.2","","3","psy_miyako_idle","4","4025"
"","","1","","107131","0.2","","3","psy_talk_normal","4","4026"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0407","4","4027"
"0","1","8","0.5","107131","0","0","11","おまえは……ああ、いつぞやの\nクリスマスで会ったことがあったな。\n今日はサンタとしてではなく\n客として来たのだ。","4","4028"
"","","","","0","","","91","","4","4029"
"","","1","","107131","0.2","","3","psy_idle_normal","4","4030"
"","","1","","119931","0.2","","3","psy_miyako_sad1","4","4031"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0402","4","4032"
"0","1","6","0.5","119931","0","0","11","プリンをくれないオマエに用はないの。\nおばあちゃんも留守だし、\nおとといきやがれなの。","4","4033"
"","","","","5","","","93","1","4","4034"
"","","1","","119931","0.2","","3","psy_miyako_talk4","4","4035"
"","","","","4033","","","91","","4","4036"
"","","","","0","","","22","0","4","4037"
"","","1","","119931","0.2","","3","psy_miyako_idle2","4","4038"
"0.2","psy_ahaha_loop","0","","107131","0.2","1","3","psy_ahaha_in","4","4039"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0408","4","4040"
"0","1","8","0.5","107131","0","0","11","はっはっは！\nこのクリスティーナさんに向かって\nずいぶんな物言いだな。おもしろい☆","4","4041"
"","","","","1.7","","","93","1","4","4042"
"","","1","","107131","0.2","","3","psy_talk_joy1","4","4043"
"","","","","4041","","","91","","4","4044"
"0.2","psy_talk_doya_loop","0","","107131","0.2","1","3","psy_talk_doya","4","4045"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0409","4","4046"
"0","1","8","0.5","107131","0","0","11","なんとしてもおまえからお菓子を\n買わせてもらおう。","4","4047"
"","","","","0","","","91","","4","4048"
"","","1","","107131","0.2","","3","psy_idle_wish","4","4049"
"","","1","","119931","0.2","","3","psy_miyako_panic1","4","4050"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0403","4","4051"
"0","1","6","0.5","119931","0","0","11","なんでそうなるの！？\nいいから帰れなの！","4","4052"
"","","","","0","","","91","","4","4053"
"","","","","0","","","22","0","4","4054"
"","","1","","119931","0.2","","3","psy_miyako_idle_panic","4","4055"
"0","psy_cris_approach_loop","0","","107131","0.2","1","3","psy_cris_approach_in","4","4056"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0410","4","4057"
"0","1","8","0.5","107131","0","0","11","ほぅ、作りかけのプリンが\nあるではないか。\nうーむ……手作りの差し入れというのも\n喜ばれそうだな。","4","4058"
"","","","","4","","","93","1","4","4059"
"0","psy_talk_arm_crossed_loop","0","","107131","0.2","1","3","psy_talk_arm_crossed","4","4060"
"","","","","4058","","","91","","4","4061"
"","","1","","107131","0.2","","3","psy_talk_joy1","4","4062"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0411","4","4063"
"0","1","8","0.5","107131","0","0","11","よし！　ワタシがプリンを作ろう！\nおまえも手伝え。\nクリスマスの貸しを返してもらおう。","4","4064"
"","","","","0","","","91","","4","4065"
"","","1","","107131","0.2","","3","psy_idle_joy1","4","4066"
"","","1","","119931","0.2","","3","psy_miyako_anger2","4","4067"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0404","4","4068"
"0","1","6","0.5","119931","0","0","11","な、なんでそうなるのーー！？","4","4069"
"","","","","4","","","93","","4","4070"
"","","","","0","","","91","","4","4071"
"0","-300","100","psy_miyako_start","1","1.7","-200","1","119931","5","5001"
"1","300","100","psy_walk","1","1.7","-220","1","104931","5","5002"
"","0","0","","1","1","1","31","11","5","5003"
"0","-300","101","psy_smoke_start","1","1.7","-200","5","1","5","5004"
"","2","-220","","104931","","0","2","185","5","5005"
"","","","","2","","","93","","5","5006"
"","","1","","104931","0.2","","3","psy_talk_wish","5","5007"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0504","5","5008"
"0","1","8","0.5","104931","0","0","11","ここが弟くんとリノちゃんが\n手伝ってるっていうお菓子屋さんだね！\n弟くん！　お姉ちゃんが来たよ！！","5","5009"
"","","","","4.3","","","93","1","5","5010"
"","","1","","104931","0.2","","3","psy_talk_joy1","5","5011"
"","","","","5009","","","91","","5","5012"
"","","1","","104931","0.2","","3","psy_idle_joy1","5","5013"
"0.2","psy_miyako_talk3","0","","119931","0","1","3","psy_miyako_appear","5","5014"
"0","psy_smoke_start","0","","1","0","0","3","psy_smoke_appear","5","5015"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0501","5","5016"
"0","1","6","0.5","119931","0","0","11","うるさいの。\nいきなりなんなの？","5","5017"
"","","","","0","","","91","","5","5018"
"","","","","0","","","22","0","5","5019"
"","","1","","119931","0.2","","3","psy_miyako_idle","5","5020"
"","","1","","104931","0.2","","3","psy_talk_joy1","5","5021"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0505","5","5022"
"0","1","8","0.5","104931","0","0","11","あっ！　ミヤコちゃんだよね？\nリノちゃんから聞いてるよ！\n初めまして弟くんのお姉ちゃんだよ！","5","5023"
"","","","","4","","","93","","5","5024"
"","","1","","104931","0.2","","3","psy_talk_wish","5","5025"
"","","","","5023","","","91","","5","5026"
"","","","","0","","","91","","5","5027"
"","","1","","104931","0.2","","3","psy_idle_wish","5","5028"
"","","1","","119931","0.2","","3","psy_miyako_anger3","5","5029"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0502","5","5030"
"0","1","6","0.5","119931","0","0","11","オマエがアイツのお姉ちゃんか\nどうかなんてどうでもいいの。\nミヤコはプリン作りに忙しいの。","5","5031"
"","","","","5","","","93","1","5","5032"
"0","psy_miyako_arm_crossed_loop","0","","119931","0.2","1]","3","psy_miyako_arm_crossed_in","5","5033"
"","","","","5031","","","91","","5","5034"
"","","","","0","","","22","0","5","5035"
"","","1","","119931","0.2","","3","psy_miyako_arm_crossed_idle","5","5036"
"","","1","","104931","0.2","","3","psy_talk_wish","5","5037"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0506","5","5038"
"0","1","8","0.5","104931","0","0","11","どうでもいいって反応は初めてで\nお姉ちゃんそれはそれで\n傷ついちゃうな！\n愛の反対は無関心っていうし！","5","5039"
"","","","","0","","","91","","5","5040"
"","","1","","104931","0.2","","3","psy_talk_joy2","5","5041"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0507","5","5042"
"0","1","8","0.5","104931","0","0","11","よーし！\n今からミヤコちゃんに\n弟くんとお姉ちゃんの愛と運命の物語を\nお届けしちゃうよ！","5","5043"
"","","","","0","","","91","","5","5044"
"","","1","","104931","0.2","","3","psy_talk_memory","5","5045"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0508","5","5046"
"0","1","8","0.5","104931","0","0","11","まずはそう、運命の出会いから……","5","5047"
"","","","","0","","","91","","5","5048"
"","","1","","104931","0.2","","3","psy_idle_memory","5","5049"
"","","1","","119931","0.2","","3","psy_miyako_sad1","5","5050"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0503","5","5051"
"0","1","6","0.5","119931","0","0","11","（なんか始まったの……\nめんどくさいからミヤコは消えるの……）","5","5052"
"","","","","0","","","91","","5","5053"
"","","","","0","","","22","0","5","5054"
"","","0","","119931","0.2","","3","psy_miyako_hide","5","5055"
"0","psy_smoke_start","0","","1","0","0","3","psy_smoke_hide","5","5056"
"","","","","2","","","93","","5","5057"
"","","","","0","","","91","","5","5058"
"1","-300","100","psy_miyako_idle_thinking","1","1.7","-200","1","119931","6","6001"
"1","300","100","psy_walk","1","1.7","-220","1","103131","6","6002"
"","0","0","","1","1","1","31","11","6","6003"
"0","0","2","0","119931","0","0","12","17","6","6004"
"","2","-220","","103131","","0","2","185","6","6005"
"","","","","2","","","93","","6","6006"
"","","1","","103131","0.2","","3","psy_talk_wish","6","6007"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0605","6","6008"
"0","1","8","0.5","103131","0","0","11","こんにちは。\nミヤコさんがお菓子屋のお手伝いを\nしていると聞いたので、\n様子を見に来ました。","6","6009"
"","","","","0","","","91","","6","6010"
"","","1","","103131","0.2","","3","psy_idle_wish","6","6011"
"","","","","119931","","","4","0","6","6012"
"0.2","psy_miyako_talk_joy2","0","","119931","0.2","1","3","psy_miyako_surprise2_in","6","6013"
"","","","","1","","","93","","6","6014"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0601","6","6015"
"0","1","6","0.5","119931","0","0","11","シノブ！　いいところに来たの！\nミヤコちょっと困ってるの！","6","6016"
"","","","","3","","","93","1","6","6017"
"","","1","","119931","0.2","","3","psy_miyako_talk2","6","6018"
"","","","","6016","","","91","","6","6019"
"","","","","0","","","22","0","6","6020"
"","","1","","119931","0.2","","3","psy_miyako_idle_sad","6","6021"
"","","1","","103131","0.2","","3","psy_talk_sad","6","6022"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0606","6","6023"
"0","1","8","0.5","103131","0","0","11","どうしたんですか？\nあ、まさか売り物のプリンを\n食べてしまったんですか？\nそれなら一緒に謝りましょう。","6","6024"
"","","","","0","","","91","","6","6025"
"","","1","","103131","0.2","","3","psy_idle_sad","6","6026"
"","","1","","119931","0.2","","3","psy_miyako_panic3","6","6027"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0602","6","6028"
"0","1","5","0.5","119931","0","0","11","違うの！　ミヤコは今究極のプリンを\n作ろうとしてるの！\nでも、いいアイデアが\n浮かばなくなっちゃったの……","6","6029"
"","","","","5.5","","","93","1","6","6030"
"","","1","","119931","0.2","","3","psy_miyako_sad2","6","6031"
"","","","","6029","","","91","","6","6032"
"","","","","0","","","22","0","6","6033"
"","","1","","119931","0.2","","3","psy_miyako_idle_sad","6","6034"
"0.2","psy_talk_surprise1","0","","103131","0.2","1","3","psy_surprise","6","6035"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0607","6","6036"
"0","1","8","0.5","103131","0","0","11","ミヤコさんが……自分で……\nプリンを……","6","6037"
"","","","","0","","","91","","6","6038"
"","","1","","103131","0.2","","3","psy_idle_surprise1","6","6039"
"","","1","","119931","0.2","","3","psy_miyako_talk2","6","6040"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0603","6","6041"
"0","1","6","0.5","119931","0","0","11","どうしたの？","6","6042"
"","","","","0","","","91","","6","6043"
"","","","","0","","","22","0","6","6044"
"","","1","","119931","0.2","","3","psy_miyako_idle","6","6045"
"","","1","","103131","0.2","","3","psy_talk_joy1","6","6046"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0608","6","6047"
"0","1","8","0.5","103131","0","0","11","ふふっ、いえ。なんでもありませんよ。\n私で力になれるかはわかりませんが、\n精一杯手伝わせていただきます。","6","6048"
"","","","","4","","","93","1","6","6049"
"","","1","","103131","0.2","","3","psy_talk_wish","6","6050"
"","","","","6048","","","91","","6","6051"
"","","1","","103131","0.2","","3","psy_idle_wish","6","6052"
"","","1","","119931","0.2","","3","psy_miyako_joy1","6","6053"
"","0","0","","vo_minigame_1008","","","21","vo_minigame_1008_drama_0604","6","6054"
"0","1","6","0.5","119931","0","0","11","ありがとうなの！\nシノブとミヤコが揃えば最強なの！\n絶対においしいプリンが\nできるはずなの！","6","6055"
"","","","","5","","","93","1","6","6056"
"0","psy_miyako_guts1_loop","0","","119931","0.2","1","3","psy_miyako_guts1_in","6","6057"
"","","","","6055","","","91","","6","6058"
"","","","","0","","","22","0","6","6059"
"","","","","1.5","","","93","","6","6060"
"","","","","0","","","91","","6","6061"
"0","-200","100","psy_miyako_idle","1","1.7","-200","1","119931","7","7001"
"0","125","100","psy_fairy_idle","1","1.7","-220","5","1","7","7002"
"","0","0","","1","1","1","31","11","7","7003"
