d1b84d50269c6faf44413e37ed0b7e3dfa26e62034909207477d528ecae8261e,833f407a7ca78d3e74b0411fd109e01315b10e551d6714f5dc379e075e219ee8,30190f8b85d6e8655016804ff7b0bd64026b627350ad123213a61d2a61d1ce32,474ef03d42812ea902ed36c88deaaf70426aabb6bdffd9bccbd416d6a4b88f32,021631736212a6d4edbaa40812196e33078d0ab1c02f3fd6b0ee1a7edb88a33d,847654285d93566ae4404c394bbaef630361988bed565bbf7cbfa6e0b5ec5129,1bc7354fd99ec1737ea9d0bf7beb44aeec313ad22f2f19b513d90d9caf489255,5f1c9502d70e6f0d318c41283a2514dc04e7c0ff9dc146136875b9e49646d0f7
"bgm_M140","16.テミス銀嶺","2015/12/17 15:00:00","101","bgm_M140","16.テミス銀嶺","2030/12/17 14:59:59","11016"
"bgm_M141","17.フィデス氷原","2015/12/17 15:00:00","101","bgm_M141","17.フィデス氷原","2030/12/17 14:59:59","11017"
"bgm_M179","18.ファエトン\n　　　　　原野・北部","2015/12/17 15:00:00","102","bgm_M179","18.ファエトン原野・北部","2030/12/17 14:59:59","11018"
"bgm_M179","19.ファエトン\n　　　　　原野・南部","2015/12/17 15:00:00","102","bgm_M179","19.ファエトン原野・南部","2030/12/17 14:59:59","11019"
"bgm_M180","20.カスタリア\n　　　　　樹林・西部","2015/12/17 15:00:00","102","bgm_M180","20.カスタリア樹林・西部","2030/12/17 14:59:59","11020"
"bgm_M180","21.カスタリア\n　　　　　樹林・東部","2015/12/17 15:00:00","102","bgm_M180","21.カスタリア樹林・東部","2030/12/17 14:59:59","11021"
"bgm_M232","22.マティルド\n　　　　　岩峯・南部","2015/12/17 15:00:00","102","bgm_M232","22.マティルド岩峯・南部","2030/12/17 14:59:59","11022"
"bgm_M232","23.マティルド\n　　　　　岩峯・北部","2015/12/17 15:00:00","102","bgm_M232","23.マティルド岩峯・北部","2030/12/17 14:59:59","11023"
"bgm_M233","24.レディウス\n　　　　　群峰・西麓","2015/12/17 15:00:00","102","bgm_M233","24.レディウス群峰・西麓","2030/12/17 14:59:59","11024"
"bgm_M233","25.レディウス\n　　　　　群峰・東麓","2015/12/17 15:00:00","102","bgm_M233","25.レディウス群峰・東麓","2030/12/17 14:59:59","11025"
"bgm_M260","26.ペテロ大森林・西部","2015/12/17 15:00:00","102","bgm_M260","26.ペテロ大森林・西部","2030/12/17 14:59:59","11026"
"bgm_M260","27.ペテロ大森林・東部","2015/12/17 15:00:00","102","bgm_M260","27.ペテロ大森林・東部","2030/12/17 14:59:59","11027"
"bgm_M278_E28","28.ディズタル\n　　　　　河食岸・北部","2015/12/17 15:00:00","102","bgm_M278","28.ディズタル河食岸・北部","2030/12/17 14:59:59","11028"
"bgm_M278_E29","29.ディズタル\n　　　　　河食岸・南部","2015/12/17 15:00:00","102","bgm_M278","29.ディズタル河食岸・南部","2030/12/17 14:59:59","11029"
"bgm_M293","30.フテラ断崖・北部","2015/12/17 15:00:00","102","bgm_M293","30.フテラ断崖・北部","2030/12/17 14:59:59","11030"
"bgm_M293","31.フテラ断崖・南部","2015/12/17 15:00:00","102","bgm_M293","31.フテラ断崖・南部","2030/12/17 14:59:59","11031"
"bgm_M339","32.ファスキア\n　　　　　　森林・南部","2015/12/17 15:00:00","102","bgm_M339","32.ファスキア森林・南部","2030/12/17 14:59:59","11032"
"bgm_M339","33.ファスキア\n　　　　　　森林・東部","2015/12/17 15:00:00","102","bgm_M339","33.ファスキア森林・東部","2030/12/17 14:59:59","11033"
"bgm_M374","34.デクスティア\n　　　　　岩崖・西壁","2015/12/17 15:00:00","102","bgm_M374","34.デクスティア岩崖・西壁","2030/12/17 14:59:59","11034"
"bgm_M374","35.デクスティア\n　　　　　岩崖・東壁","2015/12/17 15:00:00","102","bgm_M374","35.デクスティア岩崖・東壁","2030/12/17 14:59:59","11035"
"bgm_M392","36.ヴェーナ\n　　　　　湖畔道・南部","2015/12/17 15:00:00","102","bgm_M392","36.ヴェーナ湖畔道・南部","2030/12/17 14:59:59","11036"
"bgm_M392","37.ヴェーナ\n　　　　　湖畔道・北部","2015/12/17 15:00:00","102","bgm_M392","37.ヴェーナ湖畔道・北部","2030/12/17 14:59:59","11037"
"bgm_M411","38.ラトゥス\n　　　　　断崖・南部","2015/12/17 15:00:00","102","bgm_M411","38.ラトゥス断崖・南部","2030/12/17 14:59:59","11038"
"bgm_M411","39.ラトゥス\n　　　　　断崖・北部","2015/12/17 15:00:00","102","bgm_M411","39.ラトゥス断崖・北部","2030/12/17 14:59:59","11039"
"bgm_M411_E40","40.スカプ\n　　　　　山系・西麓","2015/12/17 15:00:00","102","bgm_M411","40.スカプ山系・西麓","2030/12/17 14:59:59","11040"
"bgm_M411_E40","41.スカプ\n　　　　　山系・東麓","2015/12/17 15:00:00","102","bgm_M411","41.スカプ山系・東麓","2030/12/17 14:59:59","11041"
"bgm_M411_E40","42.ペクトス\n　　　　　氷峰・西壁","2015/12/17 15:00:00","102","bgm_M411","42.ペクトス氷峰・西壁","2030/12/17 14:59:59","11042"
"bgm_M411_E40","43.ペクトス\n　　　　　氷峰・東壁","2015/12/17 15:00:00","102","bgm_M411","43.ペクトス氷峰・東壁","2030/12/17 14:59:59","11043"
"bgm_M411_E40","44.スクァーマ\n　　　　　氷脈・西壁","2015/12/17 15:00:00","102","bgm_M411","44.スクァーマ氷脈・西壁","2030/12/17 14:59:59","11044"
"bgm_M411_E40","45.スクァーマ\n　　　　　氷脈・東壁","2015/12/17 15:00:00","102","bgm_M411","45.スクァーマ氷脈・東壁","2030/12/17 14:59:59","11045"
"bgm_M483_E46","46.ラテリ\n　　　　　連山・崖上","2015/12/17 15:00:00","102","bgm_M483","46.ラテリ連山・崖上","2030/12/17 14:59:59","11046"
"bgm_M483_E46","47.ラテリ\n　　　　　連山・崖下","2015/12/17 15:00:00","102","bgm_M483","47.ラテリ連山・崖下","2030/12/17 14:59:59","11047"
"bgm_M483_E46","48.エスタ\n　　　　　荒野・南部","2015/12/17 15:00:00","102","bgm_M483","48.エスタ荒野・南部","2030/12/17 14:59:59","11048"
"bgm_M483_E46","49.エスタ\n　　　　　荒野・北部","2015/12/17 15:00:00","102","bgm_M483","49.エスタ荒野・北部","2030/12/17 14:59:59","11049"
"bgm_M483_E50","50.ネロ\n　　　　　岩礁・西部","2015/12/17 15:00:00","102","bgm_M483","50.ネロ岩礁・西部","2030/12/17 14:59:59","11050"
"bgm_M483_E50","51.ネロ\n　　　　　岩礁・東部","2015/12/17 15:00:00","102","bgm_M483","51.ネロ岩礁・東部","2030/12/17 14:59:59","11051"
"bgm_M483_E50","52.ピニオン\n　　　　　浜堤・西岸","2015/12/17 15:00:00","102","bgm_M483","52.ピニオン浜堤・西岸","2030/12/17 14:59:59","11052"
"bgm_M483_E50","53.ピニオン\n　　　　　浜堤・東岸","2015/12/17 15:00:00","102","bgm_M483","53.ピニオン浜堤・東岸","2030/12/17 14:59:59","11053"
"bgm_M483_E50","54.トータティス砂岸\n　　　　　西部","2015/12/17 15:00:00","102","bgm_M483","54.トータティス砂岸・西部","2030/12/17 14:59:59","11054"
"bgm_M483_E50","55.トータティス砂岸\n　　　　　東部","2015/12/17 15:00:00","102","bgm_M483","55.トータティス砂岸・東部","2030/12/17 14:59:59","11055"
"bgm_M483_E50","56.オニュクス砂島\n　　　　　北部","2015/12/17 15:00:00","102","bgm_M483","56.オニュクス砂島・北部","2030/12/17 14:59:59","11056"
"bgm_M571","57.オニュクス砂島\n　　　　　南部","2015/12/17 15:00:00","102","bgm_M571","57.オニュクス砂島・南部","2030/12/17 14:59:59","11057"
"bgm_M599A","58.クルース\n　　　　　密林・東部","2015/12/17 15:00:00","102","bgm_M599A","58.クルース密林・東部","2030/12/17 14:59:59","11058"
"bgm_M599A","59.クルース\n　　　　　密林・西部","2015/12/17 15:00:00","102","bgm_M599A","59.クルース密林・西部","2030/12/17 14:59:59","11059"
"bgm_M599A","60.カウダ\n　　　　　砂浜・北部","2015/12/17 15:00:00","102","bgm_M599A","60.カウダ砂浜・北部","2030/12/17 14:59:59","11060"
"bgm_M599A","61.カウダ\n　　　　　砂浜・南部","2015/12/17 15:00:00","102","bgm_M599A","61.カウダ砂浜・南部","2030/12/17 14:59:59","11061"
"bgm_M599A","62.プロピーナ岬","2015/12/17 15:00:00","102","bgm_M599A","62.プロピーナ岬","2030/12/17 14:59:59","11062"
"bgm_MC001","63.アパレーユ\n　　　　　街道・西側","2015/12/17 15:00:00","103","bgm_MC001","63.アパレーユ街道・西側","2030/12/17 14:59:59","11063"
"bgm_MC001","64.アパレーユ\n　　　　　街道・東側","2015/12/17 15:00:00","103","bgm_MC001","64.アパレーユ街道・東側","2030/12/17 14:59:59","11064"
"bgm_MC001","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","2015/12/17 15:00:00","103","bgm_MC001","65.キャッスル・オブ・パルフェ　城下町","2030/12/17 14:59:59","11065"
"bgm_MC001","66.ラモリール平原","2015/12/17 15:00:00","103","bgm_MC001","66.ラモリール平原","2030/12/17 14:59:59","11066"
"bgm_MC079","67.渦炎密林","2015/12/17 15:00:00","104","bgm_MC079","67.渦炎密林","2030/12/17 14:59:59","11067"
"bgm_MC079","68.思索樹海","2015/12/17 15:00:00","104","bgm_MC079","68.思索樹海","2030/12/17 14:59:59","11068"
"bgm_MC079","69.鬼ノ膝元","2015/12/17 15:00:00","104","bgm_MC079","69.鬼ノ膝元","2030/12/17 14:59:59","11069"
"bgm_MC079","70.炎縄河","2015/12/17 15:00:00","104","bgm_MC079","70.炎縄河","2030/12/17 14:59:59","11070"
"bgm_MC079","71.崩豹峠","2015/12/17 15:00:00","104","bgm_MC079","71.崩豹峠","2030/12/17 14:59:59","11071"
"bgm_MC079","72.怒錐ヶ岳","2015/12/17 15:00:00","104","bgm_MC079","72.怒錐ヶ岳","2030/12/17 14:59:59","11072"
"bgm_MC201","73.久遠氷河・南端","2015/12/17 15:00:00","105","bgm_MC201","73.久遠氷河・南端","2030/12/17 14:59:59","11073"
"bgm_MC201","74.幽魂湿原","2015/12/17 15:00:00","105","bgm_MC201","74.幽魂湿原","2030/12/17 14:59:59","11074"
"bgm_MC201","75.巨鯨城・近隣","2015/12/17 15:00:00","105","bgm_MC201","75.巨鯨城・近隣","2030/12/17 14:59:59","11075"
"bgm_M61","1.ジュノー平野","2015/12/17 15:00:00","101","bgm_M61","1.ジュノー平野","2030/12/17 14:59:59","12001"
"bgm_M61_02","2.パラス高原","2015/12/17 15:00:00","101","bgm_M61","2.パラス高原","2030/12/17 14:59:59","12002"
"bgm_M61_03","3.ヘーベ丘陵","2015/12/17 15:00:00","101","bgm_M61","3.ヘーベ丘陵","2030/12/17 14:59:59","12003"
"bgm_M61_04","4.ベスタ渓谷","2015/12/17 15:00:00","101","bgm_M61","4.ベスタ渓谷","2030/12/17 14:59:59","12004"
"bgm_M62_01","5.ケレス森林","2015/12/17 15:00:00","101","bgm_M62","5.ケレス森林","2030/12/17 14:59:59","12005"
"bgm_M62_02","6.フローラ湖畔","2015/12/17 15:00:00","101","bgm_M62","6.フローラ湖畔","2030/12/17 14:59:59","12006"
"bgm_M62_03","7.メティス大瀑布","2015/12/17 15:00:00","101","bgm_M62","7.メティス大瀑布","2030/12/17 14:59:59","12007"
"bgm_M42_02","8.イリス樹海","2015/12/17 15:00:00","101","bgm_M42","8.イリス樹海","2030/12/17 14:59:59","12008"
"bgm_M58","9.フリガ雪原","2015/12/17 15:00:00","101","bgm_M58","9.フリガ雪原","2030/12/17 14:59:59","12009"
"bgm_M101","10.ロレッタ海岸","2015/12/17 15:00:00","101","bgm_M101","10.ロレッタ海岸","2030/12/17 14:59:59","12010"
"bgm_M93","11.ゲヌア砂漠","2015/12/17 15:00:00","101","bgm_M93","11.ゲヌア砂漠","2030/12/17 14:59:59","12011"
"bgm_M94","12.ボノニア砂丘","2015/12/17 15:00:00","101","bgm_M94","12.ボノニア砂丘","2030/12/17 14:59:59","12012"
"bgm_M118","13.ドロテア湿地","2015/12/17 15:00:00","101","bgm_M118","13.ドロテア湿地","2030/12/17 14:59:59","12013"
"bgm_M95","14.ウジェニア熱地","2015/12/17 15:00:00","101","bgm_M95","14.ウジェニア熱地","2030/12/17 14:59:59","12014"
"bgm_M96","15.タリア火山","2015/12/17 15:00:00","101","bgm_M96","15.タリア火山","2030/12/17 14:59:59","12015"
"bgm_M140","16.テミス銀嶺","2015/12/17 15:00:00","101","bgm_M140","16.テミス銀嶺","2030/12/17 14:59:59","12016"
"bgm_M141","17.フィデス氷原","2015/12/17 15:00:00","101","bgm_M141","17.フィデス氷原","2030/12/17 14:59:59","12017"
"bgm_M179","18.ファエトン\n　　　　　原野・北部","2015/12/17 15:00:00","102","bgm_M179","18.ファエトン原野・北部","2030/12/17 14:59:59","12018"
"bgm_M179","19.ファエトン\n　　　　　原野・南部","2015/12/17 15:00:00","102","bgm_M179","19.ファエトン原野・南部","2030/12/17 14:59:59","12019"
"bgm_M180","20.カスタリア\n　　　　　樹林・西部","2015/12/17 15:00:00","102","bgm_M180","20.カスタリア樹林・西部","2030/12/17 14:59:59","12020"
"bgm_M180","21.カスタリア\n　　　　　樹林・東部","2015/12/17 15:00:00","102","bgm_M180","21.カスタリア樹林・東部","2030/12/17 14:59:59","12021"
"bgm_M232","22.マティルド\n　　　　　岩峯・南部","2015/12/17 15:00:00","102","bgm_M232","22.マティルド岩峯・南部","2030/12/17 14:59:59","12022"
"bgm_M232","23.マティルド\n　　　　　岩峯・北部","2015/12/17 15:00:00","102","bgm_M232","23.マティルド岩峯・北部","2030/12/17 14:59:59","12023"
"bgm_M233","24.レディウス\n　　　　　群峰・西麓","2015/12/17 15:00:00","102","bgm_M233","24.レディウス群峰・西麓","2030/12/17 14:59:59","12024"
"bgm_M233","25.レディウス\n　　　　　群峰・東麓","2015/12/17 15:00:00","102","bgm_M233","25.レディウス群峰・東麓","2030/12/17 14:59:59","12025"
"bgm_M260","26.ペテロ大森林・西部","2015/12/17 15:00:00","102","bgm_M260","26.ペテロ大森林・西部","2030/12/17 14:59:59","12026"
"bgm_M260","27.ペテロ大森林・東部","2015/12/17 15:00:00","102","bgm_M260","27.ペテロ大森林・東部","2030/12/17 14:59:59","12027"
"bgm_M278_E28","28.ディズタル\n　　　　　河食岸・北部","2015/12/17 15:00:00","102","bgm_M278","28.ディズタル河食岸・北部","2030/12/17 14:59:59","12028"
"bgm_M278_E29","29.ディズタル\n　　　　　河食岸・南部","2015/12/17 15:00:00","102","bgm_M278","29.ディズタル河食岸・南部","2030/12/17 14:59:59","12029"
"bgm_M293","30.フテラ断崖・北部","2015/12/17 15:00:00","102","bgm_M293","30.フテラ断崖・北部","2030/12/17 14:59:59","12030"
"bgm_M293","31.フテラ断崖・南部","2015/12/17 15:00:00","102","bgm_M293","31.フテラ断崖・南部","2030/12/17 14:59:59","12031"
"bgm_M339","32.ファスキア\n　　　　　　森林・南部","2015/12/17 15:00:00","102","bgm_M339","32.ファスキア森林・南部","2030/12/17 14:59:59","12032"
"bgm_M339","33.ファスキア\n　　　　　　森林・東部","2015/12/17 15:00:00","102","bgm_M339","33.ファスキア森林・東部","2030/12/17 14:59:59","12033"
"bgm_M374","34.デクスティア\n　　　　　岩崖・西壁","2015/12/17 15:00:00","102","bgm_M374","34.デクスティア岩崖・西壁","2030/12/17 14:59:59","12034"
"bgm_M374","35.デクスティア\n　　　　　岩崖・東壁","2015/12/17 15:00:00","102","bgm_M374","35.デクスティア岩崖・東壁","2030/12/17 14:59:59","12035"
"bgm_M392","36.ヴェーナ\n　　　　　湖畔道・南部","2015/12/17 15:00:00","102","bgm_M392","36.ヴェーナ湖畔道・南部","2030/12/17 14:59:59","12036"
"bgm_M392","37.ヴェーナ\n　　　　　湖畔道・北部","2015/12/17 15:00:00","102","bgm_M392","37.ヴェーナ湖畔道・北部","2030/12/17 14:59:59","12037"
"bgm_M411","38.ラトゥス\n　　　　　断崖・南部","2015/12/17 15:00:00","102","bgm_M411","38.ラトゥス断崖・南部","2030/12/17 14:59:59","12038"
"bgm_M411","39.ラトゥス\n　　　　　断崖・北部","2015/12/17 15:00:00","102","bgm_M411","39.ラトゥス断崖・北部","2030/12/17 14:59:59","12039"
"bgm_M411_E40","40.スカプ\n　　　　　山系・西麓","2015/12/17 15:00:00","102","bgm_M411","40.スカプ山系・西麓","2030/12/17 14:59:59","12040"
"bgm_M411_E40","41.スカプ\n　　　　　山系・東麓","2015/12/17 15:00:00","102","bgm_M411","41.スカプ山系・東麓","2030/12/17 14:59:59","12041"
"bgm_M411_E40","42.ペクトス\n　　　　　氷峰・西壁","2015/12/17 15:00:00","102","bgm_M411","42.ペクトス氷峰・西壁","2030/12/17 14:59:59","12042"
"bgm_M411_E40","43.ペクトス\n　　　　　氷峰・東壁","2015/12/17 15:00:00","102","bgm_M411","43.ペクトス氷峰・東壁","2030/12/17 14:59:59","12043"
"bgm_M411_E40","44.スクァーマ\n　　　　　氷脈・西壁","2015/12/17 15:00:00","102","bgm_M411","44.スクァーマ氷脈・西壁","2030/12/17 14:59:59","12044"
"bgm_M411_E40","45.スクァーマ\n　　　　　氷脈・東壁","2015/12/17 15:00:00","102","bgm_M411","45.スクァーマ氷脈・東壁","2030/12/17 14:59:59","12045"
"bgm_M483_E46","46.ラテリ\n　　　　　連山・崖上","2015/12/17 15:00:00","102","bgm_M483","46.ラテリ連山・崖上","2030/12/17 14:59:59","12046"
"bgm_M483_E46","47.ラテリ\n　　　　　連山・崖下","2015/12/17 15:00:00","102","bgm_M483","47.ラテリ連山・崖下","2030/12/17 14:59:59","12047"
"bgm_M483_E46","48.エスタ\n　　　　　荒野・南部","2015/12/17 15:00:00","102","bgm_M483","48.エスタ荒野・南部","2030/12/17 14:59:59","12048"
"bgm_M483_E46","49.エスタ\n　　　　　荒野・北部","2015/12/17 15:00:00","102","bgm_M483","49.エスタ荒野・北部","2030/12/17 14:59:59","12049"
"bgm_M483_E50","50.ネロ\n　　　　　岩礁・西部","2015/12/17 15:00:00","102","bgm_M483","50.ネロ岩礁・西部","2030/12/17 14:59:59","12050"
"bgm_M483_E50","51.ネロ\n　　　　　岩礁・東部","2015/12/17 15:00:00","102","bgm_M483","51.ネロ岩礁・東部","2030/12/17 14:59:59","12051"
"bgm_M483_E50","52.ピニオン\n　　　　　浜堤・西岸","2015/12/17 15:00:00","102","bgm_M483","52.ピニオン浜堤・西岸","2030/12/17 14:59:59","12052"
"bgm_M483_E50","53.ピニオン\n　　　　　浜堤・東岸","2015/12/17 15:00:00","102","bgm_M483","53.ピニオン浜堤・東岸","2030/12/17 14:59:59","12053"
"bgm_M483_E50","54.トータティス砂岸\n　　　　　西部","2015/12/17 15:00:00","102","bgm_M483","54.トータティス砂岸・西部","2030/12/17 14:59:59","12054"
"bgm_M483_E50","55.トータティス砂岸\n　　　　　東部","2015/12/17 15:00:00","102","bgm_M483","55.トータティス砂岸・東部","2030/12/17 14:59:59","12055"
"bgm_M483_E50","56.オニュクス砂島\n　　　　　北部","2015/12/17 15:00:00","102","bgm_M483","56.オニュクス砂島・北部","2030/12/17 14:59:59","12056"
"bgm_M571","57.オニュクス砂島\n　　　　　南部","2015/12/17 15:00:00","102","bgm_M571","57.オニュクス砂島・南部","2030/12/17 14:59:59","12057"
"bgm_M599A","58.クルース\n　　　　　密林・東部","2015/12/17 15:00:00","102","bgm_M599A","58.クルース密林・東部","2030/12/17 14:59:59","12058"
"bgm_MC001","63.アパレーユ\n　　　　　街道・西側","2015/12/17 15:00:00","103","bgm_MC001","63.アパレーユ街道・西側","2030/12/17 14:59:59","12063"
"bgm_MC001","64.アパレーユ\n　　　　　街道・東側","2015/12/17 15:00:00","103","bgm_MC001","64.アパレーユ街道・東側","2030/12/17 14:59:59","12064"
"bgm_MC001","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","2015/12/17 15:00:00","103","bgm_MC001","65.キャッスル・オブ・パルフェ　城下町","2030/12/17 14:59:59","12065"
"bgm_MC001","66.ラモリール平原","2015/12/17 15:00:00","103","bgm_MC001","66.ラモリール平原","2030/12/17 14:59:59","12066"
"bgm_MC079","67.渦炎密林","2015/12/17 15:00:00","104","bgm_MC079","67.渦炎密林","2030/12/17 14:59:59","12067"
"bgm_MC079","68.思索樹海","2015/12/17 15:00:00","104","bgm_MC079","68.思索樹海","2030/12/17 14:59:59","12068"
"bgm_MC079","69.鬼ノ膝元","2015/12/17 15:00:00","104","bgm_MC079","69.鬼ノ膝元","2030/12/17 14:59:59","12069"
"bgm_MC079","70.炎縄河","2015/12/17 15:00:00","104","bgm_MC079","70.炎縄河","2030/12/17 14:59:59","12070"
"bgm_MC079","71.崩豹峠","2015/12/17 15:00:00","104","bgm_MC079","71.崩豹峠","2030/12/17 14:59:59","12071"
"bgm_MC079","72.怒錐ヶ岳","2015/12/17 15:00:00","104","bgm_MC079","72.怒錐ヶ岳","2030/12/17 14:59:59","12072"
"bgm_MC201","73.久遠氷河・南端","2015/12/17 15:00:00","105","bgm_MC201","73.久遠氷河・南端","2030/12/17 14:59:59","12073"
"bgm_MC201","74.幽魂湿原","2015/12/17 15:00:00","105","bgm_MC201","74.幽魂湿原","2030/12/17 14:59:59","12074"
"bgm_MC201","75.巨鯨城・近隣","2015/12/17 15:00:00","105","bgm_MC201","75.巨鯨城・近隣","2030/12/17 14:59:59","12075"
"bgm_M179","18.ファエトン\n　　　　　原野・北部","2015/12/17 15:00:00","102","bgm_M179","18.ファエトン原野・北部","2030/12/17 14:59:00","13018"
"bgm_M179","19.ファエトン\n　　　　　原野・南部","2015/12/17 15:00:00","102","bgm_M179","19.ファエトン原野・南部","2030/12/17 14:59:59","13019"
"bgm_M180","20.カスタリア\n　　　　　樹林・西部","2015/12/17 15:00:00","102","bgm_M180","20.カスタリア樹林・西部","2030/12/17 14:59:59","13020"
"bgm_M180","21.カスタリア\n　　　　　樹林・東部","2015/12/17 15:00:00","102","bgm_M180","21.カスタリア樹林・東部","2030/12/17 14:59:59","13021"
"bgm_M232","22.マティルド\n　　　　　岩峯・南部","2015/12/17 15:00:00","102","bgm_M232","22.マティルド岩峯・南部","2030/12/17 14:59:59","13022"
"bgm_M232","23.マティルド\n　　　　　岩峯・北部","2015/12/17 15:00:00","102","bgm_M232","23.マティルド岩峯・北部","2030/12/17 14:59:59","13023"
"bgm_M233","24.レディウス\n　　　　　群峰・西麓","2015/12/17 15:00:00","102","bgm_M233","24.レディウス群峰・西麓","2030/12/17 14:59:59","13024"
"bgm_M233","25.レディウス\n　　　　　群峰・東麓","2015/12/17 15:00:00","102","bgm_M233","25.レディウス群峰・東麓","2030/12/17 14:59:59","13025"
"bgm_M260","26.ペテロ大森林・西部","2015/12/17 15:00:00","102","bgm_M260","26.ペテロ大森林・西部","2030/12/17 14:59:59","13026"
"bgm_M260","27.ペテロ大森林・東部","2015/12/17 15:00:00","102","bgm_M260","27.ペテロ大森林・東部","2030/12/17 14:59:59","13027"
"bgm_M278_E28","28.ディズタル\n　　　　　河食岸・北部","2015/12/17 15:00:00","102","bgm_M278","28.ディズタル河食岸・北部","2030/12/17 14:59:59","13028"
"bgm_M278_E29","29.ディズタル\n　　　　　河食岸・南部","2015/12/17 15:00:00","102","bgm_M278","29.ディズタル河食岸・南部","2030/12/17 14:59:59","13029"
"bgm_M293","30.フテラ断崖・北部","2015/12/17 15:00:00","102","bgm_M293","30.フテラ断崖・北部","2030/12/17 14:59:59","13030"
"bgm_M293","31.フテラ断崖・南部","2015/12/17 15:00:00","102","bgm_M293","31.フテラ断崖・南部","2030/12/17 14:59:59","13031"
"bgm_M339","32.ファスキア\n　　　　　　森林・南部","2015/12/17 15:00:00","102","bgm_M339","32.ファスキア森林・南部","2030/12/17 14:59:59","13032"
"bgm_M339","33.ファスキア\n　　　　　　森林・東部","2015/12/17 15:00:00","102","bgm_M339","33.ファスキア森林・東部","2030/12/17 14:59:59","13033"
"bgm_M374","34.デクスティア\n　　　　　岩崖・西壁","2015/12/17 15:00:00","102","bgm_M374","34.デクスティア岩崖・西壁","2030/12/17 14:59:59","13034"
"bgm_M374","35.デクスティア\n　　　　　岩崖・東壁","2015/12/17 15:00:00","102","bgm_M374","35.デクスティア岩崖・東壁","2030/12/17 14:59:59","13035"
"bgm_MC001","63.アパレーユ\n　　　　　街道・西側","2015/12/17 15:00:00","103","bgm_MC001","63.アパレーユ街道・西側","2030/12/17 14:59:59","13063"
"bgm_MC001","64.アパレーユ\n　　　　　街道・東側","2015/12/17 15:00:00","103","bgm_MC001","64.アパレーユ街道・東側","2030/12/17 14:59:59","13064"
"bgm_MC001","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","2015/12/17 15:00:00","103","bgm_MC001","65.キャッスル・オブ・パルフェ　城下町","2030/12/17 14:59:59","13065"
"bgm_MC079","67.渦炎密林","2015/12/17 15:00:00","104","bgm_MC079","67.渦炎密林","2030/12/17 14:59:59","13067"
"bgm_MC079","68.思索樹海","2015/12/17 15:00:00","104","bgm_MC079","68.思索樹海","2030/12/17 14:59:59","13068"
