110fc015e2f4dd9d3c1ab33f3df11221ee9b63dad8da52f95bb7f44bbc616607,8394ff6238160c361f43b3b696992a30e903f131756b960a8130de48bb39ec7c,fdc846176de0386797a724cd03e7c1a29558dd8db22a2cc56b19538aeb5a0106,cb972396f8521f9e32b8174ea534da29833bc65e531f23d07a36dd1f8f732af7,ad176024bb62fcaf2cfd804d49f2af1ef6001c051af550aa816c595cb41c70ae,41be4746ead85366cc202542df7a3178c9c06e622bfa42bdd3bff5774c550e35,e7a4079b1b11d5d0f3f22f5257bf63786a2ad024e7230448d489598329d7fe42,ee2dfce9721d501addb28d80f6b7c688426d49e2d649f1c0455f0a48b06e30fb
"25.レディウス群峰・東麓","25.レディウス\n　　　　　群峰・東麓","11025","bgm_M233","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M233"
"26.ペテロ大森林・西部","26.ペテロ大森林・西部","11026","bgm_M260","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M260"
"27.ペテロ大森林・東部","27.ペテロ大森林・東部","11027","bgm_M260","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M260"
"28.ディズタル河食岸・北部","28.ディズタル\n　　　　　河食岸・北部","11028","bgm_M278","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M278_E28"
"29.ディズタル河食岸・南部","29.ディズタル\n　　　　　河食岸・南部","11029","bgm_M278","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M278_E29"
"30.フテラ断崖・北部","30.フテラ断崖・北部","11030","bgm_M293","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M293"
"31.フテラ断崖・南部","31.フテラ断崖・南部","11031","bgm_M293","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M293"
"32.ファスキア森林・南部","32.ファスキア\n　　　　　　森林・南部","11032","bgm_M339","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M339"
"33.ファスキア森林・東部","33.ファスキア\n　　　　　　森林・東部","11033","bgm_M339","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M339"
"34.デクスティア岩崖・西壁","34.デクスティア\n　　　　　岩崖・西壁","11034","bgm_M374","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M374"
"35.デクスティア岩崖・東壁","35.デクスティア\n　　　　　岩崖・東壁","11035","bgm_M374","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M374"
"36.ヴェーナ湖畔道・南部","36.ヴェーナ\n　　　　　湖畔道・南部","11036","bgm_M392","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M392"
"37.ヴェーナ湖畔道・北部","37.ヴェーナ\n　　　　　湖畔道・北部","11037","bgm_M392","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M392"
"38.ラトゥス断崖・南部","38.ラトゥス\n　　　　　断崖・南部","11038","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411"
"39.ラトゥス断崖・北部","39.ラトゥス\n　　　　　断崖・北部","11039","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411"
"40.スカプ山系・西麓","40.スカプ\n　　　　　山系・西麓","11040","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"41.スカプ山系・東麓","41.スカプ\n　　　　　山系・東麓","11041","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"42.ペクトス氷峰・西壁","42.ペクトス\n　　　　　氷峰・西壁","11042","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"43.ペクトス氷峰・東壁","43.ペクトス\n　　　　　氷峰・東壁","11043","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"44.スクァーマ氷脈・西壁","44.スクァーマ\n　　　　　氷脈・西壁","11044","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"45.スクァーマ氷脈・東壁","45.スクァーマ\n　　　　　氷脈・東壁","11045","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"46.ラテリ連山・崖上","46.ラテリ\n　　　　　連山・崖上","11046","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E46"
"47.ラテリ連山・崖下","47.ラテリ\n　　　　　連山・崖下","11047","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E46"
"48.エスタ荒野・南部","48.エスタ\n　　　　　荒野・南部","11048","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E46"
"49.エスタ荒野・北部","49.エスタ\n　　　　　荒野・北部","11049","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E46"
"50.ネロ岩礁・西部","50.ネロ\n　　　　　岩礁・西部","11050","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"51.ネロ岩礁・東部","51.ネロ\n　　　　　岩礁・東部","11051","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"52.ピニオン浜堤・西岸","52.ピニオン\n　　　　　浜堤・西岸","11052","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"53.ピニオン浜堤・東岸","53.ピニオン\n　　　　　浜堤・東岸","11053","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"54.トータティス砂岸・西部","54.トータティス砂岸\n　　　　　西部","11054","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"55.トータティス砂岸・東部","55.トータティス砂岸\n　　　　　東部","11055","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"56.オニュクス砂島・北部","56.オニュクス砂島\n　　　　　北部","11056","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"57.オニュクス砂島・南部","57.オニュクス砂島\n　　　　　南部","11057","bgm_M571","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M571"
"58.クルース密林・東部","58.クルース\n　　　　　密林・東部","11058","bgm_M599A","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M599A"
"59.クルース密林・西部","59.クルース\n　　　　　密林・西部","11059","bgm_M599A","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M599A"
"60.カウダ砂浜・北部","60.カウダ\n　　　　　砂浜・北部","11060","bgm_M599A","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M599A"
"61.カウダ砂浜・南部","61.カウダ\n　　　　　砂浜・南部","11061","bgm_M599A","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M599A"
"62.プロピーナ岬","62.プロピーナ岬","11062","bgm_M599A","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M599A"
"63.アパレーユ街道・西側","63.アパレーユ\n　　　　　街道・西側","11063","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"64.アパレーユ街道・東側","64.アパレーユ\n　　　　　街道・東側","11064","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"65.キャッスル・オブ・パルフェ　城下町","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","11065","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"66.ラモリール平原","66.ラモリール平原","11066","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"67.渦炎密林","67.渦炎密林","11067","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"68.思索樹海","68.思索樹海","11068","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"69.鬼ノ膝元","69.鬼ノ膝元","11069","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"70.炎縄河","70.炎縄河","11070","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"71.崩豹峠","71.崩豹峠","11071","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"72.怒錐ヶ岳","72.怒錐ヶ岳","11072","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"73.久遠氷河・南端","73.久遠氷河・南端","11073","bgm_MC201","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201"
"1.ジュノー平野","1.ジュノー平野","12001","bgm_M61","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M61"
"2.パラス高原","2.パラス高原","12002","bgm_M61","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M61_02"
"3.ヘーベ丘陵","3.ヘーベ丘陵","12003","bgm_M61","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M61_03"
"4.ベスタ渓谷","4.ベスタ渓谷","12004","bgm_M61","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M61_04"
"5.ケレス森林","5.ケレス森林","12005","bgm_M62","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M62_01"
"6.フローラ湖畔","6.フローラ湖畔","12006","bgm_M62","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M62_02"
"7.メティス大瀑布","7.メティス大瀑布","12007","bgm_M62","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M62_03"
"8.イリス樹海","8.イリス樹海","12008","bgm_M42","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M42_02"
"9.フリガ雪原","9.フリガ雪原","12009","bgm_M58","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M58"
"10.ロレッタ海岸","10.ロレッタ海岸","12010","bgm_M101","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M101"
"11.ゲヌア砂漠","11.ゲヌア砂漠","12011","bgm_M93","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M93"
"12.ボノニア砂丘","12.ボノニア砂丘","12012","bgm_M94","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M94"
"13.ドロテア湿地","13.ドロテア湿地","12013","bgm_M118","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M118"
"14.ウジェニア熱地","14.ウジェニア熱地","12014","bgm_M95","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M95"
"15.タリア火山","15.タリア火山","12015","bgm_M96","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M96"
"16.テミス銀嶺","16.テミス銀嶺","12016","bgm_M140","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M140"
"17.フィデス氷原","17.フィデス氷原","12017","bgm_M141","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M141"
"18.ファエトン原野・北部","18.ファエトン\n　　　　　原野・北部","12018","bgm_M179","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M179"
"19.ファエトン原野・南部","19.ファエトン\n　　　　　原野・南部","12019","bgm_M179","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M179"
"20.カスタリア樹林・西部","20.カスタリア\n　　　　　樹林・西部","12020","bgm_M180","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M180"
"21.カスタリア樹林・東部","21.カスタリア\n　　　　　樹林・東部","12021","bgm_M180","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M180"
"22.マティルド岩峯・南部","22.マティルド\n　　　　　岩峯・南部","12022","bgm_M232","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M232"
"23.マティルド岩峯・北部","23.マティルド\n　　　　　岩峯・北部","12023","bgm_M232","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M232"
"24.レディウス群峰・西麓","24.レディウス\n　　　　　群峰・西麓","12024","bgm_M233","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M233"
"25.レディウス群峰・東麓","25.レディウス\n　　　　　群峰・東麓","12025","bgm_M233","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M233"
"26.ペテロ大森林・西部","26.ペテロ大森林・西部","12026","bgm_M260","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M260"
"27.ペテロ大森林・東部","27.ペテロ大森林・東部","12027","bgm_M260","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M260"
"28.ディズタル河食岸・北部","28.ディズタル\n　　　　　河食岸・北部","12028","bgm_M278","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M278_E28"
"29.ディズタル河食岸・南部","29.ディズタル\n　　　　　河食岸・南部","12029","bgm_M278","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M278_E29"
"30.フテラ断崖・北部","30.フテラ断崖・北部","12030","bgm_M293","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M293"
"31.フテラ断崖・南部","31.フテラ断崖・南部","12031","bgm_M293","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M293"
"32.ファスキア森林・南部","32.ファスキア\n　　　　　　森林・南部","12032","bgm_M339","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M339"
"33.ファスキア森林・東部","33.ファスキア\n　　　　　　森林・東部","12033","bgm_M339","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M339"
"34.デクスティア岩崖・西壁","34.デクスティア\n　　　　　岩崖・西壁","12034","bgm_M374","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M374"
"35.デクスティア岩崖・東壁","35.デクスティア\n　　　　　岩崖・東壁","12035","bgm_M374","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M374"
"36.ヴェーナ湖畔道・南部","36.ヴェーナ\n　　　　　湖畔道・南部","12036","bgm_M392","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M392"
"37.ヴェーナ湖畔道・北部","37.ヴェーナ\n　　　　　湖畔道・北部","12037","bgm_M392","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M392"
"38.ラトゥス断崖・南部","38.ラトゥス\n　　　　　断崖・南部","12038","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411"
"39.ラトゥス断崖・北部","39.ラトゥス\n　　　　　断崖・北部","12039","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411"
"40.スカプ山系・西麓","40.スカプ\n　　　　　山系・西麓","12040","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"41.スカプ山系・東麓","41.スカプ\n　　　　　山系・東麓","12041","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"42.ペクトス氷峰・西壁","42.ペクトス\n　　　　　氷峰・西壁","12042","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"43.ペクトス氷峰・東壁","43.ペクトス\n　　　　　氷峰・東壁","12043","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"44.スクァーマ氷脈・西壁","44.スクァーマ\n　　　　　氷脈・西壁","12044","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"45.スクァーマ氷脈・東壁","45.スクァーマ\n　　　　　氷脈・東壁","12045","bgm_M411","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M411_E40"
"46.ラテリ連山・崖上","46.ラテリ\n　　　　　連山・崖上","12046","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E46"
"47.ラテリ連山・崖下","47.ラテリ\n　　　　　連山・崖下","12047","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E46"
"48.エスタ荒野・南部","48.エスタ\n　　　　　荒野・南部","12048","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E46"
"49.エスタ荒野・北部","49.エスタ\n　　　　　荒野・北部","12049","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E46"
"50.ネロ岩礁・西部","50.ネロ\n　　　　　岩礁・西部","12050","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"51.ネロ岩礁・東部","51.ネロ\n　　　　　岩礁・東部","12051","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"52.ピニオン浜堤・西岸","52.ピニオン\n　　　　　浜堤・西岸","12052","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"53.ピニオン浜堤・東岸","53.ピニオン\n　　　　　浜堤・東岸","12053","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"54.トータティス砂岸・西部","54.トータティス砂岸\n　　　　　西部","12054","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"55.トータティス砂岸・東部","55.トータティス砂岸\n　　　　　東部","12055","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"56.オニュクス砂島・北部","56.オニュクス砂島\n　　　　　北部","12056","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483_E50"
"57.オニュクス砂島・南部","57.オニュクス砂島\n　　　　　南部","12057","bgm_M571","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M571"
"58.クルース密林・東部","58.クルース\n　　　　　密林・東部","12058","bgm_M599A","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M599A"
"63.アパレーユ街道・西側","63.アパレーユ\n　　　　　街道・西側","12063","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"64.アパレーユ街道・東側","64.アパレーユ\n　　　　　街道・東側","12064","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"65.キャッスル・オブ・パルフェ　城下町","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","12065","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"66.ラモリール平原","66.ラモリール平原","12066","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"67.渦炎密林","67.渦炎密林","12067","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"68.思索樹海","68.思索樹海","12068","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"69.鬼ノ膝元","69.鬼ノ膝元","12069","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"70.炎縄河","70.炎縄河","12070","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"71.崩豹峠","71.崩豹峠","12071","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"72.怒錐ヶ岳","72.怒錐ヶ岳","12072","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"18.ファエトン原野・北部","18.ファエトン\n　　　　　原野・北部","13018","bgm_M179","2015/12/17 15:00:00","102","2030/12/17 14:59:00","bgm_M179"
"19.ファエトン原野・南部","19.ファエトン\n　　　　　原野・南部","13019","bgm_M179","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M179"
"20.カスタリア樹林・西部","20.カスタリア\n　　　　　樹林・西部","13020","bgm_M180","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M180"
"21.カスタリア樹林・東部","21.カスタリア\n　　　　　樹林・東部","13021","bgm_M180","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M180"
"22.マティルド岩峯・南部","22.マティルド\n　　　　　岩峯・南部","13022","bgm_M232","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M232"
"23.マティルド岩峯・北部","23.マティルド\n　　　　　岩峯・北部","13023","bgm_M232","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M232"
"24.レディウス群峰・西麓","24.レディウス\n　　　　　群峰・西麓","13024","bgm_M233","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M233"
"25.レディウス群峰・東麓","25.レディウス\n　　　　　群峰・東麓","13025","bgm_M233","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M233"
"26.ペテロ大森林・西部","26.ペテロ大森林・西部","13026","bgm_M260","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M260"
"27.ペテロ大森林・東部","27.ペテロ大森林・東部","13027","bgm_M260","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M260"
"28.ディズタル河食岸・北部","28.ディズタル\n　　　　　河食岸・北部","13028","bgm_M278","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M278_E28"
"29.ディズタル河食岸・南部","29.ディズタル\n　　　　　河食岸・南部","13029","bgm_M278","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M278_E29"
"30.フテラ断崖・北部","30.フテラ断崖・北部","13030","bgm_M293","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M293"
"31.フテラ断崖・南部","31.フテラ断崖・南部","13031","bgm_M293","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M293"
"32.ファスキア森林・南部","32.ファスキア\n　　　　　　森林・南部","13032","bgm_M339","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M339"
"33.ファスキア森林・東部","33.ファスキア\n　　　　　　森林・東部","13033","bgm_M339","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M339"
"34.デクスティア岩崖・西壁","34.デクスティア\n　　　　　岩崖・西壁","13034","bgm_M374","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M374"
"35.デクスティア岩崖・東壁","35.デクスティア\n　　　　　岩崖・東壁","13035","bgm_M374","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M374"
"63.アパレーユ街道・西側","63.アパレーユ\n　　　　　街道・西側","13063","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"64.アパレーユ街道・東側","64.アパレーユ\n　　　　　街道・東側","13064","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"65.キャッスル・オブ・パルフェ　城下町","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","13065","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001"
"67.渦炎密林","67.渦炎密林","13067","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"68.思索樹海","68.思索樹海","13068","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079"
"聖跡調査クエスト","聖跡調査クエスト","18001","","2015/12/17 15:00:00","0","2030/12/17 14:59:59",""
"神殿調査クエスト","神殿調査クエスト","19001","","2015/12/17 15:00:00","0","2030/12/17 14:59:00",""
"マナクエスト","マナクエスト","21001","","2015/12/17 15:00:00","0","2030/12/17 14:59:59",""
"経験値クエスト","経験値クエスト","21002","","2015/12/17 15:00:00","0","2030/12/17 14:59:59",""
