b84ac9fbd82456c1ec29f4d0b33195bdd1e699f5bfcee82976e6c28dc03e6158,7a4c8ae04906d4e5d64c9e120f683b09c7d296ea5a1e3d879511f625814e0233,434fd11287a7ba53b8aa56ea01ba0de0633fa31bc09954507b020945ee396545,66a469be2f83090dc8535f9a579a6d351c56d629697df540403760e825fe1fdd,4553867f85a0e1e7106cd6ed1e0c51989062d2663723f2eeebf391f61d7ffee4,95017da537f19fd4284d1edfd2f6a6ae88bd023990fee7260232c577c1e3174b,e336ae4cda332a23850f8d5145ae9450258fc47bd18b7a602abaef731482424b,3f7ca0907bd798aaf27f6512ff666c4d290fbce7adc0376c5b44e9076e612557,dd22b5bff4e1abf72307daf8e8e8f89918c651ee6008dbd66578d27b521807a2,594a606fe2a26ab64a7b997169f0a51c33cebdecb300a11ac4cddbb895a7b2ca,79c433f5d7cf871d65f133ffbe4e827b0c748100ba752e6b4a928b4bd0433df8,029c6a6b7e497976780c6be2b42b741cc99a5ef5391a8464833986acdaf20257,d47322d96c0c918aa1d21de606efb309366d7a756f815db8ab774e5f038ce02b,136747459fffe05a54aaf3e2134f7fe47e43f1036fd6c8e1a2966e68ff727bba,c97b5ecb257e020e0602bf40c2d113289bbc1f2ab8ecf186f1cf0ec6e06fe7db,c0356ef28bb3bee43f37170ac43a374385153be46379024b312c047e2a794a3f,8a2410156e554daf37db4522f6d4489c0048d766b24fa2786ffa51d4f2d48689,13021cb01dea359a85e0a0c3cb491b06a5848be58714918e5c41d733ebb51027,226d60c657ca30fd1ae97e40ad71f9aaf3e50e367318c8ca83ebb8bbd1347347,0581fbf930a3b864c3cba8ff9de10ee63dafea66190246f331ec543209c7951b,c79bf7b41bebcb4e824c4d82354c16f8380e8c3410c7a3dcee4589b957a77b5d
"1","18","25","31022","91002","90006","1002","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","19","30","31022","91002","90006","1002","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","20","5","31042","91002","90006","1003","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","21","8","31042","91002","90006","1003","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","22","10","31042","91002","90006","1003","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","23","12","31042","91002","90006","1003","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","24","14","31042","91002","90006","1003","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","25","16","31042","91002","90006","1003","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","26","18","31042","91002","90006","1003","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","27","20","31042","91002","90006","1003","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","28","25","31042","91002","90006","1003","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","29","30","31042","91002","90006","1003","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","30","5","31018","91002","90006","1004","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","31","8","31018","91002","90006","1004","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","32","10","31018","91002","90006","1004","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","33","12","31018","91002","90006","1004","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","34","14","31018","91002","90006","1004","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","35","16","31018","91002","90006","1004","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","36","18","31018","91002","90006","1004","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","37","20","31018","91002","90006","1004","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","38","25","31018","91002","90006","1004","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","39","30","31018","91002","90006","1004","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","40","5","31025","91002","90006","1005","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","41","8","31025","91002","90006","1005","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","42","10","31025","91002","90006","1005","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","43","12","31025","91002","90006","1005","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","44","14","31025","91002","90006","1005","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","45","16","31025","91002","90006","1005","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","46","18","31025","91002","90006","1005","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","47","20","31025","91002","90006","1005","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","48","25","31025","91002","90006","1005","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","49","30","31025","91002","90006","1005","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","50","5","31043","91002","90006","1006","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","51","8","31043","91002","90006","1006","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","52","10","31043","91002","90006","1006","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","53","12","31043","91002","90006","1006","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","54","14","31043","91002","90006","1006","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","55","16","31043","91002","90006","1006","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","56","18","31043","91002","90006","1006","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","57","20","31043","91002","90006","1006","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","58","25","31043","91002","90006","1006","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","59","30","31043","91002","90006","1006","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","60","5","31022","91002","90006","1007","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","61","8","31022","91002","90006","1007","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","62","10","31022","91002","90006","1007","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","63","12","31022","91002","90006","1007","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","64","14","31022","91002","90006","1007","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","65","16","31022","91002","90006","1007","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","66","18","31022","91002","90006","1007","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","67","20","31022","91002","90006","1007","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","68","25","31022","91002","90006","1007","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","69","30","31022","91002","90006","1007","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","70","5","31042","91002","90006","1008","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","71","8","31042","91002","90006","1008","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","72","10","31042","91002","90006","1008","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","73","12","31042","91002","90006","1008","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","74","14","31042","91002","90006","1008","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","75","16","31042","91002","90006","1008","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","76","18","31042","91002","90006","1008","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","77","20","31042","91002","90006","1008","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","78","25","31042","91002","90006","1008","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","79","30","31042","91002","90006","1008","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","80","5","31018","91002","90006","1009","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","81","8","31018","91002","90006","1009","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","82","10","31018","91002","90006","1009","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","83","12","31018","91002","90006","1009","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","84","14","31018","91002","90006","1009","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","85","16","31018","91002","90006","1009","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","86","18","31018","91002","90006","1009","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","87","20","31018","91002","90006","1009","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","88","25","31018","91002","90006","1009","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","89","30","31018","91002","90006","1009","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","90","5","31025","91002","90006","1010","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","91","8","31025","91002","90006","1010","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","92","10","31025","91002","90006","1010","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","93","12","31025","91002","90006","1010","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","94","14","31025","91002","90006","1010","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","95","16","31025","91002","90006","1010","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","96","18","31025","91002","90006","1010","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","97","20","31025","91002","90006","1010","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","98","25","31025","91002","90006","1010","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","99","30","31025","91002","90006","1010","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","100","5","31043","91002","90006","1011","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","101","8","31043","91002","90006","1011","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","102","10","31043","91002","90006","1011","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","103","12","31043","91002","90006","1011","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","104","14","31043","91002","90006","1011","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","105","16","31043","91002","90006","1011","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","106","18","31043","91002","90006","1011","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","107","20","31043","91002","90006","1011","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","108","25","31043","91002","90006","1011","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","109","30","31043","91002","90006","1011","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","110","5","31022","91002","90006","1012","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","111","8","31022","91002","90006","1012","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","112","10","31022","91002","90006","1012","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","113","12","31022","91002","90006","1012","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","114","14","31022","91002","90006","1012","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","115","16","31022","91002","90006","1012","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","116","18","31022","91002","90006","1012","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","117","20","31022","91002","90006","1012","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","118","25","31022","91002","90006","1012","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","119","30","31022","91002","90006","1012","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","120","5","31042","91002","90006","1013","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","121","8","31042","91002","90006","1013","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","122","10","31042","91002","90006","1013","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","123","12","31042","91002","90006","1013","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","124","14","31042","91002","90006","1013","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","125","16","31042","91002","90006","1013","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","126","18","31042","91002","90006","1013","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","127","20","31042","91002","90006","1013","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","128","25","31042","91002","90006","1013","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","129","30","31042","91002","90006","1013","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","130","5","31018","91002","90006","1014","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","131","8","31018","91002","90006","1014","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","132","10","31018","91002","90006","1014","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","133","12","31018","91002","90006","1014","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","134","14","31018","91002","90006","1014","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","135","16","31018","91002","90006","1014","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","136","18","31018","91002","90006","1014","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","137","20","31018","91002","90006","1014","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","138","25","31018","91002","90006","1014","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","139","30","31018","91002","90006","1014","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","140","5","31042","91002","90006","1015","8","0","1","2","0","0","0","0","500","500","1","0","0","2"
"1","141","8","31042","91002","90006","1015","8","0","2","2","0","0","0","0","1000","1000","2","0","0","2"
"1","142","10","31042","91002","90006","1015","8","0","3","2","0","0","0","0","1500","1500","3","0","0","2"
"1","143","12","31042","91002","90006","1015","8","0","4","2","0","0","0","0","2000","2000","4","0","0","2"
"1","144","14","31042","91002","90006","1015","8","0","5","2","0","0","0","0","2500","2500","5","0","0","2"
"1","145","16","31042","91002","90006","1015","8","0","6","2","0","0","0","0","3000","3000","6","0","0","2"
"1","146","18","31042","91002","90006","1015","8","0","7","2","0","0","0","0","3500","3500","7","0","0","2"
"1","147","20","31042","91002","90006","1015","8","0","8","2","0","0","0","0","4000","4000","8","0","0","2"
"1","148","25","31042","91002","90006","1015","8","0","9","2","0","0","0","0","4500","4500","9","0","0","2"
"1","149","30","31042","91002","90006","1015","8","0","10","2","0","0","0","0","5000","5000","-1","0","0","2"
"1","150","3","31043","91002","90006","1016","8","0","1","2","0","0","0","0","300","300","1","0","0","2"
"1","151","4","31043","91002","90006","1016","8","0","2","2","0","0","0","0","400","400","2","0","0","2"
"1","152","5","31043","91002","90006","1016","8","0","3","2","0","0","0","0","500","500","3","0","0","2"
"1","153","7","31043","91002","90006","1016","8","0","4","2","0","0","0","0","750","750","4","0","0","2"
"1","154","8","31043","91002","90006","1016","8","0","5","2","0","0","0","0","1000","1000","5","0","0","2"
"1","155","10","31043","91002","90006","1016","8","0","6","2","0","0","0","0","1500","1500","6","0","0","2"
"1","156","12","31043","91002","90006","1016","8","0","7","2","0","0","0","0","2000","2000","-1","0","0","2"
"1","157","0","0","94002","0","1019","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","158","4","22003","94002","22002","1019","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","159","8","22003","94002","22002","1019","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","160","12","22003","94002","22002","1019","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","161","16","22003","94002","22002","1019","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","162","0","0","94002","0","1020","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","163","4","22003","94002","22002","1020","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","164","8","22003","94002","22002","1020","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","165","12","22003","94002","22002","1020","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","166","16","22003","94002","22002","1020","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","167","0","0","94002","0","1021","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","168","4","22003","94002","22002","1021","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","169","8","22003","94002","22002","1021","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","170","12","22003","94002","22002","1021","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","171","16","22003","94002","22002","1021","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","172","0","0","94002","0","1022","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","173","4","22003","94002","22002","1022","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","174","8","22003","94002","22002","1022","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","175","12","22003","94002","22002","1022","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","176","16","22003","94002","22002","1022","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","177","0","0","94002","0","1023","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","178","4","22003","94002","22002","1023","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","179","8","22003","94002","22002","1023","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","180","12","22003","94002","22002","1023","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","181","16","22003","94002","22002","1023","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","182","0","0","94002","0","1024","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","183","4","22003","94002","22002","1024","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","184","8","22003","94002","22002","1024","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","185","12","22003","94002","22002","1024","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","186","16","22003","94002","22002","1024","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","187","0","0","94002","0","1025","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","188","4","22003","94002","22002","1025","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","189","8","22003","94002","22002","1025","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","190","12","22003","94002","22002","1025","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","191","16","22003","94002","22002","1025","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","192","0","0","94002","0","1026","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","193","4","22003","94002","22002","1026","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","194","8","22003","94002","22002","1026","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","195","12","22003","94002","22002","1026","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","196","16","22003","94002","22002","1026","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","197","0","0","94002","0","1027","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","198","4","22003","94002","22002","1027","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","199","8","22003","94002","22002","1027","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","200","12","22003","94002","22002","1027","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","201","16","22003","94002","22002","1027","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","202","0","0","94002","0","1028","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","203","4","22003","94002","22002","1028","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","204","8","22003","94002","22002","1028","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","205","12","22003","94002","22002","1028","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","206","16","22003","94002","22002","1028","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","207","0","0","94002","0","1029","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","208","4","22003","94002","22002","1029","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","209","8","22003","94002","22002","1029","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","210","12","22003","94002","22002","1029","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","211","16","22003","94002","22002","1029","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","212","0","0","94002","0","1030","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","213","4","22003","94002","22002","1030","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","214","8","22003","94002","22002","1030","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","215","12","22003","94002","22002","1030","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","216","16","22003","94002","22002","1030","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","217","0","0","94002","0","1031","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","218","4","22003","94002","22002","1031","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","219","8","22003","94002","22002","1031","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","220","12","22003","94002","22002","1031","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","221","16","22003","94002","22002","1031","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","222","0","0","94002","0","1032","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","223","4","22003","94002","22002","1032","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","224","8","22003","94002","22002","1032","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","225","12","22003","94002","22002","1032","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","226","16","22003","94002","22002","1032","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","227","0","0","94002","0","1033","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","228","4","22003","94002","22002","1033","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","229","8","22003","94002","22002","1033","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","230","12","22003","94002","22002","1033","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","231","16","22003","94002","22002","1033","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","232","0","0","94002","0","1034","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","233","4","22003","94002","22002","1034","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","234","8","22003","94002","22002","1034","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","235","12","22003","94002","22002","1034","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","236","16","22003","94002","22002","1034","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","237","0","0","94002","0","1035","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","238","4","22003","94002","22002","1035","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","239","8","22003","94002","22002","1035","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","240","12","22003","94002","22002","1035","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","241","16","22003","94002","22002","1035","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
"1","242","0","0","94002","0","1036","12","0","1","0","0","0","0","0","10000","0","1","0","0","0"
"1","243","4","22003","94002","22002","1036","12","0","2","2","0","0","0","0","250000","20","2","0","0","2"
"1","244","8","22003","94002","22002","1036","12","0","3","2","0","0","0","0","500000","40","3","0","0","2"
"1","245","12","22003","94002","22002","1036","12","0","4","2","0","0","0","0","750000","60","4","0","0","2"
"1","246","16","22003","94002","22002","1036","12","0","5","2","0","0","0","0","1000000","80","-1","0","0","2"
