dbf8fe5a57b206adf013bd1ae94d7c752fbea028eea84dd8fc5446b0e02cb5c0,0512aa0835dd6914e701bb5a78f733f35839cfd3bc429070def0a7f46593810f,7186d21af7568aeb6c8b073e2927ed3c5a6a098164eaaa1742d17b43d4f3bb04,cd89bbbe2f39bb9b70a05de8c0a41a7491607d6e1024d56dce35e54e2f23f955,5c29d7850dd675c4f467d7c67db09427889a6e5ef3a308d1aaffb94c672b7278,8a0710d5b4b61559bf226c76b96fca1f83381613c020bbe8068d5ade9af24ca5,2e9b6137ec4c0c05144994949426381a2a35c3b14119e44e278cfd3b158f9634,7669e5d67fabcffa203944244c6a005761bde23c856f9705112e0d65077f84cc,0ce46bbf52657497c897a8ff849d9ada4bc9f795fca14432aa81b83836fb2619,bb1195240eb47f0002f5037cad43f95ecc6f5b02b53d8f98f9432dc4b64751e1,f650db0d72f30f5ef92e57bcff218fcdbd44c952979df406dd049e6fa27b1dc0,3df362efd8f116c4e770e58549cf15b83523e9f1522e656ea59bcc75eafa6a47,4ac75e37565c12d82a0d2d4fc857b9fbde9d2803191582abde764fe041b92a55,da2f3c3fe3779c9bb0efaa4062ff2b5687c22853f09abeb72c3952f6537f15fb,c6d8735998e300c1c14c73ed7799f4bd3e666bfbb6408b853aeaa351ddd3799e,3876aaf07a69e33003e1485ed85c167b382b728453c2dcb54e20fa20c4cd05a7
"17703","0","24","0","0","101","11014","0","0","2","0","177","5","17702","17701","174"
"17803","17804","24","0","0","1","10011","17805","0","2","0","178","8","17802","17801","175"
"17903","17904","25","0","0","1","10013","17905","0","2","0","179","2","17902","17901","176"
"18003","18004","25","0","0","3","10034","18005","0","2","0","180","5","18002","18001","177"
"0","0","25","0","0","100","11005","0","0","2","0","181","8","18102","18101","178"
"18203","18204","26","0","0","6","10062","18205","0","2","0","182","2","18202","18201","179"
"18303","18304","26","0","0","4","10043","18305","0","2","0","183","5","18302","18301","180"
"18403","18404","26","0","0","5","10054","18405","0","2","0","184","8","18402","18401","181"
"18503","18504","27","0","0","1","10011","18505","0","2","0","185","2","18502","18501","182"
"18603","18604","27","0","0","1","10014","18605","0","2","0","186","5","18602","18601","183"
"18703","18704","27","0","0","4","10045","18705","0","2","0","187","8","18702","18701","184"
"18803","18804","28","0","0","1","10012","18805","0","2","0","188","2","18802","18801","185"
"18903","0","28","0","0","101","11013","0","0","2","0","189","5","18902","18901","186"
"0","0","28","0","0","100","11001","0","0","2","0","190","8","19002","19001","187"
"19103","19104","29","0","0","4","10042","19105","0","2","0","191","2","19102","19101","188"
"19203","19204","29","0","0","7","10073","19205","0","2","0","192","5","19202","19201","189"
"19303","19304","29","0","0","3","10035","19305","0","2","0","193","8","19302","19301","190"
"19403","19404","30","0","193","2","10026","19405","192","2","0","194","5","19402","19401","191"
"19503","0","31","0","0","100","11001","0","0","2","0","195","2","19502","19501","194"
"19603","19604","31","0","0","3","10033","19605","0","2","0","196","5","19602","19601","194"
"19703","19704","31","0","0","2","10024","19705","0","2","0","197","8","19702","19701","194"
"19803","19804","32","0","0","5","10055","19805","0","2","0","198","2","19802","19801","195"
"19903","0","32","0","0","101","11012","0","0","2","0","199","5","19902","19901","196"
"20003","20004","32","0","0","4","10043","20005","0","2","0","200","8","20002","20001","197"
"20103","20104","33","0","0","4","10045","20105","0","2","0","201","2","20102","20101","198"
"20203","20204","33","0","0","2","10021","20205","0","2","0","202","5","20202","20201","199"
"20303","20304","33","0","0","4","10042","20305","0","2","0","203","8","20302","20301","200"
"20403","0","34","0","0","100","11005","0","0","2","0","204","2","20402","20401","201"
"20503","20504","34","0","0","4","10042","20505","0","2","0","205","5","20502","20501","202"
"20603","20604","34","0","0","2","10024","20605","0","2","0","206","8","20602","20601","203"
"20703","20704","35","0","0","3","10031","20705","0","2","0","207","2","20702","20701","204"
"20803","20804","35","0","0","3","10032","20805","0","2","0","208","5","20802","20801","205"
"20903","0","35","0","0","100","11003","0","0","2","0","209","8","20902","20901","206"
"21003","21004","36","0","0","4","10044","21005","0","2","0","210","2","21002","21001","207"
"21103","21104","36","0","0","4","10041","21105","0","2","0","211","5","21102","21101","208"
"21203","21204","36","0","0","4","10043","21205","0","2","0","212","8","21202","21201","209"
"21303","21304","37","0","0","2","10025","21305","0","2","0","213","2","21302","21301","210"
"21403","21404","37","0","0","3","10032","21405","0","2","0","214","5","21402","21401","211"
"21503","21504","37","0","0","5","10054","21505","0","2","0","215","8","21502","21501","212"
"21603","21604","38","0","0","2","10025","21605","0","2","0","216","2","21602","21601","213"
"21703","0","38","0","0","100","11002","0","0","2","0","217","5","21702","21701","214"
"21803","21804","38","0","0","2","10023","21805","0","2","0","218","8","21802","21801","215"
"21903","21904","39","0","0","3","10034","21905","0","2","0","219","2","21902","21901","216"
"22003","22004","39","0","0","3","10031","22005","0","2","0","220","5","22002","22001","217"
"22103","22104","39","0","0","2","10022","22105","0","2","0","221","8","22102","22101","218"
"22203","22204","40","0","221","4","10046","22205","220","2","0","222","5","22202","22201","219"
"0","0","1","0","0","101","11012","0","0","3","0","223","2","0","22301","0"
"22403","22404","1","0","0","2","10021","22405","0","3","0","224","5","22402","22401","0"
"22503","22504","1","0","0","6","10063","22505","0","3","0","225","8","22502","22501","0"
"22603","22604","2","0","0","2","10025","22605","0","3","0","226","2","22602","22601","223"
"22703","22704","2","0","0","2","10024","22705","0","3","0","227","5","22702","22701","224"
"22803","22804","2","0","0","4","10045","22805","0","3","0","228","8","22802","22801","225"
"0","0","3","0","0","101","11013","0","0","3","0","229","2","0","22901","226"
"23003","23004","3","0","0","4","10044","23005","0","3","0","230","5","23002","23001","227"
"23103","23104","3","0","0","7","10072","23105","0","3","0","231","8","23102","23101","228"
"0","0","4","0","0","101","11015","0","0","3","0","232","2","0","23201","229"
"0","0","4","0","0","100","11003","0","0","3","0","233","5","0","23301","230"
"23403","23404","4","0","0","4","10041","23405","0","3","0","234","8","23402","23401","231"
"23503","23504","5","0","234","1","10016","23505","233","3","0","235","5","23502","23501","232"
"23603","23604","6","0","0","6","10064","23605","0","3","0","236","2","23602","23601","235"
"23703","23704","6","0","0","7","10071","23705","0","3","0","237","5","23702","23701","235"
"23803","23804","6","0","0","2","10023","23805","0","3","0","238","8","23802","23801","235"
"23903","23904","7","0","0","6","10065","23905","0","3","0","239","2","23902","23901","236"
"0","0","7","0","0","101","11013","0","0","3","0","240","5","0","24001","237"
"0","0","7","0","0","101","11011","0","0","3","0","241","8","0","24101","238"
"24203","24204","8","0","0","7","10074","24205","0","3","0","242","2","24202","24201","239"
"0","0","8","0","0","100","11002","0","0","3","0","243","5","0","24301","240"
"24403","24404","8","0","0","2","10024","24405","0","3","0","244","8","24402","24401","241"
"24503","24504","9","0","0","6","10062","24505","0","3","0","245","2","24502","24501","242"
"0","0","9","0","0","100","11005","0","0","3","0","246","5","0","24601","243"
"24703","24704","9","0","0","6","10061","24705","0","3","0","247","8","24702","24701","244"
"24803","24804","10","0","247","5","10056","24805","246","3","0","248","5","24802","24801","245"
"24903","24904","11","0","0","2","10022","24905","0","3","0","249","2","24902","24901","248"
"25003","25004","11","0","0","7","10075","25005","0","3","0","250","5","25002","25001","248"
"25103","25104","11","0","0","4","10044","25105","0","3","0","251","8","25102","25101","248"
"0","0","12","0","0","100","11003","0","0","3","0","252","2","0","25201","249"
"25303","25304","12","0","0","2","10025","25305","0","3","0","253","5","25302","25301","250"
"25403","25404","12","0","0","7","10073","25405","0","3","0","254","8","25402","25401","251"
"0","0","13","0","0","101","11014","0","0","3","0","255","2","0","25501","252"
"25603","25604","13","0","0","6","10064","25605","0","3","0","256","5","25602","25601","253"
"25703","25704","13","0","0","4","10042","25705","0","3","0","257","8","25702","25701","254"
"0","0","14","0","0","100","11002","0","0","3","0","258","2","0","25801","255"
"25903","25904","14","0","0","7","10071","25905","0","3","0","259","5","25902","25901","256"
"0","0","14","0","0","100","11004","0","0","3","0","260","8","0","26001","257"
"26103","26104","15","0","260","3","10036","26105","259","3","0","261","5","26102","26101","258"
"26203","26204","16","0","0","4","10041","26205","0","3","0","262","2","26202","26201","261"
"26303","26304","16","0","0","6","10065","26305","0","3","0","263","5","26302","26301","261"
"0","0","16","0","0","101","11012","0","0","3","0","264","8","0","26401","261"
"26503","26504","17","0","0","2","10025","26505","0","3","0","265","2","26502","26501","262"
"0","0","17","0","0","100","11001","0","0","3","0","266","5","0","26601","263"
"26703","26704","17","0","0","7","10075","26705","0","3","0","267","8","26702","26701","264"
"26803","26804","18","0","0","2","10023","26805","0","3","0","268","2","26802","26801","265"
"0","0","18","0","0","101","11014","0","0","3","0","269","5","0","26901","266"
"27003","27004","18","0","0","2","10021","27005","0","3","0","270","8","27002","27001","267"
"0","0","19","0","0","101","11011","0","0","3","0","271","2","0","27101","268"
"27203","27204","19","0","0","7","10073","27205","0","3","0","272","5","27202","27201","269"
"27303","27304","19","0","0","4","10042","27305","0","3","0","273","8","27302","27301","270"
"27403","27404","20","0","273","5","10056","27405","272","3","0","274","5","27402","27401","271"
"0","0","21","0","0","100","11005","0","0","3","0","275","2","0","27501","274"
"27603","27604","21","0","0","7","10074","27605","0","3","0","276","5","27602","27601","274"
"27703","27704","21","0","0","4","10043","27705","0","3","0","277","8","27702","27701","274"
"0","0","22","0","0","100","11001","0","0","3","0","278","2","0","27801","275"
"27903","27904","22","0","0","6","10063","27905","0","3","0","279","5","27902","27901","276"
"28003","28004","22","0","0","4","10045","28005","0","3","0","280","8","28002","28001","277"
"28103","28104","23","0","0","2","10022","28105","0","3","0","281","2","28102","28101","278"
"0","0","23","0","0","100","11004","0","0","3","0","282","5","0","28201","279"
"0","0","23","0","0","101","11015","0","0","3","0","283","8","0","28301","280"
"28403","28404","24","0","0","6","10061","28405","0","3","0","284","2","28402","28401","281"
"0","0","24","0","0","100","11005","0","0","3","0","285","5","0","28501","282"
"28603","28604","24","0","0","7","10071","28605","0","3","0","286","8","28602","28601","283"
"28703","28704","25","0","286","3","10036","28705","285","3","0","287","5","28702","28701","284"
"28803","28804","26","0","0","6","10065","28805","0","3","0","288","2","28802","28801","287"
"0","0","26","0","0","101","11011","0","0","3","0","289","5","0","28901","287"
"29003","29004","26","0","0","2","10023","29005","0","3","0","290","8","29002","29001","287"
"29103","29104","27","0","0","7","10072","29105","0","3","0","291","2","29102","29101","288"
"0","0","27","0","0","100","11003","0","0","3","0","292","5","0","29201","289"
"29303","29304","27","0","0","4","10044","29305","0","3","0","293","8","29302","29301","290"
"29403","29404","28","0","0","6","10062","29405","0","3","0","294","2","29402","29401","291"
"29503","29504","28","0","0","4","10043","29505","0","3","0","295","5","29502","29501","292"
"29603","29604","28","0","0","6","10063","29605","0","3","0","296","8","29602","29601","293"
"29703","29704","29","0","0","2","10021","29705","0","3","0","297","2","29702","29701","294"
"29803","29804","29","0","0","6","10062","29805","0","3","0","298","5","29802","29801","295"
"0","0","29","0","0","100","11004","0","0","3","0","299","8","0","29901","296"
"30003","30004","30","0","299","1","10016","30005","298","3","0","300","5","30002","30001","297"
"30103","30104","31","0","0","4","10042","30105","0","3","0","301","2","30102","30101","300"
"0","0","31","0","0","101","11013","0","0","3","0","302","5","0","30201","300"
"30303","30304","31","0","0","4","10045","30305","0","3","0","303","8","30302","30301","300"
"30403","30404","32","0","0","2","10023","30405","0","3","0","304","2","30402","30401","301"
"30503","30504","32","0","0","4","10041","30505","0","3","0","305","5","30502","30501","302"
"30603","30604","32","0","0","7","10075","30605","0","3","0","306","8","30602","30601","303"
"0","0","33","0","0","101","11012","0","0","3","0","307","2","0","30701","304"
"30803","30804","33","0","0","2","10024","30805","0","3","0","308","5","30802","30801","305"
"30903","30904","33","0","0","2","10021","30905","0","3","0","309","8","30902","30901","306"
"31003","31004","34","0","0","4","10043","31005","0","3","0","310","2","31002","31001","307"
"31103","31104","34","0","0","6","10061","31105","0","3","0","311","5","31102","31101","308"
"0","0","34","0","0","100","11002","0","0","3","0","312","8","0","31201","309"
"31303","31304","35","0","312","3","10036","31305","311","3","0","313","5","31302","31301","310"
"31403","31404","36","0","0","7","10073","31405","0","3","0","314","2","31402","31401","313"
"31503","31504","36","0","0","4","10041","31505","0","3","0","315","5","31502","31501","313"
"0","0","36","0","0","101","11014","0","0","3","0","316","8","0","31601","313"
"31703","31704","37","0","0","2","10025","31705","0","3","0","317","2","31702","31701","314"
"31803","31804","37","0","0","4","10043","31805","0","3","0","318","5","31802","31801","315"
"0","0","37","0","0","100","11001","0","0","3","0","319","8","0","31901","316"
"32003","32004","38","0","0","2","10022","32005","0","3","0","320","2","32002","32001","317"
"32103","32104","38","0","0","6","10064","32105","0","3","0","321","5","32102","32101","318"
