7a8cbe1e4f3a529c1764bc17408f1186973541bb7966de573e0c0297282c7d6a,2068d0c3a88ce4a2e6def5d3c81dffba901fc8ec1a933e1cec9cf75192875466,88d6d9b8c5b273be78bbb09c25a3a3018a249045f82d751b2a8a9e5204f280cf,aed38bd19705f8547a4117e6ea8c1255a7b655e0fd63b3b5abbc78568a4c384c,52353e620f1f1f1f0b0975f222edb6dff93679f2d0368f97616d63b91f7906e3,de4188e42d20839d740c4e6c27437d50ef055611ab7608b7c7236388454e8ced,96c4541c63d64a27a75bc57ef54a2491f6e00d7cfca65f230dc77eb1b9679d18,29852e9c4b626caff6827ad4bde7e4642cfa429eadab09174ed8e78c9d433196,2d4bab58dbfbf6f2771923aee55837d812646e9ed8cccbcd924609afc79cb3f3,38333880b7bb12ccf29d35e00605a12622740304dc26afb43dee28d820dac765,20bf5673395be5a8efcffeea3c429d7af6a6f1dbef4dc8952ac12c8ce214d9b2,1768e50ffec5081303e3611e4a14a047d82e3283547cc43cf2200e553290baca
"201","1","10140238","0","0","0","10","平泳ぎ","0","2","10140","129411"
"201","1","10140239","0","0","0","10","平泳ぎ","0","2","10140","129511"
"251","1","10140251","0","0","0","10","潜水","0","2","10140","107511"
"251","1","10140252","0","0","0","10","潜水","0","2","10140","107611"
"251","1","10140256","0","0","0","20","潜水","0","2","10140","108011"
"251","1","10140257","0","0","0","10","潜水","0","2","10140","110011"
"251","1","10140259","0","0","0","3","潜水","0","1","10140","110311"
"251","1","10140260","0","0","0","10","潜水","0","2","10140","110411"
"251","1","10140261","0","0","0","10","潜水","0","2","10140","110511"
"251","1","10140263","0","0","0","5","潜水","0","1","10140","113111"
"251","1","10140264","0","0","0","5","潜水","0","1","10140","113211"
"251","1","10140266","0","0","0","10","潜水","0","2","10140","113411"
"251","1","10140268","0","0","0","10","潜水","0","2","10140","113611"
"251","1","10140269","0","0","0","5","潜水","0","1","10140","115711"
"251","1","10140270","0","0","0","10","潜水","0","2","10140","117011"
"251","1","10140272","0","0","0","10","潜水","0","2","10140","117211"
"251","1","10140273","0","0","0","10","潜水","0","2","10140","117311"
"251","1","10140274","0","0","0","10","潜水","0","2","10140","117411"
"251","1","10140275","0","0","0","10","潜水","0","2","10140","122411"
"251","1","10140276","0","0","0","5","潜水","0","1","10140","122511"
"251","1","10140277","0","0","0","10","潜水","0","2","10140","122611"
"251","1","10140282","0","0","0","5","潜水","0","1","10140","126711"
"251","1","10140285","0","0","0","5","潜水","0","1","10140","127011"
"303","1","10140301","0","0","0","10","浮き輪+バタ足（黄）","0","2","10140","107511"
"302","1","10140302","0","0","0","15","浮き輪+バタ足（青）","0","2","10140","107611"
"302","1","10140306","0","0","0","20","浮き輪+バタ足（青）","0","2","10140","108011"
"301","1","10140307","0","0","0","10","浮き輪+バタ足（ピンク）","0","2","10140","110011"
"303","1","10140309","0","0","0","3","浮き輪+バタ足（黄）","0","1","10140","110311"
"302","1","10140310","0","0","0","10","浮き輪+バタ足（青）","0","2","10140","110411"
"302","1","10140311","0","0","0","10","浮き輪+バタ足（青）","0","2","10140","110511"
"302","1","10140313","0","0","0","5","浮き輪+バタ足（青）","0","1","10140","113111"
"302","1","10140314","0","0","0","5","浮き輪+バタ足（青）","0","1","10140","113211"
"302","1","10140315","0","0","0","5","浮き輪+バタ足（青）","0","1","10140","113311"
"302","1","10140316","0","0","0","10","浮き輪+バタ足（青）","0","2","10140","113411"
"302","1","10140317","0","0","0","10","浮き輪+バタ足（青）","0","2","10140","113511"
"302","1","10140318","0","0","0","10","浮き輪+バタ足（青）","0","2","10140","113611"
"302","1","10140319","0","0","0","5","浮き輪+バタ足（青）","0","1","10140","115711"
"301","1","10140320","0","0","0","10","浮き輪+バタ足（ピンク）","0","2","10140","117011"
"302","1","10140321","0","0","0","10","浮き輪+バタ足（青）","0","2","10140","117111"
"303","1","10140322","0","0","0","10","浮き輪+バタ足（黄）","0","2","10140","117211"
"302","1","10140323","0","0","0","10","浮き輪+バタ足（青）","0","2","10140","117311"
"301","1","10140324","0","0","0","10","浮き輪+バタ足（ピンク）","0","2","10140","117411"
"303","1","10140325","0","0","0","10","浮き輪+バタ足（黄）","0","2","10140","122411"
"302","1","10140326","0","0","0","5","浮き輪+バタ足（青）","0","1","10140","122511"
"301","1","10140327","0","0","0","10","浮き輪+バタ足（ピンク）","0","2","10140","122611"
"302","1","10140328","0","0","0","10","浮き輪+バタ足（青）","0","1","10140","122711"
"303","1","10140329","0","0","0","10","浮き輪+バタ足（黄）","0","1","10140","122811"
"301","1","10140330","0","0","0","10","浮き輪+バタ足（ピンク）","0","1","10140","122911"
"301","1","10140332","0","0","0","5","浮き輪+バタ足（ピンク）","0","1","10140","126711"
"303","1","10140333","0","0","0","10","浮き輪+バタ足（黄）","0","2","10140","126811"
"301","1","10140335","0","0","0","5","浮き輪+バタ足（ピンク）","0","1","10140","127011"
"303","1","10140338","0","0","0","10","浮き輪+バタ足（黄）","0","2","10140","129411"
"301","1","10140339","0","0","0","10","浮き輪+バタ足（ピンク）","0","2","10140","129511"
"351","1","10140351","0","0","0","10","ビート板+バタ足（ピンク）","0","2","10140","107511"
"352","1","10140352","0","0","0","15","ビート板+バタ足（青）","0","2","10140","107611"
"352","1","10140356","0","0","0","20","ビート板+バタ足（青）","0","2","10140","108011"
"351","1","10140357","0","0","0","10","ビート板+バタ足（ピンク）","0","2","10140","110011"
"352","1","10140359","0","0","0","3","ビート板+バタ足（青）","0","1","10140","110311"
"352","1","10140360","0","0","0","10","ビート板+バタ足（青）","0","2","10140","110411"
"352","1","10140361","0","0","0","10","ビート板+バタ足（青）","0","2","10140","110511"
"352","1","10140363","0","0","0","5","ビート板+バタ足（青）","0","1","10140","113111"
"352","1","10140364","0","0","0","5","ビート板+バタ足（青）","0","1","10140","113211"
"352","1","10140365","0","0","0","5","ビート板+バタ足（青）","0","1","10140","113311"
"352","1","10140366","0","0","0","10","ビート板+バタ足（青）","0","2","10140","113411"
"352","1","10140367","0","0","0","10","ビート板+バタ足（青）","0","2","10140","113511"
"352","1","10140368","0","0","0","10","ビート板+バタ足（青）","0","2","10140","113611"
"352","1","10140369","0","0","0","5","ビート板+バタ足（青）","0","1","10140","115711"
"351","1","10140370","0","0","0","10","ビート板+バタ足（ピンク）","0","2","10140","117011"
"352","1","10140371","0","0","0","10","ビート板+バタ足（青）","0","2","10140","117111"
"352","1","10140372","0","0","0","10","ビート板+バタ足（青）","0","2","10140","117211"
"352","1","10140373","0","0","0","10","ビート板+バタ足（青）","0","2","10140","117311"
"351","1","10140374","0","0","0","10","ビート板+バタ足（ピンク）","0","2","10140","117411"
"351","1","10140375","0","0","0","10","ビート板+バタ足（ピンク）","0","2","10140","122411"
"352","1","10140376","0","0","0","5","ビート板+バタ足（青）","0","1","10140","122511"
"351","1","10140377","0","0","0","10","ビート板+バタ足（ピンク）","0","2","10140","122611"
"352","1","10140378","0","0","0","10","ビート板+バタ足（青）","0","1","10140","122711"
"351","1","10140379","0","0","0","10","ビート板+バタ足（ピンク）","0","1","10140","122811"
"351","1","10140380","0","0","0","10","ビート板+バタ足（ピンク）","0","1","10140","122911"
"351","1","10140382","0","0","0","5","ビート板+バタ足（ピンク）","0","1","10140","126711"
"352","1","10140383","0","0","0","10","ビート板+バタ足（青）","0","2","10140","126811"
"351","1","10140385","0","0","0","5","ビート板+バタ足（ピンク）","0","1","10140","127011"
"352","1","10140388","0","0","0","10","ビート板+バタ足（青）","0","2","10140","129411"
"351","1","10140389","0","0","0","10","ビート板+バタ足（ピンク）","0","2","10140","129511"
"401","1","10140401","0","0","0","10","漂う（ノーマル）","0","2","10140","107511"
"402","1","10140402","0","0","0","15","漂う（子供）","0","2","10140","107611"
"401","1","10140403","0","0","0","10","漂う（ノーマル）","0","1","10140","107711"
"401","1","10140406","0","0","0","20","漂う（ノーマル）","0","2","10140","108011"
"401","1","10140407","0","0","0","10","漂う（ノーマル）","0","2","10140","110011"
"401","1","10140408","0","0","0","10","漂う（ノーマル）","0","1","10140","110111"
"401","1","10140409","0","0","0","3","漂う（ノーマル）","0","1","10140","110311"
"401","1","10140410","0","0","0","10","漂う（ノーマル）","0","2","10140","110411"
"401","1","10140411","0","0","0","10","漂う（ノーマル）","0","2","10140","110511"
"401","1","10140412","0","0","0","50","漂う（ノーマル）","0","2","10140","110611"
"401","1","10140413","0","0","0","5","漂う（ノーマル）","0","1","10140","113111"
"401","1","10140414","0","0","0","5","漂う（ノーマル）","0","1","10140","113211"
"401","1","10140415","0","0","0","5","漂う（ノーマル）","0","1","10140","113311"
"401","1","10140416","0","0","0","10","漂う（ノーマル）","0","2","10140","113411"
"401","1","10140417","0","0","0","10","漂う（ノーマル）","0","2","10140","113511"
"401","1","10140418","0","0","0","10","漂う（ノーマル）","0","2","10140","113611"
"401","1","10140419","0","0","0","5","漂う（ノーマル）","0","1","10140","115711"
"401","1","10140420","0","0","0","10","漂う（ノーマル）","0","2","10140","117011"
"401","1","10140421","0","0","0","10","漂う（ノーマル）","0","2","10140","117111"
"401","1","10140422","0","0","0","10","漂う（ノーマル）","0","2","10140","117211"
"401","1","10140423","0","0","0","10","漂う（ノーマル）","0","2","10140","117311"
"401","1","10140424","0","0","0","10","漂う（ノーマル）","0","2","10140","117411"
"401","1","10140425","0","0","0","10","漂う（ノーマル）","0","2","10140","122411"
"401","1","10140426","0","0","0","5","漂う（ノーマル）","0","1","10140","122511"
"401","1","10140427","0","0","0","10","漂う（ノーマル）","0","2","10140","122611"
"402","1","10140428","0","0","0","10","漂う（子供）","0","1","10140","122711"
"402","1","10140429","0","0","0","10","漂う（子供）","0","1","10140","122811"
"402","1","10140430","0","0","0","10","漂う（子供）","0","1","10140","122911"
"401","1","10140431","0","0","0","10","漂う（ノーマル）","0","2","10140","126611"
"401","1","10140432","0","0","0","5","漂う（ノーマル）","0","1","10140","126711"
"401","1","10140433","0","0","0","10","漂う（ノーマル）","0","2","10140","126811"
"401","1","10140434","0","0","0","30","漂う（ノーマル）","0","2","10140","126911"
"401","1","10140435","0","0","0","5","漂う（ノーマル）","0","1","10140","127011"
"401","1","10140436","0","0","0","10","漂う（ノーマル）","0","2","10140","127111"
"402","1","10140437","0","0","0","30","漂う（子供）","0","2","10140","129311"
"401","1","10140438","0","0","0","10","漂う（ノーマル）","0","2","10140","129411"
"401","1","10140439","0","0","0","10","漂う（ノーマル）","0","2","10140","129511"
"451","1","10140451","0","0","0","10","クロール","0","2","10140","107511"
"451","1","10140456","0","0","0","20","クロール","0","2","10140","108011"
"451","1","10140457","0","0","0","10","クロール","0","2","10140","110011"
"451","1","10140459","0","0","0","3","クロール","0","1","10140","110311"
"451","1","10140460","0","0","0","10","クロール","0","2","10140","110411"
"451","1","10140461","0","0","0","10","クロール","0","2","10140","110511"
"451","1","10140463","0","0","0","5","クロール","0","1","10140","113111"
"451","1","10140464","0","0","0","5","クロール","0","1","10140","113211"
"451","1","10140466","0","0","0","10","クロール","0","2","10140","113411"
"451","1","10140467","0","0","0","10","クロール","0","2","10140","113511"
"451","1","10140469","0","0","0","5","クロール","0","1","10140","115711"
"451","1","10140470","0","0","0","10","クロール","0","2","10140","117011"
"451","1","10140471","0","0","0","10","クロール","0","2","10140","117111"
"451","1","10140472","0","0","0","10","クロール","0","2","10140","117211"
"451","1","10140473","0","0","0","10","クロール","0","2","10140","117311"
"451","1","10140474","0","0","0","10","クロール","0","2","10140","117411"
"451","1","10140475","0","0","0","10","クロール","0","2","10140","122411"
"451","1","10140476","0","0","0","5","クロール","0","1","10140","122511"
"451","1","10140477","0","0","0","10","クロール","0","2","10140","122611"
"451","1","10140482","0","0","0","5","クロール","0","1","10140","126711"
"451","1","10140483","0","0","0","10","クロール","0","2","10140","126811"
"451","1","10140485","0","0","0","5","クロール","0","1","10140","127011"
"451","1","10140488","0","0","0","10","クロール","0","2","10140","129411"
"501","1","10140501","0","0","0","10","サーフィン","0","2","10140","107511"
"501","1","10140505","0","0","0","20","サーフィン","0","2","10140","107911"
"501","1","10140506","0","0","0","20","サーフィン","0","2","10140","108011"
"501","1","10140507","0","0","0","10","サーフィン","0","2","10140","110011"
"501","1","10140509","0","0","0","3","サーフィン","0","1","10140","110311"
"501","1","10140510","0","0","0","10","サーフィン","0","2","10140","110411"
"501","1","10140511","0","0","0","10","サーフィン","0","2","10140","110511"
"501","1","10140513","0","0","0","5","サーフィン","0","1","10140","113111"
"501","1","10140514","0","0","0","5","サーフィン","0","1","10140","113211"
"501","1","10140515","0","0","0","5","サーフィン","0","1","10140","113311"
"501","1","10140516","0","0","0","10","サーフィン","0","2","10140","113411"
"501","1","10140519","0","0","0","5","サーフィン","0","1","10140","115711"
"501","1","10140521","0","0","0","10","サーフィン","0","2","10140","117111"
"501","1","10140522","0","0","0","10","サーフィン","0","2","10140","117211"
"501","1","10140524","0","0","0","10","サーフィン","0","2","10140","117411"
"501","1","10140525","0","0","0","10","サーフィン","0","2","10140","122411"
"501","1","10140526","0","0","0","5","サーフィン","0","1","10140","122511"
"501","1","10140529","0","0","0","10","サーフィン","0","1","10140","122811"
"501","1","10140532","0","0","0","5","サーフィン","0","1","10140","126711"
"501","1","10140533","0","0","0","10","サーフィン","0","2","10140","126811"
"501","1","10140535","0","0","0","5","サーフィン","0","1","10140","127011"
"501","1","10140538","0","0","0","10","サーフィン","0","2","10140","129411"
"501","1","10140539","0","0","0","10","サーフィン","0","2","10140","129511"
"851","1","10140851","107611","107811","0","10","ぺコリーヌ / コッコロ / キャル","0","2","10140","107511"
"852","1","10140852","122611","122511","0","10","ヒヨリ / ユイ / レイ","0","2","10140","122411"
"853","1","10140853","117411","117311","0","10","チカ / ノゾミ / ツムギ","0","2","10140","117211"
"854","1","10140854","122711","122811","0","10","ミソギ / ミミ / キョウカ","0","1","10140","122911"
"855","1","10140855","0","113511","0","20","ハツネ / ミサト","0","1","10140","113411"
"856","1","10140856","0","107711","0","20","サレン / スズメ","0","1","10140","110311"
"857","1","10140857","110611","115711","0","10","マコト / カスミ / マホ / カオリ","110511","2","10140","110411"
"858","1","10140858","126711","107911","0","10","ミフユ / アキノ / タマキ / ユカリ","108011","2","10140","126811"
"859","1","10140859","113311","113211","0","10","エリコ / アンナ / ナナカ / ルカ","113111","1","10140","117011"
"860","1","10140860","0","110011","0","20","イオ / スズナ","0","1","10140","110111"
"861","1","10140861","129511","129411","0","10","チエル / ユニ / クロエ","0","2","10140","129311"
"862","1","10140862","126811","126711","0","20","ネネカ / アキノ / ユカリ","0","1","10140","126611"
"863","1","10140863","126911","127011","0","20","シノブ / クウカ / ランファ","0","2","10140","127111"
"864","1","10140864","0","110011","0","20","キャル / スズナ","0","2","10140","107811"
"865","1","10140865","0","113111","0","20","サレン / ルカ","0","1","10140","110311"
"866","1","10140866","0","115711","0","20","ハツネ / カスミ","0","1","10140","113411"
"867","1","10140867","0","127111","0","20","アンナ / シノブ","0","2","10140","113211"
"868","1","10140868","0","117111","0","20","エリコ / シズル","0","2","10140","117011"
"869","1","10140869","0","110511","0","20","スズナ / カオリ","0","2","10140","110011"
"870","1","10140870","117111","127011","0","20","イオ / クウカ / シズル","0","2","10140","110111"
"871","1","10140871","0","117411","0","20","レイ / ツムギ","0","2","10140","122511"
"872","1","10140872","0","126711","0","20","サレン / アキノ","0","1","10140","110311"
"873","1","10140873","0","115711","0","20","マコト / カスミ","0","2","10140","110411"
"874","1","10140874","0","110411","0","20","ユイ / マコト","0","2","10140","122611"
"875","1","10140875","0","108011","0","20","クロエ / ミフユ","0","2","10140","129411"
"876","1","10140876","0","117111","0","20","ユニ / シズル","0","2","10140","129311"
"877","1","10140877","117411","117211","0","20","チエル / ノゾミ / ツムギ / チカ","117311","2","10140","129511"
"878","1","10140878","0","110611","0","20","チエル / マホ","0","2","10140","129511"
"879","1","10140879","0","122611","0","20","コッコロ / ユイ","0","2","10140","107611"
"880","1","10140880","0","110311","0","20","ユニ / サレン","0","2","10140","129311"
"881","1","10140881","0","113511","0","20","ユニ / ミサト","0","2","10140","129311"
"882","1","10140882","0","108011","0","20","タマキ / ミフユ","0","2","10140","107911"
"883","1","10140883","115711","110511","0","20","マコト / カオリ / カスミ / ヒヨリ","122411","2","10140","110411"
"884","1","10140884","0","107511","0","20","ネネカ / ペコリーヌ","0","2","10140","126611"
"885","1","10140885","0","107611","0","20","スズメ / コッコロ","0","2","10140","107711"
"886","1","10140886","0","122511","0","20","ルカ / レイ","0","1","10140","113111"
"887","1","10140887","0","122711","0","20","スズメ / キョウカ","0","1","10140","107711"
"889","1","10140889","0","0","0","10","プールサイドを走るミソギ","0","1","10140","122811"
"890","1","10140890","0","0","0","10","プールサイドを走るタマキ","0","2","10140","107911"
"891","1","10140891","0","0","0","10","バタ足で逆走するヒヨリ","0","2","10140","122411"
"892","1","10140892","0","0","0","10","ボートの上で怖がるタマキ","0","2","10140","107911"
"893","1","10140893","0","0","0","10","ボートの上で怖がるキャル","0","2","10140","107811"
"894","1","10140894","0","0","0","5","クラゲと一緒に流れるクウカ","0","1","10140","127011"
"895","1","10140895","0","0","0","10","浮き輪で流れるキャル","0","2","10140","107811"
"896","1","10140896","0","0","0","10","浮き輪で流れるネネカ","0","2","10140","126611"
"901","2","10140901","0","0","1","10","麦しゅわ飲んでも飲まれるな","0","1","10140","126811"
"902","2","10140902","0","0","1","10","流れる大妃","0","2","10140","126611"
"903","2","10140903","0","113311","1","10","彼女が伝説に着替えたら","0","2","10140","113211"
"904","2","10140904","122711","122811","1","10","同年代だ、いいね？","129311","1","10140","122911"
"905","2","10140905","107611","117011","1","30","流れるオーラ","0","1","10140","117111"
"906","2","10140906","0","117311","1","30","セッション・イン・ザ・プール","0","1","10140","126911"
"907","2","10140907","113111","427111","1","10","水も滴る下心","0","2","10140","127111"
"908","2","10140908","0","107811","1","10","うかぶぺんぽこりん","0","1","10140","126911"
"909","2","10140909","113411","113511","1","30","彼女のドレスコード","0","1","10140","113611"
"910","2","10140910","110411","110511","1","10","商魂、水泡に帰す","0","1","10140","107911"
"911","2","10140911","122711","122811","1","10","楽しいリトルリリカル一家","129311","1","10140","122911"
"912","2","10140912","122711","126911","1","10","おわかりいただけただろうか","0","1","10140","127111"
"913","2","10140913","0","0","1","5","水切りドM","0","2","10140","127011"
"914","2","10140914","110411","110511","1","20","出発！　リゾートクルーズ","0","1","10140","110611"
"915","2","10140915","0","110311","1","10","プールサイド・メイド","0","2","10140","107711"
"916","2","10140916","117411","113311","1","5","釣り好きのサガ","117011","2","10140","113111"
"917","2","10140917","0","110311","1","5","アキノ・ザ・ループ","0","2","10140","126711"
"918","2","10140918","0","113511","1","20","先生だって頑張る子！","0","2","10140","110111"
"919","2","10140919","117411","110011","1","30","キラキラ☆インフルエンサー","0","1","10140","117211"
"920","2","10140920","0","0","1","2","名探偵カスミのメルクリゾート事件簿①","0","2","10140","115711"
"921","2","10140921","0","0","1","2","名探偵カスミのメルクリゾート事件簿②","0","2","10140","115711"
"922","2","10140922","0","0","1","2","名探偵カスミのメルクリゾート事件簿③","0","2","10140","115711"
"923","2","10140923","0","0","1","2","名探偵カスミのメルクリゾート事件簿④","0","2","10140","115711"
"941","2","10140941","107611","107811","2","30","エンジョイリゾート！　美食殿♪","0","1","10140","107511"
"942","2","10140942","0","127111","2","10","あれからの冒険譚","0","2","10140","113211"
"943","2","10140943","0","122511","2","10","魚心わかれば釣心？","0","2","10140","117411"
"944","2","10140944","108011","126811","2","10","STOP！　無許可営業","0","1","10140","107911"
"945","2","10140945","117011","110411","2","30","恋愛トークはご用心？","0","1","10140","122611"
"946","2","10140946","107911","107811","2","30","十猫十色","0","1","10140","122411"
"947","2","10140947","129311","129411","2","30","ほの明るい水の底から","0","1","10140","129511"
"951","1","10140951","0","0","0","5","ウキキーのおもちゃ","0","2","10140","0"
"952","1","10140952","0","0","0","5","エルダークラウドのおもちゃ","0","1","10140","0"
"953","1","10140953","0","0","0","5","カカオーラのおもちゃ","0","2","10140","0"
