c74784813e6711e0a3422cf8d9917e013f50ac19580d1d012cfe60445924991e,ba563c48a24b09cb877e4bfb1632aa1b9811326c96c522d1bf6c2c1ee40a62ad,1f36523caccfbeba8a45824f453018d8d19de31abb868fb29ca6e80b91df3887,18adb56fa301cc06ed99acc99ddfac29c52cea2cd83f5808cf12693a354f1d18,cd8f96ea75662cfa6c5a54e555a44ed92279a45e0fe2628c2b98761f60179ab8,873020c2450b38c8f381c023894006dc606ff76f0c17007a0d092eaa29e24338,fc9bd6c73ff01b5c97b24a67fc50a1ace6a17276a6b80e3c634be6f0a2161a39,1ce57f17b6ac1da4aef95da786ab4d87e520b9e02e9768a0c37214096176c3c3,d31b31d34044d117a515954ee546842b2f8563b085a793b00a0c40d0c206f006,91c7848ba763a077ef455f7ca64c24a928ca27046f9bf683c0a5e18381c0cb87,beae1f75222ac931185d469d2668c6c210610c8398577e758dbc5aa38d13056c,e7eda8a7943635da11537c690ceaf809529f503c40ca26fa7034fc856b532b6c
"0","0","410040201","10007","0","0","10012","0","0","10011","0","10008"
"0","0","410040301","10005","0","0","0","0","0","0","0","10014"
"0","0","410040401","10007","0","0","0","0","0","0","0","10013"
"0","0","410040501","10006","0","0","0","0","0","0","0","10004"
"0","0","410040601","10007","0","0","0","0","0","0","0","10011"
"0","0","410040701","10020","0","0","0","0","0","0","0","0"
"0","0","410040801","10018","0","0","0","0","0","0","0","10016"
"0","0","410040901","10007","0","0","10012","0","0","10011","0","10016"
"0","0","410041001","10001","0","0","0","0","0","10013","0","10011"
"0","0","0","10007","320803","0","10012","0","0","10011","0","10008"
"0","0","0","10020","309103","0","0","0","0","0","0","0"
"0","0","0","10020","309104","0","0","0","0","0","0","0"
"0","0","0","10018","303905","0","0","0","0","0","0","10015"
"0","0","0","10001","311205","0","0","0","0","10004","0","10003"
"0","0","0","10016","301702","0","0","0","0","0","0","10017"
"0","0","410050101","10008","0","0","0","0","0","0","0","0"
"0","0","410050201","10020","0","0","0","0","0","0","0","0"
"0","0","410050301","10001","0","0","0","0","0","0","0","10009"
"0","0","410050401","10018","0","0","0","0","0","0","0","0"
"0","0","410050501","10007","0","0","0","0","0","0","0","10008"
"0","0","410050601","10004","0","0","0","0","0","0","0","10012"
"0","0","410050701","10001","0","0","0","0","0","10012","0","10011"
"0","0","410050801","10018","0","0","0","0","0","0","0","10007"
"0","0","410050901","10001","0","0","0","0","0","0","0","10017"
"0","0","410051001","10002","0","0","0","0","0","0","0","10007"
"0","0","550109116","0","0","0","0","0","0","0","0","0"
"0","0","550109218","0","0","0","0","0","0","0","0","0"
"0","0","550109319","0","0","0","0","0","0","0","0","0"
"0","0","550109423","0","0","0","0","0","0","0","0","0"
"0","0","550109523","0","0","0","0","0","0","0","0","0"
"0","0","410060101","10001","0","0","0","0","0","10010","0","10009"
"0","0","410060201","10002","0","0","0","0","0","0","0","10007"
"0","0","410060301","10002","0","0","0","0","0","0","0","0"
"0","0","410060401","10004","0","0","0","0","0","0","0","10015"
"0","0","410060501","10002","0","0","0","0","0","0","0","10007"
"0","0","410060601","10001","0","0","0","0","0","0","0","0"
"0","0","410060701","10001","0","0","0","0","0","0","0","10020"
"0","0","410060801","10018","0","0","0","0","0","0","0","0"
"0","0","410060901","10007","0","0","10012","0","0","10011","0","10008"
"0","0","410061001","10001","0","0","0","0","0","0","0","10012"
