f314abb11c5c83f99405dc6d08f27d4c5ad52fe46ab4ababa9f7a91c37f9de0b,4b7f9741ea46ef875517f5db16b488433fb15d80f3f44f80ec2813cfbd32724d,7971014d3f7f86dd015f02feb0da4bf14280173b3034d01aff15a8dc6ac785df,9618adfee632a4fe05eecadb485056edbe9747905742368d8911126a5025c5b3,6badbc8bad2d89686d2cac7e9c92c7e2a1e387f51f8dac8a53c3535676ac567c,bd10980f474eed905ed21a65cbe39e6023a1eb75f6da5588022a308eac5fbce1,7568b68e02e84fc895e702d4b62dfcdc186a9114df03bde71a41a6ad5a696c59,2cc241f3adc5995d50a8d75626bb298b4fb32296795f89aa49396cf02e4893c4,a4a56c4de55cdbca083aa9eacacfea20baf5683dd4cd973397a7f7a083894377,fc95cf52fe53ad77bdeb415e3939e8351c9de1673c30c1dd962317a11b8d5c6d,a9ecb738ecc24420b9f510558ec755251b035a45943fd924086a19facfceb897
"1.5","0","102831","1","1","-100","nop_idle_normal","107","115","-150","107001"
"1.5","1","102111","1","1","100","nop_idle_normal","107","114","-150","107002"
"1.5","0","102511","1","1","-215","nop_idle_normal","107","111","-127","107003"
"1.5","1","102311","1","1","215","nop_idle_normal","107","110","-127","107004"
"1.5","0","101011","1","1","-100","nop_idle_joy_normal","108","115","-150","108001"
"1.5","1","104331","1","1","100","nop_idle_arm_crossed","108","114","-150","108002"
"1.5","0","101711","1","1","-215","nop_idle_joy1","108","111","-127","108003"
"1.5","1","101431","1","1","215","nop_idle_normal","108","110","-127","108004"
"1.5","0","103311","1","1","-100","nop_idle_joy1","109","115","-150","109001"
"1.5","0","105211","1","1","-215","nop_idle_joy_normal","109","111","-127","109002"
"1.5","1","102611","1","1","100","nop_idle_sad2","109","114","-150","109003"
"1.5","1","103811","1","1","215","nop_idle_normal","109","110","-127","109004"
"1.5","0","103231","1","1","-100","nop_idle_joy1","110","115","-150","110001"
"1.5","1","103411","1","1","215","nop_10_yukari_02","110","110","-127","110002"
"1.5","1","11","5","1","215","nop_10_yukari_02","110","111","-127","110003"
"1.5","1","104811","1","1","100","nop_idle_doya","110","114","-150","110004"
"1.5","0","104611","1","1","-215","nop_idle_joy_normal","110","111","-127","110005"
"1.5","0","100911","1","1","-100","nop_11_anna_idle_arm_crossed","111","115","-150","111001"
"1.5","1","101311","1","1","100","nop_idle_joy_normal","111","114","-150","111002"
"1.5","0","102711","1","1","-215","nop_11_eriko_idle_wish","111","111","-127","111003"
"1.5","1","105111","1","1","215","nop_idle_normal","111","110","-127","111004"
"1.5","1","101831","1","1","100","nop_idle_joy1","112","115","-143","112001"
"1.5","0","101611","1","1","-100","nop_idle_joy_normal","112","110","-135","112002"
"1.5","0","105011","1","1","-215","nop_idle_joy_normal","112","114","-150","112003"
"1.5","1","105331","1","1","100","nop_idle_normal_joy","113","113","-150","113001"
"1.5","0","104511","1","1","-100","nop_13_kuka_idle_memory2","113","114","-150","113002"
"1.5","0","103031","1","1","-215","nop_idle_joy1","113","110","-127","113003"
"1.5","0","100811","1","1","-330","nop_idle_thinking","113","111","-150","113004"
"1.5","1","105511","1","1","240","nop_idle_sad","113","115","-150","113005"
"1.5","1","106831","1","1","100","nop_idle_normal","114","115","-150","114001"
"1.5","0","101131","1","1","-100","nop_idle_normal","114","114","-150","114002"
"1.5","0","104931","1","1","-215","nop_idle_normal","114","110","-127","114003"
"1.5","1","102931","1","1","100","nop_idle_joy1","115","115","-143","115001"
"1.5","0","104211","1","1","-100","nop_idle_wish","115","110","-135","115002"
"1.5","0","105411","1","1","-215","nop_idle_normal","115","114","-150","115003"
"1.5","1","106731","1","1","100","nop_idle_normal","116","115","-150","116001"
"1.5","0","106631","1","1","-100","nop_idle_joy1","116","114","-150","116002"
"1.5","0","106531","1","1","-215","nop_16_kaya_idle_normal2","116","110","-127","116003"
"1.5","1","2","5","1","180","nop_rago_idle","116","116","-150","116004"
"1.5","1","111031","1","1","100","nop_idle_normal","117","115","-150","117001"
"1.5","0","110931","1","1","-100","nop_idle_joy2","117","114","-150","117002"
"1.5","0","110831","1","1","-215","nop_17_chloe_idle_normal2","117","110","-127","117003"
"1.5","0","1","5","1","-100","NoItem_idle","117","115","-150","117004"
"1.5","1","114711","1","1","-100","nop_18_muimi_idle_joy_normal","118","115","-150","118001"
"1.5","0","118511","1","1","100","nop_18_karin_idle_normal","118","114","-150","118002"
"1.5","0","115031","1","1","-215","nop_idle_normal","118","111","-127","118003"
"1.5","1","118031","1","1","215","nop_idle_joy1","118","110","-127","118004"
"1.2","0","111831","1","1","-60","nop_idle_joy1","201","100","0","201001"
"1.2","1","120731","1","1","60","nop_idle_normal_joy","201","101","0","201002"
"1.2","0","120831","1","1","-130","nop_idle_arm_crossed","201","102","-5","201003"
"1.2","1","111931","1","1","130","nop_idle_normal","201","103","-5","201004"
"1.2","0","120931","1","1","-200","nop_idle_thinking","201","104","-20","201005"
"1.2","1","112031","1","1","200","nop_idle_normal","201","105","-20","201006"
"1.2","0","108731","1","1","-60","nop_idle_joy1","202","100","0","202001"
"1.2","1","108831","1","1","60","nop_idle_joy_normal","202","101","0","202002"
"1.2","0","108931","1","1","-130","nop_idle_normal","202","102","-5","202003"
"1.2","0","102011","1","1","-60","nop_idle_joy1","203","100","0","203001"
"1.2","0","100411","1","1","-130","nop_idle_normal","203","101","-5","203002"
"1.2","1","103631","1","1","60","nop_idle_wish","203","102","-5","203003"
"1.2","0","101231","1","1","-60","nop_idle_normal","204","100","0","204001"
"1.2","1","104011","1","1","60","nop_idle_normal","204","101","0","204002"
"1.2","0","101511","1","1","-130","nop_idle_normal","204","102","-5","204003"
"1.2","0","103111","1","1","-80","nop_idle_normal","205","100","0","205001"
"1.2","1","102211","1","1","60","nop_idle_sad","205","101","0","205002"
"1.2","0","100711","1","1","-150","nop_05_miyako_idle_normal","205","104","-5","205003"
"1.2","1","100611","1","1","130","nop_idle_joy1","205","103","-5","205004"
"1.2","1","2051","5","1","-20","nop_skull_idle","205","102","0","205005"
"1.2","0","104731","1","1","-130","nop_idle_arm_crossed","206","102","-5","206001"
"1.2","1","107131","1","1","130","nop_idle_arm_crossed","206","103","-5","206002"
"1.2","0","103731","1","1","-60","nop_idle_normal","206","100","0","206003"
"1.2","1","100511","1","1","60","nop_idle_joy1","206","101","0","206004"
"1.2","0","102831","1","1","-60","nop_idle_normal","207","100","0","207001"
"1.2","1","102111","1","1","60","nop_idle_normal","207","101","0","207002"
"1.2","0","102511","1","1","-130","nop_idle_normal","207","102","-5","207003"
"1.2","1","102311","1","1","130","nop_idle_normal","207","103","-5","207004"
"1.2","0","101011","1","1","-60","nop_idle_joy_normal","208","100","0","208001"
"1.2","1","104331","1","1","60","nop_idle_arm_crossed","208","101","0","208002"
"1.2","0","101711","1","1","-130","nop_idle_joy1","208","102","-5","208003"
"1.2","1","101431","1","1","130","nop_idle_normal","208","103","-5","208004"
"1.2","0","103311","1","1","-60","nop_idle_joy1","209","100","0","209001"
"1.2","0","105211","1","1","-130","nop_idle_joy_normal","209","102","-5","209002"
"1.2","1","102611","1","1","60","nop_idle_sad2","209","101","0","209003"
"1.2","1","103811","1","1","130","nop_idle_normal","209","103","-5","209004"
"1.2","0","103231","1","1","-60","nop_idle_joy1","210","100","0","210001"
"1.2","1","103411","1","1","130","nop_10_yukari_02","210","103","-5","210002"
"1.2","1","11","5","1","130","nop_10_yukari_02","210","104","-5","210003"
"1.2","1","104811","1","1","60","nop_idle_doya","210","101","0","210004"
"1.2","0","104611","1","1","-130","nop_idle_joy_normal","210","102","-5","210005"
"1.2","0","100911","1","1","-60","nop_11_anna_idle_arm_crossed","211","100","0","211001"
"1.2","1","101311","1","1","60","nop_idle_joy_normal","211","101","0","211002"
"1.2","0","102711","1","1","-130","nop_11_eriko_idle_wish","211","102","-5","211003"
"1.2","1","105111","1","1","130","nop_idle_normal","211","103","-5","211004"
"1.2","1","101831","1","1","60","nop_idle_joy1","212","100","0","212001"
"1.2","0","101611","1","1","-60","nop_idle_joy_normal","212","101","0","212002"
"1.2","0","105011","1","1","-130","nop_idle_joy_normal","212","102","-5","212003"
"1.2","1","105331","1","1","60","nop_idle_normal_joy","213","100","0","213001"
"1.2","0","104511","1","1","-60","nop_13_kuka_idle_memory2","213","101","0","213002"
"1.2","0","103031","1","1","-130","nop_idle_joy1","213","102","-5","213003"
"1.2","0","100811","1","1","-200","nop_idle_thinking","213","103","-20","213004"
"1.2","1","105511","1","1","130","nop_idle_sad","213","104","-20","213005"
"1.2","1","106831","1","1","60","nop_idle_normal","214","100","0","214001"
"1.2","0","101131","1","1","-60","nop_idle_normal","214","101","0","214002"
"1.2","0","104931","1","1","-130","nop_idle_normal","214","103","-5","214003"
"1.2","1","102931","1","1","60","nop_idle_joy1","215","100","0","215001"
"1.2","0","104211","1","1","-60","nop_idle_wish","215","101","0","215002"
"1.2","0","105411","1","1","-130","nop_idle_normal","215","102","-5","215003"
"1.2","1","106731","1","1","60","nop_idle_normal","216","100","0","216001"
"1.2","0","106631","1","1","-60","nop_idle_joy1","216","101","0","216002"
"1.2","0","106531","1","1","-130","nop_16_kaya_idle_normal2","216","103","-5","216003"
"1.2","1","2","5","1","140","nop_rago_idle","216","101","0","216004"
"1.2","1","111031","1","1","60","nop_idle_normal","217","100","0","217001"
"1.2","0","110931","1","1","-60","nop_idle_joy2","217","101","0","217002"
"1.2","0","110831","1","1","-130","nop_17_chloe_idle_normal2","217","103","-5","217003"
"1.2","0","1","5","1","-60","NoItem_idle","217","102","0","217004"
"1.2","1","114711","1","1","-40","nop_18_muimi_idle_joy_normal","218","100","0","218001"
"1.2","0","118511","1","1","40","nop_18_karin_idle_normal","218","101","0","218002"
"1.2","0","115031","1","1","-130","nop_idle_normal","218","102","-5","218003"
"1.2","1","118031","1","1","130","nop_idle_joy1","218","103","-5","218004"
"0.2","","nop_talk_joy1","3","111831","","","301","1","","301001"
"0","0","次は何を食べましょうか。\nキャルちゃんは何がいいです？","11","111831","0","0.5","301","8","0","301002"
"","","","91","301002","","","301","","","301003"
"0.2","","nop_idle_joy_normal","3","111831","","","301","1","","301004"
"0.2","0.3","nop_18_neneka_humu","3","112031","nop_idle_doya","","301","0","1","301005"
"0","0","そうねー\n普段は食べられない珍しい物とかどう？","11","112031","0","0.5","301","8","0","301006"
"","","","91","301006","","","301","","","301007"
"0.2","0","nop_talk_arm_crossed","3","120831","nop_talk_arm_crossed_loop","","301","0","1","301008"
"0","0","ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。","11","120831","0","0.5","301","8","0","301009"
"","","","91","301009","","","301","","","301010"
"0.2","","nop_idle_arm_crossed","3","120831","","","301","1","","301011"
"0.2","0","nop_11_anna_huhuStand_in","3","120931","nop_11_anna_huhuStand_loop","","301","0","1","301012"
"0","0","ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！","11","120931","0","0.5","301","8","0","301013"
"","","0","93","1","","","301","","","301014"
"0.2","0","nop_11_anna_ahahaStand_in","3","120931","nop_11_anna_ahahaStand_loop","","301","0","1","301015"
"","","","91","301013","","","301","","","301016"
"0.2","","nop_11_anna_ahahaStand_loop","3","120931","","","301","1","1","301017"
"0.2","0","nop_01_coccoro_an_in","3","111931","nop_01_coccoro_an_loop","","301","0","1","301018"
"0","0","シェフィさま。こちらをどうぞ。\nはい、あーん。","11","111931","0","0.5","301","8","0","301019"
"","","0","93","0.2","","","301","","","301020"
"","","0","4","120731","","","301","","","301021"
"","","0","93","0.8","","","301","","","301022"
"0.2","0.2","nop_surprise","3","120731","nop_idle_shy","","301","0","1","301023"
"","","","91","301019","","","301","","","301024"
"0.2","","nop_talk_shy","3","120731","","","301","1","","301025"
"0","0","コ、コッコロさん……\n恥ずかしいわ……","11","120731","0","0.5","301","8","0","301026"
"","","","91","301026","","","301","","","301027"
"0.2","","nop_idle_shy","3","120731","","","301","1","","301028"
"","","0","93","0.5","","","301","","","301029"
"0.2","0","nop_01_coccoro_an_out","3","111931","nop_idle_normal","","301","0","1","301030"
"","","0","93","1","","","301","","","301031"
"","","1","4","120731","","","301","","","301032"
"0.2","","nop_idle_joy1","3","120731","","","301","1","","301033"
"0","0","せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！","11","108831","0","0.5","302","8","0","302001"
"0.2","","nop_talk_joy3_blink","3","108831","","","302","1","","302002"
"","","1","93","2.75","","","302","","","302003"
"0.2","","nop_talk_joy1_normal","3","108831","","","302","1","","302004"
"","","","91","302001","","","302","","","302005"
"0.2","","nop_idle_joy_normal","3","108831","","","302","1","1","302006"
"0","0","今年もいい年にしないとね。","11","108931","0","0.5","302","8","0","302007"
"0.2","","nop_talk_joy1_normal","3","108931","","","302","1","","302008"
"","","","91","302007","","","302","","","302009"
"0.2","","nop_idle_normal","3","108931","","","302","1","","302010"
"0","0","みんながいればきっと大丈夫だよ！","11","108731","0","0.5","302","8","0","302011"
"0.2","","nop_talk_joy2","3","108731","","","302","1","","302012"
"","","","91","302011","","","302","","","302013"
"0.2","","nop_idle_joy1","3","108731","","","302","1","1","302014"
"","","","91","0","","","302","","","302015"
"0","0","わあ！　おっきい会場だね！\nお料理もたくさん！","11","102011","0","0.5","303","8","0","303001"
"0.2","","nop_talk_joy2","3","102011","","","303","1","","303002"
"","","","91","303001","","","303","","","303003"
"0.2","","nop_idle_joy1","3","102011","","","303","1","1","303004"
"0","0","えっへっへ、これは\nイタズラしがいがあるねー","11","100411","0","0.5","303","8","0","303005"
"0.2","","nop_talk_joy2","3","100411","","","303","1","","303006"
"","","","91","303005","","","303","","","303007"
"0.2","","nop_idle_normal","3","100411","","","303","1","1","303008"
"0","0","へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？","11","103631","0","0.5","303","8","0","303009"
"0.2","","nop_talk_wish","3","103631","","","303","1","","303010"
"","","","91","303009","","","303","","","303011"
"0.2","","nop_idle_wish","3","103631","","","303","1","","303012"
"0","0","立派な新年会ね。\nみんな笑顔で素敵だわ。","11","101511","0","0.5","304","8","0","304001"
"0.2","","nop_talk_normal","3","101511","","","304","1","","304002"
"","","0","93","1.5","","","304","","","304003"
"0.2","","nop_talk_joy3","3","101511","","","304","1","","304004"
"","","","91","304001","","","304","","","304005"
"0.2","","nop_idle_joy1","3","101511","","","304","1","","304006"
"0","0","あのお料理美味しそう！\nシオリンにも教えてあげよっと。","11","101231","0","0.5","304","8","0","304007"
"0.2","","nop_idle_surprise_kira","3","101231","","","304","1","","304008"
"","","0","93","1.5","","","304","","","304009"
"0.2","","nop_talk_joy2","3","101231","","","304","1","","304010"
"","","","91","304007","","","304","","","304011"
"0.2","","nop_idle_joy_normal","3","101231","","","304","1","","304012"
"0","0","はわわ……キラキラした人が\nいっぱいいます～！","11","104011","0","0.5","304","8","0","304013"
"0.2","","nop_idle_surprise2","3","104011","","","304","1","","304014"
"","","","91","304013","","","304","","","304015"
"0.2","","nop_idle_normal","3","104011","","","304","1","1","304016"
"0.2","","nop_idle_normal","3","101511","","","304","1","","304017"
"0.2","","nop_idle_normal","3","101231","","","304","1","","304018"
"0","0","プリンプリン……プリンはどこなの？\nプリンをよこすのー！","11","100711","0","0.5","305","8","0","305001"
"0.2","","nop_05_miyako_talk_anger","3","100711","","","305","1","","305002"
"","","","91","305001","","","305","","","305003"
"0.2","","nop_05_miyako_idle_anger","3","100711","","","305","1","1","305004"
"0","0","お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。","11","103111","0","0.5","305","8","0","305005"
"0.2","","nop_talk_worry","3","103111","","","305","1","","305006"
"","","","91","305005","","","305","","","305007"
"0.2","","nop_idle_worry","3","103111","","","305","1","1","305008"
"0","0","わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～","11","100611","0","0.5","305","8","0","305009"
"0.2","","nop_talk_surprise_kira","3","100611","","","305","1","","305010"
"","","0","93","2","","","305","","","305011"
"0.2","","nop_talk_memory","3","100611","","","305","1","","305012"
"","","","91","305009","","","305","","","305013"
"0.2","","nop_idle_memory2","3","100611","","","305","1","","305014"
"0","0","アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？","11","102211","0","0.5","305","8","0","305015"
"0.2","","nop_talk_sad","3","102211","","","305","1","","305016"
"","","0","93","2.8","","","305","","","305017"
"0.2","","nop_talk_anger2","3","102211","","","305","1","","305018"
"","","","91","305015","","","305","","","305019"
"0.2","","nop_idle_anger2","3","102211","","","305","1","1","305020"
"0","0","はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。","11","107131","0","0.5","306","8","0","306001"
"0.2","0","nop_06_cris_ahaha_in","3","107131","nop_06_cris_ahaha_loop","","306","0","1","306002"
"","","0","93","1.5","","","306","","","306003"
"0.2","0.2","nop_talk_arm_crossed","3","107131","nop_talk_arm_crossed_loop","","306","0","1","306004"
"","","","91","306001","","","306","","","306005"
"0.2","","nop_idle_arm_crossed","3","107131","","","306","1","1","306006"
"0","0","美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！","11","100511","0","0.5","306","8","0","306007"
"0.2","","nop_talk_surprise_kira","3","100511","","","306","1","","306008"
"","","0","93","4.5","","","306","","","306009"
"0.2","","nop_talk_joy2","3","100511","","","306","1","","306010"
"","","","91","306007","","","306","","","306011"
"0.2","","nop_idle_normal","3","100511","","","306","1","","306012"
"0","0","マツリちゃん、少し落ち着こう？\n料理は逃げないからね。","11","103731","0","0.5","306","8","0","306013"
"0.2","","nop_talk_worry","3","103731","","","306","1","","306014"
"","","","91","306013","","","306","","","306015"
"0.2","","nop_idle_worry","3","103731","","","306","1","1","306016"
"0","0","みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。","11","104731","0","0.5","306","8","0","306017"
"0.2","","nop_talk_arm_crossed_loop","3","104731","","","306","1","","306018"
"","","","91","306017","","","306","","","306019"
"0.2","","nop_idle_arm_crossed","3","104731","","","306","1","1","306020"
"0","0","すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？","11","102831","0","0.5","307","8","0","307001"
"0.2","","nop_talk_surprise1","3","102831","","","307","1","","307002"
"","","0","93","1.2","","","307","","","307003"
"0.2","","nop_talk_joy1_normal","3","102831","","","307","1","","307004"
"","","","91","307001","","","307","","","307005"
"0.2","","nop_idle_normal","3","102831","","","307","1","1","307006"
"0","0","はーい、ママ・サレン！\nみんないい子にしてるよ。","11","102111","0","0.5","307","8","0","307007"
"0.2","","nop_talk_joy3_dere","3","102111","","","307","1","","307008"
"","","0","93","1.7","","","307","","","307009"
"0.2","","nop_talk_wish","3","102111","","","307","1","","307010"
"","","","91","307007","","","307","","","307011"
"0","0","お嬢様！\nわ、私も一緒ですから\n大丈夫です！","11","102511","0","0.5","307","8","0","307012"
"0.2","0","nop_talk_guts3_NoBlink","3","102511","nop_talk_guts3_loop","","307","0","1","307013"
"","","","91","307012","","","307","","","307014"
"0","0","そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……","11","102311","0","0.5","307","8","0","307015"
"0.2","","nop_talk_worry","3","102311","","","307","1","","307016"
"","","","91","307015","","","307","","","307017"
"0.2","","nop_idle_normal","3","102311","","","307","1","","307018"
"0.2","","nop_idle_normal","3","102111","","","307","1","1","307019"
"0.2","","nop_idle_normal","3","102511","","","307","1","1","307020"
"0","0","立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～","11","101011","0","0.5","308","8","0","308001"
"0.2","","nop_talk_joy3_blink2","3","101011","","","308","1","","308002"
"","","1","93","1.5","","","308","1","","308003"
"0.2","","nop_talk_joy1","3","101011","","","308","1","","308004"
"","","","91","308001","","","308","","","308005"
"0.2","","nop_idle_joy_normal","3","101011","","","308","1","1","308006"
"0","0","お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……","11","104331","0","0.5","308","8","0","308007"
"0.2","0.2","nop_talk_arm_crossed2","3","104331","nop_talk_arm_crossed_loop2","","308","0","1","308008"
"","","1","93","3","","","308","1","","308009"
"0.2","","nop_talk_thinking","3","104331","","","308","1","","308010"
"","","","91","308007","","","308","","","308011"
"0.2","","nop_idle_thinking","3","104331","","","308","1","1","308012"
"0","0","賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～","11","101711","0","0.5","308","8","0","308013"
"0.2","","nop_talk_joy1_wink","3","101711","","","308","1","","308014"
"","","1","93","2.5","","","308","1","","308015"
"0.2","","nop_talk_joy2","3","101711","","","308","1","","308016"
"","","","91","308013","","","308","","","308017"
"0.2","","nop_idle_joy1","3","101711","","","308","1","1","308018"
"0","0","事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。","11","101431","0","0.5","308","8","0","308019"
"0.2","","nop_talk_joy3_blink2","3","101431","","","308","1","","308020"
"","","1","93","3","","","308","1","","308021"
"0.2","0.2","nop_talk_arm_crossed","3","101431","nop_talk_arm_crossed_loop","","308","0","1","308022"
"","","","91","308019","","","308","","","308023"
"0.2","","nop_idle_arm_crossed","3","101431","","","308","1","","308024"
"","","","91","0","","","308","1","","308025"
"0","0","新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？","11","103311","0","0.5","309","8","0","309001"
"0.2","0.2","nop_talk_guts2","3","103311","nop_talk_guts2_loop","","309","0","1","309002"
"","","1","93","2.5","","","309","","","309003"
"0.2","","nop_talk_joy2","3","103311","","","309","1","","309004"
"","","","91","309001","","","309","","","309005"
"0.2","","nop_idle_joy1","3","103311","","","309","1","1","309006"
"0","0","舞踏会が開けそうな会場ね。\n素敵だわ。","11","105211","0","0.5","309","8","0","309007"
"0.2","","nop_talk_joy1_normal","3","105211","","","309","1","","309008"
"","","1","93","2","","","309","","","309009"
"0.2","","nop_talk_memory","3","105211","","","309","1","","309010"
"","","","91","309007","","","309","","","309011"
"0.2","","nop_idle_memory","3","105211","","","309","1","1","309012"
"0","0","人が多くて疲れたよ～\nリマ～、おんぶしてよ～","11","102611","0","0.5","309","8","0","309013"
"0.2","","nop_talk_sad2","3","102611","","","309","1","","309014"
"","","1","93","1.5","","","309","","","309015"
"0.2","","nop_talk_worry","3","102611","","","309","1","","309016"
"","","","91","309013","","","309","","","309017"
"0.2","","nop_idle_worry","3","102611","","","309","1","1","309018"
"0","0","あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。","11","103811","0","0.5","309","8","0","309019"
"0.2","","nop_talk_joy3_blink","3","103811","","","309","1","","309020"
"","","","91","309019","","","309","","","309021"
"0.2","","nop_idle_normal_joy","3","103811","","","309","1","","309022"
"","","","91","0","","","309","","","309023"
"0","0","こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！","11","103231","0","0.5","310","8","0","310001"
"0.2","","nop_talk_joy1","3","103231","","","310","1","","310002"
"","","","91","310001","","","310","","","310003"
"0.2","","nop_idle_joy1","3","103231","","","310","1","1","310004"
"0","0","珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？","11","104611","0","0.5","310","8","0","310005"
"0.2","","nop_talk_joy2","3","104611","","","310","1","","310006"
"","","1","93","2.5","","","310","","","310007"
"0.2","","nop_talk_thinking","3","104611","","","310","1","","310008"
"","","","91","310005","","","310","","","310009"
"0.2","","nop_idle_thinking","3","104611","","","310","1","","310010"
"0","0","みんな～、あけおめ～！\nなんちゃって。ヒック。","11","103411","0","0.5","310","8","0","310011"
"0.2","","nop_10_yukari_04","3","103411","","","310","1","","310012"
"0.2","","nop_10_yukari_04","3","11","","","310","1","","310013"
"","","1","93","2.5","","","310","","","310014"
"0.2","0.5","nop_10_yukari_06","3","103411","nop_10_yukari_02","","310","0","1","310015"
"0.2","0.5","nop_10_yukari_06","3","11","nop_10_yukari_02","","310","0","1","310016"
"","","","91","310011","","","310","","","310017"
"0","0","え？　ユカリさん？\nもう酔っぱらっちゃってる……","11","104811","0","0.5","310","8","0","310018"
"0.2","","nop_talk_surprise1","3","104811","","","310","1","","310019"
"","","0","4","104811","","","310","","","310020"
"","","1","93","1","","","310","","","310021"
"0.2","","nop_talk_worry","3","104811","","","310","1","","310022"
"","","","91","310018","","","310","","","310023"
"0.2","","nop_idle_worry","3","104811","","","310","1","1","310024"
"","","","91","0","","","310","","","310025"
"0.2","","nop_talk_wish","3","102711","","","311","1","","311001"
"0","0","この広い会場のどこかに\nあのおかたの存在を感じますわ……","11","102711","0","0.5","311","8","0","311002"
"","","","91","311002","","","311","","","311003"
"0.2","","nop_idle_wish","3","102711","","","311","1","","311004"
"0.2","0","nop_11_anna_huhuStand_in","3","100911","nop_11_anna_huhuStand_loop","","311","0","1","311005"
"0","0","疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！","11","100911","0","0.5","311","8","0","311006"
"","","","91","311006","","","311","","","311007"
"0.2","","nop_11_anna_huhuStand_loop","3","100911","","","311","1","","311008"
"0.2","","nop_talk_joy2","3","101311","","","311","1","","311009"
"0","0","アンナたそアンナたそ！\nおせち料理、美味しそうですぞ！\nさあ、おあがりよ！！","11","101311","0","0.5","311","8","0","311010"
"","","","91","311010","","","311","","","311011"
