c0eb2b93e2ea14c46d62031a13dc008a93690aadf0814736c9a910c038352246,3e5fb5e468b41e84042a65c0a5d1aee20e02c9455efe6c3817358558610848e0,c91412b885f24cf6e0305d3ffa461f88fd940d4a720b5009c69f34c0084b1b8d,58042b74bfdec05eac73492d0ca7402b55df58d8a2b0ec31066029ee5806528c,d701231d49b98254137603af1435c78d08dc12cfafeadcf58f439dfdcc209751,e05cd1636a7342800bd6c60569747939186a19996867b47e0321a53e647b321a,917e5a2c2b7baf39c6e7d85a4801d24c8af95426494957f13484224a5a34bb6f,5370eb0c4a3267f5f25be7b3f3667017ed54636ba8dfaf4525be32c1957b1224,11caca0c0250ba796046e13a4df31fb534c3b2bfb8229da46c8928bb3bf8b14f,5d12d299a4adfd9d84e5b962604c2ef018ee766cd7279de074db8a44a41e8c20,42ed1304b3c2b321a83270802323c3c97efc6ea3f72cf958b7df566449022eea
"27","50027","0","2019/02/15 23:00:00","2019/02/28 11:59:59","380000","0","2","0","380000","380000"
"28","30028","0","2019/02/28 12:00:00","2019/03/19 14:59:59","0","380000","1","0","0","380000"
"29","30029","0","2019/03/19 15:00:00","2019/03/26 14:59:59","0","380000","1","0","0","380000"
"30","30030","0","2019/03/26 15:00:00","2019/03/31 11:59:59","0","380000","1","0","0","380000"
"31","30031","0","2019/03/31 12:00:00","2019/04/19 14:59:59","0","380000","1","0","0","380000"
"32","30032","0","2019/04/19 15:00:00","2019/04/30 11:59:59","0","380000","1","0","0","380000"
"33","50033","0","2019/04/30 12:00:00","2019/05/07 14:59:59","380000","0","2","0","380000","380000"
"34","30035","0","2019/05/14 15:00:00","2019/05/17 14:59:59","0","380000","1","0","0","380000"
"35","30036","0","2019/05/17 15:00:00","2019/05/31 11:59:59","0","380000","1","0","0","380000"
"36","30037","0","2019/05/31 12:00:00","2019/06/15 11:59:59","0","380000","1","0","0","380000"
"37","30038","0","2019/06/15 12:00:00","2019/06/18 14:59:59","0","380000","1","0","0","380000"
"38","30039","0","2019/06/18 15:00:00","2019/06/30 11:59:59","0","380000","1","0","0","380000"
"39","30040","0","2019/06/30 12:00:00","2019/07/13 11:59:59","0","380000","1","0","0","380000"
"40","30041","0","2019/07/13 12:00:00","2019/07/18 14:59:59","0","380000","1","0","0","380000"
"41","30042","0","2019/07/18 15:00:00","2019/07/31 11:59:59","0","380000","1","0","0","380000"
"42","30043","0","2019/07/31 12:00:00","2019/08/10 11:59:59","0","380000","1","0","0","380000"
"43","30044","0","2019/08/10 12:00:00","2019/08/15 14:59:59","0","380000","1","0","0","380000"
"44","40002","0","2019/08/15 15:00:00","2019/08/26 11:59:59","0","380000","1","0","0","380000"
"45","30046","0","2019/08/26 12:00:00","2019/08/31 11:59:59","0","380000","1","0","0","380000"
"46","50047","0","2019/08/31 12:00:00","2019/09/03 20:59:59","380000","0","2","0","380000","380000"
"47","30048","0","2019/09/03 21:00:00","2019/09/12 11:59:59","0","380000","1","0","0","380000"
"48","30049","0","2019/09/12 12:00:00","2019/09/16 14:59:59","0","380000","1","0","0","380000"
"49","30050","0","2019/09/16 15:00:00","2019/09/29 11:59:59","0","380000","1","0","0","380000"
"50","50051","0","2019/09/29 12:00:00","2019/09/30 11:59:59","380000","0","2","0","380000","380000"
"51","30052","0","2019/09/30 12:00:00","2019/10/11 11:59:59","0","380000","1","0","0","380000"
"52","30053","0","2019/10/11 12:00:00","2019/10/16 14:59:59","0","380000","1","0","0","380000"
"53","30054","0","2019/10/16 15:00:00","2019/10/31 11:59:59","0","380000","1","0","0","380000"
"54","30055","0","2019/10/31 12:00:00","2019/11/11 11:59:59","0","380000","1","0","0","380000"
"55","30056","0","2019/11/11 12:00:00","2019/11/15 14:59:59","0","380000","1","0","0","380000"
"56","30057","0","2019/11/15 15:00:00","2019/11/30 11:59:59","0","380000","1","0","0","380000"
"57","30058","0","2019/11/30 12:00:00","2019/12/11 11:59:59","0","380000","1","0","0","380000"
"58","30059","0","2019/12/11 12:00:00","2019/12/20 14:59:59","0","380000","1","0","0","380000"
"59","30060","0","2019/12/20 15:00:00","2019/12/31 11:59:59","0","380000","1","0","0","380000"
"60","50061","0","2019/12/31 12:00:00","2020/01/03 18:59:59","380000","0","2","0","380000","380000"
"61","30063","0","2020/01/10 12:00:00","2020/01/16 14:59:59","0","380000","1","0","0","380000"
"62","30064","0","2020/01/16 15:00:00","2020/01/31 11:59:59","0","380000","1","0","0","380000"
"63","30065","0","2020/01/31 12:00:00","2020/02/10 11:59:59","0","380000","1","0","0","380000"
"64","30066","0","2020/02/10 12:00:00","2020/02/15 14:59:59","0","380000","1","0","0","380000"
"65","50067","0","2020/02/15 15:00:00","2020/02/25 11:59:59","380000","0","2","0","380000","380000"
"66","30068","0","2020/02/25 12:00:00","2020/02/29 11:59:59","0","380000","1","0","0","380000"
"67","30069","0","2020/02/29 12:00:00","2020/03/13 14:59:59","0","380000","1","0","0","380000"
"68","30070","0","2020/03/13 15:00:00","2020/03/26 11:59:59","0","380000","1","0","0","380000"
"69","30071","0","2020/03/26 12:00:00","2020/03/31 11:59:59","0","380000","1","0","0","380000"
"70","30072","0","2020/03/31 12:00:00","2020/04/10 11:59:59","0","380000","1","0","0","380000"
"71","30073","0","2020/04/10 12:00:00","2020/04/15 14:59:59","0","380000","1","0","0","380000"
"72","30074","0","2020/04/15 15:00:00","2020/04/24 11:59:59","0","380000","1","0","0","380000"
"73","30075","0","2020/04/24 12:00:00","2020/04/30 11:59:59","0","380000","1","0","0","380000"
"74","30076","0","2020/04/30 12:00:00","2020/05/10 11:59:59","0","380000","1","0","0","380000"
"75","30077","0","2020/05/10 12:00:00","2020/05/15 14:59:59","0","380000","1","0","0","380000"
"76","30078","0","2020/05/15 15:00:00","2020/05/31 11:59:59","0","380000","1","0","0","380000"
"77","50079","0","2020/05/31 12:00:00","2020/06/03 18:59:59","380000","0","2","0","380000","380000"
"78","30080","0","2020/06/03 19:00:00","2020/06/10 11:59:59","0","380000","1","0","0","380000"
"79","30081","0","2020/06/10 12:00:00","2020/06/17 14:59:59","0","380000","1","0","0","380000"
"80","30082","0","2020/06/17 15:00:00","2020/06/24 11:59:59","0","380000","1","0","0","380000"
"81","30083","0","2020/06/24 12:00:00","2020/06/30 11:59:59","0","380000","1","0","0","380000"
"82","50084","0","2020/06/30 12:00:00","2020/07/03 18:59:59","380000","0","2","0","380000","380000"
"83","30085","0","2020/07/03 19:00:00","2020/07/10 11:59:59","0","380000","1","0","0","380000"
"84","30086","0","2020/07/10 12:00:00","2020/07/15 14:59:59","0","380000","1","0","0","380000"
"85","30087","0","2020/07/15 15:00:00","2020/07/22 11:59:59","0","380000","1","0","0","380000"
"86","30088","0","2020/07/22 12:00:00","2020/07/27 11:59:59","0","380000","1","0","0","380000"
"87","30089","0","2020/07/27 12:00:00","2020/07/31 11:59:59","0","380000","1","0","0","380000"
"88","30090","0","2020/07/31 12:00:00","2020/08/10 11:59:59","0","380000","1","0","0","380000"
"89","30091","0","2020/08/10 12:00:00","2020/08/15 14:59:59","0","380000","1","0","0","380000"
"90","40003","0","2020/08/15 15:00:00","2020/08/26 11:59:59","0","380000","1","0","0","380000"
"91","30093","0","2020/08/26 12:00:00","2020/08/31 11:59:59","0","380000","1","0","0","380000"
"92","50094","0","2020/08/31 12:00:00","2020/09/03 18:59:59","380000","0","2","0","380000","380000"
"93","30095","0","2020/09/03 19:00:00","2020/09/14 11:59:59","0","380000","1","0","0","380000"
"94","30096","0","2020/09/14 12:00:00","2020/09/19 14:59:59","0","380000","1","0","0","380000"
"95","30097","0","2020/09/19 15:00:00","2020/09/30 11:59:59","0","380000","1","0","0","380000"
"96","30098","0","2020/09/30 12:00:00","2020/10/10 11:59:59","0","380000","1","0","0","380000"
"97","30099","0","2020/10/10 12:00:00","2020/10/15 14:59:59","0","380000","1","0","0","380000"
"98","30100","0","2020/10/15 15:00:00","2020/10/26 14:59:59","0","380000","1","0","0","380000"
"99","30101","0","2020/10/26 15:00:00","2020/10/31 11:59:59","0","380000","1","0","0","380000"
"100","30102","0","2020/10/31 12:00:00","2020/11/10 11:59:59","0","380000","1","0","0","380000"
"101","30103","0","2020/11/10 12:00:00","2020/11/21 14:59:59","0","380000","1","0","0","380000"
"102","30104","0","2020/11/21 15:00:00","2020/11/30 11:59:59","0","380000","1","0","0","380000"
"103","30105","0","2020/11/30 12:00:00","2020/12/10 11:59:59","0","380000","1","0","0","380000"
"104","30106","0","2020/12/10 12:00:00","2020/12/21 14:59:59","0","380000","1","0","0","380000"
"105","30107","0","2020/12/21 15:00:00","2020/12/31 11:59:59","0","380000","1","0","0","380000"
"106","50108","0","2020/12/31 12:00:00","2021/01/03 18:59:59","380000","0","2","0","380000","380000"
"107","30109","0","2021/01/03 19:00:00","2021/01/12 11:59:59","0","380000","1","0","0","380000"
"108","30110","0","2021/01/12 12:00:00","2021/01/17 11:59:59","0","380000","1","0","0","380000"
"109","30111","0","2021/01/17 12:00:00","2021/01/22 14:59:59","0","380000","1","0","0","380000"
"110","30112","0","2021/01/22 15:00:00","2021/01/31 11:59:59","0","380000","1","0","0","380000"
"111","30113","0","2021/01/31 12:00:00","2021/02/10 11:59:59","0","380000","1","0","0","380000"
"112","30114","0","2021/02/10 12:00:00","2021/02/15 22:59:59","0","380000","1","0","0","380000"
"113","40004","0","2021/02/15 23:00:00","2021/02/23 14:59:59","0","380000","1","0","0","380000"
"114","30117","0","2021/02/23 15:00:00","2021/02/28 11:59:59","380000","380000","2","0","380000","380000"
"115","50119","0","2021/02/28 12:00:00","2021/03/03 18:59:59","380000","0","2","0","380000","380000"
"116","30120","0","2021/03/03 19:00:00","2021/03/12 11:59:59","0","380000","1","0","0","380000"
"117","30121","0","2021/03/08 12:00:00","2021/03/24 11:59:59","0","380000","1","0","0","380000"
"118","30122","0","2021/03/12 12:00:00","2021/03/22 14:59:59","0","380000","1","0","0","380000"
"119","30123","0","2021/03/22 15:00:00","2021/03/31 11:59:59","0","380000","1","0","0","380000"
"120","30125","0","2021/03/31 14:00:00","2021/04/08 11:59:59","0","380000","1","0","0","380000"
"121","30126","0","2021/04/08 12:00:00","2021/04/15 14:59:59","0","380000","1","0","0","380000"
"122","30127","0","2021/04/15 15:00:00","2021/04/22 11:59:59","0","380000","1","0","0","380000"
"123","30128","0","2021/04/22 12:00:00","2021/04/28 11:59:59","0","380000","1","0","0","380000"
"124","50129","0","2021/04/28 12:00:00","2021/04/30 11:59:59","380000","0","2","0","380000","380000"
"125","30130","0","2021/04/30 12:00:00","2021/05/11 11:59:59","0","380000","1","0","0","380000"
"126","30131","0","2021/05/11 12:00:00","2021/05/21 14:59:59","0","380000","1","0","0","380000"
"127","30133","0","2021/05/21 15:00:00","2021/05/31 11:59:59","0","380000","1","0","0","380000"
"128","30134","0","2021/05/31 12:00:00","2021/06/09 11:59:59","0","380000","1","0","0","380000"
"129","30135","0","2021/06/09 12:00:00","2021/06/16 14:59:59","0","380000","1","0","0","380000"
"130","30137","0","2021/06/16 15:00:00","2021/06/24 14:59:59","0","380000","1","0","0","380000"
"131","30136","0","2021/06/16 15:00:00","2021/06/20 14:59:59","0","380000","1","0","0","380000"
"132","30138","0","2021/06/20 15:00:00","2021/06/24 14:59:59","0","380000","1","0","0","380000"
"133","30139","0","2021/06/24 15:00:00","2021/06/30 11:59:59","0","380000","1","0","0","380000"
"134","50140","0","2021/06/30 12:00:00","2021/07/03 18:59:59","380000","0","2","0","380000","380000"
"135","30141","0","2021/07/03 19:00:00","2021/07/12 11:59:59","0","380000","1","0","0","380000"
"136","30142","0","2021/07/08 12:00:00","2021/07/15 14:59:59","0","380000","1","0","0","380000"
"137","30144","0","2021/07/15 15:00:00","2021/07/24 14:59:59","0","380000","1","0","0","380000"
"138","30143","0","2021/07/15 15:00:00","2021/07/19 14:59:59","0","380000","1","0","0","380000"
"139","30145","0","2021/07/19 15:00:00","2021/07/24 14:59:59","0","380000","1","0","0","380000"
"140","30146","0","2021/07/24 15:00:00","2021/07/31 11:59:59","0","380000","1","0","0","380000"
"141","30147","0","2021/07/31 12:00:00","2021/08/09 11:59:59","0","380000","1","0","0","380000"
"142","30148","0","2021/08/09 12:00:00","2021/08/15 14:59:59","0","380000","1","0","0","380000"
"143","40005","0","2021/08/15 15:00:00","2021/08/23 11:59:59","0","380000","1","0","0","380000"
"144","30150","0","2021/08/23 12:00:00","2021/08/31 11:59:59","0","380000","1","0","0","380000"
"145","50151","0","2021/08/31 12:00:00","2021/09/03 18:59:59","380000","0","2","0","380000","380000"
"146","30152","0","2021/09/03 19:00:00","2021/09/08 11:59:59","0","380000","1","0","0","380000"
"147","30153","0","2021/09/08 12:00:00","2021/09/13 11:59:59","0","380000","1","0","0","380000"
"148","30154","0","2021/09/13 12:00:00","2021/09/18 11:59:59","0","380000","1","0","0","380000"
"149","40006","0","2021/09/18 12:00:00","2021/09/24 11:59:59","0","380000","1","0","0","380000"
"150","30157","0","2021/09/24 12:00:00","2021/09/30 11:59:59","0","380000","1","0","0","380000"
"151","30156","0","2021/09/24 12:00:00","2021/09/30 11:59:59","0","380000","1","0","0","380000"
"152","30158","0","2021/09/30 12:00:00","2021/10/08 11:59:59","0","380000","1","0","0","380000"
"153","30159","0","2021/10/08 12:00:00","2021/10/15 14:59:59","0","380000","1","0","0","380000"
"154","30160","0","2021/10/15 15:00:00","2021/10/22 11:59:59","0","380000","1","0","0","380000"
"155","30161","0","2021/10/22 12:00:00","2021/10/31 11:59:59","0","380000","1","0","0","380000"
"156","50162","0","2021/10/31 12:00:00","2021/11/03 18:59:59","380000","0","2","0","380000","380000"
"157","30163","0","2021/11/03 19:00:00","2021/11/11 11:59:59","0","380000","1","0","0","380000"
"158","30164","0","2021/11/11 12:00:00","2021/11/16 11:59:59","0","380000","1","0","0","380000"
"159","30166","0","2021/11/16 12:00:00","2021/11/24 11:59:59","0","380000","1","0","0","380000"
"160","30167","0","2021/11/24 12:00:00","2021/11/30 11:59:59","0","380000","1","0","0","380000"
"161","30168","0","2021/11/30 12:00:00","2021/12/08 11:59:59","0","380000","1","0","0","380000"
"162","30169","0","2021/12/08 12:00:00","2021/12/15 14:59:59","0","380000","1","0","0","380000"
"163","30170","0","2021/12/15 15:00:00","2021/12/22 11:59:59","0","380000","1","0","0","380000"
"164","30171","0","2021/12/22 12:00:00","2021/12/31 11:59:59","0","380000","1","0","0","380000"
"165","50172","0","2021/12/31 12:00:00","2022/01/03 18:59:59","380000","0","2","0","380000","380000"
"166","30173","0","2022/01/03 19:00:00","2022/01/11 11:59:59","0","380000","1","0","0","380000"
"167","30174","0","2022/01/11 12:00:00","2022/01/15 14:59:59","0","380000","1","0","0","380000"
"168","30175","0","2022/01/15 15:00:00","2022/01/24 11:59:59","0","380000","1","0","0","380000"
"169","30176","0","2022/01/24 12:00:00","2022/01/27 11:59:59","0","380000","1","0","0","380000"
"170","30177","0","2022/01/27 12:00:00","2022/01/31 11:59:59","0","380000","1","0","0","380000"
"171","30178","0","2022/01/31 12:00:00","2022/02/08 11:59:59","0","380000","1","0","0","380000"
"172","30179","0","2022/02/08 12:00:00","2022/02/15 14:59:59","0","380000","1","0","0","380000"
"173","40007","0","2022/02/15 15:00:00","2022/02/24 11:59:59","0","380000","1","0","0","380000"
"174","30180","0","2022/02/15 15:00:00","2022/02/24 11:59:59","0","380000","1","0","0","380000"
"175","30182","0","2022/02/24 12:00:00","2022/02/28 11:59:59","0","380000","1","0","0","380000"
"176","50183","0","2022/02/28 12:00:00","2022/03/03 18:59:59","380000","0","2","0","380000","380000"
"177","30184","0","2022/03/03 19:00:00","2022/03/11 11:59:59","0","380000","1","0","0","380000"
"178","30185","0","2022/03/08 12:00:00","2022/03/11 11:59:59","0","380000","1","0","0","380000"
"179","30186","0","2022/03/11 12:00:00","2022/03/15 14:59:59","0","380000","1","0","0","380000"
"180","30187","0","2022/03/15 15:00:00","2022/03/24 11:59:59","0","380000","1","0","0","380000"
"181","30188","0","2022/03/24 12:00:00","2022/03/28 11:59:59","0","380000","1","0","0","380000"
"182","30189","0","2022/03/28 12:00:00","2022/03/31 11:59:59","0","380000","1","0","0","380000"
"183","50190","0","2022/03/31 12:00:00","2022/04/03 18:59:59","380000","0","2","0","380000","380000"
"184","30191","0","2022/04/03 19:00:00","2022/04/11 11:59:59","0","380000","1","0","0","380000"
"185","30192","0","2022/04/11 12:00:00","2022/04/15 14:59:59","0","380000","1","0","0","380000"
"186","30193","0","2022/04/15 15:00:00","2022/04/22 11:59:59","0","380000","1","0","0","380000"
"187","30194","0","2022/04/22 12:00:00","2022/04/30 11:59:59","0","380000","1","0","0","380000"
"188","50195","0","2022/04/30 12:00:00","2022/05/03 18:59:59","380000","0","2","0","380000","380000"
"189","30196","0","2022/05/03 19:00:00","2022/05/11 11:59:59","0","380000","1","0","0","380000"
"190","30197","0","2022/05/11 12:00:00","2022/05/15 14:59:59","0","380000","1","0","0","380000"
"191","30198","0","2022/05/15 15:00:00","2022/05/24 11:59:59","0","380000","1","0","0","380000"
"192","30199","0","2022/05/24 12:00:00","2022/05/28 11:59:59","0","380000","1","0","0","380000"
"193","50200","0","2022/05/28 12:00:00","2022/05/31 11:59:59","380000","0","2","0","380000","380000"
"194","30201","0","2022/05/31 12:00:00","2022/06/09 11:59:59","0","380000","1","0","0","380000"
"195","30202","0","2022/06/09 12:00:00","2022/06/15 14:59:59","0","380000","1","0","0","380000"
"196","30203","0","2022/06/15 15:00:00","2022/06/24 11:59:59","0","380000","1","0","0","380000"
"197","30204","0","2022/06/24 12:00:00","2022/06/30 11:59:59","0","380000","1","0","0","380000"
"198","30205","0","2022/06/30 12:00:00","2022/07/08 11:59:59","0","380000","1","0","0","380000"
"199","30206","0","2022/07/08 12:00:00","2022/07/11 11:59:59","0","380000","1","0","0","380000"
"200","30207","0","2022/07/11 12:00:00","2022/07/15 14:59:59","0","380000","1","0","0","380000"
"201","30208","0","2022/07/15 15:00:00","2022/07/25 11:59:59","0","380000","1","0","0","380000"
"202","30209","0","2022/07/25 12:00:00","2022/07/28 11:59:59","0","380000","1","0","0","380000"
"203","30210","0","2022/07/28 12:00:00","2022/07/31 11:59:59","0","380000","1","0","0","380000"
"204","30211","0","2022/07/31 12:00:00","2022/08/09 11:59:59","0","380000","1","0","0","380000"
"205","30212","0","2022/08/09 12:00:00","2022/08/12 11:59:59","0","380000","1","0","0","380000"
"206","30213","0","2022/08/12 12:00:00","2022/08/15 14:59:59","0","380000","1","0","0","380000"
"207","40008","0","2022/08/15 15:00:00","2022/08/23 11:59:59","0","380000","1","0","0","380000"
"208","30215","0","2022/08/23 12:00:00","2022/08/26 11:59:59","0","380000","1","0","0","380000"
"209","30216","0","2022/08/26 12:00:00","2022/08/31 11:59:59","0","380000","1","0","0","380000"
"210","50217","0","2022/08/31 12:00:00","2022/09/03 18:59:59","380000","0","2","0","380000","380000"
"211","30218","0","2022/09/03 19:00:00","2022/09/12 11:59:59","0","380000","1","0","0","380000"
"212","30219","0","2022/09/12 12:00:00","2022/09/15 14:59:59","0","380000","1","0","0","380000"
"213","30220","0","2022/09/15 15:00:00","2022/09/22 11:59:59","0","380000","1","0","0","380000"
"214","30221","0","2022/09/22 12:00:00","2022/09/30 11:59:59","0","380000","1","0","0","380000"
"215","30222","0","2022/09/30 12:00:00","2022/10/11 11:59:59","0","380000","1","0","0","380000"
"216","30223","0","2022/10/11 12:00:00","2022/10/15 14:59:59","0","380000","1","0","0","380000"
"217","30224","0","2022/10/15 15:00:00","2022/10/25 11:59:59","0","380000","1","0","0","380000"
"218","30225","0","2022/10/25 12:00:00","2022/10/28 11:59:59","0","380000","1","0","0","380000"
"219","30226","0","2022/10/28 12:00:00","2022/10/31 11:59:59","0","380000","1","0","0","380000"
"220","30227","0","2022/10/31 12:00:00","2022/11/08 11:59:59","0","380000","1","0","0","380000"
"221","30228","0","2022/11/08 12:00:00","2022/11/11 11:59:59","0","380000","1","0","0","380000"
"222","30229","0","2022/11/11 12:00:00","2022/11/15 14:59:59","0","380000","1","0","0","380000"
"223","30230","0","2022/11/15 15:00:00","2022/11/24 11:59:59","0","380000","1","0","0","380000"
"224","50231","0","2022/11/24 12:00:00","2022/11/27 11:59:59","380000","0","2","0","380000","380000"
"225","30232","0","2022/11/27 12:00:00","2022/11/30 11:59:59","0","380000","1","0","0","380000"
"226","30233","0","2022/11/30 12:00:00","2022/12/09 11:59:59","0","380000","1","0","0","380000"
"227","30234","0","2022/12/09 12:00:00","2022/12/16 11:59:59","0","380000","1","0","0","380000"
"228","30235","0","2022/12/16 12:00:00","2022/12/23 11:59:59","0","380000","1","0","0","380000"
"229","30236","0","2022/12/23 12:00:00","2022/12/31 11:59:59","0","380000","1","0","0","380000"
"230","50237","0","2022/12/31 12:00:00","2023/01/03 18:59:59","380000","0","2","0","380000","380000"
"231","30238","0","2023/01/03 19:00:00","2023/01/10 11:59:59","0","380000","1","0","0","380000"
"232","30239","0","2023/01/10 12:00:00","2023/01/15 14:59:59","0","380000","1","0","0","380000"
"233","30240","0","2023/01/15 15:00:00","2023/01/24 11:59:59","0","380000","1","0","0","380000"
"234","30241","0","2023/01/24 12:00:00","2023/01/31 11:59:59","0","380000","1","0","0","380000"
"235","30242","0","2023/01/31 12:00:00","2023/02/09 11:59:59","0","380000","1","0","0","380000"
"236","30243","0","2023/02/09 12:00:00","2023/02/12 11:59:59","0","380000","1","0","0","380000"
"237","30244","0","2023/02/12 12:00:00","2023/02/15 14:59:59","0","380000","1","0","0","380000"
"238","40009","0","2023/02/15 15:00:00","2023/02/24 11:59:59","0","380000","1","0","0","380000"
"239","30245","0","2023/02/15 15:00:00","2023/02/22 14:59:59","0","380000","1","0","0","380000"
"240","30247","0","2023/02/24 12:00:00","2023/02/28 11:59:59","0","380000","1","0","0","380000"
"241","50248","0","2023/02/28 12:00:00","2023/03/03 18:59:59","380000","0","2","0","380000","380000"
"242","30249","0","2023/03/03 19:00:00","2023/03/10 11:59:59","0","380000","1","0","0","380000"
"243","30250","0","2023/03/10 12:00:00","2023/03/17 11:59:59","0","380000","1","0","0","380000"
"244","30251","0","2023/03/17 12:00:00","2023/03/27 11:59:59","0","380000","1","0","0","380000"
"245","30252","0","2023/03/27 12:00:00","2023/03/31 11:59:59","0","380000","1","0","0","380000"
"246","30253","0","2023/03/31 12:00:00","2023/04/07 11:59:59","0","380000","1","0","0","380000"
"247","30254","0","2023/04/07 12:00:00","2023/04/10 11:59:59","0","380000","1","0","0","380000"
"248","30255","0","2023/04/10 12:00:00","2023/04/17 11:59:59","0","380000","1","0","0","380000"
"249","30256","0","2023/04/17 12:00:00","2023/04/25 11:59:59","0","380000","1","0","0","380000"
"250","30257","0","2023/04/25 12:00:00","2023/04/30 11:59:59","0","380000","1","0","0","380000"
"251","30258","0","2023/04/30 12:00:00","2023/05/10 11:59:59","0","380000","1","0","0","380000"
"252","30259","0","2023/05/10 12:00:00","2023/05/15 14:59:59","0","380000","1","0","0","380000"
"253","30260","0","2023/05/15 15:00:00","2023/05/24 11:59:59","0","380000","1","0","0","380000"
"254","50261","0","2023/05/24 12:00:00","2023/05/27 11:59:59","380000","0","2","0","380000","380000"
"255","30262","0","2023/05/27 12:00:00","2023/05/31 11:59:59","0","380000","1","0","0","380000"
"256","30263","0","2023/05/31 12:00:00","2023/06/09 11:59:59","0","380000","1","0","0","380000"
"257","30264","0","2023/06/09 12:00:00","2023/06/15 14:59:59","0","380000","1","0","0","380000"
"258","30265","0","2023/06/15 15:00:00","2023/06/23 11:59:59","0","380000","1","0","0","380000"
"259","30266","0","2023/06/23 12:00:00","2023/06/30 11:59:59","0","380000","1","0","0","380000"
"260","50267","0","2023/06/30 12:00:00","2023/07/03 18:59:59","380000","0","2","0","380000","380000"
"261","30268","0","2023/07/03 19:00:00","2023/07/12 11:59:59","0","380000","1","0","0","380000"
"262","30269","0","2023/07/12 12:00:00","2023/07/15 14:59:59","0","380000","1","0","0","380000"
"263","30270","0","2023/07/15 15:00:00","2023/07/25 11:59:59","0","380000","1","0","0","380000"
"264","30271","0","2023/07/25 12:00:00","2023/07/31 11:59:59","0","380000","1","0","0","380000"
"265","30272","0","2023/07/31 12:00:00","2023/08/09 11:59:59","0","380000","1","0","0","380000"
"266","30273","0","2023/08/09 12:00:00","2023/08/12 11:59:59","0","380000","1","0","0","380000"
