20c96d0f84f6388992d93c562124ff1c2043766961c065f87193854304dd0a8c,ad977ed41a1bf9c6a9d1f3f27094600074b882ee3b494cfdc08740234343c40a,c14ceb96bd7ac1f9206c67e720516d008df8ef7874294f4f553e72f197d67672,a2527767aca2147929011be4db5d5a331097b2c14739f5b66dedd8c0e634420b,7e3b22d3380873427beb6756ae7efd1ce3b5b17ea3e0e4cd10e661b110dcb157,f6203bd2b1e18439690fa193fd9069d4e0b97e3ba6336a617003c2d6f153d352,d4f3fb539e08e34350e860cfa03dec2b1b7ef01e7ba3e785a2b6a36e713b0c8a,890297de18f72ed4ff55f241564e37ace9a755f7b98ba9aab633b68b30a5f9f0,c9df9297645bb2a71e5299a66f6ca3b35e3b2338a482b5614006dd646bfbdb86,8d7039fbd439f4b9129251d6aedd5c0569d6d08a4780eed6249f36da171e185d,710835f153311b94a7ab5a8301f4f17a62fe6562d75bdf7c227d8c6fd7d77851
"","","0.12","6","","0","1001","","1000005","","1010010024"
"","","0.12","6","","0","1001","","1","","1010010025"
"","","","93","","","1001","0","0.12","","1010010026"
"","","","91","","","1001","","0","","1010010027"
"","","","23","","","1002","se_travel_finish_assemble","se_travel","0","1010020001"
"0","-275","1.46","1","travel_exdrama_r_100_run","-160","1002","1000001","1","1","1010020002"
"0","-575","1.46","1","travel_exdrama_r_100_run","-200","1002","1000002","1","2","1010020003"
"0","-750","1.46","1","travel_exdrama_r_100_run","-250","1002","1000003","1","3","1010020004"
"1","575","1.46","1","travel_exdrama_r_100_run","-175","1002","1000004","1","4","1010020005"
"1","750","1.46","1","travel_exdrama_r_100_run","-250","1002","1000005","1","5","1010020006"
"","20","0","31","","1","1002","10000","10000","-40","1010020007"
"","1","","2","","0","1002","-100","1000001","-160","1010020008"
"","1","","2","","0","1002","-275","1000002","-200","1010020009"
"","1","","2","","0","1002","-450","1000003","-250","1010020010"
"","1","","2","","0","1002","275","1000004","-175","1010020011"
"","1","","2","","0","1002","450","1000005","-250","1010020012"
"","0","","93","","0","1002","0","1","0","1010020013"
"0","","0.2","3","","0","1002","travel_exdrama_r_100_raiseup","1000001","0","1010020014"
"0","","0","3","","0","1002","travel_exdrama_r_100_idle","1000002","1","1010020015"
"0","","0","3","","0","1002","travel_exdrama_r_100_idle","1000003","1","1010020016"
"0","","0","3","","0","1002","travel_exdrama_r_100_idle","1000004","1","1010020017"
"0","","0","3","","0","1002","travel_exdrama_r_100_idle","1000005","1","1010020018"
"0","-100","1.46","5","travel_exdrama_r_100_raiseup","-160","1002","1","1","11","1010020019"
"","0","0","93","","0","1002","0","0.4","0","1010020020"
"","","","32","","0","1002","1","10000","","1010020021"
"","","","93","","","1002","0","0.6","","1010020022"
"","","0.12","6","","0","1002","","1000001","","1010020023"
"","","0.12","6","","0","1002","","1000002","","1010020024"
"","","0.12","6","","0","1002","","1000003","","1010020025"
"","","0.12","6","","0","1002","","1000004","","1010020026"
"","","0.12","6","","0","1002","","1000005","","1010020027"
"","","0.12","6","","0","1002","","1","","1010020028"
"","","","93","","","1002","0","0.12","","1010020029"
"","","","91","","","1002","","0","","1010020030"
"","5","1","31","","1","1011","10100","10100","-350","1010110001"
"","50","0","31","","1","1011","10002","10002","-525","1010110002"
"","-121","1","31","","1","1011","10101","10101","-184","1010110003"
"","5","0","31","","1","1011","10102","10102","-350","1010110004"
"","5","0","31","","1","1011","10103","10103","-350","1010110005"
"","5","0","31","","1","1011","10104","10104","-350","1010110006"
"0","-470","1.46","1","travel_exdrama_r_101_walk","-200","1011","1000001","1","11","1010110007"
"0","-320","1.46","1","travel_exdrama_r_101_walk","-150","1011","1000002","1","1","1010110008"
"0","-470","1.46","5","travel_exdrama_r_101_walk","-200","1011","1","1","12","1010110009"
"0","-320","1.46","5","travel_exdrama_r_101_walk","-150","1011","2","1","2","1010110010"
"","","","23","","","1012","se_travel_finish_cave_rare","se_travel","0","1010120001"
"","0.1","","2","","0","1012","-500","1000001","-200","1010120002"
"","0.1","","2","","0","1012","-350","1000002","-150","1010120003"
"","0.1","","2","","0","1012","-500","1","-200","1010120004"
"","0.1","","2","","0","1012","-350","2","-150","1010120005"
"0.2","travel_exdrama_r_101_walk","0.2","3","","1","1012","travel_exdrama_r_101_joy","1000001","0","1010120006"
"0.2","travel_exdrama_r_101_walk","0.2","3","","1","1012","travel_exdrama_r_101_joy","1000002","0","1010120007"
"0.2","travel_exdrama_r_101_walk","0.2","3","","1","1012","travel_exdrama_r_101_joy","1","0","1010120008"
"0.2","travel_exdrama_r_101_walk","0.2","3","","1","1012","travel_exdrama_r_101_joy","2","0","1010120009"
"","","","32","","","1012","0","10101","0","1010120010"
"","","","32","","","1012","1","10102","0","1010120011"
"","","","93","","","1012","0","1.66","","1010120012"
"","","","32","","","1012","1","10101","0","1010120013"
"","","","32","","","1012","0","10102","0","1010120014"
"","0.2","","2","","0","1012","-470","1000001","-200","1010120015"
"","0.2","","2","","0","1012","-320","1000002","-150","1010120016"
"","0.2","","2","","0","1012","-470","1","-200","1010120017"
"","0.2","","2","","0","1012","-320","2","-150","1010120018"
"","","","23","","","1013","se_travel_finish_cave_event","se_travel","0","1010130001"
"0","travel_exdrama_r_101_walk","0.2","3","","1","1013","travel_exdrama_r_101_panic_A","1000001","0","1010130002"
"0","travel_exdrama_r_101_walk","0.2","3","","1","1013","travel_exdrama_r_101_panic_B","1000002","0","1010130003"
"0","travel_exdrama_r_101_walk","0.2","3","","1","1013","travel_exdrama_r_101_panic_A","1","0","1010130004"
"0","travel_exdrama_r_101_walk","0.2","3","","1","1013","travel_exdrama_r_101_panic_B","2","0","1010130005"
"","","","32","","","1013","1","10002","","1010130006"
"","","","32","","","1013","1","10103","","1010130007"
"","","","93","","","1013","0","3","","1010130008"
"","","","32","","","1013","0","10002","","1010130009"
"","","","32","","","1013","0","10103","","1010130010"
"0","0.1","0","2","","0","1014","-500","1000001","-200","1010140001"
"0","0.1","0","2","","0","1014","-350","1000002","-150","1010140002"
"0","0.1","0","2","","0","1014","-500","1","-200","1010140003"
"0","0.1","0","2","","0","1014","-350","2","-150","1010140004"
"0","","0","3","","0","1014","travel_exdrama_r_finish_B_hand","1000001","0","1010140005"
"0","","0","3","","0","1014","travel_exdrama_r_finish_B_hand","1000002","0","1010140006"
"0","","0","3","","0","1014","travel_exdrama_r_101_finish","1","0","1010140007"
"0","","0","3","","0","1014","travel_exdrama_r_101_finish","2","0","1010140008"
"","","","32","","","1014","0","10101","0","1010140009"
"","","","32","","","1014","1","10104","0","1010140010"
"","5","1","31","","1","1021","10200","10200","-350","1010210001"
"","5","0","31","","1","1021","10201","10201","-350","1010210002"
"","5","0","31","","1","1021","10202","10202","-350","1010210003"
"","86","0","31","","1","1021","10203","10203","-490","1010210004"
"","105","0","31","","1","1021","10204","10204","-200","1010210005"
"","50","0","31","","1","1021","10001","10001","-525","1010210006"
"0","-490","1.46","1","travel_exdrama_r_102_book","-180","1021","1000001","1","1","1010210007"
"0","-200","1.46","1","travel_exdrama_r_102_loupe","-180","1021","1000002","1","2","1010210008"
"0","-490","1.46","5","travel_exdrama_r_102_book","-180","1021","1","1","11","1010210009"
"0","-200","1.46","5","travel_exdrama_r_102_loupe","-180","1021","2","1","12","1010210010"
"0","-339","2","5","reliclight_none","-136","1021","5","5","13","1010210011"
"","","","23","","","1022","se_travel_finish_ruins_rare","se_travel","0","1010220001"
"0.2","travel_exdrama_r_102_book","0.2","3","","1","1022","travel_exdrama_r_102_bookFind_A","1000001","0","1010220002"
"0.2","travel_exdrama_r_102_loupe","0.2","3","","1","1022","travel_exdrama_r_102_loupeFind_A","1000002","0","1010220003"
"0.2","travel_exdrama_r_102_book","0.2","3","","1","1022","travel_exdrama_r_102_bookFind_A","1","0","1010220004"
"0.2","travel_exdrama_r_102_loupe","0.2","3","","1","1022","travel_exdrama_r_102_loupeFind_A","2","0","1010220005"
"","","","32","","","1022","1","10202","","1010220006"
"","","","32","","","1022","1","10203","","1010220007"
"","","","32","","","1022","1","10204","","1010220008"
"","","","93","","","1022","0","1.66","","1010220009"
"","","","32","","","1022","0","10202","","1010220010"
"","","","32","","","1022","0","10203","","1010220011"
"","","","32","","","1022","0","10204","","1010220012"
"","","","23","","","1023","se_travel_finish_ruins_event","se_travel","0","1010230001"
"0","travel_exdrama_r_102_book","0.2","3","","1","1023","travel_exdrama_r_102_bookFind_B","1000001","0","1010230002"
"0","travel_exdrama_r_102_loupe","0.2","3","","1","1023","travel_exdrama_r_102_loupeFind_B","1000002","0","1010230003"
"0","travel_exdrama_r_102_book","0.2","3","","1","1023","travel_exdrama_r_102_bookFind_B","1","0","1010230004"
"0","travel_exdrama_r_102_loupe","0.2","3","","1","1023","travel_exdrama_r_102_loupeFind_B","2","0","1010230005"
"","","","3","","","1023","reliclight_on","5","0","1010230006"
"","","","32","","","1023","1","10201","","1010230007"
"","","","32","","","1023","1","10001","","1010230008"
"","","","93","","","1023","0","3","","1010230009"
"","","","32","","","1023","0","10201","","1010230010"
"","","","32","","","1023","0","10001","","1010230011"
"","","","3","","","1023","reliclight_none","5","0","1010230012"
"0","","0","4","","0","1024","1","1000002","0","1010240001"
"0","","0","4","","0","1024","1","2","0","1010240002"
"0","","0","3","","0","1024","travel_exdrama_r_finish_A","1000001","0","1010240003"
"0","","0","3","","0","1024","travel_exdrama_r_finish_A_front","1000002","0","1010240004"
"0","","0","3","","0","1024","travel_exdrama_r_102_book_finish","1","0","1010240005"
"0","","0","3","","0","1024","travel_exdrama_r_102_loupe_finish","2","0","1010240006"
"","","","3","","","1024","reliclight_none","5","0","1010240007"
"","5","1","31","","1","1031","10300","10300","-350","1010310001"
"","5","0","31","","1","1031","10301","10301","-350","1010310002"
"","5","0","31","","1","1031","10302","10302","-350","1010310003"
"","50","0","31","","1","1031","10002","10002","-525","1010310004"
"0","-510","1.46","1","travel_exdrama_r_103_dig_A","-200","1031","1000001","1","5","1010310005"
"0","-400","1.46","1","travel_exdrama_r_103_dig_B","-175","1031","1000002","1","3","1010310006"
"0","-190","1.46","1","travel_exdrama_r_103_map","-140","1031","1000003","1","1","1010310007"
"0","-510","1.46","5","travel_exdrama_r_103_dig_A","-200","1031","1","1","6","1010310008"
"0","-400","1.46","5","travel_exdrama_r_103_dig_B","-175","1031","2","1","4","1010310009"
"0","-190","1.46","5","travel_exdrama_r_103_map","-140","1031","3","1","2","1010310010"
"","","","23","","","1032","se_travel_finish_dig_rare","se_travel","0","1010320001"
"0.2","travel_exdrama_r_103_dig_A","0.2","3","","1","1032","travel_exdrama_r_103_surprise_A","1000001","0","1010320002"
"0.2","travel_exdrama_r_103_dig_B","0.2","3","","1","1032","travel_exdrama_r_103_surprise_A","1000002","0","1010320003"
"0.2","travel_exdrama_r_103_map","0.2","3","","1","1032","travel_exdrama_r_103_mapSurprise_A","1000003","0","1010320004"
"0.2","travel_exdrama_r_103_dig_A","0.2","3","","1","1032","travel_exdrama_r_103_surprise_A","1","0","1010320005"
"0.2","travel_exdrama_r_103_dig_B","0.2","3","","1","1032","travel_exdrama_r_103_surprise_A","2","0","1010320006"
"0.2","travel_exdrama_r_103_map","0.2","3","","1","1032","travel_exdrama_r_103_mapSurprise_A","3","0","1010320007"
"","","","32","","","1032","1","10302","","1010320008"
"","","","93","","","1032","0","1.25","","1010320009"
"","","","32","","","1032","0","10302","","1010320010"
"","","","23","","","1033","se_travel_finish_dig_event","se_travel","0","1010330001"
"0","travel_exdrama_r_103_dig_A","0.2","3","","1","1033","travel_exdrama_r_103_surprise_B","1000001","0","1010330002"
"0","travel_exdrama_r_103_dig_B","0.2","3","","1","1033","travel_exdrama_r_103_surprise_B","1000002","0","1010330003"
"0","travel_exdrama_r_103_map","0.2","3","","1","1033","travel_exdrama_r_103_mapSurprise_B","1000003","0","1010330004"
"0","travel_exdrama_r_103_dig_A","0.2","3","","1","1033","travel_exdrama_r_103_surprise_B","1","0","1010330005"
"0","travel_exdrama_r_103_dig_B","0.2","3","","1","1033","travel_exdrama_r_103_surprise_B","2","0","1010330006"
"0","travel_exdrama_r_103_map","0.2","3","","1","1033","travel_exdrama_r_103_mapSurprise_B","3","0","1010330007"
"","","","32","","","1033","1","10301","","1010330008"
"","","","32","","","1033","1","10002","","1010330009"
"","","","93","","","1033","0","3","","1010330010"
"","","","32","","","1033","0","10301","","1010330011"
"","","","32","","","1033","0","10002","","1010330012"
"","","","4","","","1034","1","1000003","","1010340001"
"","","","4","","","1034","1","3","","1010340002"
"0","","0","3","","0","1034","travel_exdrama_r_finish_B","1000001","0","1010340003"
"0","","0","3","","0","1034","travel_exdrama_r_finish_B","1000002","0","1010340004"
"0","","0","3","","0","1034","travel_exdrama_r_finish_A_front","1000003","0","1010340005"
"0","","0","3","","0","1034","travel_exdrama_r_103_shovel","1","0","1010340006"
"0","","0","3","","0","1034","travel_exdrama_r_103_shovel","2","0","1010340007"
"0","","0","3","","0","1034","travel_exdrama_r_103_map_finish","3","0","1010340008"
"","5","1","31","","1","1041","10400","10400","-350","1010410001"
"","5","1","31","","1","1041","10401","10401","-350","1010410002"
"","5","0","31","","1","1041","10402","10402","-350","1010410003"
"","5","0","31","","1","1041","10403","10403","-350","1010410004"
"","50","0","31","","1","1041","10001","10001","-525","1010410005"
"0","-450","1.46","1","travel_exdrama_r_104_fishingIdle","-150","1041","1000001","1","12","1010410006"
"0","-200","1.46","1","travel_exdrama_r_104_idle_B","-125","1041","1000002","1","10","1010410007"
"0","-450","1.46","5","travel_exdrama_r_104_fishingIdle","-150","1041","1","2","11","1010410008"
"0","-350","1","5","none","-150","1041","10","4","20","1010410009"
"","","","23","","","1042","se_travel_finish_bridge_rare","se_travel","0","1010420001"
"0.2","travel_exdrama_r_104_fishingIdle","0.2","3","","1","1042","travel_exdrama_r_104_fishingCatch","1000001","0","1010420002"
"0.2","travel_exdrama_r_104_idle_B","0.2","3","","1","1042","travel_exdrama_r_104_glad_B","1000002","0","1010420003"
"0.2","travel_exdrama_r_104_fishingIdle","0.2","3","","1","1042","travel_exdrama_r_104_fishingCatch","1","0","1010420004"
"0","none","0","3","","1","1042","fish","10","0","1010420005"
"","","","32","","","1042","1","10402","","1010420006"
"","","","93","","","1042","0","1.25","","1010420007"
"","","","32","","","1042","0","10402","","1010420008"
"","","","23","","","1043","se_travel_finish_bridge_event","se_travel","0","1010430001"
"0","travel_exdrama_r_104_fishingIdle","0","3","","1","1043","travel_exdrama_r_104_fishingBig","1000001","0","1010430002"
"0","travel_exdrama_r_104_idle_B","0","3","","1","1043","travel_exdrama_r_104_surprise_B","1000002","0","1010430003"
"0","travel_exdrama_r_104_fishingIdle","0","3","","1","1043","travel_exdrama_r_104_fishingBig","1","0","1010430004"
"","","","32","","","1043","1","10403","","1010430005"
"","","","32","","","1043","1","10001","","1010430006"
"","","","93","","","1043","0","3","","1010430007"
"","","","32","","","1043","0","10403","","1010430008"
"","","","32","","","1043","0","10001","","1010430009"
"","","","4","","","1044","1","1000002","","1010440001"
"0","","0","3","","0","1044","travel_exdrama_r_104_fishing_finish","1000001","0","1010440002"
"0","","0","3","","0","1044","travel_exdrama_r_finish_A_front","1000002","0","1010440003"
"0","","0.2","3","","0","1044","travel_exdrama_r_104_fishing_finish","1","0","1010440004"
"","5","1","31","","1","1051","10500","10500","-350","1010510001"
"","-200","0","31","","1","1051","10501","10501","-350","1010510002"
"","50","0","31","","1","1051","10001","10001","-525","1010510003"
"0","-470","1.46","1","travel_exdrama_r_105_netSearch","-200","1051","1000001","1","1","1010510004"
"0","-200","1.46","1","travel_exdrama_r_105_binoculars","-220","1051","1000002","1","2","1010510005"
"0","-470","1.46","5","travel_exdrama_r_105_netSearch","-200","1051","1","1","5","1010510006"
"0","-200","1.46","5","travel_exdrama_r_105_binoculars","-220","1051","2","1","3","1010510007"
"0","-350","1.46","5","idle","-230","1051","10","3","4","1010510008"
"0.1","travel_exdrama_r_105_netSearch","0.2","3","","1","1052","travel_exdrama_r_105_netFind_A","1000001","0","1010520001"
"0.2","travel_exdrama_r_105_binoculars","0.2","3","","1","1052","travel_exdrama_r_105_binocularsFind_A","1000002","0","1010520002"
"0.1","travel_exdrama_r_105_netSearch","0.2","3","","1","1052","travel_exdrama_r_105_netFind_A","1","0","1010520003"
"0.2","travel_exdrama_r_105_binoculars","0.2","3","","1","1052","travel_exdrama_r_105_binocularsFind_A","2","0","1010520004"
"0.2","idle","0.2","3","","1","1052","beetle","10","0","1010520005"
"","","","32","","","1052","1","10501","","1010520006"
"","","","93","","","1052","0","1.2","","1010520007"
"","","","32","","","1052","0","10501","","1010520008"
"","","","23","","","1053","se_travel_finish_insects_event","se_travel","0","1010530001"
"0","travel_exdrama_r_105_netSearch","0.2","3","","1","1053","travel_exdrama_r_105_netFind_B","1000001","0","1010530002"
"0","travel_exdrama_r_105_binoculars","0.2","3","","1","1053","travel_exdrama_r_105_binocularsFind_B","1000002","0","1010530003"
"0","travel_exdrama_r_105_netSearch","0.2","3","","1","1053","travel_exdrama_r_105_netFind_B","1","0","1010530004"
"0","travel_exdrama_r_105_binoculars","0.2","3","","1","1053","travel_exdrama_r_105_binocularsFind_B","2","0","1010530005"
"0","idle","0.2","3","","1","1053","butterfly","10","0","1010530006"
"","","","32","","","1053","1","10501","","1010530007"
"","","","32","","","1053","1","10001","","1010530008"
"","","","93","","","1053","0","2.6","","1010530009"
"","","","32","","","1053","0","10501","","1010530010"
"","","","32","","","1053","1","10501","","1010530011"
"","","","93","","","1053","0","0.4","","1010530012"
"","","","32","","","1053","0","10501","","1010530013"
"","","","32","","","1053","0","10001","","1010530014"
"","","","4","","","1054","1","1000002","","1010540001"
"","","","4","","","1054","1","2","","1010540002"
"0","","0","3","","0","1054","travel_exdrama_r_finish_B_hand","1000001","0","1010540003"
"0","","0","3","","0","1054","travel_exdrama_r_finish_B","1000002","0","1010540004"
"0","","0","3","","0","1054","travel_exdrama_r_105_net_finish","1","0","1010540005"
"0","","0","3","","0","1054","travel_exdrama_r_105_binoculars_finish","2","0","1010540006"
"0","","0","3","","0","1054","stop","10","0","1010540007"
"","5","1","31","","1","1061","10600","10600","-350","1010610001"
"","5","0","31","","1","1061","10601","10601","-350","1010610002"
"","5","0","31","","1","1061","10602","10602","-350","1010610003"
"","5","0","31","","1","1061","10603","10603","-350","1010610004"
"","5","1","31","","1","1061","10604","10604","-350","1010610005"
"","5","1","31","","1","1061","10605","10605","-350","1010610006"
"","50","0","31","","1","1061","10001","10001","-525","1010610007"
"0","-497","1.46","1","travel_exdrama_r_106_idle_A","-224","1061","1000001","1","18","1010610008"
"0","-208","1.46","1","travel_exdrama_r_106_idle_B","-116","1061","1000002","1","2","1010610009"
"0","-497","1.46","5","travel_exdrama_r_106_idle_A","-224","1061","1","1","30","1010610010"
"0","-208","1.46","5","travel_exdrama_r_000_none","-116","1061","2","1","3","1010610011"
"","","","23","","","1062","se_travel_finish_beach_rare","se_travel","0","1010620001"
"0.2","travel_exdrama_r_106_idle_A","0","3","","1","1062","travel_exdrama_r_106_rare_A","1000001","0","1010620002"
"0.2","travel_exdrama_r_106_idle_B","0","3","","1","1062","travel_exdrama_r_106_rare_B","1000002","0","1010620003"
"0.2","travel_exdrama_r_106_idle_A","0","3","","1","1062","travel_exdrama_r_106_rare_A","1","0","1010620004"
"0.2","travel_exdrama_r_000_none","0","3","","0","1062","travel_exdrama_r_106_rare_B","2","0","1010620005"
"","","","32","","","1062","1","10603","","1010620006"
"","","","93","","","1062","0","1.2","","1010620007"
"","","","32","","","1062","0","10603","","1010620008"
"","","","23","","","1063","se_travel_finish_beach_event","se_travel","0","1010630001"
"0","travel_exdrama_r_106_idle_A","0","3","","1","1063","travel_exdrama_r_106_memory_A","1000001","0","1010630002"
"0","travel_exdrama_r_106_idle_B","0","3","","1","1063","travel_exdrama_r_106_memory_B","1000002","0","1010630003"
"0","travel_exdrama_r_106_idle_A","0","3","","1","1063","travel_exdrama_r_106_memory_A","1","0","1010630004"
"","","","32","","","1063","1","10601","","1010630005"
"","","","32","","","1063","1","10602","","1010630006"
"","","","32","","","1063","1","10001","","1010630007"
"","","","93","","","1063","0","3","","1010630008"
"","","","32","","","1063","0","10601","","1010630009"
"","","","32","","","1063","0","10602","","1010630010"
"","","","32","","","1063","0","10001","","1010630011"
"","","","4","","","1064","1","1000002","","1010640001"
"","","","4","","","1064","1","1000001","","1010640002"
"","","","4","","","1064","1","2","","1010640003"
"0","","0","3","","","1064","travel_exdrama_r_106_finish_A","1000001","0","1010640004"
"0","","0","3","","","1064","travel_exdrama_r_106_finish_B","1000002","0","1010640005"
"0","","0","3","","","1064","travel_exdrama_r_106_rare_A","1","0","1010640006"
"0","","0","3","","","1064","travel_exdrama_r_000_none","2","0","1010640007"
"","5","1","31","","1","1071","10700","10700","-350","1010710001"
"","5","1","31","","1","1071","10701","10701","-350","1010710002"
"","5","0","31","","1","1071","10702","10702","-350","1010710003"
"","5","0","31","","1","1071","10703","10703","-350","1010710004"
"","50","0","31","","1","1071","10001","10001","-525","1010710005"
"0","-470","1.46","1","travel_exdrama_r_107_dig_A","-170","1071","1000001","1","32","1010710006"
"1","-215","1.46","1","travel_exdrama_r_107_dig_B","-170","1071","1000002","1","30","1010710007"
"0","-470","1.46","5","travel_exdrama_r_107_dig_A","-170","1071","1","1","33","1010710008"
"1","-215","1.46","5","travel_exdrama_r_107_dig_B","-170","1071","10","1","31","1010710009"
"","","","23","","","1072","se_travel_finish_raredrop","se_travel","0","1010720001"
"0.2","travel_exdrama_r_107_dig_A","0.2","3","","1","1072","travel_exdrama_r_107_joy","1000001","0","1010720002"
"0.2","travel_exdrama_r_107_dig_B","0.2","3","","1","1072","travel_exdrama_r_107_joy","1000002","0","1010720003"
"0.2","travel_exdrama_r_107_dig_A","0.2","3","","1","1072","travel_exdrama_r_107_joy","1","0","1010720004"
"0.2","travel_exdrama_r_107_dig_B","0.2","3","","1","1072","travel_exdrama_r_107_joy","10","0","1010720005"
"","","","32","","","1072","0","10701","","1010720006"
"","","","32","","","1072","1","10702","","1010720007"
"","","","93","","","1072","0","1.4","","1010720008"
"","","","32","","","1072","1","10701","","1010720009"
"","","","32","","","1072","0","10702","","1010720010"
"","","","23","","","1073","se_travel_finish_memory_event","se_travel","0","1010730001"
"0","travel_exdrama_r_107_dig_A","0.2","3","","1","1073","travel_exdrama_r_107_surprise_A","1000001","0","1010730002"
"0","travel_exdrama_r_107_dig_B","0.2","3","","1","1073","travel_exdrama_r_107_surprise_B","1000002","0","1010730003"
"0","travel_exdrama_r_107_dig_A","0.2","3","","1","1073","travel_exdrama_r_107_surprise_A","1","0","1010730004"
"0","travel_exdrama_r_107_dig_B","0.2","3","","1","1073","travel_exdrama_r_107_surprise_B","10","0","1010730005"
"","","","32","","","1073","1","10703","","1010730006"
"","","","32","","","1073","1","10001","","1010730007"
"","","","32","","","1073","0","10701","","1010730008"
"","","","93","","","1073","0","3","","1010730009"
"","","","32","","","1073","0","10703","","1010730010"
"","","","32","","","1073","0","10001","","1010730011"
"","","","32","","","1073","1","10701","","1010730012"
"","","","4","","","1074","1","1000002","","1010740001"
"","","","4","","","1074","1","10","","1010740002"
"0","","0","3","","0","1074","travel_exdrama_r_finish_B_hand","1000001","0","1010740003"
"0","","0","3","","0","1074","travel_exdrama_r_finish_B_hand","1000002","0","1010740004"
"0","","0","3","","0","1074","travel_exdrama_r_107_finish_A","1","0","1010740005"
"0","","0","3","","0","1074","travel_exdrama_r_107_finish_A","10","0","1010740006"
"","","","32","","","1074","0","10701","","1010740007"
"","5","1","31","","1","1081","10800","10800","-350","1010810001"
"","5","1","31","","1","1081","10401","10401","-350","1010810002"
"","5","0","31","","1","1081","10402","10402","-350","1010810003"
"","5","0","31","","1","1081","10403","10403","-350","1010810004"
"","50","0","31","","1","1081","10001","10001","-525","1010810005"
"0","-450","1.46","1","travel_exdrama_r_104_fishingIdle","-150","1081","1000001","1","12","1010810006"
"0","-200","1.46","1","travel_exdrama_r_104_idle_B","-125","1081","1000002","1","10","1010810007"
"0","-450","1.46","5","travel_exdrama_r_104_fishingIdle","-150","1081","1","2","11","1010810008"
"0","-350","1","5","none","-150","1081","10","4","20","1010810009"
"","","","23","","","1082","se_travel_finish_bridge_rare","se_travel","0","1010820001"
"0.2","travel_exdrama_r_104_fishingIdle","0.2","3","","1","1082","travel_exdrama_r_104_fishingCatch","1000001","0","1010820002"
"0.2","travel_exdrama_r_104_idle_B","0.2","3","","1","1082","travel_exdrama_r_104_glad_B","1000002","0","1010820003"
"0.2","travel_exdrama_r_104_fishingIdle","0.2","3","","1","1082","travel_exdrama_r_104_fishingCatch","1","0","1010820004"
"0","none","0","3","","1","1082","fish","10","0","1010820005"
"","","","32","","","1082","1","10402","","1010820006"
"","","","93","","","1082","0","1.25","","1010820007"
"","","","32","","","1082","0","10402","","1010820008"
"","","","23","","","1083","se_travel_finish_bridge_event","se_travel","0","1010830001"
"0","travel_exdrama_r_104_fishingIdle","0","3","","1","1083","travel_exdrama_r_104_fishingBig","1000001","0","1010830002"
"0","travel_exdrama_r_104_idle_B","0","3","","1","1083","travel_exdrama_r_104_surprise_B","1000002","0","1010830003"
