903297387ffd8990461db3393c062873326e6f306da31e9ce501c0e157b401e8,5fc6265ce8d278e17af1bd0c119f7a5291321205ff1f9894fc08ea69b3fd03c7,4e7442e8bb3889ade8b232d820e20150a4a7866b3a4ec1cdfeb8742f9bc8daa4,a4106462eb13aa9c4d1588b75a603e8f153c47c3510e48ceb389c0f888118d14,4443334b0d83d8a3a17186226280bc35db9fc335d1b71066136a3bfb5ed3e6be,a647b2db43787db472f6d580e85eb0b15e06e8cbcd92158314b16d083849df76,71e84a6d97e4dbc46804dbcf6eac4838c276276b1407f1d5fbcaac72ab6dbe0b,41d837e1af26556753ed7b44d693ad82261ca84048610432b0b4bf74106cb586,061dc832d7cc514d1fac96987e4256fc8a48b033cee9889902b13a9022d86d0d,bacc3ca8dee50542072fbc92be9ab8bd9c800b29a8e5f86ba98a469353be9bb2,3ffb337c4e5b0ea3c5c9b06234a22661dcb4ce1f8fb6b6e22a2935fd218ca3cd
"","61064","","","","1","105911","kokkoro_idle_normal","5146061","3","0.2"
"","61065","","","","1","1059","kokkoro_idle_normal","5146061","3","0.2"
"","61066","","","","1","105811","idle_normal_talk1R","5146061","3","0.2"
"","61067","","","","1","1058","idle_normal_talk1R","5146061","3","0.2"
"","61068","","","","","105811","0","5146061","4",""
"","61069","","","","","1058","0","5146061","4",""
"","61070","","","","","106011","1","5146061","4",""
"","61071","","","","","1060","1","5146061","4",""
"1","61072","","0","cool_talk_sing_shy","0","106011","cool_in_sing_shy","5146061","3","0.2"
"1","61073","","0","cool_talk_sing_shy","0","1060","cool_in_sing_shy","5146061","3","0.2"
"","61074","","","0","0","vo_apg","vo_apg_0106","5146061","21",""
"1","61075","0","0","1","10","106011","ほら、さっさと乗るわよー\nはーやだやだ…ふふふ","5146061","11","0"
"","61076","","","","","0","","5146061","91",""
"","61077","","","","","0","0","5146061","22",""
"","61078","","","","1","106011","walk_kyapi_shy","5146061","3","0.2"
"","61079","","","","1","1060","walk_kyapi_shy","5146061","3","0.2"
"","61080","","","","1","105811","walk_furimuki","5146061","3","0.2"
"","61081","","","","1","1058","walk_furimuki","5146061","3","0.2"
"","61082","","","","1","105911","kokkoro_walk_surprise","5146061","3","0.2"
"","61083","","","","1","1059","kokkoro_walk_surprise","5146061","3","0.2"
"0","61084","","","2","-278","106011","149","5146061","2",""
"0","61085","","","2","-278","1060","149","5146061","2",""
"0","61086","","","2","-278","105811","-54","5146061","2",""
"0","61087","","","2","-278","1058","-54","5146061","2",""
"0","61088","","","2","-288","105911","-214","5146061","2",""
"0","61089","","","2","-288","1059","-214","5146061","2",""
"","61090","","","","","1","0","5146061","93",""
"","61091","","","","","2","iris_in","5146061","37",""
"","61092","","","","","2","0","5146061","93",""
"","61093","","","","1","se_10055900","se_10055900_coaster_02","5146061","23",""
"","61094","","","","","10","1","5146061","32",""
"","61095","","","","0.5","30","30","5146061","122",""
"","61096","","","0","0","vo_apg","vo_apg_0107","5146061","21",""
"","61097","","","","0","202","0107_in","5146061","3","0"
"","61098","","","","","0.7","1","5146061","93",""
"","61099","","","","0","202","0107_mid","5146061","3","0"
"","61100","","","","","","","5146061","92",""
"","61101","","","","0","202","0107_out","5146061","3","0"
"","61102","","","","","0.2","0","5146061","93",""
"0","61103","","","0","-211","202","0","5146061","2",""
"","61104","","","","0.5","30","30","5146061","122",""
"","61105","","","0","0","vo_apg","vo_apg_0108","5146061","21",""
"","61106","","","","0","203","0108_in","5146061","3","0"
"","61107","","","","","0.8","1","5146061","93",""
"","61108","","","","0","203","0108_mid","5146061","3","0"
"","61109","","","","","","","5146061","92",""
"","61110","","","","0","203","0108_out","5146061","3","0"
"","61111","","","","","0.2","0","5146061","93",""
"0","61112","","","0","16","201","315","5146061","2",""
"","61113","","","","0.5","30","30","5146061","122",""
"","61114","","","0","0","vo_apg","vo_apg_0109","5146061","21",""
"","61115","","","","0","201","0109_in","5146061","3","0"
"","61116","","","","","1.1","1","5146061","93",""
"","61117","","","","0","201","0109_mid","5146061","3","0"
"","61118","","","","","","","5146061","92",""
"","61119","","","","0","201","0109_out","5146061","3","0"
"","61120","","","","","0.2","0","5146061","93",""
"","61121","","","","0.5","30","30","5146061","122",""
"","61122","","","0","0","vo_apg","vo_apg_0110","5146061","21",""
"","61123","","","","0","202","0107_in","5146061","3","0"
"","61124","","","","0","203","0108_in","5146061","3","0"
"","61125","","","","0","201","0109_in","5146061","3","0"
"","61126","","","","","1.1","1","5146061","93",""
"","61127","","","","0","202","0107_mid","5146061","3","0"
"","61128","","","","0","203","0108_mid","5146061","3","0"
"","61129","","","","0","201","0109_mid","5146061","3","0"
"","61130","","","","","","","5146061","92",""
"","61131","","","","0","202","0107_out","5146061","3","0"
"","61132","","","","0","203","0108_out","5146061","3","0"
"","61133","","","","0","201","0109_out","5146061","3","0"
"","61134","","","","","0.2","0","5146061","93",""
"0","61135","","","0","0","201","216","5146061","2",""
"","61136","","","0","0","vo_apg","vo_apg_0111","5146061","21",""
"","61137","","","","0","201","0111_in","5146061","3","0"
"","61138","","","","","1.8","1","5146061","93",""
"","61139","","","","0","201","0111_mid","5146061","3","0"
"","61140","","","","","","","5146061","92",""
"","61141","","","","0","201","0111_out","5146061","3","0"
"","61142","","","","","0.2","0","5146061","93",""
"","61143","","","","","0","0","5146061","22",""
"","61144","","","","","0.5","","5146061","93",""
"","61145","","","","","11","1","5146061","32",""
"","61146","","","","0","se_10055900","se_10055900_camera","5146061","23",""
"","61147","","","","","0.2","0","5146061","93",""
"","61148","","","","","10","0","5146061","32",""
"","61149","","","","","1.8","0","5146061","93",""
"","61150","","","","","se_10055900_coaster_02","0.5","5146061","24",""
"","61151","","","","","2","iris_out","5146061","37",""
"0","61152","","","0","-278","106011","129","5146061","2",""
"0","61153","","","0","-278","1060","129","5146061","2",""
"0","61154","","","0","-278","105811","-34","5146061","2",""
"0","61155","","","0","-278","1058","-34","5146061","2",""
"0","61156","","","0","-288","105911","-194","5146061","2",""
"0","61157","","","0","-288","1059","-194","5146061","2",""
"","61158","","","","1","106011","walk_normal_dere2","5146061","3","0.2"
"","61159","","","","1","1060","walk_normal_dere2","5146061","3","0.2"
"","61160","","","","1","105811","walk_normal_joy","5146061","3","0.2"
"","61161","","","","1","1058","walk_normal_joy","5146061","3","0.2"
"","61162","","","","1","105911","kokkoro_walk_normal_dere","5146061","3","0.2"
"","61163","","","","1","1059","kokkoro_walk_normal_dere","5146061","3","0.2"
"0","61164","","","2","-278","106011","290","5146061","2",""
"0","61165","","","2","-278","1060","290","5146061","2",""
"0","61166","","","2","-278","105811","-225","5146061","2",""
"0","61167","","","2","-278","1058","-225","5146061","2",""
"0","61168","","","2","-288","105911","-385","5146061","2",""
"0","61169","","","2","-288","1059","-385","5146061","2",""
"","61170","","","","","106011","0","5146061","4",""
"","61171","","","","","1060","0","5146061","4",""
"","61172","","","","","105811","1","5146061","4",""
"","61173","","","","","1058","1","5146061","4",""
"","61174","","","","","105911","1","5146061","4",""
"","61175","","","","","1059","1","5146061","4",""
"","61176","","","","","2","0","5146061","93",""
"","61177","","","","","106011","1","5146061","4",""
"","61178","","","","","1060","1","5146061","4",""
"","61179","","","","","105811","0","5146061","4",""
"","61180","","","","","1058","0","5146061","4",""
"","61181","","","","","105911","0","5146061","4",""
"","61182","","","","","1059","0","5146061","4",""
"","61183","","","","1","106011","joy_idle_doya_shy","5146061","3","0.2"
"","61184","","","","1","1060","joy_idle_doya_shy","5146061","3","0.2"
"","61185","","","","1","105811","idle_normal","5146061","3","0.2"
"","61186","","","","1","1058","idle_normal","5146061","3","0.2"
"","61187","","","","1","105911","kokkoro_idle_normal_joy","5146061","3","0.2"
"","61188","","","","1","1059","kokkoro_idle_normal_joy","5146061","3","0.2"
"","61189","","","","","0.3","0","5146061","93",""
"1","61190","","0.2","guts2_talk_joy","0","105811","jump_short","5146061","3","0.2"
"1","61191","","0.2","guts2_talk_joy","0","1058","jump_short","5146061","3","0.2"
"","61192","","","0","0","vo_apg","vo_apg_0112","5146061","21",""
"1","61193","0","0","1","10","105811","はぁ～♪\n楽しかったですねー☆","5146061","11","0"
"","61194","","","","","0","","5146061","91",""
"","61195","","","","1","105811","idle_normal","5146061","3","0.2"
"","61196","","","","1","1058","idle_normal","5146061","3","0.2"
"","61197","","","","1","105911","kokkoro_talk_normal","5146061","3","0.2"
"","61198","","","","1","1059","kokkoro_talk_normal","5146061","3","0.2"
"","61199","","","0","0","vo_apg","vo_apg_0113","5146061","21",""
"1","61200","0","0","1","10","105911","みなさま。\nお写真が\n仕上がったみたいです","5146061","11","0"
"","61201","","","","","0","","5146061","91",""
"","61202","","","","1","105911","kokkoro_idle_normal_joy","5146061","3","0.2"
"","61203","","","","1","1059","kokkoro_idle_normal_joy","5146061","3","0.2"
"1","61204","","0","armcrossed_talk_dere_shy","0","106011","armcrossed_in_dere_shy","5146061","3","0.2"
"1","61205","","0","armcrossed_talk_dere_shy","0","1060","armcrossed_in_dere_shy","5146061","3","0.2"
"","61206","","","0","0","vo_apg","vo_apg_0114","5146061","21",""
"1","61207","0","0","1","10","106011","は～最悪。\n…ま、どんなもんか\n一応見てやるけど♪","5146061","11","0"
"","61208","","","","","0","","5146061","91",""
"","61209","","","","","0","0","5146061","22",""
"","61210","","","","0","106011","armcrossed_idle_anger_lookup","5146061","3","0.2"
"","61211","","","","0","1060","armcrossed_idle_anger_lookup","5146061","3","0.2"
"","61212","","","","1","105811","idle_normal_lookup","5146061","3","0.2"
"","61213","","","","1","1058","idle_normal_lookup","5146061","3","0.2"
"","61214","","","","1","105911","kokkoro_wish_idle_joy_lookup","5146061","3","0.2"
"","61215","","","","1","1059","kokkoro_wish_idle_joy_lookup","5146061","3","0.2"
"","61216","","","","0","21","coaster_1_in","5146061","3","0"
"","61217","","","","0","se_10055900","se_10055900_photo","5146061","23",""
"","61218","","","","","2.3","0","5146061","93",""
"","61219","","","","1","105811","idle_normal_surprise","5146061","3","0.2"
"","61220","","","","1","1058","idle_normal_surprise","5146061","3","0.2"
"","61221","","","","1","105911","kokkoro_idle_normal_surprise","5146061","3","0.2"
"","61222","","","","1","1059","kokkoro_idle_normal_surprise","5146061","3","0.2"
"1","61223","","0","pointing_loop_noface","0","106011","pointing_in_noface","5146061","3","0.2"
"1","61224","","0","pointing_loop_kyaru","0","1060","pointing_in_kyaru","5146061","3","0.2"
"","61225","","","0","0","vo_apg","vo_apg_0115","5146061","21",""
"1","61226","0","0","1","10","106011","ってなによこれーっ！！！\nあたし写ってないじゃない！！？","5146061","11","0"
"","61227","","","","","0.5","1","5146061","93",""
"","61228","","","","0.5","30","30","5146061","122",""
"","61229","","","","","61226","","5146061","91",""
"","61230","","","","1","105811","surprise_talk","5146061","3","0.2"
"","61231","","","","1","1058","surprise_talk","5146061","3","0.2"
"","61232","","","0","0","vo_apg","vo_apg_0116","5146061","21",""
"1","61233","0","0","1","10","105811","……へ？\nキャルちゃんほんとは\n写りたかったんですか？","5146061","11","0"
"","61234","","","","","0","","5146061","91",""
"","61235","","","","1","105811","idle_normal_talk1R","5146061","3","0.2"
"","61236","","","","1","1058","idle_normal_talk1R","5146061","3","0.2"
"","61237","","","","1","105911","kokkoro_sad_talk","5146061","3","0.2"
"","61238","","","","1","1059","kokkoro_sad_talk","5146061","3","0.2"
"","61239","","","0","0","vo_apg","vo_apg_0117","5146061","21",""
"1","61240","0","0","1","10","105911","写りたくないのではと思って\nキャルさまを隠しましたが。\n余計なお世話だったみたいです","5146061","11","0"
"","61241","","","","","0","","5146061","91",""
"","61242","","","","1","105911","kokkoro_idle_normal","5146061","3","0.2"
"","61243","","","","1","1059","kokkoro_idle_normal","5146061","3","0.2"
"1","61244","","0","shock_loop_shy_red","0","106011","shock_in_shy_red","5146061","3","0.2"
"1","61245","","0","shock_loop_shy_red","0","1060","shock_in_shy_red","5146061","3","0.2"
"","61246","","","0","0","vo_apg","vo_apg_0118","5146061","21",""
"1","61247","0","0","1","10","106011","い…いやそういう訳じゃ\nないけどっ！！？","5146061","11","0"
"","61248","","","","","0","","5146061","91",""
"","61249","","","","0","21","coaster_1_out","5146061","3","0"
"","61250","","0.2","","1","105911","kokkoro_idle_normal_joy","5146061","3","0.2"
"","61251","","0.2","","1","1059","kokkoro_idle_normal_joy","5146061","3","0.2"
"","61252","","0.2","","1","105811","joy_talk","5146061","3","0.2"
"","61253","","0.2","","1","1058","joy_talk","5146061","3","0.2"
"","61254","","","0","0","vo_apg","vo_apg_0119","5146061","21",""
"1","61255","0","0","1","10","105811","なんだ♪\nじゃあもう一回乗りましょー♪","5146061","11","0"
"","61256","","","","","0","","5146061","91",""
"","61257","","","","1","105811","joy_idle","5146061","3","0.2"
"","61258","","","","1","1058","joy_idle","5146061","3","0.2"
"","61259","","","","1","105911","kokkoro_wish_talk_normal2","5146061","3","0.2"
"","61260","","","","1","1059","kokkoro_wish_talk_normal2","5146061","3","0.2"
"","61261","","","0","0","vo_apg","vo_apg_0120","5146061","21",""
"1","61262","0","0","1","10","105911","はい、そういたしましょう♪","5146061","11","0"
"","61263","","","","","0","","5146061","91",""
"","61264","","","","","0","0","5146061","22",""
"","61265","","","","1","105911","kokkoro_wish_idle_joy","5146061","3","0.2"
"","61266","","","","1","1059","kokkoro_wish_idle_joy","5146061","3","0.2"
"","61267","","","","1","106011","anger_talk_anger2_red","5146061","3","0.2"
"","61268","","","","1","1060","anger_talk_anger2_red","5146061","3","0.2"
"0","61269","0","0","0","2","106011","2","5146061","12","0"
"0","61270","0","0","0","2","105811","10","5146061","12","0"
"0","61271","0","0","0","2","105911","10","5146061","12","0"
"","61272","","","","","2","0","5146061","93",""
"","61273","","","","","61274","","5146061","101",""
"","61274","","","","","0","0.2","5146061","22",""
"-278","62001","idle_normal","0","-290","103","1","100911","5146062","1","1.8"
"-278","62002","idle_normal","0","-290","104","3","1009","5146062","5","1.8"
"-278","62003","idle_normal","1","290","100","1","131011","5146062","1","1.8"
"","62004","","","","","100911","203","5146062","13",""
"","62005","","","","","131011","200","5146062","13",""
"-174","62006","idle","0","0","15","7","7","5146062","5","0.85"
"71","62007","empty","0","-132","210","20","20","5146062","5","1"
"-42","62008","empty","0","0","210","22","22","5146062","5","1"
"153","62009","empty","0","0","60","21","21","5146062","5","1"
"1","62010","","","0","0","1","1","5146062","31","1"
"1","62011","","","-57.7","0","2","2","5146062","31","0"
"1","62012","","","0","0","10","10","5146062","31","0"
"1","62013","","","0","0","11","11","5146062","31","0"
"1","62014","","","-278","-290","14","14","5146062","31","0"
"1","62015","","","0","0","20","20","5146062","31","1"
"","62016","","","","","20","100911","5146062","36",""
"","62017","","","","","20","20","5146062","36",""
"","62018","","","","","20","22","5146062","36",""
"","62019","","","","","0","0","5146062","91",""
"","62020","","","","0","0","0","5146062","102",""
"","62021","","","","","1","0","5146062","93",""
"1","62022","","0","cool_talk_dere","0","100911","cool_in_dere","5146062","3","0.2"
"1","62023","","0","cool_talk_dere","0","1009","cool_in_dere","5146062","3","0.2"
"","62024","","","0","0","vo_apg","vo_apg_0201","5146062","21",""
"1","62025","0","0","1","10","100911","いざ征かん、極滅禁断秘儀へ！\nさあ、案内を頼むぞ！","5146062","11","0"
"","62026","","","","","0","","5146062","91",""
"","62027","","","","1","100911","cool_idle","5146062","3","0.2"
"","62028","","","","1","1009","cool_idle","5146062","3","0.2"
"","62029","","","","1","131011","wish_talk_joy","5146062","3","0.2"
"","62030","","","0","0","vo_apg","vo_apg_0202","5146062","21",""
"1","62031","0","0","1","10","131011","アンナはんが興味持って\nくれるなんてうれしいわ～\nしっかり案内させてもらいます","5146062","11","0"
"","62032","","","","","0","","5146062","91",""
"","62033","","","","1","131011","wish_idle","5146062","3","0.2"
"1","62034","","0.2","sad_talk","0","100911","anna_armcrossed","5146062","3","0.2"
"1","62035","","0.2","sad_talk","0","1009","anna_armcrossed","5146062","3","0.2"
"","62036","","","0","0","vo_apg","vo_apg_0203","5146062","21",""
"1","62037","0","0","1","10","100911","うむ！　シグルドたちも\n挑んだというその試練、この冥姫も…\nって、え？　\nこれ、もしかして絶叫系…？","5146062","11","0"
"","62038","","","","","0","","5146062","91",""
"","62039","","","","1","100911","sad_idle","5146062","3","0.2"
"","62040","","","","1","1009","sad_idle","5146062","3","0.2"
"1","62041","","0.2","surprise_talk","0","131011","maho_talk_normal","5146062","3","0.2"
"","62042","","","0","0","vo_apg","vo_apg_0204","5146062","21",""
"1","62043","0","0","1","10","131011","このパークの大人気\nアトラクションなんよ～\nあら？　どないしはりました？\n顔色が良くないような…","5146062","11","0"
"","62044","","","","","0","","5146062","91",""
"","62045","","","","1","131011","surprise_idle","5146062","3","0.2"
"","62046","","","","1","100911","anger_talk_shy","5146062","3","0.2"
"","62047","","","","1","1009","anger_talk_shy","5146062","3","0.2"
"","62048","","","0","0","vo_apg","vo_apg_0205","5146062","21",""
"1","62049","0","0","1","10","100911","べべべ、別に　お、怯えてなぞ…\nまったくもって、一向に構わぬが？","5146062","11","0"
"","62050","","","","","0","","5146062","91",""
"","62051","","","","1","100911","anger_idle_shy","5146062","3","0.2"
"","62052","","","","1","1009","anger_idle_shy","5146062","3","0.2"
"","62053","","","","1","131011","worry_talk","5146062","3","0.2"
"","62054","","","0","0","vo_apg","vo_apg_0206","5146062","21",""
"1","62055","0","0","1","10","131011","せやけど、無理はせん方が\nええんとちゃいます？","5146062","11","0"
"","62056","","","","","0","","5146062","91",""
"","62057","","","","1","131011","wish_idle_shy","5146062","3","0.2"
"","62058","","","","1","100911","anger_talk_pain","5146062","3","0.2"
"","62059","","","","1","1009","anger_talk_pain","5146062","3","0.2"
"","62060","","","0","0","vo_apg","vo_apg_0207","5146062","21",""
"1","62061","0","0","1","10","100911","ええい！　か、構わんと言っている！\nここまで案内させて引くわけには…\nいくぞ！　突撃だーーーー！","5146062","11","0"
"","62062","","","","","0","","5146062","91",""
"","62063","","","","","0","0","5146062","22",""
"","62064","","","","1","100911","run_dash_anger2","5146062","3","0.2"
"","62065","","","","1","1009","run_dash_anger2","5146062","3","0.2"
"","62066","","","","1","131011","walk_surprise","5146062","3","0.2"
"0","62067","","","2","-278","100911","-129","5146062","2",""
"0","62068","","","2","-278","1009","-129","5146062","2",""
"0","62069","","","2","-278","131011","129","5146062","2",""
"","62070","","","","","14","1","5146062","32",""
"","62071","","","","","14","left","5146062","37",""
"0","62072","","","2","-278","14","-129","5146062","33",""
"","62073","","","","","1","0","5146062","93",""
"","62074","","","","","2","1","5146062","32",""
"","62075","","","","","1.5","0","5146062","93",""
"","62076","","","","","14","0","5146062","32",""
"0","62077","","","0","-331","100911","0","5146062","2",""
"","62078","","","","","20","scale15","5146062","37",""
"","62079","","","","1","se_10055900","se_10055900_coaster_01","5146062","23",""
"","62080","","","0","0","vo_apg","vo_apg_0208","5146062","21",""
"","62081","","","","0","22","0208_in","5146062","3","0"
"","62082","","","","","3.3","1","5146062","93",""
"","62083","","","","0","22","0208_mid","5146062","3","0"
"","62084","","","","","","","5146062","92",""
"","62085","","","","0","22","0208_out","5146062","3","0"
"","62086","","","","","0.2","0","5146062","93",""
"","62087","","","","","0.3","0","5146062","93",""
"","62088","","","","","20","scale1","5146062","37",""
"","62089","","","","","10","1","5146062","32",""
"","62090","","","","","se_10055900_coaster_01","0.5","5146062","24",""
"","62091","","","","1","se_10055900","se_10055900_coaster_02","5146062","23",""
"0","62092","","","0","0","20","0","5146062","2",""
"","62093","","","","0.5","30","30","5146062","122",""
"","62094","","","0","0","vo_apg","vo_apg_0209","5146062","21",""
"","62095","","","","0","20","0209_in","5146062","3","0"
"","62096","","","","","2.6","1","5146062","93",""
"","62097","","","","0","20","0209_mid","5146062","3","0"
"","62098","","","","","","","5146062","92",""
"","62099","","","","0","20","0209_out","5146062","3","0"
"","62100","","","","","0.2","0","5146062","93",""
"","62101","","","","1","30","30","5146062","122",""
"","62102","","","0","0","vo_apg","vo_apg_0210","5146062","21",""
"","62103","","","","0","20","0210_in","5146062","3","0"
"","62104","","","","","2.7","1","5146062","93",""
"","62105","","","","0","20","0210_mid","5146062","3","0"
"","62106","","","","","","","5146062","92",""
"","62107","","","","0","20","0210_out","5146062","3","0"
"","62108","","","","","0.2","0","5146062","93",""
"","62109","","","","","0","0","5146062","22",""
"","62110","","","","1","20","empty","5146062","3","0"
"","62111","","","","","1","","5146062","93",""
"","62112","","","","","11","1","5146062","32",""
"","62113","","","","0","se_10055900","se_10055900_camera","5146062","23",""
"","62114","","","","","0.2","0","5146062","93",""
"","62115","","","","","10","0","5146062","32",""
"","62116","","","","","1.8","0","5146062","93",""
"","62117","","","","","se_10055900_coaster_02","0.5","5146062","24",""
"","62118","","","","","2","iris_out","5146062","37",""
"0","62119","","","0","-278","100911","-129","5146062","2",""
"0","62120","","","0","-278","1009","-129","5146062","2",""
"0","62121","","","0","-278","131011","129","5146062","2",""
"","62122","","","","1","100911","anna_walk","5146062","3","0.2"
"","62123","","","","1","1009","anna_walk","5146062","3","0.2"
"","62124","","","","1","131011","walk_normal_joy","5146062","3","0.2"
"0","62125","","","2","-278","100911","-290","5146062","2",""
"0","62126","","","2","-278","1009","-290","5146062","2",""
"0","62127","","","2","-278","131011","290","5146062","2",""
"","62128","","","","","100911","1","5146062","4",""
"","62129","","","","","1009","1","5146062","4",""
"","62130","","","","","131011","0","5146062","4",""
"","62131","","","","","2","0","5146062","93",""
"","62132","","","","","100911","0","5146062","4",""
"","62133","","","","","1009","0","5146062","4",""
"","62134","","","","","131011","1","5146062","4",""
"","62135","","","","1","100911","anna_idle","5146062","3","0.2"
"0","62136","","","","1","1009","anna_idle","5146062","3","0.2"
"","62137","","","","1","131011","idle_normal","5146062","3","0.2"
"","62138","","","","","0.5","0","5146062","93",""
"","62139","","","","1","131011","talk_normal_surprise","5146062","3","0.2"
"","62140","","","0","0","vo_apg","vo_apg_0211","5146062","21",""
"1","62141","0","0","1","10","131011","どないでした？\nえらい声出してはったけど","5146062","11","0"
"","62142","","","","","0","","5146062","91",""
"","62143","","","","1","131011","idle_normal_surprise","5146062","3","0.2"
"1","62144","","0","anna_kukuku_loop","0","100911","anna_kukuku_in","5146062","3","0.2"
"1","62145","","0","anna_kukuku_loop","0","1009","anna_kukuku_in","5146062","3","0.2"
"","62146","","","0","0","vo_apg","vo_apg_0212","5146062","21",""
"1","62147","0","0","1","10","100911","ふ、ふふふ…シグルドよ…\n私にも、刻が…見える！","5146062","11","20"
"","62148","","","","","0","","5146062","91",""
"","62149","","","","0","21","coaster_2_in","5146062","3","0"
"","62150","","","","0","se_10055900","se_10055900_photo","5146062","23",""
"","62151","","","","","0.1","0","5146062","93",""
"1","62152","","0","anna_ahaha_loop","0","100911","anna_ahaha_in","5146062","3","0.2"
"1","62153","","0","anna_ahaha_loop","0","1009","anna_ahaha_in","5146062","3","0.2"
"","62154","","","0","0","vo_apg","vo_apg_0213","5146062","21",""
"1","62155","0","0","1","10","100911","今、冥姫は\n疾風を追い越した！","5146062","11","-30"
"","62156","","","","","0","","5146062","91",""
