feb8e682f0ae8ad583b04d8ba595889949a36bcec086b0504471c0183ac62759,6590ac8bacf18be6c71f1fc14dbcaceeaba844173d9d7b207c06305ffcda1fb2,117ad892e8f5e29772b3dbb14ca962e3f06199e1b7e9817322c1faba95c78c88,e8025c57e9636e96d58ebb41610763f58c335942efa3291505a80aee1a04c017,dae3189247ecd8615181f42bf862281b8fcc48cf44b907c0de484c842dda0dbe
"10010406","バトル開始時、すべてのキャラのＴＰ上昇を小ダウンさせる。","4100104","ＴＰ上昇ダウン","3"
"10010407","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100104","ＨＰ吸収ダウン","9"
"10010501","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100105","水属性ボーナス特大アップ","13"
"10010502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100105","ダメージ減衰","18"
"10010503","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100105","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10010504","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100105","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10010505","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","4100105","ＴＰダウンカット","boss_tp_down_cut"
"10010506","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","4100105","ＴＰ上昇上限付与","17"
"10010507","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","4100105","ＨＰ吸収ダウン","9"
"10010601","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100106","風属性ボーナス特大アップ","14"
"10010602","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100106","ダメージ減衰","18"
"10010603","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100106","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10010604","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100106","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10010605","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","4100106","ＴＰダウンカット","boss_tp_down_cut"
"10010606","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","4100106","ＴＰ上昇上限付与","17"
"10010607","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","4100106","ＨＰ吸収ダウン","9"
"10010701","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100107","火属性ボーナス特大アップ","12"
"10010702","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100107","ダメージ減衰","18"
"10010703","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100107","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10010704","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100107","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10010705","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","4100107","ＴＰダウンカット","boss_tp_down_cut"
"10010706","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","4100107","ＴＰ上昇上限付与","17"
"10010707","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","4100107","ＨＰ吸収ダウン","9"
"10010801","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100108","闇属性ボーナス特大アップ","16"
"10010802","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","4100108","ダメージ減衰","38"
"10010803","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100108","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10010804","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100108","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10010805","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","4100108","ＴＰダウンカット","boss_tp_down_cut"
"10010806","バトル開始時、すべてのキャラのＴＰ上昇を小ダウンさせる。","4100108","ＴＰ上昇ダウン","3"
"10010807","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100108","ＨＰ吸収ダウン","9"
"10010901","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100109","光属性ボーナス特大アップ","15"
"10010902","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","4100109","ダメージ減衰","38"
"10010903","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100109","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10010904","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100109","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10010905","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","4100109","ＴＰダウンカット","boss_tp_down_cut"
"10010906","バトル開始時、すべてのキャラのＴＰ上昇を小ダウンさせる。","4100109","ＴＰ上昇ダウン","3"
"10010907","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100109","ＨＰ吸収ダウン","9"
"10011001","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100110","火属性ボーナス特大アップ","12"
"10011002","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","4100110","ダメージ減衰","38"
"10011003","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100110","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10011004","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100110","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10011005","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100110","ＴＰダウンカット","boss_tp_down_cut"
"10011006","バトル開始時、すべてのキャラのＴＰ上昇を中ダウンさせる。","4100110","ＴＰ上昇ダウン","3"
"10011007","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100110","ＨＰ吸収ダウン","9"
"10020101","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100201","光属性ボーナス特大アップ","15"
"10020102","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","4100201","ダメージ減衰","38"
"10020103","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100201","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10020104","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100201","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10020201","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100202","風属性ボーナス特大アップ","14"
"10020202","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","4100202","ダメージ減衰","38"
"10020203","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100202","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10020204","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100202","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10020301","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100203","闇属性ボーナス特大アップ","16"
"10020302","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100203","ダメージ減衰","18"
"10020303","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","4100203","防御力（ダウン不可）アップ","boss_def_lower_limit"
"10020304","すべてのモンスターが受けるダメージを一定値カットさせる。","4100203","ダメージカット","boss_damage_cut"
"10020305","すべてのモンスターの与えるダメージをアップさせる。","4100203","与ダメージアップ","damage_up"
"10020306","すべてのモンスターの物理/魔法防御力をアップさせる。","4100203","防御力アップ","boss_def_up"
"10020401","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100204","火属性ボーナス特大アップ","12"
"10020402","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100204","ダメージ減衰","18"
"10020403","すべてのモンスターの物理/魔法防御力をアップさせる。この効果は物理/魔法防御力ダウンの影響を受けない。","4100204","防御力（ダウン不可）アップ","boss_def_lower_limit"
"10020404","すべてのモンスターが受けるダメージを一定値カットさせる。","4100204","ダメージカット","boss_damage_cut"
"10020405","すべてのモンスターの与えるダメージをアップさせる。","4100204","与ダメージアップ","damage_up"
"10020406","すべてのモンスターの物理/魔法防御力をアップさせる。","4100204","防御力アップ","boss_def_up"
"10020501","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100205","水属性ボーナス特大アップ","13"
"10020502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100205","ダメージ減衰","18"
"10020503","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100205","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10020504","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100205","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10020505","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","4100205","ＴＰダウンカット","boss_tp_down_cut"
"10020506","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","4100205","ＴＰ上昇上限付与","17"
"10020507","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","4100205","ＨＰ吸収ダウン","9"
"10020601","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100206","風属性ボーナス特大アップ","14"
"10020602","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100206","ダメージ減衰","18"
"10020603","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100206","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10020604","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100206","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10020605","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","4100206","ＴＰダウンカット","boss_tp_down_cut"
"10020606","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","4100206","ＴＰ上昇上限付与","17"
"10020607","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","4100206","ＨＰ吸収ダウン","9"
"10020701","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100207","光属性ボーナス特大アップ","15"
"10020702","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100207","ダメージ減衰","18"
"10020703","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100207","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10020704","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100207","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10020705","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","4100207","ＴＰダウンカット","boss_tp_down_cut"
"10020706","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","4100207","ＴＰ上昇上限付与","17"
"10020707","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","4100207","ＨＰ吸収ダウン","9"
"10020801","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100208","闇属性ボーナス特大アップ","16"
"10020802","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","4100208","ダメージ減衰","38"
"10020803","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100208","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10020804","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100208","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10020805","バトル開始時、すべてのキャラのＴＰ上昇を小ダウンさせる。","4100208","ＴＰ上昇ダウン","3"
"10020806","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100208","ＨＰ吸収ダウン","9"
"10020901","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100209","火属性ボーナス特大アップ","12"
"10020902","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","4100209","ダメージ減衰","38"
"10020903","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100209","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10020904","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100209","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10020905","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","4100209","ＴＰダウンカット","boss_tp_down_cut"
"10020906","バトル開始時、すべてのキャラのＴＰ上昇を小ダウンさせる。","4100209","ＴＰ上昇ダウン","3"
"10020907","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100209","ＨＰ吸収ダウン","9"
"10021001","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100210","水属性ボーナス特大アップ","13"
"10021002","すべてのモンスターが一度の行動で受けるダメージの値が「2000000」以上の場合、ダメージの値に応じてダメージ量を減少させる。","4100210","ダメージ減衰","38"
"10021003","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100210","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10021004","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100210","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10021005","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","4100210","ＴＰダウンカット","boss_tp_down_cut"
"10021006","バトル開始時、すべてのキャラのＴＰ上昇を中ダウンさせる。","4100210","ＴＰ上昇ダウン","3"
"10021007","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100210","ＨＰ吸収ダウン","9"
"10030101","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100301","火属性ボーナス特大アップ","12"
"10030102","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100301","ダメージ減衰","18"
"10030103","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100301","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10030104","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100301","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10030201","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100302","光属性ボーナス特大アップ","15"
"10030202","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100302","ダメージ減衰","18"
"10030203","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100302","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10030204","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100302","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10030301","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100303","風属性ボーナス特大アップ","14"
"10030302","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100303","ダメージ減衰","18"
"10030303","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100303","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10030304","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100303","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10030305","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100303","ＴＰダウンカット","boss_tp_down_cut"
"10030306","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","4100303","ＨＰ吸収ダウン","9"
"10030401","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","4100304","闇属性ボーナス特大アップ","16"
"10030402","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100304","ダメージ減衰","18"
"10030403","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100304","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10030404","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100304","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10030405","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100304","ＴＰダウンカット","boss_tp_down_cut"
"10030406","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","4100304","ＨＰ吸収ダウン","9"
"10030501","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100305","水属性ボーナス特大アップ","13"
"10030502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100305","ダメージ減衰","18"
"10030503","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100305","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10030504","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100305","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10030505","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100305","ＴＰダウンカット","boss_tp_down_cut"
"10030506","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","4100305","ＨＰ吸収ダウン","9"
"10030601","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","4100306","光属性ボーナス特大アップ","15"
"10030602","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100306","ダメージ減衰","18"
"10030603","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100306","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10030604","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100306","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10030605","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100306","ＴＰダウンカット","boss_tp_down_cut"
"10030606","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","4100306","ＨＰ吸収ダウン","9"
"10030701","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","4100307","水属性ボーナス特大アップ","13"
"10030702","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100307","ダメージ減衰","18"
"10030703","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100307","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10030704","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100307","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10030705","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","4100307","ＴＰダウンカット","boss_tp_down_cut"
"10030706","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","4100307","ＨＰ吸収ダウン","9"
"10030801","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","4100308","風属性ボーナス特大アップ","14"
"10030802","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100308","ダメージ減衰","18"
"10030803","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100308","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10030804","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100308","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10030805","バトル開始時、すべてのモンスターがＴＰダウン\n75％カット状態になる。","4100308","ＴＰダウンカット","boss_tp_down_cut"
"10030806","バトル開始時、すべてのキャラのＴＰ上昇を小ダウンさせる。","4100308","ＴＰ上昇ダウン","3"
"10030807","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","4100308","ＨＰ吸収ダウン","9"
"10030901","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","4100309","火属性ボーナス特大アップ","12"
"10030902","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","4100309","ダメージ減衰","18"
"10030903","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","4100309","物理防御力（ダウン不可）アップ","boss_def_lower_limit"
"10030904","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","4100309","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit"
"10030905","バトル開始時、すべてのモンスターがＴＰダウン\n25％カット状態になる。","4100309","ＴＰダウンカット","boss_tp_down_cut"
"10030906","バトル開始時、すべてのキャラのＴＰ上昇を小ダウンさせる。","4100309","ＴＰ上昇ダウン","3"
