e9c948689e48559a5048143edcb45041bd0ac16ccdc063ce36b0877c61684ba3,89d799bf919ff5c74942ce9a04e8b74bd821945fea9b08e5ca72380640c99652,a00b2738465e7d7c23f8c63b0ea9a2a7b0f8ec0685cde43c46323dea6a458619,608350c60e61938092ec23235595ebd8092b83b57efaa5007d64fca344422c83,f6774171954dc8a31a3e7149785e1990e5beffc66e4284afb135ea5122c5198e,56fdfd23fed05297c3bbdfa2e4a9b3b3b26a2d7979e18cd861137a87aaa32994,7d2d8407afe2048695d1810c10050cd79c9c5fbf349fe4488c0053a644cfc75f,daf5f7d99dc038ece5fa267174399d810136173eec36c54cfed48a0d76ed79f3,62863e4114a25c1d7d58d089546ace0203b553f248fc64f7ade83760e4e0ce9a,51c9109d762b3422b39d1f18789fc5db495f480e88d7b473b12cff4fca707158,4eaf6621c0b170585cef1b3c2253b270973043917c10b5641c0865f7a926a6ed,e7ae9474f65869bc8270b8ddd60f648a13ddea7e36975cbfd9b6a94912398384,cf29a73284dce3032746e80fa9d3a534f74e2f61b086053c1109c70cea82cdbe
"10041","0","0","0","0","31045","0","31053","60402","0","0","0","60401"
"10042","0","0","0","0","31065","0","31130","60412","0","0","0","60411"
"10043","0","0","0","0","31050","0","31101","60422","0","0","0","60421"
"10044","0","0","0","0","31027","0","31132","60432","0","0","0","60431"
"10045","0","0","0","0","31014","0","31105","60442","0","0","0","60441"
"10046","0","0","0","0","31023","0","31135","60452","0","0","0","60451"
"10047","0","0","0","0","31040","0","31056","60462","0","0","0","60461"
"10048","0","0","0","0","31013","0","31016","60472","0","0","0","60471"
"10049","0","0","0","0","31036","0","31112","60482","0","0","0","60481"
"10050","0","0","0","0","31054","0","31141","60492","0","0","0","60491"
"10051","0","0","0","0","31005","0","31037","60502","0","0","0","60501"
"10052","0","0","0","0","31037","0","31014","60512","0","0","0","60511"
"10053","0","0","0","0","31025","0","31098","60522","0","0","0","60521"
"10054","0","0","0","0","31048","0","31146","60532","0","0","0","60531"
"10055","0","0","0","0","31044","0","31116","60542","0","0","0","60541"
"10056","0","0","0","0","31060","0","31147","60552","0","0","0","60551"
"10057","0","0","0","0","31021","0","31121","60562","0","0","0","60561"
"10058","0","0","0","0","31003","0","31156","60572","0","0","0","60571"
"10059","0","0","0","0","31003","0","31156","60572","0","0","0","60571"
"10060","0","0","0","0","31049","0","31123","60592","0","0","0","60591"
"10061","0","0","0","0","31010","0","31158","60602","0","0","0","60601"
"10062","0","0","0","0","31042","0","31126","60612","0","0","0","60611"
"10063","0","0","0","0","31042","0","31126","60612","0","0","0","60611"
"10064","0","0","0","0","31031","0","31032","60632","0","0","0","60631"
"10065","0","0","0","0","31046","0","31107","60642","0","0","0","60641"
"10066","0","0","0","0","31015","0","31065","60652","0","0","0","60651"
"10067","0","0","0","0","31033","0","31028","60662","0","0","0","60661"
"10068","0","0","0","0","31040","0","31168","60672","0","0","0","60671"
"10069","0","0","0","0","31065","0","31130","60682","0","0","0","60681"
"10070","0","0","0","0","31050","0","31018","60692","0","0","0","60691"
"10071","0","0","0","0","31027","0","31132","60702","0","0","0","60701"
"10072","0","0","0","0","31109","0","31174","60712","0","0","0","60711"
"10073","0","0","0","0","31023","0","31135","60722","0","0","0","60721"
"10074","0","0","0","0","31051","0","31096","60732","0","0","0","60731"
"10075","0","0","0","0","31013","0","31016","60742","0","0","0","60741"
"10076","0","0","0","0","31047","0","31178","60752","0","0","0","60751"
"10077","0","0","0","0","31054","0","31141","60762","0","0","0","60761"
"10078","0","0","0","0","31055","0","31053","60772","0","0","0","60771"
"10079","0","0","0","0","31037","0","31014","60782","0","0","0","60781"
"10080","0","0","0","0","31006","0","31192","60792","0","0","0","60791"
"10081","0","0","0","0","31048","0","31146","60802","0","0","0","60801"
"10082","0","0","0","0","31044","0","31208","60812","0","0","0","60811"
"10083","0","0","0","0","31060","0","31147","60822","0","0","0","60821"
"10084","0","0","0","0","31060","0","31059","60832","0","0","0","60831"
"10085","0","0","0","0","31058","0","31212","60842","0","0","0","60841"
"10086","0","0","0","0","31003","0","31156","60852","0","0","0","60851"
"10087","0","0","0","0","31003","0","31156","60852","0","0","0","60851"
"10088","0","0","0","0","31026","0","31128","60872","0","0","0","60871"
"10089","0","0","0","0","31010","0","31158","60882","0","0","0","60881"
"10090","0","0","0","0","31046","0","31065","60892","0","0","0","60891"
"10091","0","0","0","0","31031","0","31032","60902","0","0","0","60901"
"10092","0","0","0","0","31031","0","31014","60912","0","0","0","60911"
"10093","0","0","0","0","31015","0","31065","60922","0","0","0","60921"
"10094","0","0","0","0","31034","0","31221","60932","0","0","0","60931"
"10095","0","0","0","0","31040","0","31168","60942","0","0","0","60941"
"10096","0","0","0","0","31002","0","31224","60952","0","0","0","60951"
"10097","0","0","0","0","31050","0","31018","60962","0","0","0","60961"
"10098","0","0","0","0","31036","0","31228","60972","0","0","0","60971"
"10099","0","0","0","0","31109","0","31174","60982","0","0","0","60981"
"10100","0","0","0","0","31023","0","31010","60992","0","0","0","60991"
"10101","0","0","0","0","31051","0","31096","61002","0","0","0","61001"
"10102","0","0","0","0","31013","0","31235","61012","0","0","0","61011"
"10103","0","0","0","0","31047","0","31178","61022","0","0","0","61021"
"10104","0","0","0","0","31005","0","31037","61032","0","0","0","61031"
"10105","0","0","0","0","31055","0","31053","61042","0","0","0","61041"
"10106","0","0","0","0","31047","0","31241","61052","0","0","0","61051"
"10107","0","0","0","0","31006","0","31192","61062","0","0","0","61061"
"10108","0","0","0","0","31066","0","31247","61072","0","0","0","61071"
"10109","0","0","0","0","31044","0","31208","61082","0","0","0","61081"
"10110","0","0","0","0","31029","0","31249","61092","0","0","0","61091"
"10111","0","0","0","0","31042","0","31249","61102","0","0","0","61101"
"10112","0","0","0","0","31060","0","31059","61112","0","0","0","61111"
"10113","0","0","0","0","31058","0","31212","61122","0","0","0","61121"
"10114","0","0","0","0","31046","0","31053","61132","0","0","0","61131"
"10115","0","0","0","0","31026","0","31128","61142","0","0","0","61141"
"10116","0","0","0","0","31038","0","31012","61152","0","0","0","61151"
"10117","0","0","0","0","31046","0","31065","61162","0","0","0","61161"
"10118","0","0","0","0","31057","0","31257","61172","0","0","0","61171"
"10119","0","0","0","0","31031","0","31014","61182","0","0","0","61181"
"10120","0","0","0","0","31008","0","31044","61192","0","0","0","61191"
"10121","0","0","0","0","31034","0","31221","61202","0","0","0","61201"
"10122","0","0","0","0","31048","0","31267","61212","0","0","0","61211"
"10123","0","0","0","0","31002","0","31224","61222","0","0","0","61221"
"10124","0","0","0","0","31031","0","31270","61232","0","0","0","61231"
"10125","0","0","0","0","31036","0","31228","61242","0","0","0","61241"
"10126","0","0","0","0","31060","0","31011","61252","0","0","0","61251"
"10127","0","0","0","0","31023","0","31010","61262","0","0","0","61261"
"10128","0","0","0","0","31042","0","31056","61272","0","0","0","61271"
"10129","0","0","0","0","31013","0","31235","61282","0","0","0","61281"
"10130","0","0","0","0","31054","0","31018","61292","0","0","0","61291"
"10131","0","0","0","0","31005","0","31037","61302","0","0","0","61301"
"10132","0","0","0","0","31058","0","31028","61312","0","0","0","61311"
"10133","0","0","0","0","31047","0","31241","61322","0","0","0","61321"
"10134","0","0","0","0","31014","0","31283","61332","0","0","0","61331"
"10135","0","0","0","0","31066","0","31247","61342","0","0","0","61341"
"10136","0","0","0","0","31002","0","31288","61352","0","0","0","61351"
"10137","0","0","0","0","31001","0","31288","61362","0","0","0","61361"
"10138","0","0","0","0","31029","0","31249","61372","0","0","0","61371"
"10139","0","0","0","0","31042","0","31249","61382","0","0","0","61381"
"10140","0","0","0","0","31034","0","31110","61392","0","0","0","61391"
"10141","0","0","0","0","31046","0","31053","61402","0","0","0","61401"
"10142","0","0","0","0","31027","0","31043","61412","0","0","0","61411"
"10143","0","0","0","0","31038","0","31012","61422","0","0","0","61421"
"10144","0","0","0","0","31025","0","31036","61432","0","0","0","61431"
"10145","0","0","0","0","31057","0","31257","61442","0","0","0","61441"
"10146","0","0","0","0","31021","0","31010","61452","0","0","0","61451"
"10147","0","0","0","0","31008","0","31044","61462","0","0","0","61461"
"10148","0","0","0","0","31042","0","31029","61472","0","0","0","61471"
"10149","0","0","0","0","31048","0","31267","61482","0","0","0","61481"
"10150","0","0","0","0","31058","0","31047","61492","0","0","0","61491"
"10151","0","0","0","0","31031","0","31270","61502","0","0","0","61501"
"10152","0","0","0","0","31059","0","31319","61512","0","0","0","61511"
"10153","0","0","0","0","31025","0","31098","61522","0","0","0","61521"
"10154","0","0","0","0","31007","0","31012","61532","0","0","0","61531"
"10155","0","0","0","0","31060","0","31011","61542","0","0","0","61541"
"10156","0","0","0","0","31038","0","31049","61552","0","0","0","61551"
"10157","0","0","0","0","31042","0","31056","61562","0","0","0","61561"
"10158","0","0","0","0","31050","0","31016","61572","0","0","0","61571"
