f3d36ff251c94104645a553a0707e8c57b92a9a9b7672853047ad247817c7045,30943dca50e913fb5383b911367b769d5136de86e961844ce0f4c2d2bac6ac49,e28ae48e17bc88b79166f25a9e7f90595c0a77c42d0ed4d8ed276e46eaea2359,42ebec93f840e4877273e89b6a66afedbfea89cf3034709030bf493fb88c70cf,77f4604f6871ca05f2cee144cab4606025f306d0ba083a98054843c428816442,7c8293a787c65425c2d5353e4805f047936a4f8ab5dc594a309f7ba9235d4eef,008f3563305b85ac221df2f5eb48db7c112c8846dc70e46aa5ea78afc3d096ab,8e0085a27136e80234faf3581ce028ab07543a6339b0355d79fdb2c4a19c093d,47b0abed9f990121ee0d87f86587e1b3ac9b24a4369c81eb049af8605f0e40bf,662326148720d7c0da751571cfbcd28fabd6e12864b4bce2a581b4b44357d38f,6593a037e99b8b4e5882e3d09a09afe74a9116b7c7da4a29b3d62279bc18095c,ba474095b4792a8f22fb35114baa9854e1f5d2916c615aa24269f3f2745330b3,e2a29441d2add4ef27f49760e1f17f86338b5e13b5db28d4e4ced912b7c6d714,e7d040d96d98160b42a0b583d6a1c77be914306ddbb446598dae42cccea028c9,b4f512ed6497cb08e6010666bdc795c83d3859bba478697ae8a693ff8c81fa7c,aef375f74db4b69c2c089919678ee7ead40299d60966d45aa6abf2a0a88eee67,d825c09861290c7ecfc39a3b2869493824390abb71c4ce69470487ea8fcf2944,9ea60b69cddaeb788ffe717a0be17a14979557b96275c525c7be362097d14be6,ee8046e5a756ee93b9d6734af590ce678bacd779a81599257930a30eb2976205,2c3cc830608d8391ab312e1005b65c039008b5e8439af5902cded218d49e9874,1cec05db4346251cd24056a68b2235da3d61c999bb2d898ca8c10cc2254c5d10
"1","1","0","0","2.24","12","0","2","0","1","0","1","7","0","自分の魔法防御力を{0}アップ","1","100501204","40","10","魔法防御力アップ+{0}","2.24"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の物理攻撃力を{0}アップ","1","100550101","2","90","物理攻撃力アップ+{0}","15"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の物理攻撃力を{0}アップ","1","100551101","2","90","物理攻撃力アップ+{0}","15"
"1","0","0","0","0","1","0","0","0","0","0","0","0","0","自分の物理防御力を{0}アップ","1","100551102","3","90","","30"
"1","99","0","2160","1","0","0","2","0","0","0","3","3","0","","4","100600101","0","32","","4"
"1","99","0","2160","4.5","18","0","2","0","1","0","3","3","0","味方全体の魔法攻撃力を{0}アップ","1","100600102","30","10","魔法攻撃力アップ+{0}","4.5"
"1","1","0","-1","1.6","0","0","1","0","0","0","1","3","0","敵単体に{0}の魔法ダメージ","20","100600201","2","1","魔法ダメージ+{0}","20"
"1","1","0","-1","1","12","0","1","0","1","0","1","3","1","敵単体の魔法防御力を{0}ダウン","1","100600301","41","10","魔法防御力ダウン+{0}","1"
"1","99","0","2160","1","0","0","2","0","0","0","3","3","0","","4","100601101","0","32","","4"
"1","99","0","2160","24","18","0","2","0","1","0","3","3","0","味方全体の魔法攻撃力を{0}アップ","1","100601102","30","10","魔法攻撃力アップ+{0}","24"
"1","99","0","2160","0","18","0","2","0","1","0","3","3","0","味方全体の魔法クリティカルを{0}アップ","1","100601103","70","10","","100"
"1","99","0","2160","0.66","18","0","1","0","1","0","3","3","0","敵全体の魔法防御力を{0}ダウン","1","100601104","41","10","魔法防御力ダウン+{0}","0.66"
"1","1","0","-1","2","0","0","1","0","0","0","1","3","0","敵単体に{0}の魔法ダメージ","25","100601201","2","1","魔法ダメージ+{0}","25"
"1","1","0","-1","0.2","12","0","1","0","1","0","1","3","1","敵単体の魔法防御力を{0}ダウン","1","100601202","41","10","魔法防御力ダウン+{0}","0.2"
"1","1","0","-1","2","0","0","1","0","0","0","1","3","0","敵単体に{0}の魔法ダメージ","25","100610101","2","1","魔法ダメージ+{0}","25"
"1","99","0","550","1.25","0","0","1","0","0","0","1","3","0","敵単体に{0}の魔法ダメージ","15","100610201","2","1","魔法ダメージ+{0}","15"
"1","99","0","2160","1","0","0","2","0","0","0","3","3","0","","1204","100620101","0","32","","0"
"1","99","0","2160","8.5","18","0","2","0","1","0","3","3","0","味方全体の魔法攻撃力を{0}アップ","1","100620102","30","10","魔法攻撃力アップ+{0}","-1195.5"
"1","99","0","2160","1","0","0","2","0","0","0","3","3","0","","1204","100621101","0","32","","0"
"1","99","0","2160","28","18","0","2","0","1","0","3","3","0","味方全体の魔法攻撃力を{0}アップ","1","100621102","30","10","魔法攻撃力アップ+{0}","-1172"
"1","99","0","2160","0","18","0","2","0","1","0","3","3","0","味方全体の魔法クリティカルを{0}アップ","1","100621103","70","10","","100"
"1","99","0","2160","0.66","18","0","1","0","1","0","3","3","0","敵全体の魔法防御力を{0}ダウン","1","100621104","41","10","魔法防御力ダウン+{0}","0.66"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","1","100650101","4","90","魔法攻撃力アップ+{0}","15"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","1","100651101","4","90","魔法攻撃力アップ+{0}","240"
"1","1","0","-1","3.6","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","45","100700101","1","1","物理ダメージ+{0}","45"
"1","1","0","0","12","1","0","2","0","0","0","3","7","0","自分のＨＰを{0}回復","1","100700102","1","4","ＨＰ回復量+{0}","12"
"1","1","0","0","0","0","0","2","0","0","0","1","7","0","一定時間無敵状態になる","3","100700201","1","21","無敵時間+0.01秒","0.01"
"1","1","0","0","2.4","0","0","0","0","100700203","0","0","7","0","","0","100700202","1","18","","0"
"1","1","0","0","0","0","0","2","0","0","0","1","7","0","","0","100700203","1","21","","0"
"1","1","0","0","7.5","1","0","2","0","0","0","1","7","0","自分のＨＰを{0}回復","1","100700301","1","4","ＨＰ回復量+{0}","7.5"
"1","1","0","-1","4.8","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","60","100701101","1","1","物理ダメージ+{0}","60"
"1","1","0","0","12","1","0","2","0","0","0","3","7","0","自分のＨＰを{0}回復","1","100701102","1","4","ＨＰ回復量+{0}","12"
"1","1","0","0","0.1","180","0","2","0","1","0","2","7","1","自分の回避を{0}アップ","1","100701103","50","10","回避アップ+{0}","0.1"
"1","1","0","0","0","0","0","2","0","0","0","1","7","0","一定時間無敵状態になる","3","100701201","1","21","無敵時間+0.01秒","0.01"
"1","1","0","0","2.4","0","0","0","0","100701203","0","0","7","0","","0","100701202","1","18","","0"
"1","1","0","0","0","0","0","2","0","0","0","1","7","0","","0","100701203","1","21","","0"
"1","1","0","0","0.1","12","0","2","0","1","0","2","7","1","自分の回避を{0}アップ","1","100701204","50","10","回避アップ+{0}","0.1"
"1","1","0","0","1.2","12","0","2","0","1","0","2","7","1","自分の物理防御力を{0}アップ","1","100701205","20","10","物理防御力アップ+{0}","1.2"
"1","1","0","0","0","0","0","2","0","0","0","1","7","0","一定時間無敵状態になる","6","100720201","1","21","","0"
"1","1","0","0","2.4","0","0","0","0","100720203","0","0","7","0","","0","100720202","1","18","","0"
"1","1","0","0","0","0","0","2","0","0","0","1","7","0","","0","100720203","1","21","","0"
"1","1","0","0","0.2","12","0","2","0","1","0","2","7","1","自分の物理防御力を{0}アップ","1","100720204","20","10","物理防御力アップ+{0}","-60"
"1","1","0","-1","5.2","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","60","100721101","1","1","物理ダメージ+{0}","60"
"1","1","0","0","12","1","0","2","0","0","0","3","7","0","自分のＨＰを{0}回復","1","100721102","1","4","ＨＰ回復量+{0}","12"
"1","1","0","0","0","180","0","2","0","1","0","2","7","1","自分の回避を{0}アップ","1","100721103","50","10","","30.1"
"1","1","0","0","0","0","0","2","0","0","0","1","7","0","一定時間無敵状態になる","6","100721201","1","21","","0"
"1","1","0","0","2.4","0","0","0","0","100721203","0","0","7","0","","0","100721202","1","18","","0"
"1","1","0","0","0","0","0","2","0","0","0","1","7","0","","0","100721203","1","21","","0"
"1","1","0","0","0","12","0","2","0","1","0","2","7","1","自分の回避を{0}アップ","1","100721204","50","10","","30.1"
"1","1","0","0","1.4","12","0","2","0","1","0","2","7","1","自分の物理防御力を{0}アップ","1","100721205","20","10","物理防御力アップ+{0}","-58.8"
"1","0","0","0","2","1","0","0","0","0","0","0","0","0","自分の物理防御力を{0}アップ","1","100750101","3","90","物理防御力アップ+{0}","2"
"1","0","0","0","2","1","0","0","0","0","0","0","0","0","自分の物理防御力を{0}アップ","1","100751101","3","90","物理防御力アップ+{0}","32"
"1","99","0","2160","0.405","0","0","1","0","0","0","3","3","0","敵全体に{0}の魔法ダメージ","4.5","100800101","2","1","魔法ダメージ+{0}","4.5"
"1","99","0","2160","0.345","18","0","1","0","1","0","3","3","1","敵全体の物理防御力を{0}ダウン","1","100800102","21","10","物理防御力ダウン+{0}","0.345"
"1","1","0","2160","1.2","0","1","1","0","0","0","3","3","0","敵単体に{0}の魔法ダメージ","15","100800201","2","1","魔法ダメージ+{0}","15"
"1","1","0","2160","100","0","0","1","0","0","0","3","1","0","敵単体を暗闇状態にする","8","100800202","40","12","暗闇の確定成功Ｌｖ+1","0"
"1","1","0","2160","0","0","0","2","0","0","0","3","12","0","味方単体のＴＰを{0}回復","75","100800301","1","16","ＴＰ回復量+{0}","2.5"
"1","99","0","2160","1.62","0","0","1","0","1","0","3","3","0","敵全体に{0}の低い側の防御力で防御する魔法ダメージ","20.25","100801101","2","1","魔法ダメージ+{0}","20.25"
"1","99","0","2160","0.7","18","0","1","0","1","0","3","3","1","敵全体の物理防御力を{0}ダウン","1","100801102","21","10","物理防御力ダウン+{0}","0.7"
"1","99","0","2160","100","0","0","1","0","0","0","3","3","0","敵全体を誘惑する","4","100801103","0","11","誘惑の確定成功Ｌｖ+1","0"
"1","1","0","2160","1.2","0","1","1","0","0","0","3","3","0","敵単体に{0}の魔法ダメージ","15","100801201","2","1","魔法ダメージ+{0}","15"
"1","1","0","2160","100","0","1","1","0","0","0","3","3","0","敵単体を暗闇状態にする","8","100801202","40","12","暗闇の確定成功Ｌｖ+1","0"
"1","1","0","2160","100","0","1","1","0","0","0","3","3","0","敵単体を誘惑する","8","100801203","0","11","誘惑の確定成功Ｌｖ+1","0"
"1","1","0","2160","0","0","0","2","0","0","0","3","12","0","味方単体のＴＰを{0}回復","725","100820301","1","16","","0"
"1","0","0","2160","8","12","0","2","0","1","0","3","1","0","味方単体の物理攻撃力を{0}アップ","1","100820302","10","10","物理攻撃力アップ+{0}","-2080"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","1","100850101","4","90","魔法攻撃力アップ+{0}","15"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","1","100851101","4","90","魔法攻撃力アップ+{0}","15"
"1","0","0","0","0","1","0","0","0","0","0","0","0","0","自分の物理防御力を{0}アップ","1","100851102","3","90","","30"
"1","99","0","2160","1.44","0","0","1","0","0","0","3","3","0","敵全体に{0}の魔法ダメージ","18","100900101","2","1","魔法ダメージ+{0}","18"
"1","1","0","0","0","99","0","2","0","1","0","1","7","2","自分の物理防御力を0にする","2","100900102","21","10","","100"
"1","1","0","0","0","99","0","2","0","1","0","1","7","2","自分の魔法防御力を0にする","2","100900103","41","10","","100"
"1","1","0","-1","1.2","0","0","1","0","0","0","1","3","0","敵単体に{0}の魔法ダメージ","20","100900201","2","1","魔法ダメージ+{0}","20"
"1","1","0","0","10","0","0","2","1","0","0","3","7","0","","100","100900301","3","17","","0"
"1","99","0","600","2","0","0","1","0","0","0","2","3","0","範囲内の敵に{0}の魔法ダメージ","25","100900302","2","1","魔法ダメージ+{0}","25"
"1","1","0","0","0","0","0","2","0","0","0","3","7","0","","0","100900303","0","30","","0"
"1","1","0","0","0","0","0","2","0","0","0","3","7","0","","1.9","100900304","1","21","","0"
"1","1","0","0","50","8","0","2","0","1","0","1","7","1","自分の魔法攻撃力を{0}アップ","1","100901101","30","10","魔法攻撃力アップ+{0}","50"
"1","99","0","2160","6.5","0","0","1","0","0","0","3","3","0","敵全体に{0}の魔法ダメージ","81.25","100901102","2","1","魔法ダメージ+{0}","81.25"
"1","1","0","0","0","99","0","2","0","1","0","1","7","2","自分の物理防御力を初期値の100%ダウン","2","100901103","21","10","","100"
"1","1","0","0","0","99","0","2","0","1","0","1","7","2","自分の魔法防御力を初期値の100%ダウン","2","100901104","41","10","","100"
"1","1","0","-1","1.6","0","0","1","0","0","0","1","3","0","敵単体に{0}の魔法ダメージ","20","100901201","2","1","魔法ダメージ+{0}","20"
"1","99","0","2160","0.6","12","0","2","0","1","0","3","3","1","敵単体の魔法防御力を{0}ダウン","1","100901202","41","10","魔法防御力ダウン+{0}","0.6"
"1","1","0","0","15","1","0","0","0","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","1","100950101","4","90","魔法攻撃力アップ+{0}","15"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","1","100951101","4","90","魔法攻撃力アップ+{0}","240"
"1","99","0","2160","15","18","0","2","0","1","0","3","3","0","味方全体の魔法攻撃力を{0}アップ","1","101000101","30","10","魔法攻撃力アップ+{0}","15"
"1","99","0","2160","0.6","18","0","2","0","1","0","3","3","0","味方全体の物理防御力を{0}アップ","1","101000102","20","10","物理防御力アップ+{0}","0.6"
"1","99","0","2160","0","18","0","2","0","1","0","3","3","0","味方全体のＴＰを固定量で{0}回復","50","101000103","4","16","","0"
"1","1","0","2160","7.5","1","0","2","0","0","0","2","5","0","味方単体のＨＰを{0}回復","1","101000201","2","4","ＨＰ回復量+{0}","7.5"
"1","1","0","2160","100","0","1","1","0","0","0","1","3","0","敵単体を暗闇状態にする","8","101000301","40","12","暗闇の確定成功Ｌｖ+1","0"
"1","99","0","2160","30","18","0","2","0","1","0","3","3","0","味方全体の魔法攻撃力を{0}アップ","1","101001101","30","10","魔法攻撃力アップ+{0}","30"
"1","99","0","2160","0","18","0","2","0","1","0","3","3","0","味方全体の魔法クリティカルを{0}アップ","1","101001102","70","10","","100"
"1","99","0","2160","0","18","0","2","0","1","0","3","3","0","味方全体の魔法攻撃クリティカル時のダメージを5％アップ","1","101001103","120","10","","5"
"1","99","0","2160","1.1","18","0","2","0","1","0","3","3","0","味方全体の物理防御力を{0}アップ","1","101001104","20","10","物理防御力アップ+{0}","1.1"
"1","99","0","2160","0","0","0","2","0","1","0","3","3","0","味方全体のＴＰを固定量で{0}回復","120","101001105","4","16","","0"
"1","99","0","2160","0","0","0","2","10","2","0","3","3","0","毎秒ＴＰを10回復する","10","101001106","1","48","","0"
"1","1","0","2160","8.5","1.2","0","2","0","0","0","3","5","0","味方単体のＨＰを{0}回復","1","101001201","2","4","ＨＰ回復量+{0}","8.5"
"1","1","0","2160","1","12","0","2","0","1","0","3","5","1","味方単体の物理防御力を{0}アップ","1","101001202","20","10","物理防御力アップ+{0}","1"
"1","1","0","2160","0.08","0","0","2","8.5","1","0","2","5","0","毎秒ＨＰを{0}回復する","0.5","101001203","2","48","回復量+{0}","0.5"
"1","0","0","0","2","1","0","0","0","0","0","0","0","0","自分の物理防御力を{0}アップ","1","101050101","3","90","物理防御力アップ+{0}","2"
"1","0","0","0","2","1","0","0","0","0","0","0","0","0","自分の物理防御力を{0}アップ","1","101051101","3","90","物理防御力アップ+{0}","2"
"1","0","0","0","0","1","0","0","0","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","1","101051102","4","90","","225"
"1","99","0","1150","1.62","0","0","1","0","0","0","1","3","0","範囲内の敵に{0}の物理ダメージ","20.4","101100101","1","1","物理ダメージ+{0}","20.4"
"1","1","0","0","0","99","0","2","0","1","0","1","7","1","自分の物理クリティカルを{0}アップ","1","101100201","60","10","","45"
