7b2611eb5d722ce37dd30ef8a2c0c684e24fb9ea24201e025ff09db0d0b0449d,617c40c6c172cf34e48e1a9ba9ea8a9ceaef594f8337febbf521ca5196a67a9e,af187009869d7953336d864de9fc62ac97779379dc13044ba50afac86e1e2d5d,4da468f36c3afd9d44e0d4f8f1b7a2201199e799a7e5166c8f2b40bec90a5506,93f3ef57351dc67d78987e6a4b9392c04a076a4b224cd1d7f38373b0da0ee03a,4eec9e1a5e1ba1ebc3c42776fae0a4e5e8c26535eab4ec3de0cd838c8e7f73e1,39ba57d71a30cdf38356e92c895310c636e1cb9f936771156cd9bffa9815509b,09b782de5f8272ce575bcd59c003d3b012cfcb391492290dcb9432c114b8a193,b681d1218794459863be3ef1db1e7fb2ec5da6d8ec17c70031f428d39475e2f5,b8c2710eb894fa064e722b3ad8dc19518992843e25b12b092a3522df64a76d67,78e7756f7caf3d692661a873e1f077b3bdcf0779e1e17007e93d294192b0c876,8456e25f3c2297e098b080e5ff477c4c8d616f0430b412d8f9c4bc23aaa7adc4
"5154065","2","0","vo_abd","vo_abd_0410","0","28","0","0","515406528","0","0"
"5154065","1","0.2","0","0","50","29","0","9","515406529","0","0"
"5154065","4","0","0","0","0","30","0.7","0","515406530","1","0"
"5154065","1","1.5","0","0","280","31","0","9","515406531","0","50"
"5154065","4","0","0","0","0","32","2.5","0","515406532","1","0"
"5154065","2","0","vo_abd","vo_abd_0411","0","33","0","0","515406533","0","0"
"5154065","1","0.2","0","0","35","34","0","10","515406534","0","0"
"5154065","4","0","0","0","0","35","1.08","0","515406535","1","0"
"5154065","1","0.3","0","0","107","36","0","10","515406536","0","35"
"5154065","4","0","0","0","0","37","0.9","0","515406537","1","0"
"5154065","1","1.5","0","0","425","38","0","10","515406538","0","107"
