10d2cb14e2212e51fe4baba13cca886ba3c6a0b1f58b108de510ff64184ebbd2,7d726aa9530a94e22b332cff92fc9bb38e008e9f505fc46aba5b0b48cd1c0e45,ab2895016540e8f36f0eac7d64a2bc4a4958e8a4eea82d54dac3a30f983cbf39,addc4afde13b1833a47ead88c65d05a3d93ed1050a7bbcf642d1751500c058be,c26fe38de72ae366d7a2463c49404d8f2d7218d5388443b70f6b8961b359e2eb,12f6959744897eb043b8beac052970ecdddf40233e38b4ca332ee95fe24cc14b,db09f4aa940392fd9a838b82937d89707aaf0648611d3f6d0db0a0781f987142,8a542cb7d339cc237cf4a4722fdd78f31d66afaedb40e4959297fdfd09083d11,9232123dd6b75e7044e11344ba5929c3c6a71698d9b27e79638aebcac4366492,9c309fa12809f4066d55b0464f23f3cd5f81c1a9ea5d61322d2d89f175d4b5d5,52ac4974c57298f16e00b11e9d830acb1ac0fcd654454ba5dc8ee54bb01be4ad
"1070003","7","","","","0","21","","vo_minigame_1006_top_201","0","vo_minigame_1006"
"1070004","7","0","0","0","0","11","0","フレーフレー！\n今日もファイトだよ！\n張り切っていこー！","8","113411"
"1070005","7","","","","","93","","","","3.4"
"1070006","7","1","0.2","","pkb_idle_normal","3","0.2","pkb_talk_handsup","0","113411"
"1070007","7","","","","","91","","","","1070004"
"1070008","7","","","","","3","0.2","pkb_idle_normal","1","113411"
"1080001","8","-175","1","pkb_idle_normal","64","1","1.65","113411","100","1"
"1080002","8","","","","","3","0.2","pkb_talk_joy2","1","113411"
"1080003","8","","","","0","21","","vo_minigame_1006_top_202","0","vo_minigame_1006"
"1080004","8","0","0","-1","0","11","0","ハツネちゃんも\n練習のお手伝いを\nしちゃうのだ～！\nきらーん☆","8","113411"
"1080005","8","","","","","93","","","","3.6"
"1080006","8","","","","","3","0.2","pkb_hatsune_kiran","0","113411"
"1080007","8","","","","","91","","","","1080004"
"1080008","8","","","","","3","0.2","pkb_idle_normal","1","113411"
"1090001","9","-175","1","pkb_idle_normal","64","1","1.65","113411","100","1"
"1090002","9","","","","","3","0.2","pkb_talk_joy2","1","113411"
"1090003","9","","","","0","21","","vo_minigame_1006_top_203","0","vo_minigame_1006"
"1090004","9","0","0","0","0","11","0","私も投げてみたいな！\n超能りょ…じゃなくて\n魔法で、すごい球を\n投げちゃうよ！","6","113411"
"1090005","9","","","","","93","","","","3"
"1090006","9","1","0.2","","pkb_idle_surprise1","3","0.2","pkb_surprise","0","113411"
"1090007","9","","","","","93","","","","1"
"1090008","9","","","","","3","0.2","pkb_talk_joy3","1","113411"
"1090009","9","","","","","91","","","","1090004"
"1090010","9","","","","","3","0.2","pkb_idle_normal","1","113411"
"1100001","10","-175","1","pkb_idle_normal","64","1","1.65","106531","100","1"
"1100002","10","1","","","pkb_idle_arm_crossed","3","0.2","pkb_talk_arm_crossed","0","106531"
"1100003","10","","","","0","21","","vo_minigame_1006_top_301","0","vo_minigame_1006"
"1100004","10","0","0","0","0","11","0","なあ、練習始めようぜ\n早く投げたくて\nウズウズしてるんだ！","8","106531"
"1100005","10","","","","","93","","","","2.8"
"1100006","10","","","","","3","0.2","pkb_talk_joy1","1","106531"
"1100007","10","","","","","91","","","","1100004"
"1100008","10","","","","","3","0.2","pkb_idle_normal","1","106531"
"1110001","11","-175","1","pkb_idle_normal","64","1","1.65","106531","100","1"
"1110002","11","","","","","3","0.2","pkb_talk_normal","1","106531"
"1110003","11","","","","0","21","","vo_minigame_1006_top_302","0","vo_minigame_1006"
"1110004","11","0","0","0","0","11","0","オレ様の特訓は\n半端じゃねえぜ\n覚悟しとけよ？","8","106531"
"1110005","11","","","","","93","","","","3.2"
"1110006","11","1","0.2","","pkb_idle_arm_crossed","3","0.2","pkb_talk_arm_crossed","0","106531"
"1110007","11","","","","","91","","","","1110004"
"1110008","11","","","","","3","0.2","pkb_idle_normal","1","106531"
"1120001","12","-175","1","pkb_idle_normal","64","1","1.65","106531","100","1"
"1120002","12","1","0.2","","pkb_idle_arm_crossed","3","0.2","pkb_talk_arm_crossed","0","106531"
"1120003","12","","","","0","21","","vo_minigame_1006_top_303","0","vo_minigame_1006"
"1120004","12","0","0","0.5","0","11","0","威勢がいいのは口だけ\nじゃねえってとこ\n見せてくれよな？","8","106531"
"1120005","12","","","","","93","","","","3.2"
"1120006","12","1","","","pkb_idle_doya","3","0.2","pkb_talk_doya","0","106531"
"1120007","12","","","","","91","","","","1120004"
"1120008","12","","","","","3","0.2","pkb_idle_normal","1","106531"
"1130001","13","-175","1","pkb_idle_normal","64","1","1.65","102311","100","1"
"1130002","13","1","0.4","","pkb_talk_joy1","3","0.2","pkb_talk_fun","0","102311"
"1130003","13","","","","0","21","","vo_minigame_1006_top_401","0","vo_minigame_1006"
"1130004","13","0","0","0","0","11","0","今日も打っちゃうよ！\n一緒にがんばろうね\nぷうきち！","8","102311"
"1130005","13","","","","","91","","","","1130004"
"1130006","13","","","","","3","0.2","pkb_idle_normal","1","102311"
"1140001","14","-175","1","pkb_idle_normal","64","1","1.65","102311","100","1"
"1140002","14","","","","","3","0.2","pkb_talk_joy1","1","102311"
"1140003","14","","","","0","21","","vo_minigame_1006_top_402","0","vo_minigame_1006"
"1140004","14","0","0","0","0","11","0","全部ホームラン\n打てばいいんだよね？\nそれくらい簡単だよ！","8","102311"
"1140005","14","","","","","93","","","","3"
"1140006","14","1","","","pkb_idle_doya","3","0.2","pkb_talk_doya","0","102311"
"1140007","14","","","","","91","","","","1140004"
"1140008","14","","","","","3","0.2","pkb_idle_normal","1","102311"
"1150001","15","-175","1","pkb_idle_normal","64","1","1.65","102311","100","1"
"1150002","15","","","","","3","0.2","pkb_talk_wish","1","102311"
"1150003","15","","","","0","21","","vo_minigame_1006_top_403","0","vo_minigame_1006"
"1150004","15","0","0","-0.5","0","11","0","お兄ちゃんたちの\nお手本になれる\nように、いっぱい\n打つからね！","8","102311"
"1150005","15","","","","","93","","","","2.4"
"1150006","15","1","0.4","","pkb_talk_joy1","3","0.2","pkb_talk_fun","0","102311"
"1150007","15","","","","","91","","","","1150004"
"1150008","15","","","","","3","0.2","pkb_idle_normal","1","102311"
"1160001","16","-155","1","pkb_idle_normal_l","64","5","57","1","100","1"
"1160002","16","1","0.2","","pkb_idle_arm_crossed_l","3","0.2","pkb_talk_arm_crossed_l","0","1"
"1160003","16","","","","0","21","","vo_minigame_1006_top_701","0","vo_minigame_1006"
"1160004","16","0","0","0","0","11","0","全国大会を目指して\n今日も練習頑張ろう！","8","1"
"1160005","16","","","","","93","","","","2.6"
"1160006","16","1","0.2","","pkb_idle_doya_l","3","0.2","pkb_talk_doya_l","0","1"
"1160007","16","","","","","91","","","","1160004"
"1160008","16","","","","","3","0.2","pkb_idle_normal_l","1","1"
"1170001","17","-155","1","pkb_idle_normal_l","64","5","57","1","100","1"
"1170002","17","1","","","pkb_idle_guts_l","3","0.2","pkb_talk_guts_l","0","1"
"1170003","17","","","","0","21","","vo_minigame_1006_top_702","0","vo_minigame_1006"
"1170004","17","0","0","0","0","11","0","夢を叶えるために\n全力で練習に\n取り組もう！","8","1"
"1170005","17","","","","","91","","","","0"
"1170006","17","","","","","3","0.2","pkb_idle_normal_l","1","1"
"1180001","18","-155","1","pkb_idle_normal_l","64","5","57","1","100","1"
"1180002","18","1","0.2","","pkb_idle_arm_crossed_l","3","0.2","pkb_talk_arm_crossed_l","0","1"
"1180003","18","","","","0","21","","vo_minigame_1006_top_703","0","vo_minigame_1006"
"1180004","18","0","0","0","0","11","0","部員のみんなも\nすごく上達してる…\n俺も負けてられない！","8","1"
"1180005","18","","","","","93","","","","2.9"
"1180006","18","1","","","pkb_idle_guts_l","3","0.2","pkb_talk_guts_l","0","1"
"1180007","18","","","","","91","","","","1180004"
"1180008","18","","","","","3","0.2","pkb_idle_normal_l","1","1"
"1190001","19","-155","1","pkb_idle_normal_l","64","5","57","2","100","2"
"1190002","19","1","0.2","","pkb_idle_arm_crossed_l","3","0.2","pkb_talk_arm_crossed_l","0","2"
"1190003","19","","","","0","21","","vo_minigame_1006_top_801","0","vo_minigame_1006"
"1190004","19","0","0","0","0","11","0","上達してるってとこ\n見せてやる\nオレだって選手なんだ","8","2"
"1190005","19","","","","","93","","","","3.8"
"1190006","19","1","","","pkb_idle_guts_l","3","0.2","pkb_talk_guts_l","0","2"
"1190007","19","","","","","91","","","","1190004"
"1190008","19","","","","","3","0.2","pkb_idle_normal_l","1","2"
"1200001","20","-155","1","pkb_idle_normal_l","64","5","57","2","100","2"
"1200002","20","1","","","pkb_idle_guts_l","3","0.2","pkb_talk_guts_l","0","2"
"1200003","20","","","","0","21","","vo_minigame_1006_top_802","0","vo_minigame_1006"
"1200004","20","0","0","0","0","11","0","今日もかっとばす\n遠慮せず全力で\nかかってこい","8","2"
"1200005","20","","","","","93","","","","3.2"
"1200006","20","1","","","pkb_idle_doya_l","3","0.2","pkb_talk_doya_l","0","2"
"1200007","20","","","","","91","","","","1200004"
"1200008","20","","","","","3","0.2","pkb_idle_normal_l","1","2"
"1210001","21","-155","1","pkb_idle_normal_l","64","5","57","2","100","2"
"1210002","21","1","0.2","","pkb_idle_arm_crossed_l","3","0.2","pkb_talk_arm_crossed_l","0","2"
"1210003","21","","","","0","21","","vo_minigame_1006_top_803","0","vo_minigame_1006"
"1210004","21","0","0","0","0","11","0","全国を目指してんだ\nもっと練習しなきゃ\nいけねえよな","8","2"
"1210005","21","","","","","91","","","","0"
"1210006","21","","","","","3","0.2","pkb_idle_normal_l","1","2"
"1220001","22","-150","0","pkb_idle_normal","-20","1","1.6","113511","100","1"
"1220002","22","-150","1","pkb_idle_normal","170","1","1.6","113411","100","1"
"1220003","22","","","","","3","0.2","pkb_talk_joy1","1","113511"
"1220004","22","","","","0","21","","vo_minigame_1006_top_talk_1_101","0","vo_minigame_1006"
"1220005","22","0","0","-0.5","0","11","0","ふふ、みんなすごく\n張り切ってるわね\nハツネちゃんの応援の\nおかげかしら♪","6","113511"
"1220006","22","","","","","91","","","","0"
"1220007","22","","","","","3","0.2","pkb_idle_normal","1","113511"
"1220008","22","","","","","3","0.2","pkb_talk_joy1","1","113411"
"1220009","22","","","","0","21","","vo_minigame_1006_top_talk_1_202","0","vo_minigame_1006"
"1220010","22","0","0","-0.5","0","11","0","そうかなー？\nじゃあもっと応援\nがんばっちゃうぞ～！","6","113411"
"1220011","22","","","","","93","","","","4"
"1220012","22","1","0","","pkb_idle_normal","3","0.2","pkb_talk_handsup","0","113411"
"1220013","22","","","","","91","","","","1220010"
"1220014","22","","","","","3","0.2","pkb_idle_normal","1","113411"
"1230001","23","-150","1","pkb_idle_normal","170","1","1.6","113411","100","1"
"1230002","23","-150","0","pkb_idle_normal","-20","1","1.6","113511","100","1"
"1230003","23","","","","","3","0.2","pkb_talk_normal","1","113411"
"1230004","23","","","","0","21","","vo_minigame_1006_top_talk_2_201","0","vo_minigame_1006"
"1230005","23","0","0","-1.5","0","11","0","ミサト先生も一緒に\n応援しようよ！","8","113411"
"1230006","23","","","","","91","","","","0"
"1230007","23","","","","","3","0.2","pkb_idle_normal","1","113411"
"1230008","23","","","","","3","0.2","pkb_talk_normal","1","113511"
"1230009","23","","","","0","21","","vo_minigame_1006_top_talk_2_102","0","vo_minigame_1006"
"1230010","23","0","0","3","0","11","0","あらあら\n楽しそうね～♪\nフレーフレー！","5","113511"
"1230011","23","","","","","93","","","","4"
"1230012","23","0","0.2","","pkb_talk_fun","3","0.2","pkb_talk_fun","0","113511"
"1230013","23","","","","","93","","","","2.7"
"1230014","23","1","0.2","","pkb_talk_joy1","3","0.2","pkb_idle_normal","0","113511"
"1230015","23","","","","","91","","","","1230010"
"1230016","23","","","","","3","0.2","pkb_idle_normal","1","113511"
"1240001","24","-150","1","pkb_idle_normal","170","1","1.6","113511","100","1"
"1240002","24","-130","0","pkb_idle_normal","-20","5","55","3","100","3"
"1240003","24","","","","","3","0.2","pkb_talk_joy3","1","113511"
"1240004","24","","","","0","21","","vo_minigame_1006_top_talk_3_101","0","vo_minigame_1006"
"1240005","24","0","0","-1","0","11","0","ダイチくんったら\nすごい気合いね～！\nでも、無理しちゃ\n駄目ですよ～？","6","113511"
"1240006","24","","","","","93","","","","4"
"1240007","24","","","","","3","0.2","pkb_talk_wish","1","113511"
"1240008","24","","","","","91","","","","1240005"
"1240009","24","","","","","3","0.2","pkb_idle_normal","1","113511"
"1240010","24","","","","","3","0.2","pkb_talk_normal","1","3"
"1240011","24","","","","0","21","","vo_minigame_1006_top_talk_3_602","0","vo_minigame_1006"
"1240012","24","0","0","-1","0","11","0","わかってるっつーの\nけどよ、ビーチベース\nボールが楽しくて\n仕方ねえんだよ！","6","3"
"1240013","24","","","","","93","","","","2"
"1240014","24","1","","","pkb_idle_doya","3","0.2","pkb_talk_doya","0","3"
"1240015","24","","","","","91","","","","1240012"
"1240016","24","","","","","3","0.2","pkb_idle_normal","1","3"
"1250001","25","-130","0","pkb_idle_normal","-20","5","55","3","100","3"
"1250002","25","-150","1","pkb_idle_normal","170","1","1.6","113511","100","1"
"1250003","25","1","0.2","","pkb_idle_arm_crossed","3","0.2","pkb_talk_arm_crossed","0","3"
"1250004","25","","","","0","21","","vo_minigame_1006_top_talk_4_601","0","vo_minigame_1006"
"1250005","25","0","0","-0.5","0","11","0","今の俺たちなら\n全国行けるぜ！\n絶対に夢を\n叶えようぜ！","8","3"
"1250006","25","","","","","93","","","","3"
"1250007","25","1","","","pkb_idle_guts","3","0.2","pkb_talk_guts","0","3"
"1250008","25","","","","","91","","","","1250005"
"1250009","25","","","","","3","0.2","pkb_idle_normal","1","3"
"1250010","25","","","","","3","0.2","pkb_talk_wish","1","113511"
"1250011","25","","","","0","21","","vo_minigame_1006_top_talk_4_102","0","vo_minigame_1006"
"1250012","25","0","0","1","0","11","0","ええ、あなたたちなら\n行けるって信じてるわ\n頑張りましょう～♪","6","113511"
"1250013","25","","","","","93","","","","5.6"
"1250014","25","1","0.2","","pkb_idle_normal","3","0.2","pkb_talk_handsup","0","113511"
"1250015","25","","","","","91","","","","0"
"1250016","25","","","","","3","0.2","pkb_idle_normal","1","113511"
"1260001","26","-150","1","pkb_idle_normal","170","1","1.6","113511","100","1"
"1260002","26","-130","0","pkb_idle_normal","-20","5","55","1","100","1"
"1260003","26","","","","","3","0.2","pkb_talk_joy3","1","113511"
"1260004","26","","","","0","21","","vo_minigame_1006_top_talk_5_101","0","vo_minigame_1006"
"1260005","26","0","0","0","0","11","0","ふふ、先生も\n練習のお手伝いを\nしますからね～","6","113511"
"1260006","26","","","","","91","","","","0"
"1260007","26","","","","","3","0.2","pkb_idle_normal","1","113511"
"1260008","26","1","0.2","","pkb_idle_guts","3","0.2","pkb_talk_guts","0","1"
"1260009","26","","","","0","21","","vo_minigame_1006_top_talk_5_702","0","vo_minigame_1006"
"1260010","26","0","0","-1","0","11","0","先生、ありがとう\nございます！\n俺も気合い入れて\n頑張ります！","8","1"
"1260011","26","","","","","91","","","","0"
"1260012","26","","","","","3","0.2","pkb_idle_normal","1","1"
"1270001","27","-130","0","pkb_idle_normal","-20","5","55","1","100","1"
"1270002","27","-150","1","pkb_idle_normal","170","1","1.6","113511","100","1"
"1270003","27","1","0.2","","pkb_idle_arm_crossed","3","0.2","pkb_talk_arm_crossed","0","1"
"1270004","27","","","","0","21","","vo_minigame_1006_top_talk_6_701","0","vo_minigame_1006"
"1270005","27","0","0","-0.5","0","11","0","今日もボールが\nピカピカだ…\nきっと先生が\n磨いてくれたんだ…！","8","1"
"1270006","27","","","","","93","","","","2.6"
"1270007","27","1","0.2","","pkb_idle_guts","3","0.2","pkb_talk_guts","0","1"
"1270008","27","","","","","91","","","","1270005"
"1270009","27","","","","","3","0.2","pkb_idle_normal","1","1"
"1270010","27","","","","","3","0.2","pkb_talk_joy3","1","113511"
"1270011","27","","","","0","21","","vo_minigame_1006_top_talk_6_102","0","vo_minigame_1006"
"1270012","27","0","0","0.5","0","11","0","私にできることを\nしただけですよ～\nみんなが気持ちよく\n練習できたらなって♪","6","113511"
"1270013","27","","","","","93","","","","4"
"1270014","27","","","","","3","0.2","pkb_talk_wish","1","113511"
"1270015","27","","","","","91","","","","1270012"
"1270016","27","","","","","3","0.2","pkb_idle_normal","1","113511"
"1280001","28","-150","1","pkb_idle_normal","170","1","1.6","113411","100","1"
"1280002","28","-130","0","pkb_idle_normal","-20","5","55","3","100","3"
"1280003","28","1","0.2","","pkb_talk_joy1","3","0.2","pkb_talk_yell","0","113411"
"1280004","28","","","","0","21","","vo_minigame_1006_top_talk_7_201","0","vo_minigame_1006"
"1280005","28","0","0","-0.5","0","11","0","みんな、頑張れ～♪\nかっこいいところ\n期待してるよー！\nファイトファイト～！","8","113411"
"1280006","28","","","","","93","","","","4.6"
"1280007","28","1","0.2","","pkb_idle_normal","3","0.2","pkb_talk_fun","0","113411"
"1280008","28","","","","","91","","","","1280005"
"1280009","28","","","","","3","0.2","pkb_idle_normal","1","113411"
"1280010","28","1","","","pkb_idle_guts","3","0.2","pkb_talk_guts","0","3"
"1280011","28","","","","0","21","","vo_minigame_1006_top_talk_7_602","0","vo_minigame_1006"
"1280012","28","0","0","0","0","11","0","応援が沁みるぜ…\nハツネちゃんに\nいいとこ見せるぞ！\nうおおぉぉ！！","8","3"
"1280013","28","","","","","93","","","","5"
"1280014","28","1","","","pkb_idle_normal","3","0.2","pkb_talk_handsup","0","3"
"1280015","28","","","","","91","","","","1280012"
"1280016","28","","","","","3","0.2","pkb_idle_normal","1","3"
"1290001","29","-130","0","pkb_idle_normal","-20","5","55","3","100","3"
"1290002","29","-150","1","pkb_idle_normal","170","1","1.6","113411","100","1"
"1290003","29","1","0.2","","pkb_idle_arm_crossed","3","0.2","pkb_talk_arm_crossed","0","3"
"1290004","29","","","","0","21","","vo_minigame_1006_top_talk_8_601","0","vo_minigame_1006"
"1290005","29","0","0","-1","0","11","0","かなりハードな練習に\nなりそうなんだ\nビシッと気合いが入る\n応援を頼むぜ！","8","3"
"1290006","29","","","","","93","","","","2.8"
"1290007","29","1","","","pkb_idle_guts","3","0.2","pkb_talk_guts","0","3"
"1290008","29","","","","","91","","","","1290005"
"1290009","29","","","","","3","0.2","pkb_idle_normal","1","3"
"1290010","29","","","","","3","0.2","pkb_talk_joy1","1","113411"
"1290011","29","","","","0","21","","vo_minigame_1006_top_talk_8_202","0","vo_minigame_1006"
"1290012","29","0","0","-0.5","0","11","0","任せてよ！\nいつもよりいっぱい\n応援しちゃうよ～！","8","113411"
"1290013","29","","","","","93","","","","2.2"
"1290014","29","0","0.4","","pkb_smile","3","0.2","pkb_talk_fun","0","113411"
"1290015","29","","","","","93","","","","2.2"
"1290016","29","","","","","3","0.2","pkb_idle_normal","1","113411"
"1290017","29","","","","","91","","","","1290012"
"1290018","29","","","","","3","0.2","pkb_idle_normal","1","113411"
"1300001","30","-150","1","pkb_idle_normal","170","1","1.6","113411","100","1"
"1300002","30","-130","0","pkb_idle_normal","-20","5","55","1","100","1"
"1300003","30","","","","","3","0.2","pkb_talk_joy1","1","113411"
"1300004","30","","","","0","21","","vo_minigame_1006_top_talk_9_201","0","vo_minigame_1006"
"1300005","30","0","0","1","0","11","0","いっぱい応援するから\n今日も練習頑張ってね\n目指せ、全国大会～！","8","113411"
"1300006","30","","","","","93","","","","5"
"1300007","30","1","","","pkb_idle_normal","3","0.2","pkb_talk_handsup","0","113411"
"1300008","30","","","","","91","","","","1300005"
"1300009","30","","","","","3","0.2","pkb_idle_normal","1","113411"
"1300010","30","","","","","3","0.2","pkb_talk_normal","1","1"
"1300011","30","","","","0","21","","vo_minigame_1006_top_talk_9_702","0","vo_minigame_1006"
"1300012","30","0","0","-1","0","11","0","ハツネちゃんの応援は\n俺たちの力に\nなってるよ\nいつもありがとう！","8","1"
"1300013","30","","","","","93","","","","3.3"
"1300014","30","1","","","pkb_idle_guts","3","0.2","pkb_talk_guts","0","1"
"1300015","30","","","","","91","","","","1300012"
"1300016","30","","","","","3","0.2","pkb_idle_normal","1","1"
"1310001","31","-130","0","pkb_idle_normal","-20","5","55","1","100","1"
"1310002","31","-150","1","pkb_idle_normal","170","1","1.6","113411","100","1"
"1310003","31","1","0.2","","pkb_idle_arm_crossed","3","0.2","pkb_talk_arm_crossed","0","1"
"1310004","31","","","","0","21","","vo_minigame_1006_top_talk_10_701","0","vo_minigame_1006"
"1310005","31","0","0","-1.5","0","11","0","キャプテンとして\nもっと上手くなって\nみんなを引っ張って\nいかないと！","8","1"
"1310006","31","","","","","93","","","","3.6"
"1310007","31","1","","","pkb_idle_doya","3","0.2","pkb_talk_doya","0","1"
"1310008","31","","","","","91","","","","1310005"
"1310009","31","","","","","3","0.2","pkb_idle_normal","1","1"
"1310010","31","","","","","3","0.2","pkb_talk_joy1","1","113411"
"1310011","31","","","","0","21","","vo_minigame_1006_top_talk_10_202","0","vo_minigame_1006"
"1310012","31","0","0","-0.5","0","11","0","おっ、アサヒくん！\n気合い入ってるね！\nその意気なのだ～！\n頑張れ頑張れ～☆","8","113411"
"1310013","31","","","","","93","","","","3.6"
"1310014","31","0","","","pkb_talk_fun","3","0.2","pkb_talk_fun","0","113411"
"1310015","31","","","","","93","","","","3"
"1310016","31","","","","","3","0.2","pkb_idle_normal","1","113411"
"1310017","31","","","","","91","","","","1310012"
"1320001","32","-130","0","pkb_idle_normal","-20","5","55","2","100","2"
"1320002","32","-150","1","pkb_idle_normal","170","1","1.6","113411","100","1"
"1320003","32","1","","","pkb_idle_guts","3","0.2","pkb_talk_guts","0","2"
"1320004","32","","","","0","21","","vo_minigame_1006_top_talk_11_801","0","vo_minigame_1006"
"1320005","32","0","0","0","0","11","0","ハツネちゃん…\nホームラン打つって\n約束するから\nしっかり見ててくれよ","8","2"
"1320006","32","","","","","93","","","","5"
"1320007","32","1","","","pkb_idle_doya","3","0.2","pkb_talk_doya","0","2"
"1320008","32","","","","","91","","","","1320005"
"1320009","32","","","","","3","0.2","pkb_idle_normal","1","2"
"1320010","32","","","","","3","0.2","pkb_talk_joy2","1","113411"
"1320011","32","","","","0","21","","vo_minigame_1006_top_talk_11_202","0","vo_minigame_1006"
"1320012","32","0","0","0","0","11","0","うん、わかった！\n特大ホームランを\nよろしくねー！\n期待してるよ～！","8","113411"
"1320013","32","","","","","93","","","","4.6"
"1320014","32","1","0.2","","pkb_idle_normal","3","0.2","pkb_hatsune_kiran","0","113411"
"1320015","32","","","","","91","","","","1320012"
"1320016","32","","","","","3","0.2","pkb_idle_normal","1","113411"
"1330001","33","-150","1","pkb_idle_normal","170","1","1.6","102311","100","1"
"1330002","33","-130","0","pkb_idle_normal","-20","5","55","2","100","2"
"1330003","33","","","","","3","0.2","pkb_talk_normal","1","102311"
"1330004","33","","","","0","21","","vo_minigame_1006_top_talk_12_401","0","vo_minigame_1006"
"1330005","33","0","0","-0.5","0","11","0","声出し練習やろうよ！\n「ぷうきち\nフルスイング」って\n大声で百回～！","8","102311"
"1330006","33","","","","","93","","","","1.6"
"1330007","33","1","0.2","","pkb_talk_joy1","3","0.2","pkb_talk_yell","0","102311"
"1330008","33","","","","","91","","","","1330005"
"1330009","33","","","","","3","0.2","pkb_idle_normal","1","102311"
"1330010","33","","","","0","21","","vo_minigame_1006_top_talk_12_802","0","vo_minigame_1006"
"1330011","33","0","0","0","0","11","0","ぷ、ぷうきち\nフルスイーング！\n…これはこれで\nキツい練習だな","8","2"
