9a745dba6735d3b523a12dc8e172694e08feb02e6b213a232bf1f0c2faef9233,7571c83ba27513874aad207a0c00a488a96f1b178a33cde3a362db54917b53fd,9be5469fbdff3d9b02059524aa8367a943786530a450c53b47e9807fad748fa7,1af9e794f37d862fe2fd56308db0ec0699d0b1cb94a56f7ef3a25d8f9f27aac7,6bb62895028cccc4e9a6ec2d265b7f44dfcfce2193cf700729160387ce861927,c624f8c35c2cfbe81e9b1d3cb0fa16dcff364afca3b7bae9a178f72792d1d294,99100491a6750a43f1cd3111eb7295e17f7a15fb467e25c7b621aecb721fb900,3bd5d62fe2ef858faeaacaa62cfabad6531b89250c9ac5004c9359d040f18bf3,a05067154ef20394a2413c066bbcdb70fd2155bc3da93695ff77e27043c503c3,4edaa9db323dafccdf243c41147a13265e0d3666be92174e0ca413f4a9ca4143,a3aca2b81cd0f00384b8b38345c8424e368a7b894d22dd8f7f105a488b973973,ac0d85c237ec4d6c6bd1b02afbff331113acbef253d5e4aaed98ed3301dfa906,b2d2891853ee14f0a9b99f7c5143d71660fdf49de8fd4a2c01270ed21b675575,b8c058f397c103dac20d63069599e3d88e3fae303fdf88424a58852d39f1a201,d218b27fdafcbd4669ded59078da53c6eff6a981ce80e0ca2c886f0b43146188,77a6bced99541f4493d72a0ce7feb54bb974716857565baac92b7b4d1a0c8053,86559463a5a66977faa79cd0514de832f93071067655dabcca1148285883bb60,1bc79dbeb5a3f7379a298c2287a88f96f4650233324fafd62f035b90256bac65,795c8ef8495520fc4060f8e4d782e81366deb9579f2ad8f21217e90f61465b48,c74ab0b5e8b62d6196c92a5d74a377048fcf6c4bb3ab4694001869c9520b9a83
"3100103","0","0","20003","0","2","0","0","1001205","0","8","90006","0","0","0","2","3","2","18","30"
"3100102","0","0","20003","0","2","0","0","1001205","0","6","90006","0","0","0","4","10","2","19","20"
"3100101","0","0","20003","0","2","0","0","1001205","0","2","90006","0","0","0","11","30","2","20","10"
"3100104","0","0","20003","0","2","0","0","1001206","0","4","90006","0","0","0","1","1","2","21","5"
"3100103","0","0","20003","0","2","0","0","1001206","0","3","90006","0","0","0","2","3","2","22","4"
"3100102","0","0","20003","0","2","0","0","1001206","0","2","90006","0","0","0","4","10","2","23","3"
"3100101","0","0","20003","0","2","0","0","1001206","0","1","90006","0","0","0","11","30","2","24","2"
"3100104","0","0","20003","0","2","0","0","1001207","0","4","90006","0","0","0","1","1","2","25","5"
"3100103","0","0","20003","0","2","0","0","1001207","0","3","90006","0","0","0","2","3","2","26","4"
"3100102","0","0","20003","0","2","0","0","1001207","0","2","90006","0","0","0","4","10","2","27","3"
"3100101","0","0","20003","0","2","0","0","1001207","0","1","90006","0","0","0","11","30","2","28","2"
"3100104","0","0","20003","0","2","0","0","1001208","0","4","90006","0","0","0","1","1","2","29","5"
"3100103","0","0","20003","0","2","0","0","1001208","0","3","90006","0","0","0","2","3","2","30","4"
"3100102","0","0","20003","0","2","0","0","1001208","0","2","90006","0","0","0","4","10","2","31","3"
"3100101","0","0","20003","0","2","0","0","1001208","0","1","90006","0","0","0","11","30","2","32","2"
"3100104","0","0","20003","0","2","0","0","1001209","0","4","90006","0","0","0","1","1","2","33","5"
"3100103","0","0","20003","0","2","0","0","1001209","0","3","90006","0","0","0","2","3","2","34","4"
"3100102","0","0","20003","0","2","0","0","1001209","0","2","90006","0","0","0","4","10","2","35","3"
"3100101","0","0","20003","0","2","0","0","1001209","0","1","90006","0","0","0","11","30","2","36","2"
"3100104","0","0","20003","0","2","0","0","1001210","0","4","90006","0","0","0","1","1","2","37","5"
"3100103","0","0","20003","0","2","0","0","1001210","0","3","90006","0","0","0","2","3","2","38","4"
"3100102","0","0","20003","0","2","0","0","1001210","0","2","90006","0","0","0","4","10","2","39","3"
"3100101","0","0","20003","0","2","0","0","1001210","0","1","90006","0","0","0","11","30","2","40","2"
"3100104","0","0","20003","0","2","0","0","1002201","0","5","90006","0","0","0","1","1","2","41","20"
"3100103","0","0","20003","0","2","0","0","1002201","0","4","90006","0","0","0","2","3","2","42","15"
"3100102","0","0","20003","0","2","0","0","1002201","0","3","90006","0","0","0","4","10","2","43","10"
"3100101","0","0","20003","0","2","0","0","1002201","0","1","90006","0","0","0","11","30","2","44","5"
"3100104","0","0","20003","0","2","0","0","1002202","0","5","90006","0","0","0","1","1","2","45","20"
"3100103","0","0","20003","0","2","0","0","1002202","0","4","90006","0","0","0","2","3","2","46","15"
"3100102","0","0","20003","0","2","0","0","1002202","0","3","90006","0","0","0","4","10","2","47","10"
"3100101","0","0","20003","0","2","0","0","1002202","0","1","90006","0","0","0","11","30","2","48","5"
"3100104","0","0","20003","0","2","0","0","1002203","0","5","90006","0","0","0","1","1","2","49","20"
"3100103","0","0","20003","0","2","0","0","1002203","0","4","90006","0","0","0","2","3","2","50","15"
"3100102","0","0","20003","0","2","0","0","1002203","0","3","90006","0","0","0","4","10","2","51","10"
"3100101","0","0","20003","0","2","0","0","1002203","0","1","90006","0","0","0","11","30","2","52","5"
"3100104","0","0","20003","0","2","0","0","1002204","0","5","90006","0","0","0","1","1","2","53","20"
"3100103","0","0","20003","0","2","0","0","1002204","0","4","90006","0","0","0","2","3","2","54","15"
"3100102","0","0","20003","0","2","0","0","1002204","0","3","90006","0","0","0","4","10","2","55","10"
"3100101","0","0","20003","0","2","0","0","1002204","0","1","90006","0","0","0","11","30","2","56","5"
"3100104","0","0","20003","0","2","0","0","1002205","0","10","90006","0","0","0","1","1","2","57","40"
"3100103","0","0","20003","0","2","0","0","1002205","0","8","90006","0","0","0","2","3","2","58","30"
"3100102","0","0","20003","0","2","0","0","1002205","0","6","90006","0","0","0","4","10","2","59","20"
"3100101","0","0","20003","0","2","0","0","1002205","0","2","90006","0","0","0","11","30","2","60","10"
"3100104","0","0","20003","0","2","0","0","1002206","0","4","90006","0","0","0","1","1","2","61","10"
"3100103","0","0","20003","0","2","0","0","1002206","0","3","90006","0","0","0","2","3","2","62","8"
"3100102","0","0","20003","0","2","0","0","1002206","0","2","90006","0","0","0","4","10","2","63","6"
"3100101","0","0","20003","0","2","0","0","1002206","0","1","90006","0","0","0","11","30","2","64","4"
"3100104","0","0","20003","0","2","0","0","1002207","0","4","90006","0","0","0","1","1","2","65","10"
"3100103","0","0","20003","0","2","0","0","1002207","0","3","90006","0","0","0","2","3","2","66","8"
"3100102","0","0","20003","0","2","0","0","1002207","0","2","90006","0","0","0","4","10","2","67","6"
"3100101","0","0","20003","0","2","0","0","1002207","0","1","90006","0","0","0","11","30","2","68","4"
"3100104","0","0","20003","0","2","0","0","1002208","0","4","90006","0","0","0","1","1","2","69","10"
"3100103","0","0","20003","0","2","0","0","1002208","0","3","90006","0","0","0","2","3","2","70","8"
"3100102","0","0","20003","0","2","0","0","1002208","0","2","90006","0","0","0","4","10","2","71","6"
"3100101","0","0","20003","0","2","0","0","1002208","0","1","90006","0","0","0","11","30","2","72","4"
"3100104","0","0","20003","0","2","0","0","1002209","0","4","90006","0","0","0","1","1","2","73","10"
"3100103","0","0","20003","0","2","0","0","1002209","0","3","90006","0","0","0","2","3","2","74","8"
"3100102","0","0","20003","0","2","0","0","1002209","0","2","90006","0","0","0","4","10","2","75","6"
"3100101","0","0","20003","0","2","0","0","1002209","0","1","90006","0","0","0","11","30","2","76","4"
"3100104","0","0","20003","0","2","0","0","1002210","0","4","90006","0","0","0","1","1","2","77","10"
"3100103","0","0","20003","0","2","0","0","1002210","0","3","90006","0","0","0","2","3","2","78","8"
"3100102","0","0","20003","0","2","0","0","1002210","0","2","90006","0","0","0","4","10","2","79","6"
"3100101","0","0","20003","0","2","0","0","1002210","0","1","90006","0","0","0","11","30","2","80","4"
"3100104","0","0","20003","0","2","0","0","1003201","0","5","90006","0","0","0","1","1","2","81","20"
"3100103","0","0","20003","0","2","0","0","1003201","0","4","90006","0","0","0","2","3","2","82","15"
"3100102","0","0","20003","0","2","0","0","1003201","0","3","90006","0","0","0","4","10","2","83","10"
"3100101","0","0","20003","0","2","0","0","1003201","0","1","90006","0","0","0","11","30","2","84","5"
"3100104","0","0","20003","0","2","0","0","1003202","0","5","90006","0","0","0","1","1","2","85","20"
"3100103","0","0","20003","0","2","0","0","1003202","0","4","90006","0","0","0","2","3","2","86","15"
"3100102","0","0","20003","0","2","0","0","1003202","0","3","90006","0","0","0","4","10","2","87","10"
"3100101","0","0","20003","0","2","0","0","1003202","0","1","90006","0","0","0","11","30","2","88","5"
"3100104","0","0","20003","0","2","0","0","1003203","0","5","90006","0","0","0","1","1","2","89","20"
"3100103","0","0","20003","0","2","0","0","1003203","0","4","90006","0","0","0","2","3","2","90","15"
"3100102","0","0","20003","0","2","0","0","1003203","0","3","90006","0","0","0","4","10","2","91","10"
"3100101","0","0","20003","0","2","0","0","1003203","0","1","90006","0","0","0","11","30","2","92","5"
"3100104","0","0","20003","0","2","0","0","1003204","0","5","90006","0","0","0","1","1","2","93","20"
"3100103","0","0","20003","0","2","0","0","1003204","0","4","90006","0","0","0","2","3","2","94","15"
"3100102","0","0","20003","0","2","0","0","1003204","0","3","90006","0","0","0","4","10","2","95","10"
"3100101","0","0","20003","0","2","0","0","1003204","0","1","90006","0","0","0","11","30","2","96","5"
"3100104","0","0","20003","0","2","0","0","1003205","0","10","90006","0","0","0","1","1","2","97","40"
"3100103","0","0","20003","0","2","0","0","1003205","0","8","90006","0","0","0","2","3","2","98","30"
"3100102","0","0","20003","0","2","0","0","1003205","0","6","90006","0","0","0","4","10","2","99","20"
"3100101","0","0","20003","0","2","0","0","1003205","0","2","90006","0","0","0","11","30","2","100","10"
"3100104","0","0","20003","0","2","0","0","1003206","0","4","90006","0","0","0","1","1","2","101","10"
"3100103","0","0","20003","0","2","0","0","1003206","0","3","90006","0","0","0","2","3","2","102","8"
"3100102","0","0","20003","0","2","0","0","1003206","0","2","90006","0","0","0","4","10","2","103","6"
"3100101","0","0","20003","0","2","0","0","1003206","0","1","90006","0","0","0","11","30","2","104","4"
"3100104","0","0","20003","0","2","0","0","1003207","0","4","90006","0","0","0","1","1","2","105","10"
"3100103","0","0","20003","0","2","0","0","1003207","0","3","90006","0","0","0","2","3","2","106","8"
"3100102","0","0","20003","0","2","0","0","1003207","0","2","90006","0","0","0","4","10","2","107","6"
"3100101","0","0","20003","0","2","0","0","1003207","0","1","90006","0","0","0","11","30","2","108","4"
"3100104","0","0","20003","0","2","0","0","1003208","0","4","90006","0","0","0","1","1","2","109","10"
"3100103","0","0","20003","0","2","0","0","1003208","0","3","90006","0","0","0","2","3","2","110","8"
"3100102","0","0","20003","0","2","0","0","1003208","0","2","90006","0","0","0","4","10","2","111","6"
"3100101","0","0","20003","0","2","0","0","1003208","0","1","90006","0","0","0","11","30","2","112","4"
"3100104","0","0","20003","0","2","0","0","1003209","0","4","90006","0","0","0","1","1","2","113","10"
"3100103","0","0","20003","0","2","0","0","1003209","0","3","90006","0","0","0","2","3","2","114","8"
"3100102","0","0","20003","0","2","0","0","1003209","0","2","90006","0","0","0","4","10","2","115","6"
"3100101","0","0","20003","0","2","0","0","1003209","0","1","90006","0","0","0","11","30","2","116","4"
"3100104","0","0","20003","0","2","0","0","1003210","0","4","90006","0","0","0","1","1","2","117","10"
"3100103","0","0","20003","0","2","0","0","1003210","0","3","90006","0","0","0","2","3","2","118","8"
"3100102","0","0","20003","0","2","0","0","1003210","0","2","90006","0","0","0","4","10","2","119","6"
"3100101","0","0","20003","0","2","0","0","1003210","0","1","90006","0","0","0","11","30","2","120","4"
"3100104","0","0","20003","0","2","0","0","1004201","0","5","90006","0","0","0","1","1","2","121","20"
"3100103","0","0","20003","0","2","0","0","1004201","0","4","90006","0","0","0","2","3","2","122","15"
"3100102","0","0","20003","0","2","0","0","1004201","0","3","90006","0","0","0","4","10","2","123","10"
"3100101","0","0","20003","0","2","0","0","1004201","0","1","90006","0","0","0","11","30","2","124","5"
"3100104","0","0","20003","0","2","0","0","1004202","0","5","90006","0","0","0","1","1","2","125","20"
"3100103","0","0","20003","0","2","0","0","1004202","0","4","90006","0","0","0","2","3","2","126","15"
"3100102","0","0","20003","0","2","0","0","1004202","0","3","90006","0","0","0","4","10","2","127","10"
"3100101","0","0","20003","0","2","0","0","1004202","0","1","90006","0","0","0","11","30","2","128","5"
"3100104","0","0","20003","0","2","0","0","1004203","0","5","90006","0","0","0","1","1","2","129","20"
"3100103","0","0","20003","0","2","0","0","1004203","0","4","90006","0","0","0","2","3","2","130","15"
"3100102","0","0","20003","0","2","0","0","1004203","0","3","90006","0","0","0","4","10","2","131","10"
"3100101","0","0","20003","0","2","0","0","1004203","0","1","90006","0","0","0","11","30","2","132","5"
"3100104","0","0","20003","0","2","0","0","1004204","0","5","90006","0","0","0","1","1","2","133","20"
"3100103","0","0","20003","0","2","0","0","1004204","0","4","90006","0","0","0","2","3","2","134","15"
"3100102","0","0","20003","0","2","0","0","1004204","0","3","90006","0","0","0","4","10","2","135","10"
"3100101","0","0","20003","0","2","0","0","1004204","0","1","90006","0","0","0","11","30","2","136","5"
"3100104","0","0","20003","0","2","0","0","1004205","0","10","90006","0","0","0","1","1","2","137","40"
"3100103","0","0","20003","0","2","0","0","1004205","0","8","90006","0","0","0","2","3","2","138","30"
"3100102","0","0","20003","0","2","0","0","1004205","0","6","90006","0","0","0","4","10","2","139","20"
"3100101","0","0","20003","0","2","0","0","1004205","0","2","90006","0","0","0","11","30","2","140","10"
"3100104","0","0","20003","0","2","0","0","1004206","0","4","90006","0","0","0","1","1","2","141","10"
"3100103","0","0","20003","0","2","0","0","1004206","0","3","90006","0","0","0","2","3","2","142","8"
"3100102","0","0","20003","0","2","0","0","1004206","0","2","90006","0","0","0","4","10","2","143","6"
"3100101","0","0","20003","0","2","0","0","1004206","0","1","90006","0","0","0","11","30","2","144","4"
"3100104","0","0","20003","0","2","0","0","1004207","0","4","90006","0","0","0","1","1","2","145","10"
"3100103","0","0","20003","0","2","0","0","1004207","0","3","90006","0","0","0","2","3","2","146","8"
"3100102","0","0","20003","0","2","0","0","1004207","0","2","90006","0","0","0","4","10","2","147","6"
"3100101","0","0","20003","0","2","0","0","1004207","0","1","90006","0","0","0","11","30","2","148","4"
"3100104","0","0","20003","0","2","0","0","1004208","0","4","90006","0","0","0","1","1","2","149","10"
"3100103","0","0","20003","0","2","0","0","1004208","0","3","90006","0","0","0","2","3","2","150","8"
"3100102","0","0","20003","0","2","0","0","1004208","0","2","90006","0","0","0","4","10","2","151","6"
"3100101","0","0","20003","0","2","0","0","1004208","0","1","90006","0","0","0","11","30","2","152","4"
"3100104","0","0","20003","0","2","0","0","1004209","0","4","90006","0","0","0","1","1","2","153","10"
"3100103","0","0","20003","0","2","0","0","1004209","0","3","90006","0","0","0","2","3","2","154","8"
"3100102","0","0","20003","0","2","0","0","1004209","0","2","90006","0","0","0","4","10","2","155","6"
"3100101","0","0","20003","0","2","0","0","1004209","0","1","90006","0","0","0","11","30","2","156","4"
"3100104","0","0","20003","0","2","0","0","1004210","0","4","90006","0","0","0","1","1","2","157","10"
"3100103","0","0","20003","0","2","0","0","1004210","0","3","90006","0","0","0","2","3","2","158","8"
"3100102","0","0","20003","0","2","0","0","1004210","0","2","90006","0","0","0","4","10","2","159","6"
"3100101","0","0","20003","0","2","0","0","1004210","0","1","90006","0","0","0","11","30","2","160","4"
