47358187513e5baed9763a6aaf5e2993fa44a7c030ab13d51b982a1af88e1c56,e7c7885703eb73f8f6d941624eb242874281e5227428c675826c5ac92c51d51b,ea5192b8e39c02319d3eb69cd3aa129da58b5bca720f5f5f9f731e466b95980e,b222aab2ab7a86afd1f1ea7d3a0958e9fb60d39fbb2741fc5fb02d303cf2203d,894873d551ba9f95fc9ec0c4bf4a135ad82cdecdaa4d8b7f9281be427c1bc19a,b15a75ba1d9ed99aa5eb97b94bac319b6c040131a48a2ec640f7389f9106c0c8,c639f43391d43a8dda9a38258af9d4862f9fe962fa774a706c87bd2a845dfdad,728831f48ae39d33ccca99fb1fa9e254c53d37f7e96aa0d4895d82d37b9e3cca,0e1168d20ba7bb4ab168b183a6d8dfbae52a10c626b7a3049caba4537a87d49d,4029844b93d6a485f29e931d318c2e9724e54dbbe651a8d47f11249778f2e7f5,2df4a2a6f8d04791a0e8ea1c45153cfed10bfa792f5e8c835a125632293463ad,8c66f755e08c52b4b6de2951744e92a7908916c4fdffa488c44d1a07406dc363,3f60165158102622700821587e7b646ff2ee9198207b9cf6de20839ad0f15c05,483dde02c5d04e08b4316a41cdfeb9affb64dbc73fa0e316783d0c56d672347a,31f220079a037116c60bdccda04dc19f074b1c64b94b580ec6d4c8f11a6510d9,aefaabb4ba11aa4885eee64e2355dea32dbd6175c7f0824e6e07255f6c91f093,58942e1ddccfe1f0217fe4da0ea0af0b3739643875d0b247e0b866b174fbdfaf,cf2a2e42c306611f9615bf923e620f7aa42752c9d67d429f6931605631b14c2d,7881f9d3e756069104fa5511289a5eef49bea83ca14a821886ac872ffc8fb4f7,2b5e69e6518988c1bdf122eaff6c291eb6c481f2529ba1d1f3cc526e0dac80a6,8cf1bd583c8bea47bf31daecbc6b912641762707a84d058ec62cb1d012247d88,33542090e9b6ef3dda8e45c288ed4123d09ec8ae857625c0eaf2cf8b7ce98822,d7019216dfe002b5cf6f2fc970d370a870b8879799eb928e19805c45a266ec36,956f02891f98c25354103dde566d8a578e6d0ded0005e6d7607fdd0874f5aed7,f4babdfe0cd71ec80e140b6307918936ab328af053fe847ec6b6a83f84bf4c2e,285965e388fd26d7b4393753d4df289cebee4b52b30f7d16593743aba4099a5c,9a08132b76e5750117c38311eb0b1a10578d88c471e1c4c7ef8300f96eb98169,66c92020b896e7ace0795a1df9fcd293c52b24115e62c37b386e35e8985c8b2a,cc1f28d4df2aef14d2491df0d29cfb6648fa4598633f7de4ef917bacc3f49718,06c21ec0a53b4950d6dd4f3e93ff8d7b03ef0c63d4977584b57ed2b1bdfe7f6c,db517508c47b256bdfee2da7ac8d0de6bc2d354012ba62df451bf126eb539b66,fc877eaf4cdcc27d3d6e16004cbeabede19cd4e541022dd33def5f4e120166d8,679084b2fa455c8fd7e9241c4a1d15aa6833c2e7543cbf28e8145a965d5e1e95,9421f919f5c0f8fd540c14d9602dcf0b3414c8dcd80aff98d62c090dd2b72df3
"482","1","90","1","10","-40","0","0","20007","bgm_M138","-50","81000705","81000705","0","0","650007011","140","ボスバトル（NORMAL）","1","660007001","1","0","1","bgm_M138","1.3","0.6","2000701","770","0","5007301","0","20007103","510071","0"
"-373","1.3","90","1","-186","-40","0","0","20007","bgm_M138","-50","81000706","81000706","0","0","650007021","140","ボスバトル（HARD）","2","660007002","1","0","1","bgm_M138","1.3","0.6","2000702","450","0","5007302","0","20007201","510072","0"
"455","1.3","90","1","-63","-40","0","0","20007","bgm_M138","-50","81000706","81000706","0","0","650007031","140","ボスバトル（VERYHARD）","3","660007003","1","0","1","bgm_M138","1.3","0.6","2000703","450","0","5007308","0","20007201","510072","0"
"1400","1","90","1","-85","-40","0","0","20008","bgm_M165","-50","81000805","81000805","0","0","650008011","100","ボスバトル（NORMAL）","1","660008001","1","0","1","bgm_M165","1.5","0.6","2000801","770","0","5008301","0","20008101","510081","0"
"-175","1","90","1","-160","-40","0","0","20008","bgm_M165","-50","81000806","81000806","0","0","650008021","100","ボスバトル（HARD）","2","660008002","0.8","0","1","bgm_M165","1.5","0.6","2000802","450","0","5008302","0","20008201","510082","0"
"450","1","90","1","-80","-40","0","0","20008","bgm_M165","-50","81000806","81000806","0","0","650008031","100","ボスバトル（VERY HARD）","3","660008003","0.8","0","1","bgm_M165","1.5","0.6","2000803","450","0","5008308","0","20008201","510082","0"
"885","1.1","90","1","-56","-40","0","0","20009","bgm_M172","-50","81000905","81000905","0","0","650009011","250","ボスバトル（NORMAL）","1","660009001","0.8","0","1","bgm_M172","1.5","0.8","2000901","770","0","5009301","0","20009101","510091","0"
"-404","1.1","90","1","37","-40","0","0","20009","bgm_M172","-50","81000906","81000906","0","0","650009021","250","ボスバトル（HARD）","2","660009002","0.8","0","1","bgm_M172","1.5","0.8","2000902","450","0","5009302","0","20009201","510092","0"
"442","1.1","90","1","-104","-40","0","0","20009","bgm_M172","-50","81000906","81000906","0","0","650009031","250","ボスバトル（VERY HARD）","3","660009003","0.8","0","1","bgm_M172","1.5","0.8","2000903","450","0","5009308","0","20009201","510092","0"
"450","1","90","1","770","770","0","0","20010","bgm_M183","-50","81001005","81001005","0","0","650010011","200","ボスバトル（NORMAL）","1","660010001","0.8","0","1","bgm_M183","1.5","0.6","2001001","450","0","5010301","0","20010101","510101","0"
"-173","1.4","90","1","12","12","0","0","20010","bgm_M183","-50","81001006","81001006","0","0","650010021","200","ボスバトル（HARD）","2","660010002","0.8","0","1","bgm_M183","1.5","0.6","2001002","-173","0","5010302","0","20010201","510102","0"
"213","1.4","90","1","85","85","0","0","20010","bgm_M183","-50","81001006","81001006","0","0","650010031","200","ボスバトル（VERY HARD）","3","660010003","0.8","0","1","bgm_M183","1.5","0.6","2001003","213","0","5010308","0","20010201","510102","0"
"885","1.1","90","1","-56","-40","0","0","20011","bgm_M192","0","81001105","81001105","0","0","650011011","100","ボスバトル（NORMAL）","1","660011001","0.8","0","1","bgm_M192","1.4","0.8","2001101","770","0","5011301","0","20011102","510111","0"
"-67","1.1","90","1","-1","-90","0","0","20011","bgm_M192","0","81001106","81001106","0","0","650011021","100","ボスバトル（HARD）","2","660011002","0.8","0","1","bgm_M192","1.4","0.8","2001102","450","0","5011302","0","20011201","510112","0"
"395","1.1","90","1","-99","-55","0","0","20011","bgm_M192","0","81001106","81001106","0","0","650011031","100","ボスバトル（VERYHARD）","3","660011003","0.8","0","1","bgm_M192","1.4","0.8","2001103","375","0","5011308","0","20011201","510112","0"
"980","1.1","90","1","-40","-60","0","0","20012","bgm_M209","-50","81001205","81001205","0","0","650012011","100","ボスバトル（NORMAL）","1","660012001","0.8","0","1","bgm_M209","1.5","0.8","2001201","1130","0","5012301","0","20012101","510121","0"
"-32","1.1","90","1","-175","-175","0","0","20012","bgm_M209","-50","81001206","81001206","0","0","650012021","100","ボスバトル（HARD）","2","660012002","0.8","0","1","bgm_M209","1.5","0.8","2001202","-32","0","5012302","0","20012201","510122","0"
"500","1.1","90","1","-80","-63","0","0","20012","bgm_M209","-50","81001206","81001206","0","0","650012031","100","ボスバトル（VERY HARD）","3","660012003","0.8","0","1","bgm_M209_02","1.5","0.8","2001203","510","0","5012308","0","20012201","510122","0"
"313","1.1","90","1","29","-40","0","1","20013","bgm_M218","84","81001305","81001305","0","-48","650013011","120","ボスバトル（NORMAL）","1","660013001","1","0","1","bgm_M218","1","0.2","2001301","450","205","5013301","0","20013102","0","0"
"-384","1.1","90","1","41","-40","0","1","20013","bgm_M218","84","81001306","81001306","0","-41","650013021","120","ボスバトル（HARD）","2","660013002","1","0","1","bgm_M218","1","-0.18","2001302","450","73","5013302","0","20013201","0","0"
"220","1.1","90","1","52","-40","0","1","20013","bgm_M218","84","81001306","81001306","0","-40","650013031","120","ボスバトル（VERYHARD）","3","660013003","1","0","1","bgm_M218","1","0.2","2001303","450","178","5013308","0","20013201","0","0"
"963","1","90","1","-65","-95","0","0","20014","bgm_M226","-50","81001505","81001505","0","0","650014011","100","ボスバトル（NORMAL）","1","660014001","0.7","0","1","bgm_M226","1.3","0.7","2001401","963","0","5015301","0","20014101","510141","0"
"121","1","90","1","-4","-4","0","0","20014","bgm_M226","-50","81001506","81001506","0","0","650014021","100","ボスバトル（HARD）","2","660014002","0.7","0","1","bgm_M226","1.3","0.7","2001402","121","0","5015302","0","20014201","510142","0"
"500","1","90","1","23","23","0","0","20014","bgm_M226","-50","81001506","81001506","0","0","650014031","100","ボスバトル（VERYHARD）","3","660014003","0.7","0","1","bgm_M226_02","1.3","0.7","2001403","500","0","5015308","0","20014201","510142","0"
"900","1","90","1","-35","-85","0","0","20015","bgm_M240","-50","81001905","81001905","0","0","650015011","370","ボスバトル（NORMAL）","1","660015001","1","0","1","bgm_M240_02","1.25","0.6","2001501","800","0","5019301","0","20015101","510181","0"
"205","1","90","1","40","-10","0","0","20015","bgm_M240","-50","81001906","81001906","0","0","650015021","370","ボスバトル（HARD）","2","660015002","1","0","1","bgm_M240_02","1.25","0.6","2001502","145","0","5019302","0","20015201","510182","0"
"515","1","90","1","-70","-70","0","0","20015","bgm_M240","-50","81001906","81001906","0","0","650015031","370","ボスバトル（VERY HARD）","3","660015003","1","0","1","bgm_M240_02","1.25","0.6","2001503","480","0","5019308","0","20015201","510182","0"
"1072","1","90","1","-71","-116","0","0","20016","bgm_M248","0","81002101","81002101","0","0","650016011","300","ボスバトル（NORMAL）","1","660016001","1","0","1","bgm_M248","1","0.6","2001601","1019","0","5021301","0","20016101","510211","0"
"233","1","90","1","65","20","0","0","20016","bgm_M248","0","81002102","81002102","0","0","650016021","300","ボスバトル（HARD）","2","660016002","1","0","1","bgm_M248","1","0.6","2001602","180","0","5021302","0","20016201","510212","0"
"515","1","90","1","-65","-40","0","0","20016","bgm_M248","0","81002102","81002102","0","0","650016031","300","ボスバトル（VERY HARD）","3","660016003","1","0","1","bgm_M248_02","1","0.6","2001603","450","0","5021308","0","20016201","510212","0"
"780","1","90","1","0","-50","0","0","20017","bgm_M257","-50","81002301","81002301","0","0","650017011","170","ボスバトル（NORMAL）","1","660017001","1","0","1","bgm_M257","1.25","0.6","2001701","730","0","5023301","0","20017101","510231","0"
"210","1","90","1","70","20","0","0","20017","bgm_M257","-50","81002302","81002302","0","0","650017021","170","ボスバトル（HARD）","2","660017002","0.8","0","1","bgm_M257","1.25","0.6","2001702","160","0","5023302","0","20017201","510232","0"
"510","1","90","1","-35","-85","0","0","20017","bgm_M257","-50","81002302","81002302","0","0","650017031","170","ボスバトル（VERY HARD）","3","660017003","0.8","0","1","bgm_M257","1.25","0.6","2001703","460","0","5023308","0","20017201","510232","0"
"458","1","90","1","0","-85","0","0","20018","bgm_M268","-50","81002501","81002501","0","0","650018011","240","ボスバトル（NORMAL）","1","660018001","1","0","1","bgm_M268","1.25","0.6","2001801","800","0","5025301","0","20018102","510251","0"
"0","1","90","1","8","-10","0","0","20018","bgm_M268","-50","81002502","81002502","0","0","650018021","240","ボスバトル（HARD）","2","660018002","1","0","1","bgm_M268","1.25","0.6","2001802","145","0","5025302","0","20018201","510252","0"
"490","1","90","1","-80","-70","0","0","20018","bgm_M268","-50","81002502","81002502","0","0","650018031","240","ボスバトル（VERY HARD）","3","660018003","1","0","1","bgm_M268","1.25","0.6","2001803","480","0","5025308","0","20018201","510252","0"
"827","1","90","1","0","-85","0","0","20019","bgm_M276","-50","81002701","81002701","0","0","650019011","170","ボスバトル（NORMAL）","1","660019001","1","0","1","bgm_M276","1.25","0.6","2001901","800","0","5027301","0","20019101","510271","0"
"-43","1","90","1","10","-10","0","0","20019","bgm_M276","-50","81002702","81002702","0","0","650019021","170","ボスバトル（HARD）","2","660019002","1","0","1","bgm_M276","1.25","0.6","2001902","145","0","5027302","0","20019201","510272","0"
"450","1","90","1","-15","-70","0","0","20019","bgm_M276","-50","81002702","81002702","0","0","650019031","170","ボスバトル（VERY HARD）","3","660019003","1","0","1","bgm_M276","1.25","0.6","2001903","480","0","5027308","0","20019201","510272","0"
"458","1","90","1","0","-57","0","0","20020","bgm_M284","0","81002901","81002901","0","0","650020011","170","ボスバトル（NORMAL）","1","660020001","0.6","0","1","bgm_M284","1.7","0.8","2002001","820","0","5029301","0","20020102","510331","0"
"-38","1","90","1","39","19","0","0","20020","bgm_M284","0","81002902","81002902","0","0","650020021","170","ボスバトル（HARD）","2","660020002","0.6","0","1","bgm_M284","1.7","0.8","2002002","150","0","5029302","0","20020201","510332","0"
"474","1","90","1","-40","-70","0","0","20020","bgm_M284","0","81002902","81002902","0","0","650020031","170","ボスバトル（VERY HARD）","3","660020003","0.6","0","1","bgm_M284","1.7","0.8","2002003","480","0","5029308","0","20020201","510333","0"
"550","1","90","1","-50","-85","0","0","20021","bgm_M297","-50","81003101","81003101","0","0","650021011","170","ボスバトル（NORMAL）","1","660021001","1","0","1","bgm_M297","1.25","0.6","2002101","800","0","5031301","0","20021102","510311","0"
"-17","1","90","1","10","-10","0","0","20021","bgm_M297","-50","81003102","81003102","0","0","650021021","170","ボスバトル（HARD）","2","660021002","1","0","1","bgm_M297","1.25","0.6","2002102","145","0","5031302","0","20021201","510312","0"
"516","1","90","1","-70","-70","0","0","20021","bgm_M297","-50","81003102","81003102","0","0","650021031","170","ボスバトル（VERY HARD）","3","660021003","1","0","1","bgm_M297","1.25","0.6","2002103","480","0","5031308","0","20021201","510312","0"
"825","1.1","90","1","-85","-75","0","0","20022","bgm_M319","-50","81000605","81000605","0","0","650022011","100","ボスバトル（NORMAL）","1","660022001","0.8","0","1","bgm_M319","1.25","0.8","2002201","822","0","5033301","0","20022101","510331","0"
"-27","1.1","90","1","-200","-190","0","0","20022","bgm_M319","-50","81003301","81003304","0","0","650022021","100","ボスバトル（HARD）","2","660022002","0.8","0","1","bgm_M319","1.25","0.8","2002202","-30","0","5033302","0","20022201","510332","0"
"485","1.1","90","1","-70","-60","0","0","20022","bgm_M319","-50","81003301","81003304","0","0","650022031","100","ボスバトル（VERY HARD）","3","660022003","0.8","0","1","bgm_M319","1.25","0.8","2002203","482","0","5033308","0","20022201","510333","0"
"663","0.8","90","1","-43","-93","0","0","20023","bgm_M346","-50","81003801","81003801","0","0","650023011","325","ボスバトル（NORMAL）","1","660023001","0.65","0","1","bgm_M346","1.8","0.8","2002301","613","0","5038301","0","20023101","510331","0"
"-12","0.8","90","1","29","-21","0","0","20023","bgm_M346","-50","81003802","81003803","0","0","650023021","325","ボスバトル（HARD）","2","660023002","0.65","0","1","bgm_M346","1.8","0.8","2002302","-62","0","5038302","0","20023201","510332","0"
"517","0.8","90","1","-67","-117","0","0","20023","bgm_M346","-50","81003802","81003803","0","0","650023031","325","ボスバトル（VERY HARD）","3","660023003","0.65","0","1","bgm_M346","1.8","0.8","2002303","467","0","5038308","0","20023201","510333","0"
"456","0.8","90","1","-35","-85","0","0","20024","bgm_M354","-35","81004001","81004001","0","0","650024011","100","ボスバトル（NORMAL）","1","660024001","0.65","0","1","bgm_M354","1.7","0.8","2002401","406","0","5040301","0","20024103","510331","0"
"99","0.8","90","1","9","-41","0","0","20024","bgm_M354","-35","81004002","81004002","0","0","650024021","100","ボスバトル（HARD）","2","660024002","0.65","0","1","bgm_M354","1.7","0.8","2002402","49","0","5040302","0","20024201","510332","0"
"481","0.8","90","1","-59","-109","0","0","20024","bgm_M354","-35","81004002","81004002","0","0","650024031","100","ボスバトル（VERY HARD）","3","660024003","0.65","0","1","bgm_M354","1.7","0.8","2002403","431","0","5040308","0","20024201","510333","0"
"1345","0.8","90","1","33","-40","0","0","20025","bgm_M378","-50","81004201","81004201","0","0","650025011","140","ボスバトル（NORMAL）","1","660025001","0.65","0","1","bgm_M378","1.8","0.8","2002501","770","0","5042301","0","20025101","510331","0"
"160","0.8","90","1","-155","-40","0","0","20025","bgm_M378","-50","81004202","81004202","0","0","650025021","140","ボスバトル（HARD）","2","660025002","0.65","0","1","bgm_M378","1.8","0.8","2002502","450","0","5042302","0","20025201","510332","0"
"577","0.8","90","1","44","-40","0","0","20025","bgm_M378","-50","81004202","81004202","0","0","650025031","140","ボスバトル（VERY HARD）","3","660025003","0.65","0","1","bgm_M378","1.8","0.8","2002503","450","0","5042308","0","20025201","510333","0"
"482","0.8","90","1","-35","-85","0","0","20026","bgm_M384","-54","81004401","81004401","0","0","650026011","140","ボスバトル（NORMAL）","1","660026001","0.65","0","1","bgm_M384","1.8","0.8","2002601","770","0","5044301","0","20026102","510331","0"
"-37","0.8","90","1","-22","110","0","0","20026","bgm_M384","-54","81004402","81004402","0","0","650026021","140","ボスバトル（HARD）","2","660026002","0.65","0","1","bgm_M384","1.8","0.8","2002602","720","0","5044302","0","20026201","510332","0"
"514","0.8","90","1","-51","-40","0","0","20026","bgm_M384","-54","81004402","81004402","0","0","650026031","140","ボスバトル（VERY HARD）","3","660026003","0.65","0","1","bgm_M384","1.8","0.8","2002603","490","0","5044308","0","20026201","510333","0"
"883","0.8","90","1","80","6","0","0","20027","bgm_M397","-35","81004601","81004601","0","0","650027011","320","ボスバトル（NORMAL）","1","660027001","0.65","0","1","bgm_M397","1.7","0.8","2002701","833","0","5046301","0","20027101","510331","0"
"174","0.8","90","1","79","29","0","0","20027","bgm_M397","-35","81004602","81004602","0","0","650027021","320","ボスバトル（HARD）","2","660027002","0.65","0","1","bgm_M397","1.7","0.8","2002702","124","0","5046302","0","20027201","510332","0"
"486","0.8","90","1","-7","43","0","0","20027","bgm_M397","-35","81004602","81004602","0","0","650027031","320","ボスバトル（VERY HARD）","3","660027003","0.65","0","1","bgm_M397","1.7","0.8","2002703","436","0","5046308","0","20027201","510333","0"
"828","0.7","90","1","-73","-176","0","0","20028","bgm_M406","-35","81000605","81000605","0","0","650028011","100","ボスバトル（NORMAL）","1","660028001","0.75","0","1","bgm_M406","1.25","0.7","2002801","798","0","5048301","0","20028101","510331","0"
"-13","0.7","90","1","-210","-260","0","0","20028","bgm_M406","-35","81000606","81000606","0","0","650028021","100","ボスバトル（HARD）","2","660028002","0.75","0","1","bgm_M406","1.25","0.7","2002802","-63","0","5048302","0","20028201","510332","0"
"482","0.7","90","1","-65","-115","0","0","20028","bgm_M406","-35","81000606","81000606","0","0","650028031","100","ボスバトル（VERY HARD）","3","660028003","0.75","0","1","bgm_M406","1.25","0.7","2002803","432","0","5048308","0","20028201","510333","0"
"1029","0.8","90","1","-25","-85","0","0","20029","bgm_M416","-35","81005001","81005001","0","0","650029011","100","ボスバトル（NORMAL）","1","660029001","0.65","0","1.3","bgm_M416","1.7","0.8","2002901","770","0","5050301","0","20029101","510331","0"
"-88","0.8","90","1","-190","110","0","0","20029","bgm_M416","-35","81005002","81005002","0","0","650029021","100","ボスバトル（HARD）","2","660029002","0.65","0","1.3","bgm_M416","1.7","0.8","2002902","720","0","5050302","0","20029201","510332","0"
"465","0.8","90","1","-65","-40","0","0","20029","bgm_M416","-35","81005002","81005002","0","0","650029031","100","ボスバトル（VERY HARD）","3","660029003","0.65","0","1.3","bgm_M416","1.7","0.8","2002903","490","0","5050308","0","20029201","510333","0"
"842","0.8","90","1","-54","-85","0","0","20030","bgm_M424","-75","81000605","81000605","0","0","650030011","260","ボスバトル（NORMAL）","1","660030001","0.65","0","1","bgm_M424","1.7","0.8","2003001","770","0","5052301","0","20030101","510331","0"
"-15","0.8","90","1","32","110","0","0","20030","bgm_M424","-75","81003301","81003304","0","0","650030021","260","ボスバトル（HARD）","2","660030002","0.65","0","1","bgm_M424","1.7","0.8","2003002","720","0","5052302","0","20030201","510332","0"
"514","0.8","90","1","-25","-40","0","0","20030","bgm_M424","-75","81003301","81003304","0","0","650030031","260","ボスバトル（VERY HARD）","3","660030003","0.65","0","1","bgm_M424","1.7","0.8","2003003","490","0","5052308","0","20030201","510333","0"
"732","0.8","90","1","-25","0","0","0","20031","bgm_M429","-75","81000905","81000905","0","0","650031011","380","ボスバトル（NORMAL）","1","660031001","0.65","0","1","bgm_M429","1.7","0.8","2003101","698","0","5054301","0","20031101","510331","0"
"-42","0.8","90","1","-10","110","0","0","20031","bgm_M429","-75","81000906","81000906","0","0","650031021","380","ボスバトル（HARD）","2","660031002","0.65","0","1","bgm_M429","1.7","0.8","2003102","720","0","5054302","0","20031201","510332","0"
"437","0.8","90","1","-63","-40","0","0","20031","bgm_M429","-75","81000906","81000906","0","0","650031031","380","ボスバトル（VERY HARD）","3","660031003","0.65","0","1","bgm_M429","1.7","0.8","2003103","490","0","5054308","0","20031201","510333","0"
"883","0.75","90","1","-30","-85","0","0","20032","bgm_M438","-20","81005601","81005601","0","0","650032011","150","ボスバトル（NORMAL）","1","660032001","0.65","0","1","bgm_M438","2","0.8","2003201","800","0","5056301","0","20032101","510331","0"
"-28","0.75","90","1","-21","-10","0","0","20032","bgm_M438","-20","81005602","81005602","0","0","650032021","150","ボスバトル（HARD）","2","660032002","0.65","0","1","bgm_M438","2","0.8","2003202","145","0","5056302","0","20032201","510332","0"
