c0d3740525fa1b2a42d6db2a4cc0a7826879564cd96a48cf8454f0bf354ea923,05514418b88f97e86703a0dc8aa30c7ac6f5b8a6620176e030609fad4e6caf97,b701acb548a2868a111631b9acd85df24bd11af90732693862fff79906221015,dc0c44d4a638b17776c01115ebdbe12271f9cfe5b606bb824c696a5d02405331,5bea09ff5c7b1e347c14c65df7f77d4090191c2afb5904ce7d15e90ad77fab68,f184617c4d946ad34452275845cd76045d37eadcf956de47d9395a15cce3d369
"-833","2816","-804","641","2","2"
"-804","2816","-775","651","2","2"
"-775","2816","-746","661","2","2"
"-746","2816","-717","671","2","2"
"-717","2816","-688","681","2","2"
"-688","2816","-659","691","2","2"
"-659","2816","-630","701","2","2"
"-630","2816","-601","711","2","2"
"-601","2816","-572","721","2","2"
"-572","2816","-543","731","2","2"
"-543","2816","-514","741","2","2"
"-514","2816","-449","751","2","2"
"-1226","2816","-1153","761","2","3"
"-1153","2816","-1115","771","2","3"
"-1115","2816","-1115","781","2","3"
"-1115","2816","-1077","791","2","3"
"-1077","2816","-1077","801","2","3"
"-1077","2816","-1039","811","2","3"
"-1039","2816","-1001","821","2","3"
"-1001","2816","-1001","831","2","3"
"-1001","2816","-963","841","2","3"
"-963","2816","-963","851","2","3"
"-963","2816","-963","861","2","3"
"-963","2816","-925","871","2","3"
"-925","2816","-887","881","2","3"
"-887","2816","-887","891","2","3"
"-887","2816","-887","901","2","3"
"-887","2816","-849","911","2","3"
"-849","2816","-811","921","2","3"
"-811","2816","-773","931","2","3"
"-773","2816","-735","941","2","3"
"-735","2816","-697","951","2","3"
"-697","2816","-659","961","2","3"
"-659","2816","-621","971","2","3"
"-621","2816","-583","981","2","3"
"-583","2816","-583","991","2","3"
"-583","2816","-583","1001","2","3"
"-583","2816","-583","1011","2","3"
"-583","2816","-545","1021","2","3"
"-545","2816","-507","1031","2","3"
"-507","2816","-507","1041","2","3"
"-507","2816","-507","1051","2","3"
"-507","2816","-434","1061","2","3"
"-1220","2816","-1137","1071","2","4"
"-1137","2816","-1096","1081","2","4"
"-1096","2816","-1096","1091","2","4"
"-1096","2816","-1096","1101","2","4"
"-1096","2816","-1096","1111","2","4"
"-1096","2816","-1096","1121","2","4"
"-1096","2816","-1055","1131","2","4"
"-1055","2816","-1014","1141","2","4"
"-1014","2816","-1014","1151","2","4"
"-1014","2816","-1014","1161","2","4"
"-1014","2816","-1014","1171","2","4"
"-1014","2816","-973","1181","2","4"
"-973","2816","-932","1191","2","4"
"-932","2816","-891","1201","2","4"
"-891","2816","-891","1211","2","4"
"-891","2816","-891","1221","2","4"
"-891","2816","-891","1231","2","4"
"-891","2816","-850","1241","2","4"
"-850","2816","-809","1251","2","4"
"-809","2816","-809","1261","2","4"
"-809","2816","-809","1271","2","4"
"-809","2816","-768","1281","2","4"
"-768","2816","-727","1291","2","4"
"-727","2816","-686","1301","2","4"
"-686","2816","-686","1311","2","4"
"-686","2816","-645","1321","2","4"
"-645","2816","-604","1331","2","4"
"-604","2816","-563","1341","2","4"
"-563","2816","-522","1351","2","4"
"-522","2816","-439","1361","2","4"
"-1230","2816","-1166","1371","2","5"
"-1166","2816","-1129","1381","2","5"
"-1129","2816","-1129","1391","2","5"
"-1129","2816","-1129","1401","2","5"
"-1129","2816","-1129","1411","2","5"
"-1129","2816","-1092","1421","2","5"
"-1092","2816","-1092","1431","2","5"
"-1092","2816","-1055","1441","2","5"
"-1055","2816","-1018","1451","2","5"
"-1018","2816","-981","1461","2","5"
"-981","2816","-981","1471","2","5"
"-981","2816","-944","1481","2","5"
"-944","2816","-907","1491","2","5"
"-907","2816","-870","1501","2","5"
"-870","2816","-833","1511","2","5"
"-833","2816","-796","1521","2","5"
"-796","2816","-759","1531","2","5"
"-759","2816","-722","1541","2","5"
"-722","2816","-722","1551","2","5"
"-722","2816","-722","1561","2","5"
"-722","2816","-685","1571","2","5"
"-685","2816","-648","1581","2","5"
"-648","2816","-611","1591","2","5"
"-611","2816","-574","1601","2","5"
"-574","2816","-574","1611","2","5"
"-574","2816","-537","1621","2","5"
"-537","2816","-500","1631","2","5"
"-500","2816","-500","1641","2","5"
"-500","2816","-500","1651","2","5"
"-500","2816","-500","1661","2","5"
"-500","2816","-436","1671","2","5"
"-1230","2816","-1115","1681","2","6"
"-1115","2816","-1035","1691","2","6"
"-1035","2816","-955","1701","2","6"
"-955","2816","-875","1711","2","6"
"-875","2816","-795","1721","2","6"
"-795","2816","-715","1731","2","6"
"-715","2816","-715","1741","2","6"
"-715","2816","-635","1751","2","6"
"-635","2816","-635","1761","2","6"
"-635","2816","-635","1771","2","6"
"-635","2816","-635","1781","2","6"
"-635","2816","-635","1782","2","6"
"-635","2816","-555","1791","2","6"
"-555","2816","-440","1801","2","6"
"-1225","2816","-1225","1811","2","7"
"-1225","2816","-1135","1821","2","7"
"-1135","2816","-1080","1831","2","7"
"-1080","2816","-1025","1841","2","7"
"-1025","2816","-970","1851","2","7"
"-970","2816","-915","1861","2","7"
"-915","2816","-860","1871","2","7"
"-860","2816","-860","1881","2","7"
"-860","2816","-805","1891","2","7"
"-805","2816","-750","1901","2","7"
"-750","2816","-695","1911","2","7"
"-695","2816","-695","1921","2","7"
"-695","2816","-640","1931","2","7"
"-640","2816","-640","1941","2","7"
"-640","2816","-585","1951","2","7"
"-585","2816","-530","1961","2","7"
"-530","2816","-440","1971","2","7"
"-440","2816","-440","1981","2","7"
"-1480","2816","-1380","1991","1","8"
"-1380","2816","-1380","2001","1","8"
"-1380","2816","-1325","2011","1","8"
"-1325","2816","-1270","2021","1","8"
"-1270","2816","-1270","2031","1","8"
"-1270","2816","-1215","2041","1","8"
"-1215","2816","-1215","2051","1","8"
"-1215","2816","-1160","2061","1","8"
"-1160","2816","-1105","2071","1","8"
"-1105","2816","-1050","2081","1","8"
"-1050","2816","-995","2091","1","8"
"-995","2816","-995","2101","1","8"
"-995","2816","-940","2111","1","8"
"-940","2816","-885","2121","1","8"
"-885","2816","-885","2131","1","8"
"-885","2816","-830","2141","1","8"
"-830","2816","-775","2151","1","8"
"-775","2816","-720","2161","1","8"
"-720","2816","-720","2171","1","8"
"-720","2816","-665","2181","1","8"
"-665","2816","-610","2191","1","8"
"-610","2816","-610","2201","1","8"
"-610","2816","-555","2211","1","8"
"-555","2816","-500","2221","1","8"
"-500","2816","-445","2231","1","8"
"-445","2816","-390","2241","1","8"
"-390","2816","-335","2251","1","8"
"-335","2816","-280","2261","1","8"
"-280","2816","-280","2271","1","8"
"-280","2816","-230","2281","1","8"
"-1240","2816","-1192","2291","2","9"
"-1192","2816","-1148","2301","2","9"
"-1148","2816","-1105","2311","2","9"
"-1105","2816","-1105","2321","2","9"
"-1105","2816","-1062","2331","2","9"
"-1062","2816","-1019","2341","2","9"
"-1019","2816","-976","2351","2","9"
"-976","2816","-976","2361","2","9"
"-976","2816","-976","2371","2","9"
"-976","2816","-976","2381","2","9"
"-976","2816","-934","2391","2","9"
"-934","2816","-892","2401","2","9"
"-892","2816","-892","2411","2","9"
"-892","2816","-892","2421","2","9"
"-892","2816","-850","2431","2","9"
"-850","2816","-808","2441","2","9"
"-808","2816","-766","2451","2","9"
"-766","2816","-766","2461","2","9"
"-766","2816","-766","2471","2","9"
"-766","2816","-766","2481","2","9"
"-766","2816","-766","2491","2","9"
"-766","2816","-724","2501","2","9"
"-724","2816","-682","2511","2","9"
"-682","2816","-682","2521","2","9"
"-682","2816","-682","2531","2","9"
"-682","2816","-640","2541","2","9"
"-640","2816","-598","2551","2","9"
"-598","2816","-556","2561","2","9"
"-556","2816","-514","2571","2","9"
"-514","2816","-472","2581","2","9"
"-472","2816","-430","2591","2","9"
"-1440","2816","-1440","2601","1","10"
"-1440","2816","-1440","2611","1","10"
"-1440","2816","-1440","2621","1","10"
"-1440","2816","-1440","2622","1","10"
"-1440","2816","-1440","2623","1","10"
"-1440","2816","-1373","2631","1","10"
"-1373","2816","-1308","2641","1","10"
"-1308","2816","-1244","2651","1","10"
"-1244","2816","-1181","2661","1","10"
"-1181","2816","-1118","2671","1","10"
"-1118","2816","-1055","2681","1","10"
"-1055","2816","-992","2691","1","10"
"-992","2816","-992","2701","1","10"
"-992","2816","-929","2711","1","10"
"-929","2816","-866","2721","1","10"
"-866","2816","-803","2731","1","10"
"-803","2816","-740","2741","1","10"
"-740","2816","-677","2751","1","10"
"-677","2816","-614","2761","1","10"
"-614","2816","-551","2771","1","10"
"-551","2816","-551","2781","1","10"
"-551","2816","-551","2791","1","10"
"-551","2816","-551","2801","1","10"
"-551","2816","-551","2811","1","10"
"-551","2816","-551","2821","1","10"
"-551","2816","-551","2831","1","10"
"-551","2816","-551","2841","1","10"
"-551","2816","-488","2851","1","10"
"-488","2816","-425","2861","1","10"
"-425","2816","-361","2871","1","10"
"-361","2816","-296","2881","1","10"
"-296","2816","-230","2891","1","10"
"-1240","2816","-1240","2901","2","11"
"-1240","2816","-1203","2911","2","11"
"-1203","2816","-1168","2921","2","11"
"-1168","2816","-1133","2931","2","11"
"-1133","2816","-1098","2941","2","11"
"-1098","2816","-1063","2951","2","11"
"-1063","2816","-1028","2961","2","11"
"-1028","2816","-993","2971","2","11"
"-993","2816","-958","2981","2","11"
"-958","2816","-923","2991","2","11"
"-923","2816","-888","3001","2","11"
"-888","2816","-888","3011","2","11"
"-888","2816","-853","3021","2","11"
"-853","2816","-853","3031","2","11"
"-853","2816","-818","3041","2","11"
"-818","2816","-783","3051","2","11"
"-783","2816","-748","3061","2","11"
"-748","2816","-713","3071","2","11"
"-713","2816","-678","3081","2","11"
"-678","2816","-643","3091","2","11"
"-643","2816","-608","3101","2","11"
"-608","2816","-608","3111","2","11"
"-608","2816","-573","3121","2","11"
"-573","2816","-573","3131","2","11"
"-573","2816","-573","3141","2","11"
"-573","2816","-573","3151","2","11"
"-573","2816","-538","3161","2","11"
"-538","2816","-538","3171","2","11"
"-538","2816","-503","3181","2","11"
"-503","2816","-468","3191","2","11"
"-468","2816","-430","3201","2","11"
"-1240","2816","-1240","3211","2","12"
"-1240","2816","-1240","3221","2","12"
"-1240","2816","-1240","3231","2","12"
"-1240","2816","-1194","3241","2","12"
"-1194","2816","-1150","3251","2","12"
"-1150","2816","-1108","3261","2","12"
"-1108","2816","-1066","3271","2","12"
"-1066","2816","-1024","3281","2","12"
"-1024","2816","-982","3291","2","12"
"-982","2816","-940","3301","2","12"
"-940","2816","-898","3311","2","12"
"-898","2816","-898","3321","2","12"
"-898","2816","-856","3331","2","12"
"-856","2816","-814","3341","2","12"
"-814","2816","-772","3351","2","12"
"-772","2816","-730","3361","2","12"
"-730","2816","-688","3371","2","12"
"-688","2816","-688","3381","2","12"
"-688","2816","-688","3391","2","12"
"-688","2816","-646","3401","2","12"
"-646","2816","-604","3411","2","12"
"-604","2816","-562","3421","2","12"
"-562","2816","-562","3431","2","12"
"-562","2816","-562","3441","2","12"
"-562","2816","-519","3451","2","12"
"-519","2816","-519","3461","2","12"
"-519","2816","-519","3471","2","12"
"-519","2816","-475","3481","2","12"
"-475","2816","-475","3491","2","12"
"-475","2816","-475","3501","2","12"
"-475","2816","-430","3511","2","12"
"-1240","2816","-1190","3521","2","13"
"-1190","2816","-1190","3531","2","13"
"-1190","2816","-1190","3541","2","13"
"-1190","2816","-1190","3551","2","13"
"-1190","2816","-1190","3561","2","13"
"-1190","2816","-1190","3571","2","13"
"-1190","2816","-1190","3581","2","13"
"-1190","2816","-1141","3591","2","13"
"-1141","2816","-1094","3601","2","13"
"-1094","2816","-1047","3611","2","13"
"-1047","2816","-1000","3621","2","13"
"-1000","2816","-953","3631","2","13"
"-953","2816","-906","3641","2","13"
"-906","2816","-859","3651","2","13"
"-859","2816","-812","3661","2","13"
"-812","2816","-765","3671","2","13"
"-765","2816","-718","3681","2","13"
"-718","2816","-718","3691","2","13"
"-718","2816","-718","3701","2","13"
"-718","2816","-671","3711","2","13"
"-671","2816","-624","3721","2","13"
"-624","2816","-577","3731","2","13"
"-577","2816","-577","3741","2","13"
"-577","2816","-577","3751","2","13"
"-577","2816","-529","3761","2","13"
"-529","2816","-480","3771","2","13"
"-480","2816","-430","3781","2","13"
"-430","2816","-430","3791","2","13"
"-1440","2816","-1440","3801","1","14"
"-1440","2816","-1440","3811","1","14"
"-1440","2816","-1440","3821","1","14"
"-1440","2816","-1362","3831","1","14"
"-1362","2816","-1285","3841","1","14"
"-1285","2816","-1209","3851","1","14"
"-1209","2816","-1209","3861","1","14"
"-1209","2816","-1134","3871","1","14"
"-1134","2816","-1059","3881","1","14"
"-1059","2816","-1059","3891","1","14"
"-1059","2816","-984","3901","1","14"
"-984","2816","-984","3911","1","14"
"-984","2816","-984","3921","1","14"
"-984","2816","-984","3931","1","14"
"-984","2816","-984","3941","1","14"
"-984","2816","-984","3951","1","14"
"-984","2816","-984","3961","1","14"
"-984","2816","-984","3971","1","14"
"-984","2816","-909","3981","1","14"
"-909","2816","-834","3991","1","14"
"-834","2816","-759","4001","1","14"
"-759","2816","-684","4011","1","14"
"-684","2816","-684","4021","1","14"
"-684","2816","-684","4031","1","14"
"-684","2816","-609","4041","1","14"
"-609","2816","-534","4051","1","14"
"-534","2816","-459","4061","1","14"
"-459","2816","-384","4071","1","14"
"-384","2816","-308","4081","1","14"
"-308","2816","-230","4091","1","14"
"-200","2816","-200","4092","1","1"
