24042b67dad3245b9bbe7e7cf08433fe2af144b28c6c807c8e6c13e8f39004a3,3a4254406ac877c5cdbea65d171ab52834cd0fe2351f54a2bbe7ff979c103a74,a44eac347b8f94234934ca1a33a7514d36a9b0124c24019e675b39c1fd7d921e,ecabd3b18dfa6153343f8800c3c3e36eb2579badf7dd884d88a42651743a1741
"12005","0","1004","235"
"13001","0","1004","236"
"13002","0","1004","237"
"13003","0","1004","238"
"13004","0","1004","239"
"13005","0","1004","240"
"14001","0","1004","241"
"14002","0","1004","242"
"14003","0","1004","243"
"14004","0","1004","244"
"14005","0","1004","245"
"15001","0","1004","246"
"15002","0","1004","247"
"15003","0","1004","248"
"15004","0","1004","249"
"15005","0","1004","250"
"21001","0","1004","251"
"21002","0","1004","252"
"21003","0","1004","253"
"21004","0","1004","254"
"21005","0","1004","255"
"22001","0","1004","256"
"22002","0","1004","257"
"22003","0","1004","258"
"22004","0","1004","259"
"22005","0","1004","260"
"23001","0","1004","261"
"23002","0","1004","262"
"23003","0","1004","263"
"23004","0","1004","264"
"23005","0","1004","265"
"24001","0","1004","266"
"24002","0","1004","267"
"24003","0","1004","268"
"24004","0","1004","269"
"24005","0","1004","270"
"25001","0","1004","271"
"25002","0","1004","272"
"25003","0","1004","273"
"25004","0","1004","274"
"25005","0","1004","275"
"30001","1","1004","276"
"31001","0","1004","277"
"31002","0","1004","278"
"31003","0","1004","279"
"31004","0","1004","280"
"31005","0","1004","281"
"32001","0","1004","282"
"32002","0","1004","283"
"32003","0","1004","284"
"32004","0","1004","285"
"32005","0","1004","286"
"33001","0","1004","287"
"33002","0","1004","288"
"33003","0","1004","289"
"33004","0","1004","290"
"33005","0","1004","291"
"34001","0","1004","292"
"34002","0","1004","293"
"34003","0","1004","294"
"34004","0","1004","295"
"34005","0","1004","296"
"35001","0","1004","297"
"35002","0","1004","298"
"35003","0","1004","299"
"35004","0","1004","300"
"35005","0","1004","301"
"11001","0","1005","302"
"11002","0","1005","303"
"11003","0","1005","304"
"11004","0","1005","305"
"11005","0","1005","306"
"12001","0","1005","307"
"12002","0","1005","308"
"12003","0","1005","309"
"12004","0","1005","310"
"12005","0","1005","311"
"13001","0","1005","312"
"13002","0","1005","313"
"13003","0","1005","314"
"13004","0","1005","315"
"13005","0","1005","316"
"14001","0","1005","317"
"14002","0","1005","318"
"14003","0","1005","319"
"14004","0","1005","320"
"14005","0","1005","321"
"15001","0","1005","322"
"15002","0","1005","323"
"15003","0","1005","324"
"15004","0","1005","325"
"15005","0","1005","326"
"21001","0","1005","327"
"21002","0","1005","328"
"21003","0","1005","329"
"21004","0","1005","330"
"21005","0","1005","331"
"22001","0","1005","332"
"22002","0","1005","333"
"22003","0","1005","334"
"22004","0","1005","335"
"22005","0","1005","336"
"23001","0","1005","337"
"23002","0","1005","338"
"23003","0","1005","339"
"23004","0","1005","340"
"23005","0","1005","341"
"24001","0","1005","342"
"24002","0","1005","343"
"24003","0","1005","344"
"24004","0","1005","345"
"24005","0","1005","346"
"25001","0","1005","347"
"25002","0","1005","348"
"25003","0","1005","349"
"25004","0","1005","350"
"25005","0","1005","351"
"30001","1","1005","352"
"31001","0","1005","353"
"31002","0","1005","354"
"31003","0","1005","355"
"31004","0","1005","356"
"31005","0","1005","357"
"32001","0","1005","358"
"32002","0","1005","359"
"32003","0","1005","360"
"32004","0","1005","361"
"32005","0","1005","362"
"33001","0","1005","363"
"33002","0","1005","364"
"33003","0","1005","365"
"33004","0","1005","366"
"33005","0","1005","367"
"34001","0","1005","368"
"34002","0","1005","369"
"34003","0","1005","370"
"34004","0","1005","371"
"34005","0","1005","372"
"35001","0","1005","373"
"35002","0","1005","374"
"35003","0","1005","375"
"35004","0","1005","376"
"35005","0","1005","377"
