8cae3639dbd8fdcf64f9cffa573b1cb2cef00b16c9ebd01f16b610b4eed936de,039d1c5ab3b2d35ab4a64c31d8afbf568e4bc6085a961bd1ba484e72ae32aaee,13979f66ede9018d619ee73d70289ffa163ba86707ae144214ff01df29e82da7,377376328ce9e7a9520bef53b0263f6761dc656de86c053d2f0c3f810d516742,b40c6db933224f33e0f4696db422a493e33599b072e070e139c45adc56ea408c,9059cebca9c06e8d7b3cc216f1ce88cc1b2b8045f3d7fab041bdcc66eb8cf105,e37804e07b3853dc913cea62a5c24a7aa9fbdbea71df831c61b872b367734051,71e67dfe0ed35440fd077b624e8afa6381a1d1930f04272288d8a3c06488b8d9,a5c8eb8b5bb3357a85e88c6fac6cf1473abce85aca20e18ff9e809c21e492825,431d6c54c396801df0c0328c021956e291e5f7d9c082aaee7ac2f939437413a9,81b99884a1cd7ee6719bbc9a3f2826ba4fcfbf3073656c884e54965ee4795670
"110","1","nop_idle_joy1","106004","1.5","100","1","106","1","-135","100511"
"115","0","nop_idle_normal","107001","1.5","-100","1","107","1","-150","102831"
"114","1","nop_idle_normal","107002","1.5","100","1","107","1","-150","102111"
"111","0","nop_idle_normal","107003","1.5","-215","1","107","1","-127","102511"
"110","1","nop_idle_normal","107004","1.5","215","1","107","1","-127","102311"
"115","0","nop_idle_joy_normal","108001","1.5","-100","1","108","1","-150","101011"
"114","1","nop_idle_arm_crossed","108002","1.5","100","1","108","1","-150","104331"
"111","0","nop_idle_joy1","108003","1.5","-215","1","108","1","-127","101711"
"110","1","nop_idle_normal","108004","1.5","215","1","108","1","-127","101431"
"115","0","nop_idle_joy1","109001","1.5","-100","1","109","1","-150","103311"
"111","0","nop_idle_joy_normal","109002","1.5","-215","1","109","1","-127","105211"
"114","1","nop_idle_sad2","109003","1.5","100","1","109","1","-150","102611"
"110","1","nop_idle_normal","109004","1.5","215","1","109","1","-127","103811"
"115","0","nop_idle_joy1","110001","1.5","-100","1","110","1","-150","103231"
"110","1","nop_10_yukari_02","110002","1.5","215","1","110","1","-127","103411"
"111","1","nop_10_yukari_02","110003","1.5","215","5","110","1","-127","11"
"114","1","nop_idle_doya","110004","1.5","100","1","110","1","-150","104811"
"111","0","nop_idle_joy_normal","110005","1.5","-215","1","110","1","-127","104611"
"115","0","nop_11_anna_idle_arm_crossed","111001","1.5","-100","1","111","1","-150","100911"
"114","1","nop_idle_joy_normal","111002","1.5","100","1","111","1","-150","101311"
"111","0","nop_11_eriko_idle_wish","111003","1.5","-215","1","111","1","-127","102711"
"110","1","nop_idle_normal","111004","1.5","215","1","111","1","-127","105111"
"115","1","nop_idle_joy1","112001","1.5","100","1","112","1","-143","101831"
"110","0","nop_idle_joy_normal","112002","1.5","-100","1","112","1","-135","101611"
"114","0","nop_idle_joy_normal","112003","1.5","-215","1","112","1","-150","105011"
"113","1","nop_idle_normal_joy","113001","1.5","100","1","113","1","-150","105331"
"114","0","nop_13_kuka_idle_memory2","113002","1.5","-100","1","113","1","-150","104511"
"110","0","nop_idle_joy1","113003","1.5","-215","1","113","1","-127","103031"
"111","0","nop_idle_thinking","113004","1.5","-330","1","113","1","-150","100811"
"115","1","nop_idle_sad","113005","1.5","240","1","113","1","-150","105511"
"115","1","nop_idle_normal","114001","1.5","100","1","114","1","-150","106831"
"114","0","nop_idle_normal","114002","1.5","-100","1","114","1","-150","101131"
"110","0","nop_idle_normal","114003","1.5","-215","1","114","1","-127","104931"
"115","1","nop_idle_joy1","115001","1.5","100","1","115","1","-143","102931"
"110","0","nop_idle_wish","115002","1.5","-100","1","115","1","-135","104211"
"114","0","nop_idle_normal","115003","1.5","-215","1","115","1","-150","105411"
"115","1","nop_idle_normal","116001","1.5","100","1","116","1","-150","106731"
"114","0","nop_idle_joy1","116002","1.5","-100","1","116","1","-150","106631"
"110","0","nop_16_kaya_idle_normal2","116003","1.5","-215","1","116","1","-127","106531"
"116","1","nop_rago_idle","116004","1.5","180","5","116","1","-150","2"
"115","1","nop_idle_normal","117001","1.5","100","1","117","1","-150","111031"
"114","0","nop_idle_joy2","117002","1.5","-100","1","117","1","-150","110931"
"110","0","nop_17_chloe_idle_normal2","117003","1.5","-215","1","117","1","-127","110831"
"115","0","NoItem_idle","117004","1.5","-100","5","117","1","-150","1"
"115","1","nop_18_muimi_idle_joy_normal","118001","1.5","-100","1","118","1","-150","114711"
"114","0","nop_18_karin_idle_normal","118002","1.5","100","1","118","1","-150","118511"
"111","0","nop_idle_normal","118003","1.5","-215","1","118","1","-127","115031"
"110","1","nop_idle_joy1","118004","1.5","215","1","118","1","-127","118031"
"100","0","nop_idle_joy1","201001","1.2","-60","1","201","1","0","111831"
"101","1","nop_idle_normal_joy","201002","1.2","60","1","201","1","0","120731"
"102","0","nop_idle_arm_crossed","201003","1.2","-130","1","201","1","-5","120831"
"103","1","nop_idle_normal","201004","1.2","130","1","201","1","-5","111931"
"104","0","nop_idle_thinking","201005","1.2","-200","1","201","1","-20","120931"
"105","1","nop_idle_normal","201006","1.2","200","1","201","1","-20","112031"
"100","0","nop_idle_joy1","202001","1.2","-60","1","202","1","0","108731"
"101","1","nop_idle_joy_normal","202002","1.2","60","1","202","1","0","108831"
"102","0","nop_idle_normal","202003","1.2","-130","1","202","1","-5","108931"
"100","0","nop_idle_joy1","203001","1.2","-60","1","203","1","0","102011"
"101","0","nop_idle_normal","203002","1.2","-130","1","203","1","-5","100411"
"102","1","nop_idle_wish","203003","1.2","60","1","203","1","-5","103631"
"100","0","nop_idle_normal","204001","1.2","-60","1","204","1","0","101231"
"101","1","nop_idle_normal","204002","1.2","60","1","204","1","0","104011"
"102","0","nop_idle_normal","204003","1.2","-130","1","204","1","-5","101511"
"100","0","nop_idle_normal","205001","1.2","-80","1","205","1","0","103111"
"101","1","nop_idle_sad","205002","1.2","60","1","205","1","0","102211"
"104","0","nop_05_miyako_idle_normal","205003","1.2","-150","1","205","1","-5","100711"
"103","1","nop_idle_joy1","205004","1.2","130","1","205","1","-5","100611"
"102","1","nop_skull_idle","205005","1.2","-20","5","205","1","0","2051"
"102","0","nop_idle_arm_crossed","206001","1.2","-130","1","206","1","-5","104731"
"103","1","nop_idle_arm_crossed","206002","1.2","130","1","206","1","-5","107131"
"100","0","nop_idle_normal","206003","1.2","-60","1","206","1","0","103731"
"101","1","nop_idle_joy1","206004","1.2","60","1","206","1","0","100511"
"100","0","nop_idle_normal","207001","1.2","-60","1","207","1","0","102831"
"101","1","nop_idle_normal","207002","1.2","60","1","207","1","0","102111"
"102","0","nop_idle_normal","207003","1.2","-130","1","207","1","-5","102511"
"103","1","nop_idle_normal","207004","1.2","130","1","207","1","-5","102311"
"100","0","nop_idle_joy_normal","208001","1.2","-60","1","208","1","0","101011"
"101","1","nop_idle_arm_crossed","208002","1.2","60","1","208","1","0","104331"
"102","0","nop_idle_joy1","208003","1.2","-130","1","208","1","-5","101711"
"103","1","nop_idle_normal","208004","1.2","130","1","208","1","-5","101431"
"100","0","nop_idle_joy1","209001","1.2","-60","1","209","1","0","103311"
"102","0","nop_idle_joy_normal","209002","1.2","-130","1","209","1","-5","105211"
"101","1","nop_idle_sad2","209003","1.2","60","1","209","1","0","102611"
"103","1","nop_idle_normal","209004","1.2","130","1","209","1","-5","103811"
"100","0","nop_idle_joy1","210001","1.2","-60","1","210","1","0","103231"
"103","1","nop_10_yukari_02","210002","1.2","130","1","210","1","-5","103411"
"104","1","nop_10_yukari_02","210003","1.2","130","5","210","1","-5","11"
"101","1","nop_idle_doya","210004","1.2","60","1","210","1","0","104811"
"102","0","nop_idle_joy_normal","210005","1.2","-130","1","210","1","-5","104611"
"100","0","nop_11_anna_idle_arm_crossed","211001","1.2","-60","1","211","1","0","100911"
"101","1","nop_idle_joy_normal","211002","1.2","60","1","211","1","0","101311"
"102","0","nop_11_eriko_idle_wish","211003","1.2","-130","1","211","1","-5","102711"
"103","1","nop_idle_normal","211004","1.2","130","1","211","1","-5","105111"
"100","1","nop_idle_joy1","212001","1.2","60","1","212","1","0","101831"
"101","0","nop_idle_joy_normal","212002","1.2","-60","1","212","1","0","101611"
"102","0","nop_idle_joy_normal","212003","1.2","-130","1","212","1","-5","105011"
"100","1","nop_idle_normal_joy","213001","1.2","60","1","213","1","0","105331"
"101","0","nop_13_kuka_idle_memory2","213002","1.2","-60","1","213","1","0","104511"
"102","0","nop_idle_joy1","213003","1.2","-130","1","213","1","-5","103031"
"103","0","nop_idle_thinking","213004","1.2","-200","1","213","1","-20","100811"
"104","1","nop_idle_sad","213005","1.2","130","1","213","1","-20","105511"
"100","1","nop_idle_normal","214001","1.2","60","1","214","1","0","106831"
"101","0","nop_idle_normal","214002","1.2","-60","1","214","1","0","101131"
"103","0","nop_idle_normal","214003","1.2","-130","1","214","1","-5","104931"
"100","1","nop_idle_joy1","215001","1.2","60","1","215","1","0","102931"
"101","0","nop_idle_wish","215002","1.2","-60","1","215","1","0","104211"
"102","0","nop_idle_normal","215003","1.2","-130","1","215","1","-5","105411"
"100","1","nop_idle_normal","216001","1.2","60","1","216","1","0","106731"
"101","0","nop_idle_joy1","216002","1.2","-60","1","216","1","0","106631"
"103","0","nop_16_kaya_idle_normal2","216003","1.2","-130","1","216","1","-5","106531"
"101","1","nop_rago_idle","216004","1.2","140","5","216","1","0","2"
"100","1","nop_idle_normal","217001","1.2","60","1","217","1","0","111031"
"101","0","nop_idle_joy2","217002","1.2","-60","1","217","1","0","110931"
"103","0","nop_17_chloe_idle_normal2","217003","1.2","-130","1","217","1","-5","110831"
"102","0","NoItem_idle","217004","1.2","-60","5","217","1","0","1"
"100","1","nop_18_muimi_idle_joy_normal","218001","1.2","-40","1","218","1","0","114711"
"101","0","nop_18_karin_idle_normal","218002","1.2","40","1","218","1","0","118511"
"102","0","nop_idle_normal","218003","1.2","-130","1","218","1","-5","115031"
"103","1","nop_idle_joy1","218004","1.2","130","1","218","1","-5","118031"
"1","","","301001","0.2","","3","301","111831","","nop_talk_joy1"
"8","0","0.5","301002","0","0","11","301","111831","0","次は何を食べましょうか。\nキャルちゃんは何がいいです？"
"","","","301003","","","91","301","301002","",""
"1","","","301004","0.2","","3","301","111831","","nop_idle_joy_normal"
"0","0.3","","301005","0.2","nop_idle_doya","3","301","112031","1","nop_18_neneka_humu"
"8","0","0.5","301006","0","0","11","301","112031","0","そうねー\n普段は食べられない珍しい物とかどう？"
"","","","301007","","","91","301","301006","",""
"0","0","","301008","0.2","nop_talk_arm_crossed_loop","3","301","120831","1","nop_talk_arm_crossed"
"8","0","0.5","301009","0","0","11","301","120831","0","ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。"
"","","","301010","","","91","301","301009","",""
"1","","","301011","0.2","","3","301","120831","","nop_idle_arm_crossed"
"0","0","","301012","0.2","nop_11_anna_huhuStand_loop","3","301","120931","1","nop_11_anna_huhuStand_in"
"8","0","0.5","301013","0","0","11","301","120931","0","ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！"
"","","","301014","","","93","301","1","","0"
"0","0","","301015","0.2","nop_11_anna_ahahaStand_loop","3","301","120931","1","nop_11_anna_ahahaStand_in"
"","","","301016","","","91","301","301013","",""
"1","","","301017","0.2","","3","301","120931","1","nop_11_anna_ahahaStand_loop"
"0","0","","301018","0.2","nop_01_coccoro_an_loop","3","301","111931","1","nop_01_coccoro_an_in"
"8","0","0.5","301019","0","0","11","301","111931","0","シェフィさま。こちらをどうぞ。\nはい、あーん。"
"","","","301020","","","93","301","0.2","","0"
"","","","301021","","","4","301","120731","","0"
"","","","301022","","","93","301","0.8","","0"
"0","0.2","","301023","0.2","nop_idle_shy","3","301","120731","1","nop_surprise"
"","","","301024","","","91","301","301019","",""
"1","","","301025","0.2","","3","301","120731","","nop_talk_shy"
"8","0","0.5","301026","0","0","11","301","120731","0","コ、コッコロさん……\n恥ずかしいわ……"
"","","","301027","","","91","301","301026","",""
"1","","","301028","0.2","","3","301","120731","","nop_idle_shy"
"","","","301029","","","93","301","0.5","","0"
"0","0","","301030","0.2","nop_idle_normal","3","301","111931","1","nop_01_coccoro_an_out"
"","","","301031","","","93","301","1","","0"
"","","","301032","","","4","301","120731","","1"
"1","","","301033","0.2","","3","301","120731","","nop_idle_joy1"
"8","0","0.5","302001","0","0","11","302","108831","0","せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！"
"1","","","302002","0.2","","3","302","108831","","nop_talk_joy3_blink"
"","","","302003","","","93","302","2.75","","1"
"1","","","302004","0.2","","3","302","108831","","nop_talk_joy1_normal"
"","","","302005","","","91","302","302001","",""
"1","","","302006","0.2","","3","302","108831","1","nop_idle_joy_normal"
"8","0","0.5","302007","0","0","11","302","108931","0","今年もいい年にしないとね。"
"1","","","302008","0.2","","3","302","108931","","nop_talk_joy1_normal"
"","","","302009","","","91","302","302007","",""
"1","","","302010","0.2","","3","302","108931","","nop_idle_normal"
"8","0","0.5","302011","0","0","11","302","108731","0","みんながいればきっと大丈夫だよ！"
"1","","","302012","0.2","","3","302","108731","","nop_talk_joy2"
"","","","302013","","","91","302","302011","",""
"1","","","302014","0.2","","3","302","108731","1","nop_idle_joy1"
"","","","302015","","","91","302","0","",""
"8","0","0.5","303001","0","0","11","303","102011","0","わあ！　おっきい会場だね！\nお料理もたくさん！"
"1","","","303002","0.2","","3","303","102011","","nop_talk_joy2"
"","","","303003","","","91","303","303001","",""
"1","","","303004","0.2","","3","303","102011","1","nop_idle_joy1"
"8","0","0.5","303005","0","0","11","303","100411","0","えっへっへ、これは\nイタズラしがいがあるねー"
"1","","","303006","0.2","","3","303","100411","","nop_talk_joy2"
"","","","303007","","","91","303","303005","",""
"1","","","303008","0.2","","3","303","100411","1","nop_idle_normal"
"8","0","0.5","303009","0","0","11","303","103631","0","へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？"
"1","","","303010","0.2","","3","303","103631","","nop_talk_wish"
"","","","303011","","","91","303","303009","",""
"1","","","303012","0.2","","3","303","103631","","nop_idle_wish"
"8","0","0.5","304001","0","0","11","304","101511","0","立派な新年会ね。\nみんな笑顔で素敵だわ。"
"1","","","304002","0.2","","3","304","101511","","nop_talk_normal"
"","","","304003","","","93","304","1.5","","0"
"1","","","304004","0.2","","3","304","101511","","nop_talk_joy3"
"","","","304005","","","91","304","304001","",""
"1","","","304006","0.2","","3","304","101511","","nop_idle_joy1"
"8","0","0.5","304007","0","0","11","304","101231","0","あのお料理美味しそう！\nシオリンにも教えてあげよっと。"
"1","","","304008","0.2","","3","304","101231","","nop_idle_surprise_kira"
"","","","304009","","","93","304","1.5","","0"
"1","","","304010","0.2","","3","304","101231","","nop_talk_joy2"
"","","","304011","","","91","304","304007","",""
"1","","","304012","0.2","","3","304","101231","","nop_idle_joy_normal"
"8","0","0.5","304013","0","0","11","304","104011","0","はわわ……キラキラした人が\nいっぱいいます～！"
"1","","","304014","0.2","","3","304","104011","","nop_idle_surprise2"
"","","","304015","","","91","304","304013","",""
"1","","","304016","0.2","","3","304","104011","1","nop_idle_normal"
"1","","","304017","0.2","","3","304","101511","","nop_idle_normal"
"1","","","304018","0.2","","3","304","101231","","nop_idle_normal"
"8","0","0.5","305001","0","0","11","305","100711","0","プリンプリン……プリンはどこなの？\nプリンをよこすのー！"
"1","","","305002","0.2","","3","305","100711","","nop_05_miyako_talk_anger"
"","","","305003","","","91","305","305001","",""
"1","","","305004","0.2","","3","305","100711","1","nop_05_miyako_idle_anger"
"8","0","0.5","305005","0","0","11","305","103111","0","お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。"
"1","","","305006","0.2","","3","305","103111","","nop_talk_worry"
"","","","305007","","","91","305","305005","",""
"1","","","305008","0.2","","3","305","103111","1","nop_idle_worry"
"8","0","0.5","305009","0","0","11","305","100611","0","わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～"
"1","","","305010","0.2","","3","305","100611","","nop_talk_surprise_kira"
"","","","305011","","","93","305","2","","0"
"1","","","305012","0.2","","3","305","100611","","nop_talk_memory"
"","","","305013","","","91","305","305009","",""
"1","","","305014","0.2","","3","305","100611","","nop_idle_memory2"
"8","0","0.5","305015","0","0","11","305","102211","0","アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？"
"1","","","305016","0.2","","3","305","102211","","nop_talk_sad"
"","","","305017","","","93","305","2.8","","0"
"1","","","305018","0.2","","3","305","102211","","nop_talk_anger2"
"","","","305019","","","91","305","305015","",""
"1","","","305020","0.2","","3","305","102211","1","nop_idle_anger2"
"8","0","0.5","306001","0","0","11","306","107131","0","はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。"
"0","0","","306002","0.2","nop_06_cris_ahaha_loop","3","306","107131","1","nop_06_cris_ahaha_in"
"","","","306003","","","93","306","1.5","","0"
"0","0.2","","306004","0.2","nop_talk_arm_crossed_loop","3","306","107131","1","nop_talk_arm_crossed"
"","","","306005","","","91","306","306001","",""
"1","","","306006","0.2","","3","306","107131","1","nop_idle_arm_crossed"
"8","0","0.5","306007","0","0","11","306","100511","0","美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！"
"1","","","306008","0.2","","3","306","100511","","nop_talk_surprise_kira"
"","","","306009","","","93","306","4.5","","0"
"1","","","306010","0.2","","3","306","100511","","nop_talk_joy2"
"","","","306011","","","91","306","306007","",""
"1","","","306012","0.2","","3","306","100511","","nop_idle_normal"
"8","0","0.5","306013","0","0","11","306","103731","0","マツリちゃん、少し落ち着こう？\n料理は逃げないからね。"
"1","","","306014","0.2","","3","306","103731","","nop_talk_worry"
"","","","306015","","","91","306","306013","",""
"1","","","306016","0.2","","3","306","103731","1","nop_idle_worry"
"8","0","0.5","306017","0","0","11","306","104731","0","みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。"
"1","","","306018","0.2","","3","306","104731","","nop_talk_arm_crossed_loop"
"","","","306019","","","91","306","306017","",""
"1","","","306020","0.2","","3","306","104731","1","nop_idle_arm_crossed"
"8","0","0.5","307001","0","0","11","307","102831","0","すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？"
"1","","","307002","0.2","","3","307","102831","","nop_talk_surprise1"
"","","","307003","","","93","307","1.2","","0"
"1","","","307004","0.2","","3","307","102831","","nop_talk_joy1_normal"
"","","","307005","","","91","307","307001","",""
"1","","","307006","0.2","","3","307","102831","1","nop_idle_normal"
"8","0","0.5","307007","0","0","11","307","102111","0","はーい、ママ・サレン！\nみんないい子にしてるよ。"
"1","","","307008","0.2","","3","307","102111","","nop_talk_joy3_dere"
"","","","307009","","","93","307","1.7","","0"
"1","","","307010","0.2","","3","307","102111","","nop_talk_wish"
"","","","307011","","","91","307","307007","",""
"8","0","0.5","307012","0","0","11","307","102511","0","お嬢様！\nわ、私も一緒ですから\n大丈夫です！"
"0","0","","307013","0.2","nop_talk_guts3_loop","3","307","102511","1","nop_talk_guts3_NoBlink"
"","","","307014","","","91","307","307012","",""
"8","0","0.5","307015","0","0","11","307","102311","0","そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……"
"1","","","307016","0.2","","3","307","102311","","nop_talk_worry"
"","","","307017","","","91","307","307015","",""
"1","","","307018","0.2","","3","307","102311","","nop_idle_normal"
"1","","","307019","0.2","","3","307","102111","1","nop_idle_normal"
"1","","","307020","0.2","","3","307","102511","1","nop_idle_normal"
"8","0","0.5","308001","0","0","11","308","101011","0","立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～"
"1","","","308002","0.2","","3","308","101011","","nop_talk_joy3_blink2"
"1","","","308003","","","93","308","1.5","","1"
"1","","","308004","0.2","","3","308","101011","","nop_talk_joy1"
"","","","308005","","","91","308","308001","",""
"1","","","308006","0.2","","3","308","101011","1","nop_idle_joy_normal"
"8","0","0.5","308007","0","0","11","308","104331","0","お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……"
"0","0.2","","308008","0.2","nop_talk_arm_crossed_loop2","3","308","104331","1","nop_talk_arm_crossed2"
"1","","","308009","","","93","308","3","","1"
"1","","","308010","0.2","","3","308","104331","","nop_talk_thinking"
"","","","308011","","","91","308","308007","",""
"1","","","308012","0.2","","3","308","104331","1","nop_idle_thinking"
"8","0","0.5","308013","0","0","11","308","101711","0","賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～"
"1","","","308014","0.2","","3","308","101711","","nop_talk_joy1_wink"
"1","","","308015","","","93","308","2.5","","1"
"1","","","308016","0.2","","3","308","101711","","nop_talk_joy2"
"","","","308017","","","91","308","308013","",""
"1","","","308018","0.2","","3","308","101711","1","nop_idle_joy1"
"8","0","0.5","308019","0","0","11","308","101431","0","事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。"
"1","","","308020","0.2","","3","308","101431","","nop_talk_joy3_blink2"
"1","","","308021","","","93","308","3","","1"
"0","0.2","","308022","0.2","nop_talk_arm_crossed_loop","3","308","101431","1","nop_talk_arm_crossed"
"","","","308023","","","91","308","308019","",""
"1","","","308024","0.2","","3","308","101431","","nop_idle_arm_crossed"
"1","","","308025","","","91","308","0","",""
"8","0","0.5","309001","0","0","11","309","103311","0","新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？"
"0","0.2","","309002","0.2","nop_talk_guts2_loop","3","309","103311","1","nop_talk_guts2"
"","","","309003","","","93","309","2.5","","1"
"1","","","309004","0.2","","3","309","103311","","nop_talk_joy2"
"","","","309005","","","91","309","309001","",""
"1","","","309006","0.2","","3","309","103311","1","nop_idle_joy1"
"8","0","0.5","309007","0","0","11","309","105211","0","舞踏会が開けそうな会場ね。\n素敵だわ。"
"1","","","309008","0.2","","3","309","105211","","nop_talk_joy1_normal"
"","","","309009","","","93","309","2","","1"
"1","","","309010","0.2","","3","309","105211","","nop_talk_memory"
"","","","309011","","","91","309","309007","",""
"1","","","309012","0.2","","3","309","105211","1","nop_idle_memory"
"8","0","0.5","309013","0","0","11","309","102611","0","人が多くて疲れたよ～\nリマ～、おんぶしてよ～"
"1","","","309014","0.2","","3","309","102611","","nop_talk_sad2"
"","","","309015","","","93","309","1.5","","1"
"1","","","309016","0.2","","3","309","102611","","nop_talk_worry"
"","","","309017","","","91","309","309013","",""
"1","","","309018","0.2","","3","309","102611","1","nop_idle_worry"
"8","0","0.5","309019","0","0","11","309","103811","0","あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。"
"1","","","309020","0.2","","3","309","103811","","nop_talk_joy3_blink"
"","","","309021","","","91","309","309019","",""
"1","","","309022","0.2","","3","309","103811","","nop_idle_normal_joy"
"","","","309023","","","91","309","0","",""
"8","0","0.5","310001","0","0","11","310","103231","0","こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！"
"1","","","310002","0.2","","3","310","103231","","nop_talk_joy1"
"","","","310003","","","91","310","310001","",""
"1","","","310004","0.2","","3","310","103231","1","nop_idle_joy1"
"8","0","0.5","310005","0","0","11","310","104611","0","珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？"
"1","","","310006","0.2","","3","310","104611","","nop_talk_joy2"
"","","","310007","","","93","310","2.5","","1"
"1","","","310008","0.2","","3","310","104611","","nop_talk_thinking"
"","","","310009","","","91","310","310005","",""
"1","","","310010","0.2","","3","310","104611","","nop_idle_thinking"
"8","0","0.5","310011","0","0","11","310","103411","0","みんな～、あけおめ～！\nなんちゃって。ヒック。"
"1","","","310012","0.2","","3","310","103411","","nop_10_yukari_04"
"1","","","310013","0.2","","3","310","11","","nop_10_yukari_04"
"","","","310014","","","93","310","2.5","","1"
"0","0.5","","310015","0.2","nop_10_yukari_02","3","310","103411","1","nop_10_yukari_06"
"0","0.5","","310016","0.2","nop_10_yukari_02","3","310","11","1","nop_10_yukari_06"
"","","","310017","","","91","310","310011","",""
"8","0","0.5","310018","0","0","11","310","104811","0","え？　ユカリさん？\nもう酔っぱらっちゃってる……"
"1","","","310019","0.2","","3","310","104811","","nop_talk_surprise1"
"","","","310020","","","4","310","104811","","0"
"","","","310021","","","93","310","1","","1"
"1","","","310022","0.2","","3","310","104811","","nop_talk_worry"
"","","","310023","","","91","310","310018","",""
"1","","","310024","0.2","","3","310","104811","1","nop_idle_worry"
"","","","310025","","","91","310","0","",""
"1","","","311001","0.2","","3","311","102711","","nop_talk_wish"
"8","0","0.5","311002","0","0","11","311","102711","0","この広い会場のどこかに\nあのおかたの存在を感じますわ……"
"","","","311003","","","91","311","311002","",""
"1","","","311004","0.2","","3","311","102711","","nop_idle_wish"
"0","0","","311005","0.2","nop_11_anna_huhuStand_loop","3","311","100911","1","nop_11_anna_huhuStand_in"
"8","0","0.5","311006","0","0","11","311","100911","0","疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！"
"","","","311007","","","91","311","311006","",""
"1","","","311008","0.2","","3","311","100911","","nop_11_anna_huhuStand_loop"
"1","","","311009","0.2","","3","311","101311","","nop_talk_joy2"
"8","0","0.5","311010","0","0","11","311","101311","0","アンナたそアンナたそ！\nおせち料理、美味しそうですぞ！\nさあ、おあがりよ！！"
