610f0fb2d75552b8f16ede148dd358707497e56802d0a6045250c6b67300a0d3,06d50d99561e7df86c1eaf22e9e8fb18246f5765cff3d76d39d956a0ebc53c74,3865215d55170460912716b4011753755273b34bca66637bab8d56b1658e02eb,bec75a75710a678cb45f7a3ddaf46e8203ec9dc66277028a347ad4d7f96850d4,ab45e41897fdbca2d0e4f52fd4896ce72c612142e4803d74ea4392272dd43c1a,90bea57fb1aa38c3d82288985dcc52a97aa4cae831575b8f8817195e3af051ea,9492579389032d0b46ab4a28f31191d6b2d6066c8b07af9378b0b4c692a1aae5,95bcc03d53bd61690bd4332b976ab2de258873868a0fad14e69d0ca038d6e4be,6a9ea3087f787841b7062fc1c6d732deea1218e4f43d1fd55098e05dcdcf549f,e056da7c4ae7ad0af2e0d3b5efc773e2776dea401225e9bb37f022461bc020ae,e4e8f57944aeb96ed791bdfc342d457bd14a7e1622e6e05d9d70550e37c5dd62
"5112","0","0","0","0","0","106801","0","0","0","0"
"5154","0","0","0","0","0","106501","106601","0","0","0"
"5209","0","0","0","0","0","118001","0","0","0","0"
"5220","0","0","0","0","0","105901","0","0","0","0"
"5221","0","0","0","0","0","105801","106001","0","105901","0"
"5222","0","0","0","0","0","105801","0","0","0","0"
"5223","0","0","0","0","0","107101","102901","0","104401","0"
"6003","0","0","0","0","0","103601","0","0","0","0"
"6004","0","0","0","0","0","111001","0","0","0","0"
"6005","0","0","0","0","0","110901","0","0","0","0"
"6006","0","0","0","0","0","110801","0","0","0","0"
"6020","0","0","0","0","0","118001","105801","0","0","0"
"6021","0","0","0","0","0","103101","0","0","0","0"
"6022","0","0","0","0","0","106601","0","0","0","0"
"6024","0","0","0","0","0","110901","102901","0","0","0"
"6025","0","0","0","0","0","100901","0","0","0","0"
"6041","0","0","0","0","0","105801","106001","0","105901","0"
"6042","0","0","0","0","0","101401","104301","0","105501","0"
"6043","0","0","0","0","0","103601","102001","0","100401","0"
"6044","0","0","0","0","0","105601","100901","0","101301","0"
"6045","0","0","0","0","0","105901","105801","0","106001","0"
"6046","0","0","0","0","0","102901","104201","0","105401","0"
"6047","0","0","0","0","0","104501","101801","0","104901","0"
"6048","0","0","0","0","0","105001","0","0","0","0"
"6055","0","0","0","0","0","104601","0","0","0","0"
"6056","0","0","0","0","0","105101","0","0","0","0"
"6057","0","0","0","0","0","101301","0","0","0","0"
"6058","0","0","0","0","0","107001","0","0","0","0"
"6096","0","0","0","0","0","106401","0","0","0","0"
"6097","0","0","0","0","0","107101","107001","0","0","0"
"6100","0","0","0","0","0","106001","0","0","0","0"
"6102","0","0","0","0","0","103001","0","0","0","0"
"6105","0","0","0","0","0","103301","0","0","0","0"
"6112","106401","0","0","0","0","105801","106001","0","105901","0"
"6113","0","0","0","0","0","106001","0","0","0","0"
"6114","0","0","0","0","0","106801","104901","0","101101","0"
"6115","0","0","0","0","0","106801","0","0","0","0"
"6132","0","0","0","0","0","107001","105801","0","0","0"
"6135","0","0","0","0","0","100601","102201","0","0","0"
"6139","0","0","0","0","0","101001","0","0","0","0"
"6140","0","0","0","0","0","100401","0","0","0","0"
"6141","0","0","0","0","0","105601","0","0","0","0"
"6142","0","0","0","0","0","101401","0","0","0","0"
"6143","0","0","0","0","0","104501","0","0","0","0"
"6144","0","0","0","0","0","104001","0","0","0","0"
"6151","0","0","0","0","0","103801","0","0","0","0"
"6153","0","0","0","0","0","103701","0","0","0","0"
"6164","0","0","0","0","0","105801","0","0","0","0"
"6165","0","0","0","0","0","105901","0","0","0","0"
"6166","0","0","0","0","0","106001","0","0","0","0"
"6189","0","0","0","0","0","110901","0","0","0","0"
"6224","0","0","0","0","0","104501","0","0","0","0"
"6230","0","0","0","0","0","106501","106601","0","0","0"
"6234","0","0","0","0","0","100801","0","0","0","0"
"6235","0","0","0","0","0","107101","104701","0","0","0"
"6252","0","0","0","0","0","107001","0","0","0","0"
"6253","0","0","0","0","0","105001","0","0","0","0"
"6255","0","0","0","0","0","100201","106101","0","0","0"
