92bbe1fbb516f9510763f634559dbd0af73f893f80b04eed1f284c28be1770b2,21b0c6a032ba6e827a08ebf3f60ffb4de27b521a7d8e84386bb2b37650a6ad94,329c5a73d73728dbb5a7c1e23d0f153311eabd798a1143e92fcd69c253a96095,51638656abfbff20bf020125dddad62f9a884d0b35b6148d7ab4067671faf31f,01d6d1790026585bc70ca4c6a29acb82d9ff1641ca1d31a79df54090af0bc589,37ec5866e5b3ef7968d4bb5a4cea75c0c3246c73ba705bd723c243afc0efd16a,74f9e20a57332bdfb3f7219972f77c4e363450c7de1e511e4295b4be709176aa,8474bb13a86e472cacf1aa1aea372fa5175a65d6c046f8ad579d923577bf6795,94ee0acd09ae59b69af608c691cc18ccd14924a1f1781e1984b46ee89d806053,58e57f45b98ae523addd71c87cd8e748c29723e0d65d57d9a00f8c8709e3ddff
"0","2","8","0","","ダイスの表と裏\nどちらを適用するか選択できる","100801","ダイスの表と裏\nどちらを適用するか選択できる","1025","ユキ"
"0","2","5","4","","出目が{0}のダイスを同時に振って\nどちらか選択できる","123301","出目が{0}のダイスを同時に振って\nどちらか選択できる","1026","ネア"
"0","1","1","10001","","最大50％割引確定のショップを開く（1品100％割引あり）","104601","","1027","タマキ"
"0","2","4","2","ダイスの目を{0}回振りなおせる\n振りなおせない場合、マイルを入手する","ダイスの目を{0}回振りなおせる","118101","ダイスの目を{0}回振りなおせる\n（あと{1}回）","1028","ランファ"
"0","1","6","7","","出目の合計が{0}以上になるまで\nダイスを追加で振れる","103401","出目の合計が{0}以上になるまで\nダイスを追加で振れる","1029","ユカリ"
"0","1","2","10002","","最大2000マイルを入手する","118001","","1030","クレジッタ"
"0","1","12","1","","福引券を{0}枚入手する","102801","","1031","サレン"
"0","1","3","1","","料理を{0}つ入手する","100201","","1032","ユイ"
"1","3","13","1","","出たダイスの目が{0}だった場合、\n+{1}進める","101201","出たダイスの目が{0}だった場合、\n+{1}進める","1033","ハツネ"
"0","3","4","1","ダイスの目を{0}回振りなおせる\n振りなおせない場合、マイルを入手する","ダイスの目を{0}回振りなおせる","118201","ダイスの目を{0}回振りなおせる\n（あと{1}回）","1034","ミソラ"
"0","1","6","7","","出目の合計が{0}以上になるまで\nダイスを追加で振れる","106101","出目の合計が{0}以上になるまで\nダイスを追加で振れる","1035","ムイミ"
"0","2","5","4","","出目が{0}のダイスを同時に振って\nどちらか選択できる","103101","出目が{0}のダイスを同時に振って\nどちらか選択できる","1036","シノブ"
"0","1","1","10001","","最大50％割引確定のショップを開く（1品100％割引あり）","103301","","1037","マヒル"
"0","1","2","10002","","最大2000マイルを入手する","103601","","1038","キョウカ"
"0","1","12","1","","福引券を{0}枚入手する","133001","","1039","グレイス"
"0","1","3","1","","料理を{0}つ入手する","133101","","1040","ヴァイオレット"
"0","2","8","0","","ダイスの表と裏\nどちらを適用するか選択できる","106801","ダイスの表と裏\nどちらを適用するか選択できる","1041","ラビリスタ"
"0","3","4","1","ダイスの目を{0}回振りなおせる\n振りなおせない場合、マイルを入手する","ダイスの目を{0}回振りなおせる","107101","ダイスの目を{0}回振りなおせる\n（あと{1}回）","1042","クリスティーナ"
"0","1","6","7","","出目の合計が{0}以上になるまで\nダイスを追加で振れる","107001","出目の合計が{0}以上になるまで\nダイスを追加で振れる","1043","ネネカ"
"0","2","5","4","","出目が{0}のダイスを同時に振って\nどちらか選択できる","106501","出目が{0}のダイスを同時に振って\nどちらか選択できる","1044","カヤ"
"0","1","1","10001","","最大50％割引確定のショップを開く（1品100％割引あり）","111001","","1045","ユニ"
"0","1","2","10002","","最大2000マイルを入手する","134901","","1046","カノン"
"0","1","12","1","","福引券を{0}枚入手する","105401","","1047","ツムギ"
"0","1","3","1","","料理を{0}つ入手する","134701","","1048","ホウオウ"
"0","2","8","0","","ダイスの表と裏\nどちらを適用するか選択できる","100101","ダイスの表と裏\nどちらを適用するか選択できる","1049","ヒヨリ"
"0","3","4","1","ダイスの目を{0}回振りなおせる\n振りなおせない場合、マイルを入手する","ダイスの目を{0}回振りなおせる","100701","ダイスの目を{0}回振りなおせる\n（あと{1}回）","1050","ミヤコ"
"0","1","6","7","","出目の合計が{0}以上になるまで\nダイスを追加で振れる","103001","出目の合計が{0}以上になるまで\nダイスを追加で振れる","1051","ニノン"
"1","3","13","2","","出たダイスの目が{0}だった場合、\n+{1}進める","101401","出たダイスの目が{0}だった場合、\n+{1}進める","1052","カスミ"
"0","1","1","10001","","最大50％割引確定のショップを開く（1品100％割引あり）","135901","","1053","サツキ"
"0","1","2","10002","","最大2000マイルを入手する","102601","","1054","リン"
"0","1","12","1","","福引券を{0}枚入手する","132401","","1055","イロハ"
"0","1","3","1","","料理を{0}つ入手する","135801","","1056","ユキノ"
"0","2","8","0","","ダイスの表と裏\nどちらを適用するか選択できる","100301","ダイスの表と裏\nどちらを適用するか選択できる","1057","レイ"
"0","3","4","1","ダイスの目を{0}回振りなおせる\n振りなおせない場合、マイルを入手する","ダイスの目を{0}回振りなおせる","106701","ダイスの目を{0}回振りなおせる\n（あと{1}回）","1058","ホマレ"
"0","1","6","7","","出目の合計が{0}以上になるまで\nダイスを追加で振れる","132301","出目の合計が{0}以上になるまで\nダイスを追加で振れる","1059","ルイズマリー"
"1","3","13","1","","出たダイスの目が{0}だった場合、\n+{1}進める","105201","出たダイスの目が{0}だった場合、\n+{1}進める","1060","リマ"
"0","1","1","10001","","最大50％割引確定のショップを開く（1品100％割引あり）","102201","","1061","ヨリ"
"0","1","2","10002","","最大2000マイルを入手する","100601","","1062","アカリ"
"0","1","12","1","","福引券を{0}枚入手する","136201","","1063","ナーナ"
"0","1","3","1","","料理を{0}つ入手する","110901","","1064","チエル"
"0","2","5","4","","出目が{0}のダイスを同時に振って\nどちらか選択できる","103801","出目が{0}のダイスを同時に振って\nどちらか選択できる","1065","シオリ"
"0","3","4","1","ダイスの目を{0}回振りなおせる\n振りなおせない場合、マイルを入手する","ダイスの目を{0}回振りなおせる","101501","ダイスの目を{0}回振りなおせる\n（あと{1}回）","1066","ミサト"
"0","1","6","7","","出目の合計が{0}以上になるまで\nダイスを追加で振れる","102901","出目の合計が{0}以上になるまで\nダイスを追加で振れる","1067","ノゾミ"
"1","3","13","2","","出たダイスの目が{0}だった場合、\n+{1}進める","101701","出たダイスの目が{0}だった場合、\n+{1}進める","1068","カオリ"
"0","1","1","10001","","最大50％割引確定のショップを開く（1品100％割引あり）","132501","","1069","ソノ"
"0","1","2","10002","","最大2000マイルを入手する","104201","","1070","チカ"
"0","1","12","1","","福引券を{0}枚入手する","101101","","1071","リノ"
"0","1","3","1","","料理を{0}つ入手する","104901","","1072","シズル"
"0","2","8","0","","ダイスの表と裏\nどちらを適用するか選択できる","101001","ダイスの表と裏\nどちらを適用するか選択できる","1073","マホ"
"0","3","4","1","ダイスの目を{0}回振りなおせる\n振りなおせない場合、マイルを入手する","ダイスの目を{0}回振りなおせる","135601","ダイスの目を{0}回振りなおせる\n（あと{1}回）","1074","シナツ"
"0","1","6","7","","出目の合計が{0}以上になるまで\nダイスを追加で振れる","135501","出目の合計が{0}以上になるまで\nダイスを追加で振れる","1075","アイラ"
"1","3","13","1","","出たダイスの目が{0}だった場合、\n+{1}進める","105501","出たダイスの目が{0}だった場合、\n+{1}進める","1076","アユミ"
"0","1","1","10001","","最大50％割引確定のショップを開く（1品100％割引あり）","122301","","1077","ヴァンピィ"
"0","1","2","10002","","最大2000マイルを入手する","133601","","1078","メドゥーサ"
"0","1","12","1","","福引券を{0}枚入手する","102101","","1079","クルミ"
"0","1","3","1","","料理を{0}つ入手する","102301","","1080","アヤネ"
"0","2","8","0","","【仲間】ダイスの表と裏どちらを適用するか選択できる","123001","ダイスの表と裏\nどちらを適用するか選択できる","1081","アメス"
"0","3","4","1","ダイスの目を{0}回振りなおせる\n振りなおせない場合、マイルを入手する","【仲間】ダイスの目を1回振りなおせる","104401","ダイスの目を{0}回振りなおせる\n（あと{1}回）","1082","イリヤ"
"0","1","6","7","","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","103701","出目の合計が{0}以上になるまで\nダイスを追加で振れる","1083","トモ"
"1","3","13","2","","【仲間】出たダイスの目が偶数だった場合、1マス分多く進める","106601","出たダイスの目が{0}だった場合、\n+{1}進める","1084","イノリ"
"0","1","1","10001","","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","110801","","1085","クロエ"
"0","1","2","10002","","【仲間】最大2000マイルを入手する","104001","","1086","アオイ"
"0","1","12","1","","【仲間】福引券を1枚入手する","104501","","1087","クウカ"
"0","1","3","1","","【仲間】料理を1つ入手する","136901","","1088","ルルィ"
"0","2","8","0","","【仲間】ダイスの表と裏どちらを適用するか選択できる","140301","ダイスの表と裏\nどちらを適用するか選択できる","1089","ティア"
"0","3","4","1","ダイスの目を{0}回振りなおせる\n振りなおせない場合、マイルを入手する","【仲間】ダイスの目を1回振りなおせる","105701","ダイスの目を{0}回振りなおせる\n（あと{1}回）","1090","ジータ"
"0","1","6","7","","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","106301","出目の合計が{0}以上になるまで\nダイスを追加で振れる","1091","アリサ"
"1","3","13","1","","【仲間】出たダイスの目が奇数だった場合、1マス分多く進める","111401","出たダイスの目が{0}だった場合、\n+{1}進める","1092","ルナ"
"0","1","1","10001","","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","125601","","1093","ビカラ"
"0","1","2","10002","","【仲間】最大2000マイルを入手する","109201","","1094","アン"
"0","1","12","1","","【仲間】福引券を1枚入手する","109301","","1095","ルゥ"
"0","1","3","1","","【仲間】料理を1つ入手する","109401","","1096","グレア"
