dad3d6d3d6c040b411753e5893fc33ff222ccdc7a4d227ba179c253e9c6cd161,d724e41022c07280b32128adde3b6967f451d6a1f692b981ef7c3169cc95283b,9e529e0a0204754cb67fe27a04eea342a4afd11f3bbc2d2ae774a1518d58721e,b0db9bc3044625ba51011101768e708753416dddd1e55ecc0ac48bdb8f781804,a6c00916491305f2b33e256a162a86903daf24cd76243824763ce610da2b8741,73e394c5da71c769e168c383a52f6e2a5e449f5442e8463ab52aac817b28cdfb,8ed9e06939ed2aa74818a791b176c1c729b592bbbf844d34c2b942733c1c63c5,86652ff862e33b950d8fbbb4f2e56e4bfda1667f2dda49580e188ff329ce0bbc,14239b13be2d85907aacdc1a6afb49bd014dca1c2df759cc5316fb8f7770ad31,c2fd0c87799b27d43a1bceaec622ec74752b8423ba62139e6f4a82ad5b34c808,a8f38a3369dd46ef119991d46bff9348a870e635bb3d09b9ccc8798609c2bc10,2923bbfb8991c1197689625a5dd4563a6309af30e994fae44b84c3d0a1e5d4d7,7a89a1f283c72751cf965e64e3820295240b9221e6e6a84a0913128317b472f7,a04c3a97bd0b5150dafe8ee0f2c228c270ad4ba71e562d2564a962e86242d6f3,e1d931ea03e30fb4a10064b743519429d68155ec12541a8c921f89f72c6ded48,10d3ec4b1bdcd2b3486da6122d298529738f93e01458e4c291bff6750338f8ff,62f70793e22f76fe64a35f587b9d2a0bcd5068e168682d22576228afdaa7152a,6bf1fa445c4bcad7703d1ddae154149f948623fd0dae73c607abafe33e508e41
"51","12200","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","12200","30"
"52","12300","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","12300","30"
"53","12400","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","12400","30"
"54","12500","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","12500","30"
"55","12600","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","12600","30"
"56","12700","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","12700","30"
"57","12800","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","12800","30"
"58","12900","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","12900","30"
"59","13000","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","13000","30"
"60","13100","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","13100","30"
"61","13200","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","13200","30"
"62","13300","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","13300","30"
"63","13400","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","13400","30"
"64","13500","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","13500","30"
"65","13600","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","13600","30"
"66","13700","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","13700","30"
"67","13800","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","13800","30"
"68","13900","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","13900","30"
"69","14000","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","14000","30"
"70","14100","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","14100","30"
"71","14200","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","14200","30"
"72","14300","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","14300","30"
"73","14400","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","14400","30"
"74","14500","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","14500","30"
"75","14600","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","14600","30"
"76","14700","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","14700","30"
"77","14800","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","14800","30"
"78","14900","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","14900","30"
"79","15000","8","0","0","0","0","0","0","91002","0","0","0","0","0","0","15000","30"
