1c66537c60224d5708dcf699e5627049499653e85521fcff1d938a6f946327e0,508363a665bf1afe9e0f6d0496e2e34f55b40b8554b30f146a39a14142270473,5bff982564f35b9e63413af332a0ed50ed1b761a79330727f746e6ad32c306a3,4c36358267e6f6aa86017b9555a2f479c931e92f80bf5ddc1229b8337fdf2d6f,8b9fc82cb6a67fcc031c81e5c0943492c41f134d56186c101c873e32328cd327,6938b1b4ded321bc1a36dc6c7c9211e675c9235f1fe816299ffcb6dc2a7799fd,6bea648deb09c6c9a6576dbf89000d82fe46bb6601e403772edc8180adffe21f,85a3de513d725e8e60e4d1ccb9b86e8ef26b3cbb71c9af58e8cce6f98ed6b606,9b152ca428bf7ec7e13cc1fbcb7a26cc09a642b32a075da30484e8d0a021837f
"100120","難易度HARDで45000pt獲得しよう","1001","100120","2","5","1001","1","45000"
"100121","難易度EXTRA1で1回戦おう","1002","100121","3","6","1001","1","0"
"100122","難易度EXTRA2で1回戦おう","1003","100122","3","6","1001","1","0"
"100123","難易度EXTRA3で1回戦おう","1004","100123","3","6","1001","1","0"
"100124","難易度EXTRAで20000pt獲得しよう","1001","100124","3","7","1001","1","20000"
"100125","難易度EXTRAで40000pt獲得しよう","1001","100125","3","7","1001","1","40000"
"100126","難易度EXTRAで60000pt獲得しよう","1001","100126","3","7","1001","1","60000"
"100201","全難易度合計で10000pt獲得しよう","1001","100201","0","0","1002","1","10000"
"100202","全難易度合計で30000pt獲得しよう","1001","100202","0","0","1002","1","30000"
"100203","全難易度合計で50000pt獲得しよう","1001","100203","0","0","1002","1","50000"
"100204","全難易度合計で70000pt獲得しよう","1001","100204","0","0","1002","1","70000"
"100205","全難易度合計で90000pt獲得しよう","1001","100205","0","1","1002","1","90000"
"100206","全難易度合計で105000pt獲得しよう","1001","100206","0","1","1002","1","105000"
"100207","全難易度合計で120000pt獲得しよう","1001","100207","0","1","1002","1","120000"
"100208","全難易度合計で135000pt獲得しよう","1001","100208","0","1","1002","1","135000"
"100209","難易度NORMAL1で1回戦おう","1002","100209","1","2","1002","1","0"
"100210","難易度NORMAL2で1回戦おう","1003","100210","1","2","1002","1","0"
"100211","難易度NORMAL3で1回戦おう","1004","100211","1","2","1002","1","0"
"100212","難易度NORMALで10000pt獲得しよう","1001","100212","1","3","1002","1","10000"
"100213","難易度NORMALで20000pt獲得しよう","1001","100213","1","3","1002","1","20000"
"100214","難易度NORMALで30000pt獲得しよう","1001","100214","1","3","1002","1","30000"
"100215","難易度HARD1で1回戦おう","1002","100215","2","4","1002","1","0"
"100216","難易度HARD2で1回戦おう","1003","100216","2","4","1002","1","0"
"100217","難易度HARD3で1回戦おう","1004","100217","2","4","1002","1","0"
"100218","難易度HARDで15000pt獲得しよう","1001","100218","2","5","1002","1","15000"
"100219","難易度HARDで30000pt獲得しよう","1001","100219","2","5","1002","1","30000"
"100220","難易度HARDで45000pt獲得しよう","1001","100220","2","5","1002","1","45000"
"100221","難易度EXTRA1で1回戦おう","1002","100221","3","6","1002","1","0"
"100222","難易度EXTRA2で1回戦おう","1003","100222","3","6","1002","1","0"
"100223","難易度EXTRA3で1回戦おう","1004","100223","3","6","1002","1","0"
"100224","難易度EXTRAで20000pt獲得しよう","1001","100224","3","7","1002","1","20000"
"100225","難易度EXTRAで40000pt獲得しよう","1001","100225","3","7","1002","1","40000"
"100226","難易度EXTRAで60000pt獲得しよう","1001","100226","3","7","1002","1","60000"
"100301","全難易度合計で10000pt獲得しよう","1001","100301","0","0","1003","1","10000"
"100302","全難易度合計で30000pt獲得しよう","1001","100302","0","0","1003","1","30000"
"100303","全難易度合計で50000pt獲得しよう","1001","100303","0","0","1003","1","50000"
"100304","全難易度合計で70000pt獲得しよう","1001","100304","0","0","1003","1","70000"
"100305","全難易度合計で90000pt獲得しよう","1001","100305","0","1","1003","1","90000"
"100306","全難易度合計で105000pt獲得しよう","1001","100306","0","1","1003","1","105000"
"100307","全難易度合計で120000pt獲得しよう","1001","100307","0","1","1003","1","120000"
"100308","全難易度合計で135000pt獲得しよう","1001","100308","0","1","1003","1","135000"
"100309","難易度NORMAL1で1回戦おう","1002","100309","1","2","1003","1","0"
"100310","難易度NORMAL2で1回戦おう","1003","100310","1","2","1003","1","0"
"100311","難易度NORMAL3で1回戦おう","1004","100311","1","2","1003","1","0"
"100312","難易度NORMALで10000pt獲得しよう","1001","100312","1","3","1003","1","10000"
"100313","難易度NORMALで20000pt獲得しよう","1001","100313","1","3","1003","1","20000"
"100314","難易度NORMALで30000pt獲得しよう","1001","100314","1","3","1003","1","30000"
"100315","難易度HARD1で1回戦おう","1002","100315","2","4","1003","1","0"
"100316","難易度HARD2で1回戦おう","1003","100316","2","4","1003","1","0"
"100317","難易度HARD3で1回戦おう","1004","100317","2","4","1003","1","0"
"100318","難易度HARDで15000pt獲得しよう","1001","100318","2","5","1003","1","15000"
"100319","難易度HARDで30000pt獲得しよう","1001","100319","2","5","1003","1","30000"
"100320","難易度HARDで45000pt獲得しよう","1001","100320","2","5","1003","1","45000"
"100321","難易度EXTRA1で1回戦おう","1002","100321","3","6","1003","1","0"
"100322","難易度EXTRA2で1回戦おう","1003","100322","3","6","1003","1","0"
"100323","難易度EXTRA3で1回戦おう","1004","100323","3","6","1003","1","0"
"100324","難易度EXTRAで20000pt獲得しよう","1001","100324","3","7","1003","1","20000"
"100325","難易度EXTRAで40000pt獲得しよう","1001","100325","3","7","1003","1","40000"
"100326","難易度EXTRAで60000pt獲得しよう","1001","100326","3","7","1003","1","60000"
"100401","全難易度合計で10000pt獲得しよう","1001","100401","0","0","1004","1","10000"
"100402","全難易度合計で30000pt獲得しよう","1001","100402","0","0","1004","1","30000"
"100403","全難易度合計で50000pt獲得しよう","1001","100403","0","0","1004","1","50000"
"100404","全難易度合計で70000pt獲得しよう","1001","100404","0","0","1004","1","70000"
"100405","全難易度合計で90000pt獲得しよう","1001","100405","0","1","1004","1","90000"
"100406","全難易度合計で105000pt獲得しよう","1001","100406","0","1","1004","1","105000"
"100407","全難易度合計で120000pt獲得しよう","1001","100407","0","1","1004","1","120000"
"100408","全難易度合計で135000pt獲得しよう","1001","100408","0","1","1004","1","135000"
"100409","難易度NORMAL1で1回戦おう","1002","100409","1","2","1004","1","0"
"100410","難易度NORMAL2で1回戦おう","1003","100410","1","2","1004","1","0"
"100411","難易度NORMAL3で1回戦おう","1004","100411","1","2","1004","1","0"
"100412","難易度NORMALで10000pt獲得しよう","1001","100412","1","3","1004","1","10000"
"100413","難易度NORMALで20000pt獲得しよう","1001","100413","1","3","1004","1","20000"
"100414","難易度NORMALで30000pt獲得しよう","1001","100414","1","3","1004","1","30000"
"100415","難易度HARD1で1回戦おう","1002","100415","2","4","1004","1","0"
"100416","難易度HARD2で1回戦おう","1003","100416","2","4","1004","1","0"
"100417","難易度HARD3で1回戦おう","1004","100417","2","4","1004","1","0"
"100418","難易度HARDで15000pt獲得しよう","1001","100418","2","5","1004","1","15000"
"100419","難易度HARDで30000pt獲得しよう","1001","100419","2","5","1004","1","30000"
"100420","難易度HARDで45000pt獲得しよう","1001","100420","2","5","1004","1","45000"
"100421","難易度EXTRA1で1回戦おう","1002","100421","3","6","1004","1","0"
"100422","難易度EXTRA2で1回戦おう","1003","100422","3","6","1004","1","0"
"100423","難易度EXTRA3で1回戦おう","1004","100423","3","6","1004","1","0"
"100424","難易度EXTRAで20000pt獲得しよう","1001","100424","3","7","1004","1","20000"
"100425","難易度EXTRAで40000pt獲得しよう","1001","100425","3","7","1004","1","40000"
"100426","難易度EXTRAで60000pt獲得しよう","1001","100426","3","7","1004","1","60000"
"100501","全難易度合計で10000pt獲得しよう","1001","100501","0","0","1005","1","10000"
"100502","全難易度合計で30000pt獲得しよう","1001","100502","0","0","1005","1","30000"
"100503","全難易度合計で50000pt獲得しよう","1001","100503","0","0","1005","1","50000"
"100504","全難易度合計で70000pt獲得しよう","1001","100504","0","0","1005","1","70000"
"100505","全難易度合計で90000pt獲得しよう","1001","100505","0","1","1005","1","90000"
"100506","全難易度合計で105000pt獲得しよう","1001","100506","0","1","1005","1","105000"
"100507","全難易度合計で120000pt獲得しよう","1001","100507","0","1","1005","1","120000"
"100508","全難易度合計で135000pt獲得しよう","1001","100508","0","1","1005","1","135000"
"100509","難易度NORMAL1で1回戦おう","1002","100509","1","2","1005","1","0"
"100510","難易度NORMAL2で1回戦おう","1003","100510","1","2","1005","1","0"
"100511","難易度NORMAL3で1回戦おう","1004","100511","1","2","1005","1","0"
"100512","難易度NORMALで10000pt獲得しよう","1001","100512","1","3","1005","1","10000"
"100513","難易度NORMALで20000pt獲得しよう","1001","100513","1","3","1005","1","20000"
"100514","難易度NORMALで30000pt獲得しよう","1001","100514","1","3","1005","1","30000"
"100515","難易度HARD1で1回戦おう","1002","100515","2","4","1005","1","0"
"100516","難易度HARD2で1回戦おう","1003","100516","2","4","1005","1","0"
"100517","難易度HARD3で1回戦おう","1004","100517","2","4","1005","1","0"
"100518","難易度HARDで15000pt獲得しよう","1001","100518","2","5","1005","1","15000"
"100519","難易度HARDで30000pt獲得しよう","1001","100519","2","5","1005","1","30000"
"100520","難易度HARDで45000pt獲得しよう","1001","100520","2","5","1005","1","45000"
"100521","難易度EXTRA1で1回戦おう","1002","100521","3","6","1005","1","0"
"100522","難易度EXTRA2で1回戦おう","1003","100522","3","6","1005","1","0"
"100523","難易度EXTRA3で1回戦おう","1004","100523","3","6","1005","1","0"
"100524","難易度EXTRAで20000pt獲得しよう","1001","100524","3","7","1005","1","20000"
"100525","難易度EXTRAで40000pt獲得しよう","1001","100525","3","7","1005","1","40000"
"100526","難易度EXTRAで60000pt獲得しよう","1001","100526","3","7","1005","1","60000"
"100601","全難易度合計で10000pt獲得しよう","1001","100601","0","0","1006","1","10000"
"100602","全難易度合計で30000pt獲得しよう","1001","100602","0","0","1006","1","30000"
"100603","全難易度合計で50000pt獲得しよう","1001","100603","0","0","1006","1","50000"
"100604","全難易度合計で70000pt獲得しよう","1001","100604","0","0","1006","1","70000"
"100605","全難易度合計で90000pt獲得しよう","1001","100605","0","1","1006","1","90000"
"100606","全難易度合計で105000pt獲得しよう","1001","100606","0","1","1006","1","105000"
"100607","全難易度合計で120000pt獲得しよう","1001","100607","0","1","1006","1","120000"
"100608","全難易度合計で135000pt獲得しよう","1001","100608","0","1","1006","1","135000"
"100609","難易度NORMAL1で1回戦おう","1002","100609","1","2","1006","1","0"
"100610","難易度NORMAL2で1回戦おう","1003","100610","1","2","1006","1","0"
"100611","難易度NORMAL3で1回戦おう","1004","100611","1","2","1006","1","0"
"100612","難易度NORMALで10000pt獲得しよう","1001","100612","1","3","1006","1","10000"
"100613","難易度NORMALで20000pt獲得しよう","1001","100613","1","3","1006","1","20000"
"100614","難易度NORMALで30000pt獲得しよう","1001","100614","1","3","1006","1","30000"
"100615","難易度HARD1で1回戦おう","1002","100615","2","4","1006","1","0"
"100616","難易度HARD2で1回戦おう","1003","100616","2","4","1006","1","0"
"100617","難易度HARD3で1回戦おう","1004","100617","2","4","1006","1","0"
"100618","難易度HARDで15000pt獲得しよう","1001","100618","2","5","1006","1","15000"
"100619","難易度HARDで30000pt獲得しよう","1001","100619","2","5","1006","1","30000"
"100620","難易度HARDで45000pt獲得しよう","1001","100620","2","5","1006","1","45000"
"100621","難易度EXTRA1で1回戦おう","1002","100621","3","6","1006","1","0"
"100622","難易度EXTRA2で1回戦おう","1003","100622","3","6","1006","1","0"
"100623","難易度EXTRA3で1回戦おう","1004","100623","3","6","1006","1","0"
"100624","難易度EXTRAで20000pt獲得しよう","1001","100624","3","7","1006","1","20000"
"100625","難易度EXTRAで40000pt獲得しよう","1001","100625","3","7","1006","1","40000"
"100626","難易度EXTRAで60000pt獲得しよう","1001","100626","3","7","1006","1","60000"
"100701","全難易度合計で10000pt獲得しよう","1001","100701","0","0","1007","1","10000"
"100702","全難易度合計で30000pt獲得しよう","1001","100702","0","0","1007","1","30000"
"100703","全難易度合計で50000pt獲得しよう","1001","100703","0","0","1007","1","50000"
"100704","全難易度合計で70000pt獲得しよう","1001","100704","0","0","1007","1","70000"
"100705","全難易度合計で90000pt獲得しよう","1001","100705","0","1","1007","1","90000"
"100706","全難易度合計で105000pt獲得しよう","1001","100706","0","1","1007","1","105000"
"100707","全難易度合計で120000pt獲得しよう","1001","100707","0","1","1007","1","120000"
"100708","全難易度合計で135000pt獲得しよう","1001","100708","0","1","1007","1","135000"
"100709","難易度NORMAL1で1回戦おう","1002","100709","1","2","1007","1","0"
"100710","難易度NORMAL2で1回戦おう","1003","100710","1","2","1007","1","0"
"100711","難易度NORMAL3で1回戦おう","1004","100711","1","2","1007","1","0"
"100712","難易度NORMALで10000pt獲得しよう","1001","100712","1","3","1007","1","10000"
"100713","難易度NORMALで20000pt獲得しよう","1001","100713","1","3","1007","1","20000"
"100714","難易度NORMALで30000pt獲得しよう","1001","100714","1","3","1007","1","30000"
"100715","難易度HARD1で1回戦おう","1002","100715","2","4","1007","1","0"
"100716","難易度HARD2で1回戦おう","1003","100716","2","4","1007","1","0"
"100717","難易度HARD3で1回戦おう","1004","100717","2","4","1007","1","0"
"100718","難易度HARDで15000pt獲得しよう","1001","100718","2","5","1007","1","15000"
"100719","難易度HARDで30000pt獲得しよう","1001","100719","2","5","1007","1","30000"
"100720","難易度HARDで45000pt獲得しよう","1001","100720","2","5","1007","1","45000"
"100721","難易度EXTRA1で1回戦おう","1002","100721","3","6","1007","1","0"
"100722","難易度EXTRA2で1回戦おう","1003","100722","3","6","1007","1","0"
"100723","難易度EXTRA3で1回戦おう","1004","100723","3","6","1007","1","0"
"100724","難易度EXTRAで20000pt獲得しよう","1001","100724","3","7","1007","1","20000"
"100725","難易度EXTRAで40000pt獲得しよう","1001","100725","3","7","1007","1","40000"
"100726","難易度EXTRAで60000pt獲得しよう","1001","100726","3","7","1007","1","60000"
"100801","全難易度合計で10000pt獲得しよう","1001","100801","0","0","1008","1","10000"
"100802","全難易度合計で30000pt獲得しよう","1001","100802","0","0","1008","1","30000"
"100803","全難易度合計で50000pt獲得しよう","1001","100803","0","0","1008","1","50000"
"100804","全難易度合計で70000pt獲得しよう","1001","100804","0","0","1008","1","70000"
"100805","全難易度合計で90000pt獲得しよう","1001","100805","0","1","1008","1","90000"
"100806","全難易度合計で105000pt獲得しよう","1001","100806","0","1","1008","1","105000"
"100807","全難易度合計で120000pt獲得しよう","1001","100807","0","1","1008","1","120000"
"100808","全難易度合計で135000pt獲得しよう","1001","100808","0","1","1008","1","135000"
"100809","難易度NORMAL1で1回戦おう","1002","100809","1","2","1008","1","0"
"100810","難易度NORMAL2で1回戦おう","1003","100810","1","2","1008","1","0"
"100811","難易度NORMAL3で1回戦おう","1004","100811","1","2","1008","1","0"
"100812","難易度NORMALで10000pt獲得しよう","1001","100812","1","3","1008","1","10000"
"100813","難易度NORMALで20000pt獲得しよう","1001","100813","1","3","1008","1","20000"
"100814","難易度NORMALで30000pt獲得しよう","1001","100814","1","3","1008","1","30000"
"100815","難易度HARD1で1回戦おう","1002","100815","2","4","1008","1","0"
"100816","難易度HARD2で1回戦おう","1003","100816","2","4","1008","1","0"
"100817","難易度HARD3で1回戦おう","1004","100817","2","4","1008","1","0"
"100818","難易度HARDで15000pt獲得しよう","1001","100818","2","5","1008","1","15000"
"100819","難易度HARDで30000pt獲得しよう","1001","100819","2","5","1008","1","30000"
"100820","難易度HARDで45000pt獲得しよう","1001","100820","2","5","1008","1","45000"
"100821","難易度EXTRA1で1回戦おう","1002","100821","3","6","1008","1","0"
"100822","難易度EXTRA2で1回戦おう","1003","100822","3","6","1008","1","0"
"100823","難易度EXTRA3で1回戦おう","1004","100823","3","6","1008","1","0"
"100824","難易度EXTRAで20000pt獲得しよう","1001","100824","3","7","1008","1","20000"
"100825","難易度EXTRAで40000pt獲得しよう","1001","100825","3","7","1008","1","40000"
"100826","難易度EXTRAで60000pt獲得しよう","1001","100826","3","7","1008","1","60000"
"100901","全難易度合計で10000pt獲得しよう","1001","100901","0","0","1009","1","10000"
"100902","全難易度合計で30000pt獲得しよう","1001","100902","0","0","1009","1","30000"
"100903","全難易度合計で50000pt獲得しよう","1001","100903","0","0","1009","1","50000"
"100904","全難易度合計で70000pt獲得しよう","1001","100904","0","0","1009","1","70000"
"100905","全難易度合計で90000pt獲得しよう","1001","100905","0","1","1009","1","90000"
"100906","全難易度合計で105000pt獲得しよう","1001","100906","0","1","1009","1","105000"
"100907","全難易度合計で120000pt獲得しよう","1001","100907","0","1","1009","1","120000"
"100908","全難易度合計で135000pt獲得しよう","1001","100908","0","1","1009","1","135000"
"100909","難易度NORMAL1で1回戦おう","1002","100909","1","2","1009","1","0"
"100910","難易度NORMAL2で1回戦おう","1003","100910","1","2","1009","1","0"
"100911","難易度NORMAL3で1回戦おう","1004","100911","1","2","1009","1","0"
"100912","難易度NORMALで10000pt獲得しよう","1001","100912","1","3","1009","1","10000"
"100913","難易度NORMALで20000pt獲得しよう","1001","100913","1","3","1009","1","20000"
"100914","難易度NORMALで30000pt獲得しよう","1001","100914","1","3","1009","1","30000"
"100915","難易度HARD1で1回戦おう","1002","100915","2","4","1009","1","0"
"100916","難易度HARD2で1回戦おう","1003","100916","2","4","1009","1","0"
"100917","難易度HARD3で1回戦おう","1004","100917","2","4","1009","1","0"
"100918","難易度HARDで15000pt獲得しよう","1001","100918","2","5","1009","1","15000"
"100919","難易度HARDで30000pt獲得しよう","1001","100919","2","5","1009","1","30000"
"100920","難易度HARDで45000pt獲得しよう","1001","100920","2","5","1009","1","45000"
"100921","難易度EXTRA1で1回戦おう","1002","100921","3","6","1009","1","0"
"100922","難易度EXTRA2で1回戦おう","1003","100922","3","6","1009","1","0"
"100923","難易度EXTRA3で1回戦おう","1004","100923","3","6","1009","1","0"
"100924","難易度EXTRAで20000pt獲得しよう","1001","100924","3","7","1009","1","20000"
"100925","難易度EXTRAで40000pt獲得しよう","1001","100925","3","7","1009","1","40000"
"100926","難易度EXTRAで60000pt獲得しよう","1001","100926","3","7","1009","1","60000"
