b937f3fa28d6b0c3cadd7faa1781df0517a81fa50535ceb5c943d1ba3843df07,9ef645e6f73bd8b6010c4fdd9f6ada2bf083df9eab00974fb13725ded2ae88c9,e42ae089b8aa28dcc41bb1ae533327009a97146a717573a9c33cbda867f3d53e,aa5cdcf078fdd6c6102553a69207c9d10224572359f130e924a8b674f4610503,ed71259e4da99943e18bf8351a67d777f22532a5d9317aa76e58e85c15e2c5c6,2b1e20f6186d3dbe8997a14afc4f1eea3e38e596b493a5e693cd992e3b6ff0ee,ee119af9fdc424e31445eab1806b0a30ec12aae0334000c69a1fc8f8683102ad,3f2b5e4812fae43051889842c080555cd9fc9ea6341f7a559836cfdd377fe409,40632fe1cab1ec28e27e674fa47c959d4315f9ecf511ce04757c8a5b982d6582,09b8cc9ff25a2f319425023ccb31fa3595977f0e673c80124d31e92e8c12655d
"6","0","0","2","0","1","1020028","28","0","仲良くなれるか心配……"
"0","1","2.83333333333333","2","0","4","1020029","29","0",""
"0","0","0","3","vo_10011600","2","1030001","1","vo_10011600_0301",""
"8","0","0","3","0","1","1030002","2","0","　やっちゃった。"
"0","1","3","3","0","4","1030003","3","0",""
"0","0","0","3","vo_10011600","2","1030004","4","vo_10011600_0302",""
"8","0","0","3","0","1","1030005","5","0","　自己紹介というぼっちの前に立ちふさがる巨大な壁。"
"0","1","5.125","3","0","4","1030006","6","0",""
"0","0","0","3","vo_10011600","2","1030007","7","vo_10011600_0303",""
"8","0","0","3","0","1","1030008","8","0","　何度もイメージトレーニングしたのに、"
"0","1","2.625","3","0","4","1030009","9","0",""
"8","0","0","3","0","1","1030010","10","0","ものの見事に玉砕しちゃった。"
"0","1","2.75","3","0","4","1030011","11","0",""
"0","0","0","3","vo_10011600","2","1030012","12","vo_10011600_0304",""
"8","0","0","3","0","1","1030013","13","0","　クラスメイトのみんなの目がこっちを向いた瞬間、"
"0","1","3.5","3","0","4","1030014","14","0",""
"8","0","0","3","0","1","1030015","15","0","頭の中は真っ白、"
"0","1","2","3","0","4","1030016","16","0",""
"10","0","0","3","0","1","1030017","17","0","また訳の分からないことを口にしちゃった。\n"
"0","1","4.5","3","0","4","1030018","18","0",""
"0","0","0","3","vo_10011600","2","1030019","19","vo_10011600_0305",""
"8","0","0","3","0","1","1030020","20","0","みんなは楽しそうに笑ってくれたけど、"
"0","1","3","3","0","4","1030021","21","0",""
"8","0","0","3","0","1","1030022","22","0","これから先が不安……"
"0","1","2.25","3","0","4","1030023","23","0",""
"0","0","0","4","vo_10011600","2","1040001","1","vo_10011600_0401",""
"8","0","0","4","0","1","1040002","2","0","　ユニさんは"
"0","1","1.75","4","0","4","1040003","3","0",""
"8","0","0","4","0","1","1040004","4","0","とっても頭がいい人みたい。"
"0","1","2.625","4","0","4","1040005","5","0",""
"0","0","0","4","vo_10011600","2","1040006","6","vo_10011600_0402",""
"8","0","0","4","0","1","1040007","7","0","　なんだか難しい言葉をよく使ってるんだけど、"
"0","1","3.75","4","0","4","1040008","8","0",""
"8","0","0","4","0","1","1040009","9","0","理解できない単語があったりするし、"
"0","1","3.125","4","0","4","1040010","10","0",""
"8","0","0","4","0","1","1040011","11","0","これからは辞書を持ち歩こうかな？\n"
"0","1","4","4","0","4","1040012","12","0",""
"0","0","0","4","vo_10011600","2","1040013","13","vo_10011600_0403",""
"8","0","0","4","0","1","1040014","14","0","　象牙の塔っていう場所でいつも研究をしてて、"
"0","1","3.75","4","0","4","1040015","15","0",""
"8","0","0","4","0","1","1040016","16","0","普段はそこからほとんど出ないらし\nく、"
"0","1","3.25","4","0","4","1040017","17","0",""
"8","0","0","4","0","1","1040018","18","0","私と同じぼっちの匂いがします。"
"0","1","3.375","4","0","4","1040019","19","0",""
"0","0","0","4","vo_10011600","2","1040020","20","vo_10011600_0404",""
"8","0","0","4","0","1","1040021","21","0","　ぼっちはぼっちを呼ぶ、"
"0","1","2.5","4","0","4","1040022","22","0",""
"8","0","0","4","0","1","1040023","23","0","と"
"0","1","1.125","4","0","4","1040024","24","0",""
"8","0","0","4","0","1","1040025","25","0","誰が言ったのか知らないけど、"
"0","1","2.75","4","0","4","1040026","26","0",""
"8","0","0","4","0","1","1040027","27","0","もしかしたら……\n"
"0","1","2","4","0","4","1040028","28","0",""
"0","0","0","4","vo_10011600","2","1040029","29","vo_10011600_0405",""
"8","0","0","4","0","1","1040030","30","0","同じ宿命を持つ者同士、"
"0","1","2.375","4","0","4","1040031","31","0",""
"8","0","0","4","0","1","1040032","32","0","仲良くなれるかも？"
"0","1","2.125","4","0","4","1040033","33","0",""
"0","0","0","5","vo_10011600","2","1050001","1","vo_10011600_0501",""
"8","0","0","5","0","1","1050002","2","0","　クロエさんは私と同じ"
"0","1","1.875","5","0","4","1050003","3","0",""
"8","0","0","5","0","1","1050004","4","0","エルフ、"
"0","1","1.5","5","0","4","1050005","5","0",""
"8","0","0","5","0","1","1050006","6","0","なんだけど……"
"0","1","1.625","5","0","4","1050007","7","0",""
"8","0","0","5","0","1","1050008","8","0","雰囲気が少し、"
"0","1","1.375","5","0","4","1050009","9","0",""
"8","0","0","5","0","1","1050010","10","0","独特な人。\n"
"0","1","2.625","5","0","4","1050011","11","0",""
"0","0","0","5","vo_10011600","2","1050012","12","vo_10011600_0502",""
"8","0","0","5","0","1","1050013","13","0","もしかしたら同じエルフ同士で仲良くなれるかも、"
"0","1","3.625","5","0","4","1050014","14","0",""
"8","0","0","5","0","1","1050015","15","0","と思ったりもしたんだけど、"
"0","1","2.125","5","0","4","1050016","16","0",""
"8","0","0","5","0","1","1050017","17","0","そもそも話しかけられない！\n"
"0","1","3.125","5","0","4","1050018","18","0",""
"0","0","0","5","vo_10011600","2","1050019","19","vo_10011600_0503",""
"8","0","0","5","0","1","1050020","20","0","あの人が言うには"
"0","1","1.65","5","0","4","1050021","21","0",""
"8","0","0","5","0","1","1050022","22","0","世話焼きで優しい、"
"0","1","1.625","5","0","4","1050023","23","0",""
"8","0","0","5","0","1","1050024","24","0","らしいんだけど……\n"
"0","1","3.125","5","0","4","1050025","25","0",""
"0","0","0","5","vo_10011600","2","1050026","26","vo_10011600_0504",""
"8","0","0","5","0","1","1050027","27","0","そういえばあの、"
"0","1","2","5","0","4","1050028","28","0",""
"8","0","0","5","0","1","1050029","29","0","ぷー……"
"0","1","1.5","5","0","4","1050030","30","0",""
"8","0","0","5","0","1","1050031","31","0","っていうため息（？）、"
"0","1","2.375","5","0","4","1050032","32","0",""
"0","0","0","5","vo_10011600","2","1050033","33","vo_10011600_0505",""
"8","0","0","5","0","1","1050034","34","0","とても言えないけど……\n"
"0","1","2.375","5","0","4","1050035","35","0",""
"8","0","0","5","0","1","1050036","36","0","なんかかわいいな、"
"0","1","1.375","5","0","4","1050037","37","0",""
"8","0","0","5","0","1","1050038","38","0","と思っちゃった。"
"0","1","1","5","0","4","1050039","39","0",""
"0","0","0","6","vo_10011600","2","1060001","1","vo_10011600_0601",""
"8","0","0","6","0","1","1060002","2","0","　チエルさんはリア充。"
"0","1","2.375","6","0","4","1060003","3","0",""
"8","0","0","6","0","1","1060004","4","0","間違いない。\n"
"0","1","2.5","6","0","4","1060005","5","0",""
"0","0","0","6","vo_10011600","2","1060006","6","vo_10011600_0602",""
"8","0","0","6","0","1","1060007","7","0","かわいらしくて友達いっぱい、"
"0","1","2.5","6","0","4","1060008","8","0",""
"8","0","0","6","0","1","1060009","9","0","私のようなぼっちとは対極の人。"
"0","1","2.875","6","0","4","1060010","10","0",""
"0","0","0","6","vo_10011600","2","1060011","11","vo_10011600_0603",""
"8","0","0","6","0","1","1060012","12","0","見つめるだけで目が焼かれちゃいそう。\n"
"0","1","3.25","6","0","4","1060013","13","0",""
"0","0","0","6","vo_10011600","2","1060014","14","vo_10011600_0604",""
"8","0","0","6","0","1","1060015","15","0","面と向かい合ってお話しなんてしようものなら、"
"0","1","3.5","6","0","4","1060016","16","0",""
"8","0","0","6","0","1","1060017","17","0","私のぼっちハートはひび割れ、"
"0","1","2.5","6","0","4","1060018","18","0",""
"8","0","0","6","0","1","1060019","19","0","粉々に砕け散ること間違いなし。\n"
"0","1","3.875","6","0","4","1060020","20","0",""
"0","0","0","6","vo_10011600","2","1060021","21","vo_10011600_0605",""
"8","0","0","6","0","1","1060022","22","0","あのちぇるーん、"
"0","1","1.75","6","0","4","1060023","23","0",""
"8","0","0","6","0","1","1060024","24","0","っていう挨拶、"
"0","1","1.625","6","0","4","1060025","25","0",""
"8","0","0","6","0","1","1060026","26","0","私が口にするとその場で気絶して、"
"0","1","2.75","6","0","4","1060027","27","0",""
"8","0","0","6","0","1","1060028","28","0","天に召されちゃうんじゃないかな……"
"0","1","3.125","6","0","4","1060029","29","0",""
"0","0","0","7","vo_10011600","2","1070001","1","vo_10011600_0701",""
"8","0","0","7","0","1","1070002","2","0","　今日は何から何まで、"
"0","1","2.375","7","0","4","1070003","3","0",""
"7","0","0","7","0","1","1070004","4","0","ユニさんのお世話になっちゃった。\n"
"0","1","3.28571428571429","7","0","4","1070005","5","0",""
"0","0","0","7","vo_10011600","2","1070006","6","vo_10011600_0702",""
"8","0","0","7","0","1","1070007","7","0","クロエさんやチエルさんにからかわれているときとは全然違う、"
"0","1","4.625","7","0","4","1070008","8","0",""
"8","0","0","7","0","1","1070009","9","0","知的で、"
"0","1","1.5","7","0","4","1070010","10","0",""
"10","0","0","7","0","1","1070011","11","0","頼りになる姿をたくさん見た。"
"0","1","2.4","7","0","4","1070012","12","0",""
"0","0","0","7","vo_10011600","2","1070013","13","vo_10011600_0703",""
"8","0","0","7","0","1","1070014","14","0","てきぱきと指示する姿は"
"0","1","2.375","7","0","4","1070015","15","0",""
"8","0","0","7","0","1","1070016","16","0","ギルドマスターであるという貫禄たっぷり。"
"0","1","3.5","7","0","4","1070017","17","0",""
"0","0","0","7","vo_10011600","2","1070018","18","vo_10011600_0704",""
"8","0","0","7","0","1","1070019","19","0","ユニさんだったらきっと、"
"0","1","2.25","7","0","4","1070020","20","0",""
"8","0","0","7","0","1","1070021","21","0","ユニちゃんズの名前を世界中に広めることができると思う。\n\n"
"0","1","6.625","7","0","4","1070022","22","0",""
"0","0","0","7","vo_10011600","2","1070023","23","vo_10011600_0705",""
"8","0","0","7","0","1","1070024","24","0","あれ？"
"0","1","1.125","7","0","4","1070025","25","0",""
"8","0","0","7","0","1","1070026","26","0","　こんなギルド名だったっけ？"
"0","1","2.75","7","0","4","1070027","27","0",""
"0","0","0","8","vo_10011600","2","1080001","1","vo_10011600_0801",""
"8","0","0","8","0","1","1080002","2","0","　初めて会ったときは"
"0","1","1.75","8","0","4","1080003","3","0",""
"8","0","0","8","0","1","1080004","4","0","怖くて話しかけることさえも出来なかったクロエさん。"
"0","1","4.125","8","0","4","1080005","5","0",""
"0","0","0","8","vo_10011600","2","1080006","6","vo_10011600_0802",""
"8","0","0","8","0","1","1080007","7","0","だけど本当はとても優しくて、"
"0","1","2.75","8","0","4","1080008","8","0",""
"8","0","0","8","0","1","1080009","9","0","こんな私のことを気にかけてくれてることが伝わってきた。\n"
"0","1","5.875","8","0","4","1080010","10","0",""
"0","0","0","8","vo_10011600","2","1080011","11","vo_10011600_0803",""
"8","0","0","8","0","1","1080012","12","0","クロエさんのおかげで少しだけだけど、"
"0","1","3.25","8","0","4","1080013","13","0",""
"8","0","0","8","0","1","1080014","14","0","ク\nラスに受け入れてもらえた。\n"
"0","1","4.25","8","0","4","1080015","15","0",""
"0","0","0","8","vo_10011600","2","1080016","16","vo_10011600_0804",""
"8","0","0","8","0","1","1080017","17","0","クロエさんにはご家族がたくさんいるみたい。"
"0","1","4.125","8","0","4","1080018","18","0",""
"0","0","0","8","vo_10011600","2","1080019","19","vo_10011600_0805",""
"8","0","0","8","0","1","1080020","20","0","　確かに、"
"0","1","1.625","8","0","4","1080021","21","0",""
"8","0","0","8","0","1","1080022","22","0","今日のクロエさんは思わずお姉ちゃんと呼んじゃいそうだった！"
"0","1","4.625","8","0","4","1080023","23","0",""
"0","0","0","9","vo_10011600","2","1090001","1","vo_10011600_0901",""
"8","0","0","9","0","1","1090002","2","0","　ちぇるーん。"
"0","1","3.875","9","0","4","1090003","3","0",""
"0","0","0","9","vo_10011600","2","1090004","4","vo_10011600_0902",""
"8","0","0","9","0","1","1090005","5","0","この挨拶を言えるようになれば"
"0","1","2.75","9","0","4","1090006","6","0",""
"8","0","0","9","0","1","1090007","7","0","私もチエルさんみたいな"
"0","1","2.375","9","0","4","1090008","8","0",""
"8","0","0","9","0","1","1090009","9","0","明るくて友達もたくさんいる、"
"0","1","2.75","9","0","4","1090010","10","0",""
"8","0","0","9","0","1","1090011","11","0","私の理想の女性になれるのかな。\n"
"0","1","4.375","9","0","4","1090012","12","0",""
"0","0","0","9","vo_10011600","2","1090013","13","vo_10011600_0903",""
"8","0","0","9","0","1","1090014","14","0","でも"
"0","1","1.25","9","0","4","1090015","15","0",""
"8","0","0","9","0","1","1090016","16","0","この挨拶はまだ私には早いので、"
"0","1","2.875","9","0","4","1090017","17","0",""
"8","0","0","9","0","1","1090018","18","0","今日は書き取りだけしておこう。\n"
"0","1","4.125","9","0","4","1090019","19","0",""
"0","0","0","9","vo_10011600","2","1090020","20","vo_10011600_0904",""
"8","0","0","9","0","1","1090021","21","0","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん"
"0","1","4.125","9","0","4","1090022","22","0",""
"0","0","0","9","vo_10011600","2","1090023","23","vo_10011600_0905",""
"8","0","0","9","0","1","1090024","24","0","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん"
"0","1","4.125","9","0","4","1090025","25","0",""
"0","0","0","9","vo_10011600","2","1090026","26","vo_10011600_0906",""
"8","0","0","9","0","1","1090027","27","0","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん\n"
"0","1","4.125","9","0","4","1090028","28","0",""
"0","0","0","9","vo_10011600","2","1090029","29","vo_10011600_0907",""
"8","0","0","9","0","1","1090030","30","0","ちぇるーんちぇるーんちぇるーん"
"0","1","2.875","9","0","4","1090031","31","0",""
"0","0","0","10","vo_10011600","2","1100001","1","vo_10011600_1001",""
"8","0","0","10","0","1","1100002","2","0","　忘れてた忘れてた忘れてた！\n"
"0","1","2.75","10","0","4","1100003","3","0",""
"8","0","0","10","0","1","1100004","4","0","どうしよう特別講座！"
"0","1","2.25","10","0","4","1100005","5","0",""
"0","0","0","10","vo_10011600","2","1100006","6","vo_10011600_1002",""
"8","0","0","10","0","1","1100007","7","0","エルフの森から持ってきたマンドラゴラも逃げちゃったし、"
"0","1","3.625","10","0","4","1100008","8","0",""
"8","0","0","10","0","1","1100009","9","0","何の準備もしてないよ！\n"
"0","1","2.375","10","0","4","1100010","10","0",""
"0","0","0","10","vo_10011600","2","1100011","11","vo_10011600_1003",""
"8","0","0","10","0","1","1100012","12","0","……エルフの森が"
"0","1","2","10","0","4","1100013","13","0",""
"8","0","0","10","0","1","1100014","14","0","私を呼んでる気が……"
"0","1","2.25","10","0","4","1100015","15","0",""
"0","0","0","10","vo_10011600","2","1100016","16","vo_10011600_1004",""
"8","0","0","10","0","1","1100017","17","0","いやダメダメ、"
"0","1","1.875","10","0","4","1100018","18","0",""
"8","0","0","10","0","1","1100019","19","0","ミサト先生の期待を裏切るわけには！\n"
"0","1","4.125","10","0","4","1100020","20","0",""
"0","0","0","10","vo_10011600","2","1100021","21","vo_10011600_1005",""
"8","0","0","10","0","1","1100022","22","0","でも本当にどうしよう、"
"0","1","3.125","10","0","4","1100023","23","0",""
"0","0","0","10","vo_10011600","2","1100024","24","vo_10011600_1006",""
"8","0","0","10","0","1","1100025","25","0","こうなったら"
"0","1","1.75","10","0","4","1100026","26","0",""
"8","0","0","10","0","1","1100027","27","0","ぼっちライフをどう生き抜くかをまとめて"
"0","1","3.375","10","0","4","1100028","28","0",""
"8","0","0","10","0","1","1100029","29","0","発表してみようかな……？"
"0","1","2.5","10","0","4","1100030","30","0",""
"0","0","0","11","vo_10011600","2","1110001","1","vo_10011600_1101",""
"8","0","0","11","0","1","1110002","2","0","　特別講座、"
"0","1","1.75","11","0","4","1110003","3","0",""
"8","0","0","11","0","1","1110004","4","0","終了！\n"
"0","1","2.625","11","0","4","1110005","5","0",""
"0","0","0","11","vo_10011600","2","1110006","6","vo_10011600_1102",""
"8","0","0","11","0","1","1110007","7","0","結果は……"
"0","1","1.625","11","0","4","1110008","8","0",""
"8","0","0","11","0","1","1110009","9","0","成功、"
"0","1","1.375","11","0","4","1110010","10","0",""
"8","0","0","11","0","1","1110011","11","0","だと思う。"
"0","1","3.125","11","0","4","1110012","12","0",""
"0","0","0","11","vo_10011600","2","1110013","13","vo_10011600_1103",""
"8","0","0","11","0","1","1110014","14","0","　それもこれもすべては、"
"0","1","2.5","11","0","4","1110015","15","0",""
"8","0","0","11","0","1","1110016","16","0","手伝ってくれたあの人、"
"0","1","1.875","11","0","4","1110017","17","0",""
"8","0","0","11","0","1","1110018","18","0","そして"
"0","1","0.875","11","0","4","1110019","19","0",""
"8","0","0","11","0","1","1110020","20","0","なかよし部のみなさんのおかげだ。\n"
"0","1","3","11","0","4","1110021","21","0",""
"0","0","0","11","vo_10011600","2","1110022","22","vo_10011600_1104",""
"8","0","0","11","0","1","1110023","23","0","講座が終わった後、"
"0","1","2.125","11","0","4","1110024","24","0",""
"8","0","0","11","0","1","1110025","25","0","たくさんの人に囲まれて怖かったけど、"
"0","1","3","11","0","4","1110026","26","0",""
"0","0","0","11","vo_10011600","2","1110027","27","vo_10011600_1105",""
"8","0","0","11","0","1","1110028","28","0","でも私、"
"0","1","1.5","11","0","4","1110029","29","0",""
"8","0","0","11","0","1","1110030","30","0","いつもみたいに逃げたりしなかった！\n"
"0","1","3.125","11","0","4","1110031","31","0",""
"0","0","0","11","vo_10011600","2","1110032","32","vo_10011600_1106",""
"8","0","0","11","0","1","1110033","33","0","私も少しだけ……"
"0","1","2","11","0","4","1110034","34","0",""
"8","0","0","11","0","1","1110035","35","0","ほんのちょっとだけだけど、"
"0","1","2.625","11","0","4","1110036","36","0",""
"8","0","0","11","0","1","1110037","37","0","成長……"
"0","1","1.5","11","0","4","1110038","38","0",""
"8","0","0","11","0","1","1110039","39","0","できたのかな。"
"0","1","1.875","11","0","4","1110040","40","0",""
"0","0","0","12","vo_10011600","2","1120001","1","vo_10011600_1201",""
"8","0","0","12","0","1","1120002","2","0","　聖テレサ女学院に何の違和感もなく溶け込めるなんて、"
"0","1","4.25","12","0","4","1120003","3","0",""
"8","0","0","12","0","1","1120004","4","0","あの人はやっぱりすごい！\n"
"0","1","3.5","12","0","4","1120005","5","0",""
"0","0","0","12","vo_10011600","2","1120006","6","vo_10011600_1202",""
"8","0","0","12","0","1","1120007","7","0","　廊下を歩いてるとき、"
"0","1","2.125","12","0","4","1120008","8","0",""
"8","0","0","12","0","1","1120009","9","0","他の生徒はあの人を見て驚いた顔をするんだけど、"
"0","1","3.375","12","0","4","1120010","10","0",""
"8","0","0","12","0","1","1120011","11","0","あの人はにこやかに挨拶するんです！\n"
"0","1","3.125","12","0","4","1120012","12","0",""
"0","0","0","12","vo_10011600","2","1120013","13","vo_10011600_1203",""
"8","0","0","12","0","1","1120014","14","0","そこできゃあ、"
"0","1","1.375","12","0","4","1120015","15","0",""
"8","0","0","12","0","1","1120016","16","0","と言われても"
"0","1","1.25","12","0","4","1120017","17","0",""
"8","0","0","12","0","1","1120018","18","0","涼しい顔で手を振り返す！"
"0","1","2.5","12","0","4","1120019","19","0",""
"0","0","0","12","vo_10011600","2","1120020","20","vo_10011600_1204",""
"8","0","0","12","0","1","1120021","21","0","　挨拶さえもできない私とは大違い！\n\n"
"0","1","4.625","12","0","4","1120022","22","0",""
"0","0","0","12","vo_10011600","2","1120023","23","vo_10011600_1205",""
"8","0","0","12","0","1","1120024","24","0","早く私も"
"0","1","1.25","12","0","4","1120025","25","0",""
"8","0","0","12","0","1","1120026","26","0","あんなふうになりたいなぁ……"
"0","1","2.5","12","0","4","1120027","27","0",""
"0","0","0","13","vo_10011600","2","1130001","1","vo_10011600_1301",""
"8","0","0","13","0","1","1130002","2","0","　私が持ってきたマンドラゴラが大変なことに……\n"
"0","1","4.875","13","0","4","1130003","3","0",""
"0","0","0","13","vo_10011600","2","1130004","4","vo_10011600_1302",""
"8","0","0","13","0","1","1130005","5","0","だけど、"
"0","1","1.25","13","0","4","1130006","6","0",""
"8","0","0","13","0","1","1130007","7","0","あの人となかよし部のみなさんが力を貸してくれたおかげで、"
"0","1","4","13","0","4","1130008","8","0",""
"8","0","0","13","0","1","1130009","9","0","大きな\n被害が出る前に食い止めることができた。"
"0","1","5","13","0","4","1130010","10","0",""
"0","0","0","13","vo_10011600","2","1130011","11","vo_10011600_1303",""
"8","0","0","13","0","1","1130012","12","0","　みなさんは"
"0","1","1.45","13","0","4","1130013","13","0",""
"8","0","0","13","0","1","1130014","14","0","下心があったなんて言ってたけど、"
"0","1","2.75","13","0","4","1130015","15","0",""
"8","0","0","13","0","1","1130016","16","0","そんなことは関係ないと思う。\n"
"0","1","3.25","13","0","4","1130017","17","0",""
"0","0","0","13","vo_10011600","2","1130018","18","vo_10011600_1304",""
"8","0","0","13","0","1","1130019","19","0","こうして一緒に戦うことができて、"
"0","1","2.75","13","0","4","1130020","20","0",""
"8","0","0","13","0","1","1130021","21","0","私は嬉しかった。\n"
"0","1","2.5","13","0","4","1130022","22","0",""
"0","0","0","13","vo_10011600","2","1130023","23","vo_10011600_1305",""
"8","0","0","13","0","1","1130024","24","0","なんだか……"
"0","1","1.75","13","0","4","1130025","25","0",""
"8","0","0","13","0","1","1130026","26","0","仲間、"
"0","1","1.375","13","0","4","1130027","27","0",""
"8","0","0","13","0","1","1130028","28","0","になれたみたいで。"
"0","1","2.125","13","0","4","1130029","29","0",""
"0","0","0","14","vo_10011600","2","1140001","1","vo_10011600_1401",""
"8","0","0","14","0","1","1140002","2","0","　今日は"
"0","1","1.5","14","0","4","1140003","3","0",""
"7","0","0","14","0","1","1140004","4","0","聖テレサ女学院に通う最終日"
"0","1","3.60714285714286","14","0","4","1140005","5","0",""
"8","0","0","14","0","1","1140006","6","0","……だった。\n"
"0","1","3.25","14","0","4","1140007","7","0",""
"0","0","0","14","vo_10011600","2","1140008","8","vo_10011600_1402",""
"8","0","0","14","0","1","1140009","9","0","最初にミサト先生からお願いされたときは"
"0","1","3.375","14","0","4","1140010","10","0",""
"8","0","0","14","0","1","1140011","11","0","絶対ムリだと思ってた。"
"0","1","3.125","14","0","4","1140012","12","0",""
"0","0","0","14","vo_10011600","2","1140013","13","vo_10011600_1403",""
"8","0","0","14","0","1","1140014","14","0","　だけど今は名残惜しくて、"
"0","1","2.625","14","0","4","1140015","15","0",""
"8","0","0","14","0","1","1140016","16","0","こうして日記を書いている。\n"
"0","1","3.375","14","0","4","1140017","17","0",""
"0","0","0","14","vo_10011600","2","1140018","18","vo_10011600_1404",""
"8","0","0","14","0","1","1140019","19","0","　目を閉じると、"
"0","1","2","14","0","4","1140020","20","0",""
"8","0","0","14","0","1","1140021","21","0","あの人や"
"0","1","1.5","14","0","4","1140022","22","0",""
"8","0","0","14","0","1","1140023","23","0","なかよし部のみなさん、"
