34f022d9e1b005a29c86dd1eaca9cc99a46b55b58cb498b03926883d96833a1f,cd72bd061de83a2e7168b2d5b562b7374b135d27f281c773d6cae68d63ceffa4,123245a9ab49ea2f80c697c661a667c6e4e292dcc77849ba91f3496206c46ac4,b900ce09ca1a30e5a24a0fb05b83564c6dcb83b8d8a09b30a5dd8677ba82a297,3061e97d3b1e2c0400508fc9045b26f313106845ce995886769e0a676ff88d24,a0d43a21375d73e0b43a46865782f175e989fcbe05250fff420e6aeaceb1451f
"215","1","250","680","15","33740"
"216","1","250","680","15","33990"
"217","1","250","680","15","34240"
"218","1","250","680","15","34490"
"219","1","250","680","15","34740"
"220","1","250","680","15","34990"
"221","1","250","680","16","35240"
"222","1","250","680","16","35490"
"223","1","250","680","16","35740"
"224","1","250","680","16","35990"
"225","1","250","680","16","36240"
"226","1","250","680","16","36490"
"227","1","250","680","16","36740"
"228","1","250","680","16","36990"
"229","1","250","680","16","37240"
"230","1","250","680","16","37490"
"231","1","250","680","17","37740"
"232","1","250","680","17","37990"
"233","1","250","680","17","38240"
"234","1","250","680","17","38490"
"235","1","250","680","17","38740"
"236","1","250","680","17","38990"
"237","1","250","680","17","39240"
"238","1","250","680","17","39490"
"239","1","250","680","17","39740"
"240","1","250","680","17","39990"
"241","1","250","680","18","40240"
"242","1","250","680","18","40490"
"243","1","250","680","18","40740"
"244","1","250","680","18","40990"
"245","1","250","680","18","41240"
"246","1","250","680","18","41490"
"247","1","250","680","18","41740"
"248","1","250","680","18","41990"
"249","1","250","680","18","42240"
"250","1","250","680","18","42490"
"251","1","250","680","19","42740"
"252","1","250","680","19","42990"
"253","1","250","680","19","43240"
"254","1","250","680","19","43490"
"255","1","250","680","19","43740"
"256","1","250","680","19","43990"
"257","1","250","680","19","44240"
"258","1","250","680","19","44490"
"259","1","250","680","19","44740"
"260","1","250","680","19","44990"
"261","1","250","680","20","45240"
"262","1","250","680","20","45490"
"263","1","250","680","20","45740"
"264","1","250","680","20","45990"
"265","1","250","680","20","46240"
"266","1","250","680","20","46490"
"267","1","250","680","20","46740"
"268","1","250","680","20","46990"
"269","1","250","680","20","47240"
"270","1","250","680","20","47490"
"271","1","250","680","21","47740"
"272","1","250","680","21","47990"
"273","1","250","680","21","48240"
"274","1","250","680","21","48490"
"275","1","250","680","21","48740"
"276","1","250","680","21","48990"
"277","1","250","680","21","49240"
"278","1","250","680","21","49490"
"279","1","250","680","21","49740"
"280","1","250","680","21","49990"
"281","1","250","680","22","50240"
"282","1","250","680","22","50490"
"283","1","250","680","22","50740"
"284","1","250","680","22","50990"
"285","1","250","680","22","51240"
"286","1","250","680","22","51490"
"287","1","250","680","22","51740"
"288","1","250","680","22","51990"
"289","1","250","680","22","52240"
"290","1","250","680","22","52490"
"291","1","250","680","23","52740"
"292","1","250","680","23","52990"
"293","1","250","680","23","53240"
"294","1","250","680","23","53490"
"295","1","250","680","23","53740"
"296","1","250","680","23","53990"
"297","1","250","680","23","54240"
"298","1","250","680","23","54490"
"299","1","250","680","23","54740"
"300","1","250","680","23","54990"
"301","1","250","680","24","55240"
"302","1","250","680","24","55490"
"303","1","250","680","24","55740"
"304","1","250","680","24","55990"
"305","1","250","680","24","56240"
"306","1","250","680","24","56490"
"307","1","250","680","24","56740"
"308","1","250","680","24","56990"
"309","1","250","680","24","57240"
"310","1","250","680","24","57490"
"311","1","250","680","25","57740"
"312","1","250","680","25","57990"
"313","1","250","680","25","58240"
"314","1","250","680","25","58490"
"315","1","250","680","25","58740"
"316","1","250","680","25","58990"
"317","1","250","680","25","59240"
"318","1","250","680","25","59490"
"319","1","250","680","25","59740"
"320","1","250","680","25","59990"
"321","1","250","680","26","60240"
"322","1","250","680","26","60490"
"323","1","250","680","26","60740"
"324","1","250","680","26","60990"
"325","1","250","680","26","61240"
"326","1","250","680","26","61490"
"327","1","250","680","26","61740"
"328","1","250","680","26","61990"
"329","1","250","680","26","62240"
"330","1","250","680","26","62490"
"331","1","250","680","27","62740"
"332","1","250","680","27","62990"
"333","1","250","680","27","63240"
"334","1","250","680","27","63490"
"335","1","250","680","27","63740"
"336","1","250","680","27","63990"
"337","1","250","680","27","64240"
"338","1","250","680","27","64490"
"339","1","250","680","27","64740"
"340","1","250","680","27","64990"
"341","1","250","680","28","65240"
"342","1","250","680","28","65490"
"343","1","250","680","28","65740"
"344","1","250","680","28","65990"
"345","1","250","680","28","66240"
"346","1","250","680","28","66490"
"347","1","250","680","28","66740"
"348","1","250","680","28","66990"
"349","1","250","680","28","67240"
"350","1","250","680","28","67490"
"351","1","250","680","29","67740"
"352","1","250","680","29","67990"
"353","1","250","680","29","68240"
"354","1","250","680","29","68490"
"355","1","250","680","29","68740"
"356","1","250","680","29","68990"
"357","1","250","680","29","69240"
"358","1","250","680","29","69490"
"359","1","250","680","29","69740"
"360","1","250","680","29","69990"
"0","2","50","200000","1","50"
"1","2","10","500000","1","60"
"2","2","15","500000","1","75"
"3","2","20","500000","1","95"
"4","2","25","500000","1","120"
"5","2","30","500000","1","150"
