622b1cd40501eba8b499c18935c0c35f6449ca370b567dcaccef6064c3a12a1c,9b6fcb12afbf83fb59fa14802e4396c1bfb3c2492ee694a0764726357fc823bd,0fed7fab86ae59e62ee635bbf60d72f8b87320aab0109a4e2cb2b48c41c79762,38689e2110ace16a8be4c9f797b42924f3e897693116b7c7873bf65fb6a937a1,a3eb9bf9160077528ad794156e31f4cabdd68073d836494c0117289406f04e44,62343828c50003abe884b064e3c5f35bbd5910b3291f2c5bcb8b459a5dc87cf5,b4c833f8af23fc56df41e62c7f3f20cb5eb21a80c6a5994fa83617ef1d9f2f38,21876b93ad60fa9bf516e5d3b0046bacb682ceddfe4fd95120a980382928b330,731556bc4e3b1f89fd2ae3a6419fddfa89ba319adbaf2027bc73310acaa7892f,b59c7df4fc1a4a1aaf2afab60d0c73b0baa9f83958c3686d725918f6288320d9,089471448b7765d9ddd1fa0f22941fef1d71012848800401dc1a0eb65b392dcf,3404b365ed1a39a2e95de5adf8d3b2663c3404d547036a1b6d56d6eca6cf987e,4669ba2739e272da2335aae4cf09a0cd05d66b653b6b4ea575d08cf394fe28dd,2409a587f9920948f4cfad93dd04a4cf2e3488f531f7bced38534f6c46dcc4ad,28994f8348f15e0f3acdb41a188404ed0e9888f7ce5222e4131a31d713655aec,cea9240ba1de7cad7819d946f8423066e5dbce1c6d5683690e510812ebe2d835,7a675e28db6caf8f79eeddcdd94d8766b18547327875e046ad0e359acef7d66a,17e2cb583316a4265261d5ea400b191c9262ae0e5f00fcea23fd54d1104bbded,653e9e9532e0903ebf877032e4ca2d909ba31d92589a442f6cde3f658e0832c6,7b40869b4210daa710dc635cb1570ff5804bd8e1d02d803bc415d3695cd82bae,702aa1252ab19ab22cb4c84385780d119cf28a1f066d6a0253baef5efbb93171,282c5779cfc863e331c1ddf611153f1539c984f6d5923aa708d639158c58530f,a7f5d0f5a05dfde670432dc3692a8d44863c83a9c3fb2a0149ab67accf35658d,43c904537bfa26f950def3407c07ee83497099cdee25ace48252c8099086176d,b7c9636304c42848fe608187a99b2b057cdb90eb61194a8db2c4e29c9f5419f8,f674026cb7e186be25967717e5b80ea69b3210ec8b454c87686adda16b112b54,ea96d7fe642aa0f98da36a4f51d6a04ce29bb28d3ede12fa6a11e55df9b10418,5018898dfaafcec81ea7f654fbe810ff7843ef01ab023be8c25bb7157603f6f9,47839ac76f00d86aa302e06913c732d3e6d2d312e1d66c5632b74af653012249,a7812198f6ab87a5ce059aa3df1beea0792c6e7e1b35706a4fb011ebd0417b8a,289ad2a5fa23424663cbe20b19440543451bdf18df25c01a52719d15e3d3b031,8c5988489d685e37bae89ab45b57f452455878c84380f9e37bf3a44c1143edf0,6f8d3ddc0ceefd0a25866b22a77b513bcf634a6f9a74d007b8bd6189772d4d1a,f79190ec8d2a8ae13a1b8b8cd7ccc40a85ff5d8b8fb79cdd8ff359f275053d41,2bbef26f00dc8812b96ab5599973cbf7f2e64603ee30586bbe48122ee0c59b2e,cbad5e9bb5057b33dec26088a6a5617bc71d0155671dee2697d16b66d3beca4b,4ef1f5609c8725f92665e9581b9afb13cb27217093551039d65d02476ad6a618,d5a324f747c9f1cf7cbc216142e81e890e524c41e0e377df5eff0fd05d6d124d,0be305dd494c4c1cc360414301f8894e3970918b819c03f4240f7f60d3a325dd,0e3e6923363e89e515e74df7d4ad4b20d2152df0bc77df11fe512f8b7f82c30e
"200000006","36","0","42","42","42","0","42","0","1","42","0","42","0","10","42","1","200100","42","42","42","30","0","42","42","0","42","42","620010042","1","42","10","0","42","42","0","0","913","41","9321"
"200000006","36","0","43","43","43","0","43","0","1","43","0","43","0","10","43","1","200100","43","43","43","30","0","43","43","0","43","43","620010043","1","43","10","0","43","43","0","0","1010","41","9754"
"200000006","38","0","44","44","44","0","44","0","1","44","0","44","0","10","44","1","200100","44","44","44","30","0","44","44","0","44","44","620010044","1","44","10","0","44","44","0","0","1079","45","10008"
"200000006","41","0","45","45","45","0","45","0","1","45","0","45","0","10","45","1","200100","45","45","45","30","0","45","45","0","45","45","620010045","1","45","10","0","45","45","0","0","1148","49","10263"
"200000006","43","0","46","46","46","0","46","0","1","46","0","46","0","10","46","1","200100","46","46","46","30","0","46","46","0","46","46","620010046","1","46","10","0","46","46","0","0","1217","53","10517"
"200000006","45","0","47","47","47","0","47","0","1","47","0","47","0","10","47","1","200100","47","47","47","30","0","47","47","0","47","47","620010047","1","47","10","0","47","47","0","0","1286","57","10771"
"200000006","48","0","48","48","48","0","48","0","1","48","0","48","0","10","48","1","200100","48","48","48","30","0","48","48","0","48","48","620010048","1","48","10","0","48","48","0","0","1355","61","11026"
"200000006","50","0","49","49","49","0","49","0","1","49","0","49","0","10","49","1","200100","49","49","49","30","0","49","49","0","49","49","620010049","1","49","10","0","49","49","0","0","1424","65","11280"
"200000006","52","0","50","50","50","0","50","0","1","50","0","50","0","10","50","1","200100","50","50","50","30","0","50","50","0","50","50","620010050","1","50","10","0","50","50","0","0","1493","69","11534"
"200000006","55","0","51","51","51","0","51","0","1","51","0","51","0","10","51","1","200100","51","51","51","30","0","51","51","0","51","51","620010051","1","51","10","0","51","51","0","0","1562","73","11789"
"200000006","57","0","52","52","52","0","52","0","1","52","0","52","0","10","52","1","200100","52","52","52","30","0","52","52","0","52","52","620010052","1","52","10","0","52","52","0","0","1632","77","12043"
"200000006","59","0","53","53","53","0","53","0","1","53","0","53","0","10","53","1","200100","53","53","53","30","0","53","53","0","53","53","620010053","1","53","10","0","53","53","0","0","1701","81","12297"
"200000006","62","0","54","54","54","0","54","0","1","54","0","54","0","10","54","1","200100","54","54","54","30","0","54","54","0","54","54","620010054","1","54","10","0","54","54","0","0","1770","85","12552"
"200000006","64","0","55","55","55","0","55","0","1","55","0","55","0","10","55","1","200100","55","55","55","30","0","55","55","0","55","55","620010055","1","55","10","0","55","55","0","0","1839","89","12806"
"200000006","66","0","56","56","56","0","56","0","1","56","0","56","0","10","56","1","200100","56","56","56","30","0","56","56","0","56","56","620010056","1","56","10","0","56","56","0","0","1908","93","13060"
"200000006","69","0","57","57","57","0","57","0","1","57","0","57","0","10","57","1","200100","57","57","57","30","0","57","57","0","57","57","620010057","1","57","10","0","57","57","0","0","1977","97","13315"
"200000006","71","0","58","58","58","0","58","0","1","58","0","58","0","10","58","1","200100","58","58","58","30","0","58","58","0","58","58","620010058","1","58","10","0","58","58","0","0","2046","101","13569"
"200000006","73","0","59","59","59","0","59","0","1","59","0","59","0","10","59","1","200100","59","59","59","30","0","59","59","0","59","59","620010059","1","59","10","0","59","59","0","0","2115","105","13823"
"200000006","76","0","60","60","60","0","60","0","1","60","0","60","0","10","60","1","200100","60","60","60","30","0","60","60","0","60","60","620010060","1","60","10","0","60","60","0","0","2184","109","14078"
"200000006","78","0","61","61","61","0","61","0","1","61","0","61","0","10","61","1","200100","61","61","61","30","0","61","61","0","61","61","620010061","1","61","10","0","61","61","0","0","2253","113","14332"
"200000006","79","0","62","62","62","0","62","0","1","62","0","62","0","10","62","1","200100","62","62","62","30","0","62","62","0","62","62","620010062","1","62","10","0","62","62","0","0","2280","113","15514"
"200000006","79","0","63","63","63","0","63","0","1","63","0","63","0","10","63","1","200100","63","63","63","30","0","63","63","0","63","63","620010063","1","63","10","0","63","63","0","0","2306","114","16696"
"200000006","80","0","64","64","64","0","64","0","1","64","0","64","0","10","64","1","200100","64","64","64","30","0","64","64","0","64","64","620010064","1","64","10","0","64","64","0","0","2333","114","17878"
"200000006","81","0","65","65","65","0","65","0","1","65","0","65","0","10","65","1","200100","65","65","65","30","0","65","65","0","65","65","620010065","1","65","10","0","65","65","0","0","2359","114","19060"
"200000006","82","0","66","66","66","0","66","0","1","66","0","66","0","10","66","1","200100","66","66","66","30","0","66","66","0","66","66","620010066","1","66","10","0","66","66","0","0","2386","115","20242"
"200000006","82","0","67","67","67","0","67","0","1","67","0","67","0","10","67","1","200100","67","67","67","30","0","67","67","0","67","67","620010067","1","67","10","0","67","67","0","0","2412","115","21425"
"200000006","83","0","68","68","68","0","68","0","1","68","0","68","0","10","68","1","200100","68","68","68","30","0","68","68","0","68","68","620010068","1","68","10","0","68","68","0","0","2439","115","22607"
"200000006","84","0","69","69","69","0","69","0","1","69","0","69","0","10","69","1","200100","69","69","69","30","0","69","69","0","69","69","620010069","1","69","10","0","69","69","0","0","2466","116","23789"
"200000006","85","0","70","70","70","0","70","0","1","70","0","70","0","10","70","1","200100","70","70","70","30","0","70","70","0","70","70","620010070","1","70","10","0","70","70","0","0","2492","116","24971"
"200000006","85","0","71","71","71","0","71","0","1","71","0","71","0","10","71","1","200100","71","71","71","30","0","71","71","0","71","71","620010071","1","71","10","0","71","71","0","0","2519","116","26153"
"200000001","10","0","1","1","1","0","1","0","1","1","0","1","0","10","1","1","200200","1","1","1","30","0","1","1","0","1","1","620020001","1","1","10","0","1","1","0","0","108","8","924"
"200000001","10","0","2","2","2","0","2","0","1","2","0","2","0","10","2","1","200200","2","2","2","30","0","2","2","0","2","2","620020002","1","2","10","0","2","2","0","0","111","8","927"
"200000001","10","0","3","3","3","0","3","0","1","3","0","3","0","10","3","1","200200","3","3","3","30","0","3","3","0","3","3","620020003","1","3","10","0","3","3","0","0","114","8","930"
"200000001","11","0","4","4","4","0","4","0","1","4","0","4","0","10","4","1","200200","4","4","4","30","0","4","4","0","4","4","620020004","1","4","10","0","4","4","0","0","117","9","933"
"200000001","11","0","5","5","5","0","5","0","1","5","0","5","0","10","5","1","200200","5","5","5","30","0","5","5","0","5","5","620020005","1","5","10","0","5","5","0","0","120","9","936"
"200000001","11","0","6","6","6","0","6","0","1","6","0","6","0","10","6","1","200200","6","6","6","30","0","6","6","0","6","6","620020006","1","6","10","0","6","6","0","0","123","9","939"
"200000001","12","0","7","7","7","0","7","0","1","7","0","7","0","10","7","1","200200","7","7","7","30","0","7","7","0","7","7","620020007","1","7","10","0","7","7","0","0","126","10","942"
"200000001","12","0","8","8","8","0","8","0","1","8","0","8","0","10","8","1","200200","8","8","8","30","0","8","8","0","8","8","620020008","1","8","10","0","8","8","0","0","129","10","945"
"200000001","12","0","9","9","9","0","9","0","1","9","0","9","0","10","9","1","200200","9","9","9","30","0","9","9","0","9","9","620020009","1","9","10","0","9","9","0","0","132","10","948"
"200000001","13","0","10","10","10","0","10","0","1","10","0","10","0","10","10","1","200200","10","10","10","30","0","10","10","0","10","10","620020010","1","10","10","0","10","10","0","0","135","11","951"
"200000001","13","0","11","11","11","0","11","0","1","11","0","11","0","10","11","1","200200","11","11","11","30","0","11","11","0","11","11","620020011","1","11","10","0","11","11","0","0","138","11","954"
"200000001","13","0","12","12","12","0","12","0","1","12","0","12","0","10","12","1","200200","12","12","12","30","0","12","12","0","12","12","620020012","1","12","10","0","12","12","0","0","141","11","957"
"200000001","14","0","13","13","13","0","13","0","1","13","0","13","0","10","13","1","200200","13","13","13","30","0","13","13","0","13","13","620020013","1","13","10","0","13","13","0","0","144","12","960"
"200000001","14","0","14","14","14","0","14","0","1","14","0","14","0","10","14","1","200200","14","14","14","30","0","14","14","0","14","14","620020014","1","14","10","0","14","14","0","0","147","12","963"
"200000001","15","0","15","15","15","0","15","0","1","15","0","15","0","10","15","1","200200","15","15","15","30","0","15","15","0","15","15","620020015","1","15","10","0","15","15","0","0","151","13","966"
"200000001","15","0","16","16","16","0","16","0","1","16","0","16","0","10","16","1","200200","16","16","16","30","0","16","16","0","16","16","620020016","1","16","10","0","16","16","0","0","175","13","1322"
"200000001","15","0","17","17","17","0","17","0","1","17","0","17","0","10","17","1","200200","17","17","17","30","0","17","17","0","17","17","620020017","1","17","10","0","17","17","0","0","199","13","1678"
"200000001","15","0","18","18","18","0","18","0","1","18","0","18","0","10","18","1","200200","18","18","18","30","0","18","18","0","18","18","620020018","1","18","10","0","18","18","0","0","207","13","1884"
"200000001","16","0","19","19","19","0","19","0","1","19","0","19","0","10","19","1","200200","19","19","19","30","0","19","19","0","19","19","620020019","1","19","10","0","19","19","0","0","215","14","2090"
"200000001","16","0","20","20","20","0","20","0","1","20","0","20","0","10","20","1","200200","20","20","20","30","0","20","20","0","20","20","620020020","1","20","10","0","20","20","0","0","223","14","2296"
"200000001","17","0","21","21","21","0","21","0","1","21","0","21","0","10","21","1","200200","21","21","21","30","0","21","21","0","21","21","620020021","1","21","10","0","21","21","0","0","237","14","2377"
"200000001","17","0","22","22","22","0","22","0","1","22","0","22","0","10","22","1","200200","22","22","22","30","0","22","22","0","22","22","620020022","1","22","10","0","22","22","0","0","251","14","2458"
"200000001","17","0","23","23","23","0","23","0","1","23","0","23","0","10","23","1","200200","23","23","23","30","0","23","23","0","23","23","620020023","1","23","10","0","23","23","0","0","251","14","2658"
"200000001","19","0","24","24","24","0","24","0","1","24","0","24","0","10","24","1","200200","24","24","24","30","0","24","24","0","24","24","620020024","1","24","10","0","24","24","0","0","268","16","2829"
"200000001","21","0","25","25","25","0","25","0","1","25","0","25","0","10","25","1","200200","25","25","25","30","0","25","25","0","25","25","620020025","1","25","10","0","25","25","0","0","285","18","2999"
"200000001","24","0","26","26","26","0","26","0","1","26","0","26","0","10","26","1","200200","26","26","26","30","0","26","26","0","26","26","620020026","1","26","10","0","26","26","0","0","302","19","3170"
"200000001","26","0","27","27","27","0","27","0","1","27","0","27","0","10","27","1","200200","27","27","27","30","0","27","27","0","27","27","620020027","1","27","10","0","27","27","0","0","319","21","3340"
"200000001","28","0","28","28","28","0","28","0","1","28","0","28","0","10","28","1","200200","28","28","28","30","0","28","28","0","28","28","620020028","1","28","10","0","28","28","0","0","336","23","3511"
"200000001","29","0","29","29","29","0","29","0","1","29","0","29","0","10","29","1","200200","29","29","29","30","0","29","29","0","29","29","620020029","1","29","10","0","29","29","0","0","380","23","4632"
"200000001","29","0","30","30","30","0","30","0","1","30","0","30","0","10","30","1","200200","30","30","30","30","0","30","30","0","30","30","620020030","1","30","10","0","30","30","0","0","412","23","4717"
"200000001","28","0","31","31","31","0","31","0","1","31","0","31","0","10","31","1","200200","31","31","31","30","0","31","31","0","31","31","620020031","1","31","10","0","31","31","0","0","443","23","4802"
"200000001","28","0","32","32","32","0","32","0","1","32","0","32","0","10","32","1","200200","32","32","32","30","0","32","32","0","32","32","620020032","1","32","10","0","32","32","0","0","432","23","4887"
"200000001","28","0","33","33","33","0","33","0","1","33","0","33","0","10","33","1","200200","33","33","33","30","0","33","33","0","33","33","620020033","1","33","10","0","33","33","0","0","420","23","4972"
"200000001","28","0","34","34","34","0","34","0","1","34","0","34","0","10","34","1","200200","34","34","34","30","0","34","34","0","34","34","620020034","1","34","10","0","34","34","0","0","499","24","5985"
"200000001","32","0","35","35","35","0","35","0","1","35","0","35","0","10","35","1","200200","35","35","35","30","0","35","35","0","35","35","620020035","1","35","10","0","35","35","0","0","525","27","6241"
"200000001","36","0","36","36","36","0","36","0","1","36","0","36","0","10","36","1","200200","36","36","36","30","0","36","36","0","36","36","620020036","1","36","10","0","36","36","0","0","550","30","6497"
"200000001","39","0","37","37","37","0","37","0","1","37","0","37","0","10","37","1","200200","37","37","37","30","0","37","37","0","37","37","620020037","1","37","10","0","37","37","0","0","576","32","6752"
"200000001","43","0","38","38","38","0","38","0","1","38","0","38","0","10","38","1","200200","38","38","38","30","0","38","38","0","38","38","620020038","1","38","10","0","38","38","0","0","601","35","7008"
"200000001","42","0","39","39","39","0","39","0","1","39","0","39","0","10","39","1","200200","39","39","39","30","0","39","39","0","39","39","620020039","1","39","10","0","39","39","0","0","671","33","7387"
"200000001","44","0","40","40","40","0","40","0","1","40","0","40","0","10","40","1","200200","40","40","40","30","0","40","40","0","40","40","620020040","1","40","10","0","40","40","0","0","679","35","8119"
"200000001","46","0","41","41","41","0","41","0","1","41","0","41","0","10","41","1","200200","41","41","41","30","0","41","41","0","41","41","620020041","1","41","10","0","41","41","0","0","729","37","9635"
"200000001","47","0","42","42","42","0","42","0","1","42","0","42","0","10","42","1","200200","42","42","42","30","0","42","42","0","42","42","620020042","1","42","10","0","42","42","0","0","778","38","11151"
"200000001","47","0","43","43","43","0","43","0","1","43","0","43","0","10","43","1","200200","43","43","43","30","0","43","43","0","43","43","620020043","1","43","10","0","43","43","0","0","790","38","11476"
"200000001","47","0","44","44","44","0","44","0","1","44","0","44","0","10","44","1","200200","44","44","44","30","0","44","44","0","44","44","620020044","1","44","10","0","44","44","0","0","802","39","11802"
"200000001","47","0","45","45","45","0","45","0","1","45","0","45","0","10","45","1","200200","45","45","45","30","0","45","45","0","45","45","620020045","1","45","10","0","45","45","0","0","814","39","12127"
"200000001","48","0","46","46","46","0","46","0","1","46","0","46","0","10","46","1","200200","46","46","46","30","0","46","46","0","46","46","620020046","1","46","10","0","46","46","0","0","971","40","13833"
"200000001","49","0","47","47","47","0","47","0","1","47","0","47","0","10","47","1","200200","47","47","47","30","0","47","47","0","47","47","620020047","1","47","10","0","47","47","0","0","1128","40","15539"
"200000001","50","0","48","48","48","0","48","0","1","48","0","48","0","10","48","1","200200","48","48","48","30","0","48","48","0","48","48","620020048","1","48","10","0","48","48","0","0","1284","41","17245"
"200000001","51","0","49","49","49","0","49","0","1","49","0","49","0","10","49","1","200200","49","49","49","30","0","49","49","0","49","49","620020049","1","49","10","0","49","49","0","0","1441","41","18951"
