29ae7e904c8e75ff266586c72b5ed85bfb81f5e21855c8a923da80f1130c80d4,b1059bd1da78b0e25dd3b074a0384a76726956cc2d34f1e91d6707a9e5be99a4,c5c96a6731e7b2ced4a2c44e12f62097e0f3e7ef19c17666868da15adab7e06d,e7d38bea891bc6fa093cd914e88172d7b18c885da2f0bcd204898a17ed62c382,e662887d97883a9a5d96119c08ebfdb970c67156e69a2bcd780778aa4e7eab7b,4841a62efedba38d71c764b3df0b56099968f484de50809dfc478040027e456b,59d6deb73450e55e44caa829d81824fa4e287640a330eba3d1953608efa6e350,b39cea779d1317c8c8ff2e73fc047ac440850724bb3a0908930e9a0629f638de,5c1640f6bd53b0820a5507b8fd40301ab06bdbd7b8f8c6501f5de8fd9b2afc1e,ec302d7f366210c6f231cb3e03411010319bc1577341807e295cd161d679e196
"あんみつ","0","1","2110039","0","0","ぼた餅","ようかん","0","団子"
"あぶ","0","1","2110040","0","0","はち","か","0","はえ"
"猫","0","1","2110041","0","0","馬","羊","0","猿"
"土","0","1","2110042","0","0","水","火","0","風"
"水","0","1","2110043","0","0","冷","氷","0","寒"
"脇","0","1","2110044","0","0","朝","散","0","韓"
"生卵","0","1","2110045","0","0","生姜","生米","0","生麦"
"占星","0","1","2110046","0","0","宣誓","先制","0","先生"
"気性","0","1","2110047","0","0","起床","希少","0","気象"
"未","0","1","2110049","0","0","不","無","0","非"
"未","0","1","2110050","0","0","非","無","0","不"
"未","0","1","2110051","0","0","無","非","0","不"
"無","0","1","2110052","0","0","未","非","0","不"
"有名無実","0","1","2110053","0","0","三日坊主","一日千秋","0","馬耳東風"
"きつね","0","1","2110054","0","0","たぬき","いぬ","0","ねこ"
"あしのうら","0","1","2110056","0","0","たび","てぶくろ","0","くつひも"
"万 ","0","1","2110058","0","0","百","千","0","十"
"七","0","1","2110060","0","0","十","八","0","九"
"ハイテンション","0","1","2111001","0","0","ハッピーエンド","アジテーション","0","ジャッジメント"
"夢はスーパースター☆☆★","0","1","2111002","0","0","どるるるる～ん★","やばいですね★","0","ちぇる～ん☆"
"二つの角を頭部に持つ","0","1","2111003","0","0","尖った長い耳","最も人口が多い","0","獣の耳と尻尾がある"
"キャォン","0","1","2111004","0","0","カォン","パォン","0","クォン"
"教育","0","1","2111005","0","0","成長","高価","0","輝く"
"金","0","1","2120002","0","0","銀","鉄","0","銅"
"モツ","0","1","2120004","0","0","レバー","ハツ","0","ラバー"
"ストレス","0","1","2120005","0","0","トラウマ","バシャウマ","0","タケウマ"
"雷雨","0","1","2120006","0","0","時雨","分雨","0","秒雨"
"金","0","1","2120009","0","0","鉄","銅","0","銀"
"大白柱","0","1","2120011","0","0","大黒柱","大青柱","0","大赤柱"
"電灯","0","1","2120012","0","0","電報","電源","0","電車"
"みそ","0","1","2120013","0","0","みりん","お酢","0","しょうゆ"
"こいめ","0","1","2120014","0","0","でがらし","しぶみ","0","ですぎ"
"じょうず","0","1","2120016","0","0","かみて","じょうしゅ","0","うわて"
"よるせき","0","1","2120017","0","0","よせ","よせき","0","よりせき"
"レールウェイ","0","1","2120018","0","0","フリーウェイ","フライアウェイ","0","ロングウェイ"
"念仏","0","1","2120021","0","0","かすがい","腕押し","0","釘"
"尻","0","1","2120022","0","0","爪","鼻","0","眉"
"かすがい","0","1","2120023","0","0","論語","念仏","0","小判"
"巾着","0","1","2120025","0","0","ひょうたん","花瓶","0","とっくり"
"虎","0","1","2120026","0","0","雀","牛","0","馬"
"一兆一億","0","1","2120027","0","0","一朝一夕","一長一短","0","一鳥一石"
"8つ","0","1","2120028","0","0","4つ","6つ","0","2つ"
"harro","0","1","2120029","0","0","hello","herro","0","hallo"
"日進月歩","0","1","2120031","0","0","優柔不断","一進一退","0","不言実行"
"月曜日","0","1","2120033","0","0","金曜日","日曜日","0","木曜日"
"火曜日","0","1","2120034","0","0","水曜日","木曜日","0","金曜日"
"ダイビングメッセージ","0","1","2120035","0","0","ダイイングメッセージ","ダンシングメッセージ","0","ダビングメッセージ"
"獅子","0","1","2120036","0","0","馬","犬","0","牛"
"キッチン","0","1","2120037","0","0","トイレ","クローゼット","0","川"
"こころみる","0","1","2120038","0","0","かんがみる","かいまみる","0","かんがえる"
"二百万","0","1","2120039","0","0","八百万","五百万","0","三百万"
"猪","0","1","2120042","0","0","蛇","猿","0","熊"
"すべて正しい","0","1","2120045","0","0","一死","状態","0","瀕死"
"すべて正しい","0","1","2120046","0","0","不信","追跡","0","人物"
"すべて正しい","0","1","2120047","0","0","硬化","両替","0","紙幣"
"さんしゃさんよう","0","1","2120048","0","0","きゅうしいっしょう","しぶんごれつ","0","はちめんろっぴ"
"いちもうだじん","0","1","2120049","0","0","せんざいいちぐう","しめんそか","0","ひゃっぱちひゃくちゅう"
"測る","0","1","2120050","0","0","図る","計る","0","謀る"
"付く","0","1","2120051","0","0","就く","突く","0","着く"
"白","0","1","2120053","0","0","青","黒","0","赤"
"二分","0","1","2120054","0","0","五分","七分","0","三分"
"師弟","0","1","2120055","0","0","敵同士","カップル","0","家族"
"アスパラ","0","1","2120056","0","0","タケノコ","シイタケ","0","マツタケ"
"命","0","1","2120057","0","0","金","仕事","0","女"
"糸","0","1","2120058","0","0","真綿","髪の毛","0","麻"
"うなじ","0","1","2120059","0","0","眉","あご","0","耳"
"猫","0","1","2120060","0","0","亀","犬","0","鶴"
"兎","0","1","2120061","0","0","狐","猫","0","狸"
"バイトばっかり団","0","1","2121001","0","0","バイバイぼっち団","ぼくらの防衛団","0","ばたんきゅー冒険団"
"ジ・オーダー・オブ・ハデス・イモータル","0","1","2121002","0","0","ジ・オーダー・オブ・ゲヘナ・イモータルズ","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","0","ザ・バタリオン・オブ・ハデス・イモータル"
"獰猛女君","0","1","2121003","0","0","絶対妻君","聖夜女君","0","誓約女君"
"しっぷうのダークプリンセス","0","1","2121004","0","0","しっぷうのヘカーテ","しっぷうのめいひ","0","しっぷうのめいひめ"
"100000000","0","1","2121005","0","0","1000000","1000","0","10000000"
"中指","0","1","2130004","0","0","薬指","小指","0","親指"
"人差し指","0","1","2130005","0","0","中指","親指","0","薬指"
"親指","0","1","2130006","0","0","人差し指","薬指","0","中指"
"米","0","1","2130007","0","0","酒","野菜","0","肉"
"料理人","0","1","2130008","0","0","世間知らず","頑固者","0","貧乏人"
"尾","0","1","2130009","0","0","床","原","0","病"
"北","0","1","2130011","0","0","南","西","0","東"
"納戸","0","1","2130014","0","0","台所","居間","0","トイレ"
"八","0","1","2130015","0","0","九","六","0","七"
"ピアノ","0","1","2130016","0","0","三味線","ギター","0","琴"
"馬耳東風","0","1","2130018","0","0","天衣無法","千変万化","0","再三再四"
"穀物","0","1","2130019","0","0","格下","貴重","0","貢献"
"木刀","0","1","2130020","0","0","掛軸","金券","0","貝殻"
"汚名返上","0","1","2130021","0","0","羊頭苦肉","無芸大食","0","器用貧乏"
"冬","0","1","2130022","0","0","秋","夏","0","春"
"タン","0","1","2130023","0","0","ハン","チュウ","0","ホン"
"コン","0","1","2130024","0","0","タン","サン","0","イツ"
"テン","0","1","2130025","0","0","シン","キン","0","イン"
"乃伊木","0","1","2130026","0","0","木乃伊","木伊乃","0","伊乃木"
"ねっとう","0","1","2130027","0","0","ぬるまゆ","ちょうおんとう","0","さらゆ"
"鉄琴","0","1","2130028","0","0","自鳴琴","口風琴","0","手風琴"
"寸描","0","1","2130029","0","0","素描","線描","0","点描"
"平凡","0","1","2130030","0","0","用心しすぎ","不注意","0","大胆"
"双六","0","1","2130031","0","0","囲碁","麻雀","0","将棋"
"女性","0","1","2130033","0","0","釣り","食事","0","賭け事"
"鰹","0","1","2130034","0","0","鰯","鯵","0","鮪"
"災難続き","0","1","2130035","0","0","良いときの邪魔者","突然のチャンス","0","悪いときの助け船"
"百合","0","1","2130036","0","0","蓮","薔薇","0","菊"
"松","0","1","2130037","0","0","菊","梅","0","桜"
"いっぺん","0","1","2130039","0","0","いちる","いっき","0","いちまつ"
"指圧","0","1","2130041","0","0","サイコロ博打","生け花","0","タコ漁"
"ヤモリ","0","1","2130044","0","0","クモ","カエル","0","カマキリ"
"スズムシ","0","1","2130045","0","0","カラス","ネコ","0","カエル"
"武士","0","1","2130046","0","0","江戸っ子","居候","0","盗人"
"サギ","0","1","2130047","0","0","キジ","カモ","0","カラス"
"芽","0","1","2130048","0","0","苔","草","0","カビ"
"すいさつ","0","1","2130049","0","0","すいこう","ずいし","0","ついかく"
"獅子","0","1","2130050","0","0","翼","車","0","刀"
"辛子をつける","0","1","2130052","0","0","味噌をつける","酢をつける","0","塩をつける"
"筆あわ","0","1","2130053","0","0","筆まめ","筆いね","0","筆むぎ"
"ことごとく","0","1","2130054","0","0","ようやく","あまねく","0","しばらく"
"詩を書く","0","1","2130055","0","0","詩人","詩","0","詩集"
"ざくろ","0","1","2130058","0","0","いちじく","あけび","0","びわ"
"つくし","0","1","2130059","0","0","うど","ぜんまい","0","わらび"
"さるすべり","0","1","2130061","0","0","かきつばた","おみなえし","0","しょうぶ"
"エターナルアビス＝エアスラッシャー","0","1","2131001","0","0","エターナルアビス＝ディヴァイダー","ディープエターナル＝ディヴァイダー","0","ディープエターナル＝エアスラッシャー"
"ギアスグリモワール・ナンバーオブサタン","0","1","2131002","0","0","ギアスアポクリフォ・タイラントコード","アビステクノロジー・ヘルコード","0","アポカリプスコード・スリーシックス"
"百人一首","0","1","2131003","0","0","百面相","百点満点","0","百貨店"
"愛言葉","0","1","2131004","0","0","推し事","お仕事","0","胸の内"
"マラソン","0","1","2131005","0","0","キャンプ","ファイト","0","クルーズ"
"ゲンゴロウ","0","1","2210001","0","0","オタマジャクシ","ヤゴ","0","アオダイショウ"
"耳","0","1","2210003","0","0","角","しっぽ","0","翼"
"ロンゴ","0","1","2210004","0","0","イナゴ","サンゴ","0","ダンゴ"
"オウム","0","1","2210005","0","0","カラス","コウノトリ","0","ペリカン"
"ターメリック","0","1","2210006","0","0","ジンジャー","オニオン","0","ガーリック"
"ランブータン","0","1","2210007","0","0","アボカド","ドリアン","0","マンゴー"
"パーシー","0","1","2210008","0","0","パクチー","パール","0","パンジー"
"キュウリ","0","1","2210009","0","0","ニンジン","ハクサイ","0","ピーマン"
"は虫類","0","1","2210011","0","0","魚類","鳥類","0","哺乳類"
"自己防衛","0","1","2210012","0","0","免疫","慣れ","0","罷免"
"目","0","1","2210013","0","0","耳","口","0","鼻"
"ネコ科","0","1","2210015","0","0","イタチ科","イヌ科","0","リス科"
"おばあさん","0","1","2210016","0","0","お母さん","おじいさん","0","お父さん"
"目","0","1","2210018","0","0","鼻","耳","0","口"
"コイ","0","1","2210019","0","0","サケ","アユ","0","サバ"
"ゴリラ","0","1","2210020","0","0","ラクダ","ヒツジ","0","パンダ"
"トラ","0","1","2210021","0","0","チーター","ライオン","0","ダチョウ"
"フクロウ","0","1","2210022","0","0","オウム","キツツキ","0","カッコウ"
"八重歯","0","1","2210024","0","0","親知らず","物知らず","0","情知らず"
"ライチョウ","0","1","2210025","0","0","クジャク","コウノトリ","0","フラミンゴ"
"モクズガニ","0","1","2210026","0","0","タラバガニ","タカアシガニ","0","ズワイガニ"
"イチゴ糖","0","1","2210027","0","0","ブドウ糖","レモン糖","0","ミカン糖"
"マイタケ","0","1","2210029","0","0","ソデタケ","シイタケ","0","マツタケ"
"ナツメグ","0","1","2210030","0","0","トリュフ","キャビア","0","フォアグラ"
"変体動物","0","1","2210032","0","0","軟体動物","解体動物","0","剛体動物"
"キャベツ","0","1","2210034","0","0","ピーマン","レタス","0","モヤシ"
"くろまめ","0","1","2210035","0","0","そらまめ","なたまめ","0","えんどうまめ"
"上腕五頭筋","0","1","2210037","0","0","上腕二頭筋","ヒラメ筋","0","上腕一頭筋"
"緑","0","1","2210040","0","0","赤","黄","0","青"
"10匹","0","1","2210041","0","0","1匹","5匹","0","20匹"
"尻尾","0","1","2210042","0","0","耳","前脚","0","鼻"
"池","0","1","2210045","0","0","海","湖","0","川"
"木をつついて穴をあける","0","1","2210046","0","0","くちばしが膨らむ","首が360度回る","0","地上を高速で走る"
"小石","0","1","2210047","0","0","貝","ペンション","0","サンゴ"
"キク","0","1","2210048","0","0","サクラ","サザンカ","0","アサガオ"
"あくび","0","1","2210049","0","0","いびき","くしゃみ","0","しゃっくり"
"頭こう骨","0","1","2210050","0","0","頭がい骨","頭あい骨","0","頭とう骨"
"56℃前後","0","1","2210051","0","0","36℃前後","46℃前後","0","26℃前後"
"ハンミョウ","0","1","2210052","0","0","カメレオン","カマドウマ","0","キリギリス"
"シチミトウガラシウオ","0","1","2210054","0","0","サンショウウオ","タバスコウオ","0","コショウウオ"
"ヒグマ","0","1","2210056","0","0","クマゲラ","ツキノワグマ","0","ホッキョクグマ"
"あまい","0","1","2210057","0","0","あつい","すっぱい","0","にがい"
"ハチ","0","1","2210058","0","0","ホタル","トンボ","0","セミ"
"アメリカンドッグ","0","1","2210059","0","0","ブルドッグ","ホットドッグ","0","ソルティドッグ"
"ハゼノキ","0","1","2210060","0","0","イチョウ","ツツジ","0","モミジ"
"ミミ","0","1","2211001","0","0","ユニ","キョウカ","0","ミソギ"
"～だぴょん♪","0","1","2211002","0","0","～ッス","～であーる","0","～ガオッ"
"シェフィ","0","1","2211003","0","0","キャル","コッコロ","0","ぺコリーヌ"
"イオ殿","0","1","2211004","0","0","ちゃんイオ","イオせんせー","0","イオっち"
"プレシア","0","1","2211005","0","0","ミソラ","クリア","0","リリ"
"ゆのみ","0","1","2220001","0","0","くまのみ","このみ","0","やしのみ"
"アサガオ","0","1","2220002","0","0","サザンカ","アジサイ","0","タンポポ"
"12本","0","1","2220005","0","0","8本","6本","0","10本"
"ウリ科","0","1","2220006","0","0","ナス科","ミカン科","0","バラ科"
"ババガメ","0","1","2220007","0","0","オサガメ","トノガメ","0","ジジガメ"
"マンゴー","0","1","2220008","0","0","キーウィ","パイナップル","0","パパイヤ"
"カカト","0","1","2220009","0","0","アシ","カミ","0","ミミ"
"解毒の機能がある","0","1","2220010","0","0","役に立っていない","血液を作る","0","食べ物を消化する"
"オランウータン","0","1","2220012","0","0","ニホンザル","チンパンジー","0","ゴリラ"
"クワガタムシ","0","1","2220015","0","0","スズムシ","クツワムシ","0","マツムシ"
"ペルセウスオオカブト","0","1","2220016","0","0","ヘラクレスオオカブト","アマゾネスオオカブト","0","アキレスオオカブト"
"分かれていない","0","1","2220017","0","0","4つ","3つ","0","2つ"
"アメリカクロクマ","0","1","2220018","0","0","ホッキョクグマ","ヒグマ","0","ツキノワグマ"
"セミ","0","1","2220019","0","0","カマキリ","テントウムシ","0","クワガタ"
"頬冠","0","1","2220020","0","0","頬袋","貯頬","0","肌頬"
"ボタンキンバイ","0","1","2220021","0","0","コチョウラン","カノコユリ","0","ベニバナクサギ"
"棍棒","0","1","2220022","0","0","細胞","心房","0","脂肪"
"アリ","0","1","2220023","0","0","コオロギ","バッタ","0","キリギリス"
"シャチ","0","1","2220024","0","0","フグ","サメ","0","アンコウ"
"て","0","1","2220025","0","0","く","め","0","い"
"タコ","0","1","2220026","0","0","クラゲ","イカ","0","ウニ"
"タコ","0","1","2220027","0","0","ウニ","イカ","0","クラゲ"
"ラクダ","0","1","2220028","0","0","牛","羊","0","犬"
"さかき","0","1","2220030","0","0","さなぎ","うさぎ","0","なぎさ"
"カバ","0","1","2220031","0","0","ワニ","カメレオン","0","ヘビ"
"オランウータン","0","1","2220033","0","0","マントヒヒ","チンパンジー","0","ゴリラ"
"カマキリ","0","1","2220034","0","0","クワガタ","カナブン","0","カブトムシ"
"7日後","0","1","2220038","0","0","7年後","7週間後","0","7ヵ月後"
"コスモス","0","1","2220040","0","0","ウメ","アジサイ","0","ヒマワリ"
"腰","0","1","2220042","0","0","足","頭","0","手"
"実名","0","1","2220043","0","0","学名","和名","0","本名"
"イモ・アジエンス","0","1","2220044","0","0","ホモ・サピエンス","モモ・サピエンス","0","ホモ・アジエンス"
"スズムシ","0","1","2220046","0","0","トンボ","カブトムシ","0","セミ"
"芥子植物","0","1","2220047","0","0","種子植物","束子植物","0","硝子植物"
"毛深血管","0","1","2220048","0","0","毛細血管","毛頭血管","0","毛様血管"
"魚類","0","1","2220049","0","0","貝類","両生類","0","鳥類"
"フジツボ","0","1","2220050","0","0","クラゲ","カニ","0","エビ"
"オオアリクイ","0","1","2220051","0","0","アルマジロ","ヤマアラシ","0","ハリネズミ"
"炭水化物","0","1","2220052","0","0","水","脂質","0","たんぱく質"
"カワセミ","0","1","2220054","0","0","ライチョウ","スズメ","0","カッコウ"
"脂肪","0","1","2220056","0","0","皮膚","骨","0","毛"
"消化器","0","1","2220057","0","0","呼吸器","泌尿器","0","循環器"
"エビ","0","1","2220058","0","0","ウニ","イカ","0","タコ"
"奉仕","0","1","2220059","0","0","胞子","法子","0","法師"
"ナメコ","0","1","2220060","0","0","シメジ","マツタケ","0","マイタケ"
"イノリ","0","1","2221001","0","0","ミミ","リリ","0","キョウカ"
"トラライオン","0","1","2221002","0","0","トラタイガー","トライロッカー","0","タラトイガー"
"ぷんぽこりん","0","1","2221003","0","0","ぺんぽこりん","ぺんぺこりん","0","ぽんこりん"
"クルミ","0","1","2221004","0","0","ミヤコ","ミサキ","0","トモ"
"タテマツリワニ","0","1","2221005","0","0","ドロゲーター","ワニドロロ","0","ワニゴン"
"アルキン","0","1","2230001","0","0","アルベド","アルガン","0","アルヘナ"
"シャーリング","0","1","2230003","0","0","シバリング","トラベリング","0","アイドリング"
"心臓","0","1","2230005","0","0","膵臓","腎臓","0","肝臓"
"ピーチ","0","1","2230007","0","0","ピーヘン","ピーナッツ","0","ピーラー"
"ギャザリング","0","1","2230008","0","0","クラッタリング","マウンティング","0","グルーミング"
"イタチザメ科","0","1","2230010","0","0","ネズミザメ科","イヌザメ科","0","ネコザメ科"
"サンフラワーマリー","0","1","2230012","0","0","ローズマリー","ポピーマリー","0","デイジーマリー"
"ラチェット","0","1","2230013","0","0","フランジ","スリット","0","レバー"
"シダレザクラ","0","1","2230014","0","0","アジサイ","フジ","0","スミレ"
"茎","0","1","2230015","0","0","実","根","0","葉"
"パッションフルーツ","0","1","2230016","0","0","ドラゴンフルーツ","ミラクルフルーツ","0","ジャックフルーツ"
"チンゲンサイ","0","1","2230017","0","0","ブロッコリー","ホウレンソウ","0","キャベツ"
"けいご","0","1","2230018","0","0","ぜいご","こんご","0","でいご"
"個体によって違う","0","1","2230019","0","0","同じ","人間のほうが多い","0","キリンのほうが多い"
"ジャコウウマ科","0","1","2230021","0","0","ジャコウネコ科","ジャコウクマ科","0","ジャコウイヌ科"
"イネ科","0","1","2230022","0","0","シソ科","セリ科","0","キク科"
"赤","0","1","2230023","0","0","白","縞模様","0","黒"
"チンチラ","0","1","2230024","0","0","カピバラ","ヌートリア","0","ビーバー"
"マグロ","0","1","2230026","0","0","ナマズ","ドジョウ","0","ウナギ"
"タンポポトンボ","0","1","2230027","0","0","ムギワラトンボ","ヒマワリトンボ","0","バナナトンボ"
"クワガタ","0","1","2230028","0","0","カイコ","カブトムシ","0","トンボ"
"鮪","0","1","2230029","0","0","鰻","鰆","0","山女魚"
"5つ","0","1","2230030","0","0","3つ","1つ","0","2つ"
"ミミックオクトパス","0","1","2230031","0","0","シーラカンス","ホホジロザメ","0","マンタ"
"王帽筋","0","1","2230032","0","0","僧帽筋","侍帽筋","0","兵帽筋"
"口","0","1","2230033","0","0","うろこ","尾ひれ","0","目"
"XZ","0","1","2230034","0","0","XY","YY","0","XX"
"23本","0","1","2230036","0","0","0本","7本","0","15本"
"タカハシ","0","1","2230037","0","0","イトウ","スズキ","0","サトウ"
"ネコ科","0","1","2230038","0","0","イタチ科","イヌ科","0","リス科"
"ジャコウネコ科","0","1","2230040","0","0","イヌ科","ブタ科","0","ネコ科"
"アリジゴク","0","1","2230043","0","0","ボウフラ","ヤゴ","0","イモムシ"
"クワガタ","0","1","2230044","0","0","カマキリ","カブトムシ","0","クモ"
"生き返り","0","1","2230045","0","0","こむら返り","ふり返り","0","おうむ返し"
"ユリ科","0","1","2230046","0","0","イネ科","スミレ科","0","ツツジ科"
"常緑樹","0","1","2230048","0","0","落葉樹","広葉樹","0","針葉樹"
"キロロフィル","0","1","2230049","0","0","クロロフィル","カロロフィル","0","ケロロフィル"
"ハト","0","1","2230050","0","0","フクロウ","ニワトリ","0","カッコウ"
"星夜草","0","1","2230051","0","0","月見草","星見草","0","月夜草"
"スズメ貝","0","1","2230052","0","0","オウム貝","ウグイス貝","0","カラス貝"
"ハイハイ","0","1","2230053","0","0","アイアイ","カイカイ","0","マイマイ"
"マグロ筋","0","1","2230055","0","0","ヒラメ筋","カツオ筋","0","アナゴ筋"
"夢","0","1","2230058","0","0","脂肪","石油","0","水"
"キツネ","0","1","2230059","0","0","ネコ","タヌキ","0","イヌ"
"アッパー","0","1","2230061","0","0","ケッパー","ラッパー","0","ペッパー"
"白銀マスク","0","1","2231001","0","0","聖女仮面","ノエルの淑女","0","マスク・ド・ジュン"
"イリヤ","0","1","2231002","0","0","アオイ","コッコロ","0","アヤネ"
"マラカス","0","1","2231003","0","0","タンバリン","カスタネット","0","太鼓"
"アオイ","0","1","2231004","0","0","ユニ","クロエ","0","チエル"
"キャル","0","1","2231005","0","0","スズナ","ニノン","0","エリコ"
"0.5","0","1","2310002","0","0","1","2","0","0"
"水星","0","1","2310003","0","0","月","火星","0","太陽"
"金星","0","1","2310005","0","0","土星","火星","0","水星"
"真珠","0","1","2310006","0","0","ルビー","トルコ石","0","エメラルド"
"乾燥帯低気圧","0","1","2310009","0","0","熱帯低気圧","寒帯低気圧","0","温帯低気圧"
"キログラム","0","1","2310010","0","0","デシベル","ミリバール","0","ヘクトパスカル"
"リットル","0","1","2310011","0","0","カロリー","キログラム","0","メートル"
"9","0","1","2310012","0","0","6","24","0","12"
"48時間","0","1","2310014","0","0","24時間","36時間","0","12時間"
"1kgの綿","0","1","2310015","0","0","すべて同じ","1kgの砂","0","1kgの鉄"
"1600分","0","1","2310016","0","0","1440分","1520分","0","1360分"
"W","0","1","2310017","0","0","M","E","0","N"
"赤夜","0","1","2310018","0","0","白夜","黄夜","0","黒夜"
"ピンク","0","1","2310019","0","0","黒","白","0","赤"
"90度","0","1","2310020","0","0","45度","60度","0","30度"
"ホワイトホール","0","1","2310021","0","0","ブラックホール","ブルーホール","0","レッドホール"
"540度","0","1","2310023","0","0","720度","360度","0","180度"
"23","0","1","2310024","0","0","21","22","0","20"
"紀の川","0","1","2310025","0","0","天の川","泥の川","0","湯の川"
"炭素","0","1","2310026","0","0","質素","水素","0","窒素"
"100メートル","0","1","2310027","0","0","0.01メートル","10メートル","0","0.1メートル"
"ワッツ","0","1","2310028","0","0","ヘルツ","スパッツ","0","ワルツ"
"イコール","0","1","2310030","0","0","スコール","ショール","0","クロール"
"地面からの爆発","0","1","2310031","0","0","隕石との衝突","人工衛星との衝突","0","ロケットとの衝突"
"465.24日","0","1","2310032","0","0","365.24日","165.24日","0","265.24日"
"約59.5日","0","1","2310034","0","0","約29.5日","約49.5日","0","約39.5日"
"高層","0","1","2310035","0","0","断層","割層","0","切層"
"液化","0","1","2310036","0","0","沸騰","酸化","0","爆発"
"冷点","0","1","2310037","0","0","氷点","寒点","0","固点"
"8キロ","0","1","2310038","0","0","2キロ","6キロ","0","4キロ"
"-500","0","1","2310039","0","0","0","5050","0","50"
"全体日食","0","1","2310041","0","0","皆既日食","金環日食","0","部分日食"
"対立","0","1","2310042","0","0","抵抗","反発","0","反抗"
"ネイル","0","1","2310043","0","0","コイル","マイル","0","ホイル"
"キロリットル","0","1","2310044","0","0","ミリメートル","デシリットル","0","ミリリットル"
"155","0","1","2310045","0","0","200","150","0","160"
"2＋3","0","1","2310047","0","0","3×2","3－2","0","3＋2"
"新月","0","1","2310049","0","0","満月","三日月","0","半月"
"鉄","0","1","2310051","0","0","銭","銅","0","銀"
"中縁体","0","1","2310052","0","0","半導体","未絶体","0","不導体"
"S波","0","1","2310053","0","0","P波","R波","0","Q波"
"1万円札で100万円","0","1","2310054","0","0","水1リットル","米1合","0","1円玉100枚"
"満潮","0","1","2310056","0","0","干潮","黒潮","0","赤潮"
"2","0","1","2310059","0","0","円周率","高さ","0","底辺"
"雹","0","1","2310060","0","0","霜","霰","0","雷"
"1000","0","1","2311001","0","0","1200","1100","0","1480"
"540","0","1","2311002","0","0","630","700","0","460"
"7980","0","1","2311003","0","0","6400","5400","0","1600"
"セントールス","0","1","2311004","0","0","ランドソル","トーゴク","0","オーマ"
"950ルピ","0","1","2311005","0","0","1100ルピ","1150ルピ","0","1000ルピ"
"360度","0","1","2320001","0","0","90度","180度","0","0度"
"9本","0","1","2320004","0","0","5本","7本","0","2本"
"オイラレス","0","1","2320005","0","0","アンタレス","キミレス","0","ボクレス"
"ファール","0","1","2320006","0","0","ルミノール","ゼミナール","0","ノネナール"
"60000℃","0","1","2320008","0","0","6000℃","600℃","0","60℃"
