d9b279ab93efb49cf27a7160c2b9ff42ab0925727583d21d5f80f8355588ed7e,428056ad74069ef37db55848be458d10d5da377925ca3f5669aad49296c4c564,438c92a515512408b06c09a1f3ce7754a66f68c8cc921aa8af44c4b7af17a781,71ab4c784b0eb001165e78ea3a31a85d36a9d4640e9e665c9a3e288952d9a560,30f5e17557faae504c31344575f12442417065d1a3bcb0ff787af25d293903c5,714be0704113a322868c205fe416c7504165ef4613b146b48fa3b2236ebbe502
"14","15","0","14","0","310011"
"1","30000","0","2999119","0","310021"
"1","30000","0","2999120","0","310031"
"14","6","0","16","0","310041"
"1","3000","0","2999101","0","310051"
"14","100","0","14","0","310061"
"14","6000","0","105","0","320011"
"1","15000","0","2999123","0","320021"
"1","15000","0","2999126","0","320031"
"1","3000","0","2999127","0","320041"
"1","3000","0","2999128","0","320051"
"1","2500","0","2999192","0","320061"
"1","3000","0","2999129","0","330011"
"14","3000","0","100","0","330021"
"14","3000","0","101","0","330022"
"14","9000","0","107","0","330031"
"14","3000","0","6","0","330041"
"14","3000","0","7","0","330042"
"14","30","0","9","0","330051"
"14","50000","0","107","0","330061"
"14","50","0","9","0","330062"
"14","9000","0","108","0","340011"
"1","15000","0","2999132","0","340021"
"1","15000","0","2999133","0","340031"
"14","6000","0","2","0","340041"
"14","6000","0","4","0","340042"
"14","3000","0","3","0","340051"
"14","3000","0","5","0","340052"
"1","5000","0","2999191","0","340061"
"14","3000","0","110","0","350011"
"14","3000","0","1","0","350021"
"1","150000","0","2999144","0","350031"
"1","150000","0","2999145","0","350032"
"1","150000","0","2999146","0","350033"
"1","150000","0","2999147","0","350034"
"1","150000","0","2999148","0","350035"
"1","150000","0","2999159","0","350041"
"1","150000","0","2999160","0","350042"
"1","150000","0","2999161","0","350043"
"1","150000","0","2999162","0","350044"
"1","150000","0","2999163","0","350045"
"1","15000","0","2999166","0","350051"
"14","10000","0","1","0","350061"
"14","1500","0","1","0","400011"
"14","1500","0","102","0","400012"
"14","1500","0","103","0","400013"
"14","5000","0","104","0","400021"
"8","0","0","10","0","400031"
"14","5000","0","100","0","400041"
"14","5000","0","101","0","400042"
"14","-2500","0","6","0","400043"
"14","-2500","0","7","0","400044"
"2","1","0","40005","0","400051"
"14","1500","0","2","0","400061"
"14","1500","0","4","0","400062"
"14","1500","0","108","0","400063"
"1","50000","0","2999193","0","400071"
"1","50000","0","2999194","0","400081"
"4","0","0","3000","0","400091"
"6","0","0","-30","0","400092"
"14","2000","0","109","0","400101"
"14","400","1","2","25","500011"
"14","400","1","4","25","500012"
"12","0","0","0","0","500021"
"14","1","30","107","10000","500031"
"1","2500","0","2999130","0","500041"
"3","1","0","50005","0","500051"
"1","50000","0","2999195","0","500061"
"1","50000","0","2999196","0","500062"
"1","50000","0","2999197","0","500071"
"1","50000","0","2999198","0","500072"
"1","50000","0","2999199","0","500073"
"1","50000","0","2999200","0","500074"
"1","50000","0","2999201","0","500075"
"1","50000","0","2999202","0","500081"
"14","1","30","100","10000","500091"
"14","1","30","101","10000","500092"
"1","50000","0","2999203","0","500101"
