b1c0257d5e46dc550e5315b549c6a642678a73ac1144cab5d1936aa6377374d0,ac2cfe4cb5ffbb3df56a59f23f55e1aae20bf4d18bd80bc4073b01fdd3f045c6,a31e5816c7e56263d40199155739bc033db693b81c751f6f81d258d0644187ce,1f9cb530b5e2679ae3ae3e4fa17151ff1cad82839bb6f3c213541ba9d71b8ca9,75aa26205b29bde4bc755af78729d564e9a2ded11928dd5f3605ce7b3ee80090,00ed846d959f1cd5b9c419ee665af85851a72794ce67fe14093712d3cb87e285,b1b6f92f5985dd6fb2a54a410b335b7301d9818db32060d19b8a9c07eecb0bde,d51c13e14466e624eb0e713c936919535aef93febf23be82b42b9dca4e3532cd,c262b12d9a3f9af700457890ef00bf5e23bbec165e5cf3b2248956a67e88bd44,7faae1aa6e1c1948e24dc50e57d636b684a002d5b6b98dcfac26d21cc833336b,64103662522e9421fa0154307cba58e0532fcc95a2724f074fb342dba2f34e25,3b0dd9935a3e313f7a5fbf242bf5a5079cbd57307df76e106388b5166155de98,8b751937d5a012038df2eacf34c32aa560cf04a17e36560e0eeeb20e42b61aad,b81e3cb8ce3e7eb5186e5b4ecdf184ee4a4f95bafd40748598df8bde3f582f96,f50655e82840744eb27239251e05da939c8ee7bdfd7ccb4e414ad0aa0aec7b66,8b48483bdf9d5bb7fd2a07e31a7a34cd40ec9c5686b5764b2bf7f142e0e68474,76b35b318efed3edc190f1410f3f4452d0435cd641253f30507d35ad1f6dc187,cdfdf4821bcc58ec50f4bb77035b82c99be3aeb2725923d90cffe4b547309aa4,a0330f2933ca0da0c45304090057bc5a1ba63357cf8b5eb5f4ca55ba8edb5e4d,dec345fdcce157cd884c76efdc3a00c1c29f023cfd2046d64d20c74b050c63bf,335c5fc67fc6f109d9a0a09b7ccf4b55b051c44663079f3a7d8b8384ecf1457a,3a20712c29ea0a7512f7b7729e5c010f840a474a216375abc5b0b42738b2dc1b
"10110103","bgm_M64","101451","0.9","-10","1","1.4","0","101451","1","1","1011","200","-30","3","-30","1","-20","100","3","-15","50"
"10110104","bgm_M64","101451","0.65","0","1","0.9","0","101451","1","1","1011","220","20","4","-30","0.8","200","100","4","0","-100"
"10110105","bgm_M55","101452","1.25","-50","1","1.55","0","101452","1","1","1011","290","-35","5","-30","1.4","510","200","5","0","-70"
"10120101","bgm_M64","101561","0.575","-30","1","1","10","101451","1","1","1012","210","-25","1","-30","0.9","-450","170","1","0","-130"
"10120102","bgm_M64","101561","0.9","0","1","1.2","0","101451","1","1","1012","240","0","2","-30","1","-240","120","2","0","-120"
"10120103","bgm_M64","101561","0.6","-10","1","0.9","5","101451","1","1","1012","200","0","3","-30","0.8","-30","100","3","-5","60"
"10120104","bgm_M64","101561","0.9","0","1","1.5","0","101451","1","1","1012","200","-30","4","-30","1.2","180","100","4","0","-100"
"10120105","bgm_M55","101562","1.25","-50","1","1.55","0","101452","1","1","1012","290","-60","5","-30","1.35","460","400","5","0","-70"
"10130101","bgm_M64","101001","0.6","-30","1","0.8","10","101001","1","1","1013","210","0","1","-30","0.7","-480","250","1","0","-120"
"10130102","bgm_M64","101001","0.75","0","1","1.2","10","101001","1","1","1013","200","0","2","-30","1","-260","0","2","0","-120"
"10130103","bgm_M64","101001","0.7","-10","1","1.1","0","101001","1","1","1013","200","0","3","-30","1","-40","100","3","-13","0"
"10130104","bgm_M64","101001","0.7","0","1","1.2","0","101001","1","1","1013","200","0","4","-30","1","240","0","4","0","-50"
"10130105","bgm_M55","101011","1.2","0","1","1.3","0","101011","1","1","1013","250","0","5","-30","1","480","200","5","0","-40"
"10140101","bgm_M64","101041","0.575","-30","1","1","10","101041","1","1","1014","210","-25","1","-30","0.9","-450","170","1","0","-130"
"10140102","bgm_M64","101041","0.75","0","1","1.2","10","101041","1","1","1014","200","0","2","-30","1","-250","120","2","0","-120"
"10140103","bgm_M64","101041","1.55","-10","1","2.3","0","101041","1","1","1014","200","0","3","-30","2.2","-50","100","3","-15","100"
"10140104","bgm_M64","101041","0.7","0","1","1","0","101041","1","1","1014","200","0","4","-30","1","190","0","4","0","-70"
"10140105","bgm_M55","101042","1.4","0","1","1.8","0","101042","1","1","1014","250","0","5","-30","1.6","440","200","5","0","0"
"10150101","bgm_M64","101041","0.6","-30","1","0.8","10","101161","1","1","1015","210","0","1","-30","0.7","-470","250","1","0","-125"
"10150102","bgm_M64","101041","0.75","0","1","1.2","10","101161","1","1","1015","200","0","2","-30","1","-210","120","2","0","-95"
"10150103","bgm_M64","101041","0.9","-10","1","1.4","0","101161","1","1","1015","200","-30","3","-30","1","50","100","3","-15","-120"
"10150104","bgm_M64","101041","0.7","0","1","1","0","101162","1","1","1015","200","43","4","-30","1","195","150","4","0","35"
"10150105","bgm_M55","101042","1.1","0","1","1.8","0","101161","1","1","1015","210","-50","5","-30","1.35","450","150","5","0","-55"
"10160101","bgm_M64","101161","0.6","0","1","0.8","10","101451","1","1","1016","210","0","1","-30","0.85","-480","250","1","0","-120"
"10160102","bgm_M64","101161","0.75","0","1","1.2","10","101451","1","1","1016","200","0","2","-30","1.1","-260","0","2","0","-100"
"10160103","bgm_M64","101161","0.8","-10","1","1.1","0","101451","1","1","1016","200","0","3","-30","1","-10","100","3","-15","65"
"10160104","bgm_M64","101161","0.8","0","1","1","0","101451","1","1","1016","200","0","4","-30","0.85","190","0","4","0","-110"
"10160105","bgm_M55","101162","0.9","-45","1","1.15","-10","101452","1","1","1016","280","-50","5","-30","1","485","270","5","0","-70"
"10170101","bgm_M64","101171","0.6","-30","1","0.8","10","101171","1","1","1017","210","0","1","-30","0.7","-480","250","1","0","-120"
"10170102","bgm_M64","101171","0.6","0","1","1","10","101171","1","1","1017","240","0","2","-30","0.7","-260","0","2","0","-120"
"10170103","bgm_M64","101171","0.9","-10","1","1.4","0","101171","1","1","1017","200","-30","3","-30","1","-10","0","3","-15","65"
"10170104","bgm_M64","101171","0.9","0","1","1.3","0","101171","1","1","1017","200","-30","4","-30","1","190","100","4","0","-110"
"10170105","bgm_M55","101172","1","0","1","1.45","10","101172","1","1","1017","250","-50","5","-30","1","475","270","5","-20","-30"
"10180101","bgm_M64","101191","0.6","-30","1","0.8","10","101171","1","1","1018","210","0","1","-30","0.7","-480","100","1","0","-120"
"10180102","bgm_M64","101191","0.75","0","1","1.2","10","101171","1","1","1018","200","0","2","-30","1","-260","100","2","0","-100"
"10180103","bgm_M64","101191","0.6","-10","1","0.9","5","101171","1","1","1018","200","0","3","-30","0.8","-10","100","3","-5","65"
"10180104","bgm_M64","101191","0.9","0","1","1.2","0","101171","1","1","1018","200","0","4","-30","1","190","100","4","-30","-110"
"10180105","bgm_M55","101192","1.1","-45","1","1.3","-10","101172","1","1","1018","280","-50","5","-30","1","485","100","5","0","-70"
"10190101","bgm_M64","101201","0.6","0","1","0.8","10","101161","1","1","1019","210","0","1","-30","0.85","-480","100","1","0","-120"
"10190102","bgm_M64","101201","0.75","0","1","1.2","10","101161","1","1","1019","240","0","2","-30","1.1","-260","100","2","0","-120"
"10190103","bgm_M64","101201","0.8","-10","1","1.1","0","101161","1","1","1019","200","0","3","-30","1","-10","100","3","-15","65"
"10190104","bgm_M64","101201","0.7","0","1","1","0","101161","1","1","1019","200","43","4","-30","1","190","100","4","0","-110"
"10190105","bgm_M55","101202","1","-45","1","1.45","10","101162","1","1","1019","250","-50","5","-30","1","475","100","5","-20","-30"
"10200101","bgm_M64","101291","0.6","0","1","0.8","10","101161","1","1","1020","210","0","1","-30","0.85","-480","100","1","0","-120"
"10200102","bgm_M64","101291","0.75","0","1","1.2","10","101161","1","1","1020","240","0","2","-30","1.1","-260","100","2","0","-120"
"10200103","bgm_M64","101291","0.8","-10","1","1.1","0","101161","1","1","1020","200","0","3","-30","1","-40","100","3","-15","65"
"10200104","bgm_M64","101291","0.8","0","1","1.5","0","101161","1","1","1020","200","-30","4","-30","1","150","100","4","0","-110"
"10200105","bgm_M55","101292","1.1","30","1","1.45","30","101162","1","1","1020","230","15","5","-30","1","490","100","5","-20","-15"
"10210101","bgm_M64","101301","0.58","-30","1","0.8","10","101161","1","1","1021","210","0","1","-30","0.7","-480","100","1","0","-120"
"10210102","bgm_M64","101301","0.9","0","1","1.2","10","101161","1","1","1021","200","0","2","-30","1","-260","100","2","0","-120"
"10210103","bgm_M64","101301","0.93","-10","1","1.4","-10","101161","1","1","1021","200","-30","3","-30","1","-50","100","3","0","100"
"10210104","bgm_M64","101301","0.9","0","1","1.3","0","101161","1","1","1021","200","15","4","-30","1.3","180","100","4","0","-100"
"10210105","bgm_M55","101302","1","-30","1","1.2","10","101162","1","1","1021","270","-15","5","-30","1.1","470","100","5","-20","-55"
"10220101","bgm_M64","101441","0.575","0","1","0.8","10","101161","1","1","1022","210","0","1","-30","0.85","-450","100","1","0","-130"
"10220102","bgm_M64","101441","0.75","0","1","1.2","10","101161","1","1","1022","200","0","2","-30","1.1","-250","100","2","0","-120"
"10220103","bgm_M64","101441","0.8","-10","1","1.2","0","101161","1","1","1022","200","0","3","-30","1.1","-10","100","3","-15","50"
"10220104","bgm_M64","101441","0.9","0","1","1.3","0","101161","1","1","1022","200","15","4","-30","1.3","180","100","4","0","-100"
"10220105","bgm_M55","101442","0.95","-30","1","1.2","10","101162","1","1","1022","230","-35","5","-30","1.1","470","100","5","-20","-70"
"10230101","bgm_M64","101451","0.58","-30","1","0.8","10","101451","1","1","1023","210","0","1","-30","0.7","-450","100","1","0","-130"
"10230102","bgm_M64","101451","0.9","0","1","1.2","10","101451","1","1","1023","200","0","2","-30","1","-250","100","2","0","-120"
"10230103","bgm_M64","101451","0.9","-10","1","1.4","0","101451","1","1","1023","200","-30","3","-30","1","-20","100","3","-15","50"
"10230104","bgm_M64","101451","0.8","0","1","1","0","101451","1","1","1023","200","0","4","-30","0.85","200","100","4","0","-100"
"10230105","bgm_M55","101452","1.25","-50","1","1.55","0","101452","1","1","1023","290","-35","5","-30","1.4","510","100","5","0","-70"
"10240101","bgm_M64","101561","0.58","-30","1","0.8","10","101451","1","1","1024","210","0","1","-30","0.7","-450","100","1","0","-130"
"10240102","bgm_M64","101561","0.75","0","1","1.2","0","101451","1","1","1024","240","0","2","-30","1.1","-240","100","2","0","-120"
"10240103","bgm_M64","101561","0.65","-10","1","1.1","5","101451","1","1","1024","200","0","3","-30","1","-30","100","3","-5","60"
"10240104","bgm_M64","101561","0.7","0","1","1.2","0","101451","1","1","1024","200","0","4","-30","1","180","100","4","0","-100"
"10240105","bgm_M55","101562","1.25","-50","1","1.55","0","101452","1","1","1024","290","-60","5","-30","1.35","460","400","5","0","-70"
"10250101","bgm_M64","101001","0.58","-30","1","0.8","10","101451","1","1","1025","210","0","1","-30","0.7","-480","100","1","0","-120"
"10250102","bgm_M64","101001","0.75","0","1","1.2","10","101451","1","1","1025","200","0","2","-30","1.1","-260","100","2","0","-120"
"10250103","bgm_M64","101001","0.6","-10","1","0.9","0","101451","1","1","1025","200","0","3","-30","0.8","-40","100","3","-13","0"
"10250104","bgm_M64","101001","0.8","0","1","1.5","0","101451","1","1","1025","200","-30","4","-30","1","240","100","4","0","-50"
"10250105","bgm_M55","101011","1.2","0","1","1.3","0","101452","1","1","1025","250","0","5","-30","1","480","100","5","0","-40"
"10260101","bgm_M64","101021","0.575","-30","1","1","10","101021","1","1","1026","210","-25","1","-30","0.9","-450","170","1","0","-130"
"10260102","bgm_M64","101021","0.75","0","1","1.2","10","101021","1","1","1026","200","0","2","-30","1","-250","120","2","0","-120"
"10260103","bgm_M64","101021","1.55","-10","1","2.3","0","101021","1","1","1026","200","0","3","-30","2.2","-50","100","3","-15","100"
"10260104","bgm_M64","101021","0.7","0","1","1","0","101021","1","1","1026","200","43","4","-30","1","190","150","4","0","-70"
"10260105","bgm_M55","101031","1.4","0","1","1.8","0","101031","1","1","1026","220","0","5","-30","1.6","440","200","5","0","0"
"10270101","bgm_M64","101041","0.6","-30","1","0.8","10","101161","1","1","1027","210","0","1","-30","0.7","-470","250","1","0","-125"
"10270102","bgm_M64","101041","0.75","0","1","1.2","10","101161","1","1","1027","200","0","2","-30","1","-210","120","2","0","-95"
"10270103","bgm_M64","101041","0.75","-10","1","1.2","10","101161","1","1","1027","200","-10","3","-30","1","50","100","3","-15","-120"
"10270104","bgm_M64","101041","0.7","0","1","1.1","0","101162","1","1","1027","200","20","4","-30","1","195","100","4","0","35"
"10270105","bgm_M55","101042","1.1","0","1","1.8","0","101161","1","1.3","1027","210","-50","5","-30","1.35","450","150","5","0","-55"
"10280101","bgm_M64","101161","0.6","0","1","0.8","10","101161","1","1","1028","210","0","1","-30","0.85","-480","250","1","0","-120"
"10280102","bgm_M64","101161","0.75","0","1","1.2","10","101161","1","1","1028","200","0","2","-30","1.1","-260","0","2","0","-100"
"10280103","bgm_M64","101161","0.65","-10","1","1.1","5","101161","1","1","1028","200","0","3","-30","1","-10","100","3","-5","65"
"10280104","bgm_M64","101161","0.9","0","1","1.35","0","101161","1","1","1028","200","0","4","-30","1.3","190","100","4","0","-110"
"10280105","bgm_M55","101162","0.9","-45","1","1.15","-10","101162","1","1.3","1028","280","-50","5","-30","1","485","270","5","-40","-70"
"10290101","bgm_M64","101171","0.6","-30","1","0.8","10","101171","1","1","1029","210","0","1","-30","0.7","-480","250","1","0","-120"
"10290102","bgm_M64","101171","0.6","0","1","1","10","101171","1","1","1029","240","0","2","-30","0.7","-260","0","2","0","-120"
"10290103","bgm_M64","101171","0.9","-10","1","1.4","0","101171","1","1","1029","200","-30","3","-30","1","-10","0","3","-15","65"
"10290104","bgm_M64","101171","0.9","0","1","1.3","0","101171","1","1","1029","200","-30","4","-30","1","190","100","4","0","-110"
"10290105","bgm_M55","101172","1","0","1","1.45","10","101172","1","1","1029","250","-50","5","-30","1","475","270","5","-20","-30"
"10300101","bgm_M64","101191","0.6","-30","1","0.8","10","101171","1","1","1030","210","0","1","-30","0.7","-480","100","1","0","-120"
"10300102","bgm_M64","101191","0.8","0","1","1.2","10","101171","1","1","1030","200","0","2","-30","1","-260","100","2","0","-100"
"10300103","bgm_M64","101191","0.6","-10","1","0.9","5","101171","1","1","1030","200","0","3","-30","0.8","-10","100","3","-5","65"
"10300104","bgm_M64","101191","0.9","0","1","1.2","0","101171","1","1","1030","200","0","4","-30","1","190","100","4","0","-110"
"10300105","bgm_M55","101192","1.1","-45","1","1.3","-10","101172","1.2","1","1030","280","-50","5","-30","1","485","200","5","0","-70"
"10310101","bgm_M64","101201","0.6","0","1","0.8","10","101161","1","1","1031","210","0","1","-30","0.85","-480","100","1","0","-120"
"10310102","bgm_M64","101201","0.75","0","1","1.2","10","101161","1","1","1031","240","0","2","-30","1.1","-260","100","2","0","-120"
"10310103","bgm_M64","101201","0.8","-10","1","1.1","0","101161","1","1","1031","200","0","3","-30","1","-10","100","3","-15","65"
"10310104","bgm_M64","101201","0.7","0","1","1","0","101161","1","1","1031","200","43","4","-30","1","190","100","4","0","-110"
"10310105","bgm_M55","101202","1","-45","1","1.45","10","101162","1","1","1031","250","-50","5","-30","1","475","100","5","-20","-30"
"10320101","bgm_M64","101291","0.6","0","1","0.8","10","101291","1","1","1032","210","0","1","-30","0.85","-480","100","1","0","-120"
"10320102","bgm_M64","101291","0.75","0","1","1.2","10","101291","1","1","1032","240","0","2","-30","1.1","-260","100","2","0","-120"
"10320103","bgm_M64","101291","0.9","-10","1","1.3","0","101291","1","1","1032","200","0","3","-30","1","-40","100","3","-15","65"
"10320104","bgm_M64","101291","0.8","0","1","1.3","0","101291","1","1","1032","200","-30","4","-30","1","150","100","4","0","-110"
"10320105","bgm_M55","101292","1.1","30","1","1.45","30","101292","1","1","1032","230","15","5","-30","1","490","100","5","-20","-15"
"10330101","bgm_M64","101301","0.58","-30","1","0.8","10","101301","1","1","1033","210","0","1","-30","0.7","-480","100","1","0","-120"
"10330102","bgm_M64","101301","0.9","0","1","1.2","10","101301","1","1","1033","200","0","2","-30","1","-260","100","2","0","-120"
"10330103","bgm_M64","101301","0.93","-10","1","1.4","-10","101301","1","1","1033","200","-30","3","-30","1","-50","200","3","0","100"
"10330104","bgm_M64","101301","0.9","0","1","1.3","0","101301","1","1","1033","200","15","4","-30","1","100","100","4","0","-100"
"10330105","bgm_M55","101302","1","-30","1","1.2","10","101302","1","1","1033","270","-15","5","-30","1.1","470","100","5","-20","-55"
"10340101","bgm_M64","101441","0.575","0","1","0.8","10","101161","1","1","1034","210","0","1","-30","0.85","-450","100","1","0","-130"
"10340102","bgm_M64","101441","0.75","0","1","1","10","101161","1","1","1034","200","0","2","-30","0.7","-250","200","2","0","-120"
"10340103","bgm_M64","101441","0.8","-10","1","1.2","0","101161","1","1","1034","200","0","3","-30","1.1","-10","100","3","-15","50"
"10340104","bgm_M64","101441","0.9","0","1","1","0","101161","1","1","1034","200","43","4","-30","1","180","150","4","0","-100"
"10340105","bgm_M55","101442","0.95","-30","1","1.2","10","101162","1","1","1034","230","-35","5","-30","1.1","470","100","5","-20","-70"
"10350101","bgm_M64","101451","0.58","-30","1","0.8","10","101451","1","1","1035","210","0","1","-30","0.7","-450","100","1","0","-130"
"10350102","bgm_M64","101451","0.9","0","1","1.2","10","101451","1","1","1035","200","0","2","-30","1","-250","100","2","0","-120"
"10350103","bgm_M64","101451","0.9","-10","1","1.4","0","101451","1","1","1035","200","-30","3","-30","1","-20","100","3","-15","50"
"10350104","bgm_M64","101451","0.8","0","1","1","0","101451","1","1","1035","200","0","4","-30","0.85","200","100","4","0","-100"
"10350105","bgm_M55","101452","1.25","-50","1","1.55","0","101452","1.2","1","1035","290","-35","5","-30","1.4","510","100","5","0","-70"
"10360101","bgm_M64","101561","0.58","-30","1","0.8","10","101451","1","1","1036","210","0","1","-30","0.7","-450","100","1","0","-130"
"10360102","bgm_M64","101561","0.75","0","1","1.2","0","101451","1","1","1036","240","0","2","-30","1.1","-240","100","2","0","-120"
"10360103","bgm_M64","101561","0.65","-10","1","1.1","5","101451","1","1","1036","200","0","3","-30","1","-30","100","3","-5","60"
"10360104","bgm_M64","101561","1.1","0","1","1.2","0","101451","1","1","1036","200","0","4","-30","1","180","100","4","0","-100"
"10360105","bgm_M55","101562","1.25","-50","1","1.55","0","101452","1.4","1","1036","290","-60","5","-30","1.35","460","400","5","0","-70"
"10370101","bgm_M64","101001","0.58","-30","1","0.8","10","101451","1","1","1037","210","0","1","-30","0.7","-480","100","1","0","-120"
"10370102","bgm_M64","101001","0.75","0","1","1.2","10","101451","1","1","1037","200","0","2","-30","1.1","-260","100","2","0","-120"
"10370103","bgm_M64","101001","0.6","-60","1","0.9","0","101451","1.4","1","1037","200","-50","3","-30","0.55","-40","150","3","-13","0"
"10370104","bgm_M64","101001","0.8","0","1","1.3","0","101451","1","1","1037","200","-30","4","-30","1","240","100","4","0","-50"
"10370105","bgm_M55","101011","1.2","0","1","1.3","0","101452","1.2","1","1037","250","0","5","-30","1","480","100","5","0","-40"
"10380101","bgm_M64","101021","0.575","-30","1","1","10","101021","1","1","1038","210","-25","1","-30","0.9","-450","170","1","0","-110"
"10380102","bgm_M64","101021","0.75","0","1","1.2","10","101021","1","1","1038","200","0","2","-30","1","-250","120","2","0","-120"
"10380103","bgm_M64","101021","0.8","-10","1","1.2","0","101021","1","1","1038","200","0","3","-30","1.1","-50","100","3","-15","100"
