13d574097a50c9369c20a2f8171b004fd38811adec9b9855e6162ab9072ada0b,1a082b44d8fb7a25ece5724ee6537012c7dd453eba0e247ab53066086760eb00,8b6cb5f34301134b3354f055a610846e981fb512c5a8f256d92633fb58b9c805,246aa4f840c6298fd555f22f036ecc0617d4568584aea7739ea50afb8e9df7cc,f2068ff3c9ca6dead009ad8d2022272ac94df54f1ff5c0f7f7f6e94325ff4229,ccc5a65d01ce90f697c5b6b80c4d47de0c784a137bf02a067df78810ae32ff41
"1","156","15","1001","99001083","11001083"
"30","157","8","0","99001083","91002"
"1","158","15","1002","99001084","11001084"
"30","159","8","0","99001084","91002"
"1","160","15","1003","99001085","11001085"
"30","161","8","0","99001085","91002"
"0","162","15","1001","99001086","11001086"
"0","163","15","1002","99001087","11001087"
"0","164","15","1002","99001088","11001088"
"0","165","15","1002","99001089","11001089"
"0","166","15","1003","99001090","11001090"
"1","167","15","1001","99001091","11001091"
"30","168","8","0","99001091","91002"
"1","169","15","1001","99001092","11001092"
"30","170","8","0","99001092","91002"
"1","171","15","1002","99001093","11001093"
"30","172","8","0","99001093","91002"
"1","173","15","1003","99001094","11001094"
"30","174","8","0","99001094","91002"
"1","175","15","1001","99001095","11001095"
"30","176","8","0","99001095","91002"
"1","177","15","1001","99001096","11001096"
"30","178","8","0","99001096","91002"
"1","179","15","1002","99001097","11001097"
"30","180","8","0","99001097","91002"
"1","181","15","1003","99001098","11001098"
"30","182","8","0","99001098","91002"
"1","183","15","1001","99001099","11001099"
"30","184","8","0","99001099","91002"
"1","185","15","1001","99001100","11001100"
"30","186","8","0","99001100","91002"
"1","187","15","1002","99001101","11001101"
"30","188","8","0","99001101","91002"
"1","189","15","1003","99001102","11001102"
"30","190","8","0","99001102","91002"
"1","191","15","1001","99001103","11001103"
"30","192","8","0","99001103","91002"
"1","193","15","1001","99001104","11001104"
"30","194","8","0","99001104","91002"
"1","195","15","1002","99001105","11001105"
"30","196","8","0","99001105","91002"
"1","197","15","1003","99001106","11001106"
"30","198","8","0","99001106","91002"
"1","199","15","1001","99001107","11001107"
"30","200","8","0","99001107","91002"
"1","201","15","1001","99001108","11001108"
"30","202","8","0","99001108","91002"
"1","203","15","1002","99001109","11001109"
"30","204","8","0","99001109","91002"
"1","205","15","1003","99001110","11001110"
"30","206","8","0","99001110","91002"
"1","207","15","1001","99001111","11001111"
"30","208","8","0","99001111","91002"
"1","209","15","1001","99001112","11001112"
"30","210","8","0","99001112","91002"
"1","211","15","1002","99001113","11001113"
"30","212","8","0","99001113","91002"
"1","213","15","1003","99001114","11001114"
"30","214","8","0","99001114","91002"
"1","215","15","1001","99001115","11001115"
"30","216","8","0","99001115","91002"
"1","217","15","1001","99001116","11001116"
"30","218","8","0","99001116","91002"
"1","219","15","1002","99001117","11001117"
"30","220","8","0","99001117","91002"
"1","221","15","1003","99001118","11001118"
"30","222","8","0","99001118","91002"
"1","223","15","1001","99001119","11001119"
"30","224","8","0","99001119","91002"
"1","225","15","1001","99001120","11001120"
"30","226","8","0","99001120","91002"
"1","227","15","1002","99001121","11001121"
"30","228","8","0","99001121","91002"
"1","229","15","1003","99001122","11001122"
"30","230","8","0","99001122","91002"
"1","231","15","1001","99001123","11001123"
"30","232","8","0","99001123","91002"
"1","233","15","1001","99001124","11001124"
"30","234","8","0","99001124","91002"
"1","235","15","1002","99001125","11001125"
"30","236","8","0","99001125","91002"
"1","237","15","1003","99001126","11001126"
"30","238","8","0","99001126","91002"
"1","239","15","1001","99001127","11001127"
"30","240","8","0","99001127","91002"
"1","241","15","1001","99001128","11001128"
"30","242","8","0","99001128","91002"
"1","243","15","1002","99001129","11001129"
"30","244","8","0","99001129","91002"
"1","245","15","1003","99001130","11001130"
"30","246","8","0","99001130","91002"
"1","247","15","1003","99001131","11001131"
"1","248","15","1001","99001132","11001132"
"30","249","8","0","99001132","91002"
"1","250","15","1001","99001133","11001133"
"30","251","8","0","99001133","91002"
"1","252","15","1002","99001134","11001134"
"30","253","8","0","99001134","91002"
"1","254","15","1003","99001135","11001135"
"30","255","8","0","99001135","91002"
"1","256","15","1001","99001136","11001136"
"30","257","8","0","99001136","91002"
"1","258","15","1001","99001137","11001137"
"30","259","8","0","99001137","91002"
"1","260","15","1002","99001138","11001138"
"30","261","8","0","99001138","91002"
"1","262","15","1003","99001139","11001139"
"30","263","8","0","99001139","91002"
"1","264","15","1003","99001140","11001140"
"1","265","15","1001","99001142","11001142"
"30","266","8","0","99001142","91002"
"1","267","15","1001","99001143","11001143"
"30","268","8","0","99001143","91002"
"1","269","15","1002","99001144","11001144"
"30","270","8","0","99001144","91002"
"1","271","15","1003","99001145","11001145"
"30","272","8","0","99001145","91002"
"0","273","15","1001","99001146","11001146"
"0","274","15","1002","99001147","11001147"
"1","275","15","1001","99001148","11001148"
"30","276","8","0","99001148","91002"
"1","277","15","1001","99001149","11001149"
"30","278","8","0","99001149","91002"
"1","279","15","1002","99001150","11001150"
"30","280","8","0","99001150","91002"
"1","281","15","1003","99001151","11001151"
"30","282","8","0","99001151","91002"
"1","283","15","1001","99001152","11001152"
"30","284","8","0","99001152","91002"
"1","285","15","1001","99001153","11001153"
"30","286","8","0","99001153","91002"
"1","287","15","1002","99001154","11001154"
"30","288","8","0","99001154","91002"
"1","289","15","1003","99001155","11001155"
"30","290","8","0","99001155","91002"
"1","291","15","1001","99001156","11001156"
"30","292","8","0","99001156","91002"
"1","293","15","1001","99001157","11001157"
"30","294","8","0","99001157","91002"
"1","295","15","1002","99001158","11001158"
"30","296","8","0","99001158","91002"
"1","297","15","1003","99001159","11001159"
"30","298","8","0","99001159","91002"
"1","299","15","1001","99001160","11001160"
"30","300","8","0","99001160","91002"
"1","301","15","1001","99001161","11001161"
"30","302","8","0","99001161","91002"
"1","303","15","1002","99001162","11001162"
"30","304","8","0","99001162","91002"
"1","305","15","1003","99001163","11001163"
"30","306","8","0","99001163","91002"
"1","307","15","1002","99001164","11001164"
"1","308","15","1003","99001165","11001165"
"1","309","15","1001","99001166","11001166"
"30","310","8","0","99001166","91002"
"1","311","15","1001","99001167","11001167"
"30","312","8","0","99001167","91002"
"1","313","15","1002","99001168","11001168"
"30","314","8","0","99001168","91002"
"1","315","15","1003","99001169","11001169"
"30","316","8","0","99001169","91002"
"1","317","15","1001","99001170","11001170"
"30","318","8","0","99001170","91002"
"1","319","15","1001","99001171","11001171"
"30","320","8","0","99001171","91002"
"1","321","15","1002","99001172","11001172"
"30","322","8","0","99001172","91002"
"1","323","15","1003","99001173","11001173"
"30","324","8","0","99001173","91002"
"1","325","15","1001","99001174","11001174"
"30","326","8","0","99001174","91002"
"1","327","15","1001","99001175","11001175"
"30","328","8","0","99001175","91002"
"1","329","15","1002","99001176","11001176"
"30","330","8","0","99001176","91002"
"1","331","15","1003","99001177","11001177"
"30","332","8","0","99001177","91002"
"1","333","15","1001","99001178","11001178"
"30","334","8","0","99001178","91002"
"1","335","15","1001","99001179","11001179"
"30","336","8","0","99001179","91002"
"1","337","15","1002","99001180","11001180"
"30","338","8","0","99001180","91002"
"1","339","15","1003","99001181","11001181"
"30","340","8","0","99001181","91002"
"1","341","15","1001","99001182","11001182"
"30","342","8","0","99001182","91002"
"1","343","15","1001","99001183","11001183"
"30","344","8","0","99001183","91002"
"1","345","15","1002","99001184","11001184"
"30","346","8","0","99001184","91002"
"1","347","15","1003","99001185","11001185"
"30","348","8","0","99001185","91002"
"1","349","15","1001","99001186","11001186"
"30","350","8","0","99001186","91002"
"1","351","15","1001","99001187","11001187"
"30","352","8","0","99001187","91002"
"1","353","15","1002","99001188","11001188"
"30","354","8","0","99001188","91002"
"1","355","15","1003","99001189","11001189"
"30","356","8","0","99001189","91002"
"1","357","15","1001","99001190","11001190"
"30","358","8","0","99001190","91002"
"1","359","15","1001","99001191","11001191"
"30","360","8","0","99001191","91002"
"1","361","15","1002","99001192","11001192"
"30","362","8","0","99001192","91002"
"1","363","15","1003","99001193","11001193"
"30","364","8","0","99001193","91002"
"1","365","15","1001","99001194","11001194"
"30","366","8","0","99001194","91002"
"1","367","15","1001","99001195","11001195"
"30","368","8","0","99001195","91002"
"1","369","15","1002","99001196","11001196"
"30","370","8","0","99001196","91002"
"1","371","15","1003","99001197","11001197"
"30","372","8","0","99001197","91002"
"1","373","15","1002","99001198","11001198"
"1","374","15","1003","99001199","11001199"
"1","375","15","1001","99001200","11001200"
"30","376","8","0","99001200","91002"
"1","377","15","1001","99001201","11001201"
"30","378","8","0","99001201","91002"
"1","379","15","1002","99001202","11001202"
"30","380","8","0","99001202","91002"
"1","381","15","1003","99001203","11001203"
"30","382","8","0","99001203","91002"
"1","383","15","1003","99001204","11001204"
"1","384","15","1001","99001205","11001205"
"30","385","8","0","99001205","91002"
"1","386","15","1001","99001206","11001206"
"30","387","8","0","99001206","91002"
"1","388","15","1002","99001207","11001207"
"30","389","8","0","99001207","91002"
"1","390","15","1003","99001208","11001208"
"30","391","8","0","99001208","91002"
"1","392","15","1001","99001209","11001209"
"30","393","8","0","99001209","91002"
"1","394","15","1001","99001210","11001210"
"30","395","8","0","99001210","91002"
"1","396","15","1002","99001211","11001211"
"30","397","8","0","99001211","91002"
"1","398","15","1003","99001212","11001212"
"30","399","8","0","99001212","91002"
"1","400","15","1001","99001213","11001213"
"30","401","8","0","99001213","91002"
"1","402","15","1001","99001214","11001214"
"30","403","8","0","99001214","91002"
"1","404","15","1002","99001215","11001215"
"30","405","8","0","99001215","91002"
"1","406","15","1003","99001216","11001216"
"30","407","8","0","99001216","91002"
"1","408","15","1001","99001217","11001217"
"30","409","8","0","99001217","91002"
"1","410","15","1001","99001218","11001218"
"30","411","8","0","99001218","91002"
"1","412","15","1002","99001219","11001219"
"30","413","8","0","99001219","91002"
"1","414","15","1003","99001220","11001220"
"30","415","8","0","99001220","91002"
"1","416","15","1001","99001221","11001221"
"30","417","8","0","99001221","91002"
"1","418","15","1001","99001222","11001222"
"30","419","8","0","99001222","91002"
"1","420","15","1002","99001223","11001223"
"30","421","8","0","99001223","91002"
"1","422","15","1003","99001224","11001224"
"30","423","8","0","99001224","91002"
"1","424","15","1001","99001225","11001225"
"30","425","8","0","99001225","91002"
"1","426","15","1001","99001226","11001226"
"30","427","8","0","99001226","91002"
"1","428","15","1002","99001227","11001227"
"30","429","8","0","99001227","91002"
"1","430","15","1003","99001228","11001228"
"30","431","8","0","99001228","91002"
"1","432","15","1001","99001229","11001229"
"30","433","8","0","99001229","91002"
"1","434","15","1001","99001230","11001230"
"30","435","8","0","99001230","91002"
"1","436","15","1002","99001231","11001231"
"30","437","8","0","99001231","91002"
"1","438","15","1003","99001232","11001232"
"30","439","8","0","99001232","91002"
"1","440","15","1001","99001233","11001233"
"30","441","8","0","99001233","91002"
"1","442","15","1001","99001234","11001234"
"30","443","8","0","99001234","91002"
"1","444","15","1002","99001235","11001235"
"30","445","8","0","99001235","91002"
"1","446","15","1003","99001236","11001236"
"30","447","8","0","99001236","91002"
"1","448","15","1001","99001237","11001237"
"30","449","8","0","99001237","91002"
"1","450","15","1001","99001238","11001238"
"30","451","8","0","99001238","91002"
"1","452","15","1002","99001239","11001239"
"30","453","8","0","99001239","91002"
"1","454","15","1003","99001240","11001240"
"30","455","8","0","99001240","91002"
"1","456","15","1001","99001241","11001241"
"30","457","8","0","99001241","91002"
"1","458","15","1001","99001242","11001242"
"30","459","8","0","99001242","91002"
"1","460","15","1002","99001243","11001243"
"30","461","8","0","99001243","91002"
"1","462","15","1003","99001244","11001244"
"30","463","8","0","99001244","91002"
"1","464","15","1001","99001245","11001245"
"30","465","8","0","99001245","91002"
"1","466","15","1001","99001246","11001246"
"30","467","8","0","99001246","91002"
"1","468","15","1002","99001247","11001247"
"30","469","8","0","99001247","91002"
"1","470","15","1003","99001248","11001248"
"30","471","8","0","99001248","91002"
"1","472","15","1003","99001249","11001249"
"1","473","15","1001","99001250","11001250"
"30","474","8","0","99001250","91002"
"1","475","15","1001","99001251","11001251"
"30","476","8","0","99001251","91002"
"1","477","15","1002","99001252","11001252"
"30","478","8","0","99001252","91002"
"1","479","15","1003","99001253","11001253"
"30","480","8","0","99001253","91002"
"1","481","15","1001","99001254","11001254"
"30","482","8","0","99001254","91002"
"1","483","15","1001","99001255","11001255"
"30","484","8","0","99001255","91002"
"1","485","15","1002","99001256","11001256"
"30","486","8","0","99001256","91002"
"1","487","15","1003","99001257","11001257"
"30","488","8","0","99001257","91002"
"1","489","15","1001","99001258","11001258"
"30","490","8","0","99001258","91002"
"1","491","15","1001","99001259","11001259"
"30","492","8","0","99001259","91002"
"1","493","15","1002","99001260","11001260"
"30","494","8","0","99001260","91002"
"1","495","15","1003","99001261","11001261"
"30","496","8","0","99001261","91002"
"1","497","15","1001","99001262","11001262"
"1","498","15","1001","99001263","11001263"
"1","499","15","1001","99001264","11001264"
"1","500","15","1002","99001265","11001265"
"1","501","15","1003","99001266","11001266"
"1","502","15","1001","99001267","11001267"
"30","503","8","0","99001267","91002"
"1","504","15","1001","99001268","11001268"
"30","505","8","0","99001268","91002"
"1","506","15","1002","99001269","11001269"
"30","507","8","0","99001269","91002"
"1","508","15","1003","99001270","11001270"
"30","509","8","0","99001270","91002"
"1","510","15","1003","99001271","11001271"
"1","511","15","1001","99001272","11001272"
"30","512","8","0","99001272","91002"
"1","513","15","1001","99001273","11001273"
"30","514","8","0","99001273","91002"
"1","515","15","1002","99001274","11001274"
"30","516","8","0","99001274","91002"
"1","517","15","1003","99001275","11001275"
"30","518","8","0","99001275","91002"
"1","519","15","1003","99001276","11001276"
"1","520","15","1001","99001277","11001277"
"30","521","8","0","99001277","91002"
"1","522","15","1001","99001278","11001278"
"30","523","8","0","99001278","91002"
"1","524","15","1002","99001279","11001279"
"30","525","8","0","99001279","91002"
"1","526","15","1003","99001280","11001280"
"30","527","8","0","99001280","91002"
"1","528","15","1001","99001281","11001281"
"30","529","8","0","99001281","91002"
"1","530","15","1001","99001282","11001282"
"30","531","8","0","99001282","91002"
"1","532","15","1002","99001283","11001283"
"30","533","8","0","99001283","91002"
"1","534","15","1003","99001284","11001284"
"30","535","8","0","99001284","91002"
"1","536","15","1003","99001285","11001285"
"1","537","15","1001","99001286","11001286"
"30","538","8","0","99001286","91002"
"1","539","15","1001","99001287","11001287"
"30","540","8","0","99001287","91002"
"1","541","15","1002","99001288","11001288"
"30","542","8","0","99001288","91002"
"1","543","15","1003","99001289","11001289"
"30","544","8","0","99001289","91002"
"1","545","15","1001","99001290","11001290"
"30","546","8","0","99001290","91002"
"1","547","15","1001","99001291","11001291"
"30","548","8","0","99001291","91002"
"1","549","15","1002","99001292","11001292"
"30","550","8","0","99001292","91002"
"1","551","15","1003","99001293","11001293"
"30","552","8","0","99001293","91002"
"1","553","15","1001","99001294","11001294"
"30","554","8","0","99001294","91002"
"1","555","15","1001","99001295","11001295"
"30","556","8","0","99001295","91002"
"1","557","15","1002","99001296","11001296"
"30","558","8","0","99001296","91002"
"1","559","15","1003","99001297","11001297"
"30","560","8","0","99001297","91002"
"1","561","15","1001","99001298","11001298"
"30","562","8","0","99001298","91002"
"1","563","15","1001","99001299","11001299"
"30","564","8","0","99001299","91002"
"1","565","15","1002","99001300","11001300"
"30","566","8","0","99001300","91002"
"1","567","15","1003","99001301","11001301"
"30","568","8","0","99001301","91002"
"1","569","15","1003","99001302","11001302"
"1","570","15","1003","99001303","11001303"
"1","571","15","1003","99001304","11001304"
"1","572","15","1001","99001305","11001305"
"30","573","8","0","99001305","91002"
"1","574","15","1001","99001306","11001306"
"30","575","8","0","99001306","91002"
"1","576","15","1002","99001307","11001307"
"30","577","8","0","99001307","91002"
"1","578","15","1003","99001308","11001308"
"30","579","8","0","99001308","91002"
"1","580","15","1001","99001309","11001309"
"30","581","8","0","99001309","91002"
"1","582","15","1001","99001310","11001310"
"30","583","8","0","99001310","91002"
"1","584","15","1002","99001311","11001311"
"30","585","8","0","99001311","91002"
"1","586","15","1003","99001312","11001312"
"30","587","8","0","99001312","91002"
"1","588","15","1003","99001313","11001313"
"1","589","15","1001","99001314","11001314"
"30","590","8","0","99001314","91002"
"1","591","15","1001","99001315","11001315"
"30","592","8","0","99001315","91002"
"1","593","15","1002","99001316","11001316"
"30","594","8","0","99001316","91002"
"1","595","15","1003","99001317","11001317"
"30","596","8","0","99001317","91002"
"1","597","15","1003","99001318","11001318"
"1","598","15","1001","99001319","11001319"
"30","599","8","0","99001319","91002"
"1","600","15","1001","99001320","11001320"
"30","601","8","0","99001320","91002"
"1","602","15","1002","99001321","11001321"
"30","603","8","0","99001321","91002"
"1","604","15","1003","99001322","11001322"
"30","605","8","0","99001322","91002"
"1","606","15","1003","99001323","11001323"
"1","607","15","1001","99001324","11001324"
"30","608","8","0","99001324","91002"
"1","609","15","1001","99001325","11001325"
"30","610","8","0","99001325","91002"
"1","611","15","1002","99001326","11001326"
"30","612","8","0","99001326","91002"
"1","613","15","1003","99001327","11001327"
"30","614","8","0","99001327","91002"
"1","615","15","1003","99001328","11001328"
"1","616","15","1001","99001329","11001329"
"30","617","8","0","99001329","91002"
"1","618","15","1001","99001330","11001330"
"30","619","8","0","99001330","91002"
"1","620","15","1002","99001331","11001331"
"30","621","8","0","99001331","91002"
"1","622","15","1003","99001332","11001332"
"30","623","8","0","99001332","91002"
"1","624","15","1001","99001333","11001333"
"30","625","8","0","99001333","91002"
"1","626","15","1001","99001334","11001334"
"30","627","8","0","99001334","91002"
"1","628","15","1002","99001335","11001335"
"30","629","8","0","99001335","91002"
"1","630","15","1003","99001336","11001336"
"30","631","8","0","99001336","91002"
"1","632","15","1002","99001337","11001337"
"1","633","15","1002","99001338","11001338"
"1","634","15","1003","99001339","11001339"
"1","635","15","1001","99001340","11001340"
"30","636","8","0","99001340","91002"
"1","637","15","1001","99001341","11001341"
"30","638","8","0","99001341","91002"
"1","639","15","1002","99001342","11001342"
"30","640","8","0","99001342","91002"
"1","641","15","1003","99001343","11001343"
"30","642","8","0","99001343","91002"
"1","643","15","1003","99900001","19901001"
"1","644","15","1003","99900002","19901002"
"1","645","15","1003","99900003","19901003"
"1","646","15","1001","99001344","11001344"
"30","647","8","0","99001344","91002"
"1","648","15","1001","99001345","11001345"
"30","649","8","0","99001345","91002"
"1","650","15","1002","99001346","11001346"
"30","651","8","0","99001346","91002"
"1","652","15","1003","99001347","11001347"
"30","653","8","0","99001347","91002"
"1","654","15","1003","99900004","19901004"
"1","655","15","1003","99900005","19901005"
"1","656","15","1003","99900006","19901006"
