d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476
"99","2","6","3","味方全体のＨＰを{0}回復","1","0","0","0.45","0","2160","1","2","0","ＨＰ回復量+{0}","0","3","0","6","100200101","4"
"1","1","1.2","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","15","2","0","魔法ダメージ+{0}","0","3","0","15","100200201","1"
"99","2","0.23","3","味方全体の物理防御力を{0}アップ","1","1","0","12","0","2160","1","20","1","物理防御力アップ+{0}","0","3","0","0.23","100200301","10"
"99","2","8","3","味方全体のＨＰを{0}回復","1","0","0","0.6","0","2160","1","2","0","ＨＰ回復量+{0}","0","3","0","8","100201101","4"
"99","2","1.2","3","味方全体の物理防御力を{0}アップ","1","1","0","18","0","2160","1","20","1","物理防御力アップ+{0}","0","3","0","1.2","100201102","10"
"99","2","18","3","{0}ダメージ分の物理無効バリアを展開する","1","0","0","0","0","2160","45","1","0","無効ダメージ量+{0}","0","3","0","45","100201103","6"
"99","2","18","3","味方全体の行動速度アップ","1","1","0","0","0","2160","2","2","0","","0","3","0","0","100201104","8"
"1","1","1.6","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","20","2","0","魔法ダメージ+{0}","0","3","0","20","100201201","1"
"1","1","7.5","1","敵単体の物理攻撃力を{0}ダウン","1","1","0","12","0","-1","1","11","1","物理攻撃力ダウン+{0}","0","3","0","7.5","100201202","10"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","100250101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","100251101","90"
"0","0","0","0","自分の魔法防御力を{0}アップ","1","0","0","1","0","0","1","5","0","","0","0","0","30","100251102","90"
"1","1","4.8","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","60","1","0","物理ダメージ+{0}","0","3","0","60","100300101","1"
"1","1","1.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","20","1","0","物理ダメージ+{0}","0","3","0","20","100300201","1"
"1","2","0","1","","1","0","0","0","0","0","0","677","100300303","","0","7","100300302","0","100300301","28"
"1","1","1.8","1","","1","0","0","0","0","4320","0.5","1","100300305","","0","3","0","0","100300302","18"
"1","1","1.8","1","","1","0","0","0","0","4320","1","1","100300306","","0","3","0","0","100300303","18"
"1","2","0","1","","1","0","0","0","0","0","0","677","100300306","","0","7","100300305","0","100300304","28"
"1","1","1.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","20","1","0","物理ダメージ+{0}","0","3","0","20","100300305","1"
"1","1","3.2","1","","1","0","0","0","0","-1","40","1","0","","0","3","0","40","100300306","1"
"1","1","9.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","120","1","0","物理ダメージ+{0}","0","3","0","120","100301101","1"
"1","2","18","1","一定時間風の刃を纏う","1","0","0","1","0","0","1","0","0","","0","7","0","77","100301102","35"
"1","2","1","1","","1","0","0","0","0","0","1","677","100301203","","0","7","100301202","2","100301201","28"
"1","1","1.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","20","1","0","物理ダメージ+{0}","0","3","0","20","100301202","1"
"1","1","3.2","1","","1","0","0","0","0","-1","40","1","0","","0","3","0","40","100301203","1"
"1","1","0.6","1","敵単体の物理防御力を{0}ダウン","1","1","0","12","0","-1","1","21","1","物理防御力ダウン+{0}","0","3","0","0.6","100301204","10"
"1","1","1.2","1","","1","1","0","24","0","-1","1","21","1","","0","3","0","1.2","100301205","10"
"1","2","0","1","","1","0","0","0","0","0","0","677","100301303","","0","7","100301302","0","100301301","28"
"1","1","3.2","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","40","1","0","物理ダメージ+{0}","0","3","0","40","100301302","1"
"1","1","6.4","1","","1","0","0","0","0","-1","80","1","0","","0","3","0","80","100301303","1"
"1","2","0","1","","1","0","0","0","0","0","0","677","100301306","","0","7","100301305","0","100301304","28"
"1","1","3.2","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","40","1","0","物理ダメージ+{0}","0","3","0","40","100301305","1"
"1","1","6.4","1","","1","0","0","0","0","-1","80","1","0","","0","3","0","80","100301306","1"
"1","2","0","1","","1","0","0","0","0","0","0","677","100301309","","0","7","100301308","0","100301307","28"
"1","2","12","1","自分の受ける行動不能を１回まで無効化する","1","0","0","0","0","-1","1","1","0","","0","7","0","0","100301308","100"
"1","2","24","1","","1","0","0","0","0","-1","2","1","0","","0","7","0","0","100301309","100"
"1","2","0","1","","1","0","0","0","0","-1","-1","1","10030102","","0","7","0","0","100301310","22"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","100350101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","100351101","90"
"0","0","0","0","自分の最大ＨＰを{0}アップさせる","1","0","0","1","0","0","1","1","0","","0","0","0","1125","100351102","90"
"1","1","0","2","","1","0","0","0","1","2160","0","1","0","","0","3","0","0","100400101","7"
"99","1","1.62","2","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","300","20.4","1","0","物理ダメージ+{0}","0","1","0","20.4","100400102","1"
"1","1","0.6","3","敵単体に{0}の物理ダメージ","1","0","0","0","1","2160","8","1","0","物理ダメージ+{0}","0","3","0","8","100400201","1"
"1","1","100","3","敵単体を暗闇状態にする","1","0","0","0","1","2160","8","70","0","暗闇の確定成功Ｌｖ+1","0","3","0","0","100400202","12"
"1","1","0.8","2","敵単体に{0}の物理ダメージ","1","0","0","0","0","2160","10","1","0","物理ダメージ+{0}","0","14","0","10","100400301","1"
"1","1","3.75","2","敵単体の物理攻撃力を{0}ダウン","1","1","0","99","0","2160","1","11","1","物理攻撃力ダウン+{0}","0","1","0","3.75","100400302","10"
"1","2","5.5","1","自分の物理攻撃力を{0}アップ","1","1","0","99","0","0","1","10","1","物理攻撃力アップ+{0}","0","7","0","5.5","100400303","10"
"99","1","2.16","3","敵全体に{0}の物理ダメージ","1","0","0","0","0","2160","27","1","0","物理ダメージ+{0}","0","3","0","27","100401101","1"
"99","1","30","3","敵全体の物理攻撃力を{0}ダウン","1","0","0","18","0","2160","1","11","1","物理攻撃力ダウン+{0}","0","3","0","30","100401102","10"
"99","1","1.25","3","敵全体の物理クリティカルを{0}ダウン","1","0","0","18","0","2160","1","61","0","物理クリティカルダウン+{0}","0","3","0","100","100401103","10"
"99","1","0","3","敵全体の物理攻撃クリティカル時のダメージを{0}％ダウン","1","0","0","18","0","2160","2","111","0","","0","3","0","25","100401104","10"
"1","1","1.6","3","敵単体に{0}の物理ダメージ","1","0","0","0","1","2160","20","1","0","物理ダメージ+{0}","0","3","0","20","100401201","1"
"1","1","100","3","敵単体を暗闇状態にする","1","0","0","0","1","2160","10","80","0","暗闇の確定成功Ｌｖ+1","0","3","0","0","100401202","12"
"1","1","0","3","","1","0","0","0","1","2160","0","1","0","","0","3","0","0","100401203","7"
"99","1","5","2","範囲内の敵の物理攻撃力を{0}ダウン","1","0","0","180","0","200","1","11","1","物理攻撃力ダウン+{0}","0","1","0","5","100401204","10"
"0","0","2","0","自分の物理防御力を{0}アップ","1","0","0","1","0","0","1","3","0","物理防御力アップ+{0}","0","0","0","2","100450101","90"
"0","0","2","0","自分の物理防御力を{0}アップ","1","0","0","1","0","0","1","3","0","物理防御力アップ+{0}","0","0","0","2","100451101","90"
"0","0","0","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","","0","0","0","225","100451102","90"
"1","1","0","1","","1","0","0","0","2","2160","100","3","0","","0","3","0","0","100500101","2"
"1","1","0","1","","1","0","0","0","2","2160","100","1","0","","0","3","0","0","100500102","7"
"99","1","2.4","2","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","300","30","1","0","物理ダメージ+{0}","0","3","0","30","100500103","1"
"99","1","0.27","2","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","300","3.4","1","0","物理ダメージ+{0}","0","3","0","3.4","100500201","1"
"99","1","2","2","範囲内の敵を一定時間行動不能にする","1","0","0","0","0","300","0","7","0","スタンの確定成功Ｌｖ+1","0","3","0","0","100500202","8"
"99","1","0.8","2","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","300","10","1","0","物理ダメージ+{0}","0","3","0","10","100500301","1"
"1","1","0","1","","1","0","0","0","2","2160","100","3","0","","0","3","0","0","100501101","2"
"1","1","0","1","","1","0","0","0","2","2160","100","1","0","","0","3","0","0","100501102","7"
"99","1","2.4","2","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","450","30","1","0","物理ダメージ+{0}","0","3","0","30","100501103","1"
"1","2","0","1","","1","0","0","0","0","0","1","100501103","3","","0","7","0","0.00005","100501104","26"
"1","2","0","1","","1","0","0","0","0","0","1","100501106","1","","0","7","0","1","100501105","26"
"1","2","18","1","{0}ダメージ分の物理魔法無効バリアを展開する","1","0","0","0","0","0","45","5","0","無効ダメージ量+{0}","0","7","0","45","100501106","6"
"99","1","0.54","2","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","300","3.4","1","0","物理ダメージ+{0}","0","3","0","3.4","100501201","1"
"99","1","2","2","範囲内の敵を一定時間行動不能にする","1","0","0","0","0","300","0","7","0","スタンの確定成功Ｌｖ+1","0","3","0","0","100501202","8"
"1","2","2.24","1","自分の物理防御力を{0}アップ","1","0","0","12","0","0","1","20","1","物理防御力アップ+{0}","0","7","0","2.24","100501203","10"
"1","2","2.24","1","自分の魔法防御力を{0}アップ","1","0","0","12","0","0","1","40","1","魔法防御力アップ+{0}","0","7","0","2.24","100501204","10"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","100550101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","100551101","90"
"0","0","0","0","自分の物理防御力を{0}アップ","1","0","0","1","0","0","1","3","0","","0","0","0","30","100551102","90"
"99","2","1","3","","1","0","0","0","0","2160","4","0","0","","0","3","0","4","100600101","32"
"99","2","4.5","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","4.5","100600102","10"
"1","1","1.6","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","20","2","0","魔法ダメージ+{0}","0","3","0","20","100600201","1"
"1","1","1","1","敵単体の魔法防御力を{0}ダウン","1","1","0","12","0","-1","1","41","1","魔法防御力ダウン+{0}","0","3","0","1","100600301","10"
"99","2","1","3","","1","0","0","0","0","2160","4","0","0","","0","3","0","4","100601101","32"
"99","2","24","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","24","100601102","10"
"99","2","0","3","味方全体の魔法クリティカルを{0}アップ","1","0","0","18","0","2160","1","70","1","","0","3","0","100","100601103","10"
"99","1","0.66","3","敵全体の魔法防御力を{0}ダウン","1","0","0","18","0","2160","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.66","100601104","10"
"1","1","2","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","25","2","0","魔法ダメージ+{0}","0","3","0","25","100601201","1"
"1","1","0.2","1","敵単体の魔法防御力を{0}ダウン","1","1","0","12","0","-1","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.2","100601202","10"
"1","1","2","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","25","2","0","魔法ダメージ+{0}","0","3","0","25","100610101","1"
"99","1","1.25","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","550","15","2","0","魔法ダメージ+{0}","0","3","0","15","100610201","1"
"99","2","1","3","","1","0","0","0","0","2160","1204","0","0","","0","3","0","0","100620101","32"
"99","2","8.5","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","-1195.5","100620102","10"
"99","2","1","3","","1","0","0","0","0","2160","1204","0","0","","0","3","0","0","100621101","32"
"99","2","28","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","-1172","100621102","10"
"99","2","0","3","味方全体の魔法クリティカルを{0}アップ","1","0","0","18","0","2160","1","70","1","","0","3","0","100","100621103","10"
"99","1","0.66","3","敵全体の魔法防御力を{0}ダウン","1","0","0","18","0","2160","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.66","100621104","10"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","100650101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","100651101","90"
"1","1","3.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","45","1","0","物理ダメージ+{0}","0","3","0","45","100700101","1"
"1","2","12","3","自分のＨＰを{0}回復","1","0","0","1","0","0","1","1","0","ＨＰ回復量+{0}","0","7","0","12","100700102","4"
"1","2","0","1","一定時間無敵状態になる","1","0","0","0","0","0","3","1","0","無敵時間+0.01秒","0","7","0","0.01","100700201","21"
"1","0","2.4","0","","1","0","0","0","0","0","0","1","100700203","","0","7","0","0","100700202","18"
"1","2","0","1","","1","0","0","0","0","0","0","1","0","","0","7","0","0","100700203","21"
"1","2","7.5","1","自分のＨＰを{0}回復","1","0","0","1","0","0","1","1","0","ＨＰ回復量+{0}","0","7","0","7.5","100700301","4"
"1","1","4.8","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","60","1","0","物理ダメージ+{0}","0","3","0","60","100701101","1"
"1","2","12","3","自分のＨＰを{0}回復","1","0","0","1","0","0","1","1","0","ＨＰ回復量+{0}","0","7","0","12","100701102","4"
"1","2","0.1","2","自分の回避を{0}アップ","1","1","0","180","0","0","1","50","1","回避アップ+{0}","0","7","0","0.1","100701103","10"
"1","2","0","1","一定時間無敵状態になる","1","0","0","0","0","0","3","1","0","無敵時間+0.01秒","0","7","0","0.01","100701201","21"
"1","0","2.4","0","","1","0","0","0","0","0","0","1","100701203","","0","7","0","0","100701202","18"
"1","2","0","1","","1","0","0","0","0","0","0","1","0","","0","7","0","0","100701203","21"
"1","2","0.1","2","自分の回避を{0}アップ","1","1","0","12","0","0","1","50","1","回避アップ+{0}","0","7","0","0.1","100701204","10"
"1","2","1.2","2","自分の物理防御力を{0}アップ","1","1","0","12","0","0","1","20","1","物理防御力アップ+{0}","0","7","0","1.2","100701205","10"
"1","2","0","1","一定時間無敵状態になる","1","0","0","0","0","0","6","1","0","","0","7","0","0","100720201","21"
"1","0","2.4","0","","1","0","0","0","0","0","0","1","100720203","","0","7","0","0","100720202","18"
"1","2","0","1","","1","0","0","0","0","0","0","1","0","","0","7","0","0","100720203","21"
"1","2","0.2","2","自分の物理防御力を{0}アップ","1","1","0","12","0","0","1","20","1","物理防御力アップ+{0}","0","7","0","-60","100720204","10"
"1","1","5.2","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","60","1","0","物理ダメージ+{0}","0","3","0","60","100721101","1"
"1","2","12","3","自分のＨＰを{0}回復","1","0","0","1","0","0","1","1","0","ＨＰ回復量+{0}","0","7","0","12","100721102","4"
"1","2","0","2","自分の回避を{0}アップ","1","1","0","180","0","0","1","50","1","","0","7","0","30.1","100721103","10"
"1","2","0","1","一定時間無敵状態になる","1","0","0","0","0","0","6","1","0","","0","7","0","0","100721201","21"
"1","0","2.4","0","","1","0","0","0","0","0","0","1","100721203","","0","7","0","0","100721202","18"
"1","2","0","1","","1","0","0","0","0","0","0","1","0","","0","7","0","0","100721203","21"
"1","2","0","2","自分の回避を{0}アップ","1","1","0","12","0","0","1","50","1","","0","7","0","30.1","100721204","10"
"1","2","1.4","2","自分の物理防御力を{0}アップ","1","1","0","12","0","0","1","20","1","物理防御力アップ+{0}","0","7","0","-58.8","100721205","10"
"0","0","2","0","自分の物理防御力を{0}アップ","1","0","0","1","0","0","1","3","0","物理防御力アップ+{0}","0","0","0","2","100750101","90"
"0","0","2","0","自分の物理防御力を{0}アップ","1","0","0","1","0","0","1","3","0","物理防御力アップ+{0}","0","0","0","32","100751101","90"
"99","1","0.405","3","敵全体に{0}の魔法ダメージ","1","0","0","0","0","2160","4.5","2","0","魔法ダメージ+{0}","0","3","0","4.5","100800101","1"
"99","1","0.345","3","敵全体の物理防御力を{0}ダウン","1","1","0","18","0","2160","1","21","1","物理防御力ダウン+{0}","0","3","0","0.345","100800102","10"
"1","1","1.2","3","敵単体に{0}の魔法ダメージ","1","0","0","0","1","2160","15","2","0","魔法ダメージ+{0}","0","3","0","15","100800201","1"
"1","1","100","3","敵単体を暗闇状態にする","1","0","0","0","0","2160","8","40","0","暗闇の確定成功Ｌｖ+1","0","1","0","0","100800202","12"
"1","2","0","3","味方単体のＴＰを{0}回復","1","0","0","0","0","2160","75","1","0","ＴＰ回復量+{0}","0","12","0","2.5","100800301","16"
"99","1","1.62","3","敵全体に{0}の低い側の防御力で防御する魔法ダメージ","1","0","0","0","0","2160","20.25","2","1","魔法ダメージ+{0}","0","3","0","20.25","100801101","1"
"99","1","0.7","3","敵全体の物理防御力を{0}ダウン","1","1","0","18","0","2160","1","21","1","物理防御力ダウン+{0}","0","3","0","0.7","100801102","10"
"99","1","100","3","敵全体を誘惑する","1","0","0","0","0","2160","4","0","0","誘惑の確定成功Ｌｖ+1","0","3","0","0","100801103","11"
"1","1","1.2","3","敵単体に{0}の魔法ダメージ","1","0","0","0","1","2160","15","2","0","魔法ダメージ+{0}","0","3","0","15","100801201","1"
"1","1","100","3","敵単体を暗闇状態にする","1","0","0","0","1","2160","8","40","0","暗闇の確定成功Ｌｖ+1","0","3","0","0","100801202","12"
"1","1","100","3","敵単体を誘惑する","1","0","0","0","1","2160","8","0","0","誘惑の確定成功Ｌｖ+1","0","3","0","0","100801203","11"
"1","2","0","3","味方単体のＴＰを{0}回復","1","0","0","0","0","2160","725","1","0","","0","12","0","0","100820301","16"
"0","2","8","3","味方単体の物理攻撃力を{0}アップ","1","0","0","12","0","2160","1","10","1","物理攻撃力アップ+{0}","0","1","0","-2080","100820302","10"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","100850101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","100851101","90"
"0","0","0","0","自分の物理防御力を{0}アップ","1","0","0","1","0","0","1","3","0","","0","0","0","30","100851102","90"
"99","1","1.44","3","敵全体に{0}の魔法ダメージ","1","0","0","0","0","2160","18","2","0","魔法ダメージ+{0}","0","3","0","18","100900101","1"
"1","2","0","1","自分の物理防御力を0にする","1","2","0","99","0","0","2","21","1","","0","7","0","100","100900102","10"
"1","2","0","1","自分の魔法防御力を0にする","1","2","0","99","0","0","2","41","1","","0","7","0","100","100900103","10"
"1","1","1.2","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","20","2","0","魔法ダメージ+{0}","0","3","0","20","100900201","1"
"1","2","10","3","","1","0","1","0","0","0","100","3","0","","0","7","0","0","100900301","17"
"99","1","2","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","600","25","2","0","魔法ダメージ+{0}","0","3","0","25","100900302","1"
"1","2","0","3","","1","0","0","0","0","0","0","0","0","","0","7","0","0","100900303","30"
"1","2","0","3","","1","0","0","0","0","0","1.9","1","0","","0","7","0","0","100900304","21"
"1","2","50","1","自分の魔法攻撃力を{0}アップ","1","1","0","8","0","0","1","30","1","魔法攻撃力アップ+{0}","0","7","0","50","100901101","10"
"99","1","6.5","3","敵全体に{0}の魔法ダメージ","1","0","0","0","0","2160","81.25","2","0","魔法ダメージ+{0}","0","3","0","81.25","100901102","1"
"1","2","0","1","自分の物理防御力を初期値の100%ダウン","1","2","0","99","0","0","2","21","1","","0","7","0","100","100901103","10"
"1","2","0","1","自分の魔法防御力を初期値の100%ダウン","1","2","0","99","0","0","2","41","1","","0","7","0","100","100901104","10"
"1","1","1.6","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","20","2","0","魔法ダメージ+{0}","0","3","0","20","100901201","1"
"99","2","0.6","3","敵単体の魔法防御力を{0}ダウン","1","1","0","12","0","2160","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.6","100901202","10"
"1","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","100950101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","100951101","90"
"99","2","15","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","15","101000101","10"
"99","2","0.6","3","味方全体の物理防御力を{0}アップ","1","0","0","18","0","2160","1","20","1","物理防御力アップ+{0}","0","3","0","0.6","101000102","10"
"99","2","0","3","味方全体のＴＰを固定量で{0}回復","1","0","0","18","0","2160","50","4","1","","0","3","0","0","101000103","16"
"1","2","7.5","2","味方単体のＨＰを{0}回復","1","0","0","1","0","2160","1","2","0","ＨＰ回復量+{0}","0","5","0","7.5","101000201","4"
"1","1","100","1","敵単体を暗闇状態にする","1","0","0","0","1","2160","8","40","0","暗闇の確定成功Ｌｖ+1","0","3","0","0","101000301","12"
"99","2","30","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","30","101001101","10"
"99","2","0","3","味方全体の魔法クリティカルを{0}アップ","1","0","0","18","0","2160","1","70","1","","0","3","0","100","101001102","10"
"99","2","0","3","味方全体の魔法攻撃クリティカル時のダメージを5％アップ","1","0","0","18","0","2160","1","120","1","","0","3","0","5","101001103","10"
"99","2","1.1","3","味方全体の物理防御力を{0}アップ","1","0","0","18","0","2160","1","20","1","物理防御力アップ+{0}","0","3","0","1.1","101001104","10"
"99","2","0","3","味方全体のＴＰを固定量で{0}回復","1","0","0","0","0","2160","120","4","1","","0","3","0","0","101001105","16"
