3b275ed830955ea3801041cf8309951928ddc2a877253b3ddd046ec340e60820,a3605685950354fc1d98224dbc4abf3055e545e157263434e5399dc74799fb8c,4c7ed8d8d32dc5a050d2b7aeb27f7d57a949f40f0aa88b557d833b91a7cc49f4,ca64f5516b19eb28f56b62634753f766e2e8580bad220289e7603973ad217917,d3a249b78ff9187cffe64b0e0f9ec3746cfbb9fb675d1108f137e3617a85067a,662958f7174a1dacd054d94dedce94e8ec8310edc5da5741f42d8cb4f2267891,51b02726f5bdb10e5e96cf9ce1af41dfe31bb43744dbce50e59d8212fd2e9e1b,29812b8592b1b3556cf60014b458e777b85222462233cbc6e84300609dce8f23,1b8f4b5310ff1e6c3b450fe6463306d1e439a44810453db238c1e59cdf0cce0e
"1","1004","4","100617","1006","2","難易度HARD3で1回戦おう","0","100617"
"1","1001","5","100618","1006","2","難易度HARDで15000pt獲得しよう","15000","100618"
"1","1001","5","100619","1006","2","難易度HARDで30000pt獲得しよう","30000","100619"
"1","1001","5","100620","1006","2","難易度HARDで45000pt獲得しよう","45000","100620"
"1","1002","6","100621","1006","3","難易度EXTRA1で1回戦おう","0","100621"
"1","1003","6","100622","1006","3","難易度EXTRA2で1回戦おう","0","100622"
"1","1004","6","100623","1006","3","難易度EXTRA3で1回戦おう","0","100623"
"1","1001","7","100624","1006","3","難易度EXTRAで20000pt獲得しよう","20000","100624"
"1","1001","7","100625","1006","3","難易度EXTRAで40000pt獲得しよう","40000","100625"
"1","1001","7","100626","1006","3","難易度EXTRAで60000pt獲得しよう","60000","100626"
"1","1001","0","100701","1007","0","全難易度合計で10000pt獲得しよう","10000","100701"
"1","1001","0","100702","1007","0","全難易度合計で30000pt獲得しよう","30000","100702"
"1","1001","0","100703","1007","0","全難易度合計で50000pt獲得しよう","50000","100703"
"1","1001","0","100704","1007","0","全難易度合計で70000pt獲得しよう","70000","100704"
"1","1001","1","100705","1007","0","全難易度合計で90000pt獲得しよう","90000","100705"
"1","1001","1","100706","1007","0","全難易度合計で105000pt獲得しよう","105000","100706"
"1","1001","1","100707","1007","0","全難易度合計で120000pt獲得しよう","120000","100707"
"1","1001","1","100708","1007","0","全難易度合計で135000pt獲得しよう","135000","100708"
"1","1002","2","100709","1007","1","難易度NORMAL1で1回戦おう","0","100709"
"1","1003","2","100710","1007","1","難易度NORMAL2で1回戦おう","0","100710"
"1","1004","2","100711","1007","1","難易度NORMAL3で1回戦おう","0","100711"
"1","1001","3","100712","1007","1","難易度NORMALで10000pt獲得しよう","10000","100712"
"1","1001","3","100713","1007","1","難易度NORMALで20000pt獲得しよう","20000","100713"
"1","1001","3","100714","1007","1","難易度NORMALで30000pt獲得しよう","30000","100714"
"1","1002","4","100715","1007","2","難易度HARD1で1回戦おう","0","100715"
"1","1003","4","100716","1007","2","難易度HARD2で1回戦おう","0","100716"
"1","1004","4","100717","1007","2","難易度HARD3で1回戦おう","0","100717"
"1","1001","5","100718","1007","2","難易度HARDで15000pt獲得しよう","15000","100718"
"1","1001","5","100719","1007","2","難易度HARDで30000pt獲得しよう","30000","100719"
"1","1001","5","100720","1007","2","難易度HARDで45000pt獲得しよう","45000","100720"
"1","1002","6","100721","1007","3","難易度EXTRA1で1回戦おう","0","100721"
"1","1003","6","100722","1007","3","難易度EXTRA2で1回戦おう","0","100722"
"1","1004","6","100723","1007","3","難易度EXTRA3で1回戦おう","0","100723"
"1","1001","7","100724","1007","3","難易度EXTRAで20000pt獲得しよう","20000","100724"
"1","1001","7","100725","1007","3","難易度EXTRAで40000pt獲得しよう","40000","100725"
"1","1001","7","100726","1007","3","難易度EXTRAで60000pt獲得しよう","60000","100726"
"1","1001","0","100801","1008","0","全難易度合計で10000pt獲得しよう","10000","100801"
"1","1001","0","100802","1008","0","全難易度合計で30000pt獲得しよう","30000","100802"
"1","1001","0","100803","1008","0","全難易度合計で50000pt獲得しよう","50000","100803"
"1","1001","0","100804","1008","0","全難易度合計で70000pt獲得しよう","70000","100804"
"1","1001","1","100805","1008","0","全難易度合計で90000pt獲得しよう","90000","100805"
"1","1001","1","100806","1008","0","全難易度合計で105000pt獲得しよう","105000","100806"
"1","1001","1","100807","1008","0","全難易度合計で120000pt獲得しよう","120000","100807"
"1","1001","1","100808","1008","0","全難易度合計で135000pt獲得しよう","135000","100808"
"1","1002","2","100809","1008","1","難易度NORMAL1で1回戦おう","0","100809"
"1","1003","2","100810","1008","1","難易度NORMAL2で1回戦おう","0","100810"
"1","1004","2","100811","1008","1","難易度NORMAL3で1回戦おう","0","100811"
"1","1001","3","100812","1008","1","難易度NORMALで10000pt獲得しよう","10000","100812"
"1","1001","3","100813","1008","1","難易度NORMALで20000pt獲得しよう","20000","100813"
"1","1001","3","100814","1008","1","難易度NORMALで30000pt獲得しよう","30000","100814"
"1","1002","4","100815","1008","2","難易度HARD1で1回戦おう","0","100815"
"1","1003","4","100816","1008","2","難易度HARD2で1回戦おう","0","100816"
"1","1004","4","100817","1008","2","難易度HARD3で1回戦おう","0","100817"
"1","1001","5","100818","1008","2","難易度HARDで15000pt獲得しよう","15000","100818"
"1","1001","5","100819","1008","2","難易度HARDで30000pt獲得しよう","30000","100819"
"1","1001","5","100820","1008","2","難易度HARDで45000pt獲得しよう","45000","100820"
"1","1002","6","100821","1008","3","難易度EXTRA1で1回戦おう","0","100821"
"1","1003","6","100822","1008","3","難易度EXTRA2で1回戦おう","0","100822"
"1","1004","6","100823","1008","3","難易度EXTRA3で1回戦おう","0","100823"
"1","1001","7","100824","1008","3","難易度EXTRAで20000pt獲得しよう","20000","100824"
"1","1001","7","100825","1008","3","難易度EXTRAで40000pt獲得しよう","40000","100825"
"1","1001","7","100826","1008","3","難易度EXTRAで60000pt獲得しよう","60000","100826"
"1","1001","0","100901","1009","0","全難易度合計で10000pt獲得しよう","10000","100901"
"1","1001","0","100902","1009","0","全難易度合計で30000pt獲得しよう","30000","100902"
"1","1001","0","100903","1009","0","全難易度合計で50000pt獲得しよう","50000","100903"
"1","1001","0","100904","1009","0","全難易度合計で70000pt獲得しよう","70000","100904"
"1","1001","1","100905","1009","0","全難易度合計で90000pt獲得しよう","90000","100905"
"1","1001","1","100906","1009","0","全難易度合計で105000pt獲得しよう","105000","100906"
"1","1001","1","100907","1009","0","全難易度合計で120000pt獲得しよう","120000","100907"
"1","1001","1","100908","1009","0","全難易度合計で135000pt獲得しよう","135000","100908"
"1","1002","2","100909","1009","1","難易度NORMAL1で1回戦おう","0","100909"
"1","1003","2","100910","1009","1","難易度NORMAL2で1回戦おう","0","100910"
"1","1004","2","100911","1009","1","難易度NORMAL3で1回戦おう","0","100911"
"1","1001","3","100912","1009","1","難易度NORMALで10000pt獲得しよう","10000","100912"
"1","1001","3","100913","1009","1","難易度NORMALで20000pt獲得しよう","20000","100913"
"1","1001","3","100914","1009","1","難易度NORMALで30000pt獲得しよう","30000","100914"
"1","1002","4","100915","1009","2","難易度HARD1で1回戦おう","0","100915"
"1","1003","4","100916","1009","2","難易度HARD2で1回戦おう","0","100916"
"1","1004","4","100917","1009","2","難易度HARD3で1回戦おう","0","100917"
"1","1001","5","100918","1009","2","難易度HARDで15000pt獲得しよう","15000","100918"
"1","1001","5","100919","1009","2","難易度HARDで30000pt獲得しよう","30000","100919"
"1","1001","5","100920","1009","2","難易度HARDで45000pt獲得しよう","45000","100920"
"1","1002","6","100921","1009","3","難易度EXTRA1で1回戦おう","0","100921"
"1","1003","6","100922","1009","3","難易度EXTRA2で1回戦おう","0","100922"
"1","1004","6","100923","1009","3","難易度EXTRA3で1回戦おう","0","100923"
"1","1001","7","100924","1009","3","難易度EXTRAで20000pt獲得しよう","20000","100924"
"1","1001","7","100925","1009","3","難易度EXTRAで40000pt獲得しよう","40000","100925"
"1","1001","7","100926","1009","3","難易度EXTRAで60000pt獲得しよう","60000","100926"
