bb9b32e806b1606c1cd8dd697b79afc70277605e1fcc40a8e090ec1281985d2e,fd4fa16d4750b866274b1a4e1112250703182e06d52883c9273f87ff69f07145,c74de2ab5da851144a04f8f723a981ca118662502421747021c228ce6ebbd560,31a0c39726c3703f7331c01c35cf31e4ba6eab26dfa0c68635ad1a39ec4163d7,a980b62e731704987f78c5e073d7eb85213cfe6f3630276eddac335f0c75667e,86576b7169cf795ff1361871cd2e37e0b634890ad8011b58d8b7bb459876bcea,43dbf21debbbe4375be0c8aa0cb82f4a62ad5c765f3d02bc1d5b7d0117bf408b,745d44d738dca2e640d45b95a8fdfa531c8d7478cce35abf34b188dd9f3c89e0,460f0fb0bed33fbfe662c63293864b8f433462f0edf93e9f73944081270302d9,77025dd5575221a3132dc9d048e4af770e8cef4fe6f70f773fd361f755358b47,23f4ae8618439a35bc53453a6eef67582e1a281852291b3f3a9c9ddc83f73c9d,7df9f8edadc6c6ceb46418b3526fde4a142909e7879af141f8bd7281957b9e53
"19","4","5154063","0","0","3","0","515406319","1","0","0","0"
"20","2","5154063","0","vo_abd","0","0","515406320","0","0","vo_abd_0207","0"
"21","1","5154063","8","0","0","1.2","515406321","0","0","0","245"
"22","4","5154063","0","0","1.6","0","515406322","1","0","0","0"
"23","1","5154063","8","0","0","0.45","515406323","0","245","0","400"
"24","4","5154063","0","0","0.45","0","515406324","1","0","0","0"
"25","2","5154063","0","vo_abd","0","0","515406325","0","0","vo_abd_0208","0"
"26","1","5154063","9","0","0","1.1","515406326","0","0","0","300"
"27","4","5154063","0","0","1.6","0","515406327","1","0","0","0"
"28","2","5154063","0","vo_abd","0","0","515406328","0","0","vo_abd_0209","0"
"29","1","5154063","10","0","0","0.5","515406329","0","0","0","280"
"30","4","5154063","0","0","0.5","0","515406330","1","0","0","0"
"31","2","5154063","0","vo_abd","0","0","515406331","0","0","vo_abd_0210","0"
"32","1","5154063","11","0","0","1","515406332","0","0","0","360"
"1","4","5154064","0","0","0.8","0","515406401","1","0","0","0"
"2","2","5154064","0","vo_abd","0","0","515406402","0","0","vo_abd_0301","0"
"3","1","5154064","1","0","0","2","515406403","0","0","0","330"
"4","4","5154064","0","0","2.8","0","515406404","1","0","0","0"
"5","2","5154064","0","vo_abd","0","0","515406405","0","0","vo_abd_0302","0"
"6","1","5154064","2","0","0","2","515406406","0","0","0","400"
"7","4","5154064","0","0","3.5","0","515406407","1","0","0","0"
"8","2","5154064","0","vo_abd","0","0","515406408","0","0","vo_abd_0303","0"
"9","1","5154064","3","0","0","2.8","515406409","0","0","0","425"
"10","4","5154064","0","0","3.5","0","515406410","1","0","0","0"
"11","2","5154064","0","vo_abd","0","0","515406411","0","0","vo_abd_0304","0"
"12","1","5154064","4","0","0","3","515406412","0","0","0","450"
"13","4","5154064","0","0","4","0","515406413","1","0","0","0"
"14","2","5154064","0","vo_abd","0","0","515406414","0","0","vo_abd_0305","0"
"15","1","5154064","5","0","0","0.2","515406415","0","0","0","35"
"16","4","5154064","0","0","1.05","0","515406416","1","0","0","0"
"17","1","5154064","5","0","0","2","515406417","0","45","0","420"
"18","4","5154064","0","0","3.5","0","515406418","1","0","0","0"
"19","2","5154064","0","vo_abd","0","0","515406419","0","0","vo_abd_0306","0"
"20","1","5154064","6","0","0","1","515406420","0","0","0","175"
"21","4","5154064","0","0","1.7","0","515406421","1","0","0","0"
"22","1","5154064","6","0","0","1","515406422","0","175","0","260"
"23","4","5154064","0","0","2.8","0","515406423","1","0","0","0"
"24","1","5154064","6","0","0","0.8","515406424","0","260","0","400"
"25","4","5154064","0","0","0.96","0","515406425","1","0","0","0"
"26","2","5154064","0","vo_abd","0","0","515406426","0","0","vo_abd_0307","0"
"27","1","5154064","7","0","0","1.5","515406427","0","0","0","245"
"28","4","5154064","0","0","1.7","0","515406428","1","0","0","0"
"29","1","5154064","7","0","0","0.8","515406429","0","245","0","400"
"30","4","5154064","0","0","2","0","515406430","1","0","0","0"
"31","2","5154064","0","vo_abd","0","0","515406431","0","0","vo_abd_0308","0"
"32","1","5154064","8","0","0","1","515406432","0","0","0","208"
"33","4","5154064","0","0","2","0","515406433","1","0","0","0"
"34","1","5154064","8","0","0","0.3","515406434","0","208","0","270"
"35","4","5154064","0","0","1.5","0","515406435","1","0","0","0"
"36","1","5154064","8","0","0","0.8","515406436","0","275","0","400"
"37","4","5154064","0","0","2","0","515406437","1","0","0","0"
"38","2","5154064","0","vo_abd","0","0","515406438","0","0","vo_abd_0309","0"
"39","1","5154064","9","0","0","2","515406439","0","0","0","300"
"40","4","5154064","0","0","2.65","0","515406440","1","0","0","0"
"41","1","5154064","9","0","0","1","515406441","0","300","0","425"
"42","4","5154064","0","0","2","0","515406442","1","0","0","0"
"43","2","5154064","0","vo_abd","0","0","515406443","0","0","vo_abd_0310","0"
"44","1","5154064","10","0","0","2.5","515406444","0","0","0","375"
"45","4","5154064","0","0","4","0","515406445","1","0","0","0"
"46","2","5154064","0","vo_abd","0","0","515406446","0","0","vo_abd_0311","0"
"47","1","5154064","11","0","0","1.2","515406447","0","0","0","165"
"48","4","5154064","0","0","2","0","515406448","1","0","0","0"
"49","1","5154064","11","0","0","1","515406449","0","165","0","295"
"50","4","5154064","0","0","2.5","0","515406450","1","0","0","0"
"51","1","5154064","11","0","0","0.5","515406451","0","295","0","400"
"1","4","5154065","0","0","0.8","0","515406501","1","0","0","0"
"2","2","5154065","0","vo_abd","0","0","515406502","0","0","vo_abd_0401","0"
"3","1","5154065","1","0","0","2","515406503","0","0","0","400"
"4","4","5154065","0","0","3.2","0","515406504","1","0","0","0"
"5","2","5154065","0","vo_abd","0","0","515406505","0","0","vo_abd_0402","0"
"6","1","5154065","2","0","0","2","515406506","0","0","0","400"
"7","4","5154065","0","0","3.7","0","515406507","1","0","0","0"
"8","2","5154065","0","vo_abd","0","0","515406508","0","0","vo_abd_0403","0"
"9","1","5154065","3","0","0","2","515406509","0","0","0","400"
"10","4","5154065","0","0","3","0","515406510","1","0","0","0"
"11","2","5154065","0","vo_abd","0","0","515406511","0","0","vo_abd_0404","0"
"12","1","5154065","4","0","0","1","515406512","0","0","0","155"
"13","4","5154065","0","0","1.15","0","515406513","1","0","0","0"
"14","1","5154065","4","0","0","1","515406514","0","155","0","425"
"15","4","5154065","0","0","2.5","0","515406515","1","0","0","0"
"16","2","5154065","0","vo_abd","0","0","515406516","0","0","vo_abd_0405","0"
"17","1","5154065","5","0","0","2.4","515406517","0","0","0","450"
"18","4","5154065","0","0","2.9","0","515406518","1","0","0","0"
"19","2","5154065","0","vo_abd","0","0","515406519","0","0","vo_abd_0407","0"
"20","1","5154065","6","0","0","1","515406520","0","0","0","300"
"21","4","5154065","0","0","1.5","0","515406521","1","0","0","0"
"22","2","5154065","0","vo_abd","0","0","515406522","0","0","vo_abd_0408","0"
"23","1","5154065","7","0","0","1","515406523","0","0","0","250"
"24","4","5154065","0","0","1","0","515406524","1","0","0","0"
"25","2","5154065","0","vo_abd","0","0","515406525","0","0","vo_abd_0409","0"
"26","1","5154065","8","0","0","1","515406526","0","0","0","250"
"27","4","5154065","0","0","2","0","515406527","1","0","0","0"
"28","2","5154065","0","vo_abd","0","0","515406528","0","0","vo_abd_0410","0"
"29","1","5154065","9","0","0","0.2","515406529","0","0","0","50"
"30","4","5154065","0","0","0.7","0","515406530","1","0","0","0"
"31","1","5154065","9","0","0","1.5","515406531","0","50","0","280"
"32","4","5154065","0","0","2.5","0","515406532","1","0","0","0"
"33","2","5154065","0","vo_abd","0","0","515406533","0","0","vo_abd_0411","0"
"34","1","5154065","10","0","0","0.2","515406534","0","0","0","35"
"35","4","5154065","0","0","1.08","0","515406535","1","0","0","0"
"36","1","5154065","10","0","0","0.3","515406536","0","35","0","107"
"37","4","5154065","0","0","0.9","0","515406537","1","0","0","0"
"38","1","5154065","10","0","0","1.5","515406538","0","107","0","425"
