018d326e9d9c393a6c3aefadc8a1828d43e5c14c69d4b9cd35712968860b6772,033dd9f16e49f05a0f95bc3919eb7b4dae708224402bf510a30afdc5ff0c5ee3,e194102f3e2d2d42d22ab239198d0cba2f9d314f0ef0943905379fcfabf7e89c,8d746ea35c6130d1ae2d462ad9f760a2f6fca48e284bf8d3c406ee7a67e7dd39,a1c7c07cd780587363361c372dc3193af3c6c6026f16ebd8298e0e31b623e0df,7bfc86875548c7471f5f6b424127b226c16707640b0c8a2ddf76382c06da15e5,14afbcb9d66ea3012bc157890259db94186061f47147b517abfbf4b7e3e58471
"4","2","0","4","2340","0","10201"
"4","2","0","5","2400","0","10201"
"5","2","0","0","2700","0","10201"
"5","2","0","1","2760","0","10201"
"5","2","0","2","2820","0","10201"
"5","2","0","3","2880","0","10201"
"5","2","0","4","2940","0","10201"
"5","2","0","5","3000","0","10201"
"1","5","0","0","150","0","10202"
"1","5","0","1","180","0","10202"
"1","5","0","2","210","0","10202"
"1","5","0","3","240","0","10202"
"1","5","0","4","270","0","10202"
"1","5","0","5","300","0","10202"
"2","5","0","0","450","0","10202"
"2","5","0","1","480","0","10202"
"2","5","0","2","510","0","10202"
"2","5","0","3","540","0","10202"
"2","5","0","4","570","0","10202"
"2","5","0","5","600","0","10202"
"3","5","0","0","750","0","10202"
"3","5","0","1","780","0","10202"
"3","5","0","2","810","0","10202"
"3","5","0","3","840","0","10202"
"3","5","0","4","870","0","10202"
"3","5","0","5","900","0","10202"
"4","5","0","0","1050","0","10202"
"4","5","0","1","1080","0","10202"
"4","5","0","2","1110","0","10202"
"4","5","0","3","1140","0","10202"
"4","5","0","4","1170","0","10202"
"4","5","0","5","1200","0","10202"
"5","5","0","0","1350","0","10202"
"5","5","0","1","1380","0","10202"
"5","5","0","2","1410","0","10202"
"5","5","0","3","1440","0","10202"
"5","5","0","4","1470","0","10202"
"5","5","0","5","1500","0","10202"
"1","6","0","0","150","0","10203"
"1","6","0","1","180","0","10203"
"1","6","0","2","210","0","10203"
"1","6","0","3","240","0","10203"
"1","6","0","4","270","0","10203"
"1","6","0","5","300","0","10203"
"2","6","0","0","450","0","10203"
"2","6","0","1","480","0","10203"
"2","6","0","2","510","0","10203"
"2","6","0","3","540","0","10203"
"2","6","0","4","570","0","10203"
"2","6","0","5","600","0","10203"
"3","6","0","0","750","0","10203"
"3","6","0","1","780","0","10203"
"3","6","0","2","810","0","10203"
"3","6","0","3","840","0","10203"
"3","6","0","4","870","0","10203"
"3","6","0","5","900","0","10203"
"4","6","0","0","1050","0","10203"
"4","6","0","1","1080","0","10203"
"4","6","0","2","1110","0","10203"
"4","6","0","3","1140","0","10203"
"4","6","0","4","1170","0","10203"
"4","6","0","5","1200","0","10203"
"5","6","0","0","1350","0","10203"
"5","6","0","1","1380","0","10203"
"5","6","0","2","1410","0","10203"
"5","6","0","3","1440","0","10203"
"5","6","0","4","1470","0","10203"
"5","6","0","5","1500","0","10203"
"1","10","0","0","300","0","10204"
"1","10","0","1","360","0","10204"
"1","10","0","2","420","0","10204"
"1","10","0","3","480","0","10204"
"1","10","0","4","540","0","10204"
"1","10","0","5","600","0","10204"
"2","10","0","0","900","0","10204"
"2","10","0","1","960","0","10204"
"2","10","0","2","1020","0","10204"
"2","10","0","3","1080","0","10204"
"2","10","0","4","1140","0","10204"
"2","10","0","5","1200","0","10204"
"3","10","0","0","1500","0","10204"
"3","10","0","1","1560","0","10204"
"3","10","0","2","1620","0","10204"
"3","10","0","3","1680","0","10204"
"3","10","0","4","1740","0","10204"
"3","10","0","5","1800","0","10204"
"4","10","0","0","2100","0","10204"
"4","10","0","1","2160","0","10204"
"4","10","0","2","2220","0","10204"
"4","10","0","3","2280","0","10204"
"4","10","0","4","2340","0","10204"
"4","10","0","5","2400","0","10204"
"5","10","0","0","2700","0","10204"
"5","10","0","1","2760","0","10204"
"5","10","0","2","2820","0","10204"
"5","10","0","3","2880","0","10204"
"5","10","0","4","2940","0","10204"
"5","10","0","5","3000","0","10204"
"1","1","0","0","150","0","10301"
"1","1","0","1","180","0","10301"
"1","1","0","2","210","0","10301"
"1","1","0","3","240","0","10301"
"1","1","0","4","270","0","10301"
"1","1","0","5","300","0","10301"
"2","1","0","0","450","0","10301"
"2","1","0","1","480","0","10301"
"2","1","0","2","510","0","10301"
"2","1","0","3","540","0","10301"
"2","1","0","4","570","0","10301"
"2","1","0","5","600","0","10301"
"3","1","0","0","750","0","10301"
"3","1","0","1","780","0","10301"
"3","1","0","2","810","0","10301"
"3","1","0","3","840","0","10301"
"3","1","0","4","870","0","10301"
"3","1","0","5","900","0","10301"
"4","1","0","0","1050","0","10301"
"4","1","0","1","1080","0","10301"
"4","1","0","2","1110","0","10301"
"4","1","0","3","1140","0","10301"
"4","1","0","4","1170","0","10301"
"4","1","0","5","1200","0","10301"
"5","1","0","0","1350","0","10301"
"5","1","0","1","1380","0","10301"
"5","1","0","2","1410","0","10301"
"5","1","0","3","1440","0","10301"
"5","1","0","4","1470","0","10301"
"5","1","0","5","1500","0","10301"
"1","3","0","0","150","0","10302"
"1","3","0","1","180","0","10302"
"1","3","0","2","210","0","10302"
"1","3","0","3","240","0","10302"
"1","3","0","4","270","0","10302"
"1","3","0","5","300","0","10302"
"2","3","0","0","450","0","10302"
"2","3","0","1","480","0","10302"
"2","3","0","2","510","0","10302"
"2","3","0","3","540","0","10302"
"2","3","0","4","570","0","10302"
"2","3","0","5","600","0","10302"
"3","3","0","0","750","0","10302"
"3","3","0","1","780","0","10302"
"3","3","0","2","810","0","10302"
"3","3","0","3","840","0","10302"
"3","3","0","4","870","0","10302"
"3","3","0","5","900","0","10302"
"4","3","0","0","1050","0","10302"
"4","3","0","1","1080","0","10302"
"4","3","0","2","1110","0","10302"
"4","3","0","3","1140","0","10302"
"4","3","0","4","1170","0","10302"
"4","3","0","5","1200","0","10302"
"5","3","0","0","1350","0","10302"
"5","3","0","1","1380","0","10302"
"5","3","0","2","1410","0","10302"
"5","3","0","3","1440","0","10302"
"5","3","0","4","1470","0","10302"
"5","3","0","5","1500","0","10302"
"1","4","0","0","150","0","10303"
"1","4","0","1","180","0","10303"
"1","4","0","2","210","0","10303"
"1","4","0","3","240","0","10303"
"1","4","0","4","270","0","10303"
"1","4","0","5","300","0","10303"
"2","4","0","0","450","0","10303"
"2","4","0","1","480","0","10303"
"2","4","0","2","510","0","10303"
"2","4","0","3","540","0","10303"
"2","4","0","4","570","0","10303"
"2","4","0","5","600","0","10303"
"3","4","0","0","750","0","10303"
"3","4","0","1","780","0","10303"
"3","4","0","2","810","0","10303"
"3","4","0","3","840","0","10303"
"3","4","0","4","870","0","10303"
"3","4","0","5","900","0","10303"
"4","4","0","0","1050","0","10303"
"4","4","0","1","1080","0","10303"
"4","4","0","2","1110","0","10303"
"4","4","0","3","1140","0","10303"
"4","4","0","4","1170","0","10303"
"4","4","0","5","1200","0","10303"
"5","4","0","0","1350","0","10303"
"5","4","0","1","1380","0","10303"
"5","4","0","2","1410","0","10303"
"5","4","0","3","1440","0","10303"
"5","4","0","4","1470","0","10303"
"5","4","0","5","1500","0","10303"
"1","11","0","0","200","0","10304"
"1","11","0","1","240","0","10304"
"1","11","0","2","280","0","10304"
"1","11","0","3","320","0","10304"
"1","11","0","4","360","0","10304"
"1","11","0","5","400","0","10304"
"2","11","0","0","600","0","10304"
"2","11","0","1","640","0","10304"
"2","11","0","2","680","0","10304"
"2","11","0","3","720","0","10304"
"2","11","0","4","760","0","10304"
"2","11","0","5","800","0","10304"
"3","11","0","0","1000","0","10304"
"3","11","0","1","1040","0","10304"
"3","11","0","2","1080","0","10304"
"3","11","0","3","1120","0","10304"
"3","11","0","4","1160","0","10304"
"3","11","0","5","1200","0","10304"
"4","11","0","0","1400","0","10304"
"4","11","0","1","1440","0","10304"
"4","11","0","2","1480","0","10304"
"4","11","0","3","1520","0","10304"
"4","11","0","4","1560","0","10304"
"4","11","0","5","1600","0","10304"
"5","11","0","0","1800","0","10304"
"5","11","0","1","1840","0","10304"
"5","11","0","2","1880","0","10304"
"5","11","0","3","1920","0","10304"
"5","11","0","4","1960","0","10304"
"5","11","0","5","2000","0","10304"
"1","1","0","0","150","0","10401"
"1","1","0","1","180","0","10401"
"1","1","0","2","210","0","10401"
"1","1","0","3","240","0","10401"
"1","1","0","4","270","0","10401"
"1","1","0","5","300","0","10401"
"2","1","0","0","450","0","10401"
"2","1","0","1","480","0","10401"
"2","1","0","2","510","0","10401"
"2","1","0","3","540","0","10401"
"2","1","0","4","570","0","10401"
"2","1","0","5","600","0","10401"
"3","1","0","0","750","0","10401"
"3","1","0","1","780","0","10401"
"3","1","0","2","810","0","10401"
"3","1","0","3","840","0","10401"
"3","1","0","4","870","0","10401"
"3","1","0","5","900","0","10401"
"4","1","0","0","1050","0","10401"
"4","1","0","1","1080","0","10401"
"4","1","0","2","1110","0","10401"
"4","1","0","3","1140","0","10401"
"4","1","0","4","1170","0","10401"
"4","1","0","5","1200","0","10401"
"5","1","0","0","1350","0","10401"
"5","1","0","1","1380","0","10401"
"5","1","0","2","1410","0","10401"
"5","1","0","3","1440","0","10401"
"5","1","0","4","1470","0","10401"
"5","1","0","5","1500","0","10401"
"1","3","0","0","150","0","10402"
"1","3","0","1","180","0","10402"
"1","3","0","2","210","0","10402"
"1","3","0","3","240","0","10402"
"1","3","0","4","270","0","10402"
"1","3","0","5","300","0","10402"
"2","3","0","0","450","0","10402"
"2","3","0","1","480","0","10402"
"2","3","0","2","510","0","10402"
"2","3","0","3","540","0","10402"
"2","3","0","4","570","0","10402"
"2","3","0","5","600","0","10402"
"3","3","0","0","750","0","10402"
"3","3","0","1","780","0","10402"
"3","3","0","2","810","0","10402"
"3","3","0","3","840","0","10402"
"3","3","0","4","870","0","10402"
"3","3","0","5","900","0","10402"
"4","3","0","0","1050","0","10402"
"4","3","0","1","1080","0","10402"
"4","3","0","2","1110","0","10402"
"4","3","0","3","1140","0","10402"
"4","3","0","4","1170","0","10402"
"4","3","0","5","1200","0","10402"
"5","3","0","0","1350","0","10402"
"5","3","0","1","1380","0","10402"
"5","3","0","2","1410","0","10402"
"5","3","0","3","1440","0","10402"
"5","3","0","4","1470","0","10402"
"5","3","0","5","1500","0","10402"
"1","4","0","0","150","0","10403"
"1","4","0","1","180","0","10403"
"1","4","0","2","210","0","10403"
"1","4","0","3","240","0","10403"
"1","4","0","4","270","0","10403"
"1","4","0","5","300","0","10403"
"2","4","0","0","450","0","10403"
"2","4","0","1","480","0","10403"
"2","4","0","2","510","0","10403"
"2","4","0","3","540","0","10403"
"2","4","0","4","570","0","10403"
"2","4","0","5","600","0","10403"
"3","4","0","0","750","0","10403"
"3","4","0","1","780","0","10403"
"3","4","0","2","810","0","10403"
"3","4","0","3","840","0","10403"
"3","4","0","4","870","0","10403"
"3","4","0","5","900","0","10403"
"4","4","0","0","1050","0","10403"
"4","4","0","1","1080","0","10403"
"4","4","0","2","1110","0","10403"
"4","4","0","3","1140","0","10403"
"4","4","0","4","1170","0","10403"
"4","4","0","5","1200","0","10403"
"5","4","0","0","1350","0","10403"
"5","4","0","1","1380","0","10403"
"5","4","0","2","1410","0","10403"
"5","4","0","3","1440","0","10403"
"5","4","0","4","1470","0","10403"
"5","4","0","5","1500","0","10403"
"1","12","0","0","200","0","10404"
"1","12","0","1","240","0","10404"
"1","12","0","2","280","0","10404"
"1","12","0","3","320","0","10404"
"1","12","0","4","360","0","10404"
"1","12","0","5","400","0","10404"
"2","12","0","0","600","0","10404"
"2","12","0","1","640","0","10404"
"2","12","0","2","680","0","10404"
"2","12","0","3","720","0","10404"
"2","12","0","4","760","0","10404"
"2","12","0","5","800","0","10404"
"3","12","0","0","1000","0","10404"
"3","12","0","1","1040","0","10404"
"3","12","0","2","1080","0","10404"
"3","12","0","3","1120","0","10404"
"3","12","0","4","1160","0","10404"
"3","12","0","5","1200","0","10404"
"4","12","0","0","1400","0","10404"
"4","12","0","1","1440","0","10404"
"4","12","0","2","1480","0","10404"
"4","12","0","3","1520","0","10404"
"4","12","0","4","1560","0","10404"
"4","12","0","5","1600","0","10404"
"5","12","0","0","1800","0","10404"
"5","12","0","1","1840","0","10404"
"5","12","0","2","1880","0","10404"
"5","12","0","3","1920","0","10404"
"5","12","0","4","1960","0","10404"
"5","12","0","5","2000","0","10404"
"1","1","0","0","150","0","10501"
"1","1","0","1","180","0","10501"
"1","1","0","2","210","0","10501"
"1","1","0","3","240","0","10501"
"1","1","0","4","270","0","10501"
"1","1","0","5","300","0","10501"
"2","1","0","0","450","0","10501"
"2","1","0","1","480","0","10501"
"2","1","0","2","510","0","10501"
"2","1","0","3","540","0","10501"
"2","1","0","4","570","0","10501"
"2","1","0","5","600","0","10501"
"3","1","0","0","750","0","10501"
"3","1","0","1","780","0","10501"
"3","1","0","2","810","0","10501"
"3","1","0","3","840","0","10501"
"3","1","0","4","870","0","10501"
"3","1","0","5","900","0","10501"
"4","1","0","0","1050","0","10501"
"4","1","0","1","1080","0","10501"
"4","1","0","2","1110","0","10501"
"4","1","0","3","1140","0","10501"
"4","1","0","4","1170","0","10501"
"4","1","0","5","1200","0","10501"
"5","1","0","0","1350","0","10501"
"5","1","0","1","1380","0","10501"
"5","1","0","2","1410","0","10501"
"5","1","0","3","1440","0","10501"
"5","1","0","4","1470","0","10501"
"5","1","0","5","1500","0","10501"
"1","3","0","0","150","0","10502"
"1","3","0","1","180","0","10502"
"1","3","0","2","210","0","10502"
"1","3","0","3","240","0","10502"
"1","3","0","4","270","0","10502"
"1","3","0","5","300","0","10502"
"2","3","0","0","450","0","10502"
"2","3","0","1","480","0","10502"
"2","3","0","2","510","0","10502"
"2","3","0","3","540","0","10502"
"2","3","0","4","570","0","10502"
"2","3","0","5","600","0","10502"
"3","3","0","0","750","0","10502"
"3","3","0","1","780","0","10502"
"3","3","0","2","810","0","10502"
"3","3","0","3","840","0","10502"
"3","3","0","4","870","0","10502"
"3","3","0","5","900","0","10502"
"4","3","0","0","1050","0","10502"
"4","3","0","1","1080","0","10502"
"4","3","0","2","1110","0","10502"
"4","3","0","3","1140","0","10502"
"4","3","0","4","1170","0","10502"
"4","3","0","5","1200","0","10502"
"5","3","0","0","1350","0","10502"
"5","3","0","1","1380","0","10502"
"5","3","0","2","1410","0","10502"
"5","3","0","3","1440","0","10502"
"5","3","0","4","1470","0","10502"
"5","3","0","5","1500","0","10502"
"1","4","0","0","150","0","10503"
"1","4","0","1","180","0","10503"
"1","4","0","2","210","0","10503"
"1","4","0","3","240","0","10503"
"1","4","0","4","270","0","10503"
"1","4","0","5","300","0","10503"
"2","4","0","0","450","0","10503"
"2","4","0","1","480","0","10503"
"2","4","0","2","510","0","10503"
"2","4","0","3","540","0","10503"
"2","4","0","4","570","0","10503"
"2","4","0","5","600","0","10503"
"3","4","0","0","750","0","10503"
"3","4","0","1","780","0","10503"
"3","4","0","2","810","0","10503"
"3","4","0","3","840","0","10503"
"3","4","0","4","870","0","10503"
"3","4","0","5","900","0","10503"
"4","4","0","0","1050","0","10503"
"4","4","0","1","1080","0","10503"
"4","4","0","2","1110","0","10503"
"4","4","0","3","1140","0","10503"
"4","4","0","4","1170","0","10503"
"4","4","0","5","1200","0","10503"
"5","4","0","0","1350","0","10503"
"5","4","0","1","1380","0","10503"
"5","4","0","2","1410","0","10503"
"5","4","0","3","1440","0","10503"
"5","4","0","4","1470","0","10503"
"5","4","0","5","1500","0","10503"
"1","14","0","0","500","0","10504"
"1","14","0","1","600","0","10504"
"1","14","0","2","700","0","10504"
"1","14","0","3","800","0","10504"
"1","14","0","4","900","0","10504"
"1","14","0","5","1000","0","10504"
"2","14","0","0","1500","0","10504"
"2","14","0","1","1600","0","10504"
"2","14","0","2","1700","0","10504"
"2","14","0","3","1800","0","10504"
"2","14","0","4","1900","0","10504"
"2","14","0","5","2000","0","10504"
"3","14","0","0","2500","0","10504"
"3","14","0","1","2600","0","10504"
"3","14","0","2","2700","0","10504"
"3","14","0","3","2800","0","10504"
"3","14","0","4","2900","0","10504"
"3","14","0","5","3000","0","10504"
"4","14","0","0","3500","0","10504"
"4","14","0","1","3600","0","10504"
"4","14","0","2","3700","0","10504"
"4","14","0","3","3800","0","10504"
"4","14","0","4","3900","0","10504"
"4","14","0","5","4000","0","10504"
"5","14","0","0","4500","0","10504"
"5","14","0","1","4600","0","10504"
"5","14","0","2","4700","0","10504"
"5","14","0","3","4800","0","10504"
"5","14","0","4","4900","0","10504"
"5","14","0","5","5000","0","10504"
"1","1","0","0","150","0","10601"
"1","1","0","1","180","0","10601"
"1","1","0","2","210","0","10601"
"1","1","0","3","240","0","10601"
"1","1","0","4","270","0","10601"
"1","1","0","5","300","0","10601"
"2","1","0","0","450","0","10601"
"2","1","0","1","480","0","10601"
"2","1","0","2","510","0","10601"
"2","1","0","3","540","0","10601"
"2","1","0","4","570","0","10601"
"2","1","0","5","600","0","10601"
"3","1","0","0","750","0","10601"
"3","1","0","1","780","0","10601"
"3","1","0","2","810","0","10601"
"3","1","0","3","840","0","10601"
"3","1","0","4","870","0","10601"
"3","1","0","5","900","0","10601"
"4","1","0","0","1050","0","10601"
"4","1","0","1","1080","0","10601"
"4","1","0","2","1110","0","10601"
"4","1","0","3","1140","0","10601"
"4","1","0","4","1170","0","10601"
"4","1","0","5","1200","0","10601"
"5","1","0","0","1350","0","10601"
"5","1","0","1","1380","0","10601"
"5","1","0","2","1410","0","10601"
"5","1","0","3","1440","0","10601"
"5","1","0","4","1470","0","10601"
"5","1","0","5","1500","0","10601"
"1","3","0","0","150","0","10602"
"1","3","0","1","180","0","10602"
"1","3","0","2","210","0","10602"
"1","3","0","3","240","0","10602"
"1","3","0","4","270","0","10602"
"1","3","0","5","300","0","10602"
"2","3","0","0","450","0","10602"
"2","3","0","1","480","0","10602"
"2","3","0","2","510","0","10602"
"2","3","0","3","540","0","10602"
"2","3","0","4","570","0","10602"
"2","3","0","5","600","0","10602"
"3","3","0","0","750","0","10602"
"3","3","0","1","780","0","10602"
"3","3","0","2","810","0","10602"
"3","3","0","3","840","0","10602"
"3","3","0","4","870","0","10602"
"3","3","0","5","900","0","10602"
"4","3","0","0","1050","0","10602"
"4","3","0","1","1080","0","10602"
"4","3","0","2","1110","0","10602"
"4","3","0","3","1140","0","10602"
"4","3","0","4","1170","0","10602"
"4","3","0","5","1200","0","10602"
"5","3","0","0","1350","0","10602"
"5","3","0","1","1380","0","10602"
"5","3","0","2","1410","0","10602"
"5","3","0","3","1440","0","10602"
"5","3","0","4","1470","0","10602"
"5","3","0","5","1500","0","10602"
"1","4","0","0","150","0","10603"
"1","4","0","1","180","0","10603"
"1","4","0","2","210","0","10603"
"1","4","0","3","240","0","10603"
"1","4","0","4","270","0","10603"
"1","4","0","5","300","0","10603"
"2","4","0","0","450","0","10603"
"2","4","0","1","480","0","10603"
"2","4","0","2","510","0","10603"
"2","4","0","3","540","0","10603"
"2","4","0","4","570","0","10603"
"2","4","0","5","600","0","10603"
"3","4","0","0","750","0","10603"
"3","4","0","1","780","0","10603"
"3","4","0","2","810","0","10603"
"3","4","0","3","840","0","10603"
"3","4","0","4","870","0","10603"
"3","4","0","5","900","0","10603"
"4","4","0","0","1050","0","10603"
"4","4","0","1","1080","0","10603"
"4","4","0","2","1110","0","10603"
"4","4","0","3","1140","0","10603"
"4","4","0","4","1170","0","10603"
"4","4","0","5","1200","0","10603"
"5","4","0","0","1350","0","10603"
"5","4","0","1","1380","0","10603"
"5","4","0","2","1410","0","10603"
"5","4","0","3","1440","0","10603"
"5","4","0","4","1470","0","10603"
"5","4","0","5","1500","0","10603"
"1","13","0","0","200","0","10604"
"1","13","0","1","240","0","10604"
"1","13","0","2","280","0","10604"
"1","13","0","3","320","0","10604"
"1","13","0","4","360","0","10604"
"1","13","0","5","400","0","10604"
"2","13","0","0","600","0","10604"
"2","13","0","1","640","0","10604"
"2","13","0","2","680","0","10604"
"2","13","0","3","720","0","10604"
"2","13","0","4","760","0","10604"
"2","13","0","5","800","0","10604"
"3","13","0","0","1000","0","10604"
"3","13","0","1","1040","0","10604"
"3","13","0","2","1080","0","10604"
"3","13","0","3","1120","0","10604"
"3","13","0","4","1160","0","10604"
"3","13","0","5","1200","0","10604"
"4","13","0","0","1400","0","10604"
"4","13","0","1","1440","0","10604"
"4","13","0","2","1480","0","10604"
"4","13","0","3","1520","0","10604"
"4","13","0","4","1560","0","10604"
"4","13","0","5","1600","0","10604"
"5","13","0","0","1800","0","10604"
"5","13","0","1","1840","0","10604"
"5","13","0","2","1880","0","10604"
"5","13","0","3","1920","0","10604"
"5","13","0","4","1960","0","10604"
"5","13","0","5","2000","0","10604"
"1","1","0","0","150","0","10701"
"1","1","0","1","180","0","10701"
"1","1","0","2","210","0","10701"
"1","1","0","3","240","0","10701"
"1","1","0","4","270","0","10701"
"1","1","0","5","300","0","10701"
"2","1","0","0","450","0","10701"
"2","1","0","1","480","0","10701"
"2","1","0","2","510","0","10701"
"2","1","0","3","540","0","10701"
"2","1","0","4","570","0","10701"
"2","1","0","5","600","0","10701"
"3","1","0","0","750","0","10701"
"3","1","0","1","780","0","10701"
"3","1","0","2","810","0","10701"
"3","1","0","3","840","0","10701"
"3","1","0","4","870","0","10701"
"3","1","0","5","900","0","10701"
"4","1","0","0","1050","0","10701"
"4","1","0","1","1080","0","10701"
"4","1","0","2","1110","0","10701"
"4","1","0","3","1140","0","10701"
"4","1","0","4","1170","0","10701"
"4","1","0","5","1200","0","10701"
"5","1","0","0","1350","0","10701"
"5","1","0","1","1380","0","10701"
"5","1","0","2","1410","0","10701"
"5","1","0","3","1440","0","10701"
"5","1","0","4","1470","0","10701"
"5","1","0","5","1500","0","10701"
"1","3","0","0","150","0","10702"
"1","3","0","1","180","0","10702"
"1","3","0","2","210","0","10702"
"1","3","0","3","240","0","10702"
"1","3","0","4","270","0","10702"
"1","3","0","5","300","0","10702"
"2","3","0","0","450","0","10702"
"2","3","0","1","480","0","10702"
"2","3","0","2","510","0","10702"
"2","3","0","3","540","0","10702"
"2","3","0","4","570","0","10702"
"2","3","0","5","600","0","10702"
"3","3","0","0","750","0","10702"
"3","3","0","1","780","0","10702"
"3","3","0","2","810","0","10702"
"3","3","0","3","840","0","10702"
