c414a991901c5f5f45eb76d5ca3166cd60d5641edd0aab8ba3cab15e2d2c12fa,7b0db4247f5bbeb1a6b73216d111f8e27bb38dba979bfce09c48ab4220143036,34d20c32e6b631c8068fae3f94c962ac19787208293b8830b37b1989f969714c,7e4c75220084f6113bb34ba9c469c959a734729726d0fb6ad4bd5d2b87e512e4,4a8660b364b36a2ee005ac1fbbb6fa7bbb604ccf30754e9e6631e1a01ade2693,6f819548be3a6b2960f4682a51f009bdba8c077840ec5095230b50540aa4a873,a30028101faa6c8d26a761faa1505ee44c6d4a56be7afd611ae2ceea7c39e437,072a8212494cb8a4a9daa3587478502bf831b528d0ca0491ae8cf9264c5ae3d4,93a1eeb44984f27b4322858ad0ab2db8cb0393b28a916a9bb032ab73acfe2057,baa763a3736f991c9b8710adfcf93ffc7d586f3b0f56f6a82d49c1466a8d3f84
"7511","3","7501","25101","0","2","0","0","19500000","0"
"7611","3","7601","25101","0","2","0","0","19500000","7612"
"7711","3","7701","25101","0","2","0","0","20000000","0"
"7811","3","7801","25101","0","2","0","0","20000000","0"
"7911","3","7901","25101","0","2","0","0","20000000","0"
"8011","3","8001","25101","0","2","0","0","20000000","0"
"8111","3","8101","25101","0","2","0","0","20000000","8112"
"8211","3","8201","25101","0","2","0","0","20000000","0"
"8311","3","8301","25101","0","2","0","0","20000000","8312"
"8411","3","8401","25101","0","2","0","0","20000000","0"
"8511","3","8501","25101","0","2","0","0","20000000","0"
"8611","3","8601","25101","0","2","0","0","20000000","0"
"8711","3","8701","25101","0","2","0","0","20000000","0"
"8811","3","8801","25101","0","2","0","0","20000000","0"
"8911","3","8901","25101","0","2","0","0","20000000","0"
"9011","3","9001","25101","0","2","0","0","20000000","0"
"9111","3","9101","25101","0","2","0","0","20000000","0"
"9211","3","9201","25101","0","2","0","0","20000000","9212"
"9311","3","9301","25101","0","2","0","0","20000000","0"
"9411","3","9401","25101","0","2","0","0","20000000","0"
"9511","3","9501","25101","0","2","0","0","20000000","0"
"9611","3","9601","25101","0","2","0","0","20000000","0"
