b05e908945648e66bb8d2a84cd3e90056a7d2a8fcc004210d472420f503b6d3e,c3ee61a3d3052f6cf2a651f9980af1ee85b75483169eadac038ce83a9dab062d,e19d6babecbb803eb0c4957910a2e97652ae4052d2ce328bc9f52b622c54bdb9,dec16ff4084af57bf33e3c8a39159340b82d577ccf369fe0c488e48ef71ffe26,2ff001f212d9312b44974191846cbe297a92e44c16c2abdc1c5643fe518810a0,2e829a6ca673d0ea34852340e6679cdabc2eaddb5869e696a9e9b601de2119bc,0376f0c07d4ba8bab7206ab8327a20e29dcd57c522b4849b28e0702e52fee82b,d0c1216751b49e444b39325a7ee45f78a6987c8a17a55dcfb9d1a8679e1fd56d,6d8f6208e85c8027c286a389236d2445d2ace9f89dd81ef13147a7409b17c139,3739c02535cae40731ba0aa6a763e4a9b1cac22a1421138c09183c32f47ce487,4788a741ea3b86ee16f7e2aa185381b02c75c09baa4fa8b9fa4613a108611a5d,01d3eafdf651ff5f72f9a6cc3554a3a36fecf6da6f68978851de5577f6340566,3358bc4d47012d9dfd6c0602ae6df53e9ffd2406f6137b03bdccdcbdc0e5e993,1815336e15bb1c55dd0b0eb161a2e35576c93f532411b7a6082e44977478bd13,c1a5d1197a89e256ab5ff321f71104ffdce6968c2d3458c24854d891bd475af5
"92408120","0.9","0","101822","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101822"
"92408130","0.9","0","101822","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101822"
"92408140","0.9","0","101822","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101822"
"92408210","1","0","101822","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","101822"
"92408220","1","0","101822","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","101822"
"92408230","1","0","101822","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","101822"
"92408240","1","0","101822","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","101822"
"92408310","0.9","0","101822","3","-30","0","bgm_MC170","0","0","94002","0","0","bgm_MC170","101822"
"92408320","0.9","0","101822","3","-30","0","bgm_MC170","0","0","94002","0","0","bgm_MC170","101822"
"92408330","0.9","0","101822","3","-30","0","bgm_MC170","0","0","94002","0","0","bgm_MC170","101822"
"92408340","0.9","0","101822","3","-30","0","bgm_MC170","0","0","94002","0","0","bgm_MC170","101822"
"92409110","1.25","-50","101191","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101191"
"92409120","1.25","-50","101191","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101191"
"92409130","1.25","-50","101191","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101191"
"92409140","1.25","-50","101191","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101191"
"92409210","1","0","101191","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","101191"
"92409220","1","0","101191","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","101191"
"92409230","1","0","101191","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","101191"
"92409240","1","0","101191","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","101191"
"92409310","1.25","-50","101191","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101191"
"92409320","1.25","-50","101191","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101191"
"92409330","1.25","-50","101191","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101191"
"92409340","1.25","-50","101191","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101191"
"92410110","1.3","0","103013","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","103013"
"92410120","1.3","0","103013","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","103013"
"92410130","1.3","0","103013","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","103013"
"92410140","1.3","0","103013","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","103013"
"92410210","1.45","0","103013","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","103013"
"92410220","1.45","0","103013","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","103013"
"92410230","1.45","0","103013","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","103013"
"92410240","1.45","0","103013","2","-30","0","bgm_MC170","20","0","94002","0","0","bgm_MC170","103013"
"92410310","1.4","0","103013","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","103013"
"92410320","1.4","0","103013","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","103013"
"92410330","1.4","0","103013","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","103013"
"92410340","1.4","0","103013","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","103013"
"92411110","1","40","100198","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","100198"
"92411120","1","40","100198","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","100198"
"92411130","1","40","100198","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","100198"
"92411140","1","40","100198","1","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","100198"
"92411210","1.45","140","100198","2","-30","0","bgm_MC170","-90","0","94002","0","0","bgm_MC170","100198"
"92411220","1.45","140","100198","2","-30","0","bgm_MC170","-90","0","94002","0","0","bgm_MC170","100198"
"92411230","1.45","140","100198","2","-30","0","bgm_MC170","-90","0","94002","0","0","bgm_MC170","100198"
"92411240","1.45","140","100198","2","-30","0","bgm_MC170","-90","0","94002","0","0","bgm_MC170","100198"
"92411310","1.1","40","100198","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","100198"
"92411320","1.1","40","100198","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","100198"
"92411330","1.1","40","100198","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","100198"
"92411340","1.1","40","100198","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","100198"
"92412110","1","210","101621","1","-30","0","bgm_MC170","-210","0","94002","0","0","bgm_MC170","101621"
"92412120","1","210","101621","1","-30","0","bgm_MC170","-210","0","94002","0","0","bgm_MC170","101621"
"92412130","1","210","101621","1","-30","0","bgm_MC170","-210","0","94002","0","0","bgm_MC170","101621"
"92412140","1","210","101621","1","-30","0","bgm_MC170","-210","0","94002","0","0","bgm_MC170","101621"
"92412210","1.45","140","101621","2","-30","0","bgm_MC170","-90","0","94002","0","0","bgm_MC170","101621"
"92412220","1.45","140","101621","2","-30","0","bgm_MC170","-90","0","94002","0","0","bgm_MC170","101621"
"92412230","1.45","140","101621","2","-30","0","bgm_MC170","-90","0","94002","0","0","bgm_MC170","101621"
"92412240","1.45","140","101621","2","-30","0","bgm_MC170","-90","0","94002","0","0","bgm_MC170","101621"
"92412310","1.1","180","101621","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101621"
"92412320","1.1","180","101621","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101621"
"92412330","1.1","180","101621","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101621"
"92412340","1.1","180","101621","3","-30","0","bgm_MC170","-30","0","94002","0","0","bgm_MC170","101621"
