86b520461386041ba9e22a98d5065901c58fecab3b0b5a3ceaaddb925f29b943,60f1db1e4a5d1d4960760048c8a711749e9c685ed8a23ce34e093775a632d142,6fe49bc99ea315e5ac6ea394df976f5bd69fb8ed6404548dac5d076e948dacce,3befab1213a15bc1ffaa863c8c4ae31f07aa526eae9618b87e1c494716d3ef50,87efc92be23a40d6d02c6a846091e2cf241834711cd5679fe6b73ae6a81ea019,0467220ad06827b4cd6443b944ae3ce4d685f3e6e51c799cc03c955d6b3c6f9f,ae5f09bb5da7732ac8cf0e556712cfae7fbb59922efe3624a8cf7c026971f305,3092f5177fdbad5ed68597359e070a9b06264d98cb35145c4b18c4ec95b011c3,0028531ad830dd6d58186abd823d583dca76ccd162122c2c87bcc247adb19dd0,eadc9877899807a2b64242078f4998e90afa295459df34e89843d20334fa7a27,27dbf1ee9ba2d7f436e59d33590e5af3ce94ba5c2274392a44481cab9e20f0d7,4bfd1f587aab2098616eec83fafb80bfba4da242d88f717412ac4fe5e6157dde
"26250000000000","3","3","0","30061","3006","21600","9006519","30061","3","バトル開始から90秒間、味方のＴＰが毎秒アップ","毎秒ＴＰアップ90秒"
"15000000000000","3","3","0","30062","3006","43200","9006520","30062","3","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"31500000000000","3","3","0","30071","3007","43200","9006522","30071","3","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"9000000000000","3","3","0","30072","3007","64800","9006523","30072","3","バトル開始から15秒間、味方が無敵状態になる","無敵15秒"
"14550000000000","1","3","36000","300101","3001","-1","0","300101","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"13950000000000","1","3","36000","300102","3001","-1","0","300102","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"13500000000000","1","3","36000","300103","3001","-1","0","300103","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"13050000000000","1","3","36000","300104","3001","-1","0","300104","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"12600000000000","1","3","36000","300105","3001","-1","0","300105","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"11550000000000","1","3","36000","300106","3001","-1","0","300106","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"11100000000000","1","3","36000","300107","3001","-1","0","300107","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"10650000000000","1","3","36000","300108","3001","-1","0","300108","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"10050000000000","1","3","36000","300109","3001","-1","0","300109","1","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"9600000000000","1","3","36000","300110","3001","-1","0","300110","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"9000000000000","1","3","36000","300111","3001","-1","0","300111","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"8550000000000","1","3","36000","300112","3001","-1","0","300112","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"8100000000000","1","3","36000","300113","3001","-1","0","300113","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"7050000000000","1","3","36000","300114","3001","-1","0","300114","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"6600000000000","1","3","36000","300115","3001","-1","0","300115","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"6150000000000","1","3","36000","300116","3001","-1","0","300116","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"5550000000000","1","3","36000","300117","3001","-1","0","300117","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"5100000000000","1","3","36000","300118","3001","-1","0","300118","1","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"4650000000000","1","3","36000","300119","3001","-1","0","300119","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"4050000000000","1","3","36000","300120","3001","-1","0","300120","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"3600000000000","1","3","36000","300121","3001","-1","0","300121","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"3150000000000","1","3","36000","300122","3001","-1","0","300122","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"2700000000000","1","3","36000","300123","3001","-1","0","300123","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"2100000000000","1","3","36000","300124","3001","-1","0","300124","1","バトル開始時、味方のＴＰが150アップ","TP150アップ"
"1650000000000","1","3","36000","300125","3001","-1","0","300125","1","バトル開始から15秒間、味方が無敵状態になる","無敵15秒"
"1200000000000","1","3","36000","300126","3001","-1","0","300126","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"600000000000","1","3","36000","300127","3001","-1","0","300127","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"150000000000","1","3","36000","300128","3001","-1","0","300128","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"17460000000000","1","3","36000","300201","3002","-1","0","300201","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"16740000000000","1","3","36000","300202","3002","-1","0","300202","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"16200000000000","1","3","36000","300203","3002","-1","0","300203","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"15660000000000","1","3","36000","300204","3002","-1","0","300204","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"15120000000000","1","3","36000","300205","3002","-1","0","300205","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"14400000000000","1","3","36000","300206","3002","-1","0","300206","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"13320000000000","1","3","36000","300207","3002","-1","0","300207","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"12780000000000","1","3","36000","300208","3002","-1","0","300208","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"12060000000000","1","3","36000","300209","3002","-1","0","300209","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"11520000000000","1","3","36000","300210","3002","-1","0","300210","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"10800000000000","1","3","36000","300211","3002","-1","0","300211","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"10260000000000","1","3","36000","300212","3002","-1","0","300212","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"9720000000000","1","3","36000","300213","3002","-1","0","300213","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"9180000000000","1","3","36000","300214","3002","-1","0","300214","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"8460000000000","1","3","36000","300215","3002","-1","0","300215","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"7380000000000","1","3","36000","300216","3002","-1","0","300216","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"6660000000000","1","3","36000","300217","3002","-1","0","300217","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"6120000000000","1","3","36000","300218","3002","-1","0","300218","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"5580000000000","1","3","36000","300219","3002","-1","0","300219","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"4860000000000","1","3","36000","300220","3002","-1","0","300220","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"4320000000000","1","3","36000","300221","3002","-1","0","300221","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"3780000000000","1","3","36000","300222","3002","-1","0","300222","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"3240000000000","1","3","36000","300223","3002","-1","0","300223","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"2520000000000","1","3","36000","300224","3002","-1","0","300224","1","バトル開始時、味方のＴＰが150アップ","TP150アップ"
"1980000000000","1","3","36000","300225","3002","-1","0","300225","1","バトル開始から15秒間、味方が無敵状態になる","無敵15秒"
"1440000000000","1","3","36000","300226","3002","-1","0","300226","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"720000000000","1","3","36000","300227","3002","-1","0","300227","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"180000000000","1","3","36000","300228","3002","-1","0","300228","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"14550000000000","1","3","36000","300301","3003","-1","0","300301","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"13950000000000","1","3","36000","300302","3003","-1","0","300302","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"13050000000000","1","3","36000","300303","3003","-1","0","300303","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"12600000000000","1","3","36000","300304","3003","-1","0","300304","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"12000000000000","1","3","36000","300305","3003","-1","0","300305","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"11550000000000","1","3","36000","300306","3003","-1","0","300306","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"11100000000000","1","3","36000","300307","3003","-1","0","300307","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"10650000000000","1","3","36000","300308","3003","-1","0","300308","1","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"10050000000000","1","3","36000","300309","3003","-1","0","300309","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","毎秒ＴＰアップ90秒"
"9600000000000","1","3","36000","300310","3003","-1","0","300310","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"9000000000000","1","3","36000","300311","3003","-1","0","300311","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"8100000000000","1","3","36000","300312","3003","-1","0","300312","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"7650000000000","1","3","36000","300313","3003","-1","0","300313","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"7050000000000","1","3","36000","300314","3003","-1","0","300314","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"6600000000000","1","3","36000","300315","3003","-1","0","300315","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"6150000000000","1","3","36000","300316","3003","-1","0","300316","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"5550000000000","1","3","36000","300317","3003","-1","0","300317","1","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"5100000000000","1","3","36000","300318","3003","-1","0","300318","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","毎秒ＴＰアップ90秒"
"4650000000000","1","3","36000","300319","3003","-1","0","300319","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"4050000000000","1","3","36000","300320","3003","-1","0","300320","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"3600000000000","1","3","36000","300321","3003","-1","0","300321","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"3150000000000","1","3","36000","300322","3003","-1","0","300322","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"2700000000000","1","3","36000","300323","3003","-1","0","300323","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"2100000000000","1","3","36000","300324","3003","-1","0","300324","1","バトル開始時、味方のＴＰが150アップ","TP150アップ"
"1650000000000","1","3","36000","300325","3003","-1","0","300325","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"1200000000000","1","3","36000","300326","3003","-1","0","300326","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"600000000000","1","3","36000","300327","3003","-1","0","300327","1","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"150000000000","1","3","36000","300328","3003","-1","0","300328","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","毎秒ＴＰアップ90秒"
"17460000000000","1","3","36000","300401","3004","-1","0","300401","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"16740000000000","1","3","36000","300402","3004","-1","0","300402","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"16200000000000","1","3","36000","300403","3004","-1","0","300403","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"15660000000000","1","3","36000","300404","3004","-1","0","300404","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"15120000000000","1","3","36000","300405","3004","-1","0","300405","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"13860000000000","1","3","36000","300406","3004","-1","0","300406","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"13320000000000","1","3","36000","300407","3004","-1","0","300407","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"12780000000000","1","3","36000","300408","3004","-1","0","300408","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"12060000000000","1","3","36000","300409","3004","-1","0","300409","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"11520000000000","1","3","36000","300410","3004","-1","0","300410","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"10800000000000","1","3","36000","300411","3004","-1","0","300411","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"10260000000000","1","3","36000","300412","3004","-1","0","300412","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"9720000000000","1","3","36000","300413","3004","-1","0","300413","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"9180000000000","1","3","36000","300414","3004","-1","0","300414","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"7920000000000","1","3","36000","300415","3004","-1","0","300415","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"7380000000000","1","3","36000","300416","3004","-1","0","300416","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"6660000000000","1","3","36000","300417","3004","-1","0","300417","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"6120000000000","1","3","36000","300418","3004","-1","0","300418","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"5580000000000","1","3","36000","300419","3004","-1","0","300419","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"4860000000000","1","3","36000","300420","3004","-1","0","300420","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"4320000000000","1","3","36000","300421","3004","-1","0","300421","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"3780000000000","1","3","36000","300422","3004","-1","0","300422","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"3240000000000","1","3","36000","300423","3004","-1","0","300423","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"2520000000000","1","3","36000","300424","3004","-1","0","300424","1","バトル開始時、味方のＴＰが150アップ","TP150アップ"
"1980000000000","1","3","36000","300425","3004","-1","0","300425","1","バトル開始から15秒間、味方が無敵状態になる","無敵15秒"
"1440000000000","1","3","36000","300426","3004","-1","0","300426","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"720000000000","1","3","36000","300427","3004","-1","0","300427","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"180000000000","1","3","36000","300428","3004","-1","0","300428","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"64020000000000","1","3","36000","300501","3005","-1","0","300501","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"61380000000000","1","3","36000","300502","3005","-1","0","300502","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"59400000000000","1","3","36000","300503","3005","-1","0","300503","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"57420000000000","1","3","36000","300504","3005","-1","0","300504","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"55440000000000","1","3","36000","300505","3005","-1","0","300505","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"52800000000000","1","3","36000","300506","3005","-1","0","300506","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"50820000000000","1","3","36000","300507","3005","-1","0","300507","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"48840000000000","1","3","36000","300508","3005","-1","0","300508","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"46860000000000","1","3","36000","300509","3005","-1","0","300509","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"44220000000000","1","3","36000","300510","3005","-1","0","300510","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"42240000000000","1","3","36000","300511","3005","-1","0","300511","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"39600000000000","1","3","36000","300512","3005","-1","0","300512","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"37620000000000","1","3","36000","300513","3005","-1","0","300513","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"35640000000000","1","3","36000","300514","3005","-1","0","300514","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"33660000000000","1","3","36000","300515","3005","-1","0","300515","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"31020000000000","1","3","36000","300516","3005","-1","0","300516","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"29040000000000","1","3","36000","300517","3005","-1","0","300517","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"27060000000000","1","3","36000","300518","3005","-1","0","300518","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"24420000000000","1","3","36000","300519","3005","-1","0","300519","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"22440000000000","1","3","36000","300520","3005","-1","0","300520","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"20460000000000","1","3","36000","300521","3005","-1","0","300521","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"17820000000000","1","3","36000","300522","3005","-1","0","300522","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"15840000000000","1","3","36000","300523","3005","-1","0","300523","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"13860000000000","1","3","36000","300524","3005","-1","0","300524","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"11880000000000","1","3","36000","300525","3005","-1","0","300525","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"9240000000000","1","3","36000","300526","3005","-1","0","300526","1","バトル開始時、味方のＴＰが150アップ","TP150アップ"
"7260000000000","1","3","36000","300527","3005","-1","0","300527","1","バトル開始から15秒間、味方が無敵状態になる","無敵15秒"
"5280000000000","1","3","36000","300528","3005","-1","0","300528","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"2640000000000","1","3","36000","300529","3005","-1","0","300529","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"660000000000","1","3","36000","300530","3005","-1","0","300530","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"29100000000000","1","3","54000","300601","3006","-1","0","300601","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"27000000000000","1","3","54000","300602","3006","-1","0","300602","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"25200000000000","1","3","54000","300603","3006","-1","0","300603","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"23100000000000","1","3","54000","300604","3006","-1","0","300604","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"21300000000000","1","3","54000","300605","3006","-1","0","300605","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"19200000000000","1","3","54000","300606","3006","-1","0","300606","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"17100000000000","1","3","54000","300607","3006","-1","0","300607","1","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"15300000000000","1","3","54000","300608","3006","-1","0","300608","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"13200000000000","1","3","54000","300609","3006","-1","0","300609","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"11100000000000","1","3","54000","300610","3006","-1","0","300610","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"9300000000000","1","3","54000","300611","3006","-1","0","300611","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"8100000000000","1","3","54000","300612","3006","-1","0","300612","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"6300000000000","1","3","54000","300613","3006","-1","0","300613","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"4200000000000","1","3","54000","300614","3006","-1","0","300614","1","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"3300000000000","1","3","54000","300615","3006","-1","0","300615","1","バトル開始から15秒間、味方が無敵状態になる","無敵15秒"
"2400000000000","1","3","54000","300616","3006","-1","0","300616","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"1200000000000","1","3","54000","300617","3006","-1","0","300617","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"300000000000","1","3","54000","300618","3006","-1","0","300618","1","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"34920000000000","1","3","54000","300701","3007","-1","0","300701","1","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"32400000000000","1","3","54000","300702","3007","-1","0","300702","1","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"30240000000000","1","3","54000","300703","3007","-1","0","300703","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"27720000000000","1","3","54000","300704","3007","-1","0","300704","1","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"25560000000000","1","3","54000","300705","3007","-1","0","300705","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"23040000000000","1","3","54000","300706","3007","-1","0","300706","1","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"20520000000000","1","3","54000","300707","3007","-1","0","300707","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","毎秒ＴＰアップ90秒"
"18360000000000","1","3","54000","300708","3007","-1","0","300708","1","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
